0	Index      	 *	Score 	Summary	Detail	
1	22433 65221	 * 	189.02	DCR|4VULN|3DMG|1ZMB	17aDMG|2DMSP|3ZMB|47BEXP|5678VULN|7BPWR|9RCR
17	63222 23612	 * 	179.51	DCR|4VULN|1AART|3ZMB	1AART|279MLV|3FEWX|4RMIN|579ZMB|6789VULN|79BPWR|aRCR
18	63322 26612	   	179.51	DCR|4VULN|1AART|3ZMB	1AART|289MLV|3LHND|4RMIN|589ZMB|6789VULN|89BPWR|aRCR
19	63522 26312	   	179.51	DCR|4VULN|1AART|3ZMB	1AART|289MLV|3LWND|4RMIN|589ZMB|6789VULN|89BPWR|aRCR
20	61415 12233	   	179.27	DCR|3VULN|2DMG|1AART	1AART|2RCVC|37DMG|4LWND|57LIT|67aVULN|7BPWR|8RCR|9CGEN
21	32244 12611	 * 	179.09	ACR|3VULN|2DMG|1AART	139FEWX|259VULN|4RCR|6AART|7RCVC|89DMG|9BPWR|aRMIN
22	32244 12612	   	179.09	ACR|3VULN|2DMG|1AART	139FEWX|259VULN|4RCR|6AART|7aRCVC|89DMG|9BPWR
23	32344 12611	   	179.09	ACR|3VULN|2DMG|1AART	19aFEWX|259VULN|37RCVC|4RCR|6AART|89DMG|9BPWR
24	32344 12612	   	179.09	ACR|3VULN|2DMG|1AART	19FEWX|259VULN|37RCVC|4RCR|6AART|89DMG|9BPWR|aBEXP
25	31164 13232	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2BEXP|345VULN|6AART|7CDMG|8RCR|9DMG|aDUR
26	32244 12613	   	178.99	ACR|3VULN|2DMG|1AART	139FEWX|259VULN|4RCR|6AART|7RCVC|89DMG|9BPWR|aERES
27	32344 12613	   	178.99	ACR|3VULN|2DMG|1AART	19FEWX|259VULN|37RCVC|4RCR|6AART|89DMG|9BPWR|aERES
28	32514 13232	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|235VULN|4DUST|6AART|7CDMG|8RCR|9DMG|aDUR
29	23663 63114	 * 	178.97	DCR|3DMG|2VULN|3CDMG	19aDMG|2LHND|3RPLT|4MBVNT|5aVULN|68aCDMG|7RCR|aBPWR
30	23313 14641	   	178.84	DCR|2VULN|2DMG|2CDMG|2DUR|1ASPD	1aDMG|2LHND|3aCDMG|47DUR|5NUKE|6RCR|8ASPD|9aVULN|aBPWR
31	22115 12233	   	178.07	DCR|3VULN|2DMG|1AART	17DMG|2DMSP|3AART|4LWND|57LIT|67aVULN|7BPWR|8RCR|9CGEN
32	63632 31233	 * 	177.86	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|2MLV|3CDMG|5BEXP|6VULN|79DMG|8RCR|aASPD
33	22623 56221	   	177.82	DCR|4VULN|3DMG	17aDMG|2DMSP|3578VULN|4RMIN|6MBVNT|7BPWR|9RCR
34	52526 21211	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LHND|23VULN|45DMG|6LIT|7AART|8RCR|9ASPD|aZMB
35	63621 11232	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|9DMG|aDUR
36	63621 11236	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|9DMG|aASPD
37	62116 31232	 * 	177.14	DCR|2AART|2VULN|1DMG|2CDMG	1aAART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9DMG
38	22115 12235	   	176.06	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9CGEN|aCDMG
39	22312 65262	 * 	176.02	DCR|4VULN|2DMG|3DUR	17DMG|2DMSP|379DUR|4678VULN|5RMIN|7BPWR|aRCR
40	22623 56223	   	175.82	DCR|4VULN|2DMG|1CDMG	17DMG|2DMSP|3578VULN|4RMIN|6MBVNT|7BPWR|9RCR|aCDMG
41	63623 11243	   	175.74	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR|1ASPD	19AART|2MLV|3CDMG|47VULN|5DUR|6ZMB|8RCR|aASPD
42	52526 21233	   	175.47	DCR|3VULN|2DMG|1AART	1LHND|23aVULN|45DMG|6LIT|7AART|8RCR|9CGEN
43	12312 51252	 * 	175.17	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	1BASICY|2ASPD|3AART|47VULN|58ZMB|6DMG|9CDMG|aRCR
44	23244 13413	 * 	175.14	DCR|2VULN|2DMG|3ZMB|1DUR	18DMG|28LHND|3LWND|47aZMB|58VULN|6RCR|8BPWR|9DUR
45	64116 31231	   	175.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LWND|367VULN|4BEXP|5CDMG|8RCR|9DMG|aFEWX
46	64136 31231	   	175.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LWND|367VULN|4aFEWX|5CDMG|8RCR|9DMG
47	64136 31233	   	175.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LWND|367VULN|4FEWX|5CDMG|8RCR|9DMG|aLIT
48	64116 31233	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LWND|367VULN|4BEXP|5CDMG|8RCR|9DMG|aTLV
49	32544 13131	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	1aFEWX|235VULN|4RCR|6AART|7CDMG|8LHND|9DMG
50	32544 13133	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|235VULN|4RCR|6AART|7CDMG|8LHND|9DMG|aLIT
51	22433 55221	   	174.92	DCR|3VULN|3DMG|1ZMB	17aDMG|26DMSP|3ZMB|47BEXP|578VULN|7BPWR|9RCR
52	31244 32361	 * 	174.80	ACR|4VULN|1AART|1DMG	1FEWX|2BEXP|3RCVC|4RCR|5689VULN|7AART|aDMG
53	32246 33361	   	174.70	ACR|4VULN|1AART|1DMG	13FEWX|2689VULN|4RCR|5DUST|7AART|aDMG
54	32346 33361	   	174.70	ACR|4VULN|1AART|1DMG	1FEWX|2689VULN|3RCVC|4RCR|5DUST|7AART|aDMG
55	61415 12231	   	174.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2RCVC|37DMG|4LWND|57LIT|67VULN|7BPWR|8RCR|9CGEN|aZMB
56	26134 33231	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2LWND|3FEWX|4CGEN|56VULN|7RCR|8CDMG|aAART
57	34534 33231	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|29DMG|3LWND|4CGEN|56VULN|7RCR|8CDMG|aAART
58	26334 33231	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2LWND|3DUST|4CGEN|56VULN|7RCR|8CDMG|aAART
59	32523 33231	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|23VULN|49DMG|5LWND|6ERES|7RCR|8CDMG|aAART
60	23361 16321	 * 	173.83	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	19DMG|2LHND|3aCDMG|4ASPD|5DUST|6RCR|7AART|8VULN
61	23244 13231	 * 	173.73	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	19DMG|2LHND|3LWND|47ZMB|5VULN|6RCR|8CDMG|aAART
62	23244 13261	   	173.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1DMG|2LHND|3LWND|47ZMB|59VULN|6RCR|8CDMG|aAART
63	26144 13231	   	173.73	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	19DMG|2LWND|3FEWX|47ZMB|5VULN|6RCR|8CDMG|aAART
64	23313 11641	   	173.55	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1aDMG|27LHND|3aCDMG|4DUR|5NUKE|6RCR|8ASPD|9aVULN|aBPWR
65	23313 15641	   	173.55	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1aDMG|2LHND|3aCDMG|4DUR|5NUKE|6RCR|7RCVC|8ASPD|9aVULN|aBPWR
66	32544 21131	 * 	173.45	ACR|3VULN|2DMG|2CDMG	1aFEWX|235VULN|4RCR|6aCDMG|7LHND|8LWND|9aDMG|aBPWR
67	22115 12231	   	173.42	DCR|2VULN|2DMG|1AART|1ZMB	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9CGEN|aZMB
68	22433 65222	   	173.37	DCR|4VULN|2DMG|1ZMB	17DMG|2DMSP|3ZMB|47BEXP|5678VULN|7BPWR|9RCR|aLWND
69	63621 41232	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2MLV|3CDMG|47VULN|5DUST|6ASPD|8RCR|9DMG|aDUR
70	23662 14414	   	173.03	DCR|3DMG|2VULN|2CDMG	15aDMG|256LHND|3RPLT|4MBVNT|5aBPWR|7RCR|8aVULN|9aCDMG
71	23662 44414	   	173.03	DCR|3DMG|2VULN|2CDMG	15aDMG|25LHND|3RPLT|4MBVNT|5aBPWR|6DMSP|7RCR|8aVULN|9aCDMG
72	23662 84414	   	173.03	DCR|3DMG|2VULN|2CDMG	15aDMG|25LHND|3RPLT|4MBVNT|5aBPWR|6RCVC|7RCR|8aVULN|9aCDMG
73	63623 11214	   	173.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2aMLV|3CDMG|47aVULN|5DUR|6ZMB|8RCR|9aERES|aBPWR
74	63232 34234	 * 	172.95	DCR|1AART|1VULN|2CDMG|1DMG|1FLTHEA|1ZMB	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7ZMB|8RCR|9DMG|aFLTHEA
75	23663 54414	   	172.93	DCR|3DMG|2VULN|2CDMG	19aDMG|26LHND|3RPLT|4MBVNT|5aVULN|7RCR|8aCDMG|aBPWR
76	23663 63314	   	172.93	DCR|3DMG|2VULN|2CDMG	19aDMG|2LHND|3RPLT|4MBVNT|5aVULN|6aCDMG|7RCR|8RCVC|aBPWR
77	23663 84414	   	172.93	DCR|3DMG|2VULN|2CDMG	19aDMG|2LHND|3RPLT|4MBVNT|5aVULN|6RCVC|7RCR|8aCDMG|aBPWR
78	22433 55223	   	172.92	DCR|3VULN|2DMG|1CDMG|1ZMB	17DMG|26DMSP|3ZMB|47BEXP|578VULN|7BPWR|9RCR|aCDMG
79	63612 31233	   	172.83	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|79DMG|8RCR|aASPD
80	32522 65222	 * 	172.79	DCR|5VULN|2DMG	17FEWX|23678VULN|47DMG|5RMIN|7BPWR|9RCVC|aRCR
81	23244 13235	 * 	172.70	DCR|3DMG|1VULN|2CDMG|2ZMB	19aDMG|2LHND|3aLWND|47ZMB|5VULN|6RCR|8aCDMG|aBPWR
82	23623 26342	   	172.67	DCR|3VULN|2DMG|1AART	17DMG|2LHND|3RPLT|47BEXP|57aVULN|6BELT|7BPWR|8AART|9RCR
83	23633 26342	   	172.67	DCR|3VULN|2DMG|1AART	17DMG|2LHND|3RPLT|47LWND|57aVULN|6BELT|7BPWR|8AART|9RCR
84	62116 31235	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9DMG|aDUR
85	62136 31232	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DUST|37VULN|4FEWX|56CDMG|8RCR|9DMG|aDUR
86	23445 13221	 * 	172.41	DCR|2DMG|1AART|2CDMG|2ZMB|2DUR	19DMG|2LHND|39DUR|47ZMB|5LWND|6RCR|89CDMG|9BPWR|aAART
87	26443 13221	   	172.41	DCR|2DMG|1AART|2CDMG|2ZMB|2DUR	19DMG|2LWND|39DUR|47ZMB|5LHND|6RCR|89CDMG|9BPWR|aAART
88	32244 11161	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	13FEWX|259VULN|4RCR|6AART|7RMIN|8ZMB|aDMG
89	32344 11161	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1FEWX|259VULN|3RCVC|4RCR|6AART|7RMIN|8ZMB|aDMG
90	31164 13231	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1aFEWX|2BEXP|345VULN|6AART|7CDMG|8RCR|9DMG
91	31164 13233	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|345VULN|6AART|7CDMG|8RCR|9DMG|aLIT
92	31164 13234	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|345VULN|6AART|7CDMG|8RCR|9DMG|aMGNLIT
93	31164 13236	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|345VULN|6AART|7CDMG|8RCR|9DMG|aERES
94	32514 13231	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1aFEWX|235VULN|4DUST|6AART|7CDMG|8RCR|9DMG
95	32514 13233	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|235VULN|4DUST|6AART|7CDMG|8RCR|9DMG|aLIT
96	32514 13234	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|235VULN|4DUST|6AART|7CDMG|8RCR|9DMG|aMGNLIT
97	32523 33261	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|239VULN|4DMG|5LWND|6ERES|7RCR|8CDMG|aAART
98	32514 13236	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|235VULN|4DUST|6AART|7CDMG|8RCR|9DMG|aERES
99	61126 51232	   	171.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2RCVC|3aDUR|4FEWX|5CDMG|67VULN|8RCR|9DMG
100	61143 51232	   	171.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2RCVC|3aDUR|4CDMG|5FEWX|67VULN|8RCR|9DMG
101	32542 23633	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1FEWX|23aVULN|4RCR|5ERES|6LWND|7AART|8DMG|9ZMB
102	12312 51552	   	171.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1BASICY|2ASPD|3AART|47VULN|5ZMB|6DMG|8DMSP|9CDMG|aRCR
103	63631 61233	   	171.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14AART|2MLV|3CDMG|5ZMB|6BEXP|7DUR|8RCR|9DMG|aVULN
104	63632 34232	   	171.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14AART|2MLV|3CDMG|5BEXP|6VULN|7ZMB|8RCR|9DMG|aDUR
105	31141 13246	 * 	171.20	DCR|2VULN|2DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2BEXP|39VULN|4aDMG|5ASPD|6RCR|7ZMB|8FLTHEA
106	61344 17743	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2RCVC|3MBVNT|4ASPD|5LHND|6RCR|7VULN|89DMG|aCDMG
107	61345 17343	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2RCVC|3MBVNT|4ASPD|5LWND|6RCR|7VULN|89DMG|aCDMG
108	63632 31231	   	170.92	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2MLV|3CDMG|5BEXP|6VULN|79DMG|8RCR|aLIT
109	63632 31232	   	170.92	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2MLV|3CDMG|5BEXP|6VULN|79DMG|8RCR|aFEWX
110	63632 31234	   	170.92	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2MLV|3CDMG|5BEXP|6VULN|79DMG|8RCR|aLWND
111	63623 11234	   	170.90	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1AART|2MLV|3CDMG|47VULN|5DUR|6ZMB|8RCR|9NUKE|aFLTHEA
112	61324 44652	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCVC|3MBVNT|4BEXP|5CDMG|69VULN|7DMG|8RCR
113	62115 13232	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2DUST|35VULN|46BEXP|7CDMG|8RCR|9DMG
114	62116 21232	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2DUST|37VULN|4BEXP|5CDMG|6RCVC|8RCR|9DMG
115	63632 31235	   	170.82	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2MLV|3CDMG|5BEXP|6VULN|79DMG|8RCR|aERES
116	63632 31236	   	170.82	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2MLV|3CDMG|5BEXP|6VULN|79DMG|8RCR|aTLV
117	52526 21231	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|23VULN|45DMG|6LIT|7AART|8RCR|9CGEN|aZMB
118	62115 23232	   	170.72	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|26DUST|35VULN|4BEXP|7CDMG|8RCR|9DMG
119	23662 11314	   	170.63	DCR|3DMG|2VULN|2CDMG	15aDMG|256LHND|3RPLT|4MBVNT|5aBPWR|7aVULN|8RCR|9aCDMG
120	23662 41314	   	170.63	DCR|3DMG|2VULN|2CDMG	15aDMG|25LHND|3RPLT|4MBVNT|5aBPWR|6DMSP|7aVULN|8RCR|9aCDMG
121	23662 81314	   	170.63	DCR|3DMG|2VULN|2CDMG	15aDMG|25LHND|3RPLT|4MBVNT|5aBPWR|6RCVC|7aVULN|8RCR|9aCDMG
122	61212 34411	   	170.58	DCR|2AART|2VULN|2CDMG|1ZMB	15AART|2RCVC|3ZMB|4LWND|68CDMG|7RCR|9aVULN
123	23663 52314	   	170.53	DCR|3VULN|2DMG|2CDMG	1aDMG|26LHND|3RPLT|4MBVNT|57aVULN|8RCR|9aCDMG|aBPWR
124	23663 82314	   	170.53	DCR|3VULN|2DMG|2CDMG	1aDMG|2LHND|3RPLT|4MBVNT|57aVULN|6RCVC|8RCR|9aCDMG|aBPWR
125	26631 53314	   	170.53	DCR|3DMG|2VULN|2CDMG	15aDMG|24LWND|3RPLT|6aVULN|7MBVNT|8RCR|9aCDMG|aBPWR
126	26663 42314	   	170.53	DCR|3VULN|2DMG|2CDMG	1aDMG|26LWND|3RPLT|4MBVNT|57aVULN|8RCR|9aCDMG|aBPWR
127	63132 34411	   	170.48	DCR|2AART|2VULN|2CDMG|1ZMB	15AART|2MLV|3TLV|4ZMB|68CDMG|7RCR|9aVULN
128	63621 11231	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|9DMG|aFEWX
129	63621 11235	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|9DMG|aRCVC
130	31146 14323	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2BEXP|3aVULN|49DMG|5AART|6DUR|7RCR|8LIT
131	64116 31323	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LWND|367VULN|4BEXP|5CDMG|8DMG|9LIT|aRCR
132	64136 31323	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LWND|367VULN|4FEWX|5CDMG|8DMG|9LIT|aRCR
133	63621 11233	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|9DMG|aTLV
134	22212 35623	 * 	170.27	DCR|3DMG|2VULN|1AART	139DMG|2DMSP|39BPWR|479BEXP|5BELT|69VULN|8AART|aRCR
135	22263 15623	   	170.27	DCR|3DMG|2VULN|1AART	139DMG|2DMSP|39BPWR|49VULN|5BELT|679BEXP|8AART|aRCR
136	22512 35623	   	170.27	DCR|3DMG|2VULN|1AART	139DMG|2DMSP|479BEXP|5BELT|69VULN|8AART|9BPWR|aRCR
137	12324 36325	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BASICY|2ASPD|3AART|4RPLT|5aVULN|6RCR|7DMG|8LIT|9CDMG
138	22413 54331	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2DMSP|3ZMB|4RPLT|5LWND|6AART|7RCR|8VULN|aCDMG
139	26344 12231	   	169.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2LWND|37DUST|4ZMB|5VULN|6RCR|8CDMG|aAART
140	23311 56161	   	169.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	15DMG|2LHND|3CDMG|4DUR|6VULN|7BELT|8ZMB|9RCR|aAART
141	22115 12236	   	169.35	DCR|2VULN|2DMG|1AART|1DUR	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9CGEN|aDUR
142	22115 12214	   	169.25	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9ASPD|aERES
143	22115 12215	   	169.25	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9ASPD|aMBVNT
144	22115 12216	   	169.25	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2DMSP|3AART|4LWND|57LIT|67VULN|7BPWR|8RCR|9ASPD|aTLV
145	64136 31213	 * 	169.07	DCR|4VULN|1AART|1CDMG	1AART|2LWND|367aVULN|4FEWX|5CDMG|8RCR|9ERES
146	32244 13261	 * 	168.99	ACR|4VULN|1AART|1CDMG	13FEWX|259aVULN|4RCR|6AART|7CDMG|8RMIN
147	32344 13261	   	168.99	ACR|4VULN|1AART|1CDMG	1FEWX|259aVULN|3RCVC|4RCR|6AART|7CDMG|8RMIN
148	32244 11361	   	168.99	ACR|4VULN|1AART|1CDMG	13FEWX|259aVULN|4RCR|6AART|7RMIN|8CDMG
149	32344 11361	   	168.99	ACR|4VULN|1AART|1CDMG	1FEWX|259aVULN|3RCVC|4RCR|6AART|7RMIN|8CDMG
150	32544 13113	   	168.89	ACR|4VULN|1AART|1CDMG	1FEWX|235aVULN|4RCR|6AART|7CDMG|8LHND|9ERES
151	63623 11241	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	19AART|2MLV|3CDMG|47VULN|5DUR|6ZMB|8RCR|aLIT
152	63623 11242	   	168.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	19AART|2MLV|3CDMG|47VULN|5DUR|6ZMB|8RCR|aFEWX
153	23662 14431	   	168.72	DCR|3VULN|3DMG	15aDMG|256aLHND|3RPLT|4MBVNT|5aBPWR|7RCR|89aVULN
154	23662 44431	   	168.72	DCR|3VULN|3DMG	15aDMG|25aLHND|3RPLT|4MBVNT|5aBPWR|6DMSP|7RCR|89aVULN
155	23662 84431	   	168.72	DCR|3VULN|3DMG	15aDMG|25aLHND|3RPLT|4MBVNT|5aBPWR|6RCVC|7RCR|89aVULN
156	63621 11243	   	168.70	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	19AART|2MLV|3CDMG|47VULN|5DUST|6ZMB|8RCR|aASPD
157	23244 13433	 * 	168.32	DCR|2VULN|2DMG|2ZMB|1CDMG	18DMG|28LHND|3LWND|47ZMB|58VULN|6RCR|8BPWR|9LIT|aCDMG
158	12135 36426	   	168.31	DCR|3VULN|2DMG|1ZMB|1ASPD	17BASICY|2ASPD|3MBVNT|47aVULN|57DMG|6BELT|7BPWR|8RCR|9ZMB
159	32546 33331	   	168.29	ACR|4VULN|1AART|1CDMG	1FEWX|2368VULN|4RCR|5DUST|7AART|9CDMG|aLIT
160	32546 33332	   	168.29	ACR|4VULN|1AART|1CDMG	1aFEWX|2368VULN|4RCR|5DUST|7AART|9CDMG
161	32546 33333	   	168.29	ACR|4VULN|1AART|1CDMG	1FEWX|2368VULN|4RCR|5DUST|7AART|9CDMG|aRPLT
162	23623 26341	   	168.02	DCR|2VULN|2DMG|1AART|1ZMB	17DMG|2LHND|3RPLT|47BEXP|57VULN|6BELT|7BPWR|8AART|9RCR|aZMB
163	23633 26341	   	168.02	DCR|2VULN|2DMG|1AART|1ZMB	17DMG|2LHND|3RPLT|47LWND|57VULN|6BELT|7BPWR|8AART|9RCR|aZMB
164	33112 31246	   	167.82	DCR|2DMG|2AART|1VULN|1CDMG	13FEWX|2ERES|4VULN|5CDMG|69AART|7aDMG|8RCR
165	23361 16322	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2LHND|3CDMG|4ASPD|5DUST|6RCR|7AART|8VULN|aFEWX
166	23361 16324	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2LHND|3CDMG|4ASPD|5DUST|6RCR|7AART|8VULN|aLWND
167	23361 16325	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2LHND|3CDMG|4ASPD|5DUST|6RCR|7AART|8VULN|aRPLT
