0	Index      	 *	Score 	Summary	Detail	
1	33336 23525	 * 	282.19	DCR|DCR|2VULN|1TLV	1BELT|2ERES|3FEWX|4aVULN|5TLV|6BEXP|7RAT|89RCR
28	31111 54212	 * 	268.41	ACR|2VULN|1TLV|2DMG|1ASPD|1CDMG	1BELT|26DMG|3CDMG|4BEXP|5RCR|78VULN|9TLV|aASPD
29	31121 54212	   	268.41	ACR|2VULN|1TLV|2DMG|1ASPD|1CDMG	1BELT|26DMG|3CDMG|4LWND|5RCR|78VULN|9TLV|aASPD
30	31151 54212	   	268.41	ACR|2VULN|1TLV|2DMG|1ASPD|1CDMG	1BELT|26DMG|3CDMG|4LHND|5RCR|78VULN|9TLV|aASPD
31	31311 54212	   	268.41	ACR|2VULN|1TLV|2DMG|1ASPD|1CDMG	1BELT|26DMG|3FEWX|4CDMG|5RCR|78VULN|9TLV|aASPD
32	31131 31523	 * 	266.90	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG|1DUR	1BELT|2DMG|3CDMG|4TLV|59VULN|6LHND|7DUR|8AEFBLL|aRCR
33	31131 45523	   	266.90	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG|1DUR	1BELT|2DMG|3CDMG|4TLV|59VULN|6DUR|7BEXP|8AEFBLL|aRCR
34	31111 54111	   	266.86	ACR|2TLV|3DMG|1VULN|1CDMG	1BELT|26aDMG|3CDMG|4aBEXP|5RCR|7VULN|8ERES|9aTLV|aBPWR
35	31121 54111	   	266.86	ACR|2TLV|3DMG|1VULN|1CDMG	1BELT|26aDMG|3CDMG|4aLWND|5RCR|7VULN|8ERES|9aTLV|aBPWR
36	31151 54111	   	266.86	ACR|2TLV|3DMG|1VULN|1CDMG	1BELT|26aDMG|3CDMG|4aLHND|5RCR|7VULN|8ERES|9aTLV|aBPWR
37	13415 32343	 * 	266.32	DCR|2TLV|2VULN|2AEFBLL|1DUR	18BEXP|2MDPS|38AEFBLL|46VULN|5DUR|78TLV|8BPWR|9RCR|aRAT
38	61322 23662	 * 	266.25	DCR|3VULN|2TLV|3DUR|1MSE	123DUR|47TLV|5MSE|68aVULN|9RCR
39	43116 32342	   	265.78	ACR|DCR|1TLV|1VULN|1ASPD	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7RAT|8DUST|9ASPD|aVULN
40	63614 34612	 * 	265.08	DCR|2TLV|2VULN|2ASPD|1DUR|1SELL	1DUR|2MBVNT|3SELL|47ASPD|58VULN|6aTLV|9RCR
41	61126 31144	 * 	264.27	ACR|2VULN|1TLV|3DUR|2CDMG|1ASPD	124DUR|34CDMG|4BPWR|5RCR|6ASPD|7TLV|8MBVNT|9aVULN
42	12236 22354	 * 	264.01	DCR|3VULN|2TLV|1DUR	1BEXP|29aVULN|3AAC|4RMIN|57TLV|6RCR|8DUR
43	12226 22511	   	263.91	DCR|3VULN|2TLV|1DUR	1BEXP|25aVULN|3AAC|4DUR|6RCR|79TLV|8DUST
44	31312 23211	 * 	263.66	DCR|2TLV|1VULN|2DMG|3CDMG	1BELT|2aDMG|3FEWX|48aCDMG|5VULN|6MLV|7RCR|9aTLV|aBPWR
45	34212 23311	   	263.57	DCR|2TLV|2VULN|1AEFBLL|1CDMG	1BELT|2aBEXP|3RMIN|4CDMG|5aVULN|6MLV|7RCR|8AEFBLL|9aTLV|aBPWR
46	34412 23311	   	263.57	DCR|2TLV|2VULN|1AEFBLL|1CDMG	1BELT|2aBEXP|3AAC|4CDMG|5aVULN|6MLV|7RCR|8AEFBLL|9aTLV|aBPWR
47	35212 23311	   	263.57	DCR|2TLV|2VULN|1AEFBLL|1CDMG	1BELT|2aLWND|3RMIN|4CDMG|5aVULN|6MLV|7RCR|8AEFBLL|9aTLV|aBPWR
48	35412 23311	   	263.57	DCR|2TLV|2VULN|1AEFBLL|1CDMG	1BELT|2aLWND|3AAC|4CDMG|5aVULN|6MLV|7RCR|8AEFBLL|9aTLV|aBPWR
49	41212 23311	   	263.57	DCR|2TLV|2VULN|1AEFBLL|1CDMG	1RMIN|2aBEXP|3BELT|4CDMG|5aVULN|6MLV|7RCR|8AEFBLL|9aTLV|aBPWR
50	63614 34614	 * 	263.57	DCR|3VULN|1TLV|2ASPD|1DUR|1SELL	1DUR|2MBVNT|3SELL|47ASPD|58aVULN|6TLV|9RCR
51	26212 21311	   	263.47	DCR|2TLV|2VULN|1AEBURN|1CDMG	1BASICY|28VULN|3AEBURN|4CDMG|58TSLARM|6BEXP|78TLV|8BPWR|9MLV|aRCR
52	26212 21331	   	263.47	DCR|2TLV|2VULN|1AEBURN|1CDMG	1BASICY|28VULN|3AEBURN|4CDMG|58TSLARM|6BEXP|78TLV|8BPWR|9AME|aRCR
53	26212 21351	   	263.47	DCR|2TLV|2VULN|1AEBURN|1CDMG	1BASICY|28VULN|3AEBURN|4CDMG|58TSLARM|6BEXP|78TLV|8BPWR|9RMIN|aRCR
54	33336 23524	   	263.33	DCR|DCR|1TLV|1VULN|1AART	1BELT|2ERES|3FEWX|4VULN|5TLV|6BEXP|7RAT|89RCR|aAART
55	26213 21311	   	263.27	DCR|2TLV|2VULN|1AEBURN|1CDMG	1BASICY|28VULN|3AEBURN|4CDMG|58CANTOX|6BEXP|78TLV|8BPWR|9MLV|aRCR
56	26213 21331	   	263.27	DCR|2TLV|2VULN|1AEBURN|1CDMG	1BASICY|28VULN|3AEBURN|4CDMG|58CANTOX|6BEXP|78TLV|8BPWR|9AME|aRCR
57	26213 21351	   	263.27	DCR|2TLV|2VULN|1AEBURN|1CDMG	1BASICY|28VULN|3AEBURN|4CDMG|58CANTOX|6BEXP|78TLV|8BPWR|9RMIN|aRCR
58	43114 63113	 * 	263.27	ACR|2TLV|2VULN|1AEFBLL|1CDMG	1RMIN|2DLOT|36TLV|4RCR|5AEFBLL|7aVULN|8CDMG|9LHND
59	12436 41121	   	263.23	DCR|DCR|1TLV|1VULN|1AART	1BEXP|2VULN|3ERES|4MDPS|5RAT|68RCR|7AART|9CGEN|aTLV
60	12524 33612	 * 	263.13	DCR|2TLV|2VULN|1AEPOI|1CDMG|1SELL	1BEXP|25VULN|3SELL|4CDMG|6RPLT|7AEPOI|8aTLV|9RCR
61	61221 51324	   	262.71	DCR|2VULN|1TLV|1DMG|2DUR|2RAT	12DUR|34RAT|58VULN|6DMG|7RCR|9TLV|aZMB
62	26241 22134	 * 	261.66	DCR|3VULN|1TLV|1AEBURN|1ASPD	1BASICY|256VULN|3AEBURN|4TLV|7CGEN|8ASPD|9CANSTR|aRCR
63	31111 54216	 * 	261.07	ACR|2VULN|1TLV|2DMG|2CDMG	1BELT|26DMG|3aCDMG|4BEXP|5RCR|78VULN|9TLV
64	31311 54216	   	261.07	ACR|2VULN|1TLV|2DMG|2CDMG	1BELT|26DMG|3FEWX|4aCDMG|5RCR|78VULN|9TLV
65	43116 34312	 * 	260.74	ACR|DCR|2TLV|1AEPOI	1RMIN|2DLOT|37TLV|46RCR|5MDPS|7BPWR|8RAT|9RCVC|aAEPOI
66	43116 34322	 * 	260.74	ACR|DCR|2TLV|1DMG	1RMIN|2DLOT|37TLV|46RCR|5MDPS|7BPWR|8RAT|9DMG|aCGEN
67	43116 33333	 * 	260.74	ACR|DCR|2TLV|1AEBURN	1RMIN|2DLOT|3aTLV|46RCR|5MDPS|7BELT|8RAT|9AEBURN
68	43116 34321	   	260.64	ACR|DCR|2TLV|1DMG	1RMIN|2DLOT|37TLV|46RCR|5MDPS|7BPWR|8RAT|9DMG|aCANARM
69	43116 34323	   	260.64	ACR|DCR|2TLV|1DMG|1MSE	1RMIN|2DLOT|37TLV|46RCR|5MDPS|7BPWR|8RAT|9DMG|aMSE
70	61126 31142	 * 	260.62	ACR|2TLV|1VULN|3DUR|2CDMG|1ASPD	124DUR|34CDMG|4BPWR|5RCR|6ASPD|7aTLV|8MBVNT|9VULN
71	61126 41222	   	260.62	ACR|2TLV|1VULN|3DUR|2CDMG|1ASPD	124DUR|34CDMG|4BPWR|5RCR|6MSLTOX|7aTLV|8VULN|9ASPD
72	61126 51222	   	260.62	ACR|2TLV|1VULN|3DUR|2CDMG|1ASPD	124DUR|34CDMG|4BPWR|5RCR|6BASFIG|7aTLV|8VULN|9ASPD
73	26234 12123	   	260.53	DCR|2TLV|2VULN|1AEBURN|1AART	19BASICY|29VULN|3AEBURN|4LSRICY|5DMSP|6AART|7MDPS|89TLV|9BPWR|aRCR
74	12114 45312	 * 	260.21	DCR|3VULN|1TLV|1DMG|1ASPD|1CDMG|1MSE	1BEXP|246VULN|3MSE|5CDMG|7ASPD|8DMG|9RCR|aTLV
75	12226 26222	 * 	260.18	DCR|2VULN|1TLV|1DMG|1AEPOI|1DUR	1BEXP|25VULN|3AAC|4DUR|6RCR|7RAT|8DMG|9TLV|aAEPOI
76	12322 34413	   	260.01	DCR|2VULN|1TLV|2DMG|2DUR	168BEXP|28VULN|3CGEN|47DUR|58DMG|8BPWR|9TLV|aRCR
77	12422 34413	   	259.91	DCR|2VULN|1TLV|2DMG|2DUR	168BEXP|28VULN|3ERES|47DUR|58DMG|8BPWR|9TLV|aRCR
78	43116 35111	   	259.85	ACR|DCR|2TLV|2ASPD	1RMIN|2DLOT|39TLV|46RCR|5MDPS|7AETHUN|89ASPD|9BPWR|aLWND
79	43116 35112	   	259.75	ACR|DCR|2TLV|2ASPD|1MSE	1RMIN|2DLOT|39TLV|46RCR|5MDPS|7AETHUN|89ASPD|9BPWR|aMSE
80	13415 32325	   	259.38	DCR|2TLV|2VULN|2AEFBLL|1DUR	18BEXP|2MDPS|38AEFBLL|46VULN|5DUR|78TLV|8BPWR|9RCVC|aRCR
81	13415 32342	 * 	259.38	DCR|2TLV|2VULN|2AEFBLL|1AEBURN|1DUR	18BEXP|2MDPS|38AEFBLL|46VULN|5DUR|78TLV|8BPWR|9RCR|aAEBURN
82	12236 22364	 * 	259.38	DCR|2TLV|2VULN|1AEPOI|1DUR	1BEXP|2aVULN|3AAC|4RMIN|57TLV|6RCR|8DUR|9AEPOI
83	13415 32341	   	259.28	DCR|2TLV|2VULN|2AEFBLL|1DUR	18BEXP|2MDPS|38AEFBLL|46VULN|5DUR|78TLV|8BPWR|9RCR|aERES
84	12422 62361	   	259.28	DCR|2TLV|2VULN|1DMG|1DUR	1BEXP|2aVULN|3ERES|4DUR|5DMG|6AME|7RCR|89TLV
85	43313 52252	   	259.27	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3ZMB|4aRCR|5AAC|6RAT|7LIT|8VULN|9TLV
86	43114 63323	   	259.18	ACR|2TLV|2VULN|1AEFBLL|1DUR	1RMIN|2DLOT|36TLV|4RCR|5AEFBLL|7aVULN|8AIRHEL|9DUR
87	43116 32632	   	259.17	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7RAT|8BEXP|9ZMB|aVULN
88	12226 22652	   	259.14	DCR|2TLV|2VULN|1AEBURN|1DUR|1SELL	1BEXP|25VULN|3AAC|4DUR|6RCR|7aTLV|8SELL|9AEBURN
89	43116 32432	   	259.07	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7RAT|8MBVNT|9ZMB|aVULN
90	12226 22134	 * 	258.86	DCR|4VULN|1TLV|1DUR	1BEXP|258aVULN|3AAC|4DUR|6RCR|7TLV|9RMIN
91	12226 22144	   	258.86	DCR|4VULN|1TLV|1DUR	1BEXP|258aVULN|3AAC|4DUR|6RCR|7TLV|9CGEN
92	12226 22161	   	258.86	DCR|4VULN|1TLV|1DUR	1BEXP|258aVULN|3AAC|4DUR|6RCR|7TLV|9FEWX
93	43116 31142	   	258.84	ACR|DCR|1TLV|1VULN|1ASPD	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7LEGI|8ASPD|9LIT|aVULN
94	43116 31163	   	258.84	ACR|DCR|1TLV|1VULN|1ASPD	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7LEGI|8ASPD|9LHND|aVULN
95	43116 35133	   	258.84	ACR|DCR|1TLV|1VULN|1ASPD	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7AETHUN|8ASPD|9FEWX|aVULN
96	12226 22124	   	258.76	DCR|4VULN|1TLV|1DUR	1BEXP|258aVULN|3AAC|4DUR|6RCR|7TLV|9ERES
97	43116 32143	   	258.74	ACR|DCR|1TLV|1VULN|2RAT	1RMIN|2DLOT|3TLV|46RCR|5MDPS|79RAT|8MGNSTR|aVULN
98	43116 32243	   	258.74	ACR|DCR|1TLV|1VULN|2RAT	1RMIN|2DLOT|3TLV|46RCR|5MDPS|79RAT|8BASARM|aVULN
99	43114 63121	   	258.07	ACR|2TLV|1VULN|1AEFBLL|1ASPD|1CDMG|1AART	1RMIN|2DLOT|36TLV|4RCR|5AEFBLL|7VULN|8CDMG|9AART|aASPD
100	63614 22532	   	258.06	DCR|3VULN|1TLV|1ASPD|1DUR|1SELL	1DUR|2MBVNT|3SELL|4ASPD|578VULN|6RCR|9ZMB|aTLV
101	12222 45312	 * 	257.87	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|28aVULN|3AAC|4DUR|5DMG|6FEWX|7RCR|9TLV
102	31211 54111	   	257.87	ACR|2TLV|3DMG|1VULN|2CDMG|1MSE	1BELT|26aDMG|3MSE|4aCDMG|5RCR|7VULN|8ERES|9aTLV|aBPWR
103	61412 43131	 * 	257.83	DCR|2TLV|1VULN|3DUR|2AEPOI|1AART|1SELL	129DUR|3SELL|4VULN|59AEPOI|6AART|7MBVNT|89TLV|9BPWR|aRCR
104	31355 11142	 * 	257.77	ACR|3VULN|1TLV|1DMG|1DUR	1BELT|2DMG|3FEWX|47aVULN|5RCR|6DUR|8LEGI|9TLV
105	64212 35312	   	257.77	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|28aVULN|3AAC|4LEGI|5DMG|6BEXP|7RCR|9TLV
106	26241 24132	   	257.67	DCR|3VULN|1TLV|1AEBURN|1DUR	1BASICY|256VULN|3AEBURN|4TLV|7DUR|8BASARM|9LHND|aRCR
107	31131 33231	   	257.62	DCR|2TLV|1VULN|2DMG|2CDMG	1BELT|2aDMG|38CDMG|4aTLV|5VULN|6LHND|7RCR|9aCGEN|aBPWR
108	12254 22343	 * 	257.62	DCR|2TLV|1VULN|2DMG|1AEFBLL	18BEXP|2VULN|3AAC|4MBVNT|58TLV|6RCVC|78DMG|8BPWR|9AEFBLL|aRCR
109	31112 23211	   	257.62	DCR|2TLV|1VULN|2DMG|2CDMG	1BELT|2aDMG|38CDMG|4aBEXP|5VULN|6MLV|7RCR|9aTLV|aBPWR
110	31122 23211	   	257.62	DCR|2TLV|1VULN|2DMG|2CDMG	1BELT|2aDMG|38CDMG|4aLWND|5VULN|6MLV|7RCR|9aTLV|aBPWR
111	31141 33211	   	257.62	DCR|2TLV|1VULN|2DMG|2CDMG	1BELT|2aDMG|38CDMG|4aMLV|5VULN|6LHND|7RCR|9aTLV|aBPWR
112	31152 23211	   	257.62	DCR|2TLV|1VULN|2DMG|2CDMG	1BELT|2aDMG|38CDMG|4aLHND|5VULN|6MLV|7RCR|9aTLV|aBPWR
113	31161 33211	   	257.62	DCR|2TLV|1VULN|2DMG|2CDMG	1BELT|2aDMG|38CDMG|4aAME|5VULN|6LHND|7RCR|9aTLV|aBPWR
114	31131 35523	   	257.23	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG	1BELT|2DMG|3CDMG|4TLV|59VULN|6LHND|7BEXP|8AEFBLL|aRCR
115	31342 45124	   	257.13	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG	1BELT|2DMG|3FEWX|4AEFBLL|5CDMG|6TLV|7RCR|8MBVNT|9aVULN
116	25623 12232	   	256.97	DCR|2VULN|1TLV|1AEPOI|1CDMG|2ZMB|1DUR	1BASICY|2MDPS|35VULN|45ZMB|5BPWR|6AEPOI|7RCR|8CDMG|9DUR|aTLV
117	43113 61411	   	256.96	ACR|3TLV|2VULN|2RAT	1RMIN|2DLOT|36aTLV|4RCR|5AAC|7CGEN|8aVULN|9aRAT|aBPWR
118	61325 23223	   	256.86	DCR|2TLV|2VULN|3DUR	123DUR|47TLV|5BEXP|68VULN|9FEWX|aRCR
119	61321 23623	   	256.76	DCR|2TLV|2VULN|3DUR	123DUR|47TLV|5DUST|68VULN|9FEWX|aRCR
120	61321 23633	   	256.76	DCR|2TLV|2VULN|3DUR	123DUR|47TLV|5DUST|68VULN|9BEXP|aRCR
121	61325 23261	   	256.76	DCR|2TLV|2VULN|3DUR|1MSE	123DUR|47TLV|5BEXP|68VULN|9RCR|aMSE
122	61325 23262	   	256.76	DCR|2TLV|2VULN|3DUR	123DUR|47TLV|5BEXP|68VULN|9RCR|aMDPS
123	61331 23415	   	256.76	DCR|2TLV|2VULN|3DUR	123DUR|4CGEN|5DUST|68VULN|79TLV|aRCR
124	33132 53312	   	256.73	DCR|2TLV|1VULN|1AEFBLL|1ASPD|1CDMG|1DUR	1BELT|2ERES|3CDMG|49TLV|5DUR|6RCR|7VULN|8AEFBLL|aASPD
125	61321 23661	   	256.66	DCR|2TLV|2VULN|3DUR|1MSE	123DUR|47TLV|5DUST|68VULN|9RCR|aMSE
126	61321 23662	   	256.66	DCR|2TLV|2VULN|3DUR	123DUR|47TLV|5DUST|68VULN|9RCR|aMDPS
127	63443 43823	   	256.16	ACR|2TLV|1VULN|2DMG|2DUR	19DUR|2MBVNT|3BELT|4AAC|5RCR|6BASICY|79DMG|89TLV|9BPWR|aVULN
128	61221 51322	   	255.77	DCR|2VULN|1TLV|1DMG|2DUR|2RAT	12DUR|34RAT|58VULN|6DMG|7RCR|9TLV|aBEXP
129	61221 51323	   	255.77	DCR|2VULN|1TLV|1DMG|2DUR|2RAT	12DUR|34RAT|58VULN|6DMG|7RCR|9TLV|aLHND
130	61221 51326	   	255.77	DCR|2VULN|1TLV|1DMG|2DUR|2RAT	12DUR|34RAT|58VULN|6DMG|7RCR|9TLV|aLIT
131	31132 45124	   	255.77	DCR|2VULN|1TLV|1DMG|2DUR|1CDMG	1BELT|2DMG|3CDMG|4TLV|56DUR|7RCR|8MBVNT|9aVULN
132	61221 11433	   	255.77	DCR|2VULN|1TLV|1AEPOI|2DUR|2RAT	12DUR|34RAT|59VULN|6TLV|7RCR|8RPLT|aAEPOI
133	61221 51321	   	255.67	DCR|2VULN|1TLV|1DMG|2DUR|2RAT	12DUR|34RAT|58VULN|6DMG|7RCR|9TLV|aCANHEL
134	32223 64335	   	255.05	DCR|3VULN|1TLV|1DMG	1BELT|2MDPS|3ZMB|468VULN|5DMG|7MLV|9RCR|aTLV
135	43116 31353	   	254.85	ACR|DCR|1TLV|1VULN|1DUR	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7LEGI|8AME|9DUR|aVULN
136	31111 54213	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4BEXP|5RCR|78VULN|9TLV|aRCVC
137	31111 54214	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4aBEXP|5RCR|78VULN|9TLV
138	31111 54252	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4BEXP|5RCR|78VULN|9LIT|aTLV
139	31121 54213	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LWND|5RCR|78VULN|9TLV|aRCVC
140	31121 54214	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LWND|5RCR|78VULN|9TLV|aBEXP
141	31121 54215	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LWND|5RCR|78VULN|9TLV|aFEWX
142	31121 54252	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LWND|5RCR|78VULN|9LIT|aTLV
143	31151 54213	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LHND|5RCR|78VULN|9TLV|aRCVC
144	31311 54213	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3FEWX|4CDMG|5RCR|78VULN|9TLV|aRCVC
145	31311 54214	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3FEWX|4CDMG|5RCR|78VULN|9TLV|aBEXP
146	31311 54215	   	254.76	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3aFEWX|4CDMG|5RCR|78VULN|9TLV
147	63472 74432	 * 	254.75	ACR|DCR|1TLV|2DMG|1DUR	1DUR|2MBVNT|3BELT|4MDPS|58RCR|6TLV|7LSRREG|9aDMG
148	31111 54211	   	254.66	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4BEXP|5RCR|78VULN|9TLV|aMDPS
149	31111 54215	   	254.66	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4BEXP|5RCR|78VULN|9TLV|aDUST
150	31121 54211	   	254.66	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LWND|5RCR|78VULN|9TLV|aMDPS
151	31151 54211	   	254.66	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3CDMG|4LHND|5RCR|78VULN|9TLV|aMDPS
152	31311 54211	   	254.66	ACR|2VULN|1TLV|2DMG|1CDMG	1BELT|26DMG|3FEWX|4CDMG|5RCR|78VULN|9TLV|aMDPS
153	31131 31533	   	254.63	DCR|1TLV|1VULN|2DMG|1AEFBLL|1CDMG|1DUR	1BELT|29DMG|3CDMG|4TLV|5VULN|6LHND|7DUR|8AEFBLL|aRCR
154	31131 45533	   	254.63	DCR|1TLV|1VULN|2DMG|1AEFBLL|1CDMG|1DUR	1BELT|29DMG|3CDMG|4TLV|5VULN|6DUR|7BEXP|8AEFBLL|aRCR
155	31131 21533	   	254.53	DCR|1TLV|1VULN|2DMG|1AEFBLL|1CDMG|1DUR	1BELT|29DMG|3CDMG|4TLV|5VULN|6DUST|7DUR|8AEFBLL|aRCR
156	61126 31141	 * 	254.48	ACR|1TLV|1VULN|3DUR|1AEBURN|2CDMG|1ASPD	124DUR|34CDMG|4BPWR|5RCR|6ASPD|7TLV|8MBVNT|9VULN|aAEBURN
157	12236 22634	   	254.35	DCR|3VULN|2TLV	1BEXP|29aVULN|3AAC|4RMIN|57TLV|6RCR|8LHND
158	43116 34313	 * 	254.33	ACR|DCR|3TLV	1RMIN|2DLOT|37aTLV|46RCR|5MDPS|7BPWR|8RAT|9RCVC
159	12254 56311	   	254.25	DCR|3VULN|2TLV	1BEXP|28aVULN|3AAC|4MBVNT|59TLV|6FEWX|7RCR
160	12216 22511	   	254.15	DCR|3VULN|2TLV	1BEXP|25aVULN|3AAC|4LEGI|6RCR|79TLV|8DUST
