0	Index      	 *	Score 	Summary	Detail	
1	35221 21253	 * 	198.97	橙3易伤3伤害1全技能1暴击	167易伤2加农对壮347金币生成567伤害67序列升级8暴击9全技能a核
56	51211 61343	   	179.91	橙3伤害2易伤1全技能1时间	1额外掉落28易伤348伤害5核弹68掉矿7全技能8序列升级9核a时间
57	15233 34325	   	179.87	橙3易伤2伤害1全技能	1立即金币29伤害359等级489易伤6挖青7核9序列升级a全技能
58	15233 23633	   	179.87	橙2易伤2伤害2全技能	1立即金币28伤害35等级49易伤6核7a全技能
59	15614 13311	 * 	179.41	橙2全技能2易伤1伤害2策反2立即金币	15立即金币2伤害36策反49全技能7核8a易伤
60	15114 22532	   	178.99	橙4易伤1全技能1伤害	1立即金币2伤害3平台459a易伤6全技能7核8最后敌人
61	15114 22632	   	178.89	橙4易伤1全技能1伤害	1立即金币2伤害3平台459a易伤6全技能7核8挖尘
62	15114 22326	   	178.53	橙3易伤1全技能1伤害1暴击	1立即金币2伤害3平台45a易伤6全技能7核8双倍矿9暴击
63	15334 23163	   	178.13	橙3易伤2全技能1伤害	1立即金币2伤害3金币生成458易伤6核7a全技能9双倍矿
64	15234 23163	   	178.03	橙3易伤2全技能1伤害	1立即金币2伤害3等级458易伤6核7a全技能9双倍矿
65	15334 23214	   	178.03	橙3易伤2全技能1伤害	1立即金币2伤害3金币生成459易伤6核7a全技能8掉矿
66	15314 34311	   	178.01	橙4易伤2伤害1时间	1立即金币26伤害3金币生成4时间5689易伤6序列升级7核a额外掉落
67	15233 23133	   	177.93	橙3易伤2全技能1伤害	1立即金币2伤害35等级489易伤6核7a全技能
68	15534 23233	   	177.93	橙3易伤2全技能1伤害	1立即金币2伤害38掉矿459易伤6核7a全技能
69	15314 34313	   	177.91	橙4易伤2伤害1时间	1立即金币26伤害3金币生成4时间5689易伤6序列升级7核a核弹
70	31132 63254	   	177.83	橙3易伤3伤害1策反	178易伤28挖尘3基地爆炸4立即金币5策反68a伤害8序列升级9核
71	35355 32432	   	177.20	橙2易伤2伤害1全技能1暴击1时间	15易伤2加农对壮3时间4加一67伤害8全技能9核a暴击
72	35412 13523	 * 	177.20	紫4易伤1全技能2暴击	158a易伤2加农对壮3全技能4核68基地爆炸78暴击8序列升级9雷电
73	35412 33523	   	177.20	紫4易伤1全技能2暴击	158a易伤2加农对壮3全技能4核68敌人爆炸78暴击8序列升级9雷电
74	15114 22222	   	177.12	橙3易伤1全技能1伤害2时间	1立即金币2伤害3平台45a易伤6全技能7核89时间
75	35412 53132	   	177.10	紫4易伤1全技能1伤害	158a易伤2加农对壮3全技能4核6额外掉落7伤害9敌人爆炸
76	15615 13332	 * 	176.73	橙2全技能2伤害1易伤2策反	1立即金币2a伤害36策反45全技能7核8易伤9雷电
77	36133 14324	   	176.71	橙4易伤1全技能1暴击1时间	159a易伤2时间3基地爆炸4额外掉落6核7暴击8全技能
78	33314 23145	   	176.68	橙4易伤1全技能1伤害	1358易伤2核弹3序列升级4矿等6核7全技能9金币生成a伤害
79	33314 23663	   	176.68	橙4易伤1全技能1伤害	135a易伤2核弹3序列升级49矿等6核7全技能8伤害
80	35412 53121	   	176.65	紫3易伤1全技能1伤害1暴击	158易伤2加农对壮3全技能4核6额外掉落7伤害9金币生成a暴击
81	33334 23145	   	176.58	橙4易伤1全技能1伤害	1358易伤2核弹3序列升级4掉矿6核7全技能9金币生成a伤害
82	33334 23622	   	176.58	橙4易伤1全技能1伤害	135a易伤2核弹3序列升级4掉矿6核7全技能8伤害9平台
83	33362 23145	   	176.58	橙4易伤1全技能1伤害	1348易伤2核弹3序列升级5等级6核7全技能9金币生成a伤害
84	33363 23145	   	176.58	橙4易伤1全技能1伤害	1348易伤2核弹3序列升级5掉矿6核7全技能9金币生成a伤害
85	33363 23622	   	176.58	橙4易伤1全技能1伤害	134a易伤2核弹3序列升级5掉矿6核7全技能8伤害9平台
86	35412 11216	   	176.55	紫3易伤1全技能1伤害1暴击	15a易伤2加农对壮3全技能4核6基地爆炸7挖青8暴击9伤害
87	35412 31216	   	176.55	紫3易伤1全技能1伤害1暴击	15a易伤2加农对壮3全技能4核6敌人爆炸7挖青8暴击9伤害
88	33334 23613	   	176.48	橙4易伤1全技能1伤害	135a易伤2核弹3序列升级49掉矿6核7全技能8伤害
89	33363 23613	   	176.48	橙4易伤1全技能1伤害	134a易伤2核弹3序列升级59掉矿6核7全技能8伤害
90	33314 23116	   	176.39	橙5易伤1全技能1时间	1358a易伤2核弹3序列升级4矿等6核7全技能9时间
91	33362 23116	   	176.29	橙5易伤1全技能1时间	1348a易伤2核弹3序列升级5等级6核7全技能9时间
92	33314 23652	   	176.23	橙3易伤1全技能1伤害1暴击	135易伤2核弹3序列升级4矿等6核7全技能8伤害9雷电a暴击
93	33334 23634	   	176.13	橙3易伤1全技能1伤害1暴击	135易伤2核弹3序列升级4掉矿6核7全技能8伤害9矿等a暴击
94	33362 23652	   	176.13	橙3易伤1全技能1伤害1暴击	134易伤2核弹3序列升级5等级6核7全技能8伤害9雷电a暴击
95	33363 23634	   	176.13	橙3易伤1全技能1伤害1暴击	134易伤2核弹3序列升级5掉矿6核7全技能8伤害9矿等a暴击
96	33314 23614	   	176.13	橙3易伤1全技能1伤害1暴击	135易伤2核弹3序列升级4矿等6核7全技能8伤害9掉矿a暴击
97	33323 22254	   	176.05	橙3易伤3伤害2时间	138易伤2核弹38序列升级45时间68基地爆炸78a伤害9核
98	33362 23614	   	176.03	橙3易伤1全技能1伤害1暴击	134易伤2核弹3序列升级5等级6核7全技能8伤害9掉矿a暴击
99	36152 12132	   	175.82	橙3易伤1全技能1伤害1策反1时间	149易伤2时间3基地爆炸5策反6最后敌人7全技能8核a伤害
100	36352 12132	   	175.82	橙3易伤1全技能1伤害1策反1时间	149易伤2时间3敌人爆炸5策反6最后敌人7全技能8核a伤害
101	31534 12132	   	175.72	橙3易伤1全技能1伤害1策反1时间	159易伤2挖尘3策反4时间6最后敌人7全技能8核a伤害
102	15334 23611	   	175.56	橙2易伤2伤害1全技能1时间	1立即金币28伤害3金币生成45易伤6核7全技能9时间a机枪对壮
103	15334 23613	   	175.56	橙2易伤2伤害1全技能1时间	1立即金币28伤害3a金币生成45易伤6核7全技能9时间
104	15234 23611	   	175.46	橙2易伤2伤害1全技能1时间	1立即金币28伤害3等级45易伤6核7全技能9时间a机枪对壮
105	15234 23613	   	175.46	橙2易伤2伤害1全技能1时间	1立即金币28伤害3等级45易伤6核7全技能9时间a金币生成
106	15334 23612	   	175.46	橙2易伤2伤害1全技能1时间	1立即金币28伤害3金币生成45易伤6核7全技能9时间a挖尘
107	31132 63242	   	175.43	橙3易伤3伤害1策反	178易伤28挖尘3基地爆炸4立即金币5策反689伤害8序列升级a核
108	33364 24333	 * 	175.38	橙4易伤1全技能2暴击	134a易伤2核弹3a序列升级5全技能6最后敌人7核8a暴击9a挖尘
109	15233 23636	   	175.36	橙2易伤2伤害1全技能1时间	1立即金币28伤害35等级49易伤6核7全技能a时间
110	15234 23612	   	175.36	橙2易伤2伤害1全技能1时间	1立即金币28伤害3等级45易伤6核7全技能9时间a挖尘
111	15213 23126	   	175.36	橙2易伤2伤害1全技能1时间	1立即金币29伤害35等级4时间6核7全技能8a易伤
112	15233 23616	   	175.36	橙2易伤2伤害1全技能1时间	1立即金币28伤害35等级4a易伤6核7全技能9时间
113	35412 53112	   	175.31	紫3易伤1全技能1伤害1策反	158易伤2加农对壮3全技能4核6额外掉落7伤害9策反a立即金币
114	14312 16613	 * 	175.23	紫3易伤2伤害1暴击1攻速1卖塔	1立即金币2卖塔369易伤4攻速5核78伤害a暴击
115	34164 12333	   	174.70	紫4易伤1全技能2暴击	159a易伤2a掉矿3低血量敌人4核6最后敌人7全技能8a暴击a序列升级
116	15234 25321	   	174.44	橙4易伤2伤害	1a立即金币29伤害3等级4589易伤6核79挖尘9序列升级
117	35412 53222	 * 	174.35	紫3易伤2全技能1伤害	15a易伤2加农对壮39全技能4核6额外掉落7伤害8挖青
118	11123 32611	 * 	174.28	紫2易伤2伤害1全技能1时间	1立即金币25a敌人爆炸3时间4核6全技能7双倍物品8a易伤9a伤害a序列升级
119	14152 23131	   	174.03	橙4易伤1全技能1暴击1卖塔	1立即金币2卖塔3暴击489a易伤5等级6核7全技能
120	14153 23131	   	174.03	橙4易伤1全技能1暴击1卖塔	1立即金币2卖塔3暴击489a易伤5掉矿6核7全技能
121	33334 23653	   	173.93	橙3易伤2全技能1伤害	135易伤2核弹3序列升级4掉矿6核7a全技能8伤害9雷电
122	33363 23653	   	173.93	橙3易伤2全技能1伤害	134易伤2核弹3序列升级5掉矿6核7a全技能8伤害9雷电
123	15114 22126	   	173.66	橙2易伤2伤害1全技能1时间	1立即金币2a伤害3平台45易伤6全技能7核8加农对壮9时间
124	33323 22242	   	173.65	橙3易伤3伤害2时间	138易伤2核弹38序列升级45时间68基地爆炸789伤害a核
125	33323 22622	   	173.65	橙3易伤3伤害2时间	139易伤2核弹39序列升级45时间69基地爆炸789伤害a核
126	15334 23111	   	173.62	橙3易伤1全技能1伤害1时间	1立即金币2伤害3金币生成458易伤6核7全技能9时间a机枪对壮
127	15334 23113	   	173.62	橙3易伤1全技能1伤害1时间	1立即金币2伤害3a金币生成458易伤6核7全技能9时间
128	36133 14323	   	173.61	橙3易伤1全技能1暴击1策反1时间	159易伤2时间3基地爆炸4额外掉落6核7暴击8全技能a策反
129	15234 23111	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3等级458易伤6核7全技能9时间a机枪对壮
130	15234 23113	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3等级458易伤6核7全技能9时间a金币生成
131	15234 23125	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3等级458易伤6核7全技能9平台a时间
132	15334 23112	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3金币生成458易伤6核7全技能9时间a挖尘
133	15334 23115	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3金币生成458易伤6核7全技能9时间a掉矿
134	15534 23111	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3掉矿458易伤6核7全技能9时间a机枪对壮
135	15534 23113	   	173.52	橙3易伤1全技能1伤害1时间	1立即金币2伤害3掉矿458易伤6核7全技能9时间a金币生成
136	15233 23116	   	173.42	橙3易伤1全技能1伤害1时间	1立即金币2伤害35等级48a易伤6核7全技能9时间
137	15233 23136	   	173.42	橙3易伤1全技能1伤害1时间	1立即金币2伤害35等级489易伤6核7全技能a时间
138	15234 23112	   	173.42	橙3易伤1全技能1伤害1时间	1立即金币2伤害3等级458易伤6核7全技能9时间a挖尘
139	15234 23115	   	173.42	橙3易伤1全技能1伤害1时间	1立即金币2伤害3等级458易伤6核7全技能9时间a掉矿
140	15534 23112	   	173.42	橙3易伤1全技能1伤害1时间	1立即金币2伤害3掉矿458易伤6核7全技能9时间a挖尘
141	15213 23156	   	173.42	橙3易伤1全技能1伤害1时间	1立即金币2伤害35等级4时间6核7全技能89a易伤
142	33643 22326	 * 	173.32	橙4易伤2伤害2攻速	1489易伤2核弹39攻速5等级6敌人爆炸79伤害9序列升级a核
143	15234 25322	   	173.27	橙4易伤2伤害	1立即金币29伤害3等级4589易伤6核79挖尘9序列升级a机枪对轻
144	15234 25323	   	173.17	橙4易伤2伤害	1立即金币29伤害3等级4589易伤6核79挖尘9序列升级a掉矿
145	15233 25326	   	173.17	橙4易伤2伤害	1立即金币29伤害35等级489a易伤6核79挖尘9序列升级
146	31152 63252	   	173.17	橙4易伤2伤害1策反	1478易伤28挖尘3基地爆炸5策反68伤害8序列升级9核a敌人爆炸
147	31152 63253	   	173.17	橙4易伤2伤害1策反	1478易伤28挖尘3基地爆炸5策反68伤害8序列升级9核a雷电
148	32334 15413	 * 	173.03	橙2易伤1全技能1伤害1喷火对愈1暴击	18易伤2平台3激光对冰4暴击5掉矿6核7喷火对愈9全技能a伤害
149	51211 61341	   	172.97	橙3伤害2易伤1全技能	1额外掉落28易伤348伤害5核弹68掉矿7全技能8序列升级9核a雷电
150	51211 61342	   	172.97	橙3伤害2易伤1全技能	1额外掉落28易伤348伤害5核弹68掉矿7全技能8序列升级9核a基地爆炸
151	31152 61242	   	172.32	橙3易伤3伤害1策反	148易伤28挖尘37基地爆炸5策反689伤害8序列升级a核
152	15324 34311	   	172.14	橙4易伤2伤害	1a立即金币26伤害3金币生成4挖尘5689易伤6序列升级7核
153	35416 21133	   	172.10	紫2易伤1全技能1伤害1暴击1策反	17易伤27加农对壮3全技能4核5额外掉落67敌人爆炸7序列升级8伤害9暴击a策反
154	35412 51133	   	172.00	紫2易伤1全技能1伤害1暴击1策反	15易伤2加农对壮3全技能4核6额外掉落7敌人爆炸8伤害9暴击a策反
155	35412 21336	 * 	171.99	紫4易伤1全技能2策反	158a易伤2a加农对壮3全技能4核6金币生成7最后敌人9a策反a序列升级
156	35412 53333	   	171.90	紫2易伤1全技能1伤害1暴击1策反	15易伤2加农对壮3全技能4核6额外掉落7伤害8挖尘9暴击a策反
157	33366 64221	 * 	171.84	橙5易伤3策反	13489易伤2核弹389序列升级5加一689策反7核a立即金币
158	15114 22251	   	171.82	橙3易伤1全技能1伤害1时间	1立即金币2伤害3平台45a易伤6全技能7核8时间9基地爆炸
159	15114 22521	   	171.82	橙3易伤1全技能1伤害1时间	1立即金币2伤害3平台45a易伤6全技能7核8最后敌人9时间
160	14312 16113	 * 	171.75	紫4易伤1伤害1暴击1攻速1卖塔	1立即金币2卖塔3689易伤4攻速5核7伤害a暴击
161	15114 22621	   	171.72	橙3易伤1全技能1伤害1时间	1立即金币2伤害3平台45a易伤6全技能7核8挖尘9时间
162	33334 21413	   	171.68	橙3易伤1全技能1伤害1策反	135易伤2核弹3序列升级4掉矿6核7雷电8策反9伤害a全技能
163	33362 21413	   	171.68	橙3易伤1全技能1伤害1策反	134易伤2核弹3序列升级5等级6核7雷电8策反9伤害a全技能
164	33363 21413	   	171.68	橙3易伤1全技能1伤害1策反	134易伤2核弹3序列升级5掉矿6核7雷电8策反9伤害a全技能
165	33314 23453	 * 	171.67	橙4易伤1全技能2策反	135a易伤2核弹3a序列升级4a矿等6核7全技能8平台9a策反
166	35412 26121	 * 	171.52	紫3易伤3策反1全技能	159易伤2加农对壮3全技能4核69金币生成789策反9序列升级a矿等
167	33362 23453	   	171.47	橙4易伤1全技能2策反	134a易伤2核弹3a序列升级5a等级6核7全技能8平台9a策反
168	35412 26123	   	171.42	紫3易伤3策反1全技能	159易伤2加农对壮3全技能4核69金币生成789策反9序列升级a掉矿
169	14152 23133	 * 	171.37	橙3易伤2全技能1暴击1卖塔	1立即金币2卖塔3暴击489易伤5等级6核7a全技能
170	14153 23133	 * 	171.37	橙3易伤2全技能1暴击1卖塔	1立即金币2卖塔3暴击489易伤5掉矿6核7a全技能
171	33346 64221	 * 	171.35	橙4易伤3策反1暴击	1389易伤2核弹389序列升级4双倍矿5加一689策反7核a暴击
172	15114 23124	   	171.23	橙3易伤1全技能1伤害1暴击	1立即金币2伤害3平台457易伤6全技能8暴击9防空对直升a核
173	15331 34316	   	171.07	橙4易伤2伤害	1立即金币26伤害3金币生成489a易伤56基地爆炸6序列升级7核
174	52235 62322	 * 	171.04	橙2伤害1全技能1易伤3攻速1暴击	1额外掉落235攻速35序列升级45伤害6暴击7全技能8雷电9易伤a核
175	15324 34312	   	170.97	橙4易伤2伤害	1立即金币26伤害3金币生成4挖尘5689易伤6序列升级7核a机枪对轻
176	14312 16114	 * 	170.92	紫5易伤1伤害1攻速1卖塔	1立即金币2卖塔3689a易伤4攻速5核7伤害
177	15234 34321	   	170.87	橙4易伤2伤害	1立即金币29伤害39等级4589易伤6挖青7核9序列升级a额外掉落
178	15324 34313	   	170.87	橙4易伤2伤害	1立即金币26伤害3金币生成4挖尘5689易伤6序列升级7核a掉矿
179	15332 34316	   	170.87	橙4易伤2伤害	1立即金币26伤害3金币生成489a易伤56挖尘6序列升级7核
180	15234 34323	   	170.77	橙4易伤2伤害	1立即金币29伤害39等级4589易伤6挖青7核9序列升级a核弹
181	31334 52622	   	170.76	橙3易伤3伤害1攻速	159易伤29挖尘3敌人爆炸4攻速6立即金币789伤害9序列升级a核
182	14153 23623	 * 	170.75	橙2伤害1全技能1易伤2暴击1卖塔	1立即金币2卖塔3a暴击4易伤5a掉矿6核7全技能8a伤害9平台a序列升级
183	35412 21326	 * 	170.69	紫4易伤1全技能2攻速	158a易伤2a加农对壮3全技能4核6金币生成7最后敌人9a攻速a序列升级
184	33366 64223	   	170.53	橙5易伤3策反	13489易伤2核弹389序列升级5加一689策反7核a雷电
185	51211 61325	   	170.47	橙3伤害2易伤1全技能	1额外掉落28易伤348伤害5核弹68掉矿7全技能8序列升级9等级a核
186	33366 64224	   	170.43	橙5易伤3策反	13489易伤2核弹389序列升级5加一689策反7核a掉矿
187	15232 54321	 * 	170.32	橙3易伤2伤害1喷火对愈	1立即金币29伤害3等级489易伤569挖尘7核9序列升级a喷火对愈
188	26234 23134	   	170.27	橙4易伤1全技能1暴击	1核弹23金币生成4589易伤6核7全技能a暴击
189	33314 23164	   	170.27	橙4易伤1全技能1暴击	1358易伤2核弹3序列升级4矿等6核7全技能9双倍矿a暴击
190	33314 23334	   	170.27	橙4易伤1全技能1暴击	1359易伤2核弹3序列升级48矿等6核7全技能a暴击
191	33334 23164	   	170.17	橙4易伤1全技能1暴击	1358易伤2核弹3序列升级4掉矿6核7全技能9双倍矿a暴击
192	33334 23353	   	170.17	橙4易伤1全技能1暴击	135a易伤2核弹3序列升级4掉矿6核7全技能8暴击9雷电
193	33362 23164	   	170.17	橙4易伤1全技能1暴击	1348易伤2核弹3序列升级5等级6核7全技能9双倍矿a暴击
194	33363 23164	   	170.17	橙4易伤1全技能1暴击	1348易伤2核弹3序列升级5掉矿6核7全技能9双倍矿a暴击
195	33363 23353	   	170.17	橙4易伤1全技能1暴击	134a易伤2核弹3序列升级5掉矿6核7全技能8暴击9雷电
196	33342 23134	   	170.17	橙4易伤1全技能1暴击	1389易伤2核弹3序列升级4双倍矿5等级6核7全技能a暴击
197	33343 23134	   	170.17	橙4易伤1全技能1暴击	1389易伤2核弹3序列升级4双倍矿5掉矿6核7全技能a暴击
198	36144 12133	   	170.11	橙3易伤1全技能1伤害2时间	159易伤2a时间3基地爆炸4伤害6最后敌人7全技能8核
199	36344 12133	   	170.11	橙3易伤1全技能1伤害2时间	159易伤2a时间3敌人爆炸4伤害6最后敌人7全技能8核
200	33334 23234	   	170.07	橙4易伤1全技能1暴击	1359易伤2核弹3序列升级48掉矿6核7全技能a暴击
201	33363 23234	   	170.07	橙4易伤1全技能1暴击	1349易伤2核弹3序列升级58掉矿6核7全技能a暴击
202	35412 13531	   	170.04	紫3易伤1全技能2暴击1攻速	158易伤2加农对壮3全技能4核68基地爆炸78暴击8序列升级9攻速a雷电
203	35412 13532	   	170.04	紫3易伤1全技能2暴击1攻速	158易伤2加农对壮3全技能4核68基地爆炸78暴击8序列升级9攻速a金币生成
204	35412 33531	   	170.04	紫3易伤1全技能2暴击1攻速	158易伤2加农对壮3全技能4核68敌人爆炸78暴击8序列升级9攻速a雷电
205	35412 33532	   	170.04	紫3易伤1全技能2暴击1攻速	158易伤2加农对壮3全技能4核68敌人爆炸78暴击8序列升级9攻速a金币生成
206	35412 13533	   	169.94	紫3易伤1全技能2暴击1攻速	158易伤2加农对壮3全技能4核68基地爆炸78暴击8序列升级9攻速a挖尘
207	35412 33533	   	169.94	紫3易伤1全技能2暴击1攻速	158易伤2加农对壮3全技能4核68敌人爆炸78暴击8序列升级9攻速a挖尘
208	15114 22215	   	169.82	橙2易伤1全技能1伤害1暴击1时间	1立即金币2伤害3平台45易伤6全技能7核8时间9随机矿a暴击
209	15114 22235	   	169.82	橙2易伤1全技能1伤害1暴击1时间	1立即金币2伤害3平台45易伤6全技能7核8时间9矿等a暴击
210	15334 23621	   	169.79	橙2易伤2伤害1全技能	1a立即金币28伤害3金币生成45易伤6核7全技能9平台
211	36133 15253	   	169.75	橙2易伤2伤害1全技能1时间	15易伤2时间3基地爆炸4额外掉落6核7低血量敌人89伤害a全技能
212	15234 23621	   	169.69	橙2易伤2伤害1全技能	1a立即金币28伤害3等级45易伤6核7全技能9平台
213	36133 12453	   	169.65	橙2易伤2伤害1全技能1时间	15易伤2时间3基地爆炸4额外掉落6核79伤害8挖尘a全技能
214	36133 16253	   	169.65	橙2易伤2伤害1全技能1时间	15易伤2时间3基地爆炸4额外掉落6核7挖尘89伤害a全技能
215	36133 14322	   	169.54	橙3易伤1全技能1暴击1攻速1时间	159易伤2时间3基地爆炸4额外掉落6核7暴击8全技能a攻速
216	33361 34232	   	169.54	橙5易伤1伤害2时间	13478易伤2核弹38序列升级58基础对愈68时间9核a伤害
217	33365 34232	   	169.54	橙5易伤1伤害2时间	13478易伤2核弹38序列升级58狙击对直升68时间9核a伤害
