0	Index      	Bounty	 *	Score 	Summary	Detail	
1	65332 11232	9	 * 	278.61	橙5易伤2等级1伤害	1立即金币23457易伤459序列升级69等级8核a伤害
22	66331 54441	9	 * 	259.34	橙3易伤2时间1等级1伤害	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核a雷电
23	66331 54442	10	   	259.34	橙3易伤2时间1等级1伤害	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核a攻速
24	16353 33161	2	 * 	258.58	橙2易伤2等级3时间1伤害	1挖尘269时间38易伤4最后敌人56等级6序列升级7伤害a核
25	16353 33161	3	   	258.58	橙2易伤2等级3时间1伤害	1挖尘269时间38易伤4最后敌人56等级6序列升级7伤害a核
26	65332 11212	8	   	258.55	橙5易伤2等级	1立即金币23457易伤45序列升级69等级8核a策反
27	65332 11214	8	   	258.55	橙5易伤2等级	1立即金币23457易伤45序列升级69等级8核a敌人爆炸
28	65332 11231	9	   	258.55	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a基地爆炸
29	65332 11232	10	   	258.55	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a平台
30	65332 11234	9	   	258.55	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a策反
31	65332 11236	10	   	258.55	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a矿等
32	65332 11215	8	   	258.45	橙5易伤2等级	1立即金币23457易伤45序列升级69等级8核a赏金邻近
33	65332 11233	10	   	258.45	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a掉矿
34	65332 11233	9	   	258.45	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a掉矿
35	65332 11234	10	   	258.45	橙5易伤2等级	1立即金币23457易伤459序列升级69等级8核a挖尘
36	66333 15232	7	   	257.95	橙3易伤3时间1等级1暴击	1立即金币246时间349易伤4序列升级5等级7核8最后敌人a暴击
37	66333 15232	8	   	257.95	橙3易伤3时间1等级1暴击	1立即金币246时间349易伤4序列升级5等级7核8基地爆炸a暴击
38	66333 15332	8	   	257.85	橙3易伤3时间1等级1暴击	1立即金币246时间349易伤4序列升级5等级7核8挖尘a暴击
39	65331 13163	7	   	257.40	橙4易伤1等级2暴击1时间	1立即金币2348易伤48序列升级58暴击6核78挖尘9时间a等级
40	22323 65126	6	   	256.45	橙4易伤2等级1时间	1低血量敌人2金币生成3789易伤4时间5a等级6核
41	65332 11221	8	   	255.78	橙5易伤1等级1时间	1立即金币23457易伤45序列升级6等级8核9时间a策反
42	65332 11222	8	   	255.78	橙5易伤1等级1时间	1立即金币23457易伤45序列升级6等级8核9时间a金币生成
43	65332 11226	8	   	255.78	橙5易伤1等级1时间	1立即金币23457易伤45序列升级6等级8核9时间a矿等
44	66331 14731	5	   	255.76	橙4易伤3时间	1立即金币246时间3469易伤46序列升级5加一7雷电8攻速a核
45	65332 11224	8	   	255.68	橙5易伤1等级1时间	1立即金币23457易伤45序列升级6等级8核9时间a掉矿
46	65332 63324	8	   	255.68	橙5易伤1等级1时间	1立即金币23458易伤45序列升级6加一7等级9时间a核
47	21335 13663	4	 * 	254.39	橙4易伤2时间1伤害	124低血量敌人3468易伤46序列升级56时间7伤害9雷电a核
48	15136 25222	1	   	254.04	橙2易伤2等级1伤害1时间2雷电	1挖尘28雷电3基地爆炸4攻速58易伤6伤害78等级8序列升级9核a时间
49	66331 13461	5	   	254.00	橙4易伤3时间2雷电	1立即金币246时间3467易伤467序列升级5加一89雷电a核
50	66335 21123	4	   	253.86	橙3易伤3时间1等级1全技能	1立即金币245时间348易伤4序列升级6赏金邻近7等级9全技能a核
51	66323 13225	10	 * 	253.69	橙2易伤2伤害2时间1等级1全技能	1立即金币26时间35易伤45伤害5序列升级7等级8低血量敌人9全技能a核
52	65332 11122	7	   	253.18	橙5易伤1等级1暴击	1立即金币23457易伤45序列升级6等级8暴击9核a敌人爆炸
53	65332 11124	7	   	253.18	橙5易伤1等级1暴击	1立即金币23457易伤45序列升级6等级8暴击9核a基地爆炸
54	65332 11225	9	   	253.18	橙5易伤1等级1暴击	1立即金币23457易伤45序列升级6等级8核9敌人爆炸a暴击
55	65332 11123	7	   	253.08	橙5易伤1等级1暴击	1立即金币23457易伤45序列升级6等级8暴击9核a掉矿
56	65332 11232	8	   	253.08	橙5易伤1等级1暴击	1立即金币23457易伤45序列升级6等级8核9赏金邻近a暴击
57	66331 11523	5	   	252.61	橙3易伤3时间1等级	1立即金币246时间346易伤46序列升级5加一7基地爆炸8等级9攻速a核
58	22323 65136	6	   	252.50	橙4易伤1等级1时间2雷电	1a低血量敌人2金币生成378a易伤4时间5等级6核9a雷电a序列升级
59	66323 13263	7	   	252.34	橙2易伤2伤害2时间1等级	1立即金币26时间35易伤45伤害5序列升级7等级8随机矿9雷电a核
60	66333 33131	10	   	252.12	橙4易伤2时间1等级	1立即金币24时间3479易伤4序列升级5等级68策反a核
61	66331 54442	9	   	251.04	橙3易伤2时间1等级1伤害	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核a敌人爆炸
62	66331 54444	9	   	251.04	橙3易伤2时间1等级1伤害	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核a策反
63	66331 54444	10	   	251.04	橙3易伤2时间1等级1伤害	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核a随机矿
64	16436 32211	2	   	251.04	橙3易伤2时间1等级1伤害	1挖尘26时间3等级4基地爆炸568易伤6序列升级7平台9核a伤害
65	66331 54422	8	   	250.94	橙3易伤2时间1等级1伤害1核弹	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核弹a核
66	66331 54441	10	   	250.94	橙3易伤2时间1等级1伤害	1立即金币24时间346易伤4序列升级5加一7伤害8等级9核a挖尘
67	66334 13121	4	   	250.94	橙3易伤2时间1等级1伤害	1立即金币24时间349易伤4序列升级5赏金塔6赏金邻近7等级8伤害a核
68	66323 12163	8	 * 	250.83	橙3易伤2伤害2时间	1立即金币26时间358易伤45伤害5序列升级7低血量敌人9雷电a核
69	22324 23226	9	   	250.46	橙3易伤2等级1时间2雷电	1a低血量敌人2金币生成38a易伤4时间56雷电7a等级9核a序列升级
70	11313 32251	4	   	250.09	橙3易伤2等级2时间	18挖尘26低血量敌人389易伤4敌人爆炸56等级68序列升级78时间a核
71	11436 32251	2	   	250.09	橙3易伤2等级2时间	18挖尘26低血量敌人38等级4基地爆炸569易伤68序列升级78时间a核
72	16313 31251	4	   	250.09	橙3易伤2等级2时间	18挖尘26时间389易伤4敌人爆炸56等级68序列升级78低血量敌人a核
73	16353 31231	2	   	250.09	橙3易伤2等级2时间	18挖尘26时间389易伤4最后敌人56等级68序列升级78低血量敌人a核
74	16353 31231	3	   	250.09	橙3易伤2等级2时间	18挖尘26时间389易伤4最后敌人56等级68序列升级78低血量敌人a核
75	22332 46223	7	   	249.56	橙4易伤1等级1伤害	1低血量敌人2金币生成3569易伤4等级7雷电8伤害a核
76	65332 11613	9	   	249.09	橙5易伤1等级1全技能	1立即金币23457易伤45序列升级6等级8全技能9掉矿a核
77	65332 11623	6	   	249.09	橙5易伤1等级1全技能	1立即金币23459易伤45序列升级6等级7掉矿8全技能a核
78	65322 42311	10	   	248.71	橙4易伤2等级	1立即金币237a易伤4雷电5a敌人爆炸6核8平台9a等级a序列升级
79	65323 42311	10	   	248.71	橙4易伤2等级	1立即金币237a易伤4雷电5a基地爆炸6核8平台9a等级a序列升级
