0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33315 33622	7	 * 	271.50	橙3易伤3伤害3时间	1平台247时间3立即金币57a易伤67a伤害7a序列升级8赏金塔9核
22	33652 12235	5	   	256.27	橙3易伤2伤害2时间1暴击	1平台28时间38伤害4低血量敌人5暴击678易伤8序列升级9敌人爆炸a核
23	33632 12235	5	   	256.17	橙3易伤2伤害2时间1暴击	1平台28时间38伤害4挖尘5暴击678易伤8序列升级9敌人爆炸a核
24	33211 36256	5	   	255.75	橙3易伤3时间2伤害	1平台24a时间3双倍物品5敌人爆炸67a易伤8核9a伤害a序列升级
25	11214 56211	7	 * 	255.68	橙5易伤1等级1时间	1掉矿2489a易伤3基地爆炸5等级6核7时间
26	11214 56231	7	   	255.37	橙3易伤2等级1伤害1时间	1掉矿248易伤3基地爆炸5a等级6核7时间9伤害
27	13232 54126	10	   	255.37	橙3易伤2等级1伤害1时间	1掉矿2金币生成3伤害4时间567易伤8a等级9核
28	33615 23225	9	 * 	254.71	橙2易伤2时间1等级1伤害2暴击	1平台28时间3伤害48暴击5攻速6挖尘78易伤8序列升级9等级a核
29	11633 42363	2	 * 	254.28	橙3易伤2时间1等级1暴击1全技能	19掉矿29a易伤3暴击4等级59时间6全技能7随机矿8核9序列升级
30	12633 42363	1	   	254.28	橙3易伤2时间1等级1暴击1全技能	19掉矿29a易伤3暴击4等级59时间6全技能7随机矿8核9序列升级
31	33324 33111	1	   	253.95	橙4易伤2等级1暴击	1平台2矿等35等级459a易伤5序列升级6暴击7核8金币生成
32	11164 41122	10	   	253.94	橙3易伤2伤害1等级1时间	1掉矿278易伤36伤害4金币生成5等级9核a时间
33	33324 33311	1	   	253.85	橙4易伤2等级1暴击	1平台2矿等35等级459a易伤5序列升级6暴击7核8掉矿
34	43622 21325	1	 * 	252.67	橙5易伤2时间	1a基地爆炸2雷电3478a易伤5随机矿6a时间9核a序列升级
35	11131 51146	4	   	252.67	橙3易伤2等级1伤害1暴击	189掉矿269易伤3伤害4暴击5赏金塔79等级9序列升级a核
36	11155 51211	9	 * 	252.53	紫4易伤2等级1伤害1时间	18掉矿268a易伤3伤害4核5攻速78等级8序列升级9时间
37	11122 22251	2	   	252.47	橙5易伤2时间	19掉矿2789a易伤3攻速4基地爆炸59时间6核9序列升级
38	12122 22251	1	   	252.47	橙5易伤2时间	19掉矿2789a易伤3攻速4基地爆炸59时间6核9序列升级
39	11222 16215	4	   	252.34	橙2易伤2伤害2时间1等级	1掉矿2a易伤3基地爆炸4雷电5平台6a时间7等级8a伤害9核a序列升级
40	11622 16215	4	   	252.34	橙2易伤2伤害2时间1等级	1掉矿2a易伤3敌人爆炸4雷电5平台6a时间7等级8a伤害9核a序列升级
41	11216 42221	9	 * 	252.02	橙4易伤2时间1等级	18掉矿248a易伤3基地爆炸5立即金币6等级78时间8序列升级9核
42	11616 42221	9	   	252.02	橙4易伤2时间1等级	18掉矿248a易伤3敌人爆炸5立即金币6等级78时间8序列升级9核
43	11214 66221	9	   	252.02	橙4易伤2时间1等级	18掉矿248a易伤3基地爆炸5等级68时间7立即金币8序列升级9核
44	11614 61221	9	   	252.02	橙4易伤2时间1等级	18掉矿248a易伤37敌人爆炸5等级68时间8序列升级9核
45	33611 12253	5	 * 	251.97	4易伤3伤害3时间1等级1暴击	1平台289时间389伤害4暴击5基地爆炸6789易伤89序列升级a等级
46	33613 12253	4	   	251.97	4易伤3伤害3时间1等级1暴击	1平台289时间389伤害4暴击5基地爆炸6789易伤89序列升级a等级
47	33662 12253	5	   	251.97	4易伤3伤害3时间1等级1暴击	1平台289时间389伤害4基地爆炸5暴击6789易伤89序列升级a等级
48	11212 42225	9	   	251.92	橙4易伤2时间1等级	158掉矿2489易伤3基地爆炸6等级78时间8序列升级a核
49	11212 42255	8	   	251.92	橙4易伤2时间1等级	158掉矿2489易伤3基地爆炸6等级78时间8序列升级a核
50	11612 42225	9	   	251.92	橙4易伤2时间1等级	158掉矿2489易伤3敌人爆炸6等级78时间8序列升级a核
51	16234 61123	10	   	251.82	橙4易伤2时间1等级	12掉矿378a易伤46时间5等级9核
52	11162 41126	9	   	250.81	橙4易伤1等级1伤害1全技能	1掉矿2578易伤3伤害4金币生成6等级9核a全技能
53	32226 12254	4	   	250.71	紫4易伤3伤害3暴击	1平台289暴击3基地爆炸4核589伤害6789易伤89序列升级a攻速
54	11134 14116	7	   	250.00	橙3易伤1等级1伤害1时间1暴击	1掉矿278易伤3伤害4暴击5时间6核9基地爆炸a等级
55	11216 42226	10	 * 	249.99	橙3易伤2等级2时间	18掉矿248易伤3基地爆炸5立即金币6a等级78时间8序列升级9核
56	11134 14136	7	   	249.90	橙3易伤1等级1伤害1时间1暴击	1掉矿278易伤3伤害4暴击5时间6核9挖尘a等级
57	11134 14226	7	   	249.90	橙3易伤1等级1伤害1时间1暴击	1掉矿279易伤3伤害4暴击5时间6核8挖尘a等级
58	11212 42255	9	   	249.89	橙3易伤2等级2时间	158掉矿248易伤3基地爆炸69等级78时间8序列升级a核
59	11212 61235	8	   	249.89	橙3易伤2等级2时间	158掉矿248易伤3基地爆炸69时间78等级8序列升级a核
60	11612 61235	8	   	249.89	橙3易伤2等级2时间	158掉矿248易伤3敌人爆炸69时间78等级8序列升级a核
61	11162 21336	7	   	249.46	橙4易伤1等级1伤害	1掉矿258a易伤3伤害4金币生成6雷电7核9等级
62	33324 33443	1	   	249.15	橙3易伤2等级1时间1暴击	1平台2矿等35等级45a易伤5序列升级6暴击7核8基地爆炸9时间
63	11153 22151	3	   	248.89	橙4易伤2伤害1时间	19掉矿279a易伤38伤害4时间59基地爆炸6核9序列升级
64	11122 22111	3	   	248.79	橙4易伤2伤害1时间	1掉矿279a易伤38伤害4基地爆炸5时间6核
65	11153 22111	3	   	248.79	橙4易伤2伤害1时间	1掉矿279a易伤38伤害4时间5基地爆炸6核
66	11142 22111	4	   	248.69	橙4易伤2伤害1时间	1掉矿279a易伤38伤害4挖尘5时间6核
67	33324 53163	1	   	248.61	橙4易伤2等级	1平台2矿等35等级457a易伤5序列升级6雷电8敌人爆炸9核
68	11226 22151	3	 * 	248.19	橙4易伤3伤害	19掉矿279a易伤3基地爆炸4挖尘589伤害6核9序列升级
69	33661 21263	10	 * 	248.08	橙2易伤3时间1等级1伤害	1平台25a时间3伤害4a基地爆炸6雷电7等级8a易伤9核a序列升级
70	32122 12235	4	 * 	248.00	橙3易伤2伤害2暴击1时间	1平台28暴击38伤害4低血量敌人5时间678易伤8序列升级9敌人爆炸a核
71	32122 12235	3	   	247.90	橙3易伤2伤害2暴击1时间	1平台28暴击38伤害4挖尘5时间678易伤8序列升级9敌人爆炸a核
72	32142 12235	4	   	247.90	橙3易伤2伤害2暴击1时间	1平台28暴击38伤害4挖尘5时间678易伤8序列升级9敌人爆炸a核
73	41314 31326	5	   	247.84	橙5易伤1等级	1基地爆炸2低血量敌人3等级4678a易伤5雷电9核
74	43623 11326	1	   	247.84	橙5易伤1等级	1基地爆炸2雷电3478a易伤5低血量敌人6等级9核
75	32226 15252	4	   	247.55	紫3易伤3伤害1等级3暴击	1平台289暴击3基地爆炸4核589伤害689易伤7双倍矿89序列升级a等级
76	11633 53512	2	   	247.15	橙2易伤2等级2时间1暴击	1掉矿27易伤3暴击48等级59时间6雷电a核
77	12633 53512	1	   	247.15	橙2易伤2等级2时间1暴击	1掉矿27易伤3暴击48等级59时间6雷电a核
78	11122 22556	3	   	246.37	橙3易伤3时间1伤害	19掉矿279易伤3伤害4基地爆炸589时间6核9序列升级a雷电
79	41122 22653	3	   	246.08	橙4易伤2时间1伤害	149基地爆炸2低血量敌人3789易伤59时间6核9序列升级a伤害
80	33362 32641	10	 * 	246.08	橙3伤害1易伤2时间1等级2攻速	1平台27时间3立即金币4等级57攻速678伤害7序列升级9核a易伤
81	13232 54124	9	   	246.01	橙3易伤1等级1伤害1时间1全技能	1掉矿2金币生成3伤害4时间567易伤8等级9核a全技能
82	12156 21326	7	   	245.90	橙3易伤2伤害1等级	1掉矿24挖尘34伤害4序列升级5等级6雷电7核89a易伤
83	11153 22551	3	   	245.88	橙4易伤2时间1伤害	19掉矿279a易伤3伤害48时间59基地爆炸6核9序列升级
84	33324 33135	1	   	245.86	橙2易伤2等级2伤害1暴击	1平台2矿等35等级45易伤5序列升级6暴击7核8金币生成9a伤害
85	11122 22511	3	   	245.78	橙4易伤2时间1伤害	1掉矿279a易伤3伤害4基地爆炸58时间6核
86	11153 22511	3	   	245.78	橙4易伤2时间1伤害	1掉矿279a易伤3伤害48时间5基地爆炸6核
87	11612 51325	10	   	245.78	橙4易伤2时间1伤害	15a掉矿247a易伤3敌人爆炸6伤害8a时间9核a序列升级
88	11612 52325	10	   	245.78	橙4易伤2时间1伤害	15a掉矿248a易伤3敌人爆炸6伤害7a时间9核a序列升级
89	33324 33335	1	   	245.76	橙2易伤2等级2伤害1暴击	1平台2矿等35等级45易伤5序列升级6暴击7核8掉矿9a伤害
90	43621 41221	1	   	245.75	橙4易伤1等级1时间	1基地爆炸2雷电3456易伤7时间8等级9核a随机矿
91	43621 41222	1	   	245.75	橙4易伤1等级1时间	1a基地爆炸2雷电3456易伤7时间8等级9核
92	43621 41223	1	   	245.75	橙4易伤1等级1时间	1基地爆炸2雷电3456易伤7时间8等级9核a低血量敌人
93	43622 21326	1	   	245.75	橙4易伤1等级1时间	1基地爆炸2雷电3478易伤5随机矿6时间9核a等级
94	11142 22511	4	   	245.68	橙4易伤2时间1伤害	1掉矿279a易伤3伤害4挖尘58时间6核
95	13632 54121	9	   	245.65	橙4易伤1等级1时间	1掉矿2金币生成3攻速4时间567a易伤8等级9核
96	41144 12321	8	   	245.26	橙3易伤2等级1时间1全技能	18基地爆炸2低血量敌人389易伤4敌人爆炸5时间68等级7全技能8序列升级a核
97	41361 12321	8	   	245.26	橙3易伤2等级1时间1全技能	18基地爆炸2低血量敌人38等级4时间5敌人爆炸689易伤7全技能8序列升级a核
98	11122 22441	3	   	245.26	橙2易伤2等级2时间1伤害	1掉矿27易伤3伤害4基地爆炸59时间6核8a等级
99	11153 22441	3	   	245.26	橙2易伤2等级2时间1伤害	1掉矿27易伤3伤害49时间5基地爆炸6核8a等级
100	11142 22441	4	   	245.16	橙2易伤2等级2时间1伤害	1掉矿27易伤3伤害4挖尘59时间6核8a等级
101	33315 33213	9	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8敌人爆炸9核a暴击
102	33315 33213	8	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8敌人爆炸9核a暴击
103	33315 33213	7	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8基地爆炸9核a暴击
104	33315 33513	8	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8最后敌人9核a暴击
105	33315 33513	9	   	244.80	橙2易伤3时间2伤害1暴击	1平台247时间3立即金币57易伤67伤害7序列升级8最后敌人9核a暴击
106	11151 24311	3	   	244.66	橙3易伤1等级1伤害1时间	1掉矿28a易伤3伤害4时间5随机矿6雷电7核9等级
107	13235 34311	6	   	244.66	橙3易伤1等级1伤害1时间	1掉矿2金币生成3伤害4时间5雷电68a易伤7核9等级
108	11161 24311	3	   	244.66	橙3易伤1等级1伤害1时间	1掉矿28a易伤3伤害4矿等5雷电6时间7核9等级
109	11161 24311	4	   	244.66	橙3易伤1等级1伤害1时间	1掉矿28a易伤3伤害4金币生成5雷电6时间7核9等级
110	11162 21511	7	   	244.66	橙3易伤1等级1伤害1时间	1掉矿25a易伤3伤害4金币生成6雷电7核8时间9等级
111	13223 24311	5	   	244.66	橙3易伤1等级1伤害1时间	1掉矿2金币生成3伤害4雷电58a易伤6时间7核9等级
112	13232 54121	10	   	244.66	橙3易伤1等级1伤害1时间	1掉矿2金币生成3伤害4时间567易伤8等级9核a雷电
113	11154 51211	9	   	244.22	紫4易伤2等级1伤害1时间	18掉矿268a易伤3伤害4核5策反78等级8序列升级9时间
114	11222 22251	2	   	244.16	橙5易伤2时间	19掉矿2789a易伤3策反4基地爆炸59时间6核9序列升级
115	12222 22251	1	   	244.16	橙5易伤2时间	19掉矿2789a易伤3策反4基地爆炸59时间6核9序列升级
116	16234 61122	10	 * 	244.00	橙3易伤3时间1等级	12掉矿378易伤46a时间5等级9核
117	33643 31126	6	   	243.93	橙2易伤2伤害2时间1等级	1平台25时间36伤害4金币生成7核89易伤a等级
118	11122 22445	3	   	243.83	橙2易伤2伤害2时间1等级	1掉矿27易伤3a伤害4基地爆炸59时间6核8等级
119	13231 45121	9	   	243.83	橙2易伤2伤害2时间1等级	1掉矿2金币生成36伤害47时间5等级8a易伤9核
120	33324 53235	1	   	243.81	橙3易伤2等级1时间	1平台2矿等35等级457易伤5序列升级6雷电8随机矿9时间a核
121	11216 61221	10	   	243.71	橙3易伤2等级1时间	18掉矿248易伤3基地爆炸5立即金币6时间78等级8序列升级9核a雷电
122	11616 61221	10	   	243.71	橙3易伤2等级1时间	18掉矿248易伤3敌人爆炸5立即金币6时间78等级8序列升级9核a雷电
123	33324 53335	1	   	243.71	橙3易伤2等级1时间	1平台2矿等35等级457易伤5序列升级6雷电8掉矿9时间a核
124	11214 56221	7	   	243.61	橙3易伤2等级1时间	1掉矿248易伤3基地爆炸5a等级6核7时间9攻速
125	14122 12155	3	   	243.49	橙3易伤3伤害1时间	19掉矿2敌人爆炸389伤害4基地爆炸5时间679易伤9序列升级a核
126	12122 12155	3	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4基地爆炸5时间679易伤9序列升级a核
127	12132 12155	3	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4敌人爆炸5时间679易伤9序列升级a核
128	12161 12155	5	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4时间5基地爆炸679易伤9序列升级a核
129	12163 12155	4	   	243.39	橙3易伤3伤害1时间	19掉矿2挖尘389伤害4时间5基地爆炸679易伤9序列升级a核
130	11122 22131	3	   	243.39	橙3易伤3伤害1时间	1掉矿27a易伤389伤害4基地爆炸5时间6核
131	11153 22131	3	   	243.39	橙3易伤3伤害1时间	1掉矿27a易伤389伤害4时间5基地爆炸6核
132	11142 22131	4	   	243.29	橙3易伤3伤害1时间	1掉矿27a易伤389伤害4挖尘5时间6核
133	46132 11126	8	   	243.00	橙2易伤2伤害1等级1时间1暴击	1基地爆炸2金币生成38伤害4暴击59易伤6核7时间a等级
134	11132 11126	8	   	242.90	橙2易伤2伤害1等级1时间1暴击	1掉矿29易伤38伤害4暴击5敌人爆炸6核7时间a等级
135	11134 15126	8	   	242.90	橙2易伤2伤害1等级1时间1暴击	1掉矿29易伤38伤害4暴击5时间6核7基地爆炸a等级
136	14132 11126	8	   	242.90	橙2易伤2伤害1等级1时间1暴击	1掉矿2敌人爆炸38伤害4暴击59易伤6核7时间a等级
137	11134 12126	8	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿29易伤38伤害4暴击5时间6核7挖尘a等级
138	12132 11126	8	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿2挖尘38伤害4暴击59易伤6核7时间a等级
139	12134 14126	8	   	242.80	橙2易伤2伤害1等级1时间1暴击	1掉矿2挖尘38伤害4暴击5时间6核79易伤a等级
140	33324 33114	1	   	242.56	橙3易伤2等级1暴击1全技能	1平台2矿等35等级459易伤5序列升级6暴击7核8金币生成a全技能
141	33324 33314	1	   	242.46	橙3易伤2等级1暴击1全技能	1平台2矿等35等级459易伤5序列升级6暴击7核8掉矿a全技能
142	11152 63151	3	   	242.42	橙3易伤2伤害2时间	19掉矿29a易伤38伤害45时间6核79敌人爆炸9序列升级
143	11122 25151	3	   	242.42	橙3易伤2伤害2时间	19掉矿29a易伤38伤害4基地爆炸59时间6核7双倍矿9序列升级
144	11122 22154	3	   	242.42	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a双倍矿
145	11122 22155	3	   	242.42	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a敌人爆炸
146	11122 22156	3	   	242.42	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a平台
147	11226 23311	3	   	242.42	橙3易伤2伤害2时间	1掉矿29a易伤3基地爆炸4挖尘59伤害6核7低血量敌人89时间9序列升级
148	11226 24311	3	   	242.42	橙3易伤2伤害2时间	1掉矿29a易伤3基地爆炸4挖尘59伤害6核7最后敌人89时间9序列升级
149	32226 12253	4	   	242.40	紫4易伤3伤害3暴击	1平台289暴击3基地爆炸4核589伤害6789易伤89序列升级a额外掉落
150	32226 12256	4	   	242.40	紫4易伤3伤害3暴击	1平台289暴击3基地爆炸4核589伤害6789易伤89序列升级a矿等
151	11142 22152	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a基地爆炸
152	11142 22154	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a双倍矿
153	11142 22155	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a敌人爆炸
154	11142 22156	4	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4挖尘59时间6核9序列升级a平台
155	11152 63111	3	   	242.32	橙3易伤2伤害2时间	1掉矿29a易伤38伤害45时间6核7敌人爆炸
156	11152 65111	3	   	242.32	橙3易伤2伤害2时间	1掉矿29a易伤38伤害45时间6核7低血量敌人
157	11122 22531	3	   	242.32	橙3易伤2伤害2时间	1掉矿27a易伤39伤害4基地爆炸58时间6核
158	11142 25151	4	   	242.32	橙3易伤2伤害2时间	19掉矿29a易伤38伤害4挖尘59时间6核7双倍矿9序列升级
159	11153 22531	3	   	242.32	橙3易伤2伤害2时间	1掉矿27a易伤39伤害48时间5基地爆炸6核
160	11122 21111	4	   	242.32	橙3易伤2伤害2时间	1掉矿29a易伤38伤害4低血量敌人57时间6核
161	11122 22153	3	   	242.32	橙3易伤2伤害2时间	19掉矿279易伤38伤害4基地爆炸59时间6核9序列升级a挖尘
162	11142 22153	4	   	242.22	橙3易伤2伤害2时间	19掉矿279易伤38伤害4a挖尘59时间6核9序列升级
163	11152 64111	3	   	242.22	橙3易伤2伤害2时间	1掉矿29a易伤38伤害45时间6核7挖尘
164	11142 22531	4	   	242.22	橙3易伤2伤害2时间	1掉矿27a易伤39伤害4挖尘58时间6核
165	11132 14433	10	   	242.06	橙3易伤1等级1伤害1暴击	1掉矿279易伤3伤害4暴击5敌人爆炸6核8雷电a等级
166	14132 14433	10	   	242.06	橙3易伤1等级1伤害1暴击	1掉矿2敌人爆炸3伤害4暴击579易伤6核8雷电a等级
167	32136 63126	10	   	242.06	橙3易伤1等级1伤害1暴击	1平台2暴击3伤害4加一5攻速67a易伤8核9等级
168	42235 21335	7	   	241.89	橙2易伤3伤害2时间	12a基地爆炸36a伤害49时间5雷电7核8a易伤a序列升级
169	33321 33345	7	 * 	241.60	橙2等级1易伤2伤害2时间	1平台27时间3立即金币4金币生成57等级67伤害7序列升级8易伤9雷电a核
