0	Index      	 *	Score 	Summary	Detail	
1	16135 42448	 * 	196.56	DCR|2AART|2DMG|1VULN|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aZMB
28	16135 42434	   	185.56	DCR|2AART|2DMG|1VULN|2ASPD|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9LHND|aVULN
29	16135 42446	   	185.56	DCR|2AART|2DMG|1VULN|2ASPD|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aDMSP
30	16135 42444	   	185.46	DCR|2AART|2DMG|1VULN|2ASPD|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aTLV
31	16135 42447	   	185.46	DCR|2AART|2DMG|1VULN|2ASPD|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aNUKE
32	23223 15241	 * 	185.22	DCR|4VULN|3DMG	17FEWX|28BEXP|3479VULN|57aDMG|6RCR|7BPWR
33	16717 41243	   	184.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2MBVNT|39DMG|49CGEN|5CDMG|6DUST|79VULN|8RCR|9BPWR|aDUR
34	26523 23263	 * 	183.90	ACR|2VULN|2DMG|1AART|2CDMG	127FEWX|27BPWR|3RCR|4aVULN|57DMG|67CDMG|8DUST|9AART
35	16537 41244	   	183.80	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1AART|2MBVNT|39ERES|49DMG|5CDMG|6DUST|79VULN|8RCR|9BPWR|aASPD
36	42533 22363	   	183.63	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1ERES|2ZMB|3RCR|4aDUR|59DMG|6CDMG|7VULN|8AART
37	16731 22148	   	183.47	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|34aDMG|5aVULN|6RMIN|7RCR|8RCVC|9aLIT|aBPWR
38	42524 12123	   	183.37	ACR|2VULN|3ZMB|1AART|1DMG|1ASPD	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8CGEN|9DMG|aASPD
39	42524 12223	   	183.37	ACR|2VULN|3ZMB|1AART|1DMG|1ASPD	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8LWND|9DMG|aASPD
40	42524 12323	   	183.37	ACR|2VULN|3ZMB|1AART|1DMG|1ASPD	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8MLV|9DMG|aASPD
41	23223 15623	   	182.99	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9DUR|aCDMG
42	16135 32417	   	182.36	DCR|3DMG|2AART|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48aDMG|6LEGI|7RCR|8BPWR|9CDMG
43	11531 15332	 * 	182.35	DCR|3DMG|1AART|3CDMG|2DUR	1AART|289LWND|3DLOT|4aDUR|589DMG|689CDMG|7RCR|89BPWR
44	16136 22453	   	181.97	DCR|2VULN|2DMG|1AART|2ASPD	1AART|2MBVNT|38ASPD|48DMG|58LHND|6RCVC|7RCR|8BPWR|9aVULN
45	16451 22474	   	181.57	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|358LWND|48aDMG|6RMIN|7RCR|8aBPWR|9aVULN
46	16722 32474	   	181.57	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|38aDMG|458BEXP|6RMIN|7RCR|8aBPWR|9aVULN
47	16731 22742	   	181.47	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|6RMIN|7RCR|8RPLT|9BPWR|aFEWX
48	16731 22743	   	181.47	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|6RMIN|7RCR|8RPLT|9BPWR|aLIT
49	16731 22744	   	181.47	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|6RMIN|7RCR|8aRPLT|9BPWR
50	12316 24611	   	181.37	DCR|3DMG|2VULN|1AART	1AART|2RPLT|3aDUST|46aDMG|5TLV|7RCR|8FEWX|9aVULN|aBPWR
51	16731 32743	   	181.37	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|69ERES|7RCR|8RPLT|9BPWR|aBEXP
52	16731 32744	   	181.37	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|69ERES|7RCR|8RPLT|9BPWR|aLWND
53	16731 22741	   	181.37	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|6RMIN|7RCR|8RPLT|9BPWR|aERES
54	16733 32711	   	181.37	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|34aDMG|5LHND|6aERES|7RCR|8RPLT|9aVULN|aBPWR
55	16731 32741	   	181.27	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|69aERES|7RCR|8RPLT|9BPWR
56	16731 32742	   	181.27	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|349DMG|59VULN|69ERES|7RCR|8RPLT|9BPWR|aTLV
57	16632 54213	   	180.35	DCR|2VULN|2DMG|1AART|2DUR	1AART|2MBVNT|37VULN|45DUR|6RCR|8CGEN|9aDMG
58	52533 43231	 * 	180.33	ACR|2DMG|2AART|3DUR|1CDMG|1ZMB	18CGEN|2ZMB|3RCR|489DUR|58DMG|67AART|8BPWR|aCDMG
59	23223 15521	   	180.27	DCR|3VULN|2DMG|1AART	178FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|9RCVC|aAART
60	16135 62441	   	180.26	DCR|2AART|2DMG|1VULN|2ASPD|1DUR	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9VULN|aDUR
61	16632 54313	   	180.25	DCR|2VULN|2DMG|1AART|2DUR	1AART|2MBVNT|37VULN|45DUR|6RCR|8ERES|9aDMG
62	42533 43231	   	180.13	ACR|2DMG|2AART|3DUR|1CDMG|1ZMB	18ERES|2ZMB|3RCR|489DUR|58DMG|67AART|8BPWR|aCDMG
63	23223 15211	   	180.12	DCR|3VULN|2DMG|1CDMG|1ZMB	17FEWX|28BEXP|347VULN|57DMG|6RCR|7BPWR|9ZMB|aCDMG
64	16135 32441	   	180.06	DCR|2AART|2DMG|1VULN|2ASPD|1DUR	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9VULN|aDUR
65	16136 12453	   	179.46	DCR|2VULN|2DMG|1AART|2ASPD	1AART|2MBVNT|38ASPD|48DMG|568LHND|7RCR|8BPWR|9aVULN
66	16254 12433	 * 	179.39	ACR|3DMG|2VULN|1AART	1AART|2MBVNT|37LHND|478DMG|5RCR|67DUST|7BPWR|9aVULN
67	16654 11423	   	179.29	ACR|3DMG|2VULN|1AART	1AART|2MBVNT|3aVULN|489DMG|5RCR|6DUST|7LWND
68	16654 13423	   	179.29	ACR|3DMG|2VULN|1AART	1AART|2MBVNT|3aVULN|489DMG|5RCR|6DUST|7BEXP
69	12416 26211	   	179.17	DCR|3DMG|2VULN|1AART	1AART|2RPLT|3aLWND|46aDMG|5TLV|7LHND|8RCR|9aVULN|aBPWR
70	16135 42411	   	179.14	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9CDMG|aFEWX
71	16135 42412	   	179.14	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9CDMG|aBEXP
72	16135 42414	   	179.14	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9CDMG|aMLV
73	16135 42416	   	179.14	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9CDMG|aLHND
74	16135 42418	   	179.14	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9CDMG|aRMIN
75	16135 42472	   	179.14	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9BEXP|aCDMG
76	12263 21212	   	179.07	DCR|3VULN|2DMG|1AART	1AART|2RPLT|3CGEN|4LHND|56DMG|79aVULN|8RCR
77	16135 42415	   	179.04	DCR|2AART|2DMG|2ASPD|1CDMG|2DUR	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9CDMG|aTLV
78	12316 26211	   	178.97	DCR|3DMG|2VULN|1AART	1AART|2RPLT|3aDUST|46aDMG|5TLV|7LWND|8RCR|9aVULN|aBPWR
79	42524 12131	   	178.96	ACR|3VULN|3ZMB|1AART|1DUR	1ERES|257ZMB|3RCR|45aVULN|5BPWR|6AART|8CGEN|9DUR
80	42524 12331	   	178.96	ACR|3VULN|3ZMB|1AART|1DUR	1ERES|257ZMB|3RCR|45aVULN|5BPWR|6AART|8MLV|9DUR
81	16726 13113	   	178.68	DCR|2VULN|2DMG|1AART|2FLTHEA	1AART|2MBVNT|37DMG|4BEXP|57FLTHEA|67VULN|7BPWR|8LWND|9MLV|aRCR
82	16726 13223	   	178.68	DCR|2VULN|2DMG|1AART|2FLTHEA	1AART|2MBVNT|37DMG|4BEXP|57FLTHEA|67VULN|7BPWR|8MLV|9LWND|aRCR
83	16746 13113	   	178.58	DCR|2VULN|2DMG|1AART|2FLTHEA	1AART|2MBVNT|37DMG|4DUST|57FLTHEA|67VULN|7BPWR|8LWND|9MLV|aRCR
84	16746 13223	   	178.58	DCR|2VULN|2DMG|1AART|2FLTHEA	1AART|2MBVNT|37DMG|4DUST|57FLTHEA|67VULN|7BPWR|8MLV|9LWND|aRCR
85	16746 13423	   	178.58	DCR|2VULN|2DMG|1AART|2FLTHEA	1AART|2MBVNT|37DMG|4DUST|57FLTHEA|67VULN|7BPWR|8CGEN|9LWND|aRCR
86	51284 12742	   	178.57	DCR|3DMG|2VULN|1AART	19CGEN|2MBVNT|349DMG|59VULN|6AART|7RCR|8RPLT|9BPWR|aBEXP
87	51284 12743	   	178.57	DCR|3DMG|2VULN|1AART	19CGEN|2MBVNT|349DMG|59VULN|6AART|7RCR|8RPLT|9BPWR|aLIT
88	51284 12744	   	178.57	DCR|3DMG|2VULN|1AART	19CGEN|2MBVNT|349DMG|59VULN|6AART|7RCR|8aRPLT|9BPWR
89	23223 15226	   	178.57	DCR|3VULN|2DMG|1AART	17FEWX|28BEXP|347VULN|57DMG|6RCR|7BPWR|9ERES|aAART
90	16734 42463	   	178.50	DCR|3DMG|2AART|2DUR|1ZMB	19AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|aZMB
91	16324 44474	 * 	178.49	ACR|2VULN|2DMG|1AART|2ZMB	1AART|2MBVNT|346DUST|4aBPWR|5RCR|7aDMG|8aZMB|9aVULN
92	51284 12741	   	178.47	DCR|3DMG|2VULN|1AART	19CGEN|2MBVNT|349DMG|59VULN|6AART|7RCR|8RPLT|9BPWR|aERES
93	42522 12162	   	178.45	ACR|3VULN|1AART|1DMG|2ZMB	1ERES|27ZMB|3RCR|45aVULN|6AART|8RPLT|9DMG
94	52533 22312	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3RCR|4DUR|5DMG|6CDMG|7aVULN|8AART|9MLV
95	52533 22333	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3RCR|4DUR|5DMG|6CDMG|7aVULN|8AART|9LWND
96	52533 22335	   	178.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3RCR|4DUR|5aDMG|6CDMG|7VULN|8AART|9LWND
97	16722 42374	 * 	178.37	DCR|2VULN|2DMG|1AART|2ZMB	1AART|2MBVNT|3aDMG|456BEXP|7aZMB|8RCR|9aVULN|aBPWR
98	51284 12712	   	178.37	DCR|3VULN|2DMG|1AART	1CGEN|2MBVNT|34DMG|59aVULN|6AART|7RCR|8RPLT
99	42533 22333	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCR|4DUR|5DMG|6CDMG|7aVULN|8AART|9LWND
100	42533 22335	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCR|4DUR|5aDMG|6CDMG|7VULN|8AART|9LWND
101	42533 22361	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCR|4DUR|59DMG|6CDMG|7VULN|8AART|aCGEN
102	52533 22342	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3RCR|4DUR|5DMG|6CDMG|7aVULN|8AART|9ERES
103	41224 12744	   	178.27	DCR|3DMG|2VULN|1AART	149ERES|2MBVNT|39aDMG|59VULN|6AART|7RCR|8RPLT|9BPWR
104	41224 12748	   	178.27	DCR|3VULN|2DMG|1AART	149ERES|2MBVNT|39DMG|59aVULN|6AART|7RCR|8RPLT|9BPWR
105	42533 22342	   	178.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19ERES|2ZMB|3RCR|4DUR|5DMG|6CDMG|7aVULN|8AART
106	16136 22454	   	178.03	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2MBVNT|38ASPD|48DMG|58LHND|6RCVC|7RCR|8BPWR|9VULN|aCDMG
107	42524 31333	   	177.95	ACR|3VULN|1AART|1DMG|2ZMB	1ERES|25ZMB|3RCR|45aVULN|5BPWR|6LWND|7AART|8LIT|9DMG
108	11246 32432	 * 	177.86	ACR|2AART|2DMG|2CDMG|1VULN	1aAART|28LWND|3FEWX|48DMG|5RCR|6BELT|78CDMG|8BPWR|9VULN
109	11246 43323	   	177.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|2LWND|3FEWX|49DMG|5RCR|68VULN|7DUR|aASPD
110	16654 43323	   	177.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|2MBVNT|38VULN|49DMG|5RCR|6LWND|7DUR|aASPD
111	16731 22641	 * 	177.43	DCR|3DMG|1AART|1VULN|1CDMG	1AART|2MBVNT|349DMG|5VULN|6RMIN|7RCR|8FEWX|aCDMG
112	16135 32446	 * 	177.40	DCR|3AART|2DMG|1VULN|2ASPD	15aAART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9VULN
113	16731 32441	   	177.33	DCR|3DMG|1AART|1VULN|1CDMG	1AART|2MBVNT|349DMG|5VULN|6ERES|7RCR|8FEWX|aCDMG
114	26523 23262	   	177.31	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	127FEWX|27BPWR|3RCR|4VULN|57DMG|67CDMG|8DUST|9AART|aZMB
115	12243 21214	   	177.29	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|2RPLT|3CGEN|4DUR|56DMG|79VULN|8RCR|aASPD
116	21346 32432	   	177.26	ACR|2AART|2DMG|2CDMG|1VULN	18FEWX|2aAART|3LHND|48DMG|5RCR|6BELT|78CDMG|8BPWR|9VULN
117	12643 21214	   	177.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|2RPLT|3ERES|4DUR|56DMG|79VULN|8RCR|aASPD
118	12316 12611	   	177.16	DCR|2AART|2VULN|2DMG	18AART|2RPLT|3aDUST|4aDMG|5TLV|6FEWX|7RCR|9aVULN|aBPWR
119	16731 22543	   	177.16	DCR|2AART|2VULN|2DMG	19AART|2MBVNT|34DMG|5aVULN|6RMIN|7RCR|8BEXP
120	16458 41241	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39LWND|49DMG|5CDMG|6ERES|79VULN|8RCR|9BPWR|aCGEN
121	16458 41243	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39LWND|49DMG|5CDMG|6ERES|79VULN|8RCR|9BPWR|aFEWX
122	16458 41244	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39LWND|49DMG|5CDMG|6ERES|79VULN|8RCR|9BPWR|aDMSP
123	16717 41241	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39DMG|49aCGEN|5CDMG|6DUST|79VULN|8RCR|9BPWR
124	16731 32543	   	177.06	DCR|2AART|2VULN|2DMG	19AART|2MBVNT|34DMG|5aVULN|6ERES|7RCR|8BEXP
125	11531 15335	   	177.06	DCR|3DMG|1AART|3CDMG|1DUR	1AART|289LWND|3DLOT|4DUR|589DMG|689CDMG|7RCR|89BPWR|aMGNSTR
126	11521 15332	   	177.06	DCR|3DMG|1AART|3CDMG|1DUR	1AART|289LWND|3DLOT|4LHND|589DMG|689CDMG|7RCR|89BPWR|aDUR
127	16458 41242	   	176.96	DCR|2DMG|2VULN|1AART|1CDMG	1AART|2MBVNT|39LWND|49DMG|5CDMG|6ERES|79VULN|8RCR|9BPWR|aLEGI
128	11531 15333	   	176.96	DCR|3DMG|1AART|3CDMG|1DUR	1AART|289LWND|3DLOT|4DUR|589DMG|689CDMG|7RCR|89BPWR|aERES
129	16537 41241	   	176.86	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39ERES|49DMG|5CDMG|6DUST|79VULN|8RCR|9BPWR|aCGEN
130	16537 41242	   	176.86	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39ERES|49DMG|5CDMG|6DUST|79VULN|8RCR|9BPWR|aLHND
131	16537 41243	   	176.86	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MBVNT|39ERES|49DMG|5CDMG|6DUST|79VULN|8RCR|9BPWR|aMLV
132	12442 33351	   	176.77	DCR|3VULN|2DMG|1AART	1AART|2RPLT|3aLWND|45aVULN|6TLV|7BEXP|8aDMG|9RCR|aBPWR
133	12311 53351	   	176.67	DCR|3VULN|2DMG|1AART	1AART|2RPLT|3aDUST|4aDMG|5BEXP|6CGEN|78aVULN|9RCR|aBPWR
134	12316 13351	   	176.57	DCR|3VULN|2DMG|1AART	1AART|2RPLT|3aDUST|4aDMG|5TLV|6FEWX|78aVULN|9RCR|aBPWR
135	16731 44443	   	176.57	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|348DMG|5aVULN|6BEXP|7LWND|9RCR
136	16733 46443	   	176.57	DCR|3DMG|2VULN|1AART	1AART|2MBVNT|348DMG|5LHND|6BEXP|7aVULN|9RCR
137	16356 13213	   	176.54	DCR|3VULN|1AART|1DMG|2FLTHEA	1AART|2MBVNT|37DUST|4DMG|57FLTHEA|679VULN|7BPWR|8MLV|aRCR
138	16356 13413	   	176.54	DCR|3VULN|1AART|1DMG|2FLTHEA	1AART|2MBVNT|37DUST|4DMG|57FLTHEA|679VULN|7BPWR|8CGEN|aRCR
139	23223 15242	   	176.50	DCR|4VULN|2DMG|1DUR	17FEWX|28BEXP|3479VULN|57DMG|6RCR|7BPWR|aDUR
140	23223 15513	   	176.50	DCR|4VULN|2DMG|1ASPD	178FEWX|2BEXP|347aVULN|57DMG|6RCR|7BPWR|9ASPD
141	23223 15533	   	176.50	DCR|4VULN|2DMG|1DUR	178FEWX|2BEXP|347aVULN|57DMG|6RCR|7BPWR|9DUR
142	16135 42438	   	176.50	DCR|2AART|2DMG|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9LHND|aZMB
143	16135 42461	   	176.50	DCR|2AART|2DMG|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9ZMB|aFEWX
144	16135 42462	   	176.50	DCR|2AART|2DMG|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9ZMB|aLHND
145	16135 42463	   	176.50	DCR|2AART|2DMG|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9ZMB|aLWND
146	42524 12121	   	176.43	ACR|2VULN|3ZMB|1AART|1DMG	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8CGEN|9DMG|aDMSP
147	42524 12222	   	176.43	ACR|2VULN|3ZMB|1AART|1DMG	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8LWND|9DMG|aCGEN
148	42524 12321	   	176.43	ACR|2VULN|3ZMB|1AART|1DMG	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8MLV|9DMG|aDMSP
149	16135 42464	   	176.40	DCR|2AART|2DMG|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9ZMB|aDUST
150	51284 12332	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2MBVNT|34DMG|5aVULN|6AART|7RCR|8BELT|9CDMG
151	42524 12122	   	176.33	ACR|2VULN|3ZMB|1AART|1DMG	1aERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8CGEN|9DMG
152	42524 12322	   	176.33	ACR|2VULN|3ZMB|1AART|1DMG	1aERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8MLV|9DMG
153	51284 12482	   	176.26	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2MBVNT|34DMG|5aVULN|6AART|7RCR|8DUST|9CDMG
154	23223 15511	   	176.05	DCR|3VULN|2DMG|1CDMG|1ASPD	178FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|9ASPD|aCDMG
155	23223 15613	   	176.05	DCR|3VULN|2DMG|1CDMG|1ASPD	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9LHND|aCDMG
156	16734 42411	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9ERES|aVULN
157	16738 22411	   	176.01	DCR|3DMG|1AART|1VULN|2DUR	1AART|2MBVNT|348DMG|58DUR|6RMIN|7RCR|8BPWR|9ERES|aVULN
158	23223 15633	   	175.95	DCR|3VULN|2DMG|1CDMG|1ASPD	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9DUST|aCDMG
159	12243 26211	   	175.85	DCR|2VULN|2DMG|1AART|2DUR	1AART|2RPLT|3aCGEN|4aDUR|56DMG|7LWND|8RCR|9aVULN|aBPWR
160	12243 21213	   	175.65	DCR|2VULN|2DMG|1AART|2DUR	1AART|2RPLT|3CGEN|4aDUR|56DMG|79VULN|8RCR
161	12643 26211	   	175.65	DCR|2VULN|2DMG|1AART|2DUR	1AART|2RPLT|3aERES|4aDUR|56DMG|7LWND|8RCR|9aVULN|aBPWR
