0	Index      	 *	Score 	Summary	Detail	
1	31542 53112	 * 	187.22	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	17DUR|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aAART
20	11542 53112	   	174.79	DCR|3DMG|1AART|1VULN|1ZMB	17DUST|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aAART
21	35322 35163	   	174.42	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1aDUR|2aVULN|3RPLT|49CDMG|5DMG|6aCANSTR|7AART|8RCR|aBPWR
22	22251 21263	 * 	173.96	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1MLV|2CDMG|3AART|49ASPD|57VULN|6DMG|8DUR|aRCR
23	26511 22531	 * 	173.94	ACR|3VULN|3DMG	179MLV|2RCR|379DMG|4BEXP|5TLV|679VULN|79BPWR|8RMIN|aERES
24	26511 22533	   	173.94	ACR|3VULN|3DMG	179MLV|2RCR|379DMG|4BEXP|5aTLV|679VULN|79BPWR|8RMIN
25	26521 22531	   	173.94	ACR|3VULN|3DMG	179MLV|2RCR|379DMG|4FEWX|5TLV|679VULN|79BPWR|8RMIN|aERES
26	26521 22533	   	173.94	ACR|3VULN|3DMG	179MLV|2RCR|379DMG|4FEWX|5aTLV|679VULN|79BPWR|8RMIN
27	26511 21631	   	173.84	ACR|3VULN|3DMG	19MLV|2RCR|39aDMG|4BEXP|5TLV|689VULN|7RMIN|9BPWR
28	26511 23531	   	173.84	ACR|3VULN|3DMG	19MLV|2RCR|39aDMG|4BEXP|5TLV|679VULN|8RMIN|9BPWR
29	26521 23531	   	173.84	ACR|3VULN|3DMG	19MLV|2RCR|39aDMG|4FEWX|5TLV|679VULN|8RMIN|9BPWR
30	26511 22532	   	173.79	ACR|3VULN|3DMG|1SELL	179MLV|2RCR|379DMG|4BEXP|5TLV|679VULN|79BPWR|8RMIN|aSELL
31	26521 22532	   	173.79	ACR|3VULN|3DMG|1SELL	179MLV|2RCR|379DMG|4FEWX|5TLV|679VULN|79BPWR|8RMIN|aSELL
32	26533 33325	 * 	173.74	ACR|3DMG|1AART|1VULN|1DUR	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aDUR
33	26533 12421	   	173.74	ACR|3VULN|3DMG	1MLV|2RCR|379DMG|4LIT|58aVULN|6LHND
34	26533 52321	   	173.74	ACR|3VULN|3DMG	1MLV|2RCR|389DMG|4LIT|57aVULN|6FEWX
35	26533 53221	   	173.74	ACR|3VULN|3DMG	1MLV|2RCR|379DMG|4LIT|58aVULN|6FEWX
36	43341 43332	 * 	173.11	DCR|3DMG|2VULN|1ZMB|1ASPD	19TLV|2ERES|3RPLT|49aDMG|5ASPD|6RCR|7ZMB|89VULN|9BPWR
37	26513 24512	   	172.57	ACR|2VULN|2DMG|1AART|1DUR	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|9ERES|aAART
38	26511 22342	   	172.57	ACR|2VULN|2DMG|1AART|1DUR	17MLV|2RCR|37DMG|4BEXP|5TLV|67VULN|7BPWR|8DUST|9DUR|aAART
39	26513 14522	   	172.57	ACR|2VULN|2DMG|1AART|1ASPD	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6DUST|78VULN|8BPWR|9ASPD|aAART
40	26541 32333	   	172.19	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|389DMG|4RCVC|5LIT|67VULN|aZMB
41	22242 31231	 * 	171.78	DCR|2AART|2VULN|2CDMG|1ZMB	1MLV|25CDMG|38AART|4ZMB|6RCR|7LHND|9aVULN
42	42242 31231	   	171.68	DCR|2AART|2VULN|2CDMG|1ZMB	1TLV|25CDMG|38AART|4ZMB|6RCR|7LHND|9aVULN
43	26533 32333	   	171.59	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aZMB
44	46533 32333	   	171.49	ACR|3DMG|2VULN|1ZMB	1TLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aZMB
45	26513 41542	   	171.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6VULN|78DUR|8BPWR|9ZMB|aAART
46	22422 21431	 * 	171.14	ACR|3DMG|3CDMG|1AART	1aMLV|29aCDMG|3RCR|4RMIN|57aDMG|6RCVC|8AART|aBPWR
47	26326 35213	 * 	171.02	ACR|2VULN|2DMG|3ZMB	1MLV|2RCR|35aZMB|4FEWX|6LHND|7aVULN|8LIT|9aDMG|aBPWR
48	42422 21431	   	170.94	ACR|3DMG|3CDMG|1AART	1aTLV|29aCDMG|3RCR|4RMIN|57aDMG|6RCVC|8AART|aBPWR
49	31311 25213	   	170.66	ACR|2VULN|2DMG|3ZMB|1DUR	1DUR|23aZMB|4LWND|5RCR|6TLV|7aVULN|8LIT|9aDMG|aBPWR
50	31361 25111	 * 	170.57	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1DUR|23ZMB|47VULN|5RCR|6TLV|89DMG|aCDMG
51	31361 25135	   	170.57	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1DUR|23ZMB|47VULN|5RCR|6TLV|8aDMG|9CDMG
52	31351 25213	   	170.56	ACR|2VULN|2DMG|3ZMB|1DUR	1DUR|23aZMB|4DUST|5RCR|6TLV|7aVULN|8LIT|9aDMG|aBPWR
53	22433 32422	 * 	170.31	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1DUR	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8DUR|9DMG|aVULN
54	26533 33315	 * 	170.30	ACR|3DMG|1VULN|1CDMG|1FLTHEA	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9CDMG|aFLTHEA
55	42433 32422	   	170.21	ACR|1AART|1VULN|2CDMG|1DMG|1FLTHEA|1DUR	1TLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8DUR|9DMG|aVULN
56	22252 32511	 * 	169.39	DCR|2DMG|1AART|3ASPD|2CDMG	1aMLV|25CDMG|3AART|49aASPD|6RCR|7DMSP|8aDMG|aBPWR
57	22435 21511	   	169.31	ACR|2VULN|1AART|1DMG|2CDMG	1MLV|24CDMG|3RCR|5aVULN|6RCVC|7DMG|8AART|9LHND
58	42252 32511	   	169.19	DCR|2DMG|1AART|2CDMG|3ASPD	1aTLV|25CDMG|3AART|49aASPD|6RCR|7DMSP|8aDMG|aBPWR
59	46631 12313	 * 	169.19	ACR|2VULN|2DMG|2CDMG|1DUR|1SELL	1TLV|2RCR|3SELL|4aCDMG|5LIT|6LHND|7aVULN|8DUR|9aDMG|aBPWR
60	26311 22532	 * 	169.18	ACR|3VULN|3ZMB|1DMG	179MLV|2RCR|379ZMB|4BEXP|5TLV|679VULN|79BPWR|8RMIN|aDMG
61	26321 22532	   	169.18	ACR|3VULN|3ZMB|1DMG	179MLV|2RCR|379ZMB|4FEWX|5TLV|679VULN|79BPWR|8RMIN|aDMG
62	26361 22532	   	169.18	ACR|3VULN|3ZMB|1DMG	179MLV|2RCR|379ZMB|4LWND|5TLV|679VULN|79BPWR|8RMIN|aDMG
63	26331 21223	   	169.09	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|3ZMB|4LIT|5CGEN|68aVULN|79DMG
64	26331 21321	   	169.09	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|3ZMB|4LIT|5CGEN|6aVULN|789DMG
65	26333 61225	   	169.09	ACR|3VULN|2DMG|1ZMB	1MLV|2RCR|3ZMB|4LIT|58aVULN|6RMIN|79DMG
66	26333 61321	   	169.09	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|3ZMB|4LIT|5aVULN|6RMIN|789DMG
67	26533 12423	   	169.09	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|379DMG|4LIT|58VULN|6LHND|aZMB
68	26533 52323	   	169.09	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|389DMG|4LIT|57VULN|6FEWX|aZMB
69	26533 53223	   	169.09	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|379DMG|4LIT|58VULN|6FEWX|aZMB
70	35322 35161	   	169.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|2aVULN|3RPLT|49CDMG|5DMG|6CANSTR|7AART|8RCR
71	35322 35162	   	169.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1DUR|2VULN|3RPLT|49CDMG|5aDMG|6CANSTR|7AART|8RCR
72	46333 32334	   	168.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|2RCR|3ZMB|4LIT|57VULN|6RCVC|8DMG|9AART|aASPD
73	26335 21321	   	168.99	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|3ZMB|4LIT|5ERES|6aVULN|789DMG
74	26535 23321	   	168.99	ACR|3DMG|2VULN|1ZMB	1MLV|2RCR|389DMG|4LIT|5ERES|6aVULN|7ZMB
75	46331 21223	   	168.99	ACR|3VULN|2DMG|1ZMB	1TLV|2RCR|3ZMB|4LIT|5CGEN|68aVULN|79DMG
76	46331 21321	   	168.99	ACR|3DMG|2VULN|1ZMB	1TLV|2RCR|3ZMB|4LIT|5CGEN|6aVULN|789DMG
77	46333 61321	   	168.99	ACR|3DMG|2VULN|1ZMB	1TLV|2RCR|3ZMB|4LIT|5aVULN|6RMIN|789DMG
78	22413 52362	   	168.96	ACR|3DMG|1AART|1CDMG|1DUR|1ASPD	18MLV|2CDMG|3RCR|48LIT|5ASPD|6DUR|789DMG|8BPWR|aAART
79	46335 21321	   	168.89	ACR|3DMG|2VULN|1ZMB	1TLV|2RCR|3ZMB|4LIT|5ERES|6aVULN|789DMG
80	32348 52142	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3RPLT|4MBVNT|5AART|6RCR|79VULN|8DMG|aCDMG
81	22225 54221	   	168.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16MLV|2CDMG|35AART|4RCVC|7RCR|8VULN|9DMG|aZMB
82	31361 25141	 * 	168.64	ACR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|23ZMB|479VULN|5RCR|6TLV|8DMG|aCDMG
83	22422 51431	   	168.64	ACR|3DMG|3CDMG|1AART	16aMLV|29aCDMG|3RCR|4RMIN|57aDMG|8AART|aBPWR
84	42225 31231	   	168.47	DCR|2AART|2VULN|1CDMG|1ZMB	1TLV|2CDMG|38AART|4RCVC|5ZMB|6RCR|7LHND|9aVULN
85	31361 26422	   	168.34	ACR|2VULN|3ZMB|1AART|2DUR|1ASPD	18DUR|237ZMB|48VULN|5RCR|68TLV|8BPWR|9ASPD|aAART
86	22433 32424	 * 	167.83	ACR|2DMG|1AART|2CDMG|1FLTHEA|1DUR	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8DUR|9aDMG
87	22251 22263	 * 	167.82	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2CDMG|37AART|49ASPD|5VULN|6DMG|8DUR|aRCR
88	22252 31231	   	167.71	DCR|2AART|2VULN|2CDMG|1ASPD	1MLV|25CDMG|38AART|4ASPD|6RCR|7LHND|9aVULN
89	22451 33243	   	167.68	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1MLV|2CDMG|3RCR|4BEXP|5ASPD|6aDMG|7VULN|8FLTHEA|9ZMB
90	42252 31231	   	167.61	DCR|2AART|2VULN|2CDMG|1ASPD	1TLV|25CDMG|38AART|4ASPD|6RCR|7LHND|9aVULN
91	46341 12313	   	167.43	ACR|2VULN|2DMG|2ZMB|1DUR	1TLV|2RCR|3aZMB|4RCVC|5LIT|6LHND|7aVULN|8DUR|9aDMG|aBPWR
92	26541 33322	   	167.40	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4RCVC|5LIT|6VULN|9AART|aRPLT
93	26541 33323	   	167.40	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4RCVC|5LIT|6VULN|9AART|aBEXP
94	22251 21243	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	19MLV|2CDMG|3AART|4ASPD|57VULN|6DMG|8DUR|aRCR
95	26513 41522	   	167.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6VULN|78DUR|8BPWR|9ASPD|aAART
96	26541 33321	   	167.30	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4RCVC|5LIT|6VULN|9AART|aDUST
97	42225 32531	   	167.29	DCR|2DMG|1AART|2CDMG|2ZMB	1aTLV|29CDMG|3AART|4RCVC|5aZMB|6RCR|7DMSP|8aDMG|aBPWR
98	22242 32526	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1MLV|25CDMG|3AART|4ZMB|6RCR|7DMSP|89DMG|aDUR
99	26333 53523	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2RCR|3ZMB|4LIT|5aVULN|6FEWX|7DMG|8AART|9DUR
100	26333 52362	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2RCR|3ZMB|4LIT|57VULN|6FEWX|89DMG|aCDMG
101	26431 43843	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2RCR|3aLIT|4MBVNT|5ZMB|6DUST|7aVULN|8CDMG|9aDMG|aBPWR
102	22251 21163	   	167.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1MLV|2CDMG|3AART|49ASPD|57VULN|6DMG|8FEWX|aRCR
103	22251 21663	   	167.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1MLV|2CDMG|3AART|49ASPD|57VULN|6DMG|8BEXP|aRCR
104	22251 23563	   	166.93	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	18MLV|28CDMG|3AART|4ASPD|5VULN|68DMG|7DMSP|8BPWR|9BEXP|aRCR
105	22251 24363	   	166.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1MLV|2CDMG|3AART|49ASPD|58VULN|6DMG|7DUST|aRCR
106	22231 43511	   	166.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2CDMG|3AART|4LIT|5DMG|6ZMB|7CGEN|8aVULN|9RCR
107	22251 23553	   	166.83	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	18MLV|28CDMG|3AART|4ASPD|5VULN|68DMG|7DMSP|8BPWR|9DUST|aRCR
108	26533 33322	   	166.80	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aRPLT
109	26533 33323	   	166.80	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aBEXP
110	26533 33326	   	166.80	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aFEWX
111	42231 43511	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2CDMG|3AART|4LIT|5DMG|6ZMB|7CGEN|8aVULN|9RCR
112	26533 33321	   	166.70	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aDUST
113	26533 33324	   	166.70	ACR|3DMG|1AART|1VULN	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aCANSTR
114	46533 33322	   	166.70	ACR|3DMG|1AART|1VULN	1TLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aRPLT
115	46533 33323	   	166.70	ACR|3DMG|1AART|1VULN	1TLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aBEXP
116	46533 33321	   	166.60	ACR|3DMG|1AART|1VULN	1TLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9AART|aDUST
117	26513 24533	   	166.43	ACR|3DMG|2VULN|1DUR	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|aRCVC
118	26523 24533	   	166.43	ACR|3DMG|2VULN|1DUR	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|aRCVC
119	26513 24242	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2RCR|3DMG|4BEXP|5MBVNT|6DUR|78VULN|9ZMB|aAART
120	26513 41242	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2RCR|3DMG|4BEXP|5MBVNT|68VULN|7DUR|9ZMB|aAART
121	41321 42253	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	1aTLV|2LWND|3aCDMG|4RMIN|5LIT|6RCR|7DMG|8aVULN|9AART|aBPWR
122	26333 52225	 * 	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3ZMB|4LIT|578aVULN|6FEWX|9DMG
123	26513 14512	   	165.53	ACR|2VULN|2DMG|1AART	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6DUST|78VULN|8BPWR|9ERES|aAART
124	26513 42234	   	165.53	ACR|2VULN|2DMG|1AART	1MLV|2RCR|39DMG|4BEXP|5MBVNT|68VULN|7LHND|aAART
125	26523 42234	   	165.53	ACR|2VULN|2DMG|1AART	1MLV|2RCR|39DMG|4FEWX|5MBVNT|68VULN|7LHND|aAART
126	22422 21422	   	165.53	ACR|3DMG|1AART|1CDMG|1DUR	1MLV|2CDMG|3RCR|4RMIN|579DMG|6RCVC|8AART|aDUR
127	22462 21422	   	165.43	ACR|3DMG|1AART|1CDMG|1DUR	1MLV|2CDMG|3RCR|4ERES|579DMG|6RCVC|8AART|aDUR
128	42422 21422	   	165.43	ACR|3DMG|1AART|1CDMG|1DUR	1TLV|2CDMG|3RCR|4RMIN|579DMG|6RCVC|8AART|aDUR
129	26333 52222	   	165.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2RCR|3ZMB|4LIT|578VULN|6FEWX|9DMG|aCDMG
130	26513 24534	   	165.12	ACR|3DMG|2VULN|1DUR	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|aLHND
131	26523 24534	   	165.12	ACR|3DMG|2VULN|1DUR	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|aLHND
132	46333 52222	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2RCR|3ZMB|4LIT|578VULN|6FEWX|9DMG|aCDMG
133	26513 24531	   	165.02	ACR|3DMG|2VULN|1DUR	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|aERES
134	26523 24531	   	165.02	ACR|3DMG|2VULN|1DUR	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|aERES
135	31632 53111	   	164.98	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB|1SELL	17DUR|2ZMB|3SELL|47CDMG|57TLV|6RCR|7BPWR|8VULN|9aDMG
136	22251 11263	   	164.90	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3AART|49ASPD|57VULN|6ZMB|8DUR|aRCR
137	22422 21435	   	164.90	ACR|3DMG|1AART|2CDMG	1MLV|29CDMG|3RCR|4RMIN|57aDMG|6RCVC|8AART
138	26513 24532	   	164.88	ACR|3DMG|2VULN|1DUR|1SELL	18MLV|2RCR|389DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|aSELL
139	26523 24532	   	164.88	ACR|3DMG|2VULN|1DUR|1SELL	18MLV|2RCR|389DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|aSELL
140	22121 42365	 * 	164.78	DCR|3DMG|1VULN|2CDMG|1DUR	18MLV|28CDMG|3DUR|4RMIN|5LIT|6RCR|789DMG|8BPWR|aVULN
141	62223 16352	 * 	164.53	ACR|3VULN|2DMG|1CDMG	1LWND|2FEWX|378VULN|4BEXP|5RCR|6aDMG|9CDMG
142	31522 11543	   	164.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|2ZMB|3DMG|4FEWX|5MLV|7aVULN|8RCR|9AART
143	21511 22552	 * 	164.21	DCR|3DMG|2VULN|1CDMG	17MLV|2LWND|37aDMG|4BEXP|5TLV|67VULN|7BPWR|8RCR|9CDMG
144	21521 22552	   	164.21	DCR|3DMG|2VULN|1CDMG	17MLV|2LWND|37aDMG|4FEWX|5TLV|67VULN|7BPWR|8RCR|9CDMG
145	26541 33312	   	164.19	ACR|3DMG|1VULN|1CDMG|1DUR	1MLV|2RCR|378DMG|4RCVC|5LIT|6VULN|9CDMG|aDUR
146	31521 11543	   	164.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|2ZMB|3DMG|4FEWX|5TLV|7aVULN|8RCR|9AART
147	22225 52621	 * 	164.11	DCR|2AART|2DMG|2ASPD|1CDMG	16aMLV|2CDMG|35AART|4RCVC|7aASPD|8aDMG|9RCR|aBPWR
148	31542 53111	   	164.02	DCR|3DMG|1VULN|2DUR|1ZMB	17DUR|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aFEWX
149	31542 53113	   	164.02	DCR|3DMG|1VULN|2DUR|1ZMB	17DUR|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aBEXP
150	46233 63223	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1TLV|2RCR|34LWND|5RPLT|6AART|7DMG|8aVULN|9CDMG
151	31542 51131	   	163.92	DCR|3DMG|1VULN|2DUR|1ZMB	19DUR|2ZMB|39aDMG|4RCVC|5TLV|6RCR|7VULN|89ERES|9BPWR
152	11431 33833	   	163.74	ACR|2VULN|2DMG|2ZMB|1CDMG	1DUST|2aZMB|3LIT|4MBVNT|5RCR|6CGEN|7aVULN|8CDMG|9aDMG|aBPWR
153	22451 33262	   	163.62	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR|1ASPD	1MLV|2CDMG|3RCR|4BEXP|5ASPD|6aDMG|7VULN|8FLTHEA|9DUR
154	26533 33312	   	163.59	ACR|3DMG|1VULN|1CDMG|1DUR	1MLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9CDMG|aDUR
155	46533 33312	   	163.49	ACR|3DMG|1VULN|1CDMG|1DUR	1TLV|2RCR|378DMG|4LIT|5VULN|6RCVC|9CDMG|aDUR
156	22433 32122	   	163.37	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8LHND|9DMG|aVULN
157	42433 32122	   	163.27	ACR|1AART|1VULN|2CDMG|1DMG|1FLTHEA	1TLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8LHND|9DMG|aVULN
158	22463 21531	   	163.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3RCR|4ERES|5ZMB|6RCVC|7DMG|8AART|9DUR|aVULN
159	42225 32131	 * 	163.23	DCR|3ZMB|1AART|2CDMG|1VULN	18TLV|28CDMG|3AART|4RCVC|58aZMB|6RCR|7DMSP|8BPWR|9VULN
160	22231 34411	   	163.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2CDMG|3AART|4LIT|5DMG|6DUR|7ASPD|8ZMB|9RCR|aVULN
161	26441 32113	   	163.08	ACR|2VULN|2DMG|1ZMB|1DUR	1MLV|2RCR|3aLIT|4DUR|5ZMB|6RCVC|7aVULN|8LHND|9aDMG|aBPWR
162	42231 34411	   	163.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2CDMG|3AART|4LIT|5DMG|6DUR|7ASPD|8ZMB|9RCR|aVULN
163	22422 51422	   	163.02	ACR|3DMG|1AART|1CDMG|1DUR	16MLV|2CDMG|3RCR|4RMIN|579DMG|8AART|aDUR
164	22433 41531	   	163.00	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1MLV|24CDMG|3RCR|5ERES|6ASPD|7DMG|8AART|9DUR|aVULN
165	32163 65223	 * 	162.99	DCR|3VULN|1AART|2DUR|1ASPD	14DUR|2FEWX|3LWND|5AART|6RCR|7ASPD|89aVULN
