0	Index      	 *	Score 	Summary	Detail	
1	51226 33622	 * 	196.05	DCR|2VULN|2DMG|2AART|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7aDMG|89AART
32	22313 14325	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|28aVULN|3DMG|4ERES|5AART|6RCR|7DUST|9CDMG
33	12333 11255	 * 	177.19	DCR|3VULN|1AART|1DMG|2ASPD|1SELL	19ERES|29aVULN|3DMG|4MLV|5AART|6RCR|79ASPD|8SELL|9BPWR
34	26128 31622	   	177.16	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CGEN|29AART|3DUR|4MBVNT|57VULN|6CDMG|8RCR|aDMG
35	12333 14226	   	176.62	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2aVULN|39DMG|4MLV|5AART|6RCR|7DUST|8ZMB
36	22123 32426	   	176.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|259VULN|3AIRHEA|4DMG|6AART|7DUR|8RCR|aZMB
37	12123 32426	   	176.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ERES|259VULN|3AIRHEA|4DMG|6AART|7DUR|8RCR|aZMB
38	22322 22112	   	175.92	DCR|4VULN|1AART|1DMG|1DUR	1CGEN|267aVULN|3DMG|4LHND|5DUR|8AART|9RCR
39	22331 22112	   	175.92	DCR|4VULN|1AART|1DMG|1DUR	1CGEN|267aVULN|3DMG|4DUR|5LHND|8AART|9RCR
40	51213 11122	   	175.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2LHND|3aVULN|4SELL|5AART|6RCR|7ASPD|8DUR|9DMG
41	22313 13366	 * 	175.23	DCR|3VULN|2AART|1DMG	1CGEN|28aVULN|3DMG|4ERES|59AART|6RCR|7MLV
42	22322 12113	   	174.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1CGEN|27VULN|36DMG|4LHND|5DUR|8AART|9RCR|aZMB
43	22331 12113	   	174.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1CGEN|27VULN|36DMG|4DUR|5LHND|8AART|9RCR|aZMB
44	12433 12642	   	174.68	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|28aVULN|3ZMB|4MLV|5AART|6RCR|7NUKE|9DMG
45	51226 32511	   	174.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8ASPD|9RPLT|aDMG
46	51226 32532	   	174.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8ASPD|9RCVC|aDMG
47	22124 64232	 * 	174.40	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17CGEN|27VULN|3AIRHEA|46DMG|57ASPD|7BPWR|8DUR|9AART|aRCR
48	12124 64232	   	174.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17ERES|27VULN|3AIRHEA|46DMG|57ASPD|7BPWR|8DUR|9AART|aRCR
49	22233 36333	   	173.77	DCR|3VULN|2DMG|1AART	17CGEN|257VULN|3RCVC|47DMG|6AART|7BPWR|8ERES|9RCR|aRMIN
50	22233 36335	   	173.77	DCR|3VULN|2DMG|1AART	17CGEN|257VULN|3RCVC|47DMG|6AART|7BPWR|8ERES|9RCR|aLHND
51	22233 36331	   	173.67	DCR|3VULN|2DMG|1AART	17CGEN|257VULN|3RCVC|47DMG|6AART|7BPWR|8ERES|9RCR|aMBVNT
52	22233 36332	   	173.67	DCR|3VULN|2DMG|1AART	17CGEN|257VULN|3RCVC|47DMG|6AART|7BPWR|8ERES|9RCR|aDUST
53	42552 11322	   	173.55	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1LSRICY|24DUR|348VULN|4BPWR|5AART|6CGEN|7DMG|9ASPD|aRCR
54	43652 11322	   	173.55	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1LSRICY|248VULN|34DUR|4BPWR|5AART|6CGEN|7DMG|9ASPD|aRCR
55	51226 33612	 * 	173.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8AART|9RPLT
56	12333 11123	   	173.01	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2VULN|39DMG|4MLV|5AART|6RCR|7ASPD|8DUR|aZMB
57	12433 11122	   	173.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2aVULN|3ZMB|4MLV|5AART|6RCR|7ASPD|8DUR|9DMG
58	51226 32622	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2LHND|35VULN|49DUR|6RCR|7AART|8CGEN|aDMG
59	12353 11123	   	172.91	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2VULN|39DMG|4TLV|5AART|6RCR|7ASPD|8DUR|aZMB
60	12453 11122	   	172.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2aVULN|3ZMB|4TLV|5AART|6RCR|7ASPD|8DUR|9DMG
61	22322 22113	   	172.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|267VULN|3DMG|4LHND|5DUR|8AART|9RCR|aZMB
62	22331 22113	   	172.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|267VULN|3DMG|4DUR|5LHND|8AART|9RCR|aZMB
63	12433 11442	   	172.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ERES|2aVULN|3ZMB|4MLV|5AART|6RCR|78ASPD|9DMG
64	12433 13624	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|28VULN|3ZMB|4MLV|5AART|6RCR|7DUST|9CDMG|aDMG
65	22353 11443	   	172.68	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1CGEN|2VULN|39DMG|4TLV|5AART|6RCR|78ASPD|aZMB
66	22413 13624	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|28VULN|3ZMB|4ERES|5AART|6RCR|7DUST|9CDMG|aDMG
67	51226 33221	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8ERES|9ASPD|aAART
68	12333 11622	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2aVULN|39DMG|4MLV|5AART|6RCR|7ASPD|8LHND
69	22313 11343	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|28VULN|39DMG|4ERES|5AART|6RCR|7ASPD|aLHND
70	22313 11344	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1aCGEN|28VULN|39DMG|4ERES|5AART|6RCR|7ASPD
71	12333 11526	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2aVULN|39DMG|4MLV|5AART|6RCR|7ASPD|8DUST
72	12353 11622	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2aVULN|39DMG|4TLV|5AART|6RCR|7ASPD|8LHND
73	12353 13122	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2aVULN|39DMG|4TLV|5AART|6RCR|7MLV|8DUR
74	22313 11342	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|28VULN|39DMG|4aERES|5AART|6RCR|7ASPD
75	22313 11346	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|28VULN|39DMG|4ERES|5AART|6RCR|7ASPD|aTLV
76	22124 54232	 * 	172.47	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	17CGEN|267VULN|3AIRHEA|4DMG|57ASPD|7BPWR|8DUR|9AART|aRCR
77	21343 12116	   	172.47	DCR|3VULN|2DMG|1AART	1CGEN|2LHND|36DMG|4FEWX|57aVULN|8AART|9RCR
78	22341 12116	   	172.47	DCR|3VULN|2DMG|1AART	1CGEN|27aVULN|36DMG|4FEWX|5LHND|8AART|9RCR
79	23323 12112	   	172.47	DCR|3VULN|2DMG|1AART	1CGEN|2BEXP|36DMG|4LHND|57aVULN|8AART|9RCR
80	12353 11526	   	172.45	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2aVULN|39DMG|4TLV|5AART|6RCR|7ASPD|8DUST
81	11323 12116	   	172.37	DCR|3VULN|2DMG|1AART	1ERES|2LHND|36DMG|4FEWX|57aVULN|8AART|9RCR
82	12321 12116	   	172.37	DCR|3VULN|2DMG|1AART	1ERES|27aVULN|36DMG|4FEWX|5LHND|8AART|9RCR
83	21333 12112	   	172.37	DCR|3VULN|2DMG|1AART	1CGEN|2LHND|36DMG|4LEGI|57aVULN|8AART|9RCR
84	21363 12112	   	172.37	DCR|3VULN|2DMG|1AART	1CGEN|2LHND|36DMG|4DUST|57aVULN|8AART|9RCR
85	22321 12112	   	172.37	DCR|3VULN|2DMG|1AART	1CGEN|27aVULN|36DMG|4LHND|5LEGI|8AART|9RCR
86	22361 12112	   	172.37	DCR|3VULN|2DMG|1AART	1CGEN|27aVULN|36DMG|4DUST|5LHND|8AART|9RCR
87	22363 16112	   	172.37	DCR|3VULN|2DMG|1AART	1CGEN|27aVULN|36DMG|4DUST|5LWND|8AART|9RCR
88	12124 54232	   	172.27	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	17ERES|267VULN|3AIRHEA|4DMG|57ASPD|7BPWR|8DUR|9AART|aRCR
89	11363 12112	   	172.27	DCR|3VULN|2DMG|1AART	1ERES|2LHND|36DMG|4DUST|57aVULN|8AART|9RCR
90	12361 12112	   	172.27	DCR|3VULN|2DMG|1AART	1ERES|27aVULN|36DMG|4DUST|5LHND|8AART|9RCR
91	12363 16112	   	172.27	DCR|3VULN|2DMG|1AART	1ERES|27aVULN|36DMG|4DUST|5LWND|8AART|9RCR
92	22313 11123	 * 	171.72	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1CGEN|2VULN|3DMG|4ERES|5AART|6RCR|7ASPD|8DUR|9CDMG|aFLTHEA
93	22353 11123	   	171.72	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CGEN|2VULN|3DMG|4TLV|5AART|6RCR|7ASPD|8DUR|9CDMG|aFLTHEA
94	26521 31731	 * 	171.23	DCR|2VULN|1AART|3CDMG|1DMG	19CGEN|2AART|356CDMG|45VULN|5BPWR|7MBVNT|8RCR|aDMG
95	26521 31741	   	171.23	DCR|2VULN|1AART|3CDMG|1DMG	1CGEN|2AART|356CDMG|45VULN|5BPWR|7MBVNT|8RCR|9RCVC|aDMG
96	12123 33446	   	171.22	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25VULN|3AIRHEA|4aDMG|6AART|7LWND|8RCR|9ZMB
97	22236 44232	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|27VULN|3RCVC|49DMG|5CDMG|6RCR|8ZMB|aDUR
98	22236 44233	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CGEN|27VULN|3RCVC|49DMG|5CDMG|6RCR|8ZMB|aASPD
99	51226 33121	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2LHND|35VULN|49DUR|6RCR|7DMG|8BEXP|aAART
100	12333 13344	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1ERES|289VULN|3DMG|47MLV|5AART|6RCR|aDUR
101	12333 16344	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1ERES|289VULN|3DMG|4MLV|5AART|6RCR|7RCVC|aDUR
102	22313 11322	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|28aVULN|3DMG|4ERES|5AART|6RCR|7ASPD|9LWND
103	26511 16232	   	170.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4DUST|5LSRREG|6RCR|79VULN|8DMG|aDUR
104	12236 43225	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3RCVC|4DMG|5CDMG|6RCR|7CGEN|8ZMB|9AART
105	51224 22522	   	170.35	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	16CDMG|2LHND|3VULN|4DUR|5RCR|79AART|8ASPD|aDMG
106	54222 14111	 * 	170.33	DCR|3VULN|3CDMG|1DMG|3DUR	158CDMG|246DUR|368VULN|68BPWR|7RCVC|9DMG|aRCR
107	12316 43225	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14ERES|2aVULN|3DMG|5CDMG|6RCR|7CGEN|8ZMB|9AART
108	54222 34111	   	170.23	DCR|3VULN|3CDMG|1DMG|3DUR	158CDMG|247DUR|368VULN|8BPWR|9DMG|aRCR
109	26521 33143	 * 	170.15	DCR|2AART|2VULN|3CDMG|2DUR	1CGEN|28AART|356CDMG|45VULN|5BPWR|79DUR|aRCR
110	42522 11522	   	170.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1LSRICY|2DUR|34VULN|5AART|6CGEN|78DMG|9ASPD|aRCR
111	43622 11522	   	170.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1LSRICY|24VULN|3DUR|5AART|6CGEN|78DMG|9ASPD|aRCR
112	26521 61311	   	169.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1CGEN|2AART|35CDMG|45VULN|5BPWR|6BELT|7DUR|8RPLT|9RCR|aDMG
113	46213 26232	   	169.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|2CGEN|3ZMB|456VULN|7DMG|8DUR|9AART|aRCR
114	26511 16233	   	169.79	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2AART|3aCDMG|4DUST|5LSRREG|6RCR|79VULN|8DMG
115	22153 26232	   	169.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|256VULN|3AIRHEA|4ZMB|7DMG|8DUR|9AART|aRCR
116	22166 26232	   	169.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|246VULN|3AIRHEA|5ZMB|7DMG|8DUR|9AART|aRCR
117	12123 25232	   	169.62	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ERES|256VULN|3AIRHEA|4DMG|7ZMB|8DUR|9AART|aRCR
118	51224 22342	 * 	169.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2LHND|38VULN|4DUR|5RCR|7AART|9MLV|aDMG
119	46323 32522	   	169.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1LSRICY|2CGEN|35VULN|48DMG|6AART|7DUR|9ASPD|aRCR
120	51224 22362	   	169.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2LHND|38VULN|4DUR|5RCR|7AART|9ERES|aDMG
121	22123 32522	   	169.39	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1CGEN|25VULN|3AIRHEA|48DMG|6AART|7DUR|9ASPD|aRCR
122	22123 31426	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|259VULN|3AIRHEA|4DMG|6AART|7BEXP|8RCR|aZMB
123	22123 34426	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|259VULN|3AIRHEA|4DMG|6AART|7FEWX|8RCR|aZMB
124	51224 12522	   	169.33	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CDMG|2LHND|3VULN|46DUR|5RCR|79AART|8ASPD|aDMG
125	12123 31426	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|259VULN|3AIRHEA|4DMG|6AART|7BEXP|8RCR|aZMB
126	12123 34426	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|259VULN|3AIRHEA|4DMG|6AART|7FEWX|8RCR|aZMB
127	22333 13112	   	169.05	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|2aVULN|36DMG|47DUR|5LWND|8AART|9RCR
128	21343 22116	   	168.98	DCR|4VULN|1AART|1DMG	1CGEN|2LHND|3DMG|4FEWX|567aVULN|8AART|9RCR
129	22341 22116	   	168.98	DCR|4VULN|1AART|1DMG	1CGEN|267aVULN|3DMG|4FEWX|5LHND|8AART|9RCR
130	23323 22112	   	168.98	DCR|4VULN|1AART|1DMG	1CGEN|2BEXP|3DMG|4LHND|567aVULN|8AART|9RCR
131	51224 23611	   	168.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	16CDMG|2LHND|3VULN|4DUR|5RCR|7aDMG|8AART|9RPLT
132	51224 23632	   	168.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	16CDMG|2LHND|3VULN|4DUR|5RCR|7aDMG|8AART|9RCVC
133	11323 22116	   	168.88	DCR|4VULN|1AART|1DMG	1ERES|2LHND|3DMG|4FEWX|567aVULN|8AART|9RCR
134	21333 22112	   	168.88	DCR|4VULN|1AART|1DMG	1CGEN|2LHND|3DMG|4LEGI|567aVULN|8AART|9RCR
135	21363 22112	   	168.88	DCR|4VULN|1AART|1DMG	1CGEN|2LHND|3DMG|4DUST|567aVULN|8AART|9RCR
136	22321 22112	   	168.88	DCR|4VULN|1AART|1DMG	1CGEN|267aVULN|3DMG|4LHND|5LEGI|8AART|9RCR
137	22361 22112	   	168.88	DCR|4VULN|1AART|1DMG	1CGEN|267aVULN|3DMG|4DUST|5LHND|8AART|9RCR
138	22363 26112	   	168.88	DCR|4VULN|1AART|1DMG	1CGEN|267aVULN|3DMG|4DUST|5LWND|8AART|9RCR
139	12321 22116	   	168.88	DCR|4VULN|1AART|1DMG	1ERES|267aVULN|3DMG|4FEWX|5LHND|8AART|9RCR
140	12123 33166	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25VULN|3AIRHEA|4aDMG|6AART|7LWND|8ZMB|9RCR
141	12123 33566	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25VULN|3AIRHEA|48DMG|6AART|7LWND|9RCR|aZMB
142	54223 44622	   	168.81	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CDMG|24DUR|3VULN|5MBVNT|6ASPD|79AART|8RCR|aDMG
143	51226 31341	   	168.80	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7BEXP|8ZMB|9aAART
144	11363 22112	   	168.78	DCR|4VULN|1AART|1DMG	1ERES|2LHND|3DMG|4DUST|567aVULN|8AART|9RCR
145	12361 22112	   	168.78	DCR|4VULN|1AART|1DMG	1ERES|267aVULN|3DMG|4DUST|5LHND|8AART|9RCR
146	12363 26112	   	168.78	DCR|4VULN|1AART|1DMG	1ERES|267aVULN|3DMG|4DUST|5LWND|8AART|9RCR
147	22313 14223	   	168.74	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CGEN|2VULN|3DMG|4ERES|5AART|6RCR|7DUST|8ZMB|9CDMG|aFLTHEA
148	12333 13422	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2VULN|3aDMG|47MLV|5AART|6RCR|8DUR|9CDMG
149	12333 13425	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2aVULN|3DMG|47MLV|5AART|6RCR|8DUR|9CDMG
150	12333 16422	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2VULN|3aDMG|4MLV|5AART|6RCR|7RCVC|8DUR|9CDMG
151	12333 16425	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2aVULN|3DMG|4MLV|5AART|6RCR|7RCVC|8DUR|9CDMG
152	22313 13424	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3aDMG|4ERES|5AART|6RCR|7MLV|8ASPD|9CDMG
153	22313 13425	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3DMG|4ERES|5AART|6RCR|7MLV|8ASPD|9CDMG
154	22313 16422	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2VULN|3aDMG|4ERES|5AART|6RCR|7RCVC|8DUR|9CDMG
155	22313 16425	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2aVULN|3DMG|4ERES|5AART|6RCR|7RCVC|8DUR|9CDMG
156	22353 13424	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3aDMG|4TLV|5AART|6RCR|7MLV|8ASPD|9CDMG
157	22353 13425	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3DMG|4TLV|5AART|6RCR|7MLV|8ASPD|9CDMG
158	22353 16422	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2VULN|3aDMG|4TLV|5AART|6RCR|7RCVC|8DUR|9CDMG
159	12333 14622	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|28VULN|3DMG|4MLV|5AART|6RCR|7DUST|9CDMG|aDUR
160	22313 14322	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|28VULN|3DMG|4ERES|5AART|6RCR|7DUST|9CDMG|aDUR
161	12353 13424	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3aDMG|4TLV|5AART|6RCR|7MLV|8ASPD|9CDMG
162	12353 13425	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2aVULN|3DMG|4TLV|5AART|6RCR|7MLV|8ASPD|9CDMG
163	12353 16422	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2VULN|3aDMG|4TLV|5AART|6RCR|7RCVC|8DUR|9CDMG
164	22353 11324	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3aDMG|4TLV|5AART|6RCR|7ASPD|8ERES|9CDMG
165	22353 11325	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2aVULN|3DMG|4TLV|5AART|6RCR|7ASPD|8ERES|9CDMG
166	51224 12342	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2LHND|38VULN|46DUR|5RCR|7AART|9MLV|aDMG
167	12353 14622	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|28VULN|3DMG|4TLV|5AART|6RCR|7DUST|9CDMG|aDUR
