0	Index      	 *	Score 	Summary	Detail	
1	63235 33263	 * 	202.60	ACR|2DMG|3ZMB|1AART|2CDMG|1VULN	1RCR|23aZMB|4AART|5VULN|6aCDMG|7CGEN|8LIT|9aDMG|aBPWR
47	63221 62215	   	188.83	ACR|4VULN|3ZMB|1AART	1RCR|238ZMB|46FEWX|5689VULN|68BPWR|78LWND|aAART
48	22334 14621	   	188.56	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1aVULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|8CDMG|9DUR
49	66323 31215	   	188.42	ACR|4VULN|1AART|1CDMG|2DUR	1RCR|25DUR|3CDMG|489aVULN|6AART|7RPLT
50	22511 63132	 * 	188.07	DCR|3VULN|1AART|3CDMG|3DUR	19aVULN|2AART|39aCDMG|4BEXP|5LWND|6RCR|7BELT|89aDUR|9aBPWR
51	22521 23132	   	187.97	DCR|3VULN|1AART|3CDMG|3DUR	19aVULN|2AART|39aCDMG|4DUST|5LWND|6RCR|7BELT|89aDUR|9aBPWR
52	22256 11532	   	187.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	145VULN|2AART|3RPLT|6CDMG|7RCR|8ZMB|9DMG|aDMSP
53	22256 11533	   	187.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	145VULN|2AART|3RPLT|6CDMG|7RCR|8ZMB|9DMG|aLWND
54	66113 12521	 * 	187.88	ACR|2VULN|2DMG|1AART|3DUR	1RCR|259DUR|3BELT|4AART|69DMG|79VULN|8RPLT|9BPWR|aLIT
55	66113 12522	   	187.88	ACR|2VULN|2DMG|1AART|3DUR	1RCR|259DUR|3aBELT|4AART|69DMG|79VULN|8RPLT|9BPWR
56	66113 12523	   	187.88	ACR|2VULN|2DMG|1AART|3DUR	1RCR|259DUR|3BELT|4AART|69DMG|79VULN|8RPLT|9BPWR|aMLV
57	63526 21313	   	187.79	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	1RCR|25ZMB|35VULN|4RPLT|5BPWR|6LIT|7AART|8DMG|9ASPD|aCDMG
58	22125 42262	 * 	187.77	DCR|4VULN|2DMG|1AART	1579VULN|2AART|37ERES|4RPLT|67DMG|7BPWR|8LIT|aRCR
59	63322 25413	   	187.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|2ZMB|3ERES|4BEXP|5DUR|68DMG|7AART|9aVULN
60	25622 31211	 * 	187.62	ACR|2VULN|2DMG|3ZMB|1AART	18VULN|27aZMB|3BELT|48BEXP|5RCR|68DMG|8BPWR|9AART
61	25632 31211	   	187.62	ACR|2VULN|2DMG|3ZMB|1AART	18VULN|27aZMB|3BELT|48LHND|5RCR|68DMG|8BPWR|9AART
62	35532 31211	   	187.62	ACR|2VULN|2DMG|3ZMB|1AART	18FEWX|27aZMB|38VULN|4BELT|5RCR|68DMG|8BPWR|9AART
63	63236 42323	 * 	187.57	ACR|2AART|2VULN|3ZMB|1CDMG	1RCR|239ZMB|46AART|5ERES|79MLV|89VULN|9BPWR|aCDMG
64	22542 42123	 * 	187.32	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17VULN|2AART|37CDMG|4TLV|5DUR|67DMG|7BPWR|8AIRHEA|9RCR|aBELT
65	63233 53122	   	187.29	ACR|2AART|2VULN|1DMG|2ZMB|1ASPD	1RCR|23ZMB|46AART|5RPLT|7aVULN|8ASPD|9DMG
66	22542 42121	   	187.22	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17VULN|2AART|37CDMG|4TLV|5DUR|67DMG|7BPWR|8AIRHEA|9RCR|aERES
67	63211 51631	 * 	186.99	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	1RCR|23ZMB|45VULN|6DUR|7aASPD|8AART|9DMG
68	63211 52215	   	186.86	ACR|3VULN|3ZMB|1AART|2DUR	1RCR|238ZMB|459VULN|68DUR|78LWND|8BPWR|aAART
69	63215 31611	   	186.86	ACR|3VULN|3ZMB|1AART|2DUR	1RCR|235ZMB|459VULN|59BPWR|69LWND|7DLOT|89DUR|aAART
70	63215 32161	   	186.77	ACR|3VULN|2AART|3ZMB	1RCR|235ZMB|458VULN|58BPWR|68LWND|78BEXP|9aAART
71	22223 66232	 * 	186.75	ACR|4VULN|2AART|1DMG	168aVULN|27AART|3RPLT|4DUST|5RCR|9DMG
72	22612 33366	 * 	186.34	DCR|4VULN|1AART|1DMG|1FLTHEA	1478VULN|2AART|3LHND|5DMG|6RCVC|9FLTHEA|aRCR
73	22252 11525	   	186.26	DCR|3VULN|2AART|1CDMG|1ZMB|1DUR	149VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|aDUR
74	22334 14412	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	19VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|78DMG|aLHND
75	63233 43133	 * 	185.55	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1FLTHEA|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|7VULN|8ASPD|9FLTHEA|aCDMG
76	22256 11151	 * 	185.33	DCR|4VULN|1AART|3CDMG	1459VULN|2AART|3RPLT|69aCDMG|7RCR|8RCVC|9BPWR
77	63235 32135	   	184.76	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5aVULN|6CDMG|7RCVC|8RPLT|9DMG
78	63533 23343	 * 	184.57	ACR|5VULN|1AART|1ZMB	1RCR|2ZMB|3678aVULN|4BELT|5CGEN|9AART
79	63235 31343	 * 	184.45	ACR|3VULN|1AART|2CDMG|2ZMB	1RCR|23ZMB|4AART|59aVULN|67CDMG|8BEXP
80	63233 43242	   	184.45	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|23ZMB|4AART|5RPLT|6DMG|78aVULN|9TLV
81	66111 23225	   	184.33	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|589aVULN|6MLV|7CDMG
82	66112 33225	   	184.23	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5TLV|689aVULN|7CDMG
83	12542 62222	   	184.07	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	19LHND|2AART|39CDMG|4VULN|5DUR|6RCR|7BELT|89DMG|9BPWR|aASPD
84	22334 14633	 * 	183.99	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1ZMB|1ASPD	1VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|8aCDMG|9FLTHEA
85	22252 11532	   	183.73	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	14VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|9DMG|aDMSP
86	22252 11533	   	183.73	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	14VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|9DMG|aLWND
87	22252 11543	   	183.73	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	14VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|9BEXP|aDMG
88	22256 11215	 * 	183.70	DCR|5VULN|1AART|1CDMG	1459aVULN|2AART|3RPLT|6CDMG|7RCR|8DUST
89	22223 66234	   	183.65	ACR|3VULN|2AART|1DMG|1ZMB	168VULN|27AART|3RPLT|4DUST|5RCR|9DMG|aZMB
90	22252 11534	   	183.63	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	14VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|9DMG|aERES
91	22334 14212	   	183.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	189VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|aLHND
92	22334 14253	   	183.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	18aVULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|9DMSP
93	22334 14263	   	183.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	18aVULN|2AART|3ASPD|49FEWX|5ZMB|6RCR|7DMG
94	22624 14212	   	183.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	189VULN|2AART|3aLHND|4ASPD|5ZMB|6RCR|7DMG
95	22252 11155	 * 	183.57	DCR|3VULN|2AART|2CDMG|1DUR	149VULN|25AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aDUR
96	22334 14214	   	183.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	189VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|aERES
97	22334 14216	   	183.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	189VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|aDUST
98	66111 16132	   	183.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUR|3BELT|4AART|57aVULN|6ASPD|8ERES|9DMG
99	62243 21323	   	183.38	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2DUST|3LHND|4CDMG|58DMG|6LIT|7AART|9aVULN
100	62443 21323	   	183.28	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2DUST|3LEGI|4CDMG|58DMG|6LIT|7AART|9aVULN
101	63211 52261	   	183.25	ACR|2VULN|2AART|3ZMB|2DUR	1RCR|238ZMB|45VULN|68DUR|78LWND|8BPWR|9aAART
102	63233 53124	 * 	183.23	ACR|2AART|3ZMB|1VULN|1DMG|1ASPD	1RCR|23aZMB|46AART|5RPLT|7VULN|8ASPD|9DMG
103	66324 31212	   	183.13	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2DUR|3CDMG|4589VULN|6AART|7RPLT|aDMSP
104	66324 31213	   	183.13	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2DUR|3CDMG|4589VULN|6AART|7RPLT|aLWND
105	61612 22142	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2CANHEL|3AART|4BEXP|59DMG|68VULN|7DUST|aZMB
106	61622 22142	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2CANHEL|3AART|4FEWX|59DMG|68VULN|7DUST|aZMB
107	63235 33611	   	182.96	ACR|2VULN|3ZMB|1AART|1CDMG|1ASPD	1RCR|23aZMB|4AART|58VULN|6CDMG|7CGEN|9ASPD
108	22334 14231	   	182.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|9CDMG|aRCVC
109	22334 14431	   	182.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|78DMG|9CDMG|aRCVC
110	22122 16361	   	182.91	DCR|3VULN|2DMG|1AART|1ASPD	18aVULN|2AART|38ERES|4RPLT|5ASPD|6DUST|78DMG|8BPWR|9RCR
111	63233 43121	   	182.78	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	1RCR|23ZMB|4AART|5RPLT|6DMG|7aVULN|8ASPD|9DUR
112	63235 31531	 * 	182.72	ACR|2AART|1VULN|1DMG|2CDMG|2ZMB	1RCR|23ZMB|48AART|5VULN|67CDMG|9DMG|aLIT
113	63235 31533	   	182.72	ACR|2AART|1VULN|1DMG|2CDMG|2ZMB	1RCR|23ZMB|48AART|5VULN|67CDMG|9DMG|aRPLT
114	22252 11151	 * 	182.67	DCR|3VULN|2AART|3CDMG	149VULN|25AART|3RPLT|69aCDMG|7RCR|8RCVC|9BPWR
115	63233 63125	   	182.63	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|23aZMB|4AART|5RPLT|6aMGNSTR|7CGEN|8DMG|9aVULN|aBPWR
116	63235 33632	   	182.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|58VULN|6CDMG|7aCGEN|9DMG
117	63235 33633	   	182.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|58VULN|6CDMG|7CGEN|9DMG|aLHND
118	63233 43252	   	182.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9CDMG|aDMSP
119	63233 43253	   	182.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9CDMG|aLWND
120	63233 43612	   	182.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5RPLT|6DMG|79VULN|8CDMG|aDMSP
121	63233 43613	   	182.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5RPLT|6DMG|79VULN|8CDMG|aLWND
122	65322 22336	 * 	182.45	ACR|3VULN|1AART|1DMG|2ASPD	1RCR|28ERES|368VULN|4RPLT|58ASPD|7RCVC|8BPWR|9AART|aDMG
123	63235 34322	   	182.45	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|59VULN|6CDMG|7LEGI|8BELT|aDMG
124	63235 34332	   	182.45	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5aVULN|6CDMG|7LEGI|8BELT|9DMG
125	63232 33632	   	182.45	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5DUST|6CDMG|7CGEN|8aVULN|9DMG
126	63233 46213	   	182.45	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4AART|5RPLT|6DMG|7CDMG|8DUST|9aVULN
127	66323 32125	 * 	182.44	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1RCR|25aDUR|3CDMG|49VULN|6AART|7LSRREG|8DMG
128	22252 11415	 * 	182.42	DCR|4VULN|2AART|1CDMG	149aVULN|25AART|3RPLT|6CDMG|7RCR|8LHND
129	22256 11412	   	182.42	DCR|4VULN|2AART|1CDMG	1459VULN|2aAART|3RPLT|6CDMG|7RCR|8LHND
130	22252 11215	   	182.32	DCR|4VULN|2AART|1CDMG	149aVULN|25AART|3RPLT|6CDMG|7RCR|8DUST
131	63211 21441	 * 	182.28	ACR|3VULN|2DMG|2ZMB|1ASPD	1RCR|23ZMB|459VULN|6MGNSTR|78DMG|aASPD
132	66324 31231	   	182.28	ACR|3VULN|1AART|2CDMG|1ASPD|1DUR	1RCR|2DUR|39CDMG|458VULN|6AART|7RPLT|aASPD
133	25511 21541	   	182.17	DCR|3VULN|2DMG|1AART|1ZMB	134VULN|2ZMB|5MBVNT|6MGNSTR|78DMG|9RCR|aAART
134	61633 23143	   	181.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2CANHEL|3AART|4ASPD|5DMG|6ERES|78VULN|9DUR|aCDMG
135	22256 11523	   	181.97	DCR|4VULN|1AART|1CDMG|1ZMB	1459VULN|2AART|3RPLT|6CDMG|7RCR|8ZMB|aLWND
136	22521 26235	   	181.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	18VULN|27AART|3CDMG|4DUST|5LWND|6RCR|9DMG|aDUR
137	22256 11522	   	181.87	DCR|4VULN|1AART|1CDMG|1ZMB	1459VULN|2AART|3RPLT|6CDMG|7RCR|8ZMB|aDUST
138	63215 22124	   	181.66	ACR|3VULN|3ZMB|1AART|1DUR	1RCR|235ZMB|458VULN|58BPWR|68FEWX|78BEXP|9DUR|aAART
139	63233 43231	   	181.65	ACR|2AART|2VULN|1DMG|2ZMB	1RCR|23ZMB|49AART|5RPLT|6DMG|78VULN|aRCVC
140	22334 14223	   	181.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|9LWND|aCDMG
141	22334 14234	   	181.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|9CDMG|aRPLT
142	22334 14423	   	181.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|78DMG|9LWND|aCDMG
143	22334 14611	   	181.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|8CDMG|9LWND
144	22624 14231	   	181.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3LHND|4ASPD|5ZMB|6RCR|7DMG|9CDMG|aBELT
145	22624 14233	   	181.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3aLHND|4ASPD|5ZMB|6RCR|7DMG|9CDMG
146	66111 12521	   	181.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2DUR|3BELT|4AART|59VULN|6ASPD|7RPLT|8DMG|aCDMG
147	22334 14233	   	181.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|9CDMG|aERES
148	22334 14433	   	181.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|78DMG|9CDMG|aERES
149	22624 14232	   	181.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	18VULN|2AART|3LHND|4ASPD|5ZMB|6RCR|7DMG|9CDMG|aERES
150	63215 12124	   	181.46	ACR|3VULN|3ZMB|1AART|1DUR	1RCR|235ZMB|458VULN|58BPWR|68DUST|78BEXP|9DUR|aAART
151	63215 32363	   	181.44	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6LWND|7BEXP|8RCVC|9AART|aDMG
152	66323 31211	   	181.26	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	1RCR|25DUR|3CDMG|489VULN|6AART|7RPLT|aASPD
153	66113 12421	   	181.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3BELT|4AART|6DMG|79VULN|8CDMG|aRCVC
154	66113 12431	   	181.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|25DUR|3BELT|4AART|69DMG|7VULN|8CDMG|aRCVC
155	63532 63212	 * 	181.22	ACR|3VULN|3ZMB|3DUR|1CDMG	1RCR|268ZMB|368VULN|4BELT|5RMIN|68BPWR|78aDUR|9CDMG
156	61612 21513	   	181.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2CANHEL|3AART|4BEXP|5DMG|689VULN|7CGEN|aZMB
157	61622 21513	   	181.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2CANHEL|3AART|4FEWX|5DMG|689VULN|7CGEN|aZMB
158	61612 22162	   	181.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2CANHEL|3AART|4BEXP|5DMG|689VULN|7DUST|aZMB
159	61622 22162	   	181.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2CANHEL|3AART|4FEWX|5DMG|689VULN|7DUST|aZMB
160	22223 31261	   	181.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	19VULN|2AART|3RPLT|4DUST|5RCR|67DMG|8ZMB|aDUR
161	22223 31266	   	181.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19VULN|2AART|3RPLT|4DUST|5RCR|67DMG|8ZMB|aASPD
162	22612 32522	   	180.97	DCR|3VULN|2DMG|1AART	14aVULN|2AART|3LHND|59DMG|6RCVC|7BELT|8RCR
163	63211 21361	   	180.95	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|23ZMB|459VULN|6MGNSTR|7DMG|8BEXP|aAART
164	63233 53153	   	180.87	ACR|2AART|2VULN|2ZMB|1CDMG|1ASPD	1RCR|23ZMB|46AART|5RPLT|7aVULN|8ASPD|9CDMG
