0	Index      	 *	Score 	Summary	Detail	
1	32426 12335	 * 	195.92	DCR|4VULN|1AART|1DMG|1ZMB|1DUR	137aVULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8DUR|9DMG
95	36418 24844	   	180.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8CDMG|9BEXP|aAART
96	36411 24864	   	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	149VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aDUR
97	36344 31241	 * 	180.27	DCR|3DMG|2VULN|1AART	1aVULN|2MBVNT|3LIT|4LEGI|5aCGEN|6RCR|7AART|89aDMG|aBPWR
98	36473 12214	   	180.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9DUR|aCDMG
99	36411 23362	 * 	180.07	DCR|3AART|2VULN|2DMG|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|78aAART|9RCR
100	63132 33662	 * 	180.05	ACR|3VULN|2AART|1DMG|1ZMB	1DUST|2FEWX|367VULN|4DMG|5RCR|8aAART|9ZMB
101	23161 26213	   	180.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9CGEN|aZMB
102	23161 26263	   	180.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9RMIN|aZMB
103	36418 23362	   	179.97	DCR|3AART|2VULN|2DMG|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|78aAART|9RCR
104	36476 12212	   	179.80	DCR|2AART|2VULN|2DMG|1DUR	16VULN|2MBVNT|37DMG|4aAART|5ERES|8RCR|9DUR
105	33226 63126	   	179.42	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	128VULN|3MLV|4ZMB|5AART|6ASPD|7RCR|9CGEN|aDMG
106	36476 12211	   	179.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2MBVNT|37DMG|4AART|5ERES|8RCR|9DUR|aZMB
107	33226 52336	   	179.28	DCR|4VULN|1AART|1DMG|1ZMB	1278VULN|3MLV|4ZMB|5AART|6DUST|9DMG|aRCR
108	33226 33355	   	178.95	DCR|4VULN|1AART|2DUR|1ZMB	129aVULN|39MLV|4ZMB|5AART|6CGEN|7RCR|89DUR|9BPWR
109	33226 23355	   	178.85	DCR|4VULN|1AART|2DUR|1ZMB	129aVULN|39MLV|4ZMB|5AART|6TLV|7RCR|89DUR|9BPWR
110	32426 12431	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	137VULN|2RMIN|3BPWR|48ZMB|5AART|6RCR|9DMG|aCGEN
111	32426 12432	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	137VULN|2RMIN|3BPWR|48ZMB|5AART|6RCR|9DMG|aBELT
112	32426 12433	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	137VULN|2RMIN|3BPWR|48ZMB|5AART|6RCR|9DMG|aRPLT
113	33226 12216	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9LWND|aDMG
114	33226 12226	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9BEXP|aDMG
115	33226 12231	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9DMG|aCGEN
116	33226 12232	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9DMG|aFEWX
117	33226 12233	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9DMG|aRPLT
118	33226 12234	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9DMG|aLWND
119	33226 12236	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9DMG|aRMIN
120	33226 12266	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9LHND|aDMG
121	33226 12235	   	178.64	DCR|3VULN|1AART|1DMG|2ZMB	127VULN|3MLV|48ZMB|5AART|6RCR|9DMG|aERES
122	36411 22273	   	178.60	DCR|2VULN|2DMG|1AART|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7LHND|8RCR|9FLTHEA|aAART
123	36412 42273	   	178.60	DCR|2VULN|2DMG|1AART|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6FEWX|7ASPD|8RCR|9FLTHEA|aAART
124	33216 13356	   	178.60	DCR|3VULN|2AART|2DUR|1ZMB	129VULN|39MLV|4ERES|5aAART|6RCR|7ZMB|89DUR|9BPWR
125	33226 11356	   	178.60	DCR|3VULN|2AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5aAART|6RCR|7ERES|89DUR|9BPWR
126	34141 35333	   	178.57	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	169VULN|2ASPD|3LHND|4RCR|5DUR|7CDMG|8AART|aZMB
127	36411 28273	   	178.50	DCR|2VULN|2DMG|1AART|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7DUST|8RCR|9FLTHEA|aAART
128	36412 62273	   	178.50	DCR|2VULN|2DMG|1AART|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6DUST|7ASPD|8RCR|9FLTHEA|aAART
129	36418 22273	   	178.50	DCR|2VULN|2DMG|1AART|1FLTHEA|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7LHND|8RCR|9FLTHEA|aAART
130	31263 22121	 * 	178.25	DCR|2VULN|3ZMB|1AART|1DMG|1ASPD	1aVULN|2VENICY|35aZMB|4ASPD|6AART|7DMG|8RCR|9aLSRICY|aBPWR
131	36411 23664	   	178.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7AART|8RCVC|9RCR|aCDMG
132	36473 12212	   	177.97	DCR|3VULN|2AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4aAART|5MLV|8RCR|9DUR
133	32416 12125	   	177.88	DCR|4VULN|1AART|1DMG	138aVULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|9CGEN
134	33216 12125	   	177.88	DCR|4VULN|1AART|1DMG	128aVULN|3MLV|4ERES|5AART|6RCR|7DMG|9CGEN
135	33216 12155	   	177.88	DCR|4VULN|1AART|1DMG	128aVULN|3MLV|4ERES|5AART|6RCR|7DMG|9BEXP
136	33216 12165	   	177.88	DCR|4VULN|1AART|1DMG	128aVULN|3MLV|4ERES|5AART|6RCR|7DMG|9LHND
137	36473 12211	   	177.52	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9DUR|aZMB
138	36412 34633	   	177.52	DCR|3VULN|2DMG|1CDMG|1ZMB	14aVULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8RPLT|9CDMG
139	32416 12362	   	177.52	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	13VULN|2RMIN|3BPWR|4ERES|5aAART|6RCR|7DMG|8DUR|9ZMB
140	34416 12121	   	177.43	DCR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|9CGEN|aFEWX
141	34416 12123	   	177.43	DCR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|9aCGEN
142	34416 12131	   	177.43	DCR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|9DMSP|aCGEN
143	34416 12132	   	177.43	DCR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|9DMSP|aFEWX
144	34416 12133	   	177.43	DCR|3VULN|1AART|1DMG|2ASPD	138VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|9DMSP|aRPLT
145	36414 33864	   	177.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2MBVNT|34DMG|4BPWR|56CGEN|7DUR|8AART|9RCR|aCDMG
146	32142 53243	   	177.34	ACR|3VULN|2AART|1CDMG|1ZMB	189VULN|2RMIN|3LHND|4RCR|5ZMB|6aAART|7CDMG
147	32142 53411	 * 	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2RMIN|3LHND|4RCR|5ZMB|6AART|7CDMG|8DMG|9DUR
148	21132 33231	   	177.22	DCR|3DMG|2VULN|1AART|1SELL	1aLIT|2SELL|3BEXP|45aDMG|6aVULN|7RCR|8AART|9RPLT|aBPWR
149	21532 33231	   	177.22	DCR|3DMG|2VULN|1AART|1SELL	1aLIT|2SELL|3LWND|45aDMG|6aVULN|7RCR|8AART|9RPLT|aBPWR
150	36411 48228	 * 	177.22	DCR|3VULN|3DMG|1ZMB	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79CGEN|8RCR|aZMB
151	34354 22121	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	16aVULN|2ASPD|3aAIRHEA|4ZMB|5AART|7DMG|8RCR|9aLSRICY|aBPWR
152	36411 44228	   	177.02	DCR|3VULN|3DMG|1ZMB	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79ERES|8RCR|aZMB
153	33226 62235	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	12aVULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8RCR|9TLV
154	36127 64314	 * 	176.87	ACR|3VULN|2DMG|1CDMG|2DUR	138VULN|2MBVNT|49LWND|5RCR|68DUR|78DMG|8BPWR|aCDMG
155	34423 31325	 * 	176.73	DCR|3VULN|2DMG|3ASPD|1ZMB	138VULN|235ASPD|38BPWR|4ZMB|68DMG|78LWND|9ERES|aRCR
156	32354 52332	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6DUR|78DMG|8BPWR|9RCR|aMLV
157	32354 52333	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6DUR|78DMG|8BPWR|9RCR|aLHND
158	36417 18124	 * 	176.37	DCR|3VULN|3DMG|2ZMB	149VULN|2MBVNT|349DMG|49BPWR|5MLV|6LIT|7RMIN|89ZMB|aRCR
159	31234 55331	   	176.37	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	18VULN|2VENICY|38ZMB|4DMG|5AART|6DUR|78ERES|8BPWR|9RCR|aCDMG
160	33226 33356	   	176.30	DCR|3VULN|2AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5aAART|6CGEN|7RCR|89DUR|9BPWR
161	33216 12351	   	176.21	DCR|3VULN|1AART|1DMG|2DUR	129VULN|39MLV|4ERES|5AART|6RCR|7DMG|89DUR|9BPWR|aBEXP
162	33216 12352	   	176.21	DCR|3VULN|1AART|1DMG|2DUR	129VULN|39MLV|4ERES|5AART|6RCR|7DMG|89DUR|9BPWR|aLHND
163	33216 12353	   	176.21	DCR|3VULN|1AART|1DMG|2DUR	129VULN|39MLV|4ERES|5AART|6RCR|7DMG|89DUR|9BPWR|aDMSP
