0	Index      	 *	Score 	Summary	Detail	
1	34213 61613	 * 	196.80	DCR|2VULN|2DMG|1AART|1CDMG|2DUR|1ZMB	1ERES|2aDUR|3AART|4LIT|5CDMG|6aDMG|7ZMB|8aVULN|9RCR|aBPWR
61	12312 16164	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1LIT|2CGEN|34VULN|5AART|68DMG|7NUKE|9RCR|aCDMG
62	36234 25122	   	172.13	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|246VULN|3AART|5RCR|7CDMG|8ASPD|9ZMB|aBEXP
63	36234 21141	 * 	172.05	ACR|3VULN|2AART|1DMG	1ERES|246VULN|39AART|5RCR|7LIT|8DMG|aLWND
64	36234 21143	   	172.05	ACR|3VULN|2AART|1DMG	1ERES|246VULN|39AART|5RCR|7LIT|8DMG|aRPLT
65	36244 21131	   	172.05	ACR|3VULN|2AART|1DMG	1ERES|269VULN|34AART|5RCR|7LIT|8DMG|aLWND
66	36244 21133	   	172.05	ACR|3VULN|2AART|1DMG	1ERES|269VULN|34AART|5RCR|7LIT|8DMG|aRPLT
67	36234 25123	   	172.03	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|246VULN|3AART|5RCR|7CDMG|8ASPD|9ZMB|aMBVNT
68	36232 66231	 * 	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|24VULN|36AART|5CGEN|7RCR|8MLV|9CDMG|aDMG
69	36233 66131	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|24VULN|36AART|5MLV|7RCR|8CGEN|9CDMG|aDMG
70	36234 21142	   	171.95	ACR|3VULN|2AART|1DMG	1aERES|246VULN|39AART|5RCR|7LIT|8DMG
71	36244 21132	   	171.95	ACR|3VULN|2AART|1DMG	1aERES|269VULN|34AART|5RCR|7LIT|8DMG
72	32244 33161	 * 	171.85	ACR|3DMG|2AART|1VULN	1ERES|28DUST|34AART|5RCR|69aDMG|7VULN
73	36244 23213	   	171.85	ACR|3VULN|2AART|1DMG	178ERES|269VULN|34AART|5RCR|9BPWR|aDMG
74	15513 23212	   	171.84	ACR|2VULN|2DMG|1AART|1ZMB	1LIT|2MGNLIT|3ZMB|4RCR|57VULN|68DMG|9LWND|aAART
75	36234 22361	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|246VULN|3AART|5RCR|7DUST|8ZMB|9DMG|aRMIN
76	36234 22363	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|246VULN|3AART|5RCR|7DUST|8ZMB|9DMG|aCGEN
77	25331 22242	   	171.43	ACR|3DMG|2VULN|1CDMG|1DUR|1SELL	128MLV|28BPWR|3CDMG|48VULN|5RCR|6SELL|78aDMG|9DUR
78	36234 22362	   	171.40	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|246VULN|3AART|5RCR|7DUST|8ZMB|9DMG|aTLV
79	36234 34342	   	171.40	ACR|3VULN|1AART|1DMG|1ZMB	17ERES|24aVULN|3AART|5RCR|6MBVNT|8ZMB|9DMG
80	36234 37341	   	171.40	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|247VULN|3AART|5RCR|6MBVNT|8ZMB|9DMG|aDUST
81	21115 22211	 * 	171.36	DCR|3VULN|3DMG|1ASPD	189MLV|2DMSP|3LEGI|4ASPD|5RCVC|689VULN|789DMG|89BPWR|aRCR
82	15513 23261	 * 	171.23	ACR|3VULN|2DMG|1ZMB|1DUR	1LIT|2MGNLIT|3ZMB|4RCR|579VULN|68DMG|aDUR
83	61115 22211	   	171.06	DCR|3VULN|3DMG|1ASPD	189TLV|2DMSP|3LEGI|4ASPD|5RCVC|689VULN|789DMG|89BPWR|aRCR
84	34264 23121	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|27DUR|3AART|4DMSP|5RCR|69VULN|8CDMG|aDMG
85	12312 16364	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|2CGEN|348VULN|5AART|6DMG|7NUKE|9RCR|aCDMG
86	32244 32322	   	170.17	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1ERES|2DUST|34AART|5RCR|6DMG|7ASPD|8aVULN|9DUR
87	36225 11231	 * 	170.15	DCR|2AART|2VULN|2ASPD|1CDMG|1DUR	19ERES|29VULN|3aAART|4BELT|5DUR|6CDMG|79ASPD|8RCR|9BPWR
88	36213 55122	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3AART|4LIT|5CDMG|6RCR|7aDMG|8MLV|9ASPD
89	36213 55223	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2aVULN|3AART|49LIT|5CDMG|6RCR|7DMG|8DUR
90	36213 55322	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3AART|4LIT|5CDMG|6RCR|7aDMG|8CGEN|9ASPD
91	15513 23312	   	169.90	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2MGNLIT|3ZMB|4RCR|578VULN|6DMG|9LWND|aAART
92	36244 22121	   	169.84	ACR|2AART|2VULN|1DMG|1CDMG	1ERES|26VULN|34AART|5RCR|79DUST|8CDMG|aDMG
93	36244 23331	   	169.84	ACR|2AART|2VULN|1DMG|1CDMG	17ERES|26VULN|34AART|5RCR|8DUST|9CDMG|aDMG
94	36232 35124	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|24VULN|3AART|5CGEN|6DMG|7CDMG|8ASPD|9RCR|aDUR
95	36233 35124	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|24VULN|3AART|5MLV|6DMG|7CDMG|8ASPD|9RCR|aDUR
96	12312 11162	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2CGEN|34VULN|5AART|68DMG|7ZMB|9RCR|aLHND
97	12312 11163	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2CGEN|34VULN|5AART|68DMG|7ZMB|9RCR|aFEWX
98	12312 11166	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2aCGEN|34VULN|5AART|68DMG|7ZMB|9RCR
99	12312 11464	 * 	169.53	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LIT|2CGEN|34VULN|5AART|6DMG|78ZMB|9RCR|aCDMG
100	21331 25214	 * 	169.53	ACR|4VULN|3ZMB|1CDMG|1SELL	189MLV|2DMSP|3CDMG|489aVULN|5RCR|6SELL|789ZMB|89BPWR
101	12312 11161	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2CGEN|34VULN|5AART|68DMG|7ZMB|9RCR|aTLV
102	12312 11165	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2CGEN|34VULN|5AART|68DMG|7ZMB|9RCR|aERES
103	36213 55133	   	169.29	DCR|2VULN|1AART|1DMG|2CDMG	1ERES|2aVULN|3AART|4LIT|59CDMG|6RCR|7DMG|8MLV
104	36213 55333	   	169.29	DCR|2VULN|1AART|1DMG|2CDMG	1ERES|2aVULN|3AART|4LIT|59CDMG|6RCR|7DMG|8CGEN
105	32234 32351	   	169.27	ACR|2VULN|2DMG|1AART|1ASPD	149ERES|29DUST|3AART|5RCR|6aDMG|7ASPD|89VULN|9BPWR
106	13311 16433	   	169.13	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|24LHND|346VULN|4BPWR|5CDMG|7AART|8AIRHEA|9RCR|aDMG
107	14311 16433	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	14LIT|2LEGI|346VULN|4BPWR|5CDMG|7AART|8AIRHEA|9RCR|aDMG
108	36161 22232	   	168.90	DCR|3VULN|2DMG|2DUR|1ZMB	138ERES|258VULN|45DUR|58BPWR|6ZMB|78DMG|9LWND|aRCR
109	36232 33241	   	168.68	DCR|3VULN|1AART|1DMG|1ZMB	18ERES|247VULN|3AART|5CGEN|6DMG|9RCR|aZMB
110	32164 32351	   	168.67	ACR|2VULN|2DMG|1AART|1ASPD	139ERES|29DUST|4AART|5RCR|6aDMG|7ASPD|89VULN|9BPWR
111	32224 32534	   	168.54	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2DUST|3AART|4RCVC|5RCR|6aDMG|7ASPD|8CDMG|9VULN
112	12311 54432	   	168.41	DCR|4VULN|1AART|1CDMG|1ASPD	1LIT|25CGEN|3457VULN|5BPWR|6AART|8ASPD|9CDMG|aRCR
113	36234 21334	   	168.29	ACR|4VULN|1AART|1CDMG	1ERES|2469VULN|3AART|5RCR|7LIT|8CGEN|aCDMG
114	36352 25144	   	168.22	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|26VULN|3BEXP|4ZMB|5aDMG|7AART|8MBVNT|9RCR
115	36234 24123	   	168.19	ACR|4VULN|1AART|1CDMG	1ERES|2469VULN|3AART|5RCR|7LHND|8CDMG|aMBVNT
116	36234 37134	   	168.19	ACR|4VULN|1AART|1CDMG	1ERES|247aVULN|3AART|5RCR|6MBVNT|8CDMG|9CGEN
117	36234 23216	   	168.09	ACR|4VULN|1AART|1CDMG	178ERES|2469VULN|3AART|5RCR|9BPWR|aCDMG
118	26136 25222	 * 	168.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1MLV|25VULN|3ERES|4aDMG|6ZMB|7RCR|89CDMG
119	36432 25222	   	168.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1ERES|25VULN|3CGEN|4aDMG|6ZMB|7RCR|89CDMG
120	36231 33165	   	167.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|24VULN|3AART|57DUR|6MBVNT|8CDMG|9RCR|aDMG
121	15513 23623	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18LIT|2MGNLIT|3ZMB|4RCR|57VULN|6DMG|9CDMG|aAART
122	21331 43624	   	167.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2DMSP|3CDMG|4VULN|5RCR|6AART|78DMG|9ZMB|aLHND
123	21331 45321	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMSP|3CDMG|49VULN|5RCR|6AART|7ZMB|8CGEN|aDMG
124	25331 45321	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|2BPWR|3CDMG|49VULN|5RCR|6AART|7ZMB|8CGEN|aDMG
125	21331 43622	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2DMSP|3CDMG|4VULN|5RCR|6AART|78DMG|9ZMB|aLEGI
126	21331 43625	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2DMSP|3CDMG|4VULN|5RCR|6AART|78DMG|9ZMB|aDUST
127	21331 45121	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMSP|3CDMG|49VULN|5RCR|6AART|7ZMB|8ERES|aDMG
128	25331 43622	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	12MLV|2BPWR|3CDMG|4VULN|5RCR|6AART|78DMG|9ZMB|aLEGI
129	25331 45121	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	12MLV|2BPWR|3CDMG|49VULN|5RCR|6AART|7ZMB|8ERES|aDMG
130	15513 23361	   	167.74	ACR|4VULN|1DMG|1ZMB|1DUR	1LIT|2MGNLIT|3ZMB|4RCR|5789VULN|6DMG|aDUR
131	12312 11362	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|348VULN|5AART|6DMG|7ZMB|9RCR|aLHND
132	12312 11363	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|348VULN|5AART|6DMG|7ZMB|9RCR|aFEWX
133	12312 11366	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2aCGEN|348VULN|5AART|6DMG|7ZMB|9RCR
134	12312 11361	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|348VULN|5AART|6DMG|7ZMB|9RCR|aTLV
135	12312 11365	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|348VULN|5AART|6DMG|7ZMB|9RCR|aERES
136	36234 21122	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|246VULN|3AART|5RCR|7LIT|8DMG|9ASPD|aLHND
137	36234 21123	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|246VULN|3AART|5RCR|7LIT|8DMG|9ASPD|aFEWX
138	34243 31161	 * 	167.45	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ERES|2DUR|34AART|5ASPD|68DMG|7LIT|9RCR|aVULN
139	36234 31124	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1ERES|249VULN|3AART|5RCR|6MBVNT|7FEWX|8DUR|aDMG
140	36234 32124	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1ERES|249VULN|3AART|5RCR|6MBVNT|7LWND|8DUR|aDMG
141	36234 21121	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|246VULN|3AART|5RCR|7LIT|8DMG|9ASPD|aTLV
142	36234 21125	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1aERES|246VULN|3AART|5RCR|7LIT|8DMG|9ASPD
143	36234 31524	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1ERES|248VULN|3AART|5RCR|6MBVNT|7FEWX|9DUR|aDMG
144	36234 32324	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1ERES|248VULN|3AART|5RCR|6MBVNT|7LWND|9DUR|aDMG
145	12311 51632	   	167.43	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|25CGEN|345VULN|5BPWR|6AART|7DMSP|8DMG|9CDMG|aRCR
146	12311 55632	   	167.43	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|257CGEN|345VULN|5BPWR|6AART|8DMG|9CDMG|aRCR
147	26131 14124	   	167.35	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	15MLV|2VULN|3ERES|45DMG|5BPWR|6CDMG|7AART|8ASPD|9RCR|aDUR
148	14313 32356	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	14LIT|2LEGI|346VULN|4BPWR|5LHND|7CDMG|8DMG|9RCR|aAART
149	32244 33632	   	167.30	ACR|2AART|2VULN|1DMG|1ZMB	1ERES|2DUST|34AART|5RCR|6DMG|78VULN|9BEXP|aZMB
150	36244 34342	   	167.20	ACR|2AART|2VULN|1DMG|1ZMB	17ERES|2aVULN|34AART|5RCR|6MBVNT|8ZMB|9DMG
151	36213 63433	 * 	167.12	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|2VULN|37AART|4LIT|5CDMG|6aDMG|8LSRHEA|9RCR
152	12312 11132	   	167.12	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2CGEN|34VULN|5AART|68DMG|7ZMB|9AIRHEA|aRCR
153	12311 46132	   	166.83	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|258CGEN|345VULN|5BPWR|6CDMG|7AART|9DMG|aRCR
