0	Index      	 *	Score 	Summary	Detail	
1	36433 31251	 * 	193.53	ACR|3DMG|2AART|2VULN	12AART|39LWND|4RCR|59VULN|6MLV|7LIT|89aDMG|9BPWR
19	36213 31254	   	182.49	DCR|2AART|2VULN|2DMG|2DUR	12AART|39DUR|4LHND|59VULN|6MLV|7LIT|89DMG|9BPWR|aRCR
20	36223 31254	   	182.49	DCR|2AART|2VULN|2DMG|2DUR	12AART|39DUR|4LWND|59VULN|6MLV|7LIT|89DMG|9BPWR|aRCR
21	34642 23331	   	181.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28aVULN|3ZMB|4ERES|5ASPD|6BELT|7RCR|9DMG
22	23561 16213	   	180.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2CDMG|3RPLT|469VULN|5DUR|7RCR|8AART|aDMG
23	22212 51254	   	179.51	DCR|3VULN|2DMG|1AART|1DUR	19LWND|2TLV|369VULN|4AART|5DUR|7LIT|89DMG|9BPWR|aRCR
24	36154 21213	 * 	178.62	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	12AART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9RPLT|aDUR
25	36154 21211	 * 	178.00	DCR|2AART|1DMG|1VULN|2FLTHEA|1CDMG	12AART|3LEGI|4CDMG|5aFLTHEA|6RCR|7DMG|8VULN|9RPLT
26	36433 53122	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3LWND|4RCR|57VULN|6ZMB|8SNIHEL|9DMG|aDUR
27	36433 31252	   	177.88	ACR|2AART|2VULN|2DMG	12AART|39LWND|4RCR|59VULN|6MLV|7LIT|89DMG|9BPWR|aBEXP
28	36433 31253	   	177.88	ACR|2AART|2VULN|2DMG	12AART|39LWND|4RCR|59VULN|6MLV|7LIT|89DMG|9BPWR|aFEWX
29	22216 51251	   	177.69	ACR|3DMG|2VULN|1AART	19LWND|29TLV|36VULN|4AART|5RCR|7LIT|89aDMG|9BPWR
30	34615 33211	   	177.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|aBEXP
31	34615 33213	   	177.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|aLHND
32	22256 33622	 * 	177.58	ACR|2VULN|2DMG|1AART|1FLTHEA	1aLWND|2TLV|3aVULN|4RCR|5AART|6FLTHEA|7RPLT|8LIT|9aDMG|aBPWR
33	34615 33212	   	177.52	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	19AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|aDUST
34	22256 32511	   	177.48	ACR|2VULN|2DMG|1AART|1FLTHEA	1aLWND|2TLV|3aVULN|4RCR|5AART|6FLTHEA|7RMIN|8ERES|9aDMG|aBPWR
35	22256 35211	   	177.48	ACR|2VULN|2DMG|1AART|1FLTHEA	1aLWND|2TLV|3aVULN|4RCR|5AART|6FLTHEA|7MLV|8NUKE|9aDMG|aBPWR
36	34236 33622	   	177.48	ACR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aVULN|3LWND|4aTLV|5RCR|6FLTHEA|7RPLT|8LIT|9aDMG|aBPWR
37	34236 32511	   	177.38	ACR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aVULN|3LWND|4aTLV|5RCR|6FLTHEA|7RMIN|8ERES|9aDMG|aBPWR
38	34236 35211	   	177.38	ACR|2VULN|2DMG|1AART|1FLTHEA	1AART|2aVULN|3LWND|4aTLV|5RCR|6FLTHEA|7MLV|8NUKE|9aDMG|aBPWR
39	34651 23313	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|26VULN|3ZMB|4BEXP|5aDMG|7RCR|8RMIN|9CGEN
40	34615 33123	   	176.72	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|68LWND|7RCR|9DUST
41	34621 53213	 * 	176.63	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2VULN|36ZMB|4DUST|5aDMG|7RCR|8CDMG|9RPLT
42	34621 53221	 * 	176.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|29VULN|36ZMB|4DUST|5DMG|7RCR|8CDMG|aBEXP
43	34621 53222	   	176.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|29VULN|36ZMB|4DUST|5DMG|7RCR|8CDMG|aCGEN
44	36154 21223	 * 	175.96	DCR|3AART|1DMG|1VULN|1CDMG|1FLTHEA	12aAART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9LWND
45	22216 33622	   	175.78	ACR|2VULN|2DMG|1AART|1FLTHEA	1aLWND|2TLV|3aVULN|4AART|5RCR|6FLTHEA|7RPLT|8LIT|9aDMG|aBPWR
46	36433 31126	 * 	175.75	ACR|3VULN|2AART|1DMG	12AART|3LWND|4RCR|589VULN|6MLV|7LIT|aDMG
47	22216 32511	   	175.68	ACR|2VULN|2DMG|1AART|1FLTHEA	1aLWND|2TLV|3aVULN|4AART|5RCR|6FLTHEA|7RMIN|8ERES|9aDMG|aBPWR
48	22216 35211	   	175.68	ACR|2VULN|2DMG|1AART|1FLTHEA	1aLWND|2TLV|3aVULN|4AART|5RCR|6FLTHEA|7MLV|8NUKE|9aDMG|aBPWR
49	34116 12132	 * 	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|279VULN|3FEWX|4BELT|5RCR|6DMSP|8CDMG|aDMG
50	34212 32625	 * 	175.46	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	18AART|27VULN|3LWND|4BELT|5DMG|6ASPD|9RCR|aCDMG
51	31152 52226	   	175.25	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|35FEWX|459VULN|5BPWR|6ZMB|7ASPD|8CDMG|aRCR
52	34615 33131	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|259VULN|3ZMB|4DMG|68LWND|7RCR|aLIT
53	34615 33132	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|259VULN|3ZMB|4DMG|68LWND|7RCR|aRPLT
54	34651 23332	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|26aVULN|3ZMB|4BEXP|5DMG|7RCR|8RMIN|9LHND
55	34621 13412	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|29aVULN|3ZMB|4DUST|5DMG|6BEXP|7RCR|8CGEN
56	34613 23311	   	174.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|28aVULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9ERES
57	33152 31254	   	174.57	DCR|3VULN|2DMG|1AART	1AART|29LHND|35FEWX|459VULN|59BPWR|6MLV|7LIT|89DMG|aRCR
58	33252 31254	   	174.57	DCR|3VULN|2DMG|1AART	1AART|29LHND|35LWND|459VULN|59BPWR|6MLV|7LIT|89DMG|aRCR
59	34621 53113	 * 	174.43	DCR|2AART|2DMG|1VULN|2ZMB	19AART|2VULN|36ZMB|4DUST|5aDMG|7RCR|8LWND
60	22216 51126	 * 	174.10	ACR|4VULN|1AART|1DMG	1LWND|2TLV|3689VULN|4AART|5RCR|7LIT|aDMG
61	22266 53323	   	174.07	DCR|3VULN|2DMG|1AART	1LWND|2TLV|367VULN|4DUST|5AART|8aDMG|9RCR
62	34615 12111	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|6LIT|7BEXP|8RCVC|9RCR
63	34615 13111	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|6LIT|7LHND|8RCVC|9RCR
64	22216 33146	 * 	173.65	ACR|3DMG|1AART|1VULN|1FLTHEA	1LWND|2TLV|3VULN|4AART|5RCR|6FLTHEA|7RPLT|89aDMG
65	36433 52133	   	173.63	ACR|3VULN|2AART|1ZMB|1ASPD	12AART|38LWND|4RCR|59aVULN|6ZMB|7ASPD
66	36433 51122	   	173.63	ACR|3VULN|2AART|1ZMB|1DUR	12AART|3LWND|4RCR|589VULN|6ZMB|7LIT|aDUR
67	13531 33641	 * 	173.45	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1BEXP|2CDMG|3RPLT|4RCR|5AART|6BASICY|79DMG|8VULN|aFLTHEA
68	13531 33661	 * 	173.45	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1BEXP|2CDMG|3RPLT|4RCR|5AART|6BASICY|7DMG|89VULN|aFLTHEA
69	22256 33142	   	173.45	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1LWND|2TLV|3VULN|4RCR|5AART|6FLTHEA|7RPLT|89DMG|aCDMG
70	34236 33142	   	173.45	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1AART|2VULN|3LWND|4TLV|5RCR|6FLTHEA|7RPLT|89DMG|aCDMG
71	13531 63353	   	173.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3RPLT|4RCR|5AART|6RCVC|78VULN|9ZMB|aDMG
72	34615 33222	   	173.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9BELT|aASPD
73	31464 13112	   	173.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3DUST|4ASPD|5DMG|6BEXP|7RCR|8ZMB|9aVULN
74	34651 13213	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ZMB|46BEXP|5aDMG|7RCR|8CDMG|9RPLT
75	34651 13222	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3ZMB|46BEXP|5DMG|7RCR|8CDMG|aCGEN
76	34651 13223	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3ZMB|46aBEXP|5DMG|7RCR|8CDMG
77	34651 23211	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|26VULN|3ZMB|4BEXP|5DMG|7RCR|8CDMG|9aRPLT
78	34651 23212	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|26VULN|3ZMB|4BEXP|5DMG|7RCR|8CDMG|9RPLT|aMGNSTR
79	34651 23231	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|26VULN|3ZMB|4BEXP|5DMG|7RCR|8CDMG|9FEWX|aLWND
80	34613 23334	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9LWND|aCDMG
81	34613 63213	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ZMB|4aDMG|5TLV|6CGEN|7RCR|8CDMG|9RPLT
82	34613 63222	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3ZMB|4DMG|5TLV|6aCGEN|7RCR|8CDMG
83	34613 63223	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3ZMB|4DMG|5TLV|6CGEN|7RCR|8CDMG|aFEWX
84	34651 23232	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|26VULN|3ZMB|4BEXP|5DMG|7RCR|8CDMG|9FEWX|aDUST
85	34613 23315	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9ERES|aCDMG
86	34613 23342	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9LSRHEA|aCDMG
87	34621 13241	 * 	172.68	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1AART|2VULN|3ZMB|4DUST|59DMG|6BEXP|7RCR|8AIRHEL|aFLTHEA
88	34621 13261	 * 	172.68	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|29VULN|3ZMB|4DUST|5DMG|6BEXP|7RCR|8AIRHEL|aFLTHEA
89	22216 34413	 * 	172.44	ACR|2AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1LWND|2TLV|3VULN|47AART|5RCR|6FLTHEA|8DUR|9DMG|aCDMG
90	36111 12256	 * 	172.44	DCR|2AART|2DMG|1VULN|2CDMG	12AART|3LEGI|47DMG|57FEWX|67CDMG|7BPWR|8CANSTR|9VULN|aRCR
91	36433 53121	   	172.30	ACR|2AART|2VULN|1DMG|1ZMB	12AART|3LWND|4RCR|57VULN|6ZMB|8SNIHEL|9DMG|aRCVC
92	34433 33323	   	172.26	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|4TLV|6BEXP|8aDMG|9RCR
93	34433 43323	   	172.26	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|4TLV|6LWND|8aDMG|9RCR
94	34615 12211	   	172.02	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|68LIT|7BEXP|9RCR
95	34615 13211	   	172.02	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|68LIT|7LHND|9RCR
96	42132 62115	   	171.94	ACR|2VULN|2DMG|1AART|1ZMB	1LIT|29FEWX|3ZMB|4RCR|5DUST|69VULN|7MLV|89DMG|9BPWR|aAART
97	22213 51526	 * 	171.74	DCR|4VULN|3AART	1LWND|2TLV|389aVULN|456AART|7RCR
98	36154 21221	   	171.69	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	12AART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9LWND|aBEXP
99	36154 21222	   	171.69	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	12AART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9LWND|aLHND
100	36154 21231	   	171.69	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	12AART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9LHND|aBEXP
101	36154 21232	   	171.69	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	12AART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9aLHND
102	36154 21233	   	171.69	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	12AART|3LEGI|4CDMG|5FLTHEA|6RCR|7DMG|8VULN|9LHND|aLWND
103	22216 33142	   	171.65	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1LWND|2TLV|3VULN|4AART|5RCR|6FLTHEA|7RPLT|89DMG|aCDMG
104	23521 35212	   	171.55	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1LWND|2CDMG|3RPLT|4aDMG|5ASPD|6DUR|7RCR|8AART|9VULN
105	13531 56313	 * 	171.34	ACR|2VULN|2AART|1DMG|1CDMG	1BEXP|2CDMG|3RPLT|4RCR|57AART|68VULN|9CGEN|aDMG
106	13531 56333	   	171.34	ACR|2AART|2VULN|1DMG|1CDMG	1BEXP|2CDMG|3RPLT|4RCR|57AART|68VULN|9LHND|aDMG
107	34652 32311	   	171.28	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	17AART|2VULN|3ZMB|4BEXP|5DUR|6MGNSTR|8RCR|9DMG|aFLTHEA
108	34652 32313	   	171.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	17AART|2VULN|3ZMB|4BEXP|5DUR|6MGNSTR|8RCR|9DMG|aCDMG
109	42133 26151	   	171.20	ACR|3VULN|1AART|1DMG|1ZMB	19LIT|29FEWX|3ZMB|4RCR|5TLV|679VULN|8AART|9BPWR|aDMG
110	36433 51131	   	171.10	ACR|2AART|2VULN|1DMG|1ZMB	12AART|3LWND|4RCR|58VULN|6ZMB|7LIT|9CGEN|aDMG
111	36433 51221	   	171.10	ACR|2AART|2DMG|1VULN|1ZMB	12AART|39LWND|4RCR|5VULN|6ZMB|7LIT|8aDMG
112	36433 53123	   	171.00	ACR|2AART|2VULN|1DMG|1ZMB	12AART|3LWND|4RCR|57VULN|6ZMB|8SNIHEL|9DMG|aRPLT
113	36433 53213	   	171.00	ACR|2AART|2VULN|1DMG|1ZMB	12AART|3LWND|4RCR|57VULN|6ZMB|8DUST|9CGEN|aDMG
114	34116 22323	   	170.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2aVULN|3FEWX|4BELT|5RCR|6aMLV|7DUR|8BEXP|9aDMG|aBPWR
115	31513 52226	   	170.94	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	13AART|2DUR|4LHND|59VULN|6ZMB|7ASPD|8CDMG|aRCR
116	36213 52226	   	170.94	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	12AART|3DUR|4LHND|59VULN|6ZMB|7ASPD|8CDMG|aRCR
117	31252 15215	   	170.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|35LWND|459VULN|5BPWR|6BEXP|7RCR|8CGEN|aDMG
118	31252 15315	   	170.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|35LWND|459VULN|5BPWR|6BEXP|7RCR|8RMIN|aDMG
119	13531 54113	   	170.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3RPLT|4RCR|5AART|69VULN|7RMIN|8ZMB|aDMG
120	36433 53223	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	12AART|3LWND|4RCR|57VULN|6ZMB|8DUST|9ERES|aDMG
121	34615 33311	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	19AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8aBEXP
122	34616 33131	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	15AART|29VULN|3ZMB|4DMG|68LWND|7RCR|aLIT
123	34616 33132	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	15AART|29VULN|3ZMB|4DMG|68LWND|7RCR|aRPLT
124	34651 13113	   	170.68	DCR|2AART|2DMG|1VULN|1ZMB	19AART|2VULN|3ZMB|46BEXP|5aDMG|7RCR|8LWND
125	34651 23111	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	19AART|26VULN|3ZMB|4aBEXP|5DMG|7RCR|8LWND
126	34613 23321	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|28VULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9RPLT
127	34615 33312	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	19AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8BEXP|aERES
128	34616 33123	   	170.58	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2VULN|3ZMB|4aDMG|68LWND|7RCR|9DUST
129	34651 23112	   	170.58	DCR|2AART|2VULN|1DMG|1ZMB	19AART|26VULN|3ZMB|4BEXP|5DMG|7RCR|8LWND|aERES
130	33552 15212	   	170.25	DCR|4VULN|1AART|2DUR	1AART|2LHND|35DUR|459aVULN|5BPWR|6BEXP|7RCR|8CGEN
131	33552 15312	   	170.25	DCR|4VULN|1AART|2DUR	1AART|2LHND|35DUR|459aVULN|5BPWR|6BEXP|7RCR|8RMIN
132	31652 15212	   	170.15	DCR|4VULN|1AART|2DUR	1AART|25DUR|3LEGI|459aVULN|5BPWR|6BEXP|7RCR|8CGEN
133	31652 15312	   	170.15	DCR|4VULN|1AART|2DUR	1AART|25DUR|3LEGI|459aVULN|5BPWR|6BEXP|7RCR|8RMIN
134	34615 12312	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	1AART|258VULN|3ZMB|4DMG|6LIT|7aBEXP|9RCR
135	34615 13312	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	1AART|258VULN|3ZMB|4DMG|6LIT|7LHND|9RCR|aBEXP
136	34615 13313	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	1AART|258VULN|3ZMB|4DMG|6LIT|7LHND|9RCR|aFEWX
137	34635 13311	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	1AART|258VULN|3ZMB|4MLV|6LIT|7LHND|9RCR|aDMG
138	34233 21254	   	170.06	DCR|2AART|2VULN|2DMG	15AART|29VULN|3LWND|49TLV|6FEWX|7LIT|89DMG|9BPWR|aRCR
139	36112 13354	   	169.96	DCR|2AART|2VULN|2DMG	12AART|3LEGI|49DMG|59TLV|6LIT|7LHND|89VULN|9BPWR|aRCR
140	34642 23231	   	169.92	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2aVULN|38ZMB|4ERES|5ASPD|6BELT|7RCR|9DMG
141	34642 23233	   	169.92	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2VULN|38ZMB|4ERES|5ASPD|6BELT|7RCR|9aDMG
142	34613 21621	   	169.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|27aVULN|3ZMB|4DMG|5TLV|6BELT|8ERES|9RCR
143	34616 33213	   	169.59	DCR|3AART|1VULN|1DMG|2DUR|1ZMB	159AART|2VULN|3ZMB|4DMG|6LWND|7RCR|8aDUR
144	33613 51226	   	169.53	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2LHND|36ZMB|4DMG|59VULN|7BEXP|8CDMG|aRCR
145	22216 35411	   	169.10	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1LWND|2aTLV|3VULN|4AART|5RCR|6FLTHEA|7aMLV|8ZMB|9aDMG|aBPWR
146	22251 61123	   	169.07	ACR|2VULN|2DMG|1AART|1DUR	1aLWND|2TLV|3aVULN|4RCR|5DUR|6BELT|7FEWX|8AART|9aDMG|aBPWR
147	36363 16311	   	168.75	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	12AART|3CGEN|48VULN|5ASPD|6LIT|7DUR|9RCR|aDMG
148	33236 53115	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3LWND|4TLV|5RCR|679VULN|8DUR|aDMG
149	22256 53122	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2TLV|367VULN|4RCR|5AART|8VENICY|9DMG|aDUR
150	34236 53122	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1AART|267VULN|3LWND|4TLV|5RCR|8VENICY|9DMG|aDUR
151	34212 22625	   	168.52	DCR|2AART|2VULN|1DMG|1CDMG	18AART|27VULN|3LWND|4BELT|5DMG|6RMIN|9RCR|aCDMG
152	34212 32624	 * 	168.42	DCR|2AART|2VULN|1DMG|2ASPD	18AART|27VULN|3LWND|4BELT|5DMG|6aASPD|9RCR
153	23324 63326	   	168.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15LWND|2CDMG|3ZMB|4DMG|6DUR|79VULN|8AART|aRCR
154	23325 63326	   	168.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LWND|2CDMG|3ZMB|4DMG|5DMSP|6DUR|79VULN|8AART|aRCR
155	31112 11222	   	168.41	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2DUR|36FEWX|4BELT|56DMG|6BPWR|7VULN|8ZMB|9RCR|aASPD
156	22213 21254	   	168.36	DCR|2AART|2VULN|2DMG	19LWND|2TLV|39VULN|45AART|6FEWX|7LIT|89DMG|9BPWR|aRCR
157	22213 41254	   	168.36	DCR|2AART|2VULN|2DMG	19LWND|2TLV|39VULN|45AART|6LHND|7LIT|89DMG|9BPWR|aRCR
158	32152 52226	   	168.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2BEXP|35FEWX|459VULN|5BPWR|6ZMB|7ASPD|8CDMG|aRCR
159	33152 52226	   	168.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2LHND|35FEWX|459VULN|5BPWR|6ZMB|7ASPD|8CDMG|aRCR
160	34642 23313	 * 	168.27	DCR|3VULN|1AART|2ASPD|1ZMB	1AART|28aVULN|3ZMB|49aERES|5aASPD|6BELT|7RCR|aBPWR
161	34612 32633	 * 	168.03	4VULN|2DMG|1AART|3ASPD|1ZMB	1AART|268aVULN|3ZMB|48DMG|568ASPD|68BPWR|7RCVC|9LHND
162	33552 13315	   	167.85	DCR|4VULN|1AART|2DUR	1AART|2LHND|35DUR|459aVULN|5BPWR|6BEXP|7FEWX|8RCR
163	34616 12111	   	167.78	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2VULN|3ZMB|4aDMG|6LIT|7BEXP|8RCVC|9RCR
164	34616 13111	   	167.78	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2VULN|3ZMB|4aDMG|6LIT|7LHND|8RCVC|9RCR
