0	Index      	 *	Score 	Summary	Detail	
1	42232 42712	 * 	179.26	DCR|3DMG|2VULN|2ZMB|2DUR	1RCVC|2MBVNT|345DMG|6aZMB|7aVULN|8aDUR|9RCR|aBPWR
35	42231 24527	   	166.21	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8ZMB|9DUR|aRCR
36	42261 17443	 * 	166.08	DCR|2VULN|2DMG|3ZMB	1aRCVC|2MBVNT|38DMG|4RPLT|568ZMB|78VULN|8BPWR|9RCR
37	22611 34612	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|24aVULN|3LWND|5RMIN|6DMG|7RCR|8ASPD|9AART
38	32111 34612	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|24aVULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9AART
39	32521 34612	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|23aVULN|4FEWX|5RMIN|6DMG|7RCR|8ASPD|9AART
40	32531 34612	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|23aVULN|4RMIN|5BEXP|6DMG|7RCR|8ASPD|9AART
41	42244 24213	   	165.98	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8FLTHEA|9FEWX|aRCR
42	42244 24223	   	165.98	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8FLTHEA|9BEXP|aRCR
43	22325 65132	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|29aVULN|3ERES|4LHND|5AART|6DUR|7DMG|8RCR
44	32511 34612	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|23aVULN|4DUST|5RMIN|6DMG|7RCR|8ASPD|9AART
45	33511 34612	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2DUST|34aVULN|5RMIN|6DMG|7RCR|8ASPD|9AART
46	42244 24253	   	165.88	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8FLTHEA|9LEGI|aRCR
47	42241 13663	   	165.82	DCR|3VULN|2DMG|1CDMG	1RCVC|2MBVNT|38DMG|478VULN|58BEXP|6DMSP|8BPWR|9RCR|aCDMG
48	42232 82412	   	165.72	DCR|3DMG|2VULN|2ASPD	1RCVC|2MBVNT|345DMG|6aASPD|7aVULN|8aLWND|9RCR|aBPWR
49	42236 54441	   	165.62	DCR|3DMG|2VULN|2ASPD	1RCVC|2MBVNT|348DMG|5RPLT|68VULN|78ASPD|8BPWR|9RCR|aERES
50	42236 54442	   	165.62	DCR|3DMG|2VULN|2ASPD	1RCVC|2MBVNT|348DMG|5RPLT|68VULN|78ASPD|8BPWR|9RCR|aDUST
51	42236 54444	   	165.62	DCR|3DMG|2VULN|2ASPD	1RCVC|2MBVNT|348DMG|5RPLT|68VULN|78ASPD|8BPWR|9RCR|aSNIHEL
52	42232 62453	   	165.52	DCR|3DMG|2VULN|1CDMG	1RCVC|2MBVNT|345DMG|6DLOT|7CDMG|8aVULN|9RCR
53	32336 33516	 * 	165.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1LWND|2VULN|3SELL|467DMG|5CGEN|8CDMG|9AART|aRCR
54	32335 33516	 * 	165.19	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1LWND|2VULN|3SELL|457DMG|6TLV|8CDMG|9AART|aRCR
55	34363 43112	   	164.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|46AART|5CDMG|7RCR|8ERES|9VULN|aDMG
56	42261 17441	   	164.80	DCR|2VULN|2DMG|3ZMB	1RCVC|2MBVNT|38DMG|4RPLT|568ZMB|78VULN|8BPWR|9RCR|aERES
57	42261 17442	   	164.80	DCR|2VULN|2DMG|3ZMB	1RCVC|2MBVNT|38DMG|4RPLT|568ZMB|78VULN|8BPWR|9RCR|aDUST
58	42261 17444	   	164.80	DCR|2VULN|2DMG|3ZMB	1RCVC|2MBVNT|38DMG|4RPLT|568ZMB|78VULN|8BPWR|9RCR|aSNIHEL
59	32112 65353	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|8AART|9ASPD|aDMG
60	32331 66813	   	164.57	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1LWND|26VULN|3SELL|46DMG|5RPLT|6BPWR|7MBVNT|8ZMB|9AART|aRCR
61	42371 15144	   	164.45	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|49AART|5VULN|6DMG|8RCR|aCDMG
62	22262 33563	 * 	164.43	ACR|3VULN|2DMG|1CDMG	1BEXP|28aVULN|3DUST|4BELT|5RCR|69DMG|7CDMG
63	42234 78142	 * 	164.42	DCR|2DMG|2AART|1VULN|1DUR	1RCVC|2MBVNT|34DMG|5DUST|6DUR|79AART|8RCR|aVULN
64	42231 24262	   	164.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9RCR|aLWND
65	42231 24263	   	164.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9RCR|aRMIN
66	42231 24264	   	164.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9RCR|aFEWX
67	42231 24266	   	164.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9RCR|aCGEN
68	42231 24268	   	164.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9RCR|aLHND
69	42238 34182	   	164.32	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|34DMG|5BEXP|6AART|7LWND|8RCR|9aVULN
70	32526 32714	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|23aVULN|4FEWX|5CDMG|69DMG|7MBVNT|8RCR
71	42238 21534	   	163.83	DCR|3DMG|1VULN|1CDMG|1ZMB	1RCVC|2MBVNT|34aDMG|5BEXP|6CDMG|7RCR|8ZMB|9VULN
72	42234 61534	   	163.73	DCR|3DMG|1VULN|1CDMG|1ZMB	1RCVC|2MBVNT|34aDMG|5DUST|6CDMG|7RCR|8ZMB|9VULN
73	42377 44432	   	163.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4AART|5DMG|6CDMG|78VULN|9LIT|aRCR
74	32331 65212	   	163.67	DCR|3VULN|3DMG|1SELL	18aLWND|26aVULN|3SELL|467DMG|5RPLT|6aBPWR|9RCR
75	32331 65313	   	163.57	DCR|3VULN|3DMG|1SELL	1LWND|268VULN|3SELL|467DMG|5RPLT|6BPWR|9RCR|aBEXP
76	22523 63116	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|235VULN|4FEWX|6DUR|7TLV|8RCR|9AART|aDMG
77	32331 65311	   	163.47	DCR|3VULN|3DMG|1SELL	1LWND|268VULN|3SELL|467DMG|5RPLT|6BPWR|9RCR|aERES
78	32331 65314	   	163.47	DCR|3VULN|3DMG|1SELL	1LWND|268VULN|3SELL|467DMG|5RPLT|6BPWR|9RCR|aDUST
79	32331 66212	   	163.43	DCR|3VULN|3DMG|2SELL	1aLWND|26aVULN|38SELL|46aDMG|5RPLT|6aBPWR|7MBVNT|9RCR
80	42246 31623	   	163.42	DCR|3DMG|2VULN|1CDMG	1RCVC|2MBVNT|368DMG|48VULN|578LHND|8BPWR|9CDMG|aRCR
81	22213 65116	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|245VULN|3DUST|6DUR|7TLV|8RCR|9AART|aDMG
82	22352 63125	   	163.02	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|267VULN|3ERES|4DUR|56LWND|6BPWR|8RCR|9DMG|aAART
83	36113 53125	   	163.02	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUR|3BEXP|457VULN|6RMIN|8RCR|9DMG|aAART
84	42232 42548	   	162.97	DCR|3DMG|2VULN|1ZMB	1RCVC|2MBVNT|345DMG|6ZMB|7aVULN|8RPLT|9RCR
85	26533 33125	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2DUR|357VULN|4LWND|6TLV|8RCR|9DMG|aAART
86	36113 33125	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUR|3BEXP|457VULN|6TLV|8RCR|9DMG|aAART
87	36523 33125	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUR|357VULN|4BEXP|6TLV|8RCR|9DMG|aAART
88	22213 65123	   	162.82	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|245VULN|3DUST|6DUR|7TLV|8RCR|9DMG|aAART
89	22513 65123	   	162.82	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|235VULN|4DUST|6DUR|7TLV|8RCR|9DMG|aAART
90	23513 65123	   	162.82	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2DUST|345VULN|6DUR|7TLV|8RCR|9DMG|aAART
91	42371 74212	 * 	162.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1RCVC|2MBVNT|39DUR|4AART|59VULN|6LIT|7CDMG|89ASPD|9BPWR|aRCR
92	42241 27112	 * 	162.52	DCR|2VULN|2DMG|3CDMG	1RCVC|2MBVNT|3aDMG|4aVULN|5aBEXP|678CDMG|9RCR|aBPWR
93	42245 15132	   	162.45	DCR|2DMG|1AART|1VULN|1CDMG|2RCVC	17RCVC|2MBVNT|3aDMG|4VULN|5LWND|6AART|8RCR|9CDMG
94	42245 15133	   	162.45	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	17RCVC|2MBVNT|3DMG|4aVULN|5LWND|6AART|8RCR|9CDMG
95	42246 15132	   	162.45	DCR|2DMG|1AART|1VULN|1CDMG|2RCVC	17RCVC|2MBVNT|3aDMG|4VULN|5LHND|6AART|8RCR|9CDMG
96	42246 15133	   	162.45	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	17RCVC|2MBVNT|3DMG|4aVULN|5LHND|6AART|8RCR|9CDMG
97	42271 44521	   	162.12	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|3aDMG|4aLIT|5RPLT|6AART|7aVULN|8BELT|9RCR|aBPWR
98	34361 24131	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|4AART|59VULN|6BEXP|7DUR|8RCR|aDMG
99	42231 24213	   	161.92	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9FEWX|aRCR
100	42231 24223	   	161.92	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9BEXP|aRCR
101	34361 52131	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|4AART|59VULN|6DUR|7DUST|8RCR|aDMG
102	34362 11251	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2MLV|3ZMB|4AART|5DUR|6aDMG|7ERES|8RCR|9VULN
103	34362 11252	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|4AART|5DUR|6DMG|7ERES|8RCR|9aVULN
104	42231 24253	   	161.82	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1RCVC|2MBVNT|34DMG|5ASPD|6VULN|7AART|8FLTHEA|9LEGI|aRCR
105	22526 32522	   	161.81	DCR|3VULN|2DMG|1CDMG	1aBEXP|23aVULN|4FEWX|5CDMG|6aDMG|7MBVNT|8RPLT|9RCR|aBPWR
106	22546 14322	   	161.81	DCR|3VULN|2DMG|1CDMG	1aBEXP|23aVULN|4RPLT|5MBVNT|6LHND|7CDMG|8aDMG|9RCR|aBPWR
107	22616 32522	   	161.81	DCR|3VULN|2DMG|1CDMG	1aBEXP|24aVULN|3LWND|5CDMG|6aDMG|7MBVNT|8RPLT|9RCR|aBPWR
108	32116 32522	   	161.81	DCR|3VULN|2DMG|1CDMG	1aLWND|24aVULN|3BEXP|5CDMG|6aDMG|7MBVNT|8RPLT|9RCR|aBPWR
109	32526 32522	   	161.81	DCR|3VULN|2DMG|1CDMG	1aLWND|23aVULN|4FEWX|5CDMG|6aDMG|7MBVNT|8RPLT|9RCR|aBPWR
110	22325 65121	   	161.71	DCR|2AART|2DMG|1VULN|1DUR	1BEXP|2VULN|3ERES|4LHND|59AART|6DUR|7aDMG|8RCR
111	22325 65122	   	161.71	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2aVULN|3ERES|4LHND|59AART|6DUR|7DMG|8RCR
112	42244 24761	   	161.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9RCR|aDUR
113	32551 21226	   	161.22	DCR|3VULN|3DMG	1LWND|238VULN|4BASHEA|5LIT|679DMG|aRCR
114	22325 15131	   	160.91	DCR|2VULN|2DMG|1AART	1BEXP|29VULN|3ERES|4LHND|5AART|6FEWX|7aDMG|8RCR
115	32543 14132	 * 	160.58	DCR|3VULN|1AART|2CDMG	1LWND|23aVULN|4RPLT|59CDMG|6AART|7RCVC|8RCR
116	32526 32734	 * 	160.53	DCR|4VULN|1DMG|1CDMG	1LWND|239aVULN|4FEWX|5CDMG|6DMG|7MBVNT|8RCR
117	32335 41261	   	160.48	DCR|3DMG|2VULN|2ZMB|1SELL	19LWND|26VULN|3SELL|459DMG|79ZMB|8BELT|9BPWR|aRCR
118	32521 12661	   	160.31	DCR|2VULN|2DMG|1AART	1LWND|23VULN|4FEWX|5RMIN|6AART|7DUST|8RCR|9aDMG
119	42245 15142	   	160.25	DCR|2VULN|2AART|1DMG|2RCVC	17RCVC|2MBVNT|3DMG|4aVULN|5LWND|69AART|8RCR
120	32342 61132	   	160.24	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|26VULN|3SELL|4AART|5RCVC|7RPLT|8RCR|9CDMG|aDMG
121	34362 14133	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|4AART|5DUR|6DMG|7RCVC|8RCR|9CDMG|aVULN
122	42371 16112	   	160.16	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|37DUR|4AART|5aVULN|6DMG|8RCR|9FEWX
123	42371 16122	   	160.16	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|37DUR|4AART|5aVULN|6DMG|8RCR|9BEXP
124	21331 65162	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15BEXP|2ERES|3ZMB|4DMG|6DUR|7AART|8RCR|9aVULN
125	33113 64612	   	160.06	DCR|4VULN|1AART|1ASPD	16LWND|2DUST|3BEXP|456aVULN|6BPWR|7RCR|8ASPD|9AART
126	21333 65162	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|25ERES|3ZMB|4DMG|6DUR|7AART|8RCR|9aVULN
127	22123 25514	 * 	159.97	DCR|4VULN|2DMG	138BEXP|2569VULN|48FEWX|78DMG|8BPWR|aRCR
128	32123 25514	   	159.97	DCR|4VULN|2DMG	18LWND|2569VULN|348BEXP|78DMG|8BPWR|aRCR
129	32133 25514	   	159.97	DCR|4VULN|2DMG	148LWND|2569VULN|38BEXP|78DMG|8BPWR|aRCR
130	22213 44612	   	159.96	DCR|4VULN|1AART|1ASPD	1BEXP|245aVULN|3DUST|6LWND|7RCR|8ASPD|9AART
131	22113 25514	   	159.77	DCR|4VULN|2DMG	138BEXP|2569VULN|48DUST|78DMG|8BPWR|aRCR
132	34363 13112	   	159.70	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|56CDMG|7RCR|8ERES|9VULN|aDMG
133	32526 32712	   	159.36	DCR|2VULN|2DMG|1CDMG|1ZMB	1LWND|23VULN|4FEWX|5CDMG|69DMG|7MBVNT|8RCR|aZMB
134	22551 21222	   	159.21	DCR|3VULN|2DMG|1CDMG	1BEXP|238VULN|4BASHEA|5LIT|67DMG|9CDMG|aRCR
135	42241 13664	   	159.11	DCR|3VULN|2DMG|1DUR	1RCVC|2MBVNT|38DMG|478VULN|58BEXP|6DMSP|8BPWR|9RCR|aDUR
136	42232 42545	   	159.03	DCR|3DMG|1VULN|1CDMG|1ZMB	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8RPLT|9RCR|aCDMG
137	22325 15132	   	158.98	DCR|3VULN|1AART|1DMG	1BEXP|29aVULN|3ERES|4LHND|5AART|6FEWX|7DMG|8RCR
138	22213 64413	   	158.91	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|245VULN|3DUST|6DUR|7RCR|8CDMG|9LIT|aAART
139	22526 36122	   	158.61	DCR|2VULN|2DMG|3CDMG	1aBEXP|23VULN|4aFEWX|578CDMG|6aDMG|9RCR|aBPWR
140	42883 21242	   	158.61	DCR|2DMG|1AART|1VULN|1ZMB|2RCVC	13RCVC|2MBVNT|4ZMB|5LIT|6AART|7aDMG|8VULN|9RCR
141	23553 26122	   	158.41	DCR|2VULN|2DMG|3CDMG	1aBEXP|25DUST|3aVULN|4aDMG|678CDMG|9RCR|aBPWR
142	22325 15163	 * 	158.38	DCR|2VULN|1AART|1DMG|2ZMB	1BEXP|2aVULN|3ERES|4LHND|5AART|6aFEWX|7DMG|8RCR|9aZMB|aBPWR
143	32521 12662	   	158.38	DCR|3VULN|1AART|1DMG	1LWND|23aVULN|4FEWX|5RMIN|6AART|7DUST|8RCR|9DMG
144	42116 16313	   	158.37	DCR|3VULN|1AART|1CDMG	1RCVC|2MBVNT|34CGEN|5CDMG|6AART|7RCR|89aVULN
145	42261 31417	   	158.23	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2MBVNT|36DMG|4RPLT|5ZMB|7RCR|8AIRHEA|9AART|aVULN
146	42241 37112	   	158.18	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|4aVULN|5BEXP|67AART|8RCR|9FEWX
147	42241 37132	   	158.18	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|4aVULN|59BEXP|67AART|8RCR
148	42241 37162	   	158.18	DCR|2VULN|2AART|1DMG	1RCVC|2MBVNT|3DMG|4aVULN|5BEXP|67AART|8RCR|9LWND
149	36113 53115	   	157.86	DCR|4VULN|1AART|1DUR	1aLWND|2DUR|3aBEXP|457aVULN|6RMIN|8RCR|9AART|aBPWR
150	15135 12611	 * 	157.82	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	13CGEN|2RPLT|4RCR|5DMG|6ZMB|79CDMG|8AART|aVULN
151	34362 14132	   	157.76	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|4AART|5DUR|6aDMG|7RCVC|8RCR|9CDMG
152	32342 12342	   	157.74	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|2aVULN|3SELL|4AART|5RCVC|6CDMG|7ERES|8DMG|9RCR
153	22612 65333	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|24VULN|3LWND|5LHND|6CDMG|7RCR|8AART|9CGEN|aDMG
154	32112 65333	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|8AART|9CGEN|aDMG
155	32522 65333	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|23VULN|4FEWX|5LHND|6CDMG|7RCR|8AART|9CGEN|aDMG
156	32314 34735	   	157.67	DCR|2VULN|2DMG|1AART|1SELL	1LWND|29VULN|3SELL|4MBVNT|5FEWX|67DMG|8RCR|aAART
157	32332 52735	   	157.67	DCR|2VULN|2DMG|1AART|1SELL	1LWND|29VULN|3SELL|46DMG|5FEWX|7MBVNT|8RCR|aAART
158	22352 63112	   	157.66	DCR|4VULN|1AART|1DUR	1BEXP|267aVULN|3ERES|4DUR|56LWND|6BPWR|8RCR|9AART
159	26511 53112	   	157.66	DCR|4VULN|1AART|1DUR	1BEXP|2DUR|347aVULN|5RMIN|6LWND|8RCR|9AART
160	26512 53112	   	157.66	DCR|4VULN|1AART|1DUR	1BEXP|2DUR|347aVULN|5LHND|6RMIN|8RCR|9AART
161	26533 53112	   	157.66	DCR|4VULN|1AART|1DUR	1BEXP|2DUR|357aVULN|4LWND|6RMIN|8RCR|9AART
162	36113 53112	   	157.66	DCR|4VULN|1AART|1DUR	1LWND|2DUR|3BEXP|457aVULN|6RMIN|8RCR|9AART
163	36523 53112	   	157.66	DCR|4VULN|1AART|1DUR	1LWND|2DUR|357aVULN|4BEXP|6RMIN|8RCR|9AART
164	42232 42717	   	157.62	DCR|3DMG|1VULN|2DUR|1ZMB	1RCVC|2MBVNT|345DMG|6ZMB|7VULN|8aDUR|9RCR
165	22612 65323	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|24VULN|3LWND|5LHND|6CDMG|7RCR|8AART|9ERES|aDMG
