0	Index      	 *	Score 	Summary	Detail	
1	11211 85224	 * 	294.96	DCR|DCR|3VULN|1CDMG|1RPLT|1ZMB	1MBVNT|245VULN|3CDMG|6ZMB|7aRCR|8ERES|9RPLT
48	11583 11361	   	271.99	DCR|DCR|3VULN	1MBVNT|279VULN|3BBNT|49ERES|5TBNT|69LWND|8aRCR|9BPWR
49	12271 52361	   	271.99	DCR|DCR|3VULN	1MBVNT|2BBNT|359VULN|49AME|69FEWX|7TBNT|8aRCR|9BPWR
50	12271 72361	   	271.99	DCR|DCR|3VULN	1MBVNT|2BBNT|359VULN|49AME|69LHND|7TBNT|8aRCR|9BPWR
51	12283 11361	   	271.99	DCR|DCR|3VULN	1MBVNT|2BBNT|379VULN|49ERES|5TBNT|69LWND|8aRCR|9BPWR
52	12363 11361	   	271.99	DCR|DCR|3VULN	1MBVNT|2BBNT|39ERES|479VULN|5TBNT|69LWND|8aRCR|9BPWR
53	13835 42361	   	271.99	DCR|DCR|3VULN	1MBVNT|29LWND|359VULN|4BBNT|69AME|7TBNT|8aRCR|9BPWR
54	11857 31323	   	271.89	DCR|DCR|3VULN	1MBVNT|236VULN|4BELT|5BEXP|7FLTFST|8aRCR|9CGEN
55	11134 43426	   	271.89	DCR|DCR|3VULN	1MBVNT|278VULN|3LIT|4LWND|5MDPS|6CGEN|9aRCR
56	11134 53426	   	271.89	DCR|DCR|3VULN	1MBVNT|278VULN|3LIT|4LWND|5MDPS|6TLV|9aRCR
57	11135 63426	   	271.89	DCR|DCR|3VULN	1MBVNT|278VULN|3LIT|4LWND|5RMIN|6MDPS|9aRCR
58	11371 52341	   	271.89	DCR|DCR|3VULN	1MBVNT|259VULN|3TBNT|4AME|6FEWX|7BBNT|8aRCR
59	11371 72341	   	271.89	DCR|DCR|3VULN	1MBVNT|259VULN|3TBNT|4AME|6LHND|7BBNT|8aRCR
60	11571 52341	   	271.89	DCR|DCR|3VULN	1MBVNT|259VULN|3BBNT|4AME|6FEWX|7TBNT|8aRCR
61	11571 72341	   	271.89	DCR|DCR|3VULN	1MBVNT|259VULN|3BBNT|4AME|6LHND|7TBNT|8aRCR
62	12271 52341	   	271.89	DCR|DCR|3VULN	1MBVNT|2BBNT|359VULN|4AME|6FEWX|7TBNT|8aRCR
63	12271 72341	   	271.89	DCR|DCR|3VULN	1MBVNT|2BBNT|359VULN|4AME|6LHND|7TBNT|8aRCR
64	16147 33426	   	271.89	DCR|DCR|3VULN	1MBVNT|2CGEN|3MDPS|478VULN|5LIT|6LWND|9aRCR
65	12864 26424	   	271.84	DCR|DCR|2VULN|1ASPD|1AART	1MBVNT|2BBNT|3AART|4LWND|5AAC|68VULN|79RCR|aASPD
66	11371 62341	   	271.79	DCR|DCR|3VULN	1MBVNT|259VULN|3TBNT|4AME|6LEGI|7BBNT|8aRCR
67	11371 62361	   	271.79	DCR|DCR|3VULN	1MBVNT|259VULN|3TBNT|49AME|6LEGI|7BBNT|8aRCR|9BPWR
68	11571 62341	   	271.79	DCR|DCR|3VULN	1MBVNT|259VULN|3BBNT|4AME|6LEGI|7TBNT|8aRCR
69	11741 44526	   	271.79	DCR|DCR|3VULN	1MBVNT|257VULN|35ERES|4MDPS|5BPWR|6LWND|8LIT|9aRCR
70	11747 33426	   	271.79	DCR|DCR|3VULN	1MBVNT|278VULN|3ERES|4MDPS|5LIT|6LWND|9aRCR
71	12271 62341	   	271.79	DCR|DCR|3VULN	1MBVNT|2BBNT|359VULN|4AME|6LEGI|7TBNT|8aRCR
72	12271 62361	   	271.79	DCR|DCR|3VULN	1MBVNT|2BBNT|359VULN|49AME|6LEGI|7TBNT|8aRCR|9BPWR
73	12671 62433	   	271.56	ACR|DCR|2VULN|3CDMG|1MLV	1MBVNT|2BBNT|368CDMG|47RCR|56VULN|6BPWR|9MLV|aDUR
74	11213 88334	   	271.49	DCR|DCR|2VULN|1CDMG|1RPLT|1ZMB	1MBVNT|24VULN|3CDMG|5ERES|6RCVC|7RPLT|8ZMB|9aRCR
75	11221 85224	   	271.49	DCR|DCR|2VULN|1CDMG|1RPLT|1ZMB	1MBVNT|25VULN|3CDMG|4RCVC|6ZMB|7aRCR|8ERES|9RPLT
76	11213 28334	   	271.39	DCR|DCR|2VULN|1CDMG|1RPLT|1ZMB	1MBVNT|24VULN|3CDMG|56ERES|7RPLT|8ZMB|9aRCR
77	11215 85224	   	271.39	DCR|DCR|2VULN|1CDMG|1RPLT|1ZMB	1MBVNT|24VULN|3CDMG|5AELOIC|6ZMB|7aRCR|8ERES|9RPLT
78	11278 28334	   	271.39	DCR|DCR|2VULN|1CDMG|1RPLT|1ZMB	1MBVNT|25VULN|3CDMG|46ERES|7RPLT|8ZMB|9aRCR
79	11738 25424	   	271.39	DCR|DCR|2VULN|1ASPD|1RPLT|1SELL	1MBVNT|25VULN|36ERES|4SELL|7aRCR|8ASPD|9RPLT
80	18211 13763	   	271.35	DCR|DCR|1VULN|1DMG|1MLV|1ASPD|1AART|1SELL	1MBVNT|2AART|3SELL|4DMG|5MLV|6ASPD|7BEXP|89RCR|aVULN
81	14677 13312	   	271.12	ACR|DCR|2VULN|2DMG|1ASPD	1MBVNT|29LIT|3ASPD|49DMG|56RCR|79VULN|8RMIN|9BPWR|aFEWX
82	14677 13314	   	271.12	ACR|DCR|2VULN|2DMG|1ASPD	1MBVNT|29LIT|3ASPD|49DMG|56RCR|79VULN|8RMIN|9BPWR|aLWND
83	14677 13311	   	271.02	ACR|DCR|2VULN|2DMG|1ASPD	1MBVNT|29LIT|3ASPD|49DMG|56RCR|79VULN|8RMIN|9BPWR|aSNITOX
84	12671 62123	   	270.87	ACR|DCR|2VULN|2CDMG|1MLV|1ASPD	1MBVNT|2BBNT|36CDMG|47RCR|56VULN|6BPWR|8ASPD|9MLV|aLIT
85	12671 62121	   	270.77	ACR|DCR|2VULN|2CDMG|1MLV|1ASPD	1MBVNT|2BBNT|36CDMG|47RCR|56VULN|6BPWR|8ASPD|9MLV|aDUST
86	12671 62122	   	270.77	ACR|DCR|2VULN|2CDMG|1MLV|1ASPD	1MBVNT|2BBNT|36CDMG|47RCR|56VULN|6BPWR|8ASPD|9MLV|aERES
87	12671 62124	   	270.77	ACR|DCR|2VULN|2CDMG|1MLV|1ASPD|1MSE	1MBVNT|2BBNT|36CDMG|47RCR|56VULN|6BPWR|8ASPD|9MLV|aMSE
88	14373 32441	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27aLIT|3TBNT|47DMG|57MLV|69RCR|7BPWR|8CDMG
89	14373 32442	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|3TBNT|47DMG|57MLV|69RCR|7BPWR|8CDMG|aRMIN
90	14373 32444	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|3TBNT|47DMG|57MLV|69RCR|7BPWR|8CDMG|aLWND
91	14373 32448	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|3TBNT|47DMG|57MLV|69RCR|7BPWR|8CDMG|aRCVC
92	14571 32441	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27aLIT|37MLV|47DMG|5BBNT|69RCR|7BPWR|8CDMG
93	14571 32442	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5BBNT|69RCR|7BPWR|8CDMG|aRMIN
94	14571 32444	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5BBNT|69RCR|7BPWR|8CDMG|aLWND
95	14571 32448	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5BBNT|69RCR|7BPWR|8CDMG|aRCVC
96	14574 32441	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27aLIT|37MLV|47DMG|5TBNT|69RCR|7BPWR|8CDMG
97	14574 32442	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5TBNT|69RCR|7BPWR|8CDMG|aRMIN
98	14574 32444	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5TBNT|69RCR|7BPWR|8CDMG|aLWND
99	14574 32448	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5TBNT|69RCR|7BPWR|8CDMG|aRCVC
100	17561 32441	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27MLV|37DMG|47aLIT|5BBNT|69RCR|7BPWR|8CDMG
101	17561 32442	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27MLV|37DMG|47LIT|5BBNT|69RCR|7BPWR|8CDMG|aRMIN
102	17561 32444	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27MLV|37DMG|47LIT|5BBNT|69RCR|7BPWR|8CDMG|aLWND
103	17564 32441	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27MLV|37DMG|47aLIT|5TBNT|69RCR|7BPWR|8CDMG
104	17564 32442	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27MLV|37DMG|47LIT|5TBNT|69RCR|7BPWR|8CDMG|aRMIN
105	17564 32444	   	270.14	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27MLV|37DMG|47LIT|5TBNT|69RCR|7BPWR|8CDMG|aLWND
106	14373 32447	   	270.04	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|3TBNT|47DMG|57MLV|69RCR|7BPWR|8CDMG|aERES
107	14571 32447	   	270.04	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5BBNT|69RCR|7BPWR|8CDMG|aERES
108	14574 32447	   	270.04	DCR|DCR|2DMG|2MLV|1CDMG	1MBVNT|27LIT|37MLV|47DMG|5TBNT|69RCR|7BPWR|8CDMG|aERES
109	12671 62421	   	269.19	ACR|DCR|3VULN|3CDMG	1MBVNT|2BBNT|368CDMG|47RCR|569VULN|6BPWR|aLIT
110	35113 63125	   	269.02	DCR|DCR|1VULN|1DMG|2DUR|1ASPD	1RCVC|2LEGI|3ASPD|46DUR|5LIT|7aRCR|8VULN|9DMG
111	11214 46832	 * 	267.53	DCR|3VULN|2DMG|1MLV|2DUR|1CDMG	1MBVNT|248VULN|3CDMG|58DUR|6RCR|78DMG|8BPWR|9AAC|aMLV
112	14373 33748	   	267.46	DCR|DCR|1VULN|1DMG|1MLV|1AART|1ZMB	1MBVNT|2LIT|3TBNT|4DMG|5MLV|6aRCR|7ZMB|8AART|9VULN
113	14373 41648	   	267.46	DCR|DCR|1VULN|1DMG|1MLV|1AART|1ZMB	1MBVNT|2LIT|3TBNT|4DMG|5MLV|6AART|7ZMB|8aRCR|9VULN
114	11214 46862	   	267.28	DCR|3VULN|2DMG|1MLV|2DUR|1CDMG|1ZMB	1MBVNT|248VULN|3CDMG|58DUR|6RCR|78DMG|8BPWR|9ZMB|aMLV
115	14523 21247	   	267.00	DCR|DCR|1VULN|2MLV|1CDMG|1ZMB	1MBVNT|2LIT|35MLV|4TBNT|6CDMG|7ZMB|89RCR|aVULN
116	14533 21247	   	267.00	DCR|DCR|1VULN|2MLV|1CDMG|1ZMB	1MBVNT|2LIT|35MLV|4BBNT|6CDMG|7ZMB|89RCR|aVULN
117	14677 13424	   	266.99	ACR|DCR|2VULN|1DMG|1ASPD|1CDMG	1MBVNT|2LIT|3ASPD|4DMG|56RCR|7aVULN|8CDMG|9FEWX
118	14677 13444	   	266.99	ACR|DCR|2VULN|1DMG|1ASPD|1CDMG	1MBVNT|2LIT|3ASPD|4DMG|56RCR|7aVULN|8CDMG|9BEXP
119	14623 32443	   	266.90	DCR|DCR|2MLV|2ASPD|1CDMG	1MBVNT|27LIT|37ASPD|4TBNT|57MLV|69RCR|7BPWR|8CDMG|aDUR
120	14633 32443	   	266.90	DCR|DCR|2MLV|2ASPD|1CDMG	1MBVNT|27LIT|37ASPD|4BBNT|57MLV|69RCR|7BPWR|8CDMG|aDUR
121	12834 26524	   	266.39	DCR|DCR|2VULN|1AART	1MBVNT|2BBNT|3AART|4DUST|5AAC|68VULN|79RCR|aDUR
122	11137 33826	   	266.06	DCR|DCR|2VULN|1MLV	1MBVNT|25VULN|3LIT|4LWND|6FEWX|7MLV|8LHND|9aRCR
123	13837 51311	   	266.06	DCR|DCR|2VULN|1MLV	1MBVNT|29LWND|37VULN|4BBNT|5TBNT|6MLV|8aRCR
124	13837 51331	   	266.06	DCR|DCR|2VULN|1MLV	1MBVNT|2LWND|37VULN|4BBNT|5TBNT|6MLV|8aRCR|9RCVC
125	14523 17445	   	266.01	DCR|DCR|2MLV|1DMG|1ASPD|1CDMG	1MBVNT|2LIT|35MLV|4TBNT|69RCR|7ASPD|8CDMG|aDMG
126	14533 17445	   	266.01	DCR|DCR|2MLV|1DMG|1ASPD|1CDMG	1MBVNT|2LIT|35MLV|4BBNT|69RCR|7ASPD|8CDMG|aDMG
127	11137 33226	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|25VULN|3LIT|4LWND|6FEWX|7MLV|8DUST|9aRCR
128	11137 45226	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|25VULN|3LIT|4LWND|6MLV|7LHND|8DUST|9aRCR
129	11374 42341	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|29VULN|3TBNT|4AME|5RMIN|6MLV|7BBNT|8aRCR
130	11574 42341	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|29VULN|3BBNT|4AME|5RMIN|6MLV|7TBNT|8aRCR
131	11873 33251	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|23VULN|4FEWX|5MLV|6LWND|7aRCR|8BBNT|9MDPS
132	12274 42341	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|2BBNT|39VULN|4AME|5RMIN|6MLV|7TBNT|8aRCR
133	13872 33226	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|2LWND|34VULN|5LIT|6FEWX|7MLV|8DUST|9aRCR
134	17664 42341	   	265.96	DCR|DCR|2VULN|1MLV	1MBVNT|2MLV|3TBNT|49VULN|5RMIN|6AME|7BBNT|8aRCR
135	13871 43251	   	265.86	DCR|DCR|2VULN|1MLV	1MBVNT|2LWND|34VULN|5DUST|6MLV|7aRCR|8BBNT|9MDPS
136	13873 13251	   	265.86	DCR|DCR|2VULN|1MLV	1MBVNT|2LWND|34VULN|5MLV|6DUST|7aRCR|8BBNT|9MDPS
137	11137 63226	   	265.86	DCR|DCR|2VULN|1MLV	1MBVNT|25VULN|3LIT|4LWND|6LEGI|7MLV|8DUST|9aRCR
138	11843 11526	   	265.86	DCR|DCR|2VULN|1MLV	1MBVNT|23VULN|4MDPS|5MLV|6AME|7CGEN|8LIT|9aRCR
139	11346 44332	   	265.62	DCR|DCR|1VULN|1ASPD|1CDMG|1RPLT	1MBVNT|2VULN|3TBNT|4RPLT|5ASPD|6ERES|7CDMG|89RCR|aDUR
140	11546 44332	   	265.62	DCR|DCR|1VULN|1ASPD|1CDMG|1RPLT	1MBVNT|2VULN|3BBNT|4RPLT|5ASPD|6ERES|7CDMG|89RCR|aDUR
141	12246 44332	   	265.62	DCR|DCR|1VULN|1ASPD|1CDMG|1RPLT	1MBVNT|2BBNT|3VULN|4RPLT|5ASPD|6ERES|7CDMG|89RCR|aDUR
142	14626 12447	   	265.28	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1MBVNT|25LIT|3ASPD|4TBNT|69RCR|7MLV|8CDMG|aVULN
143	14636 12447	   	265.28	DCR|DCR|1VULN|1MLV|1ASPD|1CDMG	1MBVNT|25LIT|3ASPD|4BBNT|69RCR|7MLV|8CDMG|aVULN
