0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	橙5易伤1伤害1等级1时间	13457易伤25掉矿5序列升级6核8时间9等级a伤害
39	13123 24366	8	   	264.73	橙5易伤2伤害	1345a易伤25a掉矿5a序列升级6敌人爆炸7基地爆炸8核9a伤害
40	13123 32266	6	   	264.73	橙5易伤2伤害	13459易伤25a掉矿5a序列升级6a伤害7核8a低血量敌人
41	13123 33366	5	   	264.73	橙5易伤2伤害	1345a易伤25a掉矿5a序列升级6低血量敌人7基地爆炸8核9a伤害
42	13123 42366	5	   	264.73	橙5易伤2伤害	1345a易伤25a掉矿5a序列升级6基地爆炸7最后敌人8核9a伤害
43	13124 23366	8	   	264.73	橙5易伤2伤害	1347a易伤2a掉矿5基地爆炸6敌人爆炸8核9a伤害a序列升级
44	13123 12566	6	   	264.63	橙5易伤2伤害	1345a易伤25a掉矿5a序列升级6核7最后敌人8挖尘9a伤害
45	13123 13566	6	   	264.63	橙5易伤2伤害	1345a易伤25a掉矿5a序列升级6核7基地爆炸8挖尘9a伤害
46	13123 16163	6	   	264.63	橙5易伤2伤害	1345a易伤25掉矿5序列升级6核78伤害9额外掉落
47	13123 32163	6	   	264.63	橙5易伤2伤害	1345a易伤25掉矿5序列升级68伤害7核9额外掉落
48	13125 23366	8	   	264.63	橙5易伤2伤害	1347a易伤2a掉矿5挖尘6敌人爆炸8核9a伤害a序列升级
49	13123 11114	7	   	264.63	橙5易伤2伤害	13459易伤25掉矿5序列升级6核7金币生成8a伤害
50	13123 16263	6	   	264.63	橙5易伤2伤害	13459易伤25掉矿5序列升级6核7a伤害8低血量敌人
51	13123 16314	6	   	264.63	橙5易伤2伤害	13459易伤25掉矿5序列升级6核7a伤害8金币生成
52	13123 16364	7	   	264.63	橙5易伤2伤害	13457易伤25掉矿5序列升级6核8随机矿9a伤害
53	13123 32263	6	   	264.63	橙5易伤2伤害	13459易伤25掉矿5序列升级6a伤害7核8低血量敌人
54	13123 32314	6	   	264.63	橙5易伤2伤害	13459易伤25掉矿5序列升级6a伤害7核8金币生成
55	14226 31143	4	   	264.59	橙3易伤2伤害2时间1攻速	17a易伤247最后敌人3a挖尘5攻速67伤害7a序列升级8a时间9核
56	13125 13366	8	   	264.53	橙5易伤2伤害	1347a易伤2掉矿5a挖尘6挖青8核9a伤害a序列升级
57	13125 13366	7	   	264.53	橙5易伤2伤害	1347a易伤2掉矿5a挖尘6挖青8核9a伤害a序列升级
58	12643 13236	2	   	264.28	橙4易伤3攻速1时间1全技能	1579易伤2平台3赏金邻近457攻速57序列升级6全技能8时间a核
59	12355 23125	2	   	263.98	橙3易伤3时间1伤害2雷电	146易伤2平台34雷电4序列升级57a时间8核9伤害
60	12145 52231	3	 * 	263.93	橙3易伤3时间2等级2雷电1卖塔	18a易伤2平台3卖塔48等级58a时间6核7双倍矿8a序列升级9a雷电
61	12155 52231	4	 * 	263.93	橙3易伤3时间2等级2雷电1卖塔	18a易伤2平台3卖塔48等级58a时间6核7双倍矿8a序列升级9a雷电
62	12355 25122	2	 * 	263.82	橙4易伤3雷电1伤害1时间	1467易伤2平台34a雷电4序列升级5时间8核9伤害
63	13123 12143	6	   	263.29	橙5易伤1伤害1等级	13458易伤25掉矿5序列升级6核7最后敌人9等级a伤害
64	13123 12346	7	   	263.29	橙5易伤1伤害1时间	13458易伤25掉矿5序列升级6核7额外掉落9时间a伤害
65	13123 13143	6	   	263.29	橙5易伤1伤害1等级	13458易伤25掉矿5序列升级6核7基地爆炸9等级a伤害
66	13123 14113	9	   	263.29	橙5易伤1伤害1等级	13458易伤25掉矿5序列升级6核7基地爆炸9等级a伤害
67	13123 14143	7	   	263.29	橙5易伤1伤害1等级	13458易伤25掉矿5序列升级6核7基地爆炸9等级a伤害
68	13123 14143	8	   	263.29	橙5易伤1伤害1等级	13458易伤25掉矿5序列升级6核7基地爆炸9等级a伤害
69	13123 14263	8	   	263.29	橙5易伤1伤害1等级	13459易伤25掉矿5序列升级6核7基地爆炸8等级a伤害
70	13123 15143	6	   	263.29	橙5易伤1伤害1等级	13458易伤25掉矿5序列升级6核7敌人爆炸9等级a伤害
71	13123 16154	9	   	263.29	橙5易伤1伤害1时间	13457易伤25掉矿5序列升级6核8立即金币9时间a伤害
72	13123 16166	8	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8立即金币9伤害a等级
73	13123 16213	9	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8低血量敌人9等级a伤害
74	13123 16243	8	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8低血量敌人9等级a伤害
75	13123 16243	7	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8敌人爆炸9等级a伤害
76	13123 16313	9	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8敌人爆炸9等级a伤害
77	13123 16343	8	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8敌人爆炸9等级a伤害
78	13123 16366	7	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8随机矿9伤害a等级
79	13123 16513	7	   	263.29	橙5易伤1伤害1时间	13457易伤25掉矿5序列升级6核8时间9策反a伤害
80	13123 16513	9	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8基地爆炸9等级a伤害
81	13123 16543	8	   	263.29	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8基地爆炸9等级a伤害
82	13123 16553	7	   	263.29	橙5易伤1伤害1时间	13457易伤25掉矿5序列升级6核8时间9矿等a伤害
83	13123 16153	7	   	263.19	橙5易伤1伤害1等级	13457易伤25掉矿5序列升级6核8加一9等级a伤害
84	11121 42153	9	   	263.13	橙4易伤2时间1等级	1349易伤29策反5等级6平台7雷电89时间9序列升级a核
85	11121 65153	9	   	263.13	橙4易伤2时间1等级	1349易伤29策反5等级6雷电7平台89时间9序列升级a核
86	14131 43122	1	   	262.89	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8等级9核a最后敌人
87	14131 43123	1	   	262.89	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8等级9核a双倍矿
88	14131 43124	1	   	262.89	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8等级9核a基地爆炸
89	14131 43126	1	   	262.89	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8等级9核a低血量敌人
90	14131 43421	1	   	262.79	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8掉矿9核a等级
91	14131 43631	1	   	262.79	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8核9掉矿a等级
92	14131 43121	1	   	262.79	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8等级9核a赏金塔
93	14131 43125	1	   	262.79	橙2易伤2伤害2时间2暴击1等级	17易伤23伤害4额外掉落57时间67暴击7序列升级8等级9核a赏金邻近
94	13123 16535	7	   	262.54	橙5易伤1时间1攻速	13457易伤25掉矿5序列升级6核8时间9雷电a攻速
95	14131 43621	1	   	262.29	橙2易伤3伤害2时间2暴击	17易伤239伤害4额外掉落57时间67暴击7序列升级8核a双倍矿
96	14131 43623	1	   	262.29	橙2易伤3伤害2时间2暴击	17易伤239伤害4额外掉落57时间67暴击7序列升级8核a敌人爆炸
97	11121 62346	6	 * 	262.10	橙5易伤2等级2雷电	1347a易伤2策反57等级67雷电7序列升级8基地爆炸9核
98	11121 62246	6	   	262.00	橙5易伤2等级2雷电	1347a易伤2策反57等级67雷电7序列升级8挖尘9核
99	11511 23616	5	   	261.89	橙3易伤2伤害2时间	18a易伤2策反38时间4雷电59低血量敌人6核78伤害8序列升级
100	13623 41252	10	   	261.71	橙2易伤2伤害2攻速1时间2雷电1暴击	15易伤29掉矿3暴击45攻速59序列升级69伤害7时间89雷电a核
101	14223 35326	1	   	261.64	橙4易伤2伤害1等级	167a易伤2a伤害3等级4随机矿5基地爆炸8核9a策反a序列升级
102	15233 32366	5	   	261.54	橙4易伤2伤害1等级	156a易伤27a基地爆炸3挖尘4等级8核9a伤害a序列升级
103	14113 35314	1	   	261.44	橙4易伤2伤害1时间	167a易伤23伤害4时间5基地爆炸8核9额外掉落
104	14113 35323	1	   	261.44	橙4易伤2伤害1时间	1679易伤23伤害4时间5a基地爆炸8核
105	14113 35325	1	   	261.44	橙4易伤2伤害1时间	1679易伤23伤害4时间5基地爆炸8核a金币生成
106	15233 13366	7	   	261.44	橙4易伤2伤害1等级	157a易伤2a基地爆炸36挖尘4等级8核9a伤害a序列升级
107	13123 12662	9	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级6核7额外掉落8时间9a伤害
108	13123 16123	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级6核78伤害9基地爆炸a时间
109	13123 16145	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级6核78伤害9低血量敌人a时间
110	13123 16161	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级6核78伤害9额外掉落a时间
111	13123 32123	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级68伤害7核9基地爆炸a时间
112	13123 32145	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级68伤害7核9低血量敌人a时间
113	13123 32161	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级68伤害7核9额外掉落a时间
114	13123 34442	6	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级6a伤害7时间8额外掉落9核
115	13123 36442	7	   	261.34	橙4易伤2伤害1时间	1345易伤25掉矿5序列升级6a伤害7时间8额外掉落9核
116	14113 35324	1	   	261.34	橙4易伤2伤害1时间	1679易伤23伤害4时间5基地爆炸8核a双倍物品
117	14113 35326	1	   	261.34	橙4易伤2伤害1时间	1679易伤23伤害4时间5基地爆炸8核a掉矿
118	52631 36232	5	 * 	261.34	橙3易伤2等级1伤害2暴击1时间	1平台27暴击37等级4伤害5低血量敌人679易伤7序列升级8时间a核
119	12342 31231	5	 * 	261.26	紫4易伤2时间2等级2暴击2雷电	148a易伤2平台3a时间5核68暴击78等级8a序列升级9a雷电
120	54342 31231	5	   	261.26	紫4易伤2时间2等级2暴击2雷电	1平台248a易伤3a时间5核68暴击78等级8a序列升级9a雷电
121	13123 16613	6	   	261.24	橙4易伤2伤害1等级	1345易伤259掉矿5序列升级6核7a伤害8等级
122	13123 32613	6	   	261.24	橙4易伤2伤害1等级	1345易伤259掉矿5序列升级6a伤害7核8等级
123	13121 24631	9	   	261.15	橙4易伤2攻速1时间1等级	1348易伤28掉矿5等级6挖尘78攻速8序列升级9核a时间
124	26344 17374	1	 * 	260.94	橙4易伤3伤害	19敌人爆炸2加一3679易伤489伤害5额外掉落9序列升级a核
125	13123 16133	6	   	260.74	橙4易伤3伤害	1345易伤25掉矿5序列升级6核78a伤害9策反
126	13123 32133	6	   	260.74	橙4易伤3伤害	1345易伤25掉矿5序列升级68a伤害7核9策反
127	13123 11122	8	   	260.69	橙5易伤1伤害1暴击	13459易伤25掉矿5序列升级6核7金币生成8暴击a伤害
128	13123 11162	9	   	260.69	橙5易伤1伤害1暴击	13459易伤25掉矿5序列升级6核7金币生成8暴击a伤害
129	13123 16114	6	   	260.64	橙4易伤3伤害	1345易伤259掉矿5序列升级6核78a伤害
130	13123 32114	6	   	260.64	橙4易伤3伤害	1345易伤259掉矿5序列升级68a伤害7核
131	13123 16614	7	   	260.59	橙5易伤1伤害1暴击	13457易伤258掉矿58序列升级6核9伤害a暴击
132	13123 16614	8	   	260.59	橙5易伤1伤害1暴击	13457易伤258掉矿58序列升级6核9伤害a暴击
133	13112 62623	8	   	260.45	橙3易伤2时间1伤害1暴击1攻速	136易伤2掉矿4暴击56时间6序列升级7额外掉落8伤害9核a攻速
134	13612 62623	8	   	260.45	橙3易伤2时间1伤害1暴击1攻速	146易伤2掉矿3暴击56时间6序列升级7额外掉落8伤害9核a攻速
135	13113 31862	10	   	260.23	橙4易伤2时间1暴击	1389易伤29掉矿4暴击5加一6雷电79时间9序列升级a核
136	13113 33662	10	   	260.23	橙4易伤2时间1暴击	1379易伤29掉矿4暴击5加一6雷电89时间9序列升级a核
137	13613 31862	10	   	260.23	橙4易伤2时间1暴击	1489易伤29掉矿3暴击5加一6雷电79时间9序列升级a核
138	13613 33662	10	   	260.23	橙4易伤2时间1暴击	1479易伤29掉矿3暴击5加一6雷电89时间9序列升级a核
139	11513 21316	5	   	260.16	橙3易伤3时间1等级2雷电	189易伤2策反358时间48雷电6核7赏金邻近8序列升级a等级
140	11513 25316	5	   	260.16	橙3易伤3时间1等级2雷电	189易伤2策反358时间48雷电6核7赏金塔8序列升级a等级
141	11121 21446	5	   	260.10	橙4易伤1伤害1等级1时间	1347易伤2策反5等级6时间8额外掉落9核a伤害
142	15333 35322	6	   	260.10	橙4易伤1伤害1等级1时间	1579易伤23基地爆炸4伤害6时间8核a等级
143	13121 43321	5	   	260.00	橙4易伤1伤害1等级1时间	1349易伤2掉矿5等级6伤害7基地爆炸8核a时间
144	13123 12661	9	   	260.00	橙4易伤1伤害1等级1时间	1345易伤25掉矿5序列升级6核7额外掉落8时间9伤害a等级
145	13123 14221	10	   	260.00	橙4易伤1伤害1等级1时间	1345易伤25掉矿5序列升级6核7基地爆炸8等级9时间a伤害
146	13123 34441	6	   	260.00	橙4易伤1伤害1等级1时间	1345易伤25掉矿5序列升级6伤害7时间8额外掉落9核a等级
147	13123 36441	7	   	260.00	橙4易伤1伤害1等级1时间	1345易伤25掉矿5序列升级6伤害7时间8额外掉落9核a等级
148	16634 22261	1	   	259.93	橙3易伤3时间1伤害1攻速	15a易伤2加一346时间7攻速8核9伤害
149	13123 16635	6	   	259.90	橙4易伤1伤害1时间1等级	1345易伤25掉矿5序列升级6核7伤害8等级9赏金邻近a时间
150	13123 32635	6	   	259.90	橙4易伤1伤害1时间1等级	1345易伤25掉矿5序列升级6伤害7核8等级9赏金邻近a时间
151	13123 41234	6	 * 	259.90	橙4易伤2暴击1等级1时间	1345易伤25掉矿5序列升级6等级78暴击9时间a核
152	11122 56341	10	 * 	259.59	橙4易伤2时间2攻速	1347易伤2策反5a时间68攻速9核
153	11231 24634	1	   	259.59	橙4易伤2时间2攻速	1478易伤28攻速3敌人爆炸5掉矿68时间8序列升级9赏金塔a核
154	13122 12544	5	   	259.59	橙4易伤2时间2攻速	1348易伤2掉矿58时间6赏金塔78攻速8序列升级9敌人爆炸a核
155	13122 25323	6	   	259.48	橙5易伤1等级1时间	13479易伤2掉矿5时间6基地爆炸8核a等级
156	13123 14224	9	   	259.48	橙5易伤1等级1时间	1345a易伤25掉矿5序列升级6核7基地爆炸8等级9时间
157	13123 14226	10	   	259.48	橙5易伤1等级1时间	1345a易伤25掉矿5序列升级6核7基地爆炸8等级9时间
158	13123 16156	10	   	259.48	橙5易伤1等级1时间	13457易伤25掉矿5序列升级6核8立即金币9时间a等级
159	13123 16541	7	   	259.48	橙5易伤1等级1时间	13457易伤25掉矿5序列升级6核8时间9等级a平台
160	13123 16542	7	   	259.48	橙5易伤1等级1时间	13457易伤25掉矿5序列升级6核8时间9等级a随机矿
161	13534 35323	3	   	259.48	橙5易伤1等级1时间	14679易伤2掉矿3时间5基地爆炸8核a等级
162	13122 33254	9	   	259.48	橙5易伤1等级1时间	13479易伤2掉矿5时间6立即金币8等级a核
163	13622 33552	10	   	259.43	橙2易伤2伤害2时间1暴击1攻速	17易伤29掉矿3暴击4攻速59伤害6雷电89时间9序列升级a核
164	13122 65323	5	   	259.38	橙5易伤1时间1等级	13479易伤2掉矿5时间6挖尘8核a等级
165	13123 13361	7	   	259.38	橙5易伤1等级1时间	1345a易伤257掉矿5序列升级6核8时间9等级
166	11121 24642	5	   	259.35	橙4易伤1等级1时间1攻速	1348易伤2策反5等级6时间7雷电9核a攻速
167	11121 62642	7	   	259.35	橙4易伤1等级1时间1攻速	1348易伤2策反5等级6雷电7时间9核a攻速
168	13116 21515	5	   	259.01	橙3易伤2时间1伤害1暴击1全技能	138易伤2掉矿4暴击5全技能6核79时间a伤害
169	11112 61122	8	   	258.96	橙3易伤3时间1等级1暴击	136易伤2策反4暴击567时间6序列升级8低血量敌人9核a等级
170	11112 62222	6	   	258.96	橙3易伤3时间1等级1暴击	136易伤2策反4暴击568时间6序列升级7低血量敌人9核a等级
171	11112 65122	8	   	258.96	橙3易伤3时间1等级1暴击	136易伤2策反4暴击568时间6序列升级7低血量敌人9核a等级
172	11112 65222	7	   	258.96	橙3易伤3时间1等级1暴击	136易伤2策反4暴击568时间6序列升级7低血量敌人9核a等级
173	11612 61122	8	   	258.96	橙3易伤3时间1等级1暴击	146易伤2策反3暴击567时间6序列升级8低血量敌人9核a等级
174	11612 62222	6	   	258.96	橙3易伤3时间1等级1暴击	146易伤2策反3暴击568时间6序列升级7低血量敌人9核a等级
175	11612 65122	8	   	258.96	橙3易伤3时间1等级1暴击	146易伤2策反3暴击568时间6序列升级7低血量敌人9核a等级
176	11612 65222	7	   	258.96	橙3易伤3时间1等级1暴击	146易伤2策反3暴击568时间6序列升级7低血量敌人9核a等级
177	12364 62441	8	   	258.86	橙3易伤2伤害2等级1时间	18a易伤2平台3时间48伤害5加一6随机矿78等级8序列升级9核
178	52153 36232	2	 * 	258.86	橙3易伤2伤害2暴击1时间	1平台27暴击37伤害4掉矿5最后敌人679易伤7序列升级8时间a核
179	53253 36232	2	   	258.86	橙3易伤2伤害2暴击1时间	1平台27伤害37暴击4掉矿5最后敌人679易伤7序列升级8时间a核
180	11112 65222	6	   	258.86	橙3易伤3时间1等级1暴击	136易伤2策反4暴击568时间6序列升级7挖青9核a等级
181	11612 65222	6	   	258.86	橙3易伤3时间1等级1暴击	146易伤2策反3暴击568时间6序列升级7挖青9核a等级
182	12355 25123	2	   	258.81	橙4易伤1伤害1时间2雷电	1467易伤2平台34雷电4序列升级5时间8核9伤害a金币生成
183	12162 66232	6	   	258.72	橙3易伤2伤害2等级1时间1卖塔	179易伤2平台3卖塔4最后敌人57伤害67等级7序列升级8时间a核
184	12346 25122	4	   	258.71	橙4易伤1伤害1时间2雷电	1467易伤2平台3时间5a雷电8核9伤害
185	12355 25121	2	   	258.71	橙4易伤1伤害1时间2雷电	1467易伤2平台34雷电4序列升级5时间8核9伤害a赏金邻近
186	13623 31252	10	 * 	258.71	橙2易伤2时间2攻速1伤害2雷电1暴击	15易伤29掉矿3暴击45攻速59序列升级69时间7伤害89雷电a核
187	13624 63121	8	   	258.65	橙4易伤2攻速1时间1暴击	169a易伤2掉矿3暴击46攻速5随机矿6序列升级7核8时间
188	13624 63221	7	   	258.65	橙4易伤2攻速1时间1暴击	169a易伤2掉矿3暴击46攻速5随机矿6序列升级7核8时间
189	13116 36224	9	 * 	258.58	橙4易伤2攻速2暴击1全技能	138a易伤2a掉矿48暴击5全技能68金币生成7核8a序列升级9a攻速
190	13116 36225	10	   	258.58	橙4易伤2攻速2暴击1全技能	138a易伤2a掉矿48暴击5全技能68金币生成7核8a序列升级9a攻速
191	11112 16365	8	 * 	258.54	橙4易伤2时间2暴击	139a易伤2策反4a暴击5a时间6额外掉落7核8平台a序列升级
192	26336 51441	1	   	258.54	橙4易伤2时间1伤害	17敌人爆炸2加一367a易伤47时间5平台7序列升级8伤害9核
193	11111 63262	10	   	258.54	橙4易伤2时间2暴击	136a易伤2策反4a暴击56最后敌人6a序列升级7核8挖尘9a时间
194	11611 63262	10	   	258.54	橙4易伤2时间2暴击	146a易伤2策反3a暴击56最后敌人6a序列升级7核8挖尘9a时间
195	16623 24128	1	 * 	258.52	橙3易伤2伤害3雷电1时间1卖塔	16a易伤2加一3时间47a雷电5卖塔8核9a伤害a序列升级
196	11112 16641	9	   	258.44	橙4易伤2时间2暴击	139a易伤2策反49暴击59时间6额外掉落7核8加一9序列升级
197	11131 43631	3	   	258.44	橙4易伤2时间2暴击	137a易伤2策反4额外掉落57时间67暴击7序列升级8核9挖尘
198	11612 16641	9	   	258.44	橙4易伤2时间2暴击	149a易伤2策反39暴击59时间6额外掉落7核8加一9序列升级
199	11112 13631	6	   	258.44	橙4易伤2时间2暴击	137a易伤2策反47暴击57时间6额外掉落7序列升级8核9挖尘
200	11612 13631	6	   	258.44	橙4易伤2时间2暴击	147a易伤2策反37暴击57时间6额外掉落7序列升级8核9挖尘
201	15333 35321	6	   	258.44	橙4易伤2时间1伤害	1579易伤23基地爆炸4伤害6a时间8核
202	12361 21562	6	   	258.23	橙2易伤3伤害2时间1等级1卖塔	17易伤2平台37时间457伤害6卖塔7序列升级8等级9赏金塔a核
203	12512 44132	10	   	258.21	橙5易伤2时间	1467a易伤2平台3随机矿46a序列升级56a敌人爆炸8a时间9核
204	12522 44132	10	   	258.21	橙5易伤2时间	1467a易伤2平台3随机矿56a敌人爆炸6a序列升级8a时间9核
205	12345 62122	7	   	258.11	橙5易伤2时间	1478a易伤2平台3a时间5额外掉落6核9a低血量敌人a序列升级
206	13123 11314	8	   	258.05	橙5易伤1伤害1攻速	13459易伤25掉矿5序列升级6核7金币生成8攻速a伤害
207	13116 21526	5	   	258.00	橙4易伤1时间1暴击1攻速1全技能	138a易伤2掉矿4暴击5全技能6核7时间9攻速
208	12513 44132	10	   	257.91	橙5易伤2时间	1467a易伤2平台3随机矿46a序列升级56a挖尘8a时间9核
209	12523 44132	10	   	257.91	橙5易伤2时间	1467a易伤2平台3随机矿56a挖尘6a序列升级8a时间9核
210	13122 25361	6	   	257.91	橙5易伤2时间	1347a易伤2掉矿5a时间6a基地爆炸8核9赏金邻近a序列升级
211	13122 45361	5	   	257.91	橙5易伤2时间	1347a易伤2掉矿5a时间6a最后敌人8核9赏金邻近a序列升级
212	13533 25361	3	   	257.91	橙5易伤2时间	1467a易伤2掉矿3a时间5a最后敌人8核9赏金邻近a序列升级
213	12341 51234	5	 * 	257.85	橙3易伤2时间2等级1暴击	148易伤2平台38时间5暴击6低血量敌人78等级8序列升级9雷电a核
214	12314 31234	4	   	257.85	橙3易伤2时间2等级1暴击	158易伤2平台38时间4基地爆炸6暴击78等级8序列升级9雷电a核
215	12314 31234	3	   	257.85	橙3易伤2时间2等级1暴击	158易伤2平台38时间4敌人爆炸6暴击78等级8序列升级9雷电a核
216	12344 31234	5	   	257.85	橙3易伤2时间2等级1暴击	148易伤2平台38时间5敌人爆炸6暴击78等级8序列升级9雷电a核
