0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22641 13363	8	 * 	281.42	DCR|2VULN|3DMG|3TLV|2DUR|1CDMG	19DUR|247TLV|349DMG|49BPWR|5CDMG|6ERES|89VULN|aRCR
22	22532 24251	6	 * 	269.29	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG|1AART	169DUR|2TLV|39CDMG|4LEGI|59VULN|7AART|8RCR|9BPWR|aDMG
23	22661 32311	6	   	268.31	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	1DUR|2TLV|347DMG|5CDMG|69VULN|8RCR|aAART
24	22521 13155	6	   	267.61	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aAART
25	22521 13155	7	   	267.61	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aAART
26	22521 16231	10	   	267.61	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9AART
27	22641 31324	7	   	266.83	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|349DMG|4BPWR|5CDMG|6aVULN|7ZMB|8RCR
28	22641 32313	6	   	266.83	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|347DMG|4BPWR|5CDMG|69VULN|8RCR|aZMB
29	22641 32314	6	   	266.83	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|347DMG|4BPWR|5CDMG|69VULN|8RCR|aCGEN
30	22641 32315	6	   	266.83	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|347DMG|4BPWR|5CDMG|69VULN|8RCR|aRPLT
31	22641 32316	6	   	266.73	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|347DMG|4BPWR|5CDMG|69VULN|8RCR|aERES
32	22641 36322	10	   	266.73	DCR|2VULN|3DMG|3TLV|1DUR|1CDMG	1DUR|249TLV|34aDMG|4BPWR|5CDMG|68VULN|7RCR
33	22521 16312	8	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	16aDUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ASPD
34	22341 36361	9	 * 	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	14aDUR|24TLV|3RMIN|4BPWR|5CDMG|689VULN|7RCR
35	22521 16321	9	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	16aDUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR
36	22521 12324	6	   	265.99	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|79DMG|8RCR|aASPD
37	22521 12326	6	   	265.99	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|79DMG|8RCR|aLIT
38	22661 36312	8	   	265.89	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2TLV|34DMG|5CDMG|68VULN|7RCR|9ASPD
39	22521 16362	10	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|5689VULN|6BPWR|7RCR|aMLV
40	22521 16362	9	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|5689VULN|6BPWR|7RCR|aBEXP
41	22521 16363	10	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4aRMIN|5689VULN|6BPWR|7RCR
42	22521 16363	9	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|5689VULN|6BPWR|7RCR|aLHND
43	22523 32315	6	   	265.76	DCR|2VULN|2DMG|3TLV|2DUR|1CDMG	1aDUR|259TLV|3CDMG|4RMIN|6aVULN|7aDMG|8RCR|aBPWR
44	22521 16333	8	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568aVULN|6BPWR|7RCR|9ERES
45	24222 26361	9	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	1aDUR|2489VULN|3MLV|5TLV|6CDMG|7RCR
46	22641 36223	10	   	265.66	DCR|2VULN|2DMG|3TLV|2DUR|1CDMG	18DUR|249TLV|34DMG|4BPWR|5CDMG|6aVULN|7RCR
47	22641 36321	9	   	265.66	DCR|2VULN|2DMG|3TLV|2DUR|1CDMG	1aDUR|249TLV|34DMG|4BPWR|5CDMG|68VULN|7RCR
48	22661 36321	9	   	265.66	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	1aDUR|29TLV|34DMG|5CDMG|68VULN|7RCR
49	21261 16253	5	 * 	265.25	DCR|4VULN|3DUR|3CDMG	128DUR|3RCVC|489aVULN|578CDMG|6RCR|8BPWR
50	22521 16336	9	   	264.79	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9FEWX|aDMG
51	22521 16332	8	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ERES|aDMG
52	24521 21423	9	 * 	264.59	DCR|3VULN|2DUR|1TLV|3LIT|1CDMG	17DUR|245VULN|347LIT|47BPWR|67ERES|8CDMG|9TLV|aRCR
53	22625 16323	10	 * 	264.49	DCR|3VULN|3TLV|1DMG|2CDMG|1DUR	1DUR|269TLV|3DMG|48aVULN|56CDMG|6BPWR|7RCR
54	22325 16361	9	 * 	264.26	DCR|3VULN|3DUR|1TLV|2CDMG	16aDUR|2TLV|3RMIN|489VULN|56CDMG|6BPWR|7RCR
55	24145 12322	6	   	263.99	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	1aDUR|26VULN|3ZMB|4TLV|56CDMG|6BPWR|79DMG|8RCR
56	24245 32323	6	   	263.99	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	1aDUR|26VULN|3MLV|4TLV|56CDMG|6BPWR|79DMG|8RCR
57	22661 36321	8	   	263.89	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	1aDUR|2TLV|34DMG|59CDMG|68VULN|7RCR
58	33241 32253	6	 * 	263.65	DCR|3VULN|3DMG|2CDMG|1DUR	1RCVC|278DMG|3DUR|4RMIN|58CDMG|689VULN|8BPWR|aRCR
59	26623 12333	6	 * 	263.33	DCR|4VULN|2DMG|2DUR|1SELL	1aDUR|26DUST|3SELL|456aVULN|6aBPWR|7aDMG|8RCR|9RPLT
60	22521 12341	9	   	262.98	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	169DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|7AART|8DMG|aRCR
61	22521 16233	10	   	262.98	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	168DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|7RCR|9AART|aDMG
62	22651 36231	10	   	262.88	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1AART	148DUR|2TLV|3DMG|5CDMG|6aVULN|7RCR|9AART
63	22625 16312	8	   	262.79	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG	1aDUR|26TLV|3DMG|48VULN|56CDMG|6BPWR|7RCR|9ASPD
64	22521 12552	10	   	262.69	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7AART|8RCR|aASPD
65	22521 12121	7	   	262.69	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7AART|8LIT|9RCR
66	22341 32551	9	   	262.46	DCR|3VULN|2TLV|2DUR|1CDMG|1AART	14DUR|24TLV|3RMIN|4BPWR|5CDMG|69aVULN|7AART|8RCR
67	22362 32255	4	   	261.85	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5AART|6SELL|79VULN|8RCR|9BPWR|aASPD
68	22222 33226	4	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	15DUR|2TLV|3FEWX|4579VULN|5BPWR|6AART|8RPLT|aRCR
69	22651 36312	8	   	261.53	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	14aDUR|2TLV|3DMG|5CDMG|68VULN|7RCR|9ASPD
70	24613 12623	9	   	261.44	DCR|4VULN|2DUR|1TLV|1AART|1SELL	18DUR|2568VULN|3SELL|468DUST|68BPWR|7AART|9RCR|aTLV
71	26623 12623	9	   	261.44	DCR|4VULN|2DUR|1TLV|1AART|1SELL	18DUR|268DUST|3SELL|4568VULN|68BPWR|7AART|9RCR|aTLV
72	22521 12312	6	   	261.40	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	16aDUR|29TLV|3CDMG|4RMIN|56VULN|6BPWR|7DMG|8RCR
73	22651 36321	9	   	261.30	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	14aDUR|29TLV|3DMG|5CDMG|68VULN|7RCR
74	22341 36361	10	   	261.11	DCR|3VULN|2TLV|2DUR|1CDMG	14DUR|24TLV|3RMIN|4BPWR|5CDMG|689VULN|7RCR|aASPD
75	22521 16321	10	   	261.11	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aASPD
76	22521 16324	10	   	261.11	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aLIT
77	22521 16326	9	   	261.11	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aLIT
78	22521 16314	8	   	260.87	DCR|3VULN|2DUR|1TLV|2ASPD|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9aASPD
79	24222 22551	9	   	260.75	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|249aVULN|3MLV|5TLV|6CDMG|7AART|8RCR
80	22325 12551	9	   	260.70	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	16DUR|2TLV|3RMIN|49aVULN|56CDMG|6BPWR|7AART|8RCR
81	22622 32518	7	   	260.08	DCR|2VULN|2DMG|2DUR|1TLV|2ASPD	19DUR|2TLV|39DMG|47VULN|5DUST|69ASPD|8MBVNT|9BPWR|aRCR
82	22521 12362	6	   	259.63	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG	16aDUR|2TLV|39CDMG|4RMIN|56VULN|6BPWR|7DMG|8RCR
83	24521 51333	6	 * 	259.53	DCR|4VULN|2DUR|3LIT|1CDMG	17DUR|2456VULN|346LIT|46BPWR|8MLV|9CDMG|aRCR
84	22651 36321	8	   	259.53	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG	14aDUR|2TLV|3DMG|59CDMG|68VULN|7RCR
85	22641 34333	10	   	259.48	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|34DMG|4BPWR|5CDMG|68VULN|7LHND|9LIT|aRCR
86	22641 36332	10	   	259.48	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|34DMG|4BPWR|5CDMG|68VULN|7RCR|9FEWX|aLIT
87	22641 36313	8	   	259.48	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|34DMG|4BPWR|5CDMG|68VULN|7RCR|9ASPD|aLHND
88	24521 13253	7	   	259.43	DCR|4VULN|2DUR|3LIT|1CDMG	16DUR|2459VULN|347LIT|4BPWR|8CDMG|aRCR
89	24521 21413	8	   	259.43	DCR|4VULN|2DUR|3LIT|1CDMG	17DUR|2459VULN|347LIT|47BPWR|67ERES|8CDMG|aRCR
90	24521 31253	5	   	259.43	DCR|4VULN|2DUR|3LIT|1CDMG	17DUR|2459VULN|346LIT|4BPWR|8CDMG|aRCR
91	22215 14252	3	   	259.40	DCR|2VULN|3DUR|2TLV|1CDMG|1AART	159DUR|29TLV|3FEWX|4CDMG|69VULN|7AART|8RCR|9BPWR|aLIT
92	22232 24252	6	   	259.40	DCR|2VULN|3DUR|2TLV|1CDMG|1AART	169DUR|29TLV|3FEWX|4CDMG|59VULN|7AART|8RCR|9BPWR|aLIT
93	22235 14252	4	   	259.40	DCR|2VULN|3DUR|2TLV|1CDMG|1AART	159DUR|29TLV|3FEWX|4CDMG|69VULN|7AART|8RCR|9BPWR|aLIT
94	24213 41163	3	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|268aVULN|3MLV|4CDMG|5LIT|7TLV|9RCR
95	24222 26361	10	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|2489VULN|3MLV|5TLV|6CDMG|7RCR|aASPD
96	41313 41163	1	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|268aVULN|3DUR|4CDMG|5LIT|7TLV|9RCR
97	22641 36311	8	   	259.38	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|34DMG|4BPWR|5CDMG|68VULN|7RCR|9ASPD|aERES
98	22641 36312	10	   	259.38	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUR|24TLV|34DMG|4BPWR|5CDMG|68VULN|7RCR|9DUST|aLIT
99	22661 36321	10	   	259.38	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUR|29TLV|34DMG|5CDMG|68VULN|7RCR|aASPD
100	22325 16361	10	   	259.34	DCR|3VULN|2DUR|1TLV|2CDMG	16DUR|2TLV|3RMIN|489VULN|56CDMG|6BPWR|7RCR|aASPD
101	24222 26363	10	 * 	259.17	DCR|4VULN|2TLV|1DUR|1CDMG	1DUR|2489VULN|3MLV|5aTLV|6CDMG|7RCR
102	24521 21143	9	 * 	259.01	DCR|4VULN|3DUR|3LIT	178DUR|245aVULN|347LIT|47BPWR|67ERES|9RCR
103	22661 31324	7	   	258.65	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1DUR|2TLV|349DMG|5CDMG|6aVULN|7ZMB|8RCR
104	22661 32313	6	   	258.65	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1DUR|2TLV|347DMG|5CDMG|69VULN|8RCR|aZMB
105	22661 32314	6	   	258.65	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1DUR|2TLV|347DMG|5CDMG|69VULN|8RCR|aCGEN
106	22661 32315	6	   	258.65	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1DUR|2TLV|347DMG|5CDMG|69VULN|8RCR|aRPLT
107	22661 32316	6	   	258.55	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1DUR|2TLV|347DMG|5CDMG|69VULN|8RCR|aERES
108	22625 52123	10	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2TLV|3DMG|479VULN|5CDMG|6LIT|8LWND|aRCR
109	22625 52323	10	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2TLV|3DMG|479VULN|5CDMG|6LIT|8LHND|aRCR
110	22521 12123	7	   	258.06	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|7AART|8LIT|9RCR|aDMG
111	33324 53253	5	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	1RCVC|268DMG|3SELL|489VULN|58DUR|7RMIN|8BPWR|aRCR
112	24631 53233	5	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	18DUR|258VULN|3SELL|4RCVC|689DMG|7RMIN|8BPWR|aRCR
113	24633 13233	4	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	18DUR|268VULN|3SELL|4RCVC|589DMG|7RMIN|8BPWR|aRCR
114	24663 13233	3	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	18DUR|268VULN|3SELL|4RCVC|589DMG|7RMIN|8BPWR|aRCR
115	33312 13233	3	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	1RCVC|289DMG|3SELL|48DUR|568VULN|7RMIN|8BPWR|aRCR
116	33312 53253	3	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	1RCVC|268DMG|3SELL|48DUR|589VULN|7RMIN|8BPWR|aRCR
117	33322 53233	4	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	1RCVC|289DMG|3SELL|458VULN|68DUR|7RMIN|8BPWR|aRCR
118	33324 13233	5	 * 	258.03	DCR|3VULN|3DMG|2DUR|1SELL	1RCVC|289DMG|3SELL|468VULN|58DUR|7RMIN|8BPWR|aRCR
119	22521 13114	6	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|8RCR|9LWND
120	22521 13114	7	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|8RCR|9LWND
121	22521 13135	10	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|8ZMB|9RCR
122	22521 13143	7	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|8RCR|9RPLT
123	22521 13143	6	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|8RCR|9RPLT
124	22521 13151	7	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aCGEN
125	22521 13151	6	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aCGEN
126	22521 13153	7	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aRPLT
127	22521 13153	6	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aRPLT
128	22521 13154	7	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aBEXP
129	22521 13154	6	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aBEXP
130	22521 13156	7	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aMLV
131	22521 13156	6	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aMLV
132	22521 16214	8	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9LWND
133	22521 16243	8	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9RPLT
134	22521 16251	8	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7RCR|aCGEN
135	22521 16253	8	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7RCR|aRPLT
136	22521 16262	10	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9LWND
137	22521 16362	8	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	16aDUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ZMB
138	22523 14251	4	   	257.93	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1AART	19DUR|29TLV|3CDMG|4RMIN|5DMG|69VULN|7AART|8RCR|9BPWR|aLHND
139	22523 14252	4	   	257.93	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG|1AART	19DUR|29TLV|3CDMG|4RMIN|5DMG|69VULN|7AART|8RCR|9BPWR|aDMSP
140	22521 13152	7	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aTBNT
141	22521 13152	6	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	167DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|8RCR|aTBNT
142	22521 16224	9	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9DUST
143	22521 16224	10	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9DUST
144	22521 16252	8	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	168DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7RCR|aTBNT
145	24222 26261	9	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	18aDUR|249VULN|3MLV|5TLV|6CDMG|7RCR
146	22351 36361	9	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	14aDUR|2TLV|3RMIN|5CDMG|689VULN|7RCR
147	22521 16242	10	   	257.71	DCR|3VULN|3DUR|1TLV|1CDMG|1SELL	168DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|9SELL
148	22521 12323	6	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|79DMG|8RCR|aLHND
149	22341 35315	7	   	257.59	DCR|2VULN|3DUR|3TLV|2ASPD|1CDMG	14aDUR|249TLV|3RMIN|4aBPWR|5CDMG|6aVULN|7aASPD|8RCR
150	22521 12321	6	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|79DMG|8RCR|aERES
151	22521 12325	6	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|79DMG|8RCR|aBBNT
152	22523 12322	4	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2TLV|3CDMG|4RMIN|59DMG|67VULN|8RCR
153	22563 12322	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2TLV|3CDMG|4RMIN|59DMG|67VULN|8RCR
154	22625 22322	5	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2TLV|39DMG|47VULN|5CDMG|6ZMB|8RCR
155	22625 52322	5	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2TLV|39DMG|47VULN|5CDMG|6RMIN|8RCR
156	24222 22323	6	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|24VULN|3MLV|5TLV|6CDMG|79DMG|8RCR
157	63533 62323	3	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1CGEN|24VULN|3CDMG|5TLV|6aDUR|79DMG|8RCR
158	22532 24252	6	   	257.54	DCR|2VULN|3DUR|1TLV|2CDMG|1AART	169DUR|2TLV|39CDMG|4LEGI|59VULN|7AART|8RCR|9BPWR|aLIT
159	24115 16123	10	 * 	257.50	DCR|4VULN|1TLV|2CDMG|1DUR	1DUR|268aVULN|3ZMB|4CGEN|56CDMG|6BPWR|7RCR|9TLV
160	24215 36123	10	   	257.50	DCR|4VULN|1TLV|2CDMG|1DUR	1DUR|268aVULN|3MLV|4CGEN|56CDMG|6BPWR|7RCR|9TLV
