0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23335 47224	9	 * 	297.64	DCR|3VULN|3DUR|2DMG|3ASPD	18aVULN|28aASPD|3MBVNT|458DUR|6RPLT|7RCR|8aBPWR|9aDMG
29	21134 11141	8	   	276.12	DCR|4VULN|2DMG|2DUR	125aVULN|2aBPWR|3DUST|4aDMG|6FEWX|7BEXP|8aDUR|9RCR
30	21134 12141	8	   	276.12	DCR|4VULN|2DMG|2DUR	125aVULN|2aBPWR|3DUST|4aDMG|6FEWX|7LWND|8aDUR|9RCR
31	15653 21332	8	   	275.12	DCR|3VULN|3DUR|2DMG	178DUR|2LIT|3RPLT|489VULN|58DMG|6RCR|8BPWR|aRCVC
32	15653 21333	8	   	275.12	DCR|3VULN|3DUR|2DMG	178DUR|2LIT|3RPLT|489VULN|58DMG|6RCR|8BPWR|aFEWX
33	15653 21331	8	   	275.02	DCR|3VULN|3DUR|2DMG	178DUR|2LIT|3RPLT|489VULN|58DMG|6RCR|8BPWR|aDUST
34	21357 24142	8	   	275.02	DCR|3VULN|3DUR|2DMG	127VULN|27BPWR|3FEWX|4MBVNT|578DUR|67DMG|9RCR|aLIT
35	21357 24442	7	   	275.02	DCR|3VULN|3DUR|2DMG	127VULN|27BPWR|3FEWX|4MBVNT|578DUR|67DMG|9RCR|aLIT
36	25616 12322	9	   	274.64	DCR|4VULN|2DUR|2ASPD|2LIT	189aVULN|24LIT|3RPLT|58ASPD|68DUR|7RCR|8BPWR
37	21636 14133	9	   	274.41	DCR|5VULN|2AART|1DUR|1CDMG	12478VULN|2BPWR|35AART|6CDMG|9RCR|aDUR
38	21232 14246	2	 * 	274.26	DCR|5VULN|3ASPD|1TLV	12389VULN|29BPWR|4TLV|59MLV|679ASPD|aRCR
39	15232 26521	1	   	273.91	DCR|3VULN|3DUR|1TLV|2LIT|1CDMG	127DUR|378VULN|4LHND|5TLV|67LIT|7BPWR|9CDMG|aRCR
40	25232 26521	1	   	273.91	DCR|3VULN|3DUR|1TLV|2LIT|1CDMG	178VULN|237DUR|4LHND|5TLV|67LIT|7BPWR|9CDMG|aRCR
41	23156 24346	8	   	273.76	DCR|3VULN|2DMG|2ASPD|1TLV|1CDMG	17aVULN|27ASPD|3TLV|4MBVNT|5FEWX|67DMG|7BPWR|8CDMG|9RCR
42	23336 62322	9	   	273.61	DCR|4VULN|2ASPD|1DUR|2LIT|1CDMG	189aVULN|28ASPD|3MBVNT|4DUR|5CDMG|68LIT|7RCR|8BPWR
43	21516 32612	2	   	273.49	DCR|4VULN|2DUR|1DMG|2LIT	1248VULN|248BPWR|3DMSP|5DMG|68LIT|78DUR|9ZMB|aRCR
44	15653 32323	10	 * 	273.45	DCR|3VULN|2DMG|2DUR|3LIT	18DUR|26aLIT|3RPLT|489VULN|58DMG|7RCR|8BPWR
45	25633 32322	9	   	273.24	DCR|5VULN|2DMG	1689aVULN|2LIT|3RPLT|48LHND|58DMG|7RCR|8BPWR
46	21514 52332	2	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	12479VULN|24BPWR|3DMSP|5CDMG|6TLV|8DUR|aRCR
47	24214 52332	2	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	13479VULN|2RCVC|4BPWR|5CDMG|6TLV|8DUR|aRCR
48	21633 34122	10	   	273.15	DCR|5VULN|2CDMG|1DUR	12489VULN|28BPWR|3AART|5DUR|68LHND|78CDMG|aRCR
49	21463 26222	6	   	273.05	DCR|5VULN|1DMG|1TLV	12568VULN|2BPWR|3TLV|4FEWX|7DMG|9AART|aRCR
50	21635 11122	4	   	273.05	DCR|5VULN|1DMG|1DUR	12467VULN|2BPWR|3AART|5CGEN|8DMG|9DUR|aRCR
51	21644 23133	9	   	273.05	DCR|5VULN|2CDMG|1DUR	12678VULN|27BPWR|3AART|47CDMG|5RCVC|9RCR|aDUR
52	21662 11122	5	   	273.05	DCR|5VULN|1DMG|1DUR	12567VULN|2BPWR|3AART|4CGEN|8DMG|9DUR|aRCR
53	15621 52322	9	   	272.97	DCR|5VULN|2DUR|2LIT	18DUR|28LIT|3RPLT|4RMIN|5689aVULN|7RCR|8BPWR
54	25621 12322	9	   	272.97	DCR|5VULN|2DUR|2LIT	1589aVULN|28LIT|3RPLT|4RMIN|68DUR|7RCR|8BPWR
55	21631 11122	4	   	272.95	DCR|5VULN|1DMG|1DUR	12467VULN|2BPWR|3AART|5ERES|8DMG|9DUR|aRCR
56	23335 47261	10	   	272.91	DCR|4VULN|3DUR|2ASPD	189aVULN|28ASPD|3MBVNT|458DUR|6RPLT|7RCR|8BPWR
57	23634 13521	7	   	272.81	DCR|4VULN|3DUR|2ASPD	189aVULN|27ASPD|39DUST|459DUR|6RCR|9BPWR
58	21631 11526	6	   	272.59	DCR|4VULN|2DUR|1TLV	1249VULN|2BPWR|3AART|5TLV|6LIT|7RCR|8aDUR
59	23133 22356	10	   	272.44	DCR|4VULN|2DMG|1TLV|1ASPD	1568VULN|2ASPD|3TLV|49DMG|7RMIN|aRCR
60	21133 21656	10	   	272.34	DCR|4VULN|2DMG|1DUR|1ASPD	1269VULN|2BPWR|3DUST|45DMG|7ASPD|8DUR|aRCR
61	11153 44231	4	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	16DUR|2MLV|3789VULN|4CDMG|5DMG|aRCR
62	11133 26432	6	   	271.56	DCR|5VULN|2DUR|1CDMG	14DUR|2MLV|35689VULN|7CDMG|aRCR
63	13313 54235	1	   	271.56	DCR|5VULN|2DUR|1CDMG	13DUR|2CDMG|46789VULN|5FEWX|aRCR
64	13314 24235	1	   	271.56	DCR|5VULN|2DUR|1CDMG	13DUR|2CDMG|45789VULN|6BEXP|aRCR
65	13311 54235	1	   	271.46	DCR|5VULN|2DUR|1CDMG	13DUR|2CDMG|46789VULN|5DUST|aRCR
66	25235 33261	8	   	271.36	DCR|3VULN|2DUR|2ASPD|1TLV	178VULN|2LIT|37DUR|4CGEN|5TLV|67ASPD|7BPWR|9RCR|aAART
67	21631 33632	10	   	271.30	DCR|4VULN|2DMG|1TLV	1248VULN|28BPWR|3AART|5TLV|68BEXP|78DMG|9LHND|aRCR
68	21631 63632	10	   	271.30	DCR|4VULN|2DMG|1TLV	1248VULN|28BPWR|3AART|5TLV|68FEWX|78DMG|9LHND|aRCR
69	25225 33261	8	   	271.26	DCR|3VULN|2DUR|2ASPD|1TLV	178VULN|2LIT|37DUR|4ERES|5TLV|67ASPD|7BPWR|9RCR|aAART
70	21631 33642	10	   	271.20	DCR|4VULN|2DMG|1TLV	1248VULN|28BPWR|3AART|5TLV|68BEXP|78DMG|9DUST|aRCR
71	23133 26225	8	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	156aVULN|2ASPD|3TLV|4DMG|7RPLT|8RCR|9DUR
72	23133 26265	9	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	156aVULN|2ASPD|3TLV|4DMG|7RPLT|8RCR|9DUR
73	21415 22341	7	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	126aVULN|2BPWR|3TLV|4RMIN|5ASPD|7RCR|8DUR|9DMG
74	23113 22341	7	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	156aVULN|2ASPD|3TLV|4MLV|7RCR|8DUR|9DMG
75	23133 22326	10	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1568VULN|2ASPD|3TLV|4DMG|7RMIN|9DUR|aRCR
76	23133 22556	10	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1569VULN|2ASPD|3TLV|4DMG|7RMIN|8DUR|aRCR
77	23336 62325	10	   	271.03	DCR|3VULN|2ASPD|1DMG|1DUR|2LIT|1CDMG	189VULN|28ASPD|3MBVNT|4DUR|5CDMG|68LIT|7RCR|8BPWR|aDMG
78	15653 32322	8	   	271.01	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	18aDUR|26LIT|3RPLT|48VULN|58DMG|7RCR|8BPWR|9TLV
79	21636 13363	10	 * 	270.81	DCR|5VULN|3CDMG|2AART	12479VULN|279BPWR|35AART|679CDMG|89CGEN|aRCR
80	21641 22411	3	   	270.59	DCR|3VULN|3DMG|2AART|2LIT	129VULN|29BPWR|36AART|459DMG|7LEGI|89LIT|aRCR
81	21463 21111	8	   	270.58	DCR|5VULN|1TLV|1DUR|1ASPD	1256aVULN|2BPWR|3TLV|4FEWX|7ASPD|8RCR|9DUR
82	21421 21111	8	   	270.48	DCR|5VULN|1TLV|1DUR|1ASPD	1246aVULN|2BPWR|3TLV|5DUST|7ASPD|8RCR|9DUR
83	21434 21111	8	   	270.48	DCR|5VULN|1TLV|1DUR|1ASPD	1256aVULN|2BPWR|3TLV|4DUST|7ASPD|8RCR|9DUR
84	25633 32321	10	   	269.95	DCR|4VULN|2DMG|1DUR	1689VULN|2LIT|3RPLT|48LHND|58DMG|7RCR|8BPWR|aDUR
85	25633 32326	10	   	269.95	DCR|4VULN|2DMG|1TLV	1689VULN|2LIT|3RPLT|48LHND|58DMG|7RCR|8BPWR|aTLV
86	21133 32626	10	   	269.65	DCR|4VULN|2DMG|1DUR	1278VULN|2BPWR|3DUST|45DMG|6LIT|9DUR|aRCR
87	21631 11354	6	   	269.62	DCR|4VULN|2ASPD|1TLV|2LIT	124aVULN|2aBPWR|3AART|5TLV|6aLIT|7RCR|8aASPD|9MBVNT
88	23115 11112	7	 * 	269.47	DCR|3VULN|3DMG|3TLV|1ASPD	19aVULN|2ASPD|39aTLV|4MLV|5LWND|6RCR|7RPLT|89aDMG|9aBPWR
89	23115 11412	8	   	269.47	DCR|3VULN|3DMG|3TLV|1ASPD	19aVULN|2ASPD|39aTLV|4MLV|5LWND|6RCR|7RPLT|89aDMG|9aBPWR
90	21333 21666	10	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1256VULN|2BPWR|3FEWX|4DMG|7ASPD|89DUR|aRCR
91	23523 32212	7	 * 	269.31	DCR|4VULN|3ASPD|2DUR	1489VULN|259ASPD|3DMSP|69DUR|7RCR|9BPWR|aLWND
92	23523 32213	7	   	269.31	DCR|4VULN|3ASPD|2DUR	1489VULN|259ASPD|3DMSP|69DUR|7RCR|9BPWR|aFEWX
93	23523 32215	7	   	269.31	DCR|4VULN|3ASPD|2DUR	1489VULN|259ASPD|3DMSP|69DUR|7RCR|9BPWR|aRPLT
94	25216 21241	1	 * 	269.29	DCR|3VULN|3DUR|3LIT|1DMG	189VULN|238DUR|4DMG|59LHND|689LIT|7BELT|89BPWR|aRCR
95	15216 21241	1	   	269.29	DCR|3VULN|3DUR|3LIT|1DMG	128DUR|389VULN|4DMG|59LHND|689LIT|7BELT|89BPWR|aRCR
96	16563 11212	10	   	269.24	DCR|3VULN|3DMG|2DUR	18DUR|29BEXP|348DMG|58aVULN|6RCR|7RPLT|8BPWR
97	16563 11221	10	   	269.24	DCR|3VULN|3DMG|2DUR	18DUR|2BEXP|348DMG|58aVULN|6RCR|7RPLT|8BPWR|9LWND
98	21613 11632	8	   	269.23	DCR|4VULN|3DUR|2AART	1278VULN|28BPWR|34AART|589DUR|68FEWX|aRCR
99	23523 32211	7	   	269.21	DCR|4VULN|3ASPD|2DUR	1489VULN|259ASPD|3DMSP|69DUR|7RCR|9BPWR|aERES
100	23523 32216	7	   	269.21	DCR|4VULN|3ASPD|2DUR	1489VULN|259ASPD|3DMSP|69DUR|7RCR|9BPWR|aDUST
101	21221 23261	2	   	269.20	DCR|4VULN|2DUR|1DMG|1ASPD|1SELL	1238VULN|2BPWR|4SELL|5ASPD|69DUR|7DMG|aRCR
102	21357 24335	8	   	269.14	DCR|3VULN|3DMG|2DUR	127VULN|27BPWR|38FEWX|4MBVNT|57DUR|679DMG|aRCR
103	21133 11141	8	   	269.14	DCR|3VULN|3DMG|2DUR	12aVULN|2aBPWR|3DUST|45aDMG|6FEWX|7BEXP|8aDUR|9RCR
104	21133 12141	8	   	269.14	DCR|3VULN|3DMG|2DUR	12aVULN|2aBPWR|3DUST|45aDMG|6FEWX|7LWND|8aDUR|9RCR
105	21335 12321	9	   	269.14	DCR|3VULN|3DMG|2DUR	12aVULN|2aBPWR|3FEWX|48aDMG|5LWND|6RCR|7DUST|9aDUR
106	21336 12321	9	   	269.14	DCR|3VULN|3DMG|2DUR	12aVULN|2aBPWR|3FEWX|48aDMG|5LHND|6RCR|7DUST|9aDUR
107	23383 21111	9	   	269.11	DCR|4VULN|3ASPD|2DUR	156aVULN|247ASPD|3MBVNT|8aDUR|9RCR|aBPWR
108	23523 32214	7	   	269.06	DCR|4VULN|3ASPD|2DUR|1SELL	1489VULN|259ASPD|3DMSP|69DUR|7RCR|9BPWR|aSELL
109	21133 42354	5	   	269.04	DCR|3VULN|3DMG|2DUR	129VULN|29BPWR|3DUST|459DMG|69DUR|7RPLT|8TBNT|aRCR
110	34333 23314	8	   	269.04	DCR|3VULN|3DMG|2DUR	139DUST|23DUR|39BPWR|459DMG|679VULN|8RCVC|aRCR
111	21631 11335	6	   	269.01	DCR|4VULN|1TLV|1DUR|1ASPD	1249VULN|2BPWR|3AART|5TLV|6LIT|7RCR|8ASPD|aDUR
112	34533 21214	6	   	268.94	DCR|3VULN|3DMG|2DUR	179DUST|24DUR|359DMG|689VULN|9BPWR|aRCR
113	21221 22432	2	   	268.67	DCR|5VULN|2DUR|1ASPD|1SELL	12389VULN|2BPWR|4SELL|5ASPD|67DUR|aRCR
114	21415 22125	7	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1269VULN|2BPWR|3TLV|4RMIN|5ASPD|7RCR|8CDMG|aDMG
115	23113 22125	7	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1569VULN|2ASPD|3TLV|4MLV|7RCR|8CDMG|aDMG
116	15653 32321	9	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	18DUR|26LIT|3RPLT|489VULN|58DMG|7RCR|8BPWR|aMLV
117	15653 32322	10	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	18DUR|26LIT|3RPLT|489VULN|58DMG|7RCR|8BPWR|aRCVC
118	15653 32323	9	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	18DUR|26LIT|3RPLT|489VULN|58DMG|7RCR|8BPWR|aBEXP
119	21331 51145	7	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	12aVULN|2aBPWR|3FEWX|4aDMG|5CGEN|6RCR|78LIT|9aDUR
120	21131 51145	7	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	12aVULN|2aBPWR|3DUST|4aDMG|5CGEN|6RCR|78LIT|9aDUR
121	23133 21534	8	   	268.33	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	156VULN|27ASPD|3TLV|4DMG|8AART|9RCR|aDUR
122	23335 74513	7	   	268.10	DCR|3VULN|3DUR|3ASPD	17aVULN|267ASPD|3MBVNT|457DUR|7BPWR|8RCR|9LIT
123	23415 53311	7	   	268.09	DCR|3VULN|3DUR|2ASPD|1SELL	179VULN|27ASPD|3SELL|467DUR|5AART|7BPWR|8RCR|aLIT
124	23113 22122	7	   	267.98	DCR|5VULN|1TLV|1CDMG|1ASPD	1569aVULN|2ASPD|3TLV|4MLV|7RCR|8CDMG
125	21633 11452	8	   	267.77	DCR|5VULN|2DUR	12479VULN|29BPWR|3AART|59DUR|69FEWX|8RCVC|aRCR
