0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21351 84323	6	 * 	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|3679VULN|46DUR|5MBVNT|6BPWR|8DMG|aRCR
20	26356 22323	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ZMB|3569VULN|4DUR|7FEWX|8DMG|aRCR
21	26356 22323	6	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ZMB|3569VULN|4DUR|7BEXP|8DMG|aRCR
22	21356 21323	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2RMIN|3569VULN|4DUR|7MBVNT|8DMG|aRCR
23	26333 24323	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ZMB|3469VULN|5DUST|7DUR|8DMG|aRCR
24	26333 25323	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ZMB|3469VULN|5DUST|7DUR|8DMG|aRCR
25	26333 61423	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ZMB|3489VULN|5DUST|6DMG|7DUR|aRCR
26	26333 61423	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ZMB|3489VULN|5DUST|6DMG|7DUR|aRCR
27	23356 21323	7	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ERES|3569VULN|4DUR|7MBVNT|8DMG|aRCR
28	23631 38523	8	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ERES|3DMG|4MBVNT|5DUR|6789VULN|aRCR
29	23631 38523	7	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ERES|3DMG|4MBVNT|5DUR|6789VULN|aRCR
30	23638 31523	7	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ERES|3DMG|4MBVNT|5689VULN|7DUR|aRCR
31	23638 31523	8	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ERES|3DMG|4MBVNT|5689VULN|7DUR|aRCR
32	26332 32354	6	 * 	259.48	DCR|5VULN|1TLV|1DUR	1TLV|2ZMB|34678VULN|5ERES|9RCR|aDUR
33	33225 64132	2	   	259.40	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2RCR|3CDMG|48aVULN|5LIT|6TLV|7LEGI|9aDMG|aBPWR
34	33222 22356	3	 * 	259.23	ACR|3VULN|3DUR|2DMG|2LIT|1AART	178DUR|2RCR|3AART|4aLIT|58BEXP|68aVULN|8aBPWR|9aDMG
35	54221 13352	6	 * 	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1RPLT|29CDMG|39aVULN|4LEGI|5CGEN|6TLV|79DMG|8RCR|9BPWR
36	24331 14544	7	   	258.78	DCR|3VULN|3DUR|3TLV|1AART	19aTLV|2RCVC|3LHND|4MBVNT|59aDUR|6RCR|79aVULN|8AART|9aBPWR
37	24331 14544	6	   	258.78	DCR|3VULN|3DUR|3TLV|1AART	19aTLV|2RCVC|3LHND|4MBVNT|59aDUR|6RCR|79aVULN|8AART|9aBPWR
38	35631 22432	2	 * 	258.78	DCR|3VULN|3DUR|2CDMG|1AART	135DUR|26aVULN|4AART|7aCDMG|8aLWND|9RCR|aBPWR
39	32226 28237	1	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	179DUR|2FEWX|39CDMG|49aVULN|5MBVNT|6AART|8RCR|9BPWR
40	23331 62135	7	   	258.58	DCR|3VULN|3DUR|2TLV|1AART	17TLV|24ERES|379VULN|5AART|678DUR|7BPWR|aRCR
41	35366 21323	7	   	258.44	DCR|4VULN|2DUR|1DMG	14DUR|2569VULN|35LWND|5BPWR|7MBVNT|8DMG|aRCR
42	26331 22463	3	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1TLV|2ZMB|39aVULN|4AART|5DUR|6ASPD|7RCR|8DMG
43	32421 26251	5	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1DUR|2CGEN|3CDMG|478aVULN|5DMG|6MLV|9RCR
44	32423 26251	4	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1DUR|2CGEN|3CDMG|478aVULN|5DMG|6MLV|9RCR
45	22126 61342	9	   	257.33	DCR|3VULN|3DUR|3TLV	12aTLV|2aBPWR|3LIT|45aVULN|6RCR|78aDUR|9BELT
46	22126 61432	8	   	257.33	DCR|3VULN|3DUR|3TLV	12aTLV|2aBPWR|3LIT|45aVULN|6RCR|79aDUR|8BELT
47	23271 12424	2	 * 	257.13	DCR|4VULN|3LIT|3TLV|1AART	189TLV|2ERES|3MBVNT|489aVULN|589LIT|6RCR|7AART|89BPWR
48	21332 32322	6	   	256.88	DCR|5VULN|1TLV|1CDMG	1TLV|2RMIN|34678VULN|5ERES|9CDMG|aRCR
49	21351 86332	10	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7RCR|9ASPD|aCDMG
50	21652 26212	10	   	256.57	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1TLV|2RMIN|3aDMG|4ZMB|5LHND|6aVULN|7CDMG|8aDUR|9RCR|aBPWR
51	35316 13351	1	   	256.57	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2MLV|3RPLT|49VULN|5TLV|6CDMG|79DMG|8RCR|9BPWR|aCGEN
52	35316 13352	1	   	256.57	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2MLV|3RPLT|49VULN|5TLV|6CDMG|79DMG|8RCR|9BPWR|aRCVC
53	35316 13353	1	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2MLV|3RPLT|49VULN|5TLV|6CDMG|79DMG|8RCR|9BPWR|aDUST
54	35133 13652	3	   	256.46	DCR|3VULN|2DUR|3LIT|1ASPD|1AART	17DUR|27aVULN|3DMSP|4AART|567LIT|7BPWR|8RCR|9ASPD
55	35333 13652	2	   	256.46	DCR|3VULN|2DUR|3LIT|1ASPD|1AART	17DUR|27aVULN|3RCVC|4AART|567LIT|7BPWR|8RCR|9ASPD
56	21415 13352	1	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|2RPLT|3LEGI|49aVULN|5CGEN|6CDMG|79DMG|8RCR|9BPWR
57	61313 43124	6	   	256.18	DCR|4VULN|2AART|1TLV|2LIT	12AART|3478VULN|5BELT|67LIT|7BPWR|9RCR|aTLV
58	61313 43334	6	   	256.18	DCR|4VULN|2AART|1TLV|2LIT	12AART|3479VULN|5BELT|67LIT|7BPWR|8RCR|aTLV
59	22126 62631	6	   	255.87	DCR|4VULN|2TLV|1DMG	12TLV|2BPWR|3LIT|457aVULN|6RCR|8RMIN|9DMG
60	21351 85412	10	 * 	255.86	DCR|3VULN|2DUR|2TLV|2CDMG	1aTLV|2RMIN|36aVULN|46DUR|5MBVNT|6aBPWR|7BEXP|8aCDMG|9RCR
61	22126 62331	6	   	255.77	DCR|4VULN|2TLV|1DMG|1NUKE	12TLV|2BPWR|3LIT|457aVULN|6RCR|8DMG|9NUKE
62	21351 86313	9	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	19TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7RCR|aDMG
63	35113 51622	2	 * 	255.76	DCR|2VULN|3DMG|3DUR	189DUR|2aVULN|38aDMG|4LWND|5BEXP|68aLHND|7RCR|8aBPWR
64	61312 26144	6	   	255.71	DCR|4VULN|2DUR|2AART	12AART|346aVULN|5aERES|7MBVNT|8aDUR|9RCR|aBPWR
65	15113 31642	2	   	255.45	DCR|2VULN|3DMG|3DUR	189DUST|2aVULN|38aDMG|4LWND|5BEXP|68aDUR|7RCR|8aBPWR
66	35225 35333	2	   	255.44	DCR|3VULN|2DUR|2LIT|1CDMG|1ASPD	17DUR|247VULN|3CDMG|5ASPD|67LIT|7BPWR|8BEXP|9CGEN|aRCR
67	21315 13353	1	   	255.36	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1AART	19TLV|2RPLT|3DUR|49VULN|5CGEN|6CDMG|79DMG|8RCR|9BPWR|aAART
68	22126 43134	10	 * 	255.25	DCR|5VULN|2TLV	12TLV|2BPWR|3LIT|45689VULN|7DUST|aRCR
69	35313 53532	8	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	169DUR|289VULN|39LWND|4RPLT|5AART|7RCR|9BPWR|aTLV
70	21356 21363	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2RMIN|356VULN|4DUR|7MBVNT|89DMG|aRCR
71	26333 24353	6	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ZMB|346VULN|5DUST|7DUR|89DMG|aRCR
72	26333 25353	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ZMB|346VULN|5DUST|7DUR|89DMG|aRCR
73	21331 65135	7	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1TLV|2RMIN|349VULN|5AART|678DUR|aRCR
74	36224 13532	8	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	149DUR|29DUST|3AART|5RPLT|689VULN|7RCR|9BPWR|aTLV
75	23631 33523	6	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|37DMG|4MBVNT|5DUR|689VULN|aRCR
76	23631 73523	5	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|37DMG|4MBVNT|5DUR|689VULN|aRCR
77	23634 81523	7	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|35DMG|4MBVNT|689VULN|7DUR|aRCR
78	23634 81523	8	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|35DMG|4MBVNT|689VULN|7DUR|aRCR
79	23638 43523	5	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|37DMG|4MBVNT|589VULN|6DUR|aRCR
80	53331 12441	6	 * 	254.82	DCR|4VULN|3ASPD|1TLV	1RPLT|289ZMB|3TLV|489aVULN|589ASPD|6RCR|7MBVNT|89BPWR
81	21351 83524	9	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2RMIN|3689VULN|46DUR|5MBVNT|6BPWR|7BELT|aRCR
82	21351 86343	10	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2RMIN|368aVULN|46DUR|5MBVNT|6BPWR|7RCR|9BELT
83	21351 86344	9	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2RMIN|368aVULN|46DUR|5MBVNT|6BPWR|7RCR|9BELT
84	21351 86344	8	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2RMIN|368aVULN|46DUR|5MBVNT|6BPWR|7RCR|9BELT
85	61311 64222	8	 * 	254.58	DCR|3VULN|2DUR|2ASPD|2AART	12AART|34aVULN|5BEXP|6aDUR|7aASPD|8RCR|9RPLT|aBPWR
86	23271 12428	2	 * 	254.55	DCR|3VULN|3LIT|1DMG|3TLV|1AART	189TLV|2ERES|3MBVNT|489VULN|589LIT|6RCR|7AART|89BPWR|aDMG
87	33226 14773	2	 * 	254.38	ACR|3VULN|3DUR|2DMG|2CDMG	18aDUR|2RCR|36CDMG|489VULN|5MBVNT|78DMG|8BPWR
88	61312 16412	7	 * 	254.27	DCR|3VULN|2DUR|3AART|2LIT	128AART|34aVULN|5ERES|6RCR|7aLIT|9aDUR|aBPWR
89	51522 22612	8	   	253.85	DCR|3VULN|2DMG|1TLV|2LIT	1RPLT|2DMSP|3aDMG|48aVULN|5LHND|6TLV|7RCR|9aLIT|aBPWR
90	22126 61324	10	   	253.66	DCR|3VULN|2DUR|2TLV|1AART	12TLV|2BPWR|3LIT|45aVULN|6RCR|78DUR|9AART
91	61313 43126	6	   	253.58	DCR|4VULN|2AART|2LIT|1CDMG	12AART|3478VULN|5BELT|67LIT|7BPWR|9RCR|aCDMG
92	61313 43336	6	   	253.58	DCR|4VULN|2AART|2LIT|1CDMG	12AART|3479VULN|5BELT|67LIT|7BPWR|8RCR|aCDMG
93	61313 43361	6	   	253.58	DCR|4VULN|2AART|2LIT|1CDMG	12AART|347aVULN|5BELT|67LIT|7BPWR|8RCR|9CDMG
94	63126 13632	1	   	253.51	DCR|4VULN|3LIT|1TLV|1AART	1AART|27FEWX|357aVULN|467LIT|7BPWR|8RCR|9TLV
95	23236 42143	7	   	253.51	DCR|4VULN|2TLV|1DUR|1AART	17TLV|2ERES|37BEXP|457aVULN|6AART|7BPWR|8DUR|9RCR
96	35132 21853	9	   	253.48	DCR|3VULN|2DMG|2DUR	19DUR|246VULN|3DMSP|59LHND|7MBVNT|89DMG|9BPWR|aRCR
97	22126 62223	6	   	253.43	DCR|3VULN|2TLV|1DMG|2LIT|1CDMG	12TLV|2BPWR|3aLIT|457VULN|6RCR|8CDMG|9DMG
98	63126 13632	2	   	253.31	DCR|4VULN|3LIT|1TLV|1AART	1AART|27DUST|357aVULN|467LIT|7BPWR|8RCR|9TLV
99	61362 13413	3	   	253.23	DCR|3VULN|2DUR|3LIT|2AART	12AART|378VULN|467LIT|57DUR|7BPWR|9LHND|aRCR
100	22126 62222	6	 * 	253.19	DCR|3VULN|2TLV|1DMG|2CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8aCDMG|9DMG
101	31263 35283	1	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	17DUR|2ERES|37ASPD|457VULN|6RPLT|7BPWR|8MBVNT|9RCR|aTLV
102	22126 32265	5	   	252.73	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	12TLV|2BPWR|3LIT|457VULN|6DUR|8CDMG|9RCR|aAART
103	22216 32265	6	   	252.73	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	12TLV|2BPWR|3DUR|4LIT|567VULN|8CDMG|9RCR|aAART
104	23632 82474	3	   	252.52	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD|1AART	1aTLV|2ERES|3aDMG|4MBVNT|5AART|6DUR|7RCR|8ASPD|9aVULN|aBPWR
105	23632 82474	4	   	252.52	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD|1AART	1aTLV|2ERES|3aDMG|4MBVNT|5AART|6DUR|7RCR|8ASPD|9aVULN|aBPWR
106	32233 13252	6	   	252.38	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1DUR|29CGEN|3ASPD|4LWND|59TLV|6RCR|7DMG|89aVULN|9BPWR
107	23312 55261	7	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2ERES|38aVULN|4CGEN|5DUST|6aDMG|7RCR|9AART|aBPWR
108	22126 32611	5	   	252.06	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3LIT|457aVULN|6DUR|8RCR|9DMSP
109	22126 32641	5	   	252.06	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3LIT|457aVULN|6DUR|8RCR|9RCVC
110	22126 41611	6	   	252.06	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3LIT|456aVULN|7DUR|8RCR|9DMSP
111	22126 42613	10	   	252.06	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3LIT|456aVULN|7LHND|8RCR|9DUR
112	22216 32611	6	   	252.06	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3DUR|4LIT|567aVULN|8RCR|9DMSP
113	22216 32641	6	   	252.06	DCR|4VULN|2TLV|1DUR	12TLV|2BPWR|3DUR|4LIT|567aVULN|8RCR|9RCVC
114	24126 62331	6	   	252.06	DCR|4VULN|1DMG|1TLV|1NUKE	1TLV|2RCVC|3LIT|457aVULN|6RCR|8DMG|9NUKE
115	21356 22362	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|356VULN|4aDUR|7BEXP|8DMG|9RCR
116	21351 82323	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|369VULN|46DUR|5MBVNT|6BPWR|7RCVC|8DMG|aRCR
117	21351 84373	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|29RMIN|367VULN|46DUR|5MBVNT|6BPWR|8DMG|aRCR
118	21351 88323	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|27RMIN|369VULN|46DUR|5MBVNT|6BPWR|8DMG|aRCR
119	21351 86443	8	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	1TLV|2RMIN|36VULN|46aDUR|5MBVNT|6BPWR|7RCR|8CDMG|9DMG
120	21356 21263	9	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|356VULN|48DUR|7MBVNT|9RCR|aDMG
121	21277 84323	2	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|3MBVNT|479VULN|56DUR|8DMG|aRCR
122	21351 84323	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|379VULN|46DUR|5MBVNT|8DMG|aRCR
123	26333 25253	9	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ZMB|346VULN|5DUST|78DUR|9RCR|aDMG
124	26333 61413	9	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ZMB|348VULN|5DUST|6DMG|79DUR|aRCR
125	26333 61623	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ZMB|349VULN|5DUST|6DMG|78DUR|aRCR
126	23356 25323	9	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|356VULN|47DUR|8DMG|9MBVNT|aRCR
127	23631 38513	9	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|3DMG|4MBVNT|59DUR|678VULN|aRCR
128	23631 38723	7	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|3DMG|4MBVNT|58DUR|679VULN|aRCR
129	23631 38823	8	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|3DMG|4MBVNT|58DUR|679VULN|aRCR
130	23638 31513	9	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|3DMG|4MBVNT|568VULN|79DUR|aRCR
131	23638 31723	7	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|3DMG|4MBVNT|569VULN|78DUR|aRCR
132	23638 31823	8	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|3DMG|4MBVNT|569VULN|78DUR|aRCR
133	62314 31325	7	   	251.72	DCR|3VULN|2DMG|1ASPD|1AART	1AART|27MLV|3ASPD|47aVULN|5RPLT|67DMG|7BPWR|8LIT|9RCR
134	21331 64131	7	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1TLV|2RMIN|348VULN|5AART|6DUR|7ASPD|9RCR|aCDMG
135	21331 64251	9	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1TLV|2RMIN|349VULN|5AART|6DUR|7ASPD|8RCR|aCDMG
136	32226 24235	1	 * 	251.50	DCR|3VULN|2DUR|3CDMG|1AART	19DUR|2FEWX|379CDMG|49aVULN|5MBVNT|6AART|8RCR|9BPWR
137	34226 24235	2	   	251.50	DCR|3VULN|2DUR|3CDMG|1AART	19DUR|2FEWX|379CDMG|49aVULN|5MBVNT|6AART|8RCR|9BPWR
138	21351 86331	10	   	251.29	DCR|3VULN|2DUR|1TLV|1ASPD	1TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7RCR|9ASPD|aLIT
139	35221 14523	2	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|245VULN|3CDMG|6BEXP|7BELT|8TLV|9DMG|aRCR
140	32421 41251	6	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|27CGEN|3CDMG|48aVULN|5DMG|6TLV|9RCR
141	32421 11251	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|26CGEN|3CDMG|48aVULN|5DMG|7TLV|9RCR
142	51225 35223	1	   	251.07	DCR|3VULN|2ASPD|1DUR|2LIT|1CDMG	1RPLT|247VULN|3RCVC|57ASPD|67LIT|7BPWR|8RCR|9DUR|aCDMG
143	51325 35223	1	   	251.07	DCR|3VULN|2ASPD|1DUR|2LIT|1CDMG	1RPLT|247VULN|3DMSP|57ASPD|67LIT|7BPWR|8RCR|9DUR|aCDMG
144	26356 22123	8	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ZMB|3569VULN|4DUR|7FEWX|8ASPD|aRCR
145	21356 21334	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2RMIN|356VULN|4DUR|7MBVNT|8DMG|9CDMG|aRCR
146	26351 74334	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ZMB|367VULN|4DUR|5MBVNT|8DMG|9CDMG|aRCR
147	26356 21334	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ZMB|356VULN|4DUR|7MBVNT|8DMG|9CDMG|aRCR
148	25123 61222	1	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2CDMG|3FEWX|4DUR|5DMG|6BBNT|7RCR|89aVULN
149	26333 24335	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ZMB|346VULN|5DUST|7DUR|8DMG|9CDMG|aRCR
150	26333 25335	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ZMB|346VULN|5DUST|7DUR|8DMG|9CDMG|aRCR
151	21356 21123	8	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2RMIN|3569VULN|4DUR|7MBVNT|8ASPD|aRCR
152	26333 25123	8	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ZMB|3469VULN|5DUST|7DUR|8ASPD|aRCR
153	23356 21334	7	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ERES|356VULN|4DUR|7MBVNT|8DMG|9CDMG|aRCR
154	23631 38534	8	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ERES|3DMG|4MBVNT|5DUR|678VULN|9CDMG|aRCR
155	23631 38534	7	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ERES|3DMG|4MBVNT|5DUR|678VULN|9CDMG|aRCR
156	23638 31534	8	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ERES|3DMG|4MBVNT|568VULN|7DUR|9CDMG|aRCR
157	23638 31534	7	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2ERES|3DMG|4MBVNT|568VULN|7DUR|9CDMG|aRCR
158	35221 16343	2	   	250.87	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1DUR|245VULN|3CDMG|6BEXP|7SELL|8DMG|9TLV|aRCR
159	35222 66323	2	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUR|249VULN|3CDMG|5SELL|6FEWX|7TLV|8DMG|aRCR
160	35531 21423	6	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUR|289VULN|3SELL|4TLV|5DMG|6CDMG|7LWND|aRCR
161	35531 23423	6	   	250.87	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1DUR|289VULN|3SELL|4TLV|5DMG|6CDMG|7BEXP|aRCR
162	35531 41123	6	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUR|269VULN|3SELL|4TLV|5DMG|7CDMG|8LWND|aRCR
163	35521 11343	3	   	250.87	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1DUR|245VULN|3SELL|6BEXP|7CDMG|8DMG|9TLV|aRCR
164	23356 21123	8	   	250.84	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ERES|3569VULN|4DUR|7MBVNT|8ASPD|aRCR
165	33231 34265	1	   	250.82	DCR|3VULN|3DUR|1CDMG	146DUR|2DUST|3CDMG|578VULN|9LIT|aRCR
