0	Index      	 *	Score 	Summary	Detail	
1	35353 31331	 * 	315.54	DCR|DCR|2TLV|1VULN|1AEPOI|1CDMG|2ZMB	19TLV|25ZMB|3VULN|4DUST|6CDMG|7AEPOI|8aRCR
43	32136 22332	   	295.47	ACR|4VULN|2TLV|1AEFBLL	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|689aVULN|7NUKE
44	32136 53362	   	295.47	ACR|4VULN|2TLV|1AEFBLL	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|6ERES|789aVULN
45	35353 36311	   	295.38	DCR|DCR|2TLV|1VULN|1CDMG|2ZMB	17TLV|25ZMB|3VULN|49DUST|6CDMG|8aRCR
46	31416 33248	   	295.37	DCR|4VULN|2TLV|2AEBURN	18TLV|2AEWIND|3RMIN|48AEBURN|5689VULN|7MBVNT|8BPWR|aRCR
47	33416 33248	   	295.37	DCR|4VULN|2TLV|2AEBURN	18TLV|2AEFRZ|3RMIN|48AEBURN|5689VULN|7MBVNT|8BPWR|aRCR
48	33323 61532	   	295.37	DCR|4VULN|2TLV|1DMG	15TLV|2AEFRZ|3DMG|459aVULN|5BPWR|6LHND|7AEWIND|8RCR
49	32132 12436	   	295.11	ACR|3VULN|2TLV|1AEFBLL|1ASPD	14TLV|24LHND|3RCR|4BPWR|5ZMB|679VULN|8AEFBLL|aASPD
50	32136 24336	   	295.11	ACR|3VULN|2TLV|1AEFBLL|1ASPD	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|689VULN|7ZMB|aASPD
51	32136 25261	 * 	295.11	ACR|3TLV|3VULN|1AEFBLL	147TLV|24LHND|3RCR|4BPWR|5AEFBLL|69aVULN|8ZMB
52	51311 41134	   	294.98	DCR|3VULN|2TLV|1AEPOI|1AART	1DUR|2DUST|39aVULN|47TLV|5AART|6AEPOI|8RCR
53	31323 36351	   	294.48	DCR|3VULN|2TLV|1AEBURN|1DMG	15TLV|2AEWIND|3DMG|456VULN|5BPWR|7AAC|8AEBURN|9RCR|aFEWX
54	31323 36353	   	294.48	DCR|3VULN|2TLV|1AEBURN|1DMG	15TLV|2AEWIND|3DMG|456VULN|5BPWR|7AAC|8AEBURN|9RCR|aBEXP
55	31323 36354	   	294.48	DCR|3VULN|2TLV|1AEBURN|1DMG	15TLV|2AEWIND|3DMG|456VULN|5BPWR|7AAC|8AEBURN|9RCR|aAME
56	33323 36351	   	294.48	DCR|3VULN|2TLV|1AEBURN|1DMG	15TLV|2AEFRZ|3DMG|456VULN|5BPWR|7AAC|8AEBURN|9RCR|aFEWX
57	33323 36353	   	294.48	DCR|3VULN|2TLV|1AEBURN|1DMG	15TLV|2AEFRZ|3DMG|456VULN|5BPWR|7AAC|8AEBURN|9RCR|aBEXP
58	33323 36354	   	294.48	DCR|3VULN|2TLV|1AEBURN|1DMG	15TLV|2AEFRZ|3DMG|456VULN|5BPWR|7AAC|8AEBURN|9RCR|aAME
59	61612 36133	 * 	294.11	DCR|4VULN|1TLV|3CDMG|2DUR	138CDMG|238aVULN|38BPWR|4DUST|5LWND|68DUR|7RCR|9TLV
60	31323 32536	   	293.82	DCR|4VULN|2TLV|1DMG|1ASPD|1MSE	15TLV|2AEWIND|3DMG|4569VULN|5BPWR|7MSE|8RCR|aASPD
61	33323 32536	   	293.82	DCR|4VULN|2TLV|1DMG|1ASPD|1MSE	15TLV|2AEFRZ|3DMG|4569VULN|5BPWR|7MSE|8RCR|aASPD
62	32135 42332	   	293.75	ACR|5VULN|2TLV	14TLV|24LHND|3RCR|4BPWR|5689aVULN|7NUKE
63	35211 63361	   	292.28	DCR|DCR|2TLV|1VULN|1CDMG	17TLV|2ZMB|3MLV|4CDMG|56CGEN|8aRCR|9VULN
64	32131 11323	 * 	292.17	ACR|3TLV|2VULN|3ASPD|1AART	14aTLV|24LHND|3RCR|4aBPWR|58aASPD|6aVULN|7RPLT|9AART
65	31323 66531	   	292.00	DCR|3VULN|2TLV|2DMG	15TLV|2AEWIND|37DMG|459VULN|5BPWR|6LHND|8RCR|aBEXP
66	33323 66531	   	292.00	DCR|3VULN|2TLV|2DMG	15TLV|2AEFRZ|37DMG|459VULN|5BPWR|6LHND|8RCR|aBEXP
67	31323 25452	 * 	291.97	DCR|3TLV|2VULN|2DMG|2ASPD|1MSE	158TLV|2AEWIND|38DMG|45VULN|58BPWR|6MSE|78ASPD|9RCR|aAME
68	33323 25452	 * 	291.97	DCR|3TLV|2VULN|2DMG|2ASPD|1MSE	158TLV|2AEFRZ|38DMG|45VULN|58BPWR|6MSE|78ASPD|9RCR|aAME
69	31323 66533	   	291.90	DCR|3VULN|2TLV|2DMG	15TLV|2AEWIND|37DMG|459VULN|5BPWR|6LHND|8RCR|aERES
70	33323 56531	   	291.90	DCR|3VULN|2TLV|2DMG	15TLV|26AEFRZ|37DMG|459VULN|5BPWR|8RCR|aBEXP
71	33323 66533	   	291.90	DCR|3VULN|2TLV|2DMG	15TLV|2AEFRZ|37DMG|459VULN|5BPWR|6LHND|8RCR|aERES
72	31323 25451	 * 	291.87	DCR|3TLV|2VULN|2DMG|2ASPD|1MSE	158TLV|2AEWIND|38DMG|45VULN|58BPWR|6MSE|78ASPD|9RCR|aERES
73	33323 25451	 * 	291.87	DCR|3TLV|2VULN|2DMG|2ASPD|1MSE	158TLV|2AEFRZ|38DMG|45VULN|58BPWR|6MSE|78ASPD|9RCR|aERES
74	33323 56533	   	291.80	DCR|3VULN|2TLV|2DMG	15TLV|26AEFRZ|37DMG|459VULN|5BPWR|8RCR|aERES
75	32133 13336	 * 	291.76	ACR|DCR|2TLV|1VULN|1AEPOI	14TLV|24LHND|39RCR|4BPWR|5MLV|6VULN|7BELT|8DUST|aAEPOI
76	32135 53336	   	291.76	ACR|DCR|2TLV|1VULN|1AEPOI	14TLV|24LHND|39RCR|4BPWR|5VULN|6MLV|7BELT|8DUST|aAEPOI
77	31323 32551	   	291.17	DCR|4VULN|2TLV|1DMG|1AART|1MSE	15TLV|2AEWIND|3DMG|456aVULN|5BPWR|7MSE|8RCR|9AART
78	33323 32551	   	291.17	DCR|4VULN|2TLV|1DMG|1AART|1MSE	15TLV|2AEFRZ|3DMG|456aVULN|5BPWR|7MSE|8RCR|9AART
79	32136 25521	   	290.48	ACR|3TLV|2VULN|1AEFBLL|1DMG	147TLV|24LHND|3RCR|4BPWR|5AEFBLL|6aVULN|8DMG|9RAT
80	31323 65513	   	290.38	DCR|2TLV|2VULN|1AEFBLL|1DMG|1ASPD	15TLV|2AEWIND|3DMG|45VULN|5BPWR|6LHND|7ASPD|8RCR|9AEFBLL|aRAT
81	33323 65513	   	290.38	DCR|2TLV|2VULN|1AEFBLL|1DMG|1ASPD	15TLV|2AEFRZ|3DMG|45VULN|5BPWR|6LHND|7ASPD|8RCR|9AEFBLL|aRAT
82	31323 26536	   	290.35	DCR|3VULN|2TLV|2DMG|1ASPD|1MSE	15TLV|2AEWIND|37DMG|459VULN|5BPWR|6MSE|8RCR|aASPD
83	33323 26536	   	290.35	DCR|3VULN|2TLV|2DMG|1ASPD|1MSE	15TLV|2AEFRZ|37DMG|459VULN|5BPWR|6MSE|8RCR|aASPD
84	36113 12651	 * 	290.32	ACR|3VULN|2TLV|2ASPD	18TLV|28FRZFST|3LWND|4RCR|56aVULN|78ASPD|8BPWR|9DUR
85	31316 33156	   	290.28	DCR|2TLV|2VULN|1AEBURN|1DMG|1CDMG	18TLV|2AEWIND|3DMG|4AEBURN|56VULN|7ZMB|9RCR|aCDMG
86	31323 53356	   	290.28	DCR|2TLV|2VULN|1DMG|1AEBURN|1CDMG	15TLV|2AEWIND|3DMG|45VULN|5BPWR|6AEFRZ|7ZMB|8AEBURN|9RCR|aCDMG
87	33316 33156	   	290.28	DCR|2TLV|2VULN|1AEBURN|1DMG|1CDMG	18TLV|2AEFRZ|3DMG|4AEBURN|56VULN|7ZMB|9RCR|aCDMG
88	32163 12651	   	290.22	ACR|3VULN|2TLV|2ASPD	18TLV|28LHND|3RCR|4CANHEL|56aVULN|78ASPD|8BPWR|9DUR
89	32213 12651	   	290.22	ACR|3VULN|2TLV|2ASPD	18TLV|28LHND|3AIRHEA|4RCR|56aVULN|78ASPD|8BPWR|9DUR
90	36113 13636	 * 	289.45	ACR|4VULN|3TLV	18aTLV|2FRZFST|38aLWND|4RCR|568aVULN|7RMIN|8aBPWR|9DMSP
91	61611 32216	 * 	289.39	DCR|3VULN|1TLV|2AART|1DMG|2CDMG	13CDMG|238VULN|3BPWR|4DUST|57AART|6RCR|9DMG|aTLV
92	32132 12334	   	289.38	ACR|4VULN|2TLV	14TLV|24LHND|3RCR|4BPWR|5ZMB|6789VULN|aRAT
93	35353 31311	   	289.24	DCR|DCR|1TLV|1VULN|1AEPOI|1CDMG|2ZMB	1TLV|25ZMB|3VULN|49DUST|6CDMG|7AEPOI|8aRCR
94	32131 13332	   	289.15	ACR|4VULN|2TLV|1ASPD	14TLV|247LHND|3RCR|4BPWR|5ASPD|689aVULN
95	32135 42336	   	289.05	ACR|4VULN|2TLV|1ASPD	14TLV|24LHND|3RCR|4BPWR|5689VULN|7NUKE|aASPD
96	31423 13151	   	288.95	DCR|4VULN|2TLV|1CDMG	18TLV|25AEWIND|3RMIN|4568VULN|58BPWR|7MBVNT|9RCR|aCDMG
97	33423 13151	   	288.95	DCR|4VULN|2TLV|1CDMG	18TLV|25AEFRZ|3RMIN|4568VULN|58BPWR|7MBVNT|9RCR|aCDMG
98	31123 32261	 * 	288.95	DCR|4VULN|3TLV	158TLV|28AEWIND|3CGEN|456aVULN|58BPWR|78DUST|9RCR
99	33123 32261	   	288.95	DCR|4VULN|3TLV	158TLV|28AEFRZ|3CGEN|456aVULN|58BPWR|78DUST|9RCR
100	43531 32632	   	288.80	DCR|DCR|2VULN|1TLV|1CDMG	1ERES|24AEFRZ|34VULN|4BPWR|5TLV|6FEWX|7CDMG|89RCR|aLHND
101	43531 32633	   	288.80	DCR|DCR|2VULN|1TLV|1CDMG	1ERES|24AEFRZ|34VULN|4BPWR|5TLV|6FEWX|7CDMG|89RCR|aTSLFST
102	43531 22632	   	288.70	DCR|DCR|2VULN|1TLV|1CDMG	1ERES|24AEFRZ|34VULN|4BPWR|5TLV|6LEGI|7CDMG|89RCR|aLHND
103	43531 22633	   	288.70	DCR|DCR|2VULN|1TLV|1CDMG	1ERES|24AEFRZ|34VULN|4BPWR|5TLV|6LEGI|7CDMG|89RCR|aTSLFST
104	32132 12434	   	288.39	ACR|3VULN|2TLV|1AEFBLL	14TLV|24LHND|3RCR|4BPWR|5ZMB|679VULN|8AEFBLL|aRAT
105	32135 46212	   	288.39	ACR|3VULN|2TLV|1AEBURN	14TLV|24LHND|3RCR|4BPWR|569VULN|7AEBURN|8RAT|aFLTARM
106	32136 24334	   	288.39	ACR|3VULN|2TLV|1AEFBLL	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|689VULN|7ZMB|aRAT
107	32133 12436	   	288.17	ACR|3VULN|2TLV|1AEFBLL|1ASPD	14TLV|24LHND|3RCR|4BPWR|5MLV|679VULN|8AEFBLL|aASPD
108	32131 13432	   	288.17	ACR|3VULN|2TLV|1AEFBLL|1ASPD	14TLV|247LHND|3RCR|4BPWR|5ASPD|69aVULN|8AEFBLL
109	32136 44113	   	288.17	ACR|3VULN|2TLV|1AEFBLL|1ASPD	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|6ASPD|7LIT|89aVULN
110	32136 22336	   	288.07	ACR|3VULN|2TLV|1AEFBLL|1ASPD	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|689VULN|7NUKE|aASPD
111	32136 25632	   	288.02	ACR|3TLV|3VULN|2AEFBLL|1SELL	147TLV|249LHND|3RCR|49BPWR|59AEFBLL|69aVULN|8SELL
112	33323 61536	   	287.97	DCR|3VULN|2TLV|1DMG|1ASPD	15TLV|2AEFRZ|3DMG|459VULN|5BPWR|6LHND|7AEWIND|8RCR|aASPD
113	31323 26551	   	287.71	DCR|3VULN|2TLV|2DMG|1AART|1MSE	15TLV|2AEWIND|37DMG|45aVULN|5BPWR|6MSE|8RCR|9AART
114	33323 26551	   	287.71	DCR|3VULN|2TLV|2DMG|1AART|1MSE	15TLV|2AEFRZ|37DMG|45aVULN|5BPWR|6MSE|8RCR|9AART
115	61623 24113	   	287.63	DCR|2TLV|2VULN|1DMG|2CDMG|1AART	13CDMG|23VULN|3BPWR|4DMG|5AART|69TLV|7RAT|8MDPS|aRCR
116	31323 32534	   	287.11	DCR|4VULN|2TLV|1DMG|1MSE	15TLV|2AEWIND|3DMG|4569VULN|5BPWR|7MSE|8RCR|aRAT
117	33323 32534	   	287.11	DCR|4VULN|2TLV|1DMG|1MSE	15TLV|2AEFRZ|3DMG|4569VULN|5BPWR|7MSE|8RCR|aRAT
118	31324 16532	   	286.75	DCR|4VULN|1TLV|2DMG	1TLV|2AEWIND|37DMG|469aVULN|5LWND|8RCR
119	31325 16532	   	286.75	DCR|4VULN|1TLV|2DMG	1TLV|2AEWIND|37DMG|469aVULN|5FEWX|8RCR
120	33324 16532	   	286.75	DCR|4VULN|1TLV|2DMG	1TLV|2AEFRZ|37DMG|469aVULN|5LWND|8RCR
121	33325 16532	   	286.75	DCR|4VULN|1TLV|2DMG	1TLV|2AEFRZ|37DMG|469aVULN|5FEWX|8RCR
122	32136 23661	   	286.49	ACR|2TLV|2VULN|1AEFBLL|1DMG	14TLV|24LHND|3RCR|4BPWR|5AEFBLL|6aVULN|7DUR|8FRZARM|9DMG
123	31316 33152	   	286.29	DCR|2TLV|2VULN|1DMG|1AEBURN	18TLV|2AEWIND|3DMG|4AEBURN|56VULN|7ZMB|9RCR|aDUR
124	31323 53352	   	286.29	DCR|2TLV|2VULN|1AEBURN|1DMG	15TLV|2AEWIND|3DMG|45VULN|5BPWR|6AEFRZ|7ZMB|8AEBURN|9RCR|aDUR
125	33316 33152	   	286.29	DCR|2TLV|2VULN|1DMG|1AEBURN	18TLV|2AEFRZ|3DMG|4AEBURN|56VULN|7ZMB|9RCR|aDUR
126	61623 25244	   	286.12	DCR|3VULN|1TLV|1DMG|2CDMG|1AART	13CDMG|239VULN|3BPWR|4DMG|5AART|6TLV|7MBVNT|8ZMB|aRCR
