0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63312 32333	1	 * 	305.96	橙5易伤2等级2伤害	1456a易伤2掉矿3a等级7全技能8核9a伤害a序列升级
38	61111 43124	9	   	284.66	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级468时间5立即金币689序列升级7核a最后敌人
39	61111 43124	10	   	284.66	橙4易伤3等级3时间	1689易伤29a敌人爆炸389等级468时间5立即金币689序列升级7核
40	61111 43125	9	   	284.66	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级468时间5立即金币689序列升级7核a平台
41	61111 15126	9	   	284.56	橙4易伤3等级3时间	189a易伤29敌人爆炸389等级478时间5立即金币6核89序列升级
42	61142 43113	10	   	284.56	橙4易伤2等级3时间	168a易伤2敌人爆炸38等级4双倍矿568时间68序列升级7核9最后敌人
43	61142 43122	9	   	284.56	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级4双倍矿568时间689序列升级7核a掉矿
44	61142 43122	10	   	284.56	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级4双倍矿568时间689序列升级7核a挖尘
45	61142 43123	10	   	284.56	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级4双倍矿568时间689序列升级7核a掉矿
46	61142 43133	10	   	284.56	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级4双倍矿568时间68序列升级7核a低血量敌人
47	61152 15122	9	   	284.56	橙4易伤3等级3时间	189a易伤249敌人爆炸389等级578时间6核89序列升级
48	61152 43113	10	   	284.56	橙4易伤2等级3时间	168a易伤24敌人爆炸38等级568时间68序列升级7核9最后敌人
49	61152 43133	10	   	284.56	橙4易伤2等级3时间	1689易伤24敌人爆炸38等级568时间68序列升级7核a低血量敌人
50	61111 43113	10	   	284.56	橙4易伤2等级3时间	168a易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9最后敌人
51	61111 43122	10	   	284.56	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级468时间5立即金币689序列升级7核a挖尘
52	61111 43122	9	   	284.56	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级468时间5立即金币689序列升级7核a掉矿
53	61111 43123	10	   	284.56	橙4易伤3等级3时间	1689易伤29敌人爆炸389等级468时间5立即金币689序列升级7核a掉矿
54	61111 43133	10	   	284.56	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a低血量敌人
55	61111 43134	9	   	284.56	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a基地爆炸
56	61111 43135	9	   	284.56	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a金币生成
57	61111 43135	10	   	284.56	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a矿等
58	61114 63122	9	   	284.56	橙4易伤3等级3时间	189a易伤269敌人爆炸389等级458时间7核89序列升级
59	61111 15136	9	   	284.46	橙4易伤2等级3时间	189a易伤2敌人爆炸38等级478时间5立即金币6核8序列升级
60	61142 43131	10	   	284.46	橙4易伤3等级3时间	1689易伤2敌人爆炸38a等级4双倍矿568时间68序列升级7核
61	61142 43131	9	   	284.46	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级4双倍矿568时间68序列升级7核a赏金邻近
62	61142 43132	10	   	284.46	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级4双倍矿568时间68序列升级7核a掉矿
63	61142 43132	9	   	284.46	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级4双倍矿568时间68序列升级7核a掉矿
64	61152 43131	9	   	284.46	橙4易伤2等级3时间	1689易伤24敌人爆炸38等级568时间68序列升级7核a赏金邻近
65	61152 43131	10	   	284.46	橙4易伤3等级3时间	1689易伤24敌人爆炸38a等级568时间68序列升级7核
66	61152 43132	9	   	284.46	橙4易伤2等级3时间	1689易伤24敌人爆炸38等级568时间68序列升级7核a掉矿
67	61152 43132	10	   	284.46	橙4易伤2等级3时间	1689易伤24敌人爆炸38等级568时间68序列升级7核a掉矿
68	63111 43113	10	   	284.46	橙4易伤2等级3时间	168a易伤2挖尘38等级468时间5立即金币68序列升级7核9最后敌人
69	63111 43121	10	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a最后敌人
70	63111 43123	9	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5a立即金币689序列升级7核
71	63111 43123	10	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a金币生成
72	63111 43124	9	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a最后敌人
73	63111 43124	10	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a敌人爆炸
74	63111 43125	9	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a平台
75	63111 43126	10	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a矿等
76	63111 43133	10	   	284.46	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a低血量敌人
77	63111 43134	9	   	284.46	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a基地爆炸
78	63111 43134	10	   	284.46	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a基地爆炸
79	63111 43135	9	   	284.46	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a金币生成
80	63111 43135	10	   	284.46	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a矿等
81	63142 43113	10	   	284.46	橙4易伤2等级3时间	168a易伤2挖尘38等级4双倍矿568时间68序列升级7核9最后敌人
82	63142 43121	10	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级4双倍矿568时间689序列升级7核a最后敌人
83	63142 43123	10	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级4双倍矿568时间689序列升级7核a金币生成
84	63142 43123	9	   	284.46	橙4易伤3等级3时间	1689易伤29挖尘389等级4双倍矿568时间689序列升级7核a立即金币
85	63142 43133	10	   	284.46	橙4易伤2等级3时间	1689易伤2挖尘38等级4双倍矿568时间68序列升级7核a低血量敌人
86	61111 43131	9	   	284.46	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a赏金邻近
87	61111 43131	10	   	284.46	橙4易伤3等级3时间	1689易伤2敌人爆炸38a等级468时间5立即金币68序列升级7核
88	61111 43132	10	   	284.46	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a掉矿
89	61111 43132	9	   	284.46	橙4易伤2等级3时间	1689易伤2敌人爆炸38等级468时间5立即金币68序列升级7核a掉矿
90	62116 16112	9	   	284.36	橙4易伤2等级3时间	1589易伤2挖青38等级48a时间6核7双倍矿8序列升级
91	62116 43111	8	   	284.36	橙4易伤3等级3时间	1589易伤2挖青368等级468时间68序列升级7核a金币生成
92	62116 43112	8	   	284.36	橙4易伤3等级3时间	1589易伤2挖青368等级468时间68序列升级7核a基地爆炸
93	62123 43112	9	   	284.36	橙4易伤2等级3时间	1589易伤2挖青38等级4立即金币68a时间7核8序列升级
94	63111 15126	9	   	284.36	橙4易伤3等级3时间	189a易伤29挖尘389等级478时间5立即金币6核89序列升级
95	63111 15136	9	   	284.36	橙4易伤2等级3时间	189a易伤2挖尘38等级478时间5立即金币6核8序列升级
96	63111 43122	10	   	284.36	橙4易伤3等级3时间	1689易伤29a挖尘389等级468时间5立即金币689序列升级7核
97	63111 43122	9	   	284.36	橙4易伤3等级3时间	1689易伤29挖尘389等级468时间5立即金币689序列升级7核a掉矿
98	63111 43131	10	   	284.36	橙4易伤3等级3时间	1689易伤2挖尘38a等级468时间5立即金币68序列升级7核
99	63111 43131	9	   	284.36	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a赏金邻近
100	63111 43132	10	   	284.36	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a掉矿
101	63111 43132	9	   	284.36	橙4易伤2等级3时间	1689易伤2挖尘38等级468时间5立即金币68序列升级7核a掉矿
102	63115 43113	10	   	284.36	橙4易伤2等级3时间	168a易伤25挖尘38等级468时间68序列升级7核9最后敌人
103	63115 43121	9	   	284.36	橙4易伤3等级3时间	1689易伤259挖尘389等级468时间689序列升级7核a双倍矿
104	63115 43122	10	   	284.36	橙4易伤3等级3时间	1689易伤259挖尘389等级468时间689序列升级7核a平台
105	63115 43122	9	   	284.36	橙4易伤3等级3时间	1689易伤259挖尘389等级468时间689序列升级7核a平台
106	63115 43123	10	   	284.36	橙4易伤3等级3时间	1689易伤259挖尘389等级468时间689序列升级7核a金币生成
107	63115 43133	10	   	284.36	橙4易伤2等级3时间	1689易伤25挖尘38等级468时间68序列升级7核a低血量敌人
108	63142 43122	10	   	284.36	橙4易伤3等级3时间	1689易伤29a挖尘389等级4双倍矿568时间689序列升级7核
109	63142 43122	9	   	284.36	橙4易伤3等级3时间	1689易伤29挖尘389等级4双倍矿568时间689序列升级7核a掉矿
110	63142 43131	9	   	284.36	橙4易伤2等级3时间	1689易伤2挖尘38等级4双倍矿568时间68序列升级7核a赏金邻近
111	63142 43131	10	   	284.36	橙4易伤3等级3时间	1689易伤2挖尘38a等级4双倍矿568时间68序列升级7核
112	63142 43132	10	   	284.36	橙4易伤2等级3时间	1689易伤2挖尘38等级4双倍矿568时间68序列升级7核a掉矿
113	63142 43132	9	   	284.36	橙4易伤2等级3时间	1689易伤2挖尘38等级4双倍矿568时间68序列升级7核a掉矿
114	62111 43116	8	   	284.36	橙4易伤3等级3时间	189a易伤2挖青368等级468时间5立即金币68序列升级7核
115	62116 43123	8	   	284.26	橙4易伤3等级3时间	158a易伤2挖青368等级468时间68序列升级7核9赏金塔
116	63115 15122	9	   	284.26	橙4易伤3等级3时间	189a易伤259挖尘389等级478时间6核89序列升级
117	63115 43131	9	   	284.26	橙4易伤2等级3时间	1689易伤25挖尘38等级468时间68序列升级7核a赏金邻近
118	63115 43131	10	   	284.26	橙4易伤3等级3时间	1689易伤25挖尘38a等级468时间68序列升级7核
119	63115 43132	9	   	284.26	橙4易伤2等级3时间	1689易伤25挖尘38等级468时间68序列升级7核a掉矿
120	63115 43132	10	   	284.26	橙4易伤2等级3时间	1689易伤25挖尘38等级468时间68序列升级7核a掉矿
121	61111 43114	10	   	283.58	橙3易伤2等级3时间1伤害	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9最后敌人a伤害
122	61111 43141	9	   	283.58	橙3易伤2等级3时间1伤害	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9伤害a最后敌人
123	61111 43141	10	   	283.58	橙3易伤2等级3时间1伤害	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9伤害a金币生成
124	61111 43142	9	   	283.58	橙3易伤2等级3时间1伤害	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9伤害a低血量敌人
125	61111 43142	10	   	283.58	橙3易伤2等级3时间1伤害	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9伤害a最后敌人
126	61111 43143	10	   	283.58	橙3易伤2等级3时间1伤害	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9伤害a低血量敌人
127	63111 43114	10	   	283.48	橙3易伤2等级3时间1伤害	168易伤2挖尘38等级468时间5立即金币68序列升级7核9最后敌人a伤害
128	63111 43141	9	   	283.48	橙3易伤2等级3时间1伤害	168易伤2挖尘38等级468时间5立即金币68序列升级7核9伤害a最后敌人
129	63111 43141	10	   	283.48	橙3易伤2等级3时间1伤害	168易伤2挖尘38等级468时间5立即金币68序列升级7核9伤害a金币生成
130	63111 43142	10	   	283.48	橙3易伤2等级3时间1伤害	168易伤2挖尘38等级468时间5立即金币68序列升级7核9伤害a最后敌人
131	63111 43142	9	   	283.48	橙3易伤2等级3时间1伤害	168易伤2挖尘38等级468时间5立即金币68序列升级7核9伤害a低血量敌人
132	63111 43143	10	   	283.48	橙3易伤2等级3时间1伤害	168易伤2挖尘38等级468时间5立即金币68序列升级7核9伤害a低血量敌人
133	62116 43121	8	   	283.28	橙3易伤3等级3时间1伤害	158易伤2挖青368等级468时间68序列升级7核9赏金塔a伤害
134	61611 15131	10	   	282.05	橙3易伤3时间2伤害1等级	189易伤2敌人爆炸38伤害478时间5立即金币6核8序列升级a等级
135	63611 15131	10	   	281.95	橙3易伤3时间2伤害1等级	189易伤2挖尘38伤害478时间5立即金币6核8序列升级a等级
136	62116 13243	6	   	281.85	橙3易伤3时间2伤害1等级	15a易伤2挖青3等级48a时间6核7a伤害9赏金邻近a序列升级
137	62116 13263	6	   	281.85	橙3易伤3时间2伤害1等级	15a易伤2挖青3等级48a时间6核7a伤害9赏金塔a序列升级
138	62116 12523	9	   	280.21	橙4易伤3时间1等级2雷电	158a易伤2挖青3等级489时间6核78雷电8序列升级
139	61611 15123	9	   	280.01	橙3易伤3伤害3时间	189易伤29敌人爆炸389伤害478时间5立即金币6核89序列升级a攻速
140	63611 15123	9	   	279.81	橙3易伤3伤害3时间	189易伤29挖尘389伤害478时间5立即金币6核89序列升级a攻速
141	62116 16113	10	   	279.44	橙4易伤2等级2时间	1589易伤2挖青38等级48时间6核7双倍矿8序列升级a攻速
142	62123 43113	10	   	279.44	橙4易伤2等级2时间	1589易伤2挖青38等级4立即金币68时间7核8序列升级a攻速
143	62123 43115	10	   	279.44	橙4易伤2等级2时间	1589易伤2挖青38等级4立即金币68时间7核8序列升级a雷电
144	62123 43135	9	   	279.44	橙4易伤2等级2时间	158a易伤2挖青38等级4立即金币68时间7核8序列升级9攻速
145	62123 43136	10	   	279.44	橙4易伤2等级2时间	158a易伤2挖青38等级4立即金币68时间7核8序列升级9攻速
146	62116 12522	10	   	279.22	橙3易伤3时间1等级1伤害2雷电	158易伤2挖青3等级489时间6核78雷电8序列升级a伤害
147	62623 31263	5	   	277.85	橙4易伤2等级2伤害	157a易伤2挖青3a伤害4立即金币6赏金塔8核9a等级a序列升级
148	62116 31263	1	   	277.75	橙4易伤2等级2伤害	147a易伤23挖尘5a伤害6赏金塔8核9a等级a序列升级
149	63116 31263	2	   	277.75	橙4易伤2等级2伤害	147a易伤23挖尘5a伤害6赏金塔8核9a等级a序列升级
150	61142 43111	10	   	277.16	橙3易伤2等级3时间1暴击	168易伤2敌人爆炸38等级4双倍矿568时间68序列升级7核9最后敌人a暴击
151	61152 43111	10	   	277.16	橙3易伤2等级3时间1暴击	168易伤24敌人爆炸38等级568时间68序列升级7核9最后敌人a暴击
152	61111 43111	10	   	277.16	橙3易伤2等级3时间1暴击	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9最后敌人a暴击
153	63111 43111	10	   	277.06	橙3易伤2等级3时间1暴击	168易伤2挖尘38等级468时间5立即金币68序列升级7核9最后敌人a暴击
154	63111 43163	8	   	277.06	橙3易伤2等级3时间1暴击	168易伤2挖尘38等级468时间5立即金币68序列升级7核9暴击a金币生成
155	63142 43111	10	   	277.06	橙3易伤2等级3时间1暴击	168易伤2挖尘38等级4双倍矿568时间68序列升级7核9最后敌人a暴击
156	61111 43126	8	   	277.06	橙3易伤2等级3时间1暴击	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9赏金塔a暴击
157	61111 43162	8	   	277.06	橙3易伤2等级3时间1暴击	168易伤2敌人爆炸38等级468时间5立即金币68序列升级7核9暴击a挖尘
158	63111 43126	8	   	276.96	橙3易伤2等级3时间1暴击	168易伤2挖尘38等级468时间5立即金币68序列升级7核9赏金塔a暴击
159	63111 43162	8	   	276.96	橙3易伤2等级3时间1暴击	168易伤2a挖尘38等级468时间5立即金币68序列升级7核9暴击
160	63115 43111	10	   	276.96	橙3易伤2等级3时间1暴击	168易伤25挖尘38等级468时间68序列升级7核9最后敌人a暴击
