0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
26	11531 24153	 * 	170.53	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LSRICY|2BEXP|3RCR|4ZMB|59DMG|6VULN|7DUR|8ASPD|aAART
27	33444 13336	 * 	170.52	ACR|3DMG|1AART|2ASPD|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5LIT|69aDMG|7AART|8aASPD|aBPWR
28	13531 24153	   	170.43	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1LSRICY|2DUST|3RCR|4ZMB|59DMG|6VULN|7DUR|8ASPD|aAART
29	11533 42214	 * 	170.34	ACR|3VULN|1AART|2ZMB|1CDMG	1LSRICY|2BEXP|3RCR|45ZMB|67aVULN|8CDMG|9AART
30	13533 42214	   	170.24	ACR|3VULN|1AART|2ZMB|1CDMG	1LSRICY|2DUST|3RCR|45ZMB|67aVULN|8CDMG|9AART
31	24153 23631	   	170.12	DCR|2VULN|2DMG|1AART|1ZMB	1MLV|25VULN|3FEWX|4AART|6DUST|7aDMG|8ZMB|9RCR
32	15631 24121	   	169.88	ACR|4VULN|2DMG	1aLSRICY|2BELT|3RCR|478aVULN|5LWND|6DUST|9aDMG|aBPWR
33	15632 24121	   	169.88	ACR|4VULN|2DMG	1aLSRICY|2BELT|3RCR|478aVULN|5LHND|6DUST|9aDMG|aBPWR
34	33441 18762	 * 	169.27	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|69CDMG|7AART|8VULN|aDMG
35	33145 83415	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9ASPD|aAART
36	33177 17222	   	168.86	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|35DMG|4VULN|6CDMG|7AART|8ASPD|9DUR|aRCR
37	33145 83442	   	168.57	DCR|4VULN|2DMG	1RCVC|2MBVNT|36DMG|4DMSP|569aVULN|6BPWR|7FEWX|8RCR
38	33125 84612	   	168.50	DCR|3VULN|3DMG|2RCVC	14RCVC|2MBVNT|368DMG|568VULN|68BPWR|789LIT|aRCR
39	33125 84633	   	168.50	DCR|3VULN|3DMG|2RCVC	14RCVC|2MBVNT|368DMG|568VULN|68BPWR|78LIT|9BEXP|aRCR
40	33444 13345	 * 	168.32	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCVC|2MBVNT|3aDUR|4RCR|5aLIT|6DMG|7AART|8ASPD|9aVULN|aBPWR
41	33446 12512	 * 	168.24	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8AIRHEL|9AART|aVULN
42	12243 36513	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1LSRICY|2LWND|3LIT|4aVULN|56DMG|7RCR|8DUR|9AART
43	33446 12727	   	167.74	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8BEXP|9VULN|aAART
44	33446 12827	   	167.64	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8DUST|9VULN|aAART
45	33444 13816	 * 	167.62	ACR|2DMG|2AART|2ZMB|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5LIT|6aDMG|78AART|9aZMB|aBPWR
46	13531 11363	 * 	167.44	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	19LSRICY|2DUST|3RCR|49ZMB|5DMG|6DUR|7NUKE|89VULN|9BPWR|aAART
47	33163 12147	   	167.22	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4DUR|5VULN|6CDMG|7RCR|8DUST|aAART
48	33163 12177	   	167.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|59VULN|6CDMG|7RCR|8DUST|aAART
49	33172 12147	   	167.22	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4VULN|5DUR|6CDMG|7RCR|8DUST|aAART
50	33172 12177	   	167.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DMG|49VULN|5DUR|6CDMG|7RCR|8DUST|aAART
51	16252 63133	   	167.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|235LIT|45VULN|5BPWR|6RCR|7CDMG|8AART|9DMG|aDUR
52	26113 33143	   	167.03	ACR|3VULN|2DMG|1CDMG	19MLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aCDMG
53	21323 22163	   	167.01	DCR|2VULN|2DMG|1AART	1MLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8LWND|9aDMG|aBPWR
54	21323 22463	   	166.91	DCR|2VULN|2DMG|1AART	1MLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8DUST|9aDMG|aBPWR
55	21333 22163	   	166.91	DCR|2VULN|2DMG|1AART	1MLV|2aERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8LWND|9aDMG|aBPWR
56	61323 22163	   	166.91	DCR|2VULN|2DMG|1AART	1TLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8LWND|9aDMG|aBPWR
57	33166 31134	 * 	166.91	DCR|2DMG|2AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8aAART|9RCR
58	33166 61134	   	166.91	DCR|2DMG|2AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LWND|7VULN|8aAART|9RCR
59	15635 11121	   	166.89	ACR|3VULN|2DMG|1ZMB	1aLSRICY|2BELT|3RCR|48aVULN|5RMIN|6ZMB|7LWND|9aDMG|aBPWR
60	66113 33143	   	166.83	ACR|3VULN|2DMG|1CDMG	19TLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aCDMG
61	61323 22463	   	166.81	DCR|2VULN|2DMG|1AART	1TLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8DUST|9aDMG|aBPWR
62	61333 22163	   	166.81	DCR|2VULN|2DMG|1AART	1TLV|2aERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8LWND|9aDMG|aBPWR
63	15641 11121	   	166.79	ACR|3VULN|2DMG|1ZMB	1aLSRICY|2BELT|3RCR|4NUKE|58aVULN|6ZMB|7LWND|9aDMG|aBPWR
64	13513 12662	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2DUST|3RCR|4CDMG|5BEXP|6ASPD|78DMG|9AART|aVULN
65	11531 32342	   	166.69	ACR|3VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6MLV|789VULN
66	11536 11342	   	166.69	ACR|3VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|589VULN|6MLV|7aDMG
67	12536 11342	   	166.69	ACR|3VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|589VULN|6MLV|7aDMG
68	12531 33141	 * 	166.68	ACR|3VULN|3ZMB|1DMG	19LSRICY|2LWND|3RCR|489ZMB|5DMG|6LIT|79aVULN|9BPWR
69	12533 42233	 * 	166.60	ACR|3VULN|1DMG|2ZMB|1CDMG	1LSRICY|2LWND|3RCR|45ZMB|679VULN|8CDMG|aDMG
70	11531 21342	   	166.59	ACR|3VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|689VULN|7NUKE
71	11536 31342	   	166.59	ACR|3VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|589VULN|6aDMG|7NUKE
72	12531 62342	   	166.59	ACR|3VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aDMG|6NUKE|789VULN
73	12536 31342	   	166.59	ACR|3VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|589VULN|6aDMG|7NUKE
74	13531 32342	   	166.59	ACR|3VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6MLV|789VULN
75	13536 11342	   	166.59	ACR|3VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|589VULN|6MLV|7aDMG
76	13531 21342	   	166.49	ACR|3VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|689VULN|7NUKE
77	13531 62342	   	166.49	ACR|3VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6NUKE|789VULN
78	13536 31342	   	166.49	ACR|3VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|589VULN|6aDMG|7NUKE
79	33444 13386	 * 	166.32	ACR|2DMG|2AART|2ASPD|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5LIT|6aDMG|79AART|8aASPD|aBPWR
80	33444 13826	   	166.32	ACR|2DMG|2AART|2ASPD|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|5LIT|6aDMG|78AART|9aASPD|aBPWR
81	33156 71131	   	165.82	DCR|3DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|35aDMG|45LHND|5BPWR|6DUR|7VULN|8AART|9RCR
82	15631 33253	 * 	165.81	ACR|2VULN|1AART|1DMG|2CDMG	18LSRICY|2BELT|3RCR|48VULN|5LWND|6LIT|78CDMG|8BPWR|9DMG|aAART
83	33145 84612	   	165.52	DCR|3VULN|3DMG	1RCVC|2MBVNT|368DMG|4DMSP|568VULN|68BPWR|789LIT|aRCR
84	33145 84633	   	165.52	DCR|3VULN|3DMG	1RCVC|2MBVNT|368DMG|4DMSP|568VULN|68BPWR|78LIT|9BEXP|aRCR
85	26131 23145	   	165.08	ACR|4VULN|2DMG	19MLV|2DUST|3BELT|4689VULN|5RCR|79DMG|9BPWR|aFEWX
86	33132 88634	 * 	164.99	DCR|2DMG|3ZMB|1AART|1DUR	1RCVC|2MBVNT|38DMG|48CANHEL|5AART|68aZMB|7RCR|8BPWR|9DUR
87	26131 23142	   	164.98	ACR|4VULN|2DMG	19MLV|2DUST|3BELT|4689VULN|5RCR|79DMG|9BPWR|aCANHEL
88	26131 23144	   	164.98	ACR|4VULN|2DMG	19MLV|2DUST|3BELT|4689VULN|5RCR|79DMG|9BPWR|aSNIHEL
89	33125 83435	   	164.89	DCR|2VULN|2DMG|1AART|2RCVC	14RCVC|2MBVNT|36DMG|56VULN|6BPWR|7FEWX|8RCR|9TLV|aAART
90	66131 23142	   	164.78	ACR|4VULN|2DMG	19TLV|2DUST|3BELT|4689VULN|5RCR|79DMG|9BPWR|aCANHEL
91	24111 53143	   	164.73	ACR|3VULN|2DMG|1CDMG	19MLV|268VULN|39FEWX|4BELT|5RCR|79DMG|9BPWR|aCDMG
92	24311 23143	   	164.73	ACR|3VULN|2DMG|1CDMG	19MLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aCDMG
93	24111 35153	   	164.73	ACR|3VULN|2DMG|1CDMG	17MLV|289VULN|37FEWX|4BELT|5RCR|67DMG|7BPWR|aCDMG
94	33446 21713	   	164.72	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aCGEN
95	33446 21714	   	164.72	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aLIT
96	33446 21715	   	164.72	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aLHND
97	33446 21716	   	164.72	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aRPLT
98	11561 32152	   	164.68	ACR|2VULN|2DMG|1CDMG|1ZMB	1LSRICY|2BEXP|3RCR|4FEWX|56DMG|7aVULN|8ZMB|9CDMG
99	26131 23543	   	164.63	ACR|3VULN|2DMG|1CDMG	19MLV|2DUST|38BELT|469VULN|5RCR|79DMG|9BPWR|aCDMG
100	33446 21711	   	164.62	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aDUST
101	33446 21717	   	164.62	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aLEGI
102	33446 21718	   	164.62	ACR|2VULN|2DMG|3DUR|1ASPD	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9ASPD|aERES
103	24511 23143	   	164.53	ACR|3VULN|2DMG|1CDMG	19MLV|268VULN|39DUST|4BELT|5RCR|79DMG|9BPWR|aCDMG
104	26131 23243	   	164.53	ACR|3VULN|2DMG|1CDMG	19MLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aCDMG
105	64311 23143	   	164.53	ACR|3VULN|2DMG|1CDMG	19TLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aCDMG
106	33132 88614	 * 	164.49	DCR|2DMG|1AART|1VULN|2ZMB	1RCVC|2MBVNT|38DMG|48CANHEL|5AART|68ZMB|7RCR|8BPWR|9DUST|aVULN
107	33125 83443	   	164.38	DCR|3VULN|2DMG|2RCVC|1DUR	14RCVC|2MBVNT|36DMG|569VULN|6BPWR|7FEWX|8RCR|aDUR
108	66131 23243	   	164.33	ACR|3VULN|2DMG|1CDMG	19TLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aCDMG
109	15611 11352	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|5aVULN|6ZMB|7LWND|8DMG|9AART
110	33445 87433	 * 	164.18	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RCVC|2MBVNT|35DUR|4RCR|6VULN|7AART|8CDMG|9DMG|aASPD
111	12243 36611	   	163.87	DCR|3DMG|2VULN|1ZMB	1LSRICY|2LWND|3LIT|4aVULN|569DMG|7RCR|8ZMB
112	12561 32313	 * 	163.83	ACR|2VULN|2DMG|1AART	1LSRICY|2LWND|3RCR|4FEWX|56DMG|7aVULN|8LIT|9AART
113	12561 34113	   	163.83	ACR|2VULN|2DMG|1AART	1LSRICY|2LWND|3RCR|4FEWX|56DMG|7LIT|8aVULN|9AART
114	24131 33631	   	163.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1MLV|2VULN|3FEWX|45DUR|6AART|7aDMG|8ZMB|9RCR
115	13131 62263	 * 	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19LSRICY|2DUST|39DUR|4ZMB|5DMG|6NUKE|79VULN|8RCR|9BPWR|aAART
116	13136 31263	   	163.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	19LSRICY|2DUST|39DUR|4ZMB|5VULN|69DMG|7NUKE|8RCR|9BPWR|aAART
117	64131 33631	   	163.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1TLV|2VULN|3FEWX|45DUR|6AART|7aDMG|8ZMB|9RCR
118	41553 12323	 * 	163.34	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1LWND|28ASPD|3DUST|4ZMB|5DMG|6CDMG|7RCR|9VULN|aAART
119	33177 83311	 * 	163.22	DCR|3DMG|2VULN|1CDMG	1RCVC|2MBVNT|356DMG|46VULN|6BPWR|7ERES|8CDMG|9LWND|aRCR
120	33177 83331	   	163.22	DCR|3DMG|2VULN|1CDMG	1RCVC|2MBVNT|356DMG|46VULN|6BPWR|7ERES|8CDMG|9LHND|aRCR
121	11531 32341	   	163.20	ACR|4VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6MLV|789aVULN
122	11536 11341	   	163.20	ACR|4VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|589aVULN|6MLV|7DMG
123	12536 11341	   	163.20	ACR|4VULN|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|589aVULN|6MLV|7DMG
124	33132 58422	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6TLV|7RCR|8aVULN|9CDMG
125	11531 21341	   	163.10	ACR|4VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|689aVULN|7NUKE
126	11536 31341	   	163.10	ACR|4VULN|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|589aVULN|6DMG|7NUKE
127	12531 62341	   	163.10	ACR|4VULN|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5DMG|6NUKE|789aVULN
128	12536 31341	   	163.10	ACR|4VULN|1DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|589aVULN|6DMG|7NUKE
129	13531 32341	   	163.10	ACR|4VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6MLV|789aVULN
130	13536 11341	   	163.10	ACR|4VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|589aVULN|6MLV|7DMG
131	13531 21341	   	163.00	ACR|4VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|689aVULN|7NUKE
132	13531 62341	   	163.00	ACR|4VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6NUKE|789aVULN
133	13536 31341	   	163.00	ACR|4VULN|1DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|589aVULN|6DMG|7NUKE
134	33441 18726	   	162.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7AART|8VULN|9RPLT|aDMG
135	33172 12245	   	162.88	DCR|2VULN|2DMG|1CDMG|1DUR	1aRCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR
136	15635 31121	   	162.82	ACR|3VULN|2DMG|1ASPD	1aLSRICY|2BELT|3RCR|48aVULN|5RMIN|6ASPD|7LWND|9aDMG|aBPWR
137	15641 31121	   	162.72	ACR|3VULN|2DMG|1ASPD	1aLSRICY|2BELT|3RCR|4NUKE|58aVULN|6ASPD|7LWND|9aDMG|aBPWR
138	11531 13562	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6DUR|7RCVC|8CDMG|9AART|aVULN
139	33125 83416	   	162.38	DCR|2VULN|2DMG|1CDMG|2RCVC|1ASPD	14RCVC|2MBVNT|36DMG|56VULN|6BPWR|7FEWX|8RCR|9ASPD|aCDMG
140	24151 13631	   	162.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MLV|2VULN|3FEWX|4AART|5RCVC|6DUR|7aDMG|8ZMB|9RCR
141	13531 13562	   	162.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6DUR|7RCVC|8CDMG|9AART|aVULN
142	33174 31415	   	162.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2MBVNT|3DMG|47VULN|5RMIN|6ZMB|8RCR|9ASPD|aAART
143	11131 66322	 * 	162.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LSRICY|2BEXP|37DUR|4ZMB|5DMG|6AART|8RCR|9CDMG|aVULN
144	33446 12125	   	162.12	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8LWND|9aVULN
145	33446 12725	   	162.12	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8BEXP|9aVULN
146	33446 12825	   	162.02	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8DUST|9aVULN
147	33177 17322	   	161.92	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|35DMG|4VULN|6CDMG|7AART|8CGEN|9DUR|aRCR
148	33145 83435	   	161.92	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9TLV|aAART
149	33176 34431	   	161.92	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|3aDMG|47VULN|5LWND|6AART|8BEXP|9RCR
150	33176 34531	   	161.92	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|3aDMG|47VULN|5LWND|6AART|8FEWX|9RCR
151	33178 34431	   	161.92	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|3aDMG|47VULN|5LHND|6AART|8BEXP|9RCR
152	33178 34531	   	161.92	DCR|2VULN|2DMG|1AART	1RCVC|2MBVNT|3aDMG|47VULN|5LHND|6AART|8FEWX|9RCR
153	33174 31442	   	161.89	DCR|4VULN|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|479aVULN|5RMIN|6ZMB|8RCR
154	33174 88442	   	161.89	DCR|4VULN|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|469aVULN|5RMIN|7ZMB|8RCR
155	33163 12545	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4DUR|5aVULN|6CDMG|7RCR|8LWND
156	33172 12241	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR|aCGEN
157	33172 12243	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR|aLWND
158	33172 12244	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR|aRPLT
159	33172 12246	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR|aLIT
160	33172 12247	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR|aLHND
161	33172 12545	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4aVULN|5DUR|6CDMG|7RCR|8LWND
162	32353 63631	   	161.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2CGEN|3DUST|4DUR|5VULN|6aDMG|7AART|8ZMB|9RCR
163	32362 63631	   	161.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2CGEN|3DUST|4VULN|5DUR|6aDMG|7AART|8ZMB|9RCR
