0	Index      	 *	Score 	Summary	Detail	
1	11313 36364	 * 	192.39	ACR|3VULN|1AART|1DMG|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aDMG
43	11311 12434	 * 	178.24	ACR|3VULN|2DMG|1CDMG|1ZMB	169VULN|2CDMG|39CGEN|4RCR|56MGNSTR|69BPWR|7LIT|89DMG|aZMB
44	61623 22214	 * 	178.18	ACR|4VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568aVULN|6BPWR|7DMG|9LHND
45	61623 22226	   	178.18	ACR|4VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568aVULN|6BPWR|7DMG|9RMIN
46	61623 22262	   	178.18	ACR|4VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568aVULN|6BPWR|7DMG|9RCVC
47	61623 22234	   	178.08	ACR|4VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568aVULN|6BPWR|7DMG|9DUST
48	11213 25364	 * 	178.06	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	19VULN|29CDMG|3RMIN|4RCR|5ERES|6CGEN|79ASPD|8AART|9BPWR|aDMG
49	11313 15364	   	178.06	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	19VULN|29CDMG|3CGEN|4RCR|5ERES|6RMIN|79ASPD|8AART|9BPWR|aDMG
50	53331 52242	 * 	178.04	ACR|3VULN|2DMG|1AART|1SELL	1LHND|2LWND|389VULN|4RCR|5SELL|6aDMG|7AART
51	12325 26531	   	177.88	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9LSRREG|aCDMG
52	61214 31423	   	177.37	ACR|3VULN|2AART|1CDMG|2DUR	19DUR|2CDMG|3RMIN|4RCR|567VULN|8aAART
53	11562 52113	 * 	177.28	DCR|2VULN|2DMG|1AART|2CDMG	1aVULN|2aCDMG|3LHND|4DUST|5LEGI|6aDMG|7AART|8DLOT|9RCR|aBPWR
54	63335 52223	 * 	177.08	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2LWND|38VULN|4RCR|5CDMG|6DMG|7aAART|9LHND
55	11313 26364	   	176.74	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	19VULN|29CDMG|3CGEN|4RCR|5ERES|6DMSP|79DUR|8AART|9BPWR|aDMG
56	63335 52221	   	176.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|38VULN|4RCR|5CDMG|6DMG|7AART|9LHND|aZMB
57	11514 51112	   	176.63	DCR|3VULN|2DMG|2CDMG|1ZMB	157VULN|27CDMG|3LHND|4ZMB|67DMG|7BPWR|8TLV|9DUST|aRCR
58	11514 51212	   	176.63	DCR|3VULN|2DMG|2CDMG|1ZMB	157VULN|27CDMG|3LHND|4ZMB|67DMG|7BPWR|8ERES|9DUST|aRCR
59	44211 41333	 * 	176.49	ACR|3DMG|2VULN|1AART	19LIT|29VULN|3DUST|4FEWX|5RCR|6AART|79aDMG|8NUKE|9BPWR
60	11315 12834	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2CDMG|3aCGEN|4RCR|5MBVNT|6LEGI|7AART|8aDMG|9RCVC|aBPWR
61	11315 12874	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2CDMG|39aCGEN|4RCR|5MBVNT|6LEGI|7AART|8aDMG|aBPWR
62	53335 52222	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	19LHND|2LWND|38VULN|4RCR|5CDMG|6aDMG|7AART
63	11314 26141	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUST|9aDMG
64	12333 15524	   	176.04	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2aCANSTR|3RCR|4BELT|5ZMB|6MLV|7AART|8aDMG|9RPLT|aBPWR
65	11311 13441	 * 	175.75	ACR|3VULN|1AART|2CDMG|3DUR	16aVULN|2aCDMG|3CGEN|4RCR|56MGNSTR|6aBPWR|78aDUR|9AART
66	11214 12324	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|2CDMG|3RMIN|4RCR|69LWND|7aDMG|8AART
67	11314 62324	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|2CDMG|3CGEN|4RCR|69LWND|7aDMG|8AART
68	11311 34441	   	175.65	ACR|3VULN|1AART|2CDMG|3DUR	17aVULN|2aCDMG|3CGEN|4RCR|5MGNSTR|68aDUR|9AART|aBPWR
69	11614 32422	   	175.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2CDMG|3FEWX|4ZMB|6RCVC|7RCR|8AART|9DUR|aDMG
70	11114 62324	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|2CDMG|3ERES|4RCR|69LWND|7aDMG|8AART
71	11215 42411	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7aDMG|8AART|9BELT
72	11215 42482	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7aDMG|8AART|9MLV
73	11214 12342	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|2CDMG|3RMIN|4RCR|6LWND|7aDMG|8AART|9ERES
74	11314 62342	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	15VULN|2CDMG|3CGEN|4RCR|6LWND|7aDMG|8AART|9ERES
75	11111 34441	   	175.55	ACR|3VULN|1AART|2CDMG|3DUR	17aVULN|2aCDMG|3ERES|4RCR|5MGNSTR|68aDUR|9AART|aBPWR
76	11215 42452	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7aDMG|8AART|9ERES
77	11211 61663	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2CDMG|3RMIN|4RCR|5SNIHEL|6DMG|7ZMB|8ASPD|9AART
78	11311 12463	   	175.18	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7LIT|8aDMG|9AART
79	11111 14463	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|7LIT|8aDMG|9AART
80	12325 12615	   	174.95	ACR|3VULN|2AART|1DMG	17aVULN|2CANSTR|3RCR|4LWND|5DMG|68AART|9ERES
81	61214 32316	   	174.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3RMIN|4RCR|56VULN|7DMG|8DMSP|9ZMB|aAART
82	11313 32426	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2CDMG|3CGEN|4RCR|5ERES|7ZMB|8DUR|9DMG|aAART
83	11215 41528	   	174.63	ACR|4VULN|1AART|1CDMG|1DUR	167aVULN|2CDMG|3RMIN|4RCR|5MBVNT|8AART|9DUR
84	61651 31132	 * 	174.39	ACR|4VULN|3CDMG|3DUR	179DUR|27aCDMG|3RCR|467aVULN|5RCVC|7aBPWR|8aTLV
85	61651 31232	   	174.39	ACR|4VULN|3CDMG|3DUR	179DUR|27aCDMG|3RCR|467aVULN|5RCVC|7aBPWR|8aERES
86	61651 31321	   	174.39	ACR|4VULN|3CDMG|3DUR	17aDUR|278CDMG|3RCR|4679VULN|5RCVC|7BPWR
87	11216 12242	   	174.35	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2CDMG|3RMIN|4RCR|5BEXP|6LHND|7AART|aDMG
88	51214 12242	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|3RMIN|4RCR|589VULN|6LEGI|7AART|aDMG
89	11212 12242	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2CDMG|3RMIN|4RCR|5LHND|6LEGI|7AART|aDMG
90	11215 12252	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2CDMG|3RMIN|4RCR|5MBVNT|6LHND|7AART|aDMG
91	11215 62252	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2CDMG|3RMIN|4RCR|5MBVNT|6LWND|7AART|aDMG
92	55335 13442	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2DUST|38aVULN|4RCR|5CDMG|6MBVNT|7AART|9DMG
93	61214 31225	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|567VULN|8FEWX|9aDMG
94	11214 11425	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	157VULN|2CDMG|3RMIN|4RCR|6LWND|8DUR|9aDMG
95	11311 15141	 * 	173.80	ACR|4VULN|1AART|2CDMG	167aVULN|2aCDMG|3CGEN|4RCR|56MGNSTR|6aBPWR|8aFEWX|9AART
96	11311 15441	   	173.80	ACR|4VULN|1AART|2CDMG	167aVULN|2aCDMG|3CGEN|4RCR|56MGNSTR|6aBPWR|8aLHND|9AART
97	11343 21134	   	173.79	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	17VULN|29CDMG|3CGEN|4LHND|5ZMB|6AART|8RCR|aDMG
98	11214 12363	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8AART|9RPLT
99	11314 62363	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2CDMG|3CGEN|4RCR|6LWND|7DMG|8AART|9RPLT
100	11216 31412	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5BEXP|8AART|9LWND|aDMG
101	11216 31442	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5BEXP|8AART|9LHND|aDMG
102	11312 61612	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3CGEN|4RCR|5LHND|8AART|9LWND|aDMG
103	11314 11612	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3CGEN|4RCR|6LHND|8AART|9LWND|aDMG
104	11314 61612	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3CGEN|4RCR|6LWND|8AART|9LHND|aDMG
105	11111 13141	   	173.70	ACR|4VULN|1AART|2CDMG	167aVULN|2aCDMG|3ERES|4RCR|56MGNSTR|6aBPWR|8aFEWX|9AART
106	11111 13441	   	173.70	ACR|4VULN|1AART|2CDMG	167aVULN|2aCDMG|3ERES|4RCR|56MGNSTR|6aBPWR|8aLHND|9AART
107	11143 21134	   	173.69	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|29CDMG|3ERES|4LHND|5ZMB|6AART|8RCR|aDMG
108	11543 21134	   	173.69	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|29CDMG|3LHND|4ERES|5ZMB|6AART|8RCR|aDMG
109	11112 61612	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|5LHND|8AART|9LWND|aDMG
110	11112 61662	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|5LHND|8AART|9FEWX|aDMG
111	11114 11612	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3ERES|4RCR|6LHND|8AART|9LWND|aDMG
112	11114 11662	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3ERES|4RCR|6LHND|8AART|9FEWX|aDMG
113	11114 61612	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3ERES|4RCR|6LWND|8AART|9LHND|aDMG
114	11215 41512	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8AART|9LWND|aDMG
115	11215 41545	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8AART|9RPLT|aDMG
116	11215 41552	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8AART|9LHND|aDMG
117	11215 42414	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9BELT
118	11215 42423	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9RPLT
119	11215 42444	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9BEXP
120	11215 42484	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9MLV
121	11312 61642	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3CGEN|4RCR|5LHND|8AART|9LEGI|aDMG
122	11314 11642	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3CGEN|4RCR|6LHND|8AART|9LEGI|aDMG
123	11311 15541	   	173.60	ACR|4VULN|1AART|2CDMG	167aVULN|2aCDMG|3CGEN|4RCR|56MGNSTR|6aBPWR|8aDUST|9AART
124	11112 61642	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|5LHND|8AART|9LEGI|aDMG
125	11114 11642	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|3ERES|4RCR|6LHND|8AART|9LEGI|aDMG
126	11114 62363	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2CDMG|3ERES|4RCR|6LWND|7DMG|8AART|9LSRREG
127	11215 42454	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9ERES
128	11111 13541	   	173.50	ACR|4VULN|1AART|2CDMG	167aVULN|2aCDMG|3ERES|4RCR|56MGNSTR|6aBPWR|8aDUST|9AART
129	11215 35184	 * 	173.35	ACR|3VULN|2DMG|2CDMG	19aVULN|2aCDMG|3RMIN|4RCR|5MBVNT|6FEWX|7CGEN|8aDMG|aBPWR
130	11414 32433	   	173.32	DCR|2VULN|2AART|2CDMG|1ZMB|1DUR	15VULN|26CDMG|3DUR|4ZMB|7RCR|8aAART|9RCVC
131	11311 15144	   	173.25	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|8FEWX|9AART|aDMG
132	11111 13644	   	173.25	ACR|3VULN|2DMG|2CDMG	167VULN|29CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8aDMG
133	11215 25184	   	173.25	ACR|3VULN|2DMG|2CDMG	19aVULN|2aCDMG|3RMIN|4RCR|5MBVNT|6DUST|7CGEN|8aDMG|aBPWR
134	11315 34881	   	173.25	ACR|3VULN|2DMG|2CDMG	19aVULN|29CDMG|3CGEN|4RCR|5MBVNT|6LIT|79DMG|8LEGI|9BPWR
135	11315 34884	 * 	173.25	ACR|3DMG|2VULN|2CDMG	19VULN|29CDMG|3CGEN|4RCR|5MBVNT|6LIT|79aDMG|8LEGI|9BPWR
136	11552 22612	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LHND|6ERES|7RCR|8AART|9LWND|aDMG
137	11111 13144	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8FEWX|9AART|aDMG
138	11111 13444	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8LHND|9AART|aDMG
139	11311 64236	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DMG|7LWND|9AART
140	11115 34881	   	173.15	ACR|3VULN|2DMG|2CDMG	19aVULN|29CDMG|3ERES|4RCR|5MBVNT|6LIT|79DMG|8LEGI|9BPWR
141	11115 34884	   	173.15	ACR|3DMG|2VULN|2CDMG	19VULN|29CDMG|3ERES|4RCR|5MBVNT|6LIT|79aDMG|8LEGI|9BPWR
142	62613 62121	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	15DUR|26MLV|36DMG|4RCR|6BPWR|78VULN|9DUST|aAART
143	11111 13544	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8DUST|9AART|aDMG
144	11111 64233	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7LWND|9AART
145	11215 41282	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8FEWX|9AART|aDMG
146	11215 41382	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8BEXP|9AART|aDMG
147	11215 44682	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2CDMG|3RMIN|4RCR|5MBVNT|7FEWX|9AART|aDMG
148	11216 31682	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5BEXP|8MBVNT|9AART|aDMG
149	11111 63433	   	172.95	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7DUST|9AART
150	11211 63463	   	172.95	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2CDMG|3RMIN|4RCR|5SNIHEL|6DMG|7DUST|9AART
151	11215 41642	   	172.95	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8DUST|9AART|aDMG
152	12325 12631	   	172.94	ACR|2VULN|2AART|1DMG|1CDMG	17VULN|2CANSTR|3RCR|4LWND|5DMG|68AART|9LSRREG|aCDMG
153	65331 24121	   	172.92	ACR|2VULN|2DMG|1AART|2DUR|1SELL	17DUR|2DUST|37VULN|4RCR|5SELL|67LHND|7BPWR|89DMG|aAART
154	11552 62223	   	172.83	DCR|3VULN|2DMG|2CDMG	145VULN|2aCDMG|3LHND|69DMG|7RCR|8FEWX
155	62614 33323	   	172.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2MLV|3DMG|4RCR|569VULN|7LWND|8ASPD|aAART
156	11314 26321	   	172.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	15VULN|2CDMG|3CGEN|4RCR|6BELT|7AART|8DUR|9ASPD|aDMG
157	11311 61541	 * 	172.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|2CDMG|38aCGEN|4RCR|5MGNSTR|6DMG|7aZMB|9AART|aBPWR
158	11311 66241	   	172.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|2CDMG|3aCGEN|4RCR|5MGNSTR|6DMG|7DMSP|8aZMB|9AART|aBPWR
159	11111 13265	   	172.55	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8BELT|9DMG|aAART
160	61623 22163	   	172.53	ACR|2VULN|2DMG|2CDMG|2DUR	16DUR|2aCDMG|3RCR|4LIT|56VULN|6aBPWR|7aDMG|8LHND|9aFEWX
161	61623 22353	   	172.53	ACR|2VULN|2DMG|2CDMG|2DUR	16DUR|2aCDMG|3RCR|4LIT|56VULN|6aBPWR|7aDMG|8BEXP|9aLHND
162	12325 12356	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2CANSTR|3RCR|4LWND|59DMG|6AART|8LHND|aDUR
163	11111 66241	   	172.35	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|2CDMG|3aERES|4RCR|5MGNSTR|6DMG|7DMSP|8aZMB|9AART|aBPWR
164	11313 36361	   	172.33	ACR|3VULN|1AART|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aBEXP
165	11514 32335	   	172.28	DCR|3VULN|3CDMG|1DMG|1ZMB	159VULN|268CDMG|3LHND|4ZMB|7RCR|aDMG
