0	Index      	 *	Score 	Summary	Detail	
1	31536 63232	 * 	192.70	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48aDMG|5RCR|6CDMG|7ASPD|9AART
12	11224 12661	 * 	180.19	DCR|3ZMB|1AART|1VULN|1DMG|2CDMG	1CGEN|259ZMB|3AART|47CDMG|6RCR|8DMG|aVULN
13	11224 13661	   	180.19	DCR|3ZMB|1AART|1VULN|1DMG|2CDMG	1CGEN|259ZMB|3AART|48CDMG|6RCR|7DMG|aVULN
14	11222 13528	   	178.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15aCGEN|2aZMB|3AART|4CDMG|6RCR|7DMG|8MBVNT|9aVULN|aBPWR
15	11261 13528	   	178.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aCGEN|2aZMB|3AART|4DMSP|5CDMG|6RCR|7DMG|8MBVNT|9aVULN|aBPWR
16	11224 14322	   	177.93	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1CGEN|25ZMB|3AART|4CDMG|6RCR|79VULN|8MLV|aDMG
17	54224 13121	   	177.93	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15ZMB|2MLV|3AART|4CDMG|6RCR|7DMG|8BEXP|9aVULN
18	54224 13122	 * 	177.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	15ZMB|2MLV|3AART|4CDMG|6RCR|7aDMG|8BEXP|9VULN
19	54224 13221	   	177.93	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15ZMB|2MLV|3AART|4CDMG|6RCR|7DMG|8LHND|9aVULN
20	54224 13222	   	177.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	15ZMB|2MLV|3AART|4CDMG|6RCR|7aDMG|8LHND|9VULN
21	11224 14422	   	177.83	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1CGEN|25ZMB|3AART|4CDMG|6RCR|79VULN|8TLV|aDMG
22	24461 21311	 * 	177.66	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|23VULN|4LIT|5aDMG|6RCR|7FEWX|8AART|9CDMG
23	33265 33411	 * 	177.23	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|2LIT|3CDMG|459DMG|6TLV|7RCR|8AART|aVULN
24	31536 63311	 * 	177.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3aVULN|4DMG|5RCR|6CDMG|7ASPD|8LWND|9AART
25	31536 63312	   	177.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|4aDMG|5RCR|6CDMG|7ASPD|8LWND|9AART
26	31536 63231	   	176.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6CDMG|7ASPD|9AART|aERES
27	31536 63233	   	176.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6CDMG|7ASPD|9AART|aTLV
28	34312 62523	 * 	176.63	DCR|3VULN|1AART|1DMG|1CDMG	1RCVC|27aVULN|3CANHEL|4LIT|5AART|6CDMG|8RCR|9DMG
29	31532 41521	   	176.33	DCR|3VULN|3DMG|1ZMB	1RCVC|2ZMB|356VULN|469DMG|6BPWR|7LIT|8DUST|aRCR
30	51533 32322	   	175.11	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	129ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aLWND
31	51533 32323	   	175.11	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	129ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aBELT
32	51533 22325	   	175.11	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	129ZMB|3VULN|49DMG|5CGEN|6BEXP|7RCR|89CDMG|9BPWR|aDUR
33	51533 32321	   	175.01	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	129ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aERES
34	51533 32326	   	175.01	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	129ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aDUST
35	51162 12325	 * 	175.01	DCR|2VULN|3ZMB|1DMG|2CDMG|1DUR	129ZMB|3BEXP|49VULN|5DMG|6TLV|7RCR|89CDMG|9BPWR|aDUR
36	51162 32323	   	175.01	DCR|2VULN|3ZMB|1DMG|2CDMG|1ASPD	129ZMB|3BEXP|49VULN|5DMG|6ERES|7RCR|89CDMG|9BPWR|aASPD
37	51162 32325	   	175.01	DCR|2VULN|3ZMB|1DMG|2CDMG|1DUR	129ZMB|3BEXP|49VULN|5DMG|6ERES|7RCR|89CDMG|9BPWR|aDUR
38	51535 32323	   	175.01	DCR|2DMG|3ZMB|1VULN|2CDMG|1ASPD	129ZMB|3VULN|49DMG|5FEWX|6ERES|7RCR|89CDMG|9BPWR|aASPD
39	11224 13426	   	174.22	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1CGEN|25ZMB|3AART|4CDMG|6RCR|7DMG|8ASPD|9DUR|aVULN
40	11222 14322	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15CGEN|2ZMB|3AART|4CDMG|6RCR|79VULN|8MLV|aDMG
41	11261 14322	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3AART|4DMSP|5CDMG|6RCR|79VULN|8MLV|aDMG
42	54221 13121	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|7DMG|8BEXP|9aVULN
43	54221 13122	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|7aDMG|8BEXP|9VULN
44	54221 13221	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|7DMG|8LHND|9aVULN
45	54221 13222	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|7aDMG|8LHND|9VULN
46	54261 13121	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2MLV|3AART|4DMSP|5CDMG|6RCR|7DMG|8BEXP|9aVULN
47	54261 13122	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2MLV|3AART|4DMSP|5CDMG|6RCR|7aDMG|8BEXP|9VULN
48	54261 13221	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2MLV|3AART|4DMSP|5CDMG|6RCR|7DMG|8LHND|9aVULN
49	54261 13222	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2MLV|3AART|4DMSP|5CDMG|6RCR|7aDMG|8LHND|9VULN
50	11222 14422	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15CGEN|2ZMB|3AART|4CDMG|6RCR|79VULN|8TLV|aDMG
51	11261 14422	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3AART|4DMSP|5CDMG|6RCR|79VULN|8TLV|aDMG
52	54221 13521	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|7DMG|8MBVNT|9aVULN
53	54221 13522	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|7aDMG|8MBVNT|9VULN
54	54221 14322	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|79VULN|8TLV|aDMG
55	61341 21523	   	173.55	ACR|3DMG|1AART|1VULN|1CDMG	1VENICY|2CDMG|3NUKE|4AART|5RCR|68aDMG|7VULN|9RMIN
56	61341 21533	   	173.55	ACR|3DMG|1AART|1VULN|1CDMG	1VENICY|2CDMG|3NUKE|4AART|5RCR|68aDMG|7VULN|9CGEN
57	11224 13542	 * 	173.42	DCR|3DMG|1AART|2ZMB|1CDMG	1CGEN|25ZMB|3AART|4CDMG|6RCR|79aDMG|8MBVNT
58	24341 51311	 * 	173.28	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|27VULN|3FEWX|4LIT|5RCR|6aDMG|8AART|9CDMG
59	24141 51311	   	173.18	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|27VULN|3DUST|4LIT|5RCR|6aDMG|8AART|9CDMG
60	34235 43322	   	173.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17RCVC|29VULN|3DUR|4MLV|5CDMG|6RCR|8AART|aDMG
61	22632 55312	 * 	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TLV|3LWND|4RCR|568VULN|7CDMG|9AART|aDMG
62	51536 33323	 * 	173.03	ACR|2DMG|3ZMB|1VULN|2CDMG|1ASPD	129ZMB|3VULN|49DMG|5RCR|6ERES|7BEXP|89CDMG|9BPWR|aASPD
63	61431 21263	   	172.47	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8CGEN|9DUR
64	61431 21521	   	172.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9RMIN|aDUR
65	61431 21531	   	172.47	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9CGEN|aDUR
66	31224 11441	 * 	172.42	ACR|4VULN|1AART|1ZMB|2RCVC	13RCVC|2ZMB|4AART|5RCR|6LIT|789aVULN
67	61431 21225	 * 	172.05	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1VENICY|2aCDMG|3AART|4ASPD|5RCR|6DMG|7aVULN|8CGEN|9aBEXP|aBPWR
68	32636 32224	   	172.01	ACR|3DMG|1AART|1VULN|1ZMB	1RCVC|2CGEN|3VULN|48aDMG|5RCR|6ERES|7ZMB|9AART
69	61431 21335	   	171.95	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1VENICY|2aCDMG|3AART|4ASPD|5RCR|6DMG|7aVULN|8DUST|9aCGEN|aBPWR
70	13636 32224	   	171.71	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|2RCVC|3VULN|48aDMG|5RCR|6ERES|7ZMB|9AART
71	52432 62323	 * 	171.60	DCR|3DMG|1VULN|2CDMG|2ZMB	19ZMB|2FEWX|359DMG|4MLV|6VULN|7RCR|89CDMG|9BPWR|aRCVC
72	51252 41321	 * 	171.30	DCR|2VULN|2DMG|3ZMB	12aZMB|3RCVC|457DUST|6RCR|8aVULN|9aDMG|aBPWR
73	11224 13343	 * 	171.30	DCR|2DMG|3ZMB|1AART|1CDMG	1CGEN|259ZMB|3AART|4CDMG|6RCR|7aDMG|8BASHEA
74	11224 12622	 * 	171.12	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR	1CGEN|25ZMB|3AART|47CDMG|6RCR|8aDMG|9DUR
75	11224 13622	   	171.12	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR	1CGEN|25ZMB|3AART|48CDMG|6RCR|7aDMG|9DUR
76	24232 42531	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1aBEXP|256VULN|3MLV|4RCR|7ZMB|8AART|9DMG
77	51332 41321	   	171.00	DCR|2VULN|2DMG|3ZMB	12aZMB|357DUST|4RCVC|6RCR|8aVULN|9aDMG|aBPWR
78	24232 42532	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1BEXP|256VULN|3MLV|4RCR|7ZMB|8AART|9DMG|aTLV
79	24232 42533	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1BEXP|256VULN|3MLV|4RCR|7ZMB|8AART|9DMG|aDUST
80	11222 13426	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	15CGEN|2ZMB|3AART|4CDMG|6RCR|7DMG|8ASPD|9DUR|aVULN
81	11261 13426	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2ZMB|3AART|4DMSP|5CDMG|6RCR|7DMG|8ASPD|9DUR|aVULN
82	61431 21324	 * 	170.30	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VENICY|2CDMG|39AART|4ASPD|5RCR|6DMG|7VULN|8DUST|aZMB
83	52432 62322	   	170.30	DCR|3DMG|1VULN|2CDMG|2ZMB	19ZMB|2FEWX|359DMG|4MLV|6VULN|7RCR|89CDMG|9BPWR|aLWND
84	52432 62321	   	170.20	DCR|3DMG|1VULN|2CDMG|2ZMB	19ZMB|2FEWX|359DMG|4MLV|6VULN|7RCR|89CDMG|9BPWR|aERES
85	56263 31222	   	170.02	DCR|3VULN|2DMG|2ZMB	13ZMB|2LIT|4NUKE|578VULN|6RCR|9aDMG
86	26232 53221	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2DUR|3TLV|4RCR|56VULN|7AART|8ASPD|9DMG|aZMB
87	34235 42122	   	169.70	DCR|2VULN|2DMG|1CDMG|2DUR	1RCVC|29VULN|39DUR|4MLV|5CDMG|6RCR|79DMG|8aRMIN|9BPWR
88	31224 21324	   	169.66	ACR|2DMG|1AART|1VULN|1ZMB|2RCVC|1ASPD	13RCVC|2ZMB|4AART|5RCR|6ASPD|7RMIN|8VULN|9aDMG
89	51224 21324	 * 	169.64	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	12ZMB|3RCVC|4AART|5RCR|6ASPD|7RMIN|8VULN|9aDMG
90	34215 42122	   	169.60	DCR|2VULN|2DMG|1CDMG|2DUR	1RCVC|29VULN|39DUR|4ERES|5CDMG|6RCR|79DMG|8aRMIN|9BPWR
91	34235 42121	   	169.60	DCR|2VULN|2DMG|1CDMG|2DUR	1RCVC|29VULN|39DUR|4MLV|5CDMG|6RCR|79DMG|8RMIN|9BPWR|aSNIHEL
92	11222 13542	   	169.57	DCR|3DMG|1AART|1CDMG|1ZMB	15CGEN|2ZMB|3AART|4CDMG|6RCR|79aDMG|8MBVNT
93	11261 13542	   	169.57	DCR|3DMG|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3AART|4DMSP|5CDMG|6RCR|79aDMG|8MBVNT
94	54221 13542	   	169.57	DCR|3DMG|1AART|1CDMG|1ZMB	1ZMB|25MLV|3AART|4CDMG|6RCR|79aDMG|8MBVNT
95	31224 24324	   	169.56	ACR|2DMG|1AART|1VULN|1ZMB|2RCVC|1ASPD	13RCVC|2ZMB|4AART|5RCR|6ASPD|7TLV|8VULN|9aDMG
96	34215 42121	   	169.50	DCR|2VULN|2DMG|1CDMG|2DUR	1RCVC|29VULN|39DUR|4ERES|5CDMG|6RCR|79DMG|8RMIN|9BPWR|aSNIHEL
97	51533 22323	   	169.48	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5CGEN|6BEXP|7RCR|89CDMG|9BPWR|aRCVC
98	51162 12323	   	169.38	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6TLV|7RCR|89CDMG|9BPWR|aRCVC
99	51535 12323	   	169.38	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5FEWX|6TLV|7RCR|89CDMG|9BPWR|aRCVC
100	53224 21324	   	169.36	ACR|2DMG|1AART|1VULN|1ZMB|2RCVC|1ASPD	1ZMB|23RCVC|4AART|5RCR|6ASPD|7RMIN|8VULN|9aDMG
101	61341 21232	   	168.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VENICY|2CDMG|3NUKE|4AART|5RCR|6aDMG|7VULN|8CGEN|9ZMB
102	61341 21233	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1VENICY|2CDMG|3NUKE|4AART|5RCR|6DMG|7aVULN|8CGEN|9ZMB
103	61341 31532	   	168.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VENICY|2CDMG|3NUKE|4AART|5RCR|6ERES|7VULN|8aDMG|9ZMB
104	61341 31533	   	168.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1VENICY|2CDMG|3NUKE|4AART|5RCR|6ERES|7aVULN|8DMG|9ZMB
105	32232 16244	   	168.76	DCR|3DMG|1AART|1VULN|2RCVC	13RCVC|2CGEN|4VULN|5BEXP|6RCR|78aDMG|9AART
106	32233 16244	   	168.76	DCR|3DMG|1AART|1VULN|2RCVC	13RCVC|2CGEN|4VULN|5LHND|6RCR|78aDMG|9AART
107	31244 51322	   	168.56	DCR|2VULN|1AART|1DMG|2ZMB|2RCVC	13RCVC|27ZMB|4RPLT|59VULN|6RCR|8AART|aDMG
108	13232 16244	   	168.46	DCR|3DMG|1AART|1VULN|2RCVC	1CGEN|23RCVC|4VULN|5BEXP|6RCR|78aDMG|9AART
109	13233 16244	   	168.46	DCR|3DMG|1AART|1VULN|2RCVC	1CGEN|23RCVC|4VULN|5LHND|6RCR|78aDMG|9AART
110	31536 61132	 * 	168.27	ACR|3VULN|1DMG|2CDMG|1ZMB	1RCVC|2ZMB|39aVULN|4DMG|5RCR|68CDMG|7LIT
111	51533 22322	   	168.17	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5CGEN|6BEXP|7RCR|89CDMG|9BPWR|aLWND
112	51162 12322	   	168.07	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6TLV|7RCR|89CDMG|9BPWR|aLWND
113	51162 32322	   	168.07	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6ERES|7RCR|89CDMG|9BPWR|aLWND
114	51533 22321	   	168.07	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5CGEN|6BEXP|7RCR|89CDMG|9BPWR|aERES
115	51533 22326	   	168.07	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5CGEN|6BEXP|7RCR|89CDMG|9BPWR|aDUST
116	51535 12322	   	168.07	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5FEWX|6TLV|7RCR|89CDMG|9BPWR|aLWND
117	51535 32322	   	168.07	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5FEWX|6ERES|7RCR|89CDMG|9BPWR|aLWND
118	51162 12321	   	167.97	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6TLV|7RCR|89CDMG|9BPWR|aERES
119	51162 12326	   	167.97	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6TLV|7RCR|89CDMG|9BPWR|aDUST
120	51162 32321	   	167.97	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6aERES|7RCR|89CDMG|9BPWR
121	51162 32326	   	167.97	DCR|2VULN|3ZMB|1DMG|2CDMG	129ZMB|3BEXP|49VULN|5DMG|6ERES|7RCR|89CDMG|9BPWR|aDUST
122	51535 12321	   	167.97	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5FEWX|6TLV|7RCR|89CDMG|9BPWR|aERES
123	51535 32321	   	167.97	DCR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5FEWX|6aERES|7RCR|89CDMG|9BPWR
124	32636 31224	   	167.94	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2CGEN|3VULN|48aDMG|5RCR|6ERES|7ASPD|9AART
125	34312 62521	   	167.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|27VULN|3CANHEL|4LIT|5AART|6CDMG|8RCR|9DMG|aDUR
126	11225 61216	   	167.89	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ZMB|3AART|4CDMG|5DUR|6RCR|7ASPD|8aVULN|9RMIN
127	11225 61236	   	167.79	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ZMB|3AART|4CDMG|5DUR|6RCR|7ASPD|8aVULN|9TLV
128	13636 31224	   	167.64	ACR|3DMG|1AART|1VULN|1ASPD	1CGEN|2RCVC|3VULN|48aDMG|5RCR|6ERES|7ASPD|9AART
129	51536 13323	   	167.40	ACR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5RCR|6TLV|7BEXP|89CDMG|9BPWR|aRCVC
130	51236 43322	   	167.36	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|35RCVC|49VULN|6RCR|7RPLT|8AART|aDMG
131	11224 13451	   	167.28	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1CGEN|25ZMB|3AART|4CDMG|6RCR|7DMG|8ASPD|9BELT|aVULN
132	11222 12622	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	15CGEN|2ZMB|3AART|47CDMG|6RCR|8aDMG|9DUR
133	11261 12622	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|4DMSP|57CDMG|6RCR|8aDMG|9DUR
134	54221 12622	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1ZMB|25MLV|3AART|47CDMG|6RCR|8aDMG|9DUR
135	11222 13622	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	15CGEN|2ZMB|3AART|48CDMG|6RCR|7aDMG|9DUR
136	11261 13622	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|4DMSP|58CDMG|6RCR|7aDMG|9DUR
137	54221 13622	   	167.27	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1ZMB|25MLV|3AART|48CDMG|6RCR|7aDMG|9DUR
138	31236 43322	   	167.26	DCR|2VULN|1AART|1DMG|1ZMB|3RCVC	135RCVC|2ZMB|49VULN|6RCR|7RPLT|8AART|aDMG
139	11246 64411	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2ZMB|3AART|4LEGI|5MBVNT|6RCR|7VULN|8aDMG|9DUR
140	22632 55311	 * 	167.09	ACR|4VULN|1AART|1CDMG	1BEXP|2TLV|3LWND|4RCR|568aVULN|7CDMG|9AART
141	24232 14531	   	167.04	ACR|3VULN|1AART|1DMG|1ASPD	1aBEXP|257VULN|3MLV|4RCR|6ASPD|8AART|9DMG
142	24232 41531	   	167.04	ACR|3VULN|1AART|1DMG|1ASPD	1aBEXP|256VULN|3MLV|4RCR|7ASPD|8AART|9DMG
143	24461 21312	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|23VULN|4LIT|5DMG|6RCR|7FEWX|8AART|9CDMG|aDUR
144	34235 41123	   	166.97	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1RCVC|29VULN|39DUR|4MLV|5CDMG|6RCR|79ZMB|8RMIN|9BPWR|aDMG
145	31526 43322	   	166.96	DCR|2VULN|1AART|1DMG|1ZMB|3RCVC	145RCVC|2ZMB|39VULN|6RCR|7RPLT|8AART|aDMG
146	53236 43322	   	166.96	DCR|2VULN|1AART|1DMG|1ZMB|3RCVC	1ZMB|235RCVC|49VULN|6RCR|7RPLT|8AART|aDMG
147	24232 14532	   	166.94	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|257VULN|3MLV|4RCR|6ASPD|8AART|9DMG|aTLV
148	24232 14533	   	166.94	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|257VULN|3MLV|4RCR|6ASPD|8AART|9DMG|aDUST
149	24232 41532	   	166.94	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|256VULN|3MLV|4RCR|7ASPD|8AART|9DMG|aTLV
150	24232 41533	   	166.94	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|256VULN|3MLV|4RCR|7ASPD|8AART|9DMG|aDUST
151	34215 41123	   	166.87	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1RCVC|29VULN|39DUR|4ERES|5CDMG|6RCR|79ZMB|8RMIN|9BPWR|aDMG
152	22236 14322	   	166.59	ACR|4VULN|1AART|1CDMG	179BEXP|279TLV|3DUST|4RCR|5CDMG|6789VULN|79BPWR|aAART
153	61431 13342	   	166.49	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1VENICY|29CDMG|3AART|4ASPD|5RCR|67DUR|8DMG|aVULN
154	36621 23324	 * 	166.35	DCR|2DMG|1AART|1VULN|2ASPD|2RCVC	14RCVC|2LWND|36ASPD|5AART|7RCR|8VULN|9aDMG
155	61431 53111	   	166.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VENICY|2CDMG|38AART|4ASPD|5RCR|6VULN|7DUR|9LIT|aDMG
156	61431 53123	   	166.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VENICY|2CDMG|38AART|4ASPD|5RCR|6VULN|7DUR|9BEXP|aDMG
157	61431 53322	   	166.23	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VENICY|2CDMG|39AART|4ASPD|5RCR|6VULN|7DUR|8ERES|aDMG
