0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53447 51322	8	 * 	293.40	DCR|4VULN|2DUR|2ASPD|1DMG|1CDMG	1MBVNT|235aVULN|3aBPWR|4aASPD|6RCR|7DMG|8CDMG|9aDUR
59	53413 34763	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4LWND|569DUR|79DMG|8RCR|aBEXP
60	53413 34764	4	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4aLWND|569DUR|79DMG|8RCR
61	53433 34761	3	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4LWND|569DUR|79DMG|8RCR|aCGEN
62	53433 34763	3	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4LWND|569DUR|79DMG|8RCR|aBEXP
63	53433 34764	3	   	266.71	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4aLWND|569DUR|79DMG|8RCR
64	53443 34761	3	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4DUST|569DUR|79DMG|8RCR|aCGEN
65	53443 34763	3	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4DUST|569DUR|79DMG|8RCR|aBEXP
66	53443 34764	3	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|239VULN|39BPWR|4DUST|569DUR|79DMG|8RCR|aLWND
67	51223 34762	1	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3BEXP|569DUR|79DMG|8RCR|9BPWR|aNUKE
68	51223 34764	1	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3BEXP|569DUR|79DMG|8RCR|9BPWR|aTBNT
69	53123 34762	3	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3LHND|569DUR|79DMG|8RCR|9BPWR|aNUKE
70	53133 34762	4	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3LHND|569DUR|79DMG|8RCR|9BPWR|aNUKE
71	53223 34762	2	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3BEXP|569DUR|79DMG|8RCR|9BPWR|aNUKE
72	53223 34762	3	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3LWND|569DUR|79DMG|8RCR|9BPWR|aNUKE
73	53223 34764	2	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3BEXP|569DUR|79DMG|8RCR|9BPWR|aTBNT
74	53233 34762	4	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3LWND|569DUR|79DMG|8RCR|9BPWR|aNUKE
75	53323 34761	3	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aCGEN
76	53323 34763	3	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aBEXP
77	53323 34764	3	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aLWND
78	53333 34761	4	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aCGEN
79	53333 34763	4	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aBEXP
80	53333 34764	4	   	266.61	DCR|3VULN|3DUR|2DMG	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aLWND
81	53413 34762	4	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|239VULN|39BPWR|4LWND|569DUR|79DMG|8RCR|aNUKE
82	53433 34762	3	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|239VULN|39BPWR|4LWND|569DUR|79DMG|8RCR|aNUKE
83	53424 38641	5	   	266.51	DCR|4VULN|3DUR|2LIT|1SELL	1MBVNT|238aVULN|38aBPWR|48CGEN|5SELL|68aDUR|7RCR|9aLIT
84	53443 34762	3	   	266.51	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|239VULN|39BPWR|4DUST|569DUR|79DMG|8RCR|aNUKE
85	53323 34762	3	   	266.51	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aNUKE
86	53333 34762	4	   	266.51	DCR|3VULN|3DUR|2DMG|1NUKE	1MBVNT|249VULN|3LEGI|569DUR|79DMG|8RCR|9BPWR|aNUKE
87	53441 25415	6	   	265.95	DCR|4VULN|2DMG|1ASPD|1AART	1MBVNT|237aVULN|37BPWR|4ASPD|57BEXP|67DMG|8RCR|9AART
88	53444 25415	6	   	265.75	DCR|4VULN|2DMG|1ASPD|1AART	1MBVNT|237aVULN|37BPWR|4ASPD|57DUST|67DMG|8RCR|9AART
89	51114 45161	1	 * 	265.60	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	1MBVNT|27aVULN|38aLIT|4TLV|5CDMG|6RCR|9aDUR|aBPWR
90	53114 45161	2	   	265.60	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	1MBVNT|27aVULN|38aLIT|4TLV|5CDMG|6RCR|9aDUR|aBPWR
91	53446 14114	5	   	265.53	DCR|4VULN|2DUR|1TLV|1ASPD	1MBVNT|2389VULN|3BPWR|4ASPD|5TLV|67DUR|aRCR
92	53447 17124	6	   	265.53	DCR|4VULN|2DUR|1TLV|1ASPD	1MBVNT|2356VULN|3BPWR|4ASPD|7TLV|89DUR|aRCR
93	53746 14114	5	   	265.53	DCR|4VULN|2DUR|1TLV|1ASPD	1MBVNT|2389VULN|4ASPD|5TLV|67DUR|aRCR
94	53562 12143	10	 * 	265.52	DCR|3VULN|2DUR|2TLV|1DMG|1AART	1MBVNT|257VULN|3AART|47DUR|67TLV|7BPWR|8BEXP|9DMG|aRCR
95	51226 44127	1	 * 	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2459VULN|3BEXP|69DMG|7RCVC|89CDMG|9BPWR|aRCR
96	51422 22627	1	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2489VULN|3FEWX|59DMG|6RCVC|79CDMG|9BPWR|aRCR
97	51422 32627	1	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2489VULN|3FEWX|59DMG|6DMSP|79CDMG|9BPWR|aRCR
98	51426 44127	1	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2459VULN|3FEWX|69DMG|7RCVC|89CDMG|9BPWR|aRCR
99	53122 24127	3	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2479VULN|3LHND|59DMG|6RCVC|89CDMG|9BPWR|aRCR
100	53122 63227	3	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2479VULN|38LHND|59DMG|69CDMG|9BPWR|aRCR
101	53132 24127	4	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2479VULN|3LHND|59DMG|6RCVC|89CDMG|9BPWR|aRCR
102	53132 63227	4	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2479VULN|38LHND|59DMG|69CDMG|9BPWR|aRCR
103	53226 44127	2	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2459VULN|3BEXP|69DMG|7RCVC|89CDMG|9BPWR|aRCR
104	53232 64127	7	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2479VULN|35LWND|69DMG|89CDMG|9BPWR|aRCR
105	53233 64127	7	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2479VULN|3LWND|5DMSP|69DMG|89CDMG|9BPWR|aRCR
106	53412 64127	7	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2379VULN|39BPWR|45LWND|69DMG|89CDMG|aRCR
107	53413 64127	7	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2379VULN|39BPWR|4LWND|5DMSP|69DMG|89CDMG|aRCR
108	53422 22627	2	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2489VULN|3FEWX|59DMG|6RCVC|79CDMG|9BPWR|aRCR
109	53422 32627	2	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2489VULN|3FEWX|59DMG|6DMSP|79CDMG|9BPWR|aRCR
110	53426 44127	2	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2459VULN|3FEWX|69DMG|7RCVC|89CDMG|9BPWR|aRCR
111	53452 24127	3	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|2379VULN|39BPWR|4LHND|59DMG|6RCVC|89CDMG|aRCR
112	53446 44127	3	   	265.15	DCR|4VULN|2DMG|2CDMG	1MBVNT|2359VULN|39BPWR|4DUST|69DMG|7RCVC|89CDMG|aRCR
113	53583 14312	8	   	265.12	DCR|2VULN|3DMG|3DUR|1AART	1MBVNT|27VULN|3AART|4CGEN|57aDUR|678DMG|7BPWR|9RCR
114	53447 47144	6	   	264.96	DCR|4VULN|2ASPD|2TLV|1DUR	1MBVNT|2356VULN|36BPWR|46ASPD|79TLV|8DUR|aRCR
115	53447 51124	7	   	264.96	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|2358VULN|3BPWR|4aASPD|6RCR|7DMG|9DUR
116	53447 51424	8	   	264.96	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|2358VULN|3BPWR|4aASPD|6RCR|7DMG|9DUR
117	53447 51434	9	   	264.96	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|2358VULN|3BPWR|4aASPD|6RCR|7DMG|9DUR
118	51423 24763	1	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|249VULN|36FEWX|59DUR|79DMG|8RCR|9BPWR|aASPD
119	51423 44763	1	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|249VULN|3FEWX|59DUR|69DMG|7RCVC|8RCR|9BPWR|aASPD
120	53423 24763	2	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|249VULN|36FEWX|59DUR|79DMG|8RCR|9BPWR|aASPD
121	53423 44763	2	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|249VULN|3FEWX|59DUR|69DMG|7RCVC|8RCR|9BPWR|aASPD
122	53431 14763	4	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|239VULN|39BPWR|4RCVC|5BEXP|69DUR|79DMG|8RCR|aASPD
123	53433 14763	4	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|239VULN|39BPWR|4RCVC|5LHND|69DUR|79DMG|8RCR|aASPD
124	53434 14763	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|239VULN|39BPWR|4RCVC|5BEXP|69DUR|79DMG|8RCR|aASPD
125	53446 52111	6	   	264.44	DCR|5VULN|2ASPD|1TLV	1MBVNT|2389aVULN|3BPWR|47ASPD|5TLV|6RCR
126	53444 25483	6	   	264.40	DCR|4VULN|2DMG|1ASPD	1MBVNT|237aVULN|37BPWR|4ASPD|57DUST|67DMG|8RCR|9LIT
127	53431 14763	5	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|239VULN|39BPWR|4RCVC|5DUST|69DUR|79DMG|8RCR|aASPD
128	53447 52122	6	 * 	264.38	DCR|4VULN|3ASPD|3CDMG	1MBVNT|2359VULN|39BPWR|489ASPD|6RCR|79aCDMG
129	53442 51622	7	   	264.24	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	1MBVNT|23aVULN|3aBPWR|4ASPD|5RCVC|6RCR|7aDMG|8SELL|9aDUR
130	53442 52382	9	   	264.24	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	1MBVNT|23aVULN|3aBPWR|4ASPD|5RCVC|6RCR|7SELL|8aDUR|9aDMG
