0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35225 33422	8	 * 	303.20	DCR|4VULN|3DUR|2DMG|1CDMG	139DUR|235aVULN|3aBPWR|4CDMG|6RCR|7aCGEN|8aDMG
25	35232 22231	5	   	286.28	DCR|5VULN|2DUR|1DMG	13DUR|23569VULN|35BPWR|45ERES|7RCR|8LIT|aDMG
26	13362 11114	6	   	285.79	DCR|4VULN|2DMG|2DUR	18DMG|2AART|35DUR|4569VULN|5BPWR|7RMIN|aRCR
27	13362 12233	6	   	285.79	DCR|4VULN|2DMG|2DUR	18DMG|2AART|35DUR|456aVULN|5BPWR|7FEWX|9RCR
28	13362 15114	6	   	285.79	DCR|4VULN|2DMG|2DUR	18DMG|2AART|35DUR|4569VULN|5BPWR|7MLV|aRCR
29	13362 43233	6	   	285.79	DCR|4VULN|2DMG|2DUR	18DMG|2AART|35DUR|457aVULN|5BPWR|6BEXP|9RCR
30	35232 12313	10	   	285.69	DCR|4VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|2359VULN|35BPWR|45ERES|6RCR|7ASPD|8DMG|aTLV
31	13362 13114	6	   	285.69	DCR|4VULN|2DMG|2DUR	18DMG|2AART|35DUR|4569VULN|5BPWR|7ERES|aRCR
32	13362 26114	7	   	285.69	DCR|4VULN|2DMG|2DUR	18DMG|2AART|35DUR|4579VULN|5BPWR|6ERES|aRCR
33	35232 31211	6	   	285.69	DCR|4VULN|2DMG|2DUR	13DUR|235aVULN|35BPWR|45ERES|6AART|7RCR|89DMG
34	35225 31221	7	   	285.31	DCR|4VULN|3DUR|1DMG|1CDMG	137DUR|235aVULN|3BPWR|4CDMG|6RCR|8TBNT|9DMG
35	56225 31221	7	   	285.31	DCR|4VULN|3DUR|1DMG|1CDMG	135aVULN|237DUR|3BPWR|4CDMG|6RCR|8TBNT|9DMG
36	13362 11233	7	   	284.45	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|456aVULN|5BPWR|7TLV|8CGEN|9RCR
37	13362 11333	6	   	284.45	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|456aVULN|5BPWR|7RMIN|8TLV|9RCR
38	13362 11433	8	   	284.45	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|456aVULN|5BPWR|7TLV|8MLV|9RCR
39	13362 15333	6	   	284.45	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|456aVULN|5BPWR|7MLV|8TLV|9RCR
40	13365 12114	8	   	284.35	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|37DUR|4569VULN|8TLV|aRCR
41	13365 12314	7	   	284.35	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|37DUR|4569VULN|8TLV|aRCR
42	13362 11133	8	   	284.35	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|456aVULN|5BPWR|7TLV|8ERES|9RCR
43	13362 13333	6	   	284.35	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|456aVULN|5BPWR|7ERES|8TLV|9RCR
44	13362 26333	7	   	284.35	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|2AART|35DUR|457aVULN|5BPWR|6ERES|8TLV|9RCR
45	35232 31133	7	   	284.35	DCR|4VULN|2DUR|1DMG|1TLV	13DUR|235aVULN|35BPWR|45ERES|6AART|7TLV|8DMG|9RCR
46	33122 36316	2	 * 	284.12	DCR|5VULN|2DUR|3CDMG	18DUR|2CGEN|35689VULN|478CDMG|8BPWR|aRCR
47	33522 36316	3	   	284.12	DCR|5VULN|2DUR|3CDMG	18DUR|2CGEN|35689VULN|478CDMG|8BPWR|aRCR
48	35122 36316	1	   	284.12	DCR|5VULN|2DUR|3CDMG	18DUR|2CGEN|35689VULN|478CDMG|8BPWR|aRCR
49	16361 33231	6	   	283.50	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3FEWX|4589VULN|5BPWR|6CDMG|7RCR|aLIT
50	35225 35122	6	   	283.19	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	13DUR|2359VULN|3BPWR|4CDMG|6RCR|7RCVC|8DMG|aASPD
51	13362 11354	7	   	283.11	DCR|3VULN|2DMG|2DUR|2TLV	19DMG|2AART|35DUR|456VULN|5BPWR|78TLV|aRCR
52	13122 33622	1	   	283.09	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|28DUR|3569VULN|4CDMG|7RCR|aASPD
53	16122 33622	2	   	283.09	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|28DUR|3569VULN|4CDMG|7RCR|aASPD
54	16422 33622	1	   	283.09	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|2569VULN|38DUR|4CDMG|7RCR|aASPD
55	16522 33622	3	   	283.09	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	1DMG|28DUR|3569VULN|4CDMG|7RCR|aASPD
56	35232 12621	10	   	283.09	DCR|4VULN|2DUR|1DMG|1CDMG|1ASPD	13DUR|235aVULN|35BPWR|45ERES|6RCR|7ASPD|8CDMG|9DMG
57	53522 21316	7	   	282.87	DCR|4VULN|3DUR|2TLV|1ASPD	1378VULN|25CGEN|458DUR|58BPWR|68TLV|9ASPD|aRCR
58	35232 12315	9	   	282.67	DCR|4VULN|3DUR|1DMG|1ASPD	13aDUR|2359VULN|35BPWR|45ERES|6RCR|7ASPD|8DMG
59	55322 21316	7	   	282.67	DCR|4VULN|3DUR|2TLV|1ASPD	1278VULN|35ERES|458DUR|58BPWR|68TLV|9ASPD|aRCR
60	13623 31334	1	 * 	282.56	DCR|3VULN|3DMG|3DUR	139DMG|237DUR|39BPWR|469VULN|5BELT|89MLV|aRCR
61	16623 31334	2	   	282.56	DCR|3VULN|3DMG|3DUR	139DMG|237DUR|39BPWR|469VULN|5BELT|89MLV|aRCR
62	35231 22346	3	   	282.53	DCR|5VULN|2DUR|2LIT	13DUR|2379aVULN|3BPWR|46LIT|5AART|8RCR
63	35232 14235	6	   	282.47	DCR|5VULN|2DUR|1TLV	13DUR|23579VULN|35BPWR|45ERES|6RCR|8LIT|aTLV
64	35232 22235	5	   	282.47	DCR|5VULN|2DUR|1TLV	13DUR|23569VULN|35BPWR|45ERES|7RCR|8LIT|aTLV
65	14232 25341	5	   	282.20	DCR|4VULN|2DMG|1TLV|1ASPD	15DMG|2CGEN|3ASPD|456aVULN|5BPWR|7AART|8TLV|9RCR
66	35232 31242	6	   	281.75	DCR|4VULN|2DUR|1DMG|1CDMG	13DUR|235aVULN|35BPWR|45ERES|6AART|7RCR|8DMG|9CDMG
67	11223 35144	2	   	281.60	DCR|4VULN|2DMG|2TLV|1DUR	19DMG|2RCVC|3DUR|4689VULN|5BELT|79TLV|9BPWR|aRCR
68	12223 35144	2	   	281.60	DCR|4VULN|2DMG|2TLV|1DUR	19DMG|2DMSP|3DUR|4689VULN|5BELT|79TLV|9BPWR|aRCR
69	35225 31621	8	   	281.36	DCR|4VULN|3DUR|1TLV|1CDMG|1SELL	137DUR|235aVULN|3BPWR|4CDMG|6RCR|8TLV|9SELL
70	35225 32211	7	   	281.09	DCR|4VULN|2DUR|1CDMG|1ASPD	13DUR|235aVULN|3BPWR|4CDMG|6RCR|7AART|8LIT|9ASPD
71	56225 32211	7	   	281.09	DCR|4VULN|2DUR|1CDMG|1ASPD	135aVULN|23DUR|3BPWR|4CDMG|6RCR|7AART|8LIT|9ASPD
72	53533 31236	8	 * 	281.08	DCR|5VULN|2DMG|1DUR	13479VULN|29CGEN|5ERES|6DUR|89DMG|9BPWR|aRCR
73	35242 21313	7	 * 	281.00	DCR|5VULN|3DUR	137DUR|2357aVULN|37BPWR|4RPLT|6AART|8RCR|9LHND
74	56242 21313	7	   	281.00	DCR|5VULN|3DUR	1357aVULN|237DUR|37BPWR|4RPLT|6AART|8RCR|9LHND
75	35225 32313	9	   	280.42	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	13DUR|235VULN|3BPWR|4CDMG|6RCR|7AART|8aASPD|9DMG
76	56225 32313	9	   	280.42	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	135VULN|23DUR|3BPWR|4CDMG|6RCR|7AART|8aASPD|9DMG
77	32145 41233	2	   	280.39	DCR|4VULN|2DUR|2TLV|1CDMG	1aDUR|2CDMG|345aVULN|6LIT|7ERES|8RCR|9aTLV|aBPWR
78	11331 41516	7	 * 	280.38	DCR|5VULN|3DMG	158DMG|2RCVC|3LEGI|45789VULN|58BPWR|68ERES|aRCR
79	12331 41516	7	   	280.38	DCR|5VULN|3DMG	158DMG|2DMSP|3LEGI|45789VULN|58BPWR|68ERES|aRCR
80	13241 33412	5	   	280.29	DCR|3VULN|3DMG|2AART|1TLV	178DMG|29AART|378ERES|4TLV|5LIT|678VULN|78BPWR|aRCR
81	35222 33134	3	   	279.97	DCR|5VULN|2DUR|1CDMG	13DUR|23589VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
82	35222 34234	3	   	279.97	DCR|5VULN|2DUR|1CDMG	13DUR|23579VULN|3BPWR|4RPLT|6CDMG|8LIT|aRCR
83	35242 33134	4	   	279.97	DCR|5VULN|2DUR|1CDMG	13DUR|23589VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
84	35242 33134	5	   	279.97	DCR|5VULN|2DUR|1CDMG	13DUR|23589VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
85	35243 33134	5	   	279.97	DCR|5VULN|2DUR|1CDMG	13DUR|23689VULN|3BPWR|4RPLT|5CDMG|7LIT|aRCR
86	56222 33134	3	   	279.97	DCR|5VULN|2DUR|1CDMG	13589VULN|23DUR|3BPWR|4RPLT|6CDMG|7LIT|aRCR
87	35232 14211	6	   	279.97	DCR|4VULN|3DUR|1DMG	139DUR|2357VULN|35BPWR|45ERES|6RCR|8LIT|aDMG
88	35232 22211	5	   	279.97	DCR|4VULN|3DUR|1DMG	139DUR|2356VULN|35BPWR|45ERES|7RCR|8LIT|aDMG
89	35232 12235	10	   	279.65	DCR|4VULN|2DUR|2ASPD|1DMG	13DUR|235aVULN|35BPWR|45ERES|6RCR|78ASPD|9DMG
90	35232 12355	10	   	279.65	DCR|4VULN|2DUR|2ASPD|1DMG	13DUR|235aVULN|35BPWR|45ERES|6RCR|79ASPD|8DMG
91	13362 12234	6	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	18DMG|2AART|35DUR|456VULN|5BPWR|7FEWX|9RCR|aTLV
92	13362 43234	6	   	279.39	DCR|3VULN|2DMG|2DUR|1TLV	18DMG|2AART|35DUR|457VULN|5BPWR|6BEXP|9RCR|aTLV
93	16361 31433	8	   	279.21	DCR|3VULN|3DMG|1DUR|1CDMG|1ASPD	158DMG|2DUR|3FEWX|457VULN|5BPWR|6CDMG|9RCR|aASPD
94	16361 51133	6	   	279.21	DCR|3VULN|3DMG|1DUR|1CDMG|1ASPD	156DMG|2DUR|3FEWX|458VULN|5BPWR|7CDMG|9RCR|aASPD
95	13362 16333	7	   	279.20	DCR|4VULN|2DUR|1DMG|1ASPD	1DMG|2AART|35DUR|456aVULN|5BPWR|7ASPD|8CGEN|9RCR
96	35232 12253	10	 * 	279.13	DCR|5VULN|2DUR|2ASPD	13DUR|2359aVULN|35BPWR|45ERES|6RCR|78ASPD
97	35232 12313	9	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	13DUR|2359VULN|35BPWR|45ERES|6RCR|7ASPD|8DMG|aAART
98	13362 16123	9	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	1DMG|2AART|35DUR|456aVULN|5BPWR|7ASPD|8ERES|9RCR
99	13362 16123	10	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	1DMG|2AART|35DUR|456aVULN|5BPWR|7ASPD|8ERES|9RCR
100	13362 16133	8	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	1DMG|2AART|35DUR|456aVULN|5BPWR|7ASPD|8ERES|9RCR
101	35232 36133	7	   	279.10	DCR|4VULN|2DUR|1DMG|1ASPD	13DUR|235aVULN|35BPWR|45ERES|6AART|7ASPD|8DMG|9RCR
102	13323 16364	7	   	279.07	DCR|4VULN|2DMG|2AART|1DUR	18DMG|29AART|3DUR|48CGEN|5678VULN|8BPWR|aRCR
103	35225 33423	8	   	279.02	DCR|3VULN|3DUR|1DMG|1TLV|1CDMG	139DUR|235VULN|3BPWR|4CDMG|6RCR|7CGEN|8DMG|aTLV
104	35232 21216	7	   	278.85	DCR|4VULN|3DUR|1TLV|1ASPD	138DUR|2357VULN|35BPWR|45ERES|6TLV|9ASPD|aRCR
105	35232 24216	5	   	278.85	DCR|4VULN|3DUR|1TLV|1ASPD	138DUR|2356VULN|35BPWR|45ERES|7TLV|9ASPD|aRCR
106	35225 32215	7	   	278.52	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	13DUR|235VULN|3BPWR|4CDMG|6RCR|7AART|8LIT|9ASPD|aDMG
107	56213 32162	3	   	278.40	DCR|4VULN|2DUR|2TLV|1DMG	1389VULN|23DUR|38BPWR|48DUST|5BBNT|68TLV|7RCR|aDMG
108	13362 42513	10	   	278.17	DCR|2VULN|3DUR|2DMG|2LIT|1CDMG	19DMG|2AART|359DUR|45VULN|59BPWR|6BEXP|79LIT|8RCR|aCDMG
109	13362 32513	10	   	278.07	DCR|2VULN|3DUR|2DMG|2LIT|1CDMG	19DMG|2AART|359DUR|45VULN|59BPWR|6DUST|79LIT|8RCR|aCDMG
110	35225 31152	9	 * 	277.90	DCR|4VULN|3DUR|3CDMG	137DUR|235aVULN|3aBPWR|49aCDMG|6RCR|8aCGEN
111	35233 11263	3	   	277.79	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD	13DUR|23VULN|3BPWR|4LIT|5TLV|689DMG|7RCR|aASPD
112	56233 11263	3	   	277.79	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD	13VULN|23DUR|3BPWR|4LIT|5TLV|689DMG|7RCR|aASPD
113	35234 23233	3	   	277.49	DCR|3VULN|3DUR|2TLV|2CDMG	13aDUR|23aVULN|3aBPWR|4LIT|57CDMG|6RMIN|8RCR|9aTLV
114	56234 23233	3	   	277.49	DCR|3VULN|3DUR|2TLV|2CDMG	13aVULN|23aDUR|3aBPWR|4LIT|57CDMG|6RMIN|8RCR|9aTLV
115	35225 41233	5	   	277.39	DCR|3VULN|3DUR|2CDMG|2TLV	13aDUR|235VULN|3aBPWR|4aCDMG|6LIT|7ERES|8RCR|9aTLV
116	35225 41233	4	   	277.39	DCR|3VULN|3DUR|2CDMG|2TLV	13aDUR|235VULN|3aBPWR|4aCDMG|6LIT|7ERES|8RCR|9aTLV
117	35234 33233	3	   	277.20	DCR|2VULN|3DUR|2TLV|1DMG|2CDMG|2LIT	13aDUR|23VULN|3aBPWR|4aLIT|57CDMG|6DMG|8RCR|9aTLV
118	35233 11313	3	   	277.20	DCR|2VULN|3DUR|2TLV|1DMG|2CDMG|2LIT	13aDUR|23VULN|3aBPWR|4aLIT|59TLV|6DMG|7RCR|8aCDMG
119	16361 33633	6	   	277.11	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	15DMG|2DUR|3FEWX|459VULN|5BPWR|6CDMG|7RCR|8TLV|aLIT
120	13122 23236	1	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3589aVULN|4CDMG|6LHND|7RCR
121	13153 41236	1	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3789aVULN|4LHND|5CDMG|6RCR
122	13322 41236	1	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3LHND|4CDMG|5789aVULN|6RCR
123	15122 43236	1	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2LHND|3589aVULN|4CDMG|6DUR|7RCR
124	15122 43236	2	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2LHND|3589aVULN|4CDMG|6DUR|7RCR
125	16122 23236	2	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3589aVULN|4CDMG|6LHND|7RCR
126	16222 41236	3	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3LHND|4CDMG|5789aVULN|6RCR
127	16322 41236	2	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3LHND|4CDMG|5789aVULN|6RCR
128	16422 23236	1	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2589aVULN|3DUR|4CDMG|6LHND|7RCR
129	16522 23236	3	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DMG|2DUR|3589aVULN|4CDMG|6LHND|7RCR
130	32212 41236	4	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1DUR|2CDMG|3LHND|4DMG|5789aVULN|6RCR
131	52212 43236	4	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1589aVULN|2CDMG|3LHND|4DMG|6DUR|7RCR
132	52221 41236	5	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1789aVULN|2CDMG|3LHND|4DUR|5DMG|6RCR
133	35225 33421	10	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG	13DUR|235VULN|3BPWR|4CDMG|6RCR|7CGEN|89DMG|aAART
134	13362 12231	6	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|2AART|35DUR|456VULN|5BPWR|7FEWX|9RCR|aCDMG
135	13362 43231	6	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|2AART|35DUR|457VULN|5BPWR|6BEXP|9RCR|aCDMG
136	35232 12625	10	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	13DUR|235VULN|35BPWR|45ERES|6RCR|7ASPD|8CDMG|9DMG|aTLV
137	35225 34331	6	   	276.58	DCR|4VULN|2DUR|1TLV|1CDMG	13DUR|2359VULN|3BPWR|4CDMG|6RCR|7DUST|8TLV|aLIT
138	35225 36331	7	   	276.58	DCR|4VULN|2DUR|1TLV|1CDMG	13DUR|2359VULN|3BPWR|4CDMG|6RCR|7DUST|8TLV|aLIT
139	16361 31432	8	   	276.51	DCR|3VULN|3DMG|1DUR|1CDMG	158DMG|2DUR|3FEWX|457VULN|5BPWR|6CDMG|9RCR|aLIT
140	16361 51132	6	   	276.51	DCR|3VULN|3DMG|1DUR|1CDMG	156DMG|2DUR|3FEWX|458VULN|5BPWR|7CDMG|9RCR|aLIT
141	35225 31261	7	   	276.25	DCR|4VULN|3DUR|1CDMG|1ASPD	137DUR|235aVULN|3BPWR|4CDMG|6RCR|8TBNT|9ASPD
142	11623 31363	2	   	276.22	DCR|4VULN|2DMG|2DUR	18DMG|2RCVC|3LWND|4689VULN|5BELT|78DUR|8BPWR|aRCR
143	12623 31363	2	   	276.22	DCR|4VULN|2DMG|2DUR	18DMG|2DMSP|3LWND|4689VULN|5BELT|78DUR|8BPWR|aRCR
144	55633 11313	3	   	276.19	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR|2LIT	12aVULN|3DUR|4aLIT|59TLV|6DMG|7RCR|8aCDMG|aBPWR
145	16133 31383	1	   	276.12	DCR|4VULN|2DMG|2DUR	18DMG|2368VULN|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aFEWX
146	16133 31384	1	   	276.12	DCR|4VULN|2DMG|2DUR	18DMG|2368VULN|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aZMB
147	16133 31386	1	   	276.12	DCR|4VULN|2DMG|2DUR	18DMG|2368VULN|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aCGEN
148	54133 31383	1	   	276.12	DCR|4VULN|2DMG|2DUR	1268VULN|28BPWR|38DMG|4MBVNT|5BELT|78DUR|9RCR|aFEWX
149	54133 31384	1	   	276.12	DCR|4VULN|2DMG|2DUR	1268VULN|28BPWR|38DMG|4MBVNT|5BELT|78DUR|9RCR|aZMB
150	55133 31383	2	   	276.12	DCR|4VULN|2DMG|2DUR	1268VULN|38DMG|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aFEWX
151	55133 31384	2	   	276.12	DCR|4VULN|2DMG|2DUR	1268VULN|38DMG|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aZMB
152	56133 31383	1	   	276.12	DCR|4VULN|2DMG|2DUR	1268VULN|38DMG|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aFEWX
153	56133 31384	1	   	276.12	DCR|4VULN|2DMG|2DUR	1268VULN|38DMG|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aZMB
154	16133 31381	1	   	276.02	DCR|4VULN|2DMG|2DUR	18DMG|2368VULN|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aDUST
155	16133 31387	1	   	276.02	DCR|4VULN|2DMG|2DUR	18DMG|2368VULN|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aERES
156	54133 31381	1	   	276.02	DCR|4VULN|2DMG|2DUR	1268VULN|28BPWR|38DMG|4MBVNT|5BELT|78DUR|9RCR|aDUST
157	55133 31381	2	   	276.02	DCR|4VULN|2DMG|2DUR	1268VULN|38DMG|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aDUST
158	56133 31381	1	   	276.02	DCR|4VULN|2DMG|2DUR	1268VULN|38DMG|4MBVNT|5BELT|78DUR|8BPWR|9RCR|aDUST
159	35231 62343	3	   	275.98	DCR|5VULN|2DUR	13DUR|23679VULN|3BPWR|4LIT|5AART|8RCR|aRCVC
160	13362 14133	6	   	275.97	DCR|4VULN|2DUR|1DMG|2AART	1DMG|28AART|35DUR|456aVULN|5BPWR|7LWND|9RCR
161	35231 62341	3	   	275.88	DCR|5VULN|2DUR	13DUR|23679VULN|3BPWR|4LIT|5AART|8RCR|aDUST
162	35231 62342	3	   	275.88	DCR|5VULN|2DUR	13DUR|23679VULN|3BPWR|4LIT|5AART|8RCR|aERES
163	13362 11231	7	   	275.46	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|456VULN|5BPWR|7TLV|8CGEN|9RCR|aCDMG
164	13362 11331	6	   	275.46	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|456VULN|5BPWR|7RMIN|8TLV|9RCR|aCDMG
165	13362 11431	8	   	275.46	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|456VULN|5BPWR|7TLV|8MLV|9RCR|aCDMG
166	13362 15331	6	   	275.46	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|456VULN|5BPWR|7MLV|8TLV|9RCR|aCDMG
167	13362 32515	9	   	275.42	DCR|2VULN|3DUR|2DMG|2LIT|1ASPD	19DMG|2AART|359DUR|45VULN|59BPWR|6DUST|79LIT|8RCR|aASPD
168	13362 11131	8	   	275.36	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|456VULN|5BPWR|7TLV|8ERES|9RCR|aCDMG
169	13362 13331	6	   	275.36	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|456VULN|5BPWR|7ERES|8TLV|9RCR|aCDMG
170	13362 26331	7	   	275.36	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2AART|35DUR|457VULN|5BPWR|6ERES|8TLV|9RCR|aCDMG
171	35232 31131	7	   	275.36	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	13DUR|235VULN|35BPWR|45ERES|6AART|7TLV|8DMG|9RCR|aCDMG
172	52221 33442	8	   	275.21	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	178VULN|28CDMG|3LHND|4DUR|58DMG|6BELT|8BPWR|9TLV|aRCR
