0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51121 14233	10	 * 	281.72	DCR|3VULN|2DUR|2ASPD|1DMG|2LIT|1AART	18ASPD|28DUR|3DMG|49LIT|5AART|678VULN|8BPWR|aRCR
97	26321 51325	10	   	260.21	DCR|4VULN|3DUR	19aFEWX|289aVULN|3LWND|4LIT|59aDUR|6MBVNT|7RCR|9aBPWR
98	31221 46112	1	   	260.15	DCR|4VULN|2DMG|2LIT	1aLIT|249aVULN|3LWND|5LHND|6RCR|7BBNT|8aDMG|aBPWR
99	33221 46112	2	   	260.15	DCR|4VULN|2DMG|2LIT	1aLIT|249aVULN|3LWND|5LHND|6RCR|7BBNT|8aDMG|aBPWR
100	64123 26131	10	   	260.15	DCR|4VULN|2DMG|2LIT	19MLV|2456VULN|36DMG|6BPWR|7RCR|8aLIT
101	64123 26132	9	   	260.15	DCR|4VULN|2DMG|2LIT	19MLV|2456VULN|36DMG|6BPWR|7RCR|8aLIT
102	51622 33152	8	 * 	259.97	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	18ASPD|2DUR|3BELT|4RPLT|578VULN|68DMG|8BPWR|9SELL|aRCR
103	54223 26113	9	   	259.86	DCR|4VULN|2ASPD|1DUR|2LIT	19ASPD|2456VULN|369ERES|69BPWR|7RCR|89LIT|aDUR
104	33311 33345	7	   	259.14	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	1LIT|248VULN|3aCDMG|5DUR|6AART|7RCR|9DMG
105	52123 32256	6	 * 	259.00	ACR|3VULN|3DMG|3ASPD|1CDMG	169ASPD|2aLHND|39aDMG|4LIT|5RCR|7CDMG|89aVULN|9aBPWR
106	53123 32256	6	   	259.00	ACR|3VULN|3DMG|3ASPD|1CDMG	169ASPD|2aLWND|39aDMG|4LIT|5RCR|7CDMG|89aVULN|9aBPWR
107	64123 22111	7	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9RPLT|aFEWX
108	64123 22114	7	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9RPLT|aBEXP
109	64123 22116	7	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9RPLT|aRCVC
110	64123 22135	7	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9BEXP|aLHND
111	64123 21613	6	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7FEWX|8ZMB|9RCR|aCDMG
112	64123 22252	10	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8BELT|9RCR|aLHND
113	64123 22252	9	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8BELT|9RCR|aFEWX
114	64123 22253	10	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8BELT|9RCR|aLWND
115	64123 24133	7	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7RMIN|8RCR|9FEWX|aCDMG
116	64123 26313	9	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7RCR|8FEWX|9ZMB|aCDMG
117	64123 26331	9	   	258.94	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7RCR|8FEWX|9RPLT|aCDMG
118	64123 22123	7	   	258.84	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9LWND|aERES
119	64123 22124	7	   	258.84	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9LWND|aBBNT
120	64123 22125	7	   	258.84	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9LWND|aLEGI
121	64123 22133	7	   	258.84	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9BEXP|aERES
122	64123 22134	7	   	258.84	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9BEXP|aBBNT
123	64123 22163	7	   	258.84	DCR|4VULN|2DMG|1CDMG	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9LHND|aERES
124	31232 46112	1	   	258.76	DCR|3VULN|2DMG|3LIT|1DUR	14aLIT|29aVULN|3LWND|5DUR|6RCR|7BBNT|8aDMG|aBPWR
125	33232 46112	2	   	258.76	DCR|3VULN|2DMG|3LIT|1DUR	14aLIT|29aVULN|3LWND|5DUR|6RCR|7BBNT|8aDMG|aBPWR
126	64123 22115	7	   	258.70	DCR|4VULN|2DMG|1CDMG|1SELL	1MLV|2456VULN|36DMG|6BPWR|7CDMG|8RCR|9RPLT|aSELL
127	31322 43552	1	   	258.61	DCR|4VULN|2CDMG|1DUR|2LIT	19LIT|249aVULN|37DUST|5DUR|6RCR|89CDMG|9BPWR
128	33122 43552	3	   	258.61	DCR|4VULN|2CDMG|1DUR|2LIT	19LIT|249aVULN|37DUST|5DUR|6RCR|89CDMG|9BPWR
129	33322 43552	2	   	258.61	DCR|4VULN|2CDMG|1DUR|2LIT	19LIT|249aVULN|37DUST|5DUR|6RCR|89CDMG|9BPWR
130	54222 32523	8	   	258.57	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	1aASPD|249VULN|3aERES|5TLV|6DUR|7aCDMG|8RCR|aBPWR
131	31322 44226	1	   	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	19aLIT|24aVULN|3DUST|5DUR|6RCR|7SELL|8aDMG|aBPWR
132	33122 44226	3	   	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	19aLIT|24aVULN|3DUST|5DUR|6RCR|7SELL|8aDMG|aBPWR
133	33322 44226	2	   	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	19aLIT|24aVULN|3DUST|5DUR|6RCR|7SELL|8aDMG|aBPWR
134	64223 14323	7	 * 	258.34	DCR|4VULN|2DUR|1DMG	1MLV|2456VULN|3ERES|7RCR|89DUR|aDMG
135	51121 11251	8	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCR|aCGEN
136	51121 11253	8	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCR|aMLV
137	51121 11254	8	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCR|aBEXP
138	54121 41212	10	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28VULN|3DMG|4LIT|5AART|68DUR|8BPWR|9BELT|aRCR
139	51121 11212	10	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9BELT|aRCR
140	51121 11224	10	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCVC|aRCR
141	51121 11234	10	   	257.79	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9DMSP|aRCR
142	54223 26212	7	 * 	257.71	DCR|5VULN|3ASPD	19aASPD|2456aVULN|368ERES|6aBPWR|7RCR
143	51121 11252	8	   	257.69	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCR|aBBNT
144	51121 11255	8	   	257.69	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCR|aDUST
145	51121 11256	8	   	257.69	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	178ASPD|28DUR|3DMG|4LIT|5AART|68VULN|8BPWR|9RCR|aLEGI
146	33314 33154	7	   	257.56	DCR|3VULN|3DUR|2LIT|1CDMG	19LIT|249VULN|3CDMG|5LWND|679DUR|8TBNT|9BPWR|aRCR
147	64123 12122	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1MLV|2456VULN|3DMG|7CDMG|8RCR|9LWND|aDUR
148	64123 12132	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1MLV|2456VULN|3DMG|7CDMG|8RCR|9BEXP|aDUR
149	64123 12162	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1MLV|2456VULN|3DMG|7CDMG|8RCR|9LHND|aDUR
150	64123 12251	9	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1MLV|2456VULN|3DMG|7CDMG|8BELT|9RCR|aTLV
151	64123 12251	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1MLV|2456VULN|3DMG|7CDMG|8BELT|9RCR|aTLV
152	51161 26212	6	   	257.21	DCR|2VULN|2DMG|3ASPD|2DUR	157ASPD|27DUR|3aDMG|458ERES|57BPWR|67VULN|9RCR
153	64223 12136	7	   	256.88	DCR|5VULN|1TLV|1CDMG	1MLV|2456aVULN|3ERES|7CDMG|8RCR|9TLV
154	64123 16223	10	   	256.80	DCR|5VULN|1DMG|1AART	1MLV|24569VULN|3DMG|7RCR|8CGEN|aAART
155	54223 16213	7	   	256.50	DCR|5VULN|2ASPD	19ASPD|24569VULN|389ERES|7RCR|9BPWR|aLIT
156	54121 63232	5	   	256.47	DCR|4VULN|1DMG|1ASPD|1AART	1ASPD|269aVULN|3DMG|4LIT|5AART|7RCR|8DUST
157	32331 31543	1	 * 	256.30	DCR|2VULN|2DMG|2DUR|3LIT|1AART	17aLIT|2aDMG|3AART|4BBNT|57VULN|67CGEN|7aBPWR|8aDUR|9RCR
158	36331 31543	2	   	256.30	DCR|2VULN|2DMG|2DUR|3LIT|1AART	17aLIT|2aDMG|3AART|4BBNT|57VULN|67CGEN|7aBPWR|8aDUR|9RCR
159	64123 26321	10	   	256.29	DCR|4VULN|2DMG|1ASPD	19MLV|2456VULN|36DMG|6BPWR|7RCR|8FEWX|aASPD
160	51433 26113	5	   	256.19	DCR|2VULN|2DMG|2DUR|2ASPD	17ASPD|28DUR|3RCVC|4RMIN|57VULN|67DMG|7BPWR|9RCR|aLIT
161	51222 26413	4	   	256.09	DCR|2VULN|2DMG|2DUR|2ASPD	17ASPD|27DUR|3ERES|48VULN|5RCVC|67DMG|7BPWR|9RCR|aLIT
162	51222 66313	5	   	256.09	DCR|2VULN|2DMG|2DUR|2ASPD	17ASPD|27DUR|3ERES|46VULN|57DMG|7BPWR|8RCVC|9RCR|aLIT
163	51233 26413	5	   	255.99	DCR|2VULN|2DMG|2DUR|2ASPD	17ASPD|27DUR|34ERES|58VULN|67DMG|7BPWR|9RCR|aLIT
164	31222 41551	1	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37LWND|57DUR|6RCR|79BPWR|89CDMG|aRCVC
165	31222 41552	1	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37LWND|57DUR|6RCR|79BPWR|89CDMG|aLHND
166	33222 41551	2	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37LWND|57DUR|6RCR|79BPWR|89CDMG|aRCVC
167	33222 41551	3	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37BEXP|57DUR|6RCR|79BPWR|89CDMG|aRCVC
168	33222 41552	3	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37BEXP|57DUR|6RCR|79BPWR|89CDMG|aLHND
169	33222 41552	2	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37LWND|57DUR|6RCR|79BPWR|89CDMG|aLHND
170	31233 41551	2	   	255.96	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|239LWND|47DUR|57aVULN|6RCR|79BPWR|89CDMG
171	31322 41551	1	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37DUST|57DUR|6RCR|79BPWR|89CDMG|aRCVC
