0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21362 11525	5	 * 	287.92	DCR|3VULN|3DUR|2DMG|2ASPD	147DUR|28DMG|38ASPD|5LEGI|689VULN|8BPWR|aRCR
15	21352 21525	6	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	167DUR|28DMG|3ASPD|48LHND|589VULN|8BPWR|aRCR
16	21362 21525	4	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	147DUR|28DMG|3ASPD|589VULN|68LHND|8BPWR|aRCR
17	21362 21525	3	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	147DUR|28DMG|3ASPD|589VULN|68LHND|8BPWR|aRCR
18	21363 11525	5	   	277.81	DCR|3VULN|3DUR|2DMG|1ASPD	147DUR|28DMG|3ASPD|58LWND|689VULN|8BPWR|aRCR
19	21262 11211	4	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	14DUR|2DMG|3TLV|569VULN|7RCR|8ASPD|aCDMG
20	51262 11211	4	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	169VULN|2DMG|3TLV|45DUR|7RCR|8ASPD|aCDMG
21	51262 51211	6	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	159VULN|2DMG|3TLV|46DUR|7RCR|8ASPD|aCDMG
22	51231 25136	4	   	276.50	DCR|4VULN|2DMG|1TLV|2LIT	1689VULN|28DMG|3TLV|4ZMB|58LIT|7DMSP|8BPWR|aRCR
23	44142 71215	7	   	276.37	DCR|3VULN|3DUR|2DMG|1AART	1MBVNT|248DUR|3BEXP|58aVULN|6AART|78DMG|8BPWR|9RCR
24	44147 31215	2	   	276.27	DCR|3VULN|3DUR|2DMG|1AART	1MBVNT|238DUR|38BPWR|4DUST|58DMG|6AART|78aVULN|9RCR
25	21227 11248	2	   	276.02	DCR|4VULN|2DMG|2DUR	16DUR|29DMG|3LHND|4MBVNT|5678VULN|6BPWR|aRCR
26	21445 11248	5	   	276.02	DCR|4VULN|2DMG|2DUR	16DUR|29DMG|3MBVNT|4LHND|5678VULN|6BPWR|aRCR
27	21447 11248	4	   	276.02	DCR|4VULN|2DMG|2DUR	16DUR|29DMG|3MBVNT|4LHND|5678VULN|6BPWR|aRCR
28	21448 11248	3	   	276.02	DCR|4VULN|2DMG|2DUR	16DUR|29DMG|3MBVNT|4LWND|5678VULN|6BPWR|aRCR
29	21527 11248	3	   	276.02	DCR|4VULN|2DMG|2DUR	16DUR|29DMG|3LHND|4MBVNT|5678VULN|6BPWR|aRCR
30	22527 11248	3	   	276.02	DCR|4VULN|2DMG|2DUR	16DUR|2LHND|39DMG|4MBVNT|5678VULN|6BPWR|aRCR
31	51227 11248	2	   	276.02	DCR|4VULN|2DMG|2DUR	1678VULN|29DMG|3LHND|4MBVNT|56DUR|6BPWR|aRCR
32	51441 11248	5	   	276.02	DCR|4VULN|2DMG|2DUR	1678VULN|29DMG|3MBVNT|4LHND|56DUR|6BPWR|aRCR
33	52227 11248	2	   	276.02	DCR|4VULN|2DMG|2DUR	1678VULN|2LHND|39DMG|4MBVNT|56DUR|6BPWR|aRCR
34	44384 11218	4	   	276.02	DCR|4VULN|2DMG|2DUR	1MBVNT|26DUR|3LHND|4789VULN|56DMG|6BPWR|aRCR
35	44457 13423	9	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	1MBVNT|28DUR|358aVULN|4RPLT|6NUKE|78DMG|8BPWR|9RCR
36	44474 11218	3	   	276.02	DCR|4VULN|2DMG|2DUR	1MBVNT|26DUR|3789VULN|4LWND|56DMG|6BPWR|aRCR
37	44474 11218	4	   	276.02	DCR|4VULN|2DMG|2DUR	1MBVNT|26DUR|3789VULN|4LWND|56DMG|6BPWR|aRCR
38	51366 11123	4	   	273.78	DCR|3VULN|3DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45aDUR|5BPWR|7RCR|8RPLT|9CDMG
39	51366 11123	3	   	273.78	DCR|3VULN|3DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45aDUR|5BPWR|7RCR|8RPLT|9CDMG
40	51262 35211	6	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1589VULN|2DMG|3TLV|4DUR|6ERES|7RCR|aCDMG
41	51442 14335	10	 * 	273.56	DCR|4VULN|2DMG|2CDMG	168aVULN|28DMG|3MBVNT|4LHND|5LIT|78CDMG|8BPWR|9RCR
42	51366 11232	4	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	156VULN|2DMG|38ASPD|45DUR|5BPWR|7RCR|9TLV|aLWND
43	51366 11232	3	   	273.36	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	156VULN|2DMG|38ASPD|45DUR|5BPWR|7RCR|9TLV|aLWND
44	21262 11535	4	 * 	273.35	DCR|3VULN|2DMG|2DUR|2TLV	14DUR|28DMG|39TLV|56aVULN|7RCR
45	21473 82133	9	 * 	273.35	DCR|3VULN|2DMG|2DUR|3LIT	1aDUR|25DMG|3MBVNT|45aLIT|5aBPWR|68aVULN|7LEGI|9RCR
46	21476 12133	9	   	273.29	DCR|4VULN|2DUR|1DMG|2LIT	1aDUR|2DMG|3MBVNT|4aLIT|568aVULN|7LEGI|9RCR|aBPWR
47	51366 11233	3	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	156VULN|2DMG|38ASPD|45DUR|5BPWR|7RCR|9TLV|aERES
48	51366 11233	4	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	156VULN|2DMG|38ASPD|45DUR|5BPWR|7RCR|9TLV|aERES
49	44482 48433	10	   	272.34	DCR|4VULN|2DMG|1DUR|1ASPD	1MBVNT|2DUR|3459VULN|6ASPD|7aDMG|8RCR
50	51362 11231	5	   	272.32	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	156VULN|2DMG|38ASPD|4DUR|7RCR|9TLV|aCDMG
51	22152 31146	2	 * 	271.76	DCR|4VULN|3DUR|1DMG	135DUR|23LHND|3BPWR|469aVULN|7DMG|8RCR
52	22252 31146	2	   	271.66	DCR|4VULN|3DUR|1DMG	135DUR|2LHND|469aVULN|7DMG|8RCR
53	44482 11611	5	 * 	271.60	DCR|5VULN|1DMG|1DUR	1MBVNT|2DUR|34568VULN|7RCR|9LIT|aDMG
54	51421 33531	10	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	189VULN|28DMG|3MBVNT|4CGEN|5LIT|6AART|78DUR|8BPWR|aRCR
55	21211 62315	3	   	271.43	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	16DUR|29DMG|3TLV|4CGEN|59LIT|7CDMG|89VULN|9BPWR|aRCR
56	21221 62315	4	   	271.43	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	16DUR|29DMG|3TLV|4CGEN|59LIT|7CDMG|89VULN|9BPWR|aRCR
57	21226 62315	5	   	271.43	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	16DUR|29DMG|3TLV|4CGEN|59LIT|7CDMG|89VULN|9BPWR|aRCR
58	21511 62315	2	   	271.43	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	16DUR|29DMG|3TLV|4CGEN|59LIT|7CDMG|89VULN|9BPWR|aRCR
59	21241 62315	4	   	271.33	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1CDMG	16DUR|29DMG|3TLV|4ERES|59LIT|7CDMG|89VULN|9BPWR|aRCR
60	44487 11412	4	 * 	271.14	DCR|5VULN|3DUR	1MBVNT|25aDUR|34569VULN|5BPWR|7RCR|8BEXP
61	51262 11212	5	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1569VULN|2DMG|3TLV|4DUR|7RCR|8ASPD|aLWND
62	51262 11215	5	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1569VULN|2DMG|3TLV|4DUR|7RCR|8ASPD|aBEXP
63	51262 11216	5	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1569VULN|2DMG|3TLV|4DUR|7RCR|8ASPD|aZMB
64	51262 11213	5	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1569VULN|2DMG|3TLV|4DUR|7RCR|8ASPD|aERES
65	51262 11214	5	   	271.01	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1569VULN|2DMG|3TLV|4DUR|7RCR|8ASPD|aMBVNT
66	21473 32326	5	 * 	270.83	DCR|2VULN|3DMG|2DUR|2LIT|1CDMG	19DUR|259DMG|3MBVNT|45LIT|59BPWR|6RCVC|7CDMG|89VULN|aRCR
67	12263 51263	4	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	18MLV|28aVULN|3TLV|4DUR|5BBNT|6RCR|789DMG|8BPWR
68	51262 12523	10	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	158VULN|27aDMG|3TLV|4DUR|6FEWX|9RCR
69	51366 11211	4	   	270.66	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	156VULN|2DMG|38ASPD|45DUR|5BPWR|7RCR|9ERES|aCDMG
70	51366 11211	3	   	270.66	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	156VULN|2DMG|38ASPD|45DUR|5BPWR|7RCR|9ERES|aCDMG
71	31362 11525	4	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	18LWND|2DMG|38ASPD|457DUR|689VULN|8BPWR|aRCR
72	31362 11525	3	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	18LWND|2DMG|38ASPD|457DUR|689VULN|8BPWR|aRCR
73	31362 21525	6	   	270.43	DCR|3VULN|3DUR|2ASPD|1DMG	18LWND|2DMG|38ASPD|467DUR|589VULN|8BPWR|aRCR
74	51262 26313	8	   	270.10	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	158VULN|28DMG|3TLV|4DUR|68LIT|7DMSP|8BPWR|9RPLT|aRCR
75	51366 11313	3	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	1569VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|aRCVC
76	51366 11313	4	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	1569VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|aRCVC
77	51366 11323	3	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	156aVULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|9BEXP
78	51366 11323	4	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	156aVULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|9BEXP
79	44487 11243	4	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1MBVNT|25DUR|3456VULN|5BPWR|7RCR|8ASPD|9DMG|aRCVC
80	44487 11244	4	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1MBVNT|25DUR|3456VULN|5BPWR|7RCR|8ASPD|9DMG|aMLV
81	51366 11113	4	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	156aVULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8RPLT|9DUST
82	51366 11113	3	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	156aVULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8RPLT|9DUST
83	51366 11311	4	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1569VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|aBBNT
84	51366 11311	3	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1569VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|aBBNT
85	51366 11312	3	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1569VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|aERES
86	51366 11312	4	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1569VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8LWND|aERES
87	44487 11241	4	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	1MBVNT|25DUR|3456VULN|5BPWR|7RCR|8ASPD|9DMG|aBBNT
88	44487 11242	4	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	1MBVNT|25DUR|3456VULN|5BPWR|7RCR|8ASPD|9DMG|aERES
89	21111 42433	5	 * 	269.14	DCR|3VULN|3DMG|2DUR	18DUR|268DMG|3RPLT|4DMSP|58aVULN|7RCR|8BPWR|9MBVNT
90	21111 42463	5	   	269.14	DCR|3VULN|3DMG|2DUR	18DUR|268DMG|3RPLT|4DMSP|58aVULN|7RCR|8BPWR|9DUST
91	21115 42433	4	   	269.14	DCR|3VULN|3DMG|2DUR	18DUR|268DMG|3RPLT|4DMSP|58aVULN|7RCR|8BPWR|9MBVNT
92	21161 42433	5	   	269.14	DCR|3VULN|3DMG|2DUR	18DUR|268DMG|34RPLT|58aVULN|7RCR|8BPWR|9MBVNT
93	44487 11213	4	   	268.92	DCR|5VULN|2DUR|1ASPD	1MBVNT|25DUR|34569VULN|5BPWR|7RCR|8ASPD|aBEXP
94	44487 11214	4	   	268.92	DCR|5VULN|2DUR|1ASPD	1MBVNT|25DUR|34569VULN|5BPWR|7RCR|8ASPD|aLHND
95	44482 17134	5	   	268.82	DCR|5VULN|2DUR|1ASPD	1MBVNT|28DUR|34569VULN|7ASPD|aRCR
96	44487 11211	4	   	268.82	DCR|5VULN|2DUR|1ASPD	1MBVNT|25DUR|34569VULN|5BPWR|7RCR|8ASPD|aDUST
97	51224 23211	6	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	189VULN|25DMG|3TLV|4CGEN|6RCR|7DUR|aCDMG
98	51244 23211	6	   	268.60	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	189VULN|25DMG|3TLV|4ERES|6RCR|7DUR|aCDMG
99	51262 11511	5	   	268.60	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	156VULN|28DMG|3TLV|4DUR|7RCR|9ERES|aCDMG
100	12362 11511	5	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1MLV|2569VULN|3ASPD|4DUR|7RCR|8DMG|aCDMG
101	51236 11211	3	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1569VULN|2DMG|3TLV|4LHND|7RCR|8ASPD|aCDMG
102	51252 11211	5	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1569VULN|2DMG|3TLV|4LHND|7RCR|8ASPD|aCDMG
103	51256 11211	4	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1569VULN|2DMG|3TLV|4LHND|7RCR|8ASPD|aCDMG
104	51362 11611	5	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1569VULN|2DMG|3ASPD|4DUR|7RCR|8RMIN|aCDMG
105	51536 11211	2	   	268.51	DCR|4VULN|1DMG|1TLV|1CDMG|1ASPD	1569VULN|2DMG|3TLV|4LHND|7RCR|8ASPD|aCDMG
106	51662 11211	5	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1569VULN|2DMG|3CGEN|4DUR|7RCR|8ASPD|aCDMG
107	53362 11511	5	   	268.51	DCR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1569VULN|2MLV|3ASPD|4DUR|7RCR|8DMG|aCDMG
108	25222 36163	1	   	268.44	DCR|3VULN|2DMG|2DUR|2LIT	1aDUR|23LIT|46aVULN|5LHND|7RCR|8LWND|9aDMG|aBPWR
109	51262 14313	5	   	268.41	DCR|4VULN|1DMG|1TLV|1DUR	1568VULN|2DMG|3TLV|4DUR|7LIT|9RPLT|aRCR
110	44447 11631	4	   	268.27	DCR|4VULN|2DUR|1TLV|1CDMG	1MBVNT|25DUR|3568VULN|4DMSP|5BPWR|7RCR|9TLV|aCDMG
111	44482 11631	4	   	268.17	DCR|4VULN|2DUR|1TLV|1CDMG	1MBVNT|25DUR|3468VULN|7RCR|9TLV|aCDMG
112	44468 31414	5	   	268.03	DCR|4VULN|2DUR|1TLV|1CDMG|1SELL	1MBVNT|26DUR|3569VULN|4SELL|6BPWR|7RCR|8CDMG|aTLV
113	47418 31414	5	   	268.03	DCR|4VULN|2DUR|1TLV|1CDMG|1SELL	1MBVNT|2SELL|36DUR|4569VULN|6BPWR|7RCR|8CDMG|aTLV
114	43454 25443	5	   	267.96	DCR|3VULN|2DMG|3CDMG|1ASPD	1MBVNT|29aCDMG|34aVULN|5LIT|6RCR|7ASPD|8aDMG|aBPWR
115	12262 15334	5	   	267.88	DCR|5VULN|1TLV|1DUR	1MLV|2569aVULN|3TLV|4DUR|7RCR|8LIT
116	21334 32325	6	   	267.25	DCR|2VULN|3DMG|1DUR|2LIT|1CDMG|1ASPD	1DUR|259DMG|3ASPD|4ZMB|69LIT|7CDMG|89VULN|9BPWR|aRCR
117	21111 52412	6	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	18DUR|28DMG|3RPLT|4DMSP|568VULN|7RCR|8BPWR|9CGEN|aCDMG
118	21111 52432	6	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	18DUR|28DMG|3RPLT|4DMSP|568VULN|7RCR|8BPWR|9MLV|aCDMG
119	21161 52412	6	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	18DUR|28DMG|34RPLT|568VULN|7RCR|8BPWR|9CGEN|aCDMG
120	21161 52432	6	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	18DUR|28DMG|34RPLT|568VULN|7RCR|8BPWR|9MLV|aCDMG
121	51161 22412	5	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	158VULN|28DMG|34RPLT|68DUR|7RCR|8BPWR|9CGEN|aCDMG
122	51161 22432	5	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	158VULN|28DMG|34RPLT|68DUR|7RCR|8BPWR|9MLV|aCDMG
123	51442 14338	10	   	267.17	DCR|3VULN|2DMG|2CDMG|1TLV	168VULN|28DMG|3MBVNT|4LHND|5LIT|78CDMG|8BPWR|9RCR|aTLV
124	55125 32323	1	 * 	267.12	DCR|4VULN|2ASPD|2LIT|1CDMG|1AART	1349VULN|29LIT|5LWND|6RCR|7CDMG|89ASPD|9BPWR|aAART
125	55125 33223	1	   	266.84	DCR|4VULN|2DUR|1DMG	134aVULN|2LIT|5aLWND|6RCR|7DMG|8DUST|9aDUR|aBPWR
126	21128 16134	2	   	266.81	DCR|3VULN|3DUR|2DMG	167DUR|28DMG|38BEXP|4MBVNT|568VULN|68BPWR|9LWND|aRCR
127	21438 18114	3	   	266.81	DCR|3VULN|3DUR|2DMG	167DUR|28DMG|3MBVNT|48FEWX|568VULN|68BPWR|9CGEN|aRCR
128	21438 18134	3	   	266.81	DCR|3VULN|3DUR|2DMG	167DUR|28DMG|3MBVNT|48FEWX|568VULN|68BPWR|9LWND|aRCR
129	21632 11525	2	   	266.81	DCR|3VULN|3DUR|2DMG	157DUR|28DMG|3ZMB|48LHND|689VULN|8BPWR|aRCR
130	21227 16148	2	   	266.71	DCR|3VULN|3DUR|2DMG	167DUR|28DMG|38LHND|4MBVNT|568VULN|68BPWR|9BBNT|aRCR
131	22152 31126	2	   	266.71	DCR|3VULN|3DUR|2DMG	135DUR|23LHND|3BPWR|46aVULN|79DMG|8RCR
132	24152 31126	1	   	266.71	DCR|3VULN|3DUR|2DMG	135DUR|23LHND|3BPWR|46aVULN|79DMG|8RCR
133	51562 22122	5	   	266.71	DCR|3VULN|3DMG|2LIT|1CDMG	169VULN|259DMG|3LEGI|45LIT|59BPWR|7CDMG|89DUST|aRCR
134	22252 31126	2	   	266.61	DCR|3VULN|3DUR|2DMG	135DUR|2LHND|46aVULN|79DMG|8RCR
135	24252 31126	1	   	266.61	DCR|3VULN|3DUR|2DMG	135DUR|2LHND|46aVULN|79DMG|8RCR
136	21628 16134	3	   	266.61	DCR|3VULN|3DUR|2DMG	167DUR|28DMG|38DUST|4MBVNT|568VULN|68BPWR|9LWND|aRCR
137	51442 14426	7	   	266.57	DCR|3VULN|3DMG|2CDMG	169VULN|289DMG|3MBVNT|4LHND|5LIT|79CDMG|9BPWR|aRCR
138	51262 11241	5	   	265.83	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG|1ASPD	156VULN|2DMG|39TLV|4DUR|7RCR|8ASPD|aCDMG
139	44142 71213	7	   	265.71	DCR|2VULN|3DUR|2DMG|1TLV|1AART	1MBVNT|248DUR|3BEXP|58VULN|6AART|78DMG|8BPWR|9RCR|aTLV
140	51262 11123	5	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	156VULN|2DMG|3TLV|4aDUR|7RCR|8RPLT|9CDMG
141	44147 31213	2	   	265.61	DCR|2VULN|3DUR|2DMG|1TLV|1AART	1MBVNT|238DUR|38BPWR|4DUST|58DMG|6AART|78VULN|9RCR|aTLV
142	51262 35311	6	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	159VULN|2DMG|3TLV|48DUR|6ERES|7RCR|aCDMG
143	23252 41113	3	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2MLV|3TLV|46aVULN|6BPWR|7DMG|8RCR|9CGEN
144	23252 41143	3	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2MLV|3TLV|469VULN|6BPWR|7DMG|8RCR|aBEXP
145	23252 45123	3	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2MLV|3TLV|46aVULN|6BPWR|7ZMB|8RCR|9DMG
146	23262 41113	4	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	146DUR|2MLV|3TLV|56aVULN|6BPWR|7DMG|8RCR|9CGEN
147	23262 41143	4	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	146DUR|2MLV|3TLV|569VULN|6BPWR|7DMG|8RCR|aBEXP
148	23262 45123	4	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	146DUR|2MLV|3TLV|56aVULN|6BPWR|7ZMB|8RCR|9DMG
149	23552 41113	2	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2MLV|3TLV|46aVULN|6BPWR|7DMG|8RCR|9CGEN
150	53262 41113	4	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	16aVULN|2MLV|3TLV|456DUR|6BPWR|7DMG|8RCR|9CGEN
151	44482 48443	10	   	265.36	DCR|3VULN|3DMG|1DUR|1ASPD	1MBVNT|2DUR|345VULN|6ASPD|79aDMG|8RCR
152	23252 41141	3	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2MLV|3TLV|469VULN|6BPWR|7DMG|8RCR|aDUST
153	23262 41141	4	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	146DUR|2MLV|3TLV|569VULN|6BPWR|7DMG|8RCR|aDUST
154	24252 41113	3	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2ERES|3TLV|46aVULN|6BPWR|7DMG|8RCR|9CGEN
155	53262 42323	5	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156VULN|2MLV|3TLV|468DUR|6BPWR|7BBNT|9RCR|aDMG
156	53262 43223	5	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156VULN|2MLV|3TLV|467DUR|6BPWR|8TBNT|9RCR|aDMG
157	44487 11123	4	   	265.25	DCR|4VULN|3DUR|1CDMG	1MBVNT|25aDUR|3456VULN|5BPWR|7RCR|8RPLT|9CDMG
158	21262 11633	5	   	265.17	DCR|3VULN|3DUR|1DMG|1TLV	147DUR|2DMG|3TLV|5LEGI|69aVULN|8RCR
159	43423 88344	7	   	265.15	DCR|4VULN|2DMG|2CDMG	1MBVNT|29CDMG|389aVULN|4DUST|5ZMB|69DMG|7RCR|9BPWR
160	44142 71216	7	 * 	265.12	DCR|2VULN|3DMG|3DUR|1AART	1MBVNT|248DUR|3BEXP|58VULN|6AART|78aDMG|8BPWR|9RCR
161	44177 31224	3	   	265.12	DCR|2VULN|3DMG|3DUR|1AART	1MBVNT|28aDUR|3BEXP|458DMG|6AART|78VULN|8BPWR|9RCR
162	44147 31216	2	   	265.02	DCR|2VULN|3DMG|3DUR|1AART	1MBVNT|238DUR|38BPWR|4DUST|58aDMG|6AART|78VULN|9RCR
163	21266 32215	5	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	14DUR|29DMG|3TLV|5LIT|69VULN|7CDMG|89CGEN|9BPWR|aRCR
164	21266 12315	6	   	264.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	14DUR|29DMG|3TLV|5LIT|69ERES|7CDMG|89VULN|9BPWR|aRCR
165	48282 11214	5	 * 	264.64	DCR|5VULN|2ASPD|1TLV	1MBVNT|2aCGEN|3TLV|4569aVULN|7RCR|8aASPD|aBPWR
166	21111 52442	6	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|28DMG|3RPLT|4DMSP|568VULN|7RCR|8BPWR|9RCVC|aASPD
167	43423 88443	8	   	264.41	DCR|3VULN|3DMG|3CDMG	1MBVNT|289CDMG|389VULN|4DUST|5ZMB|689DMG|7RCR|89BPWR|aBEXP
