0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63416 12221	10	 * 	295.76	DCR|5VULN|2DMG|2DUR	1RCVC|2369aVULN|4CGEN|5aDUR|7RCR|8aDMG|aBPWR
28	26432 21334	9	   	279.20	DCR|4VULN|2DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR|aZMB
29	26432 21336	10	   	279.20	DCR|4VULN|2DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR|aLHND
30	21222 21315	9	   	279.10	DCR|4VULN|2DUR|2TLV|1ASPD|1AART	1aTLV|267aVULN|3ASPD|4DUST|5AART|8RCR|9aDUR|aBPWR
31	26432 21332	10	   	279.10	DCR|4VULN|2DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR|aDUST
32	26432 21333	9	   	279.10	DCR|4VULN|2DUR|2TLV|1ASPD|1NUKE|1AART	19TLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR|aNUKE
33	26432 21334	10	   	279.10	DCR|4VULN|2DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR|aLEGI
34	26432 21335	9	   	279.10	DCR|4VULN|2DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR|aERES
35	26432 21336	9	 * 	279.10	DCR|4VULN|2DUR|3TLV|1ASPD|1AART	19aTLV|2ASPD|3679VULN|49DUR|5AART|8RCR|9BPWR
36	43423 21331	9	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aLWND
37	43423 21331	10	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aFEWX
38	43423 21332	9	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aRMIN
39	43423 21332	10	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aRMIN
40	43423 21333	10	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aRCVC
41	43423 21333	9	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aZMB
42	43423 21335	10	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69aMLV|8RCR
43	43423 21336	9	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aLHND
44	43423 21336	10	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aLWND
45	43423 25331	9	   	279.00	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|35aVULN|459DMG|59BPWR|679MLV|8RCR
46	43423 21334	9	   	278.90	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aBBNT
47	43423 21334	10	   	278.90	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aLEGI
48	43423 21335	9	   	278.90	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|357VULN|459DMG|59BPWR|69MLV|8RCR|aDUST
49	43663 11332	9	   	278.70	DCR|3VULN|3DMG|2DUR|1AART	19DUR|2AART|359DMG|45DUST|59BPWR|6ERES|789VULN|aRCR
50	43423 31214	6	   	278.46	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1DUR|2AART|357VULN|45DMG|5BPWR|6CDMG|8TLV|9ZMB|aRCR
51	24621 21332	10	   	276.97	DCR|5VULN|2TLV|1DMG|1AART	19TLV|2AART|3DMG|49BEXP|5679aVULN|8RCR|9BPWR
52	24641 21332	10	   	276.97	DCR|5VULN|2TLV|1DMG|1AART	19TLV|2AART|3DMG|49FEWX|5679aVULN|8RCR|9BPWR
53	43355 21331	9	   	276.47	DCR|3VULN|3DUR|2DMG|1AART	159DUR|2AART|3CGEN|4RCVC|69DMG|79aVULN|8RCR|9BPWR
54	43365 21331	9	   	276.47	DCR|3VULN|3DUR|2DMG|1AART	159DUR|2AART|3CGEN|4DMSP|69DMG|79aVULN|8RCR|9BPWR
55	43423 24331	9	   	276.32	DCR|2VULN|3DMG|3DUR|1ASPD|1AART	179DUR|2AART|35VULN|459DMG|59BPWR|69MLV|8RCR|aASPD
56	21232 21331	10	 * 	276.29	DCR|3VULN|3ASPD|2DUR|2TLV|1AART	19TLV|267VULN|39aASPD|49DUR|5AART|8RCR|9BPWR
57	43274 34347	5	   	276.27	DCR|3VULN|3DUR|2DMG|1AART	179DUR|2AART|3MBVNT|4aDMG|59aVULN|6RCR|89aERES|9aBPWR
58	43423 14331	9	   	276.12	DCR|2VULN|3DMG|3DUR|1ASPD|1AART	179DUR|2AART|35VULN|459DMG|59BPWR|69ERES|8RCR|aASPD
59	43653 11332	10	   	276.07	DCR|4VULN|2DUR|1DMG|2AART	19DUR|24AART|3DMG|59MLV|679aVULN|8RCR|9BPWR
60	62133 12221	10	   	276.02	DCR|4VULN|2DMG|2DUR	1RCVC|2aDUR|35ERES|469aVULN|7RCR|8aDMG|aBPWR
61	63143 12221	10	   	276.02	DCR|4VULN|2DMG|2DUR	1RCVC|269aVULN|35ERES|4aDUR|7RCR|8aDMG|aBPWR
62	21232 21335	10	   	275.08	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aLIT
63	63331 54132	10	   	275.01	DCR|4VULN|2DMG|2TLV|1AART	1RCVC|259aVULN|3LHND|4AART|69TLV|7RCR|89DMG|9BPWR
64	26236 11333	1	   	274.94	DCR|3VULN|3ASPD|2DUR|2TLV	1aTLV|25aASPD|345VULN|5aBPWR|6LIT|7aDUR|8LEGI|9RCR
65	26236 11333	2	   	274.94	DCR|3VULN|3ASPD|2DUR|2TLV	1aTLV|25aASPD|345VULN|5aBPWR|6LIT|7aDUR|8LEGI|9RCR
66	26436 11333	3	   	274.94	DCR|3VULN|3ASPD|2DUR|2TLV	1aTLV|25aASPD|345VULN|5aBPWR|6LIT|7aDUR|8LEGI|9RCR
67	23262 21333	10	   	274.83	DCR|4VULN|2ASPD|2TLV|1DUR|1AART	19TLV|2FEWX|39ASPD|4679VULN|5AART|8RCR|9BPWR|aDUR
68	25262 21333	10	   	274.83	DCR|4VULN|2ASPD|2TLV|1DUR|1AART	19TLV|2BEXP|39ASPD|4679VULN|5AART|8RCR|9BPWR|aDUR
69	21232 21356	9	   	274.35	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1TLV|267aVULN|3ASPD|4DUR|5AART|8RCR|9CDMG
70	63422 33151	10	   	273.66	DCR|4VULN|2DMG|2TLV	1RCVC|2378VULN|47TLV|5DMSP|67DMG|7BPWR|9LIT|aRCR
71	63123 16121	9	   	273.56	DCR|4VULN|2DMG|2TLV	1RCVC|2678VULN|3ERES|47DMG|57TLV|7BPWR|9LIT|aRCR
72	63233 12241	10	   	273.55	DCR|3VULN|2DMG|2DUR|2TLV	1RCVC|26aVULN|39DUR|4DMSP|5aTLV|7RCR|8aDMG|aBPWR
73	21236 53331	3	 * 	273.47	DCR|4VULN|2ASPD|1DMG|1TLV	1TLV|2457VULN|35ASPD|5BPWR|6DMG|8CGEN|9LIT|aRCR
74	26236 53331	1	   	273.47	DCR|4VULN|2ASPD|1DMG|1TLV	1TLV|25ASPD|3457VULN|5BPWR|6DMG|8CGEN|9LIT|aRCR
75	26236 53331	2	   	273.47	DCR|4VULN|2ASPD|1DMG|1TLV	1TLV|25ASPD|3457VULN|5BPWR|6DMG|8CGEN|9LIT|aRCR
76	14532 22121	7	 * 	273.45	DCR|3VULN|2DMG|3ASPD|3LIT	149LIT|2LEGI|3aDMG|5RPLT|69aASPD|7RCR|89aVULN|9aBPWR
77	14532 22421	8	   	273.45	DCR|3VULN|2DMG|3ASPD|3LIT	149LIT|2LEGI|3aDMG|5RPLT|69aASPD|7RCR|89aVULN|9aBPWR
78	21236 53131	3	   	273.37	DCR|4VULN|2ASPD|1DMG|1TLV	1TLV|2457VULN|35ASPD|5BPWR|6DMG|8ERES|9LIT|aRCR
79	26236 53131	2	   	273.37	DCR|4VULN|2ASPD|1DMG|1TLV	1TLV|25ASPD|3457VULN|5BPWR|6DMG|8ERES|9LIT|aRCR
80	26236 53131	1	   	273.37	DCR|4VULN|2ASPD|1DMG|1TLV	1TLV|25ASPD|3457VULN|5BPWR|6DMG|8ERES|9LIT|aRCR
81	43423 21116	10	   	272.58	DCR|3VULN|2DMG|2AART|1TLV|1DUR	1DUR|28AART|357VULN|45DMG|5BPWR|6MLV|9TLV|aRCR
82	43224 52126	7	   	272.56	DCR|4VULN|3DUR|1ASPD|1AART	17aDUR|2AART|3MBVNT|4ASPD|578aVULN|67aCGEN|7aBPWR|9RCR
83	43224 52326	8	   	272.56	DCR|4VULN|3DUR|1ASPD|1AART	17aDUR|2AART|3MBVNT|4ASPD|578aVULN|67aCGEN|7aBPWR|9RCR
84	43224 35346	5	   	272.26	DCR|4VULN|3DUR|1ASPD|1AART	19aDUR|2AART|3MBVNT|4ASPD|579aVULN|6RCR|89aERES|9aBPWR
85	21126 13634	7	   	271.66	DCR|4VULN|3DUR|2TLV	17TLV|279aVULN|3DUST|4BEXP|567DUR|7BPWR|8RCR
86	43248 23154	4	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	1aDUR|2AART|3MBVNT|4LIT|59aVULN|6aDMG|7BELT|8RCR|aBPWR
87	42224 32133	2	   	271.22	DCR|3VULN|3ASPD|2DUR|1TLV	1aDUR|2BEXP|35aVULN|4LIT|6TLV|78aASPD|9RCR|aBPWR
88	42224 32133	1	   	271.22	DCR|3VULN|3ASPD|2DUR|1TLV	1aDUR|2BEXP|35aVULN|4LIT|6TLV|78aASPD|9RCR|aBPWR
89	43423 21312	10	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9RCVC
90	43423 21313	8	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9BEXP
91	43423 21322	8	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9ZMB
92	43423 21323	9	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9BEXP
93	43423 21323	10	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9BEXP
94	43423 21333	8	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9RPLT
95	43423 21343	10	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9LHND
96	43423 21343	8	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9FEWX
97	43423 21343	9	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9LHND
98	43423 21362	8	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1DUR|2AART|357aVULN|45DMG|5BPWR|6MLV|8RCR|9CGEN
99	31612 33345	8	 * 	270.93	ACR|3VULN|3DMG|3DUR|1ASPD|1AART	1RCR|27aVULN|37aDUR|4ASPD|5ERES|67aDMG|7aBPWR|8RMIN|9AART
100	31113 13653	8	 * 	270.60	ACR|4VULN|3DUR|3ASPD|1DMG	1RCR|2789VULN|389BEXP|478ASPD|567DUR|789BPWR|aDMG
101	13164 22121	7	   	270.43	DCR|3VULN|3DUR|2ASPD|3LIT	159LIT|29aDUR|3RPLT|4ZMB|6aASPD|7RCR|89aVULN|9aBPWR
102	13164 22421	8	   	270.43	DCR|3VULN|3DUR|2ASPD|3LIT	159LIT|29aDUR|3RPLT|4ZMB|6aASPD|7RCR|89aVULN|9aBPWR
103	31113 13634	8	 * 	270.08	ACR|5VULN|3DUR|3ASPD	1RCR|2789aVULN|38aBEXP|478ASPD|567DUR|78aBPWR
104	31113 13636	8	   	269.98	ACR|5VULN|3DUR|3ASPD	1RCR|2789aVULN|38BEXP|478ASPD|567DUR|78BPWR
105	21315 43433	4	   	269.85	DCR|4VULN|2DMG|1TLV	1TLV|269aVULN|3LIT|4ZMB|56DMG|6BPWR|7CGEN|8RCR
106	62433 12124	10	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	1RCVC|2aDUR|36aVULN|4DMSP|5TLV|7RCR|8BEXP|9aDMG|aBPWR
107	63233 12124	10	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	1RCVC|26aVULN|3aDUR|4DMSP|5TLV|7RCR|8BEXP|9aDMG|aBPWR
108	26432 24333	9	   	269.79	DCR|3VULN|3DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|369VULN|479DUR|5AART|8RCR|9BPWR|aBELT
109	26432 14331	9	   	269.79	DCR|3VULN|3DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|39aVULN|479DUR|5AART|6RCVC|8RCR|9BPWR
110	26432 14333	10	   	269.79	DCR|3VULN|3DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|39aVULN|479DUR|5AART|6RCVC|8RCR|9BPWR
111	43423 21622	5	   	269.77	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	1DUR|2AART|35aVULN|45DMG|5BPWR|67ASPD|8RCR|9RMIN
112	24621 21313	10	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1TLV|2AART|3DMG|4BEXP|567aVULN|8RCR|9DUR
113	22234 25426	6	   	269.69	DCR|3VULN|3DUR|2TLV|1ASPD|1AART	1aTLV|2MBVNT|3ASPD|48aDUR|5AART|67aVULN|9RCR|aBPWR
114	26432 24331	10	 * 	269.69	DCR|3VULN|3DUR|3TLV|1ASPD|1AART	19aTLV|2ASPD|369VULN|479DUR|5AART|8RCR|9BPWR
115	26432 24332	9	   	269.69	DCR|3VULN|3DUR|2TLV|1ASPD|1AART	19TLV|2ASPD|369VULN|479DUR|5AART|8RCR|9BPWR|aDUST
116	21236 11332	3	   	269.56	DCR|4VULN|2ASPD|1TLV|1DUR	1TLV|245aVULN|35ASPD|5BPWR|6LIT|7DUR|8LEGI|9RCR
117	26236 11332	1	   	269.56	DCR|4VULN|2ASPD|1TLV|1DUR	1TLV|25ASPD|345aVULN|5BPWR|6LIT|7DUR|8LEGI|9RCR
118	26236 11332	2	   	269.56	DCR|4VULN|2ASPD|1TLV|1DUR	1TLV|25ASPD|345aVULN|5BPWR|6LIT|7DUR|8LEGI|9RCR
119	26436 11332	3	   	269.56	DCR|4VULN|2ASPD|1TLV|1DUR	1TLV|25ASPD|345aVULN|5BPWR|6LIT|7DUR|8LEGI|9RCR
120	43211 48724	10	 * 	269.43	DCR|2VULN|3DUR|2DMG|2CDMG|1AART	148DUR|2AART|3MBVNT|4aBPWR|5aVULN|6aDMG|7aCDMG|9RCR
121	43211 27126	8	 * 	269.43	DCR|2VULN|3DUR|2DMG|2TLV|1AART	14aDUR|2AART|3MBVNT|4aBPWR|56VULN|7aTLV|8aDMG|9RCR
122	43216 14126	4	   	269.43	DCR|2VULN|3DUR|2DMG|2TLV|1AART	14aDUR|2AART|3MBVNT|4aBPWR|56DMG|7aVULN|8aTLV|9RCR
123	62335 31632	9	 * 	269.09	DCR|3VULN|3DUR|1DMG|2CDMG	1RCVC|246DUR|34CDMG|4BPWR|58aVULN|7RCR|9DMG
124	24612 14311	10	 * 	268.52	DCR|3VULN|2DMG|3TLV|1DUR|1AART	14aTLV|2AART|3aDMG|5MLV|6DUR|7RCR|89aVULN|aBPWR
125	63422 63133	10	 * 	268.45	DCR|5VULN|2ASPD|2TLV	1RCVC|23789VULN|47TLV|5DMSP|67ASPD|7BPWR|aRCR
126	24621 21331	10	   	268.43	DCR|4VULN|2TLV|1DMG|1ASPD|1AART	19TLV|2AART|3DMG|49BEXP|5679VULN|8RCR|9BPWR|aASPD
127	24641 21331	10	   	268.43	DCR|4VULN|2TLV|1DMG|1ASPD|1AART	19TLV|2AART|3DMG|49FEWX|5679VULN|8RCR|9BPWR|aASPD
128	43423 25331	10	   	268.34	DCR|2VULN|3DMG|2DUR|1TLV|1AART	19DUR|2AART|35VULN|459DMG|59BPWR|679MLV|8RCR|aTLV
129	43643 11332	10	   	268.30	DCR|4VULN|2DUR|1DMG|1AART	19DUR|2AART|3DMG|4RCVC|59MLV|679aVULN|8RCR|9BPWR
130	21236 55212	3	   	268.30	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	1TLV|245VULN|359ASPD|5BPWR|6DMG|7DUR|8RPLT|aRCR
131	43274 52123	7	   	268.20	DCR|4VULN|2DUR|1DMG|1AART	17DUR|2AART|3MBVNT|4DMG|578aVULN|67CGEN|7BPWR|9RCR
132	43274 52323	8	   	268.20	DCR|4VULN|2DUR|1DMG|1AART	17DUR|2AART|3MBVNT|4DMG|578aVULN|67CGEN|7BPWR|9RCR
133	23262 21331	10	 * 	268.10	DCR|4VULN|3ASPD|2TLV|1AART	19TLV|2FEWX|39aASPD|4679VULN|5AART|8RCR|9BPWR
134	25262 21331	10	   	268.10	DCR|4VULN|3ASPD|2TLV|1AART	19TLV|2BEXP|39aASPD|4679VULN|5AART|8RCR|9BPWR
135	43274 35343	5	   	268.00	DCR|4VULN|2DUR|1DMG|1AART	19DUR|2AART|3MBVNT|4DMG|579aVULN|6RCR|89ERES|9BPWR
136	43423 34133	6	   	267.21	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	1DUR|2AART|35VULN|458DMG|5BPWR|6CDMG|7TLV|9FEWX|aRCR
137	43423 35133	7	   	267.21	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	1DUR|2AART|35VULN|458DMG|5BPWR|6CDMG|7TLV|9FEWX|aRCR
138	21315 42631	4	   	267.17	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|269VULN|3LIT|4ZMB|56DMG|6BPWR|8RCR|aDUR
139	11365 13534	10	   	267.15	DCR|4VULN|2DMG|1CDMG	1LIT|2BELT|35DMG|456aVULN|5BPWR|7MBVNT|8RCR|9CDMG
140	26433 33313	8	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	17TLV|2ASPD|37aVULN|49DUR|5DMG|67BEXP|7BPWR|8RCR
141	26433 33343	9	   	266.96	DCR|3VULN|2DUR|2TLV|1DMG|1ASPD	17TLV|2ASPD|37aVULN|49DUR|5DMG|67BEXP|7BPWR|8RCR
142	21511 13132	10	   	266.94	DCR|4VULN|2DUR|2TLV	1aTLV|245aVULN|35CGEN|5aBPWR|6RCVC|7LIT|8RCR|9aDUR
143	21511 43132	10	   	266.94	DCR|4VULN|2DUR|2TLV	1aTLV|245aVULN|356CGEN|5aBPWR|7LIT|8RCR|9aDUR
144	23262 21335	10	   	266.88	DCR|4VULN|2ASPD|2TLV|1AART	19TLV|2FEWX|39ASPD|4679VULN|5AART|8RCR|9BPWR|aLIT
145	25262 21335	10	   	266.88	DCR|4VULN|2ASPD|2TLV|1AART	19TLV|2BEXP|39ASPD|4679VULN|5AART|8RCR|9BPWR|aLIT
146	13532 22124	7	   	266.86	DCR|3VULN|2DUR|3LIT|1DMG|1ASPD	149LIT|29DUR|3DMG|5RPLT|6ASPD|7RCR|89aVULN|9BPWR
147	13532 22424	8	   	266.86	DCR|3VULN|2DUR|3LIT|1DMG|1ASPD	149LIT|29DUR|3DMG|5RPLT|6ASPD|7RCR|89aVULN|9BPWR
148	21232 21331	9	   	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aBELT
149	21232 21332	9	   	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aFEWX
150	21232 21333	10	   	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aRCVC
151	21232 21334	9	   	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aZMB
152	21232 21336	10	   	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aLHND
153	26432 11331	10	   	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|2aASPD|379VULN|49DUR|5AART|6RCVC|8RCR|9BPWR
154	13525 11343	7	   	266.74	DCR|4VULN|2DUR|1DMG	1LIT|27DUR|3DMG|469aVULN|5LHND|8RCR
155	31563 32334	8	 * 	266.74	ACR|4VULN|3ASPD|2DUR|2CDMG|1AART	1RCR|259aVULN|358ASPD|4AART|59BPWR|69CDMG|79DUR
156	31113 13623	10	   	266.69	ACR|4VULN|3DUR|3ASPD|1TLV	1RCR|278aVULN|38BEXP|478ASPD|567DUR|78BPWR|9TLV
157	21232 21332	10	   	266.67	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aDUST
158	21232 21333	9	   	266.67	DCR|3VULN|2DUR|2ASPD|2TLV|1NUKE|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aNUKE
159	21232 21334	10	   	266.67	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aLEGI
160	21232 21335	9	   	266.67	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	19TLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR|aERES
161	21232 21336	9	 * 	266.67	DCR|3VULN|2DUR|2ASPD|3TLV|1AART	19aTLV|267VULN|39ASPD|49DUR|5AART|8RCR|9BPWR
162	26422 21315	9	   	266.67	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	1aTLV|2aASPD|367VULN|4DUST|5AART|8RCR|9aDUR|aBPWR
163	62236 41211	3	   	266.67	DCR|3VULN|3DUR|2DMG|1SELL	1RCVC|235DUR|45aVULN|5aBPWR|6RCR|7aDMG|8SELL|9aLWND
164	62236 41231	3	   	266.67	DCR|3VULN|3DUR|2DMG|1SELL	1RCVC|235DUR|45aVULN|5aBPWR|6RCR|7aDMG|8SELL|9aFEWX
