0	Index      	 *	Score 	Summary	Detail	
1	66312 62222	 * 	222.76	1SPLARM|2VULN|1MDPS|2ASPD|1AART|1DMG|2ZMB	19VULN|2SPLARM|39ZMB|4MSLFST|5AART|6DMG|7DMSP|89ASPD|9BPWR|aMDPS
54	13263 16151	   	201.11	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1AELBLL|24VULN|35AART|6DMG|7RCR|8ZMB|9RCVC|aDUR
55	13213 16161	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1AELBLL|29VULN|35AART|4DMSP|6DMG|7RCR|8ZMB|aDUR
56	13263 16112	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1AELBLL|24VULN|35AART|6DMG|7RCR|8ZMB|9MLV|aDUR
57	13263 16125	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1AELBLL|24VULN|35AART|6DMG|7RCR|8ZMB|9LHND|aDUR
58	13263 16411	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1AELBLL|24VULN|35AART|6DMG|7RCR|8DUR|9BELT|aZMB
59	61213 16161	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	19VULN|24DMSP|35AART|6DMG|7RCR|8ZMB|aDUR
60	61263 16112	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	14VULN|2DMSP|35AART|6DMG|7RCR|8ZMB|9MLV|aDUR
61	13333 56343	 * 	200.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AELBLL|2VULN|3ASPD|4DUR|5ZMB|6DMG|7RCR|8RMIN|9AART|aCDMG
62	56232 42232	   	200.00	ACR|3VULN|2AART|2DMG|1DUR	1BELT|25AART|378VULN|4RCR|68DMG|8BPWR|9RCVC|aDUR
63	53232 41422	   	199.78	DCR|2VULN|2AART|1ASPD|1DMG	1BELT|2BEXP|39VULN|45AART|6DMG|7CGEN|8RCR|aASPD
64	52232 41422	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG	1BELT|2DUST|39VULN|45AART|6DMG|7CGEN|8RCR|aASPD
65	13263 16324	   	199.63	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MULFIG|aRCVC
66	13213 16256	   	199.55	DCR|3VULN|2AART|1DMG	1AELBLL|29aVULN|35AART|4DMSP|6DMG|7RCR|8LWND
67	13263 16226	   	199.55	DCR|3VULN|2AART|1DMG	1AELBLL|24aVULN|35AART|6DMG|7RCR|89LWND
68	13263 16251	   	199.55	DCR|3VULN|2AART|1DMG	1AELBLL|249VULN|35AART|6DMG|7RCR|8LWND|aFEWX
69	13263 16252	   	199.45	DCR|3VULN|2AART|1DMG	1AELBLL|249VULN|35AART|6DMG|7RCR|8LWND|aTLV
70	13263 16253	   	199.45	DCR|3VULN|2AART|1DMG	1AELBLL|249VULN|35AART|6DMG|7RCR|8LWND|aERES
71	13213 16316	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|2aVULN|35AART|4DMSP|68DMG|7RCR|9LWND
72	13213 16346	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|2aVULN|35AART|4DMSP|68DMG|7RCR|9BEXP
73	13263 16311	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9LWND|aFEWX
74	13263 16322	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MULFIG|aBEXP
75	13263 16323	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MULFIG|aRMIN
76	13263 16325	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MULFIG|aLIT
77	13263 16326	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MULFIG|aLWND
78	13263 16341	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9BEXP|aBELT
79	13263 16343	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9BEXP|aRPLT
80	13263 16351	   	199.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9BELT|aMLV
81	61213 16316	   	199.30	DCR|2VULN|2AART|2DMG	1aVULN|24DMSP|35AART|68DMG|7RCR|9LWND
82	61263 16311	   	199.30	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9LWND|aFEWX
83	61263 16322	   	199.30	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9MULFIG|aBEXP
84	61263 16323	   	199.30	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9MULFIG|aRMIN
85	13213 16336	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|2aVULN|35AART|4DMSP|68DMG|7RCR|9ERES
86	13213 16367	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|2aVULN|35AART|4DMSP|68DMG|7RCR|9MBVNT
87	13263 16312	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9LWND|aTLV
88	13263 16313	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9LWND|aERES
89	13263 16315	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9LWND|aAIRARM
90	13263 16321	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MULFIG|aERES
91	13263 16332	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9ERES|aLWND
92	13263 16333	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9ERES|aRPLT
93	13263 16361	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MBVNT|aBELT
94	13263 16364	   	199.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|68DMG|7RCR|9MBVNT|aLHND
95	61213 16336	   	199.20	DCR|2VULN|2AART|2DMG	1aVULN|24DMSP|35AART|68DMG|7RCR|9ERES
96	61263 16312	   	199.20	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9LWND|aTLV
97	61263 16313	   	199.20	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9LWND|aERES
98	61263 16321	   	199.20	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9MULFIG|aERES
99	61263 16332	   	199.20	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9ERES|aLWND
100	61263 16333	   	199.20	DCR|2VULN|2AART|2DMG	14VULN|2DMSP|35AART|68DMG|7RCR|9ERES|aRPLT
101	56232 42233	   	198.47	ACR|3VULN|2AART|2DMG|1AAC	1BELT|25AART|378VULN|4RCR|68DMG|8BPWR|9RCVC|aAAC
102	33365 22326	   	197.92	DCR|2AART|2ASPD|1VULN|1DMG|1DUR	1DUR|2LHND|3FEWX|46ASPD|57AART|8DMG|9VULN|aRCR
103	13261 62227	 * 	197.52	DCR|3VULN|1AART|1DMG|1CDMG	1AELBLL|24aVULN|3AART|5CDMG|6MBVNT|7DUST|8RCR|9DMG
104	13261 64714	   	197.23	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1AELBLL|248VULN|3AART|5CDMG|6MBVNT|7RCR|9DUR|aMDPS
105	13266 32822	 * 	197.22	DCR|4VULN|1AART|1ASPD	1AELBLL|2469VULN|3AART|5MBVNT|7LHND|8RCR|aASPD
106	22331 41333	 * 	197.14	DCR|3VULN|2DMG|1ASPD	1DUST|2FEWX|3ASPD|4CANARM|59DMG|68aVULN|7RCR
107	13266 33822	   	197.12	DCR|4VULN|1AART|1ASPD	1AELBLL|2469VULN|3AART|5MBVNT|7DUST|8RCR|aASPD
108	13333 56223	   	196.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AELBLL|2aVULN|3ASPD|4DUR|5ZMB|6DMG|7RCR|8FEWX|9CDMG
109	61333 56223	   	196.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2DMSP|3ASPD|4DUR|5ZMB|6DMG|7RCR|8FEWX|9CDMG
110	13333 56623	   	196.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AELBLL|2aVULN|3ASPD|4DUR|5ZMB|6DMG|7RCR|8MBVNT|9CDMG
111	33612 53133	   	196.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LHND|3LIT|4AART|5DMG|6CDMG|7ZMB|8ASPD|9RCR|aVULN
112	61342 23261	   	195.82	DCR|2VULN|2ASPD|2CDMG|1DMG	17VULN|2DMSP|37ASPD|4DMG|5CGEN|67CDMG|7BPWR|8aDUST|9RCR
113	53232 42332	   	195.78	DCR|2VULN|2AART|1ASPD|1DMG	1BELT|2BEXP|37VULN|45AART|6DMG|8FEWX|9ASPD|aRCR
114	51232 42532	   	195.68	DCR|2VULN|2AART|1ASPD|1DMG	1BELT|2FEWX|37VULN|45AART|6DMG|8DUST|9ASPD|aRCR
115	52232 42332	   	195.68	DCR|2VULN|2AART|1ASPD|1DMG	1BELT|2DUST|37VULN|45AART|6DMG|8FEWX|9ASPD|aRCR
116	13213 16262	   	195.61	DCR|2AART|2ASPD|1VULN|1DMG	1AELBLL|2VULN|35AART|4DMSP|6DMG|7RCR|8LWND|9aASPD
117	13213 16562	   	195.61	DCR|2AART|2ASPD|1VULN|1DMG	1AELBLL|2VULN|35AART|4DMSP|6DMG|7RCR|8FEWX|9aASPD
118	61213 16262	   	195.61	DCR|2AART|2ASPD|1VULN|1DMG	1VULN|24DMSP|35AART|6DMG|7RCR|8LWND|9aASPD
119	13261 64722	   	195.40	DCR|4VULN|1AART|1CDMG	1AELBLL|2489VULN|3AART|5CDMG|6MBVNT|7RCR|aLWND
120	13261 64723	   	195.40	DCR|4VULN|1AART|1CDMG	1AELBLL|2489VULN|3AART|5CDMG|6MBVNT|7RCR|aAME
121	13213 16165	   	195.38	DCR|2VULN|2AART|1DMG|1AAC|1ZMB	1AELBLL|29VULN|35AART|4DMSP|6DMG|7RCR|8ZMB|aAAC
122	13263 16114	   	195.38	DCR|2VULN|2AART|1DMG|1AAC|1ZMB	1AELBLL|24VULN|35AART|6DMG|7RCR|8ZMB|9MLV|aAAC
123	13263 16242	   	194.80	DCR|2VULN|2AART|1ASPD|1DMG|1AAC	1AELBLL|24VULN|35AART|6DMG|7RCR|8LWND|9AAC|aASPD
124	13211 66824	 * 	194.55	DCR|3VULN|1MDPS|1AART|2CDMG	17AELBLL|279VULN|3AART|4DMSP|57CDMG|6MBVNT|7BPWR|8RCR|aMDPS
125	34213 16336	 * 	194.40	DCR|2VULN|2DMG|3DUR|1CDMG	156DUR|2RMIN|35DMG|4RPLT|5BPWR|7RCR|8CDMG|9aVULN
126	56232 42332	 * 	194.31	ACR|2VULN|2AART|1MDPS|1ASPD|1DMG	1BELT|25AART|37VULN|4RCR|6DMG|8FEWX|9ASPD|aMDPS
127	31361 31462	 * 	193.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1DUR|2DMSP|3ASPD|4CGEN|5MDPS|6AART|7RCR|89VULN|aDMG
128	33315 21462	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2LHND|3FEWX|4ERES|5AART|6ASPD|7RCR|89VULN|aDMG
129	66214 21312	   	193.89	DCR|3VULN|1SPLARM|1AART|1DMG	157VULN|2SPLARM|3BEXP|4TSLFST|6DMG|8AART|9RCR|aLIT
130	66214 21313	   	193.89	DCR|3VULN|1SPLARM|1AART|1DMG	157VULN|2SPLARM|3BEXP|4TSLFST|6DMG|8AART|9RCR|aMLV
131	13266 32824	   	193.40	DCR|4VULN|1AART|1CDMG	1AELBLL|2469VULN|3AART|5MBVNT|7LHND|8RCR|aCDMG
132	13263 16423	   	193.36	DCR|2VULN|2AART|1DMG|1AAC|1DUR	1AELBLL|24VULN|35AART|6DMG|7RCR|8DUR|9LWND|aAAC
133	13263 16433	   	193.36	DCR|2VULN|2AART|1DMG|1AAC|1DUR	1AELBLL|24VULN|35AART|6DMG|7RCR|8DUR|9LHND|aAAC
134	13266 33824	   	193.30	DCR|4VULN|1AART|1CDMG	1AELBLL|2469VULN|3AART|5MBVNT|7DUST|8RCR|aCDMG
135	13263 11461	   	193.30	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|67DMG|8LWND|9LIT|aRCR
136	63355 21211	   	193.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2LHND|3FEWX|4aDMG|5AART|6ASPD|7RCR|8ZMB|9LIT
137	13263 11365	   	193.20	DCR|2VULN|2AART|2DMG	1AELBLL|24VULN|35AART|67DMG|8FEWX|9MBVNT|aRCR
138	62256 21211	   	193.14	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1VULN|2FEWX|3DUST|4aDMG|5AART|6ASPD|7RCR|8ZMB|9LIT
139	63355 21222	   	193.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2LHND|3FEWX|4aDMG|5AART|6ASPD|7RCR|8ZMB|9TLV
140	13342 23266	   	193.13	DCR|2DMG|2ASPD|1VULN|2CDMG	17AELBLL|2VULN|37ASPD|4aDMG|5CGEN|67CDMG|7BPWR|8DUST|9RCR
141	56216 22332	 * 	193.09	DCR|2MDPS|2VULN|2AART|1DMG	1BELT|28AART|39VULN|4aMDPS|5DUST|6RCR|7DMG
142	62256 21222	   	193.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2FEWX|3DUST|4aDMG|5AART|6ASPD|7RCR|8ZMB|9TLV
143	13213 16156	   	192.80	DCR|2VULN|2AART|1DMG|1ZMB	1AELBLL|2aVULN|35AART|4DMSP|6DMG|7RCR|8ZMB|9RCVC
144	13263 16152	   	192.80	DCR|2VULN|2AART|1DMG|1ZMB	1AELBLL|24VULN|35AART|6DMG|7RCR|8ZMB|9RCVC|aLWND
145	13263 16153	   	192.80	DCR|2VULN|2AART|1DMG|1ZMB	1AELBLL|24VULN|35AART|6DMG|7RCR|8ZMB|9RCVC|aRPLT
