0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12614 23223	8	 * 	284.63	DCR|4VULN|2DMG|2DUR	134BEXP|248aVULN|4aBPWR|5LIT|6aDMG|7aDUR|9RCR
20	12435 32241	8	   	276.51	DCR|3VULN|3DMG|1TLV|1CDMG	1BEXP|247VULN|345DMG|4BPWR|6CDMG|8LIT|9RCR|aTLV
21	12435 12242	8	   	275.76	DCR|4VULN|3DMG|2LIT|1SELL	1aBEXP|247aVULN|345DMG|4aBPWR|6SELL|8aLIT|9RCR
22	12433 21152	8	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|247VULN|34DMG|4BPWR|56DUR|8CDMG|9RCR|aLIT
23	12433 31341	9	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9CDMG
24	12433 31343	10	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9CDMG
25	12433 64121	9	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6CDMG|7LIT|9RCR
26	12433 64123	10	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6CDMG|7LIT|9RCR
27	12614 23323	8	   	275.22	DCR|3VULN|3DUR|2DMG	134BEXP|24aVULN|4aBPWR|5LIT|6aDMG|78aDUR|9RCR
28	12433 21214	9	   	275.02	DCR|3VULN|3DUR|2DMG	1BEXP|247VULN|34DMG|4BPWR|569DUR|8LIT|aRCR
29	62262 31334	8	   	275.02	DCR|3VULN|3DUR|2DMG|1NUKE	1NUKE|25aVULN|38aDUR|4LHND|6LIT|7RCR|9aDMG|aBPWR
30	12435 23133	9	   	274.49	DCR|4VULN|3DMG|1CDMG	1BEXP|249aVULN|345DMG|4BPWR|6ERES|7CDMG|8RCR
31	12435 23134	10	   	274.49	DCR|4VULN|3DMG|1CDMG	1BEXP|249aVULN|345DMG|4BPWR|6ERES|7CDMG|8RCR
32	52436 23133	9	   	274.49	DCR|4VULN|3DMG|1CDMG	1LWND|249aVULN|345DMG|4BPWR|6ERES|7CDMG|8RCR
33	12433 31153	7	   	274.46	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8ASPD|9TLV
34	12433 31533	9	   	274.46	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|9ASPD
35	12433 31212	7	 * 	273.92	DCR|3VULN|2DMG|2CDMG|1DUR|2LIT	1BEXP|24aVULN|34DMG|4aBPWR|5DUR|6aLIT|7RCR|8LHND|9aCDMG
36	53213 52333	7	 * 	273.57	DCR|4VULN|2ASPD|1DMG|1DUR	17LWND|2LIT|3457VULN|67ASPD|7BPWR|8DMG|9RCR|aDUR
37	33316 26316	1	 * 	273.35	DCR|3VULN|2DMG|2DUR|2CDMG	1LEGI|26aVULN|39DMG|4TBNT|5aDUR|7aCDMG|8RCR|aBPWR
38	12435 32242	8	 * 	273.32	DCR|3VULN|3DMG|2CDMG|2LIT	1aBEXP|247VULN|345DMG|4aBPWR|6aCDMG|8aLIT|9RCR
39	53213 42324	9	 * 	273.24	DCR|5VULN|2DMG	17LWND|2LIT|34578VULN|67DMG|7BPWR|9LHND|aRCR
40	12435 36132	6	   	273.17	DCR|3VULN|3DMG|2ASPD|1CDMG	1BEXP|24aVULN|345DMG|4BPWR|6CDMG|79ASPD|8RCR
41	53213 42334	9	   	273.14	DCR|5VULN|2DMG	17LWND|2LIT|34578VULN|67DMG|7BPWR|9DUST|aRCR
42	12433 31523	10	   	273.12	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|9AART
43	62235 35133	10	   	272.89	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aLIT
44	52436 33133	5	   	271.95	DCR|4VULN|3DMG|1ASPD	1LWND|246aVULN|345DMG|4BPWR|7CGEN|8ASPD|9RCR
45	12433 31164	7	 * 	271.95	DCR|2VULN|3DMG|2DUR|2ASPD	1aBEXP|24VULN|34aDMG|4aBPWR|59DUR|6LIT|7RCR|8aASPD
46	12433 31354	8	   	271.95	DCR|2VULN|3DMG|2DUR|2ASPD	1aBEXP|24VULN|34aDMG|4aBPWR|58DUR|6LIT|7RCR|9aASPD
47	12354 52132	4	   	271.66	DCR|5VULN|2DUR|1CDMG	18BEXP|2456aVULN|35DUR|5BPWR|7CDMG|9RCR
48	12433 12423	5	 * 	270.51	DCR|2VULN|3DMG|3DUR|2LIT	1aBEXP|24VULN|34aDMG|4aBPWR|567DUR|8aLIT|9RCR
49	12433 22423	6	   	270.51	DCR|2VULN|3DMG|3DUR|2LIT	1aBEXP|24VULN|34aDMG|4aBPWR|567DUR|8aLIT|9RCR
50	12433 31333	8	   	270.51	DCR|2VULN|3DMG|3DUR|2LIT	1aBEXP|24VULN|34aDMG|4aBPWR|589DUR|6aLIT|7RCR
51	53213 42133	7	   	269.95	DCR|4VULN|2DMG|1DUR	17LWND|2LIT|3457VULN|67DMG|7BPWR|8ZMB|9RCR|aDUR
52	53213 42133	8	   	269.95	DCR|4VULN|2DMG|1DUR	17LWND|2LIT|3457VULN|67DMG|7BPWR|8ZMB|9RCR|aDUR
53	62235 25321	7	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8TLV|9RCR|aZMB
54	62235 35321	7	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8TLV|9RCR|aZMB
55	62235 25322	7	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8TLV|9RCR|aBBNT
56	62235 35322	7	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8TLV|9RCR|aBBNT
57	53213 42152	7	   	269.35	DCR|4VULN|3DMG	17LWND|2LIT|3457VULN|679DMG|7BPWR|8ZMB|aRCR
58	53213 42152	8	   	269.35	DCR|4VULN|3DMG	17LWND|2LIT|3457VULN|679DMG|7BPWR|8ZMB|aRCR
59	53213 42342	7	   	269.35	DCR|4VULN|3DMG	17LWND|2LIT|3457VULN|678DMG|7BPWR|9RMIN|aRCR
60	53213 42362	7	   	269.35	DCR|4VULN|3DMG	17LWND|2LIT|3457VULN|678DMG|7BPWR|9CGEN|aRCR
61	62235 21431	5	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD|1NUKE	1NUKE|248aVULN|34DUR|4BPWR|5DMG|6RCR|7ERES|9ASPD
62	12433 31344	8	   	268.54	DCR|3VULN|2DMG|2DUR|2LIT	1aBEXP|24aVULN|34DMG|4aBPWR|58DUR|6aLIT|7RCR|9RMIN
63	12614 23123	8	   	268.54	DCR|3VULN|2DMG|2DUR|2LIT	134BEXP|24aVULN|4aBPWR|58LIT|6aDMG|7aDUR|9RCR
64	12443 31124	7	   	268.52	DCR|3VULN|2DMG|2ASPD|1DUR	1aBEXP|249VULN|3aDMG|5DUR|6LIT|7RCR|8aASPD|aBPWR
65	53216 51333	6	   	268.41	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2LIT|3467VULN|5TLV|8DMG|9RCR|aDUR
66	62262 31134	8	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT|1NUKE	1NUKE|25aVULN|3aDUR|4LHND|68LIT|7RCR|9aDMG|aBPWR
67	44214 31222	5	 * 	268.27	DCR|2VULN|3DUR|2DMG|2TLV	18CGEN|24TLV|348DUR|48BPWR|5aDMG|6LIT|78VULN|9RCR
68	12435 32623	8	   	268.20	DCR|3VULN|3DMG|1DUR|1CDMG	1BEXP|247VULN|345DMG|4BPWR|6CDMG|8RPLT|9RCR|aDUR
69	12614 23523	5	   	268.19	DCR|4VULN|2DUR|2ASPD	134BEXP|246aVULN|4aBPWR|5LIT|7aDUR|8aASPD|9RCR
70	62242 31124	7	   	267.99	DCR|4VULN|2DUR|2ASPD|1NUKE	1NUKE|249aVULN|3aDUR|5BEXP|6LIT|7RCR|8aASPD|aBPWR
71	62262 31124	7	   	267.99	DCR|4VULN|2DUR|2ASPD|1NUKE	1NUKE|259aVULN|3aDUR|4LHND|6LIT|7RCR|8aASPD|aBPWR
72	12435 12152	10	   	267.96	DCR|3VULN|3DMG|1DUR|1CDMG|1SELL	1BEXP|247VULN|345DMG|4BPWR|6SELL|8DUR|9CDMG|aRCR
73	12433 16323	5	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1BEXP|24VULN|34DMG|4BPWR|56DUR|7ASPD|8TLV|9RCR|aCDMG
74	12433 26323	7	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1BEXP|24VULN|34DMG|4BPWR|56DUR|7ASPD|8TLV|9RCR|aCDMG
75	12433 26323	6	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1BEXP|24VULN|34DMG|4BPWR|56DUR|7ASPD|8TLV|9RCR|aCDMG
76	12433 31141	9	   	267.41	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|5DUR|68LIT|7RCR|9CDMG
77	12433 31143	10	   	267.41	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|5DUR|68LIT|7RCR|9CDMG
78	62235 25223	7	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8RMIN|9RCR|aCDMG
79	62235 35223	7	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8RMIN|9RCR|aCDMG
80	12314 53261	2	   	267.15	DCR|4VULN|2DMG|1CDMG	1BEXP|2589VULN|35DMG|4TBNT|5BPWR|6RCR|7LIT|aCDMG
81	12433 21153	8	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|247VULN|34DMG|4BPWR|56DUR|8CDMG|9RCR|aCGEN
82	12433 21155	8	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|247VULN|34DMG|4BPWR|56DUR|8CDMG|9RCR|aRCVC
83	12433 21156	8	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|247VULN|34DMG|4BPWR|56DUR|8CDMG|9RCR|aLWND
84	12433 16326	5	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	1BEXP|24VULN|34DMG|4BPWR|56aDUR|7ASPD|8TLV|9RCR
85	12433 26326	7	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	1BEXP|24VULN|34DMG|4BPWR|56aDUR|7ASPD|8TLV|9RCR
86	12433 26326	6	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	1BEXP|24VULN|34DMG|4BPWR|56aDUR|7ASPD|8TLV|9RCR
87	12433 21151	8	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1BEXP|247VULN|34DMG|4BPWR|56DUR|8CDMG|9RCR|aERES
88	53213 52342	7	 * 	266.84	DCR|4VULN|3ASPD|1DMG	17LWND|2LIT|3457VULN|679ASPD|7BPWR|8DMG|aRCR
89	12334 22423	4	   	266.66	DCR|4VULN|3DUR|2LIT|1NUKE	1aBEXP|257aVULN|345DUR|5aBPWR|6NUKE|8aLIT|9RCR
90	62232 12423	5	   	266.66	DCR|4VULN|3DUR|2LIT|1NUKE	1NUKE|247aVULN|346DUR|4aBPWR|5aBEXP|8aLIT|9RCR
91	62232 22423	6	   	266.66	DCR|4VULN|3DUR|2LIT|1NUKE	1NUKE|247aVULN|346DUR|4aBPWR|5aBEXP|8aLIT|9RCR
92	62232 31343	9	   	266.66	DCR|4VULN|3DUR|2LIT|1NUKE	1NUKE|249aVULN|348DUR|4aBPWR|5aBEXP|6aLIT|7RCR
93	13243 15325	4	   	266.32	DCR|5VULN|2DUR	1aBEXP|2LIT|3689aVULN|4MBVNT|5aDUR|7RCR|aBPWR
94	13244 45325	4	   	266.32	DCR|5VULN|2DUR	1aBEXP|2LIT|3589aVULN|4MBVNT|6aDUR|7RCR|aBPWR
95	13222 14511	4	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2LIT|356aVULN|4CDMG|7RCR|8DUR|9DMG
96	62233 33434	7	 * 	265.46	ACR|4VULN|3DUR|2DMG|1NUKE	1NUKE|247aVULN|34aDUR|4aBPWR|5RCR|6LIT|8LHND|9aDMG
97	62233 33634	8	   	265.46	ACR|4VULN|3DUR|2DMG|1NUKE	1NUKE|247aVULN|34aDUR|4aBPWR|5RCR|6LIT|8LHND|9aDMG
98	12334 36523	4	   	265.33	DCR|3VULN|3DUR|2ASPD|2LIT	1aBEXP|257VULN|345DUR|5aBPWR|6aLIT|8aASPD|9RCR
99	13216 26523	2	   	265.33	DCR|3VULN|3DUR|2ASPD|2LIT	1aBEXP|25LIT|345DUR|5aBPWR|67aVULN|8aASPD|9RCR
100	62232 26513	7	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV|1NUKE	1NUKE|24aVULN|346DUR|4BPWR|5BEXP|7RCR|8DMG|9TLV
101	62232 31154	8	   	265.23	DCR|3VULN|3DUR|2ASPD|2LIT|1NUKE	1NUKE|24aVULN|34aDUR|4aBPWR|5BEXP|68LIT|7RCR|9aASPD
102	12433 31326	9	   	264.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1BEXP|24VULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9TLV|aCDMG
103	11234 52431	4	 * 	264.68	DCR|4VULN|2DUR|3CDMG	18BEXP|2RCVC|35DUR|4568VULN|58BPWR|78aCDMG|9RCR
104	62235 25121	8	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8ASPD|9RCR|aZMB
105	62235 25131	10	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67aFEWX|8ASPD|9RCR
106	62235 25131	9	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8ASPD|9RCR|aZMB
107	62235 25132	10	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8ASPD|9RCR|aBEXP
108	62235 35121	8	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aZMB
109	62235 35131	9	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aZMB
110	62235 35131	10	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aFEWX
111	62235 35132	10	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aLHND
112	62235 25122	8	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8ASPD|9RCR|aBBNT
113	62235 25132	9	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67FEWX|8ASPD|9RCR|aBBNT
114	62235 35122	8	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aBBNT
115	62235 35132	9	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|47BPWR|57DMG|67LWND|8ASPD|9RCR|aBBNT
116	12433 31326	10	   	264.36	DCR|2VULN|3DUR|2DMG|1TLV	1BEXP|24VULN|34DMG|4BPWR|58aDUR|6LIT|7RCR|9TLV
117	62235 41122	9	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|59DMG|6ASPD|8MBVNT|aRCR
118	62235 41144	10	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5aDMG|6ASPD|8MBVNT|9RCR
119	52436 22122	5	   	264.16	DCR|3VULN|3DMG|2LIT|1ASPD	1LWND|249VULN|345DMG|4BPWR|67LIT|8ASPD|aRCR
120	12433 16324	5	   	264.04	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	1BEXP|24VULN|34DMG|4BPWR|56DUR|7aASPD|8TLV|9RCR
121	12433 26324	6	   	264.04	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	1BEXP|24VULN|34DMG|4BPWR|56DUR|7aASPD|8TLV|9RCR
122	12433 26324	7	   	264.04	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	1BEXP|24VULN|34DMG|4BPWR|56DUR|7aASPD|8TLV|9RCR
123	12433 31154	8	   	263.91	DCR|2VULN|3DMG|2ASPD|1DUR|2LIT	1aBEXP|24VULN|34aDMG|4aBPWR|5DUR|68LIT|7RCR|9aASPD
124	31342 26263	9	 * 	263.72	ACR|3VULN|3DMG|3DUR|1CDMG	1LEGI|2RCR|389DMG|459VULN|679DUR|9BPWR|aCDMG
125	12434 63132	8	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5LWND|6CDMG|7RCR|8DUR|9ASPD
126	12434 63132	7	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5LWND|6CDMG|7RCR|8DUR|9ASPD
127	52432 63132	7	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1LWND|24aVULN|34DMG|4BPWR|5BEXP|6CDMG|7RCR|8DUR|9ASPD
128	52432 63132	8	   	263.55	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1LWND|24aVULN|34DMG|4BPWR|5BEXP|6CDMG|7RCR|8DUR|9ASPD
129	12433 31253	8	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8MLV|9TLV
130	12433 31522	8	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|aZMB
131	12433 31524	8	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|aLWND
132	12433 31525	8	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|aRCVC
133	12433 31553	7	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8ZMB|9TLV
134	12433 31563	8	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|9CGEN
135	12433 31641	7	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8RPLT|aTLV
136	12436 63132	8	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5DUST|6CDMG|7RCR|8DUR|9ASPD
137	12436 63132	7	   	263.45	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5DUST|6CDMG|7RCR|8DUR|9ASPD
138	13215 33553	4	 * 	263.39	DCR|5VULN|3LIT|1DUR	18BEXP|268LIT|34689VULN|5BBNT|68BPWR|7RCR|aDUR
139	12433 31523	8	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|aERES
140	12433 31511	9	   	263.21	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|9SELL
141	53213 51333	6	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1LWND|2LIT|3457VULN|6ASPD|8DMG|9RCR|aDUR
142	53213 65333	5	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1LWND|2LIT|3456VULN|7ASPD|8DMG|9RCR|aDUR
143	12433 31524	7	   	263.06	DCR|3VULN|3DMG|1DUR	1aBEXP|249VULN|34aDMG|4aBPWR|5DUR|6LIT|7RCR|8aZMB
144	12435 23136	9	   	262.86	DCR|3VULN|3DMG|1CDMG|1ASPD	1BEXP|249VULN|345DMG|4BPWR|6ERES|7CDMG|8RCR|aASPD
145	12314 53231	2	   	262.76	DCR|3VULN|3DMG|1DUR	1BEXP|258VULN|359DMG|4TBNT|5BPWR|6RCR|7LIT|aDUR
146	12414 53231	3	   	262.76	DCR|3VULN|3DMG|1DUR	1BEXP|258VULN|359DMG|4TBNT|5BPWR|6RCR|7LIT|aDUR
147	12436 53231	4	   	262.76	DCR|3VULN|3DMG|1DUR	1BEXP|248VULN|349DMG|4BPWR|5BBNT|6RCR|7LIT|aDUR
148	12443 21113	9	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1BEXP|247VULN|3DMG|569DUR|8CDMG|aRCR
149	12443 21163	8	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1BEXP|247VULN|3DMG|569DUR|8CDMG|aRCR
150	12435 12241	8	   	262.62	DCR|3VULN|3DMG|1TLV|1SELL	1BEXP|247VULN|345DMG|4BPWR|6SELL|8LIT|9RCR|aTLV
151	12614 23623	7	   	261.99	DCR|3VULN|2DMG|2DUR	134BEXP|24aVULN|4aBPWR|5LIT|6aDMG|7aDUR|8RCVC|9RCR
152	12433 31313	9	   	261.79	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9FEWX
153	12433 31315	10	   	261.79	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9FEWX
154	12433 31323	8	   	261.79	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9LHND
155	12433 31353	9	   	261.79	DCR|3VULN|2DMG|2DUR	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6LIT|7RCR|9LHND
156	62262 31234	7	   	261.79	DCR|3VULN|2DMG|2DUR|1NUKE	1NUKE|25aVULN|3aDUR|48LHND|6LIT|7RCR|9aDMG|aBPWR
157	12334 52315	4	   	261.76	DCR|4VULN|3DUR|1AART	179BEXP|2579VULN|345DUR|579BPWR|679LWND|8AART|aRCR
158	12241 62315	2	   	261.76	DCR|4VULN|3DUR|1AART	135BEXP|2379VULN|379BPWR|479LWND|679DUR|8AART|aRCR
159	12433 31346	10	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG	1BEXP|24VULN|34DMG|4BPWR|58aDUR|6LIT|7RCR|9CDMG
160	12433 12426	5	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG	1BEXP|24VULN|34DMG|4BPWR|567DUR|8LIT|9RCR|aCDMG
161	12433 22426	6	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG	1BEXP|24VULN|34DMG|4BPWR|567DUR|8LIT|9RCR|aCDMG
