0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12114 43341	1	 * 	267.90	DCR|5VULN|1TLV|1DMG	1LIT|2RPLT|34589VULN|6TLV|7RCR|aDMG
87	25111 16421	8	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1SELL|2TLV|3LIT|46aVULN|5DUST|7DMG|8RCR|9DUR
88	25112 13343	3	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1SELL|2TLV|3LIT|4ERES|5DMG|689VULN|7RCR|aDUR
89	25612 13343	2	   	244.41	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1SELL|2TLV|3LIT|4ERES|5DMG|689VULN|7RCR|aDUR
90	25343 13112	10	   	243.98	DCR|4VULN|2TLV|2LIT|1SELL	1SELL|27TLV|3LEGI|47LIT|5679VULN|7BPWR|8FEWX|aRCR
91	25343 13212	10	   	243.98	DCR|4VULN|2TLV|2LIT|1SELL	1SELL|27TLV|3LEGI|47LIT|5679VULN|7BPWR|8LHND|aRCR
92	53461 23833	8	 * 	243.83	DCR|2VULN|2DMG|2DUR|1TLV	18ERES|2MBVNT|3RMIN|48DMG|5aDUR|6TLV|78VULN|8BPWR|9RCR
93	21241 42421	9	   	243.83	DCR|3VULN|2DMG|2AART|2LIT|1SELL	1SELL|2RMIN|37AART|49DMG|589VULN|69LIT|9BPWR|aRCR
94	63844 72232	9	   	243.32	DCR|4VULN|1DMG|2CDMG	1ZMB|2MBVNT|35CDMG|4568VULN|5BPWR|7ASPD|9RCR|aDMG
95	63844 72234	10	   	243.32	DCR|4VULN|1DMG|2CDMG	1ZMB|2MBVNT|35CDMG|4568VULN|5BPWR|7ASPD|9RCR|aDMG
96	45133 31211	7	   	243.32	DCR|4VULN|1DMG|2CDMG	17CDMG|2469VULN|3ASPD|5LHND|8RCR|aDMG
97	45135 33211	7	   	243.32	DCR|4VULN|1DMG|2CDMG	15CDMG|2469VULN|3ASPD|7LHND|8RCR|aDMG
98	12114 43142	1	   	243.15	DCR|4VULN|1TLV|1CDMG	1LIT|2RPLT|3459VULN|6TLV|7RCR|8RCVC|aCDMG
99	14233 13346	6	   	243.15	DCR|4VULN|1TLV|1CDMG	1LIT|2LWND|3CDMG|4ZMB|5689VULN|7RCR|aTLV
100	45134 23212	4	   	243.15	DCR|4VULN|1TLV|1CDMG	1CDMG|2459VULN|3ASPD|6TLV|7ZMB|8RCR|aLHND
101	45133 21215	4	   	243.15	DCR|4VULN|1TLV|1CDMG	1CDMG|2489VULN|3ASPD|57RCVC|6TLV|aRCR
102	45134 23213	4	   	243.05	DCR|4VULN|1TLV|1CDMG	1CDMG|2459VULN|3ASPD|6TLV|7ZMB|8RCR|aBBNT
103	63841 72233	9	   	243.05	DCR|4VULN|1TLV|1CDMG	1ZMB|2MBVNT|3CDMG|4568VULN|7ASPD|9RCR|aTLV
104	42112 43336	4	   	243.03	DCR|2VULN|2DMG|2TLV|1CDMG	1CDMG|2ERES|3LIT|48VULN|5aDMG|69TLV|7RCR
105	42612 13336	1	   	243.03	DCR|2VULN|2DMG|2TLV|1CDMG	1CDMG|29TLV|3LIT|4ERES|5aDMG|68VULN|7RCR
106	25113 23352	6	   	242.80	DCR|4VULN|1TLV|1CDMG|1SELL	1SELL|2TLV|3LIT|4589VULN|6MBVNT|7RCR|aCDMG
107	13631 22122	8	   	242.54	DCR|2VULN|3DUR|2TLV|2LIT	15LIT|2CGEN|369DUR|45TLV|5BPWR|7RCR|8aVULN
108	11631 22122	8	   	242.44	DCR|2VULN|3DUR|2TLV|2LIT	15LIT|2ERES|369DUR|45TLV|5BPWR|7RCR|8aVULN
109	62132 13511	10	   	242.40	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	17ZMB|27aVULN|3FEWX|4DUR|57ASPD|6AART|7BPWR|8RCR|9TLV
110	62132 13516	9	   	242.40	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	17ZMB|27aVULN|3FEWX|4DUR|57ASPD|6AART|7BPWR|8RCR|9TLV
111	62632 13511	10	   	242.40	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	17ZMB|27aVULN|3BEXP|4DUR|57ASPD|6AART|7BPWR|8RCR|9TLV
112	12223 12455	9	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2FEWX|3CDMG|4RMIN|56aVULN|7TLV|8RCR|9DMG
113	13111 12455	9	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2CGEN|3LHND|46aVULN|5CDMG|7TLV|8RCR|9DMG
114	41113 33325	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|3LIT|48aVULN|5TLV|6DMG|7RCR|9LHND
115	41113 33341	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|3LIT|489VULN|5TLV|6DMG|7RCR|aBEXP
116	41113 33344	5	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|3LIT|489VULN|5TLV|6DMG|7RCR|aZMB
117	13362 13346	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2CGEN|3TLV|4CDMG|5ZMB|689VULN|7RCR|aDMG
118	13362 13346	1	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2CGEN|3TLV|4CDMG|5ZMB|689VULN|7RCR|aDMG
119	41113 64333	10	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|27CGEN|3LIT|468VULN|5TLV|9DMG|aRCR
120	45133 23211	4	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|249VULN|3ASPD|5RCVC|6TLV|7ZMB|8RCR|aDMG
121	42112 43325	4	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2ERES|3LIT|48aVULN|5DMG|6TLV|7RCR|9LHND
122	42112 43341	4	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2ERES|3LIT|489VULN|5DMG|6TLV|7RCR|aBEXP
123	11111 12455	9	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2ERES|3LHND|46aVULN|5CDMG|7TLV|8RCR|9DMG
124	12111 12455	9	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1LIT|2FEWX|3ERES|46aVULN|5CDMG|7TLV|8RCR|9DMG
125	41113 33315	5	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|3LIT|48aVULN|5TLV|6DMG|7RCR|9DUST
126	41113 33342	5	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|3LIT|489VULN|5TLV|6DMG|7RCR|aMBVNT
127	41113 33345	5	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2CGEN|3LIT|489VULN|5TLV|6DMG|7RCR|aERES
128	42612 13325	1	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LIT|4ERES|5DMG|68aVULN|7RCR|9LHND
129	42612 13341	1	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LIT|4ERES|5DMG|689VULN|7RCR|aBEXP
130	13611 12431	8	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2CGEN|3DUR|46VULN|5CDMG|7TLV|8RCR|9DMG|aASPD
131	13611 12451	9	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2CGEN|3DUR|46VULN|5CDMG|7TLV|8RCR|9DMG|aASPD
132	41113 25331	5	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1CDMG|2CGEN|3LIT|48VULN|5TLV|6RCR|7DUR|9DMG|aASPD
133	41343 12431	8	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1CDMG|2CGEN|3DUR|4LIT|56VULN|7TLV|8RCR|9DMG|aASPD
134	43143 12413	10	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1CDMG|2BEXP|3ASPD|4LIT|56VULN|7TLV|8RCR|9DUR|aDMG
135	42112 43315	4	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2ERES|3LIT|48aVULN|5DMG|6TLV|7RCR|9DUST
136	42112 43342	4	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2ERES|3LIT|489VULN|5DMG|6TLV|7RCR|aMBVNT
137	42612 13315	1	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LIT|4ERES|5DMG|68aVULN|7RCR|9DUST
138	42612 13342	1	   	241.96	DCR|3VULN|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LIT|4ERES|5DMG|689VULN|7RCR|aMBVNT
139	11611 12431	8	   	241.92	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2ERES|3DUR|46VULN|5CDMG|7TLV|8RCR|9DMG|aASPD
140	11611 12451	9	   	241.92	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LIT|2ERES|3DUR|46VULN|5CDMG|7TLV|8RCR|9DMG|aASPD
141	45133 32522	6	   	241.87	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CDMG|246VULN|3ASPD|5LHND|7DUR|8RCR|9AART|aDMG
142	41113 33333	5	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1CDMG|2CGEN|3LIT|48VULN|59TLV|6DMG|7RCR|aDUR
143	41115 43333	4	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1CDMG|2CGEN|3LIT|48VULN|5DMG|69TLV|7RCR|aDUR
144	12114 13341	1	   	241.70	DCR|5VULN|1DMG	1LIT|2RPLT|34589VULN|6CGEN|7RCR|aDMG
145	42112 43333	4	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1CDMG|2ERES|3LIT|48VULN|5DMG|69TLV|7RCR|aDUR
146	54231 21522	7	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1ERES|2DUR|37VULN|4ASPD|56TLV|8DMG|9RCR|aCDMG
147	42612 13333	1	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1CDMG|29TLV|3LIT|4ERES|5DMG|68VULN|7RCR|aDUR
148	25113 63353	6	   	241.67	DCR|3VULN|1TLV|1DMG|1CDMG|2SELL	16SELL|2TLV|3LIT|458VULN|7RCR|9DMG|aCDMG
149	13111 12456	10	   	241.57	DCR|2VULN|2DMG|1TLV|2CDMG	1LIT|2aCGEN|3LHND|46VULN|5aCDMG|7TLV|8RCR|9aDMG|aBPWR
150	14263 13343	6	   	241.50	DCR|4VULN|1DUR|1CDMG	1LIT|2LWND|3CDMG|4ASPD|5689VULN|7RCR|aDUR
151	41113 25124	5	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	1CDMG|2CGEN|3LIT|4aVULN|5TLV|6RCR|789DUR
152	41212 21424	2	   	241.41	DCR|3VULN|2DMG|2CDMG|1AART	1aCDMG|23CGEN|48aVULN|5AART|6RCR|7RPLT|9aDMG|aBPWR
153	41212 21424	3	   	241.41	DCR|3VULN|2DMG|2CDMG|1AART	1aCDMG|23CGEN|48aVULN|5AART|6RCR|7RPLT|9aDMG|aBPWR
154	11111 12456	10	   	241.37	DCR|2VULN|2DMG|1TLV|2CDMG	1LIT|2aERES|3LHND|46VULN|5aCDMG|7TLV|8RCR|9aDMG|aBPWR
155	13425 22341	10	   	241.30	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	13LIT|23CGEN|3BPWR|46DUR|5TLV|7RCR|8DMG|9aVULN
156	63282 24438	7	   	241.25	DCR|4VULN|1TLV|1DMG	14ZMB|2MBVNT|349aVULN|4BPWR|5BEXP|6TLV|7RCR|8DMG
157	13325 22341	10	   	241.20	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	13LIT|2CGEN|46DUR|5TLV|7RCR|8DMG|9aVULN
158	13325 22346	9	   	241.20	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	13LIT|2CGEN|46DUR|5TLV|7RCR|8DMG|9aVULN
159	13636 22341	10	   	241.20	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	15LIT|2CGEN|36DUR|4TLV|7RCR|8DMG|9aVULN
160	63262 24438	7	   	241.15	DCR|4VULN|1TLV|1DMG	1ZMB|2MBVNT|349aVULN|5BEXP|6TLV|7RCR|8DMG
161	21451 22321	1	   	241.07	DCR|3VULN|2DMG|2CDMG|1AART|1SELL	1SELL|2TBNT|39DMG|459VULN|6RMIN|7AART|89CDMG|9BPWR|aRCR
162	21331 22321	1	   	241.07	DCR|3VULN|2DMG|2CDMG|1AART|1SELL	1SELL|2TBNT|359VULN|49DMG|6RMIN|7AART|89CDMG|9BPWR|aRCR
163	21331 34165	1	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1SELL|2TBNT|3589VULN|4DMG|6FEWX|7TLV|aRCR
164	52536 33211	5	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1ERES|2459VULN|3SELL|6TLV|7ZMB|8RCR|aDMG
165	52235 23336	5	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	19ERES|29aVULN|3TLV|4BEXP|59DUR|6TBNT|7AART|8RCR|9BPWR
166	52235 33336	4	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	19ERES|29aVULN|3TLV|4BEXP|5TBNT|69DUR|7AART|8RCR|9BPWR
