0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32126 16352	10	 * 	275.09	DCR|4VULN|2DMG|1TLV|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aTLV
41	32125 12132	8	   	260.58	ACR|4VULN|3DMG|2DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9CDMG
42	32125 12332	7	   	260.58	ACR|4VULN|3DMG|2DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9CDMG
43	32121 23244	4	   	260.54	DCR|5VULN|2DMG|1AART	1ERES|2478aVULN|34DMG|4BPWR|5BBNT|6AART|9RCR
44	32122 23244	4	   	260.54	DCR|5VULN|2DMG|1AART	1ERES|2478aVULN|34DMG|4BPWR|5TBNT|6AART|9RCR
45	52121 11322	5	   	259.85	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|247VULN|34DMG|4BPWR|5LIT|6RPLT|8RCR|9CDMG|aTLV
46	14233 12661	4	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	1RCVC|2LIT|38DMG|457VULN|6CDMG|9RCR|aTLV
47	32121 11322	5	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|247VULN|34DMG|4BPWR|5LIT|6RPLT|8RCR|9CDMG|aTLV
48	32121 51641	5	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|248VULN|34DMG|4BPWR|5LIT|6CDMG|7RCR|9MLV|aTLV
49	52121 51621	5	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|248VULN|34DMG|4BPWR|5LIT|6CDMG|7RCR|9TBNT|aTLV
50	32382 38734	4	 * 	259.59	DCR|2VULN|3DMG|2DUR|1TLV	1aERES|25VULN|3MBVNT|45aDMG|5aBPWR|6CGEN|7TLV|8aDUR|9RCR
51	52121 15163	8	   	259.48	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1MLV|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8aTLV|9RCR
52	52125 16132	10	 * 	259.43	ACR|3VULN|3DMG|2TLV|1DUR|1CDMG	1aMLV|246VULN|34aDMG|4aBPWR|5RCR|7DUR|8CDMG|9aTLV
53	52387 12224	10	   	259.39	DCR|5VULN|2DMG	17MLV|25679VULN|3MBVNT|47DMG|7BPWR|8LIT|aRCR
54	32121 15163	8	   	259.38	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8aTLV|9RCR
55	32124 42226	10	   	259.29	DCR|5VULN|2DMG	1ERES|2469aVULN|34DMG|4BPWR|5DMSP|7RCR|8LIT
56	32387 12224	10	   	259.19	DCR|5VULN|2DMG	17ERES|25679VULN|3MBVNT|47DMG|7BPWR|8LIT|aRCR
57	32387 12226	8	   	259.19	DCR|5VULN|2DMG	17ERES|2567aVULN|3MBVNT|47DMG|7BPWR|8LIT|9RCR
58	32336 12631	7	 * 	259.02	DCR|3VULN|2TLV|2DUR|1DMG	19ERES|249VULN|3MBVNT|57DUR|6DMG|89TLV|9BPWR|aRCR
59	32342 72631	7	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG	19ERES|269VULN|3MBVNT|47DUR|5DMG|89TLV|9BPWR|aRCR
60	32344 12631	7	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG	19ERES|259VULN|3MBVNT|47DUR|6DMG|89TLV|9BPWR|aRCR
61	32125 12123	9	   	259.00	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9ASPD
62	52387 12411	9	   	258.94	DCR|4VULN|2DMG|1TLV	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9BEXP|aRCR
63	52387 12431	8	   	258.94	DCR|4VULN|2DMG|1TLV	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9FEWX|aRCR
64	52387 12441	8	   	258.94	DCR|4VULN|2DMG|1TLV	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9LWND|aRCR
65	52387 12421	8	   	258.84	DCR|4VULN|2DMG|1TLV	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9DUST|aRCR
66	52123 32225	4	   	258.75	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1MLV|24VULN|347DMG|4BPWR|5BEXP|6DUR|8CDMG|9RCR|aTLV
67	52126 31225	6	   	258.75	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1MLV|24VULN|346DMG|4BPWR|5LWND|7DUR|8CDMG|9RCR|aTLV
68	52126 32225	7	   	258.75	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1MLV|24VULN|346DMG|4BPWR|5LWND|7DUR|8CDMG|9RCR|aTLV
69	32314 85431	7	   	258.74	DCR|4VULN|2DMG|1TLV	19ERES|2569VULN|3MBVNT|4LHND|7TLV|89DMG|9BPWR|aRCR
70	32357 12431	7	   	258.74	DCR|4VULN|2DMG|1TLV	19ERES|2569VULN|3MBVNT|4TLV|7LHND|89DMG|9BPWR|aRCR
71	32387 12831	7	   	258.74	DCR|4VULN|2DMG|1TLV	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9FEWX|aRCR
72	32387 12841	7	   	258.74	DCR|4VULN|2DMG|1TLV	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9LWND|aRCR
73	52125 12136	10	   	258.65	ACR|4VULN|3DMG|1TLV|1DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9ERES|aTLV
74	52125 31623	9	   	258.65	ACR|4VULN|3DMG|1TLV|2ASPD	18MLV|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aTLV
75	52125 31633	8	   	258.65	ACR|4VULN|3DMG|1TLV|2ASPD	18MLV|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aTLV
76	32387 12821	7	   	258.64	DCR|4VULN|2DMG|1TLV	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8TLV|9DUST|aRCR
77	32125 12133	10	   	258.45	ACR|4VULN|3DMG|1TLV|1DUR	179ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|aTLV
78	32125 31623	9	   	258.45	ACR|4VULN|3DMG|1TLV|2ASPD	18ERES|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aTLV
79	32125 31633	8	   	258.45	ACR|4VULN|3DMG|1TLV|2ASPD	18ERES|2489VULN|346DMG|48BPWR|5RCR|78ASPD|aTLV
80	32124 42341	10	 * 	258.17	DCR|3VULN|3DMG|2DUR	1aERES|246VULN|34aDMG|4aBPWR|5DMSP|7RCR|8RMIN|9aDUR
81	32125 42533	7	   	258.16	ACR|3VULN|2DMG|2TLV|2DUR|1CDMG	19ERES|249VULN|34DMG|49BPWR|5RCR|67DUR|89TLV|aCDMG
82	23344 62422	9	 * 	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	18LWND|2TLV|3MBVNT|468DUR|589VULN|7RCR|8BPWR|aCDMG
83	23344 62442	8	   	257.95	DCR|3VULN|3DUR|1TLV|1CDMG	18LWND|2TLV|3MBVNT|468DUR|589VULN|7RCR|8BPWR|aCDMG
84	32125 42532	7	 * 	257.74	ACR|3VULN|3DUR|2DMG|2TLV	19ERES|249VULN|34DMG|49BPWR|5RCR|67aDUR|89TLV
85	32357 37332	10	 * 	257.65	DCR|3VULN|2DMG|1TLV|2CDMG	1aERES|25aVULN|3MBVNT|4TLV|69DMG|7RCR|8aCDMG|aBPWR
86	23342 48748	9	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1LWND|2TLV|3MBVNT|4DUR|5DMG|6789VULN|aRCR
87	23344 38748	9	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1LWND|2TLV|3MBVNT|4DUR|5789VULN|6DMG|aRCR
88	52337 14451	9	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|2479VULN|3MBVNT|5DUR|6DMG|8TLV|aRCR
89	52337 14481	8	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|2479VULN|3MBVNT|5DUR|6DMG|8TLV|aRCR
90	52342 44451	9	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|2679VULN|3MBVNT|4DUR|5DMG|8TLV|aRCR
91	52342 44481	8	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|2679VULN|3MBVNT|4DUR|5DMG|8TLV|aRCR
92	52344 14451	9	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|2579VULN|3MBVNT|4DUR|6DMG|8TLV|aRCR
93	52344 14481	8	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1MLV|2579VULN|3MBVNT|4DUR|6DMG|8TLV|aRCR
94	23342 48732	8	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1LWND|2TLV|3MBVNT|4DUR|5DMG|678aVULN|9RCR
95	23344 38732	8	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1LWND|2TLV|3MBVNT|4DUR|578aVULN|6DMG|9RCR
96	32344 87264	9	 * 	257.39	DCR|5VULN|3DUR	189ERES|25689VULN|3MBVNT|489DUR|7RPLT|89BPWR|aRCR
97	32336 14681	7	   	257.30	DCR|4VULN|1TLV|1DMG|1DUR	1ERES|2479VULN|3MBVNT|5DUR|6DMG|8TLV|aRCR
98	32342 74681	7	   	257.30	DCR|4VULN|1TLV|1DMG|1DUR	1ERES|2679VULN|3MBVNT|4DUR|5DMG|8TLV|aRCR
99	32344 14681	7	   	257.30	DCR|4VULN|1TLV|1DMG|1DUR	1ERES|2579VULN|3MBVNT|4DUR|6DMG|8TLV|aRCR
100	52124 42222	9	   	257.29	DCR|4VULN|2DMG|1DUR	1MLV|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|aDUR
101	52124 21522	7	   	257.24	DCR|3VULN|3DMG|1DUR|1CDMG	1MLV|249VULN|346DMG|4BPWR|5DMSP|7CDMG|8RCR|aDUR
102	52387 32132	7	   	257.24	DCR|3VULN|3DMG|1DUR|1CDMG	17MLV|257VULN|3MBVNT|467DMG|7BPWR|8RCR|9CDMG|aDUR
103	32124 42222	9	   	257.19	DCR|4VULN|2DMG|1DUR	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|aDUR
104	32124 42235	9	   	257.19	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9DUR
105	32124 21522	7	   	257.14	DCR|3VULN|3DMG|1DUR|1CDMG	1ERES|249VULN|346DMG|4BPWR|5DMSP|7CDMG|8RCR|aDUR
106	32124 21541	7	   	257.14	DCR|3VULN|3DMG|1DUR|1CDMG	1ERES|24aVULN|346DMG|4BPWR|5DMSP|7CDMG|8RCR|9DUR
107	32387 32132	7	   	257.04	DCR|3VULN|3DMG|1DUR|1CDMG	17ERES|257VULN|3MBVNT|467DMG|7BPWR|8RCR|9CDMG|aDUR
108	32142 52522	3	   	257.04	DCR|3VULN|3DMG|1DUR|1CDMG	1ERES|279VULN|356DMG|4CDMG|8RCR|aDUR
109	52387 12222	8	   	256.70	DCR|4VULN|3DMG	17MLV|2567VULN|3MBVNT|47aDMG|7BPWR|8LIT|9RCR
110	32121 62321	4	   	256.50	DCR|4VULN|3DMG	17ERES|2468VULN|346DMG|46BPWR|5BBNT|9ASPD|aRCR
111	32122 62321	4	   	256.50	DCR|4VULN|3DMG	17ERES|2468VULN|346DMG|46BPWR|5TBNT|9ASPD|aRCR
112	32387 12222	8	   	256.50	DCR|4VULN|3DMG	17ERES|2567VULN|3MBVNT|47aDMG|7BPWR|8LIT|9RCR
113	14233 11524	4	   	256.44	DCR|3VULN|2DMG|2ASPD|2LIT|1CDMG	1RCVC|28LIT|38DMG|459VULN|6CDMG|78ASPD|8BPWR|aRCR
114	32121 45162	5	   	256.11	DCR|3VULN|2DMG|2CDMG|1DUR	1ERES|246VULN|34DMG|4BPWR|5LIT|7aCDMG|8DUR|9RCR
115	52135 23243	7	   	256.05	DCR|4VULN|2DMG|1CDMG|1AART	1MLV|2578VULN|35DMG|4RPLT|5BPWR|6AART|9RCR|aCDMG
116	32124 42216	9	   	255.76	DCR|3VULN|2DMG|1TLV|1AART	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9AART|aTLV
117	32121 43361	4	   	255.66	DCR|3VULN|2DMG|1TLV|1AART	1ERES|248VULN|34DMG|4BPWR|5BBNT|6ASPD|7TLV|9AART|aRCR
118	32122 43361	4	   	255.66	DCR|3VULN|2DMG|1TLV|1AART	1ERES|248VULN|34DMG|4BPWR|5TBNT|6ASPD|7TLV|9AART|aRCR
119	52125 12121	9	   	255.44	ACR|4VULN|3DMG|2DUR	17MLV|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9ASPD
120	32125 12121	9	   	255.24	ACR|4VULN|3DMG|2DUR	17ERES|2467VULN|347DMG|47BPWR|5RCR|8aDUR|9ASPD
121	52121 51631	5	   	254.69	DCR|4VULN|2DMG|1CDMG	1MLV|2489VULN|34DMG|4BPWR|5LIT|6CDMG|7RCR|aLHND
122	52124 42221	9	   	254.69	DCR|4VULN|2DMG|1CDMG	1MLV|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|aCDMG
123	32124 42221	9	   	254.59	DCR|4VULN|2DMG|1CDMG	1ERES|2469VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|aCDMG
124	52121 51633	5	   	254.59	DCR|4VULN|2DMG|1CDMG	1MLV|2489VULN|34DMG|4BPWR|5LIT|6CDMG|7RCR|aDUST
125	52125 12125	9	   	254.50	ACR|4VULN|3DMG|1DUR|1CDMG	17MLV|2467VULN|347DMG|47BPWR|5RCR|8DUR|9ASPD|aCDMG
126	32125 12125	9	   	254.30	ACR|4VULN|3DMG|1DUR|1CDMG	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9ASPD|aCDMG
127	52126 11351	10	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|246VULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR|aTLV
128	52126 16331	10	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|246VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP|aTLV
129	52383 12471	8	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	17MLV|267VULN|3MBVNT|47DMG|5DMSP|7BPWR|8TLV|9DUR|aRCR
130	32124 42132	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LHND|9DUR|aTLV
131	32124 42622	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8FEWX|9DUR|aTLV
132	32124 61352	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|249VULN|34DMG|4BPWR|5DMSP|6DUR|7LWND|8RCR|aTLV
133	32126 11351	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR|aTLV
134	32126 16312	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|59LWND|7DUR|8RCR|aTLV
135	32126 16331	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP|aTLV
136	32126 16341	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9LHND|aTLV
137	32126 54312	8	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|24aVULN|34DMG|4BPWR|5LWND|6RMIN|7TLV|8RCR|9DUR
138	23344 62451	8	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	18LWND|2TLV|3MBVNT|468DUR|58aVULN|7RCR|8BPWR|9AART
139	32126 16361	10	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|246VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9MBVNT|aTLV
140	32383 12871	7	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	17ERES|267VULN|3MBVNT|47DMG|5DMSP|7BPWR|8TLV|9DUR|aRCR
141	52337 14431	9	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|247VULN|3MBVNT|5DUR|69DMG|8TLV|aRCR
142	52342 44431	9	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|267VULN|3MBVNT|4DUR|59DMG|8TLV|aRCR
143	52344 14431	9	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|257VULN|3MBVNT|4DUR|69DMG|8TLV|aRCR
144	52385 44431	9	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|267VULN|3MBVNT|49DMG|5DUR|8TLV|aRCR
145	52387 14431	9	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1MLV|256VULN|3MBVNT|49DMG|7DUR|8TLV|aRCR
146	32336 12681	6	   	253.84	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|249VULN|3MBVNT|5DUR|67DMG|8TLV|aRCR
147	32342 72681	6	   	253.84	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|269VULN|3MBVNT|4DUR|57DMG|8TLV|aRCR
148	32344 12681	6	   	253.84	DCR|3VULN|2DMG|1TLV|1DUR	1ERES|259VULN|3MBVNT|4DUR|67DMG|8TLV|aRCR
149	32126 12462	8	   	253.54	DCR|3VULN|3DMG|1TLV	17ERES|246VULN|347DMG|47BPWR|578LWND|9RCR|aTLV
150	52387 32341	10	   	253.54	DCR|3VULN|3DMG|1TLV	17MLV|257VULN|3MBVNT|467DMG|7BPWR|8BEXP|9TLV|aRCR
151	52387 32441	10	   	253.54	DCR|3VULN|3DMG|1TLV	17MLV|257VULN|3MBVNT|467DMG|7BPWR|8LWND|9TLV|aRCR
152	32123 44433	7	   	253.44	DCR|3VULN|3DMG|1TLV	1ERES|249VULN|348DMG|4BPWR|56CGEN|7RCR|aTLV
153	32123 54433	7	   	253.44	DCR|3VULN|3DMG|1TLV	1ERES|249VULN|348DMG|4BPWR|5CGEN|6RCVC|7RCR|aTLV
154	32126 34142	9	   	253.44	DCR|3VULN|3DMG|1TLV	1ERES|24aVULN|346DMG|4BPWR|5LWND|7BEXP|8TLV|9RCR
155	52387 32241	10	   	253.44	DCR|3VULN|3DMG|1TLV	17MLV|257VULN|3MBVNT|467DMG|7BPWR|8DUST|9TLV|aRCR
156	52126 32141	10	   	253.41	DCR|2VULN|3DMG|1TLV|1DUR	1MLV|24VULN|346DMG|4BPWR|5LWND|7DUR|8TLV|9RCR|aLIT
157	32126 36142	9	   	253.34	DCR|3VULN|3DMG|1TLV	1ERES|24aVULN|346DMG|4BPWR|5LWND|7DUST|8TLV|9RCR
158	25514 62433	8	 * 	253.32	ACR|4VULN|3DUR|1TLV|1DMG	178LWND|2RCR|3MBVNT|4TLV|578aVULN|678DUR|78BPWR|9DMG
159	32126 32141	10	   	253.31	DCR|2VULN|3DMG|1TLV|1DUR	1ERES|24VULN|346DMG|4BPWR|5LWND|7DUR|8TLV|9RCR|aLIT
160	52342 61137	7	   	252.94	DCR|3VULN|2TLV|1DMG|1DUR	17MLV|27aVULN|3MBVNT|4DUR|5DMG|67TLV|7BPWR|8RCR|9ASPD
161	32342 61137	7	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	17ERES|27aVULN|3MBVNT|4DUR|5DMG|67TLV|7BPWR|8RCR|9ASPD
162	32342 61684	7	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	17ERES|279VULN|3MBVNT|4DUR|5DMG|67TLV|7BPWR|8LIT|aRCR
163	32342 61737	8	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	17ERES|27aVULN|3MBVNT|4DUR|5DMG|67TLV|7BPWR|8RCR|9ASPD
164	32352 42137	4	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	1ERES|25aVULN|3MBVNT|45TLV|5BPWR|6DUR|7DMG|8RCR|9ASPD
165	32352 42684	4	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	1ERES|259VULN|3MBVNT|45TLV|5BPWR|6DUR|7DMG|8LIT|aRCR
166	23344 62423	9	   	252.61	DCR|3VULN|3DUR|1TLV	18LWND|2TLV|3MBVNT|468DUR|589VULN|7RCR|8BPWR|aASPD
167	23344 62443	8	   	252.61	DCR|3VULN|3DUR|1TLV	18LWND|2TLV|3MBVNT|468DUR|589VULN|7RCR|8BPWR|aASPD
168	23344 82485	9	 * 	252.58	DCR|3VULN|3DUR|2TLV	168LWND|2aTLV|3MBVNT|48aDUR|58aVULN|7RCR|8aBPWR|9RMIN
169	23344 62485	9	   	252.58	DCR|3VULN|3DUR|2TLV	18aLWND|2aTLV|3MBVNT|468DUR|58aVULN|7RCR|8aBPWR|9RMIN
170	32387 12622	9	   	252.50	DCR|4VULN|2DMG|2CDMG	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|89CDMG|aRCR
