0	Index      	 *	Score 	Summary	Detail	
1	33336 11552	 * 	195.93	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	1ASPD|2RCVC|356VULN|45ZMB|5BPWR|7DMG|8RCR|9AART|aCDMG
14	33336 11551	   	182.28	DCR|3VULN|1AART|1DMG|2ZMB|1ASPD	1ASPD|2RCVC|356VULN|45ZMB|5BPWR|7DMG|8RCR|9AART|aLHND
15	33323 56522	   	180.45	ACR|2VULN|1AART|3ASPD|1DMG|2DUR	157ASPD|2RCVC|37VULN|4RCR|67DUR|7BPWR|8AART|9DMG|aRPLT
16	33323 56523	   	180.45	ACR|2VULN|1AART|3ASPD|1DMG|2DUR	157ASPD|2RCVC|37VULN|4RCR|67DUR|7BPWR|8AART|9DMG|aDMSP
17	23431 51133	   	180.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	17CGEN|2RCVC|3TLV|47VULN|5AART|67DMG|7BPWR|8ZMB|9RCR|aDUR
18	51232 21551	 * 	180.30	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1MGNLIT|2DUR|3AART|4aDMG|56VULN|78ASPD|9RCR
19	33336 16411	   	179.80	DCR|4VULN|3ZMB|2ASPD|1DUR	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9LWND|aDUR
20	33336 16421	   	179.80	DCR|4VULN|3ZMB|2ASPD|1DUR	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9FEWX|aDUR
21	33336 16432	   	179.70	DCR|4VULN|3ZMB|2ASPD|1DUR	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9DUR|aBASICY
22	33336 16433	   	179.70	DCR|4VULN|3ZMB|2ASPD|1DUR	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9DUR|aDUST
23	33316 11552	   	179.30	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|2RCVC	1ASPD|24RCVC|36VULN|5ZMB|7DMG|8RCR|9AART|aCDMG
24	33323 16521	   	179.22	ACR|2VULN|1AART|3ASPD|1DMG|1ZMB	157ASPD|2RCVC|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aZMB
25	51242 33151	   	178.98	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1MGNLIT|27DUR|3AART|4ASPD|58VULN|6aDMG|9RCR
26	61361 33612	 * 	178.64	ACR|4VULN|1AART|1DMG|1DUR	1DUST|2LWND|3DMG|467aVULN|5RCR|8AART|9DUR
27	21524 22432	 * 	178.54	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|258DMG|3ASPD|4RCR|6ERES|7AART|9ZMB|aVULN
28	51232 31551	 * 	178.37	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	1MGNLIT|2DUR|3AART|46aDMG|5VULN|78ASPD|9RCR
29	33325 12213	 * 	178.06	ACR|3VULN|1AART|3ASPD|2ZMB	168ASPD|2RCVC|38aVULN|4RCR|5RPLT|78ZMB|8BPWR|9AART
30	21141 43312	   	177.77	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|29DMG|37VULN|4RCVC|5AART|6LHND|8RCR|aCDMG
31	23431 51135	 * 	177.27	DCR|2VULN|2DMG|1AART|2ZMB	17CGEN|2RCVC|3TLV|47VULN|5AART|67DMG|7BPWR|8aZMB|9RCR
32	21524 22532	 * 	176.98	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD	1CGEN|25DMG|3ASPD|4RCR|6ERES|79AART|8CDMG|aVULN
33	33321 44325	 * 	176.85	ACR|3VULN|2DMG|3ASPD	178ASPD|2RCVC|37aVULN|4RCR|567TLV|7aBPWR|9aDMG
34	24431 51133	   	176.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	17CGEN|2DMSP|3TLV|47VULN|5AART|67DMG|7BPWR|8ZMB|9RCR|aDUR
35	33331 11552	   	176.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|36VULN|4ZMB|5DMSP|7DMG|8RCR|9AART|aCDMG
36	35232 62214	 * 	176.28	DCR|4VULN|1DMG|2CDMG|1ASPD	1ASPD|24CDMG|3469VULN|4BPWR|5BEXP|7RCR|8ERES|aDMG
37	35232 62314	   	176.28	DCR|4VULN|1DMG|2CDMG|1ASPD	1ASPD|24CDMG|3469VULN|4BPWR|5BEXP|7RCR|8TLV|aDMG
38	41312 24142	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|258VULN|3BASICY|4DMG|6RCR|7AART|9CDMG|aMLV
39	41312 24213	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|25aVULN|3BASICY|4DMG|6RCR|7AART|8LIT|9CDMG
40	51232 61151	   	176.20	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4aDMG|58VULN|6RCVC|7ASPD|9RCR
41	41312 24141	   	176.13	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|258VULN|3BASICY|4DMG|6RCR|7AART|9CDMG|aERES
42	51232 21344	   	176.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4aDMG|56VULN|7ASPD|8RCR|9MLV
43	51232 31343	   	176.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|5aVULN|7ASPD|8RCR|9MLV
44	33336 11522	 * 	176.06	DCR|3VULN|2DMG|2ZMB|1ASPD	1ASPD|2RCVC|356VULN|45ZMB|5BPWR|7aDMG|8RCR|9CGEN
45	33325 12211	 * 	176.06	ACR|2VULN|1AART|3ASPD|2ZMB|1CDMG	168ASPD|2RCVC|38VULN|4RCR|5RPLT|78ZMB|8BPWR|9AART|aCDMG
46	51232 21316	   	175.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4aDMG|56VULN|7ASPD|8RCR|9MBVNT
47	51232 21325	   	175.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4aDMG|56VULN|7ASPD|8RCR|9DUST
48	33323 62452	 * 	175.95	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2RCVC|39VULN|4RCR|6RMIN|7AART|8DMG|aCDMG
49	33325 12216	 * 	175.94	ACR|2VULN|3ZMB|1AART|3ASPD	168ASPD|2RCVC|38VULN|4RCR|5RPLT|78aZMB|8BPWR|9AART
50	32212 61313	 * 	175.87	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD|1DUR	15ASPD|2LIT|3DUR|45ZMB|5BPWR|6AART|78VULN|9RCR|aDMG
51	41312 23536	 * 	175.75	DCR|3VULN|2DMG|1CDMG|1DUR	1RMIN|258VULN|3BASICY|49DMG|6RCR|7DUR|aCDMG
52	41312 24334	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|25VULN|3BASICY|4aDMG|6RCR|7AART|8ZMB|9LWND
53	34323 16521	   	175.51	ACR|2VULN|1AART|3ASPD|1DMG|1ZMB	157ASPD|2DMSP|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aZMB
54	33361 62231	   	175.46	DCR|2DMG|2AART|1VULN|1DUR|1ASPD	1ASPD|2RCVC|3VULN|4MGNLIT|5DUR|6RCR|7aDMG|89AART
55	51242 33331	   	175.24	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	1MGNLIT|27DUR|39AART|4ASPD|5VULN|6aDMG|8RCR
56	21141 43315	   	175.12	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|29DMG|37VULN|4RCVC|5AART|6LHND|8RCR|aZMB
57	33361 24151	   	175.00	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RCVC|38VULN|4MGNLIT|5DUR|6aDMG|7AART|9RCR
58	21131 43312	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	14CGEN|29DMG|37VULN|5AART|6LHND|8RCR|aCDMG
59	34325 12213	   	174.35	ACR|3VULN|1AART|3ASPD|2ZMB	168ASPD|2DMSP|38aVULN|4RCR|5RPLT|78ZMB|8BPWR|9AART
60	41332 63523	 * 	174.32	ACR|4VULN|2DMG|1DUR	1RMIN|278aVULN|37BASICY|4RCR|5RPLT|67DMG|7BPWR|9DUR
61	51122 23611	   	174.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1MGNLIT|24DUR|35VULN|6ZMB|7RCR|8AART|9ASPD|aDMG
62	51232 21343	   	174.16	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|56aVULN|7ASPD|8RCR|9MLV
63	51232 31344	   	174.16	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46aDMG|5VULN|7ASPD|8RCR|9MLV
64	51232 31316	   	174.06	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46aDMG|5VULN|7ASPD|8RCR|9MBVNT
65	51232 31325	   	174.06	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46aDMG|5VULN|7ASPD|8RCR|9DUST
66	33325 12214	 * 	173.85	ACR|2VULN|2AART|3ASPD|2ZMB	168ASPD|2RCVC|38VULN|4RCR|5RPLT|78ZMB|8BPWR|9aAART
67	51232 31152	   	173.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9RCR|aLWND
68	51232 31153	   	173.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9RCR|aLIT
69	51232 31155	   	173.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9RCR|aRMIN
70	51232 36151	   	173.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1MGNLIT|2DUR|3AART|46DMG|58VULN|7CGEN|9RCR|aASPD
71	51242 31151	   	173.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1MGNLIT|2DUR|3AART|4ASPD|58VULN|6aDMG|7DMSP|9RCR
72	51232 31154	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9RCR|aERES
73	51232 31156	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9RCR|aDUST
74	51232 32151	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ERES|9RCR|aASPD
75	41312 24343	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|25aVULN|3BASICY|4DMG|6RCR|7AART|8ZMB|9DUST
76	23231 22352	   	173.43	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2RCVC|3LIT|456VULN|7CDMG|8RCR|9DMG|aAART
77	23341 22352	   	173.43	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2RCVC|356VULN|4LIT|7CDMG|8RCR|9DMG|aAART
78	23431 51131	   	173.42	DCR|2VULN|2DMG|1AART|1ZMB	17aCGEN|2RCVC|3TLV|47VULN|5AART|67DMG|7BPWR|8ZMB|9RCR
79	23431 51134	   	173.32	DCR|2VULN|2DMG|1AART|1ZMB	17CGEN|2RCVC|3TLV|47VULN|5AART|67DMG|7BPWR|8ZMB|9RCR|aERES
80	23431 51136	   	173.32	DCR|2VULN|2DMG|1AART|1ZMB	17CGEN|2RCVC|3TLV|47VULN|5AART|67DMG|7BPWR|8ZMB|9RCR|aDUST
81	32141 11314	   	173.22	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	13ASPD|23LIT|3BPWR|4AART|5DUR|68VULN|7DMG|9RCR|aZMB
82	33324 24612	   	173.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCVC|3aVULN|4RCR|5DMG|6LWND|7ZMB|8AART|9DUR
83	21131 16154	   	172.96	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	14CGEN|2DMG|37aVULN|5AART|6ASPD|8RCR|9DUR
84	33324 11314	 * 	172.93	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|39VULN|4RCR|5aDMG|6CGEN|7ZMB|8CDMG
85	33336 16412	   	172.86	DCR|4VULN|3ZMB|2ASPD	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9LWND|aLHND
86	33336 16413	   	172.86	DCR|4VULN|3ZMB|2ASPD	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9LWND|aBEXP
87	33336 16422	   	172.86	DCR|4VULN|3ZMB|2ASPD	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9FEWX|aLHND
88	33336 16423	   	172.86	DCR|4VULN|3ZMB|2ASPD	17ASPD|2RCVC|3567VULN|457ZMB|57BPWR|8RCR|9FEWX|aBEXP
89	33324 41314	   	172.83	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|39VULN|4RCR|5aDMG|6TLV|7ZMB|8CDMG
90	32156 11314	   	172.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	13ASPD|23LIT|3BPWR|4DUR|5AART|68VULN|7DMG|9RCR|aZMB
91	34331 11552	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|25DMSP|36VULN|4ZMB|7DMG|8RCR|9AART|aCDMG
92	33316 11553	   	172.58	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR|2RCVC	1ASPD|24RCVC|36VULN|5ZMB|7DMG|8RCR|9AART|aDUR
93	33324 15214	 * 	172.58	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCVC|3aVULN|4RCR|59DMG|6CGEN|7ERES|8AART
94	51232 61331	   	172.46	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|39AART|4aDMG|5VULN|6RCVC|7ASPD|8RCR
95	34336 11522	   	172.36	DCR|3VULN|2DMG|2ZMB|1ASPD	1ASPD|2DMSP|356VULN|45ZMB|5BPWR|7aDMG|8RCR|9CGEN
96	34325 12211	   	172.35	ACR|2VULN|1AART|3ASPD|2ZMB|1CDMG	168ASPD|2DMSP|38VULN|4RCR|5RPLT|78ZMB|8BPWR|9AART|aCDMG
97	32142 13364	 * 	172.34	DCR|3VULN|1AART|3ASPD|2ZMB	138ASPD|23LIT|38BPWR|4AART|58ZMB|6RCVC|789VULN|aRCR
98	34325 12216	   	172.23	ACR|2VULN|3ZMB|1AART|3ASPD	168ASPD|2DMSP|38VULN|4RCR|5RPLT|78aZMB|8BPWR|9AART
99	53113 11231	   	172.17	ACR|2DMG|2AART|1VULN|1DUR|1ASPD	1MGNLIT|2RMIN|3RCR|47DMG|5DUR|6VULN|89AART|aASPD
100	51232 21354	   	172.15	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|56VULN|7ASPD|8RCR|9RPLT|aCDMG
101	51232 31354	   	172.15	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|5VULN|7ASPD|8RCR|9RPLT|aCDMG
102	32154 61313	   	172.02	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	13ASPD|23LIT|3BPWR|4DUR|5ZMB|6AART|78VULN|9RCR|aDMG
103	21131 43315	   	172.02	DCR|2VULN|2DMG|1AART|1ZMB	14CGEN|29DMG|37VULN|5AART|6LHND|8RCR|aZMB
104	51152 23611	   	172.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MGNLIT|2DUR|35VULN|4RCVC|6ZMB|7RCR|8AART|9ASPD|aDMG
105	21141 13154	   	171.86	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1CGEN|2DMG|3aVULN|4RCVC|57AART|6ASPD|8RCR|9DUR
106	23362 24143	 * 	171.84	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	1CGEN|2RCVC|38VULN|4FLTHEA|5ASPD|6RCR|7AART|9CDMG|aDUR
107	61361 33161	   	171.82	ACR|4VULN|2DMG|1ASPD	1DUST|2LWND|39DMG|4678VULN|5RCR|aASPD
108	51232 21152	   	171.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9RCR|aLWND
109	51232 21153	   	171.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9RCR|aLIT
110	51232 21155	   	171.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9RCR|aRMIN
111	51232 26151	   	171.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1MGNLIT|2DUR|3AART|4DMG|568VULN|7CGEN|9RCR|aASPD
112	34361 62231	   	171.75	DCR|2DMG|2AART|1VULN|1ASPD|1DUR	1ASPD|2DMSP|3VULN|4MGNLIT|5DUR|6RCR|7aDMG|89AART
113	33323 56513	   	171.73	ACR|2VULN|2AART|3ASPD|2DUR	157ASPD|2RCVC|37VULN|4RCR|67DUR|7BPWR|8aAART|9TLV
114	61361 33622	   	171.70	ACR|4VULN|1AART|1DMG	1DUST|2LWND|3DMG|467aVULN|5RCR|8AART|9LHND
115	51232 21154	   	171.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9RCR|aERES
116	51232 21156	   	171.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9RCR|aDUST
117	51232 22151	   	171.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ERES|9RCR|aASPD
118	41312 23231	   	171.65	DCR|2VULN|2AART|1DMG|1DUR|1ASPD	1RMIN|25VULN|3BASICY|4DMG|6RCR|7DUR|89AART|aASPD
119	41342 23231	   	171.65	DCR|2VULN|2AART|1DMG|1DUR|1ASPD	1RMIN|25VULN|3BASICY|4ASPD|6RCR|7DUR|89AART|aDMG
120	33324 23543	   	171.62	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|27RCVC|389VULN|4RCR|5DMG|6LWND|aAART
121	53233 24331	   	171.62	DCR|2DMG|2AART|1VULN|1ZMB|1ASPD	1MGNLIT|2RMIN|3ZMB|4aDMG|5VULN|6ASPD|79AART|8RCR
122	33324 33543	   	171.52	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|27RCVC|389VULN|4RCR|5DMG|6DUST|aAART
123	33323 56531	   	171.38	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	157ASPD|2RCVC|37VULN|4RCR|67DUR|7BPWR|8AART|9RMIN|aZMB
124	53113 11243	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2RMIN|3RCR|47DMG|5DUR|6aVULN|8AART|9MLV
125	41312 24611	   	171.35	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|25VULN|3BASICY|4aDMG|6RCR|7AART|8ERES|9ASPD
126	23362 24163	 * 	171.32	DCR|2VULN|1AART|2FLTHEA|2ASPD|1DUR	19CGEN|2RCVC|38VULN|49FLTHEA|59ASPD|6RCR|7AART|9BPWR|aDUR
127	51232 31135	   	171.29	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9FEWX|aRCR
128	33323 56511	   	171.28	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	157ASPD|2RCVC|37VULN|4RCR|67DUR|7BPWR|8AART|9TLV|aZMB
129	53112 16611	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2RMIN|3RCR|4aDMG|57VULN|6TLV|8AART|9ASPD
130	33361 24331	   	171.26	DCR|2DMG|2AART|1VULN|1DUR|1ASPD	1ASPD|2RCVC|3VULN|4MGNLIT|5DUR|6aDMG|79AART|8RCR
131	23362 24121	 * 	171.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2RCVC|38VULN|4FLTHEA|5ASPD|6RCR|7AART|9DUST|aDMG
132	51232 31125	   	171.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ASPD|9DUST|aRCR
133	21323 23214	   	171.08	ACR|2VULN|2DMG|1AART|1ASPD	1CGEN|29DMG|3ERES|4RCR|5ASPD|6aVULN|7RCVC|8AART
134	21141 43313	   	171.06	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|29DMG|37VULN|4RCVC|5AART|6LHND|8RCR|aDUR
135	21141 43316	   	171.06	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|29DMG|37VULN|4RCVC|5AART|6LHND|8RCR|aASPD
136	52623 62133	 * 	171.02	DCR|3DMG|2VULN|2ASPD	1aMGNLIT|24LWND|347DMG|4aBPWR|5aVULN|6RCR|8RCVC|9aASPD
137	52613 62133	   	170.92	DCR|3DMG|2VULN|2ASPD	1aMGNLIT|2LWND|347DMG|5aVULN|6RCR|8RCVC|9aASPD|aBPWR
138	41312 23244	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|25VULN|3BASICY|4aDMG|6RCR|7DUR|8AART|9MLV
139	41312 21611	   	170.85	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|25VULN|3BASICY|4aDMG|6RCR|7CGEN|8AART|9ASPD
140	41312 23216	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|25VULN|3BASICY|4aDMG|6RCR|7DUR|8AART|9MBVNT
141	41312 23225	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|25VULN|3BASICY|4aDMG|6RCR|7DUR|8AART|9DUST
142	23363 62235	 * 	170.72	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1CGEN|2RCVC|3VULN|4FLTHEA|5BEXP|6RCR|7aDMG|8AART|9DUR
143	23331 33562	 * 	170.47	DCR|4VULN|1AART|1CDMG	1CGEN|2RCVC|3679VULN|4RPLT|5AART|8RCR|aCDMG
144	33325 62214	 * 	170.38	ACR|3VULN|1DMG|2ZMB|2ASPD	18ASPD|26RCVC|389VULN|4RCR|5RPLT|78ZMB|8BPWR|aDMG
145	33241 11314	   	170.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCVC|3LIT|4AART|5DUR|68VULN|7DMG|9RCR|aZMB
146	34325 12214	   	170.15	ACR|2VULN|2AART|3ASPD|2ZMB	168ASPD|2DMSP|38VULN|4RCR|5RPLT|78ZMB|8BPWR|9aAART
147	32226 43313	   	169.96	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2LIT|3DUR|478VULN|5MLV|6AART|9RCR|aDMG
148	51232 21332	   	169.95	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|39AART|4DMG|56VULN|7ASPD|8RCR|aLWND
149	51232 21333	   	169.95	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|39AART|4DMG|56VULN|7ASPD|8RCR|aLIT
150	51232 21335	   	169.95	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|39AART|4DMG|56VULN|7ASPD|8RCR|aRMIN
151	51232 31332	   	169.95	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|39AART|46DMG|5VULN|7ASPD|8RCR|aLWND
152	51232 31333	   	169.95	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|39AART|46DMG|5VULN|7ASPD|8RCR|aLIT
153	51232 31335	   	169.95	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|39AART|46DMG|5VULN|7ASPD|8RCR|aRMIN
154	51242 31331	   	169.95	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1MGNLIT|2DUR|39AART|4ASPD|5VULN|6aDMG|7DMSP|8RCR
155	32221 43313	   	169.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2LIT|3DUR|478VULN|5ERES|6AART|9RCR|aDMG
156	51232 21334	   	169.85	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|39AART|4DMG|56VULN|7ASPD|8RCR|aERES
157	51232 21336	   	169.85	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|39AART|4DMG|56VULN|7ASPD|8RCR|aDUST
158	51232 31334	   	169.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|39AART|46DMG|5VULN|7ASPD|8RCR|aERES
159	51232 31336	   	169.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1MGNLIT|2DUR|39AART|46DMG|5VULN|7ASPD|8RCR|aDUST
160	24231 22352	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2DMSP|3LIT|456VULN|7CDMG|8RCR|9DMG|aAART
