0	Index      	 *	Score 	Summary	Detail	
1	62431 43333	 * 	188.52	DCR|3VULN|2DMG|1AART|1CDMG	157VULN|2LWND|3CDMG|4AART|6aDMG|8MLV|9RCR
40	62431 26233	   	172.66	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2LWND|3CDMG|4AART|6ERES|7DUST|8aDMG|9RCR
41	62352 35232	   	172.44	DCR|2AART|2VULN|1DMG|2CDMG	13VULN|2LWND|4CGEN|58AART|6aCDMG|7DMG|9RCR
42	62652 32233	   	172.36	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|23LWND|3BPWR|4CGEN|5AART|6CDMG|7BEXP|8aDMG|9RCR
43	62362 35232	   	172.34	DCR|2AART|2VULN|2CDMG|1DMG	13VULN|2LWND|4ERES|58AART|6aCDMG|7DMG|9RCR
44	62662 32233	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|23LWND|3BPWR|4ERES|5AART|6CDMG|7BEXP|8aDMG|9RCR
45	13335 33233	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|2BEXP|37VULN|4MLV|5AART|6CDMG|8aDMG|9RCR
46	61345 33233	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2MLV|3LWND|4BEXP|5AART|6CDMG|8aDMG|9RCR
47	62352 32233	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4CGEN|5AART|6CDMG|7BEXP|8aDMG|9RCR
48	62352 34233	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4CGEN|5AART|6CDMG|7LHND|8aDMG|9RCR
49	62352 35333	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|28LWND|4CGEN|5AART|6CDMG|7aDMG|9RCR
50	33412 33631	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	18ERES|2TLV|38DMG|4LWND|5AART|6CDMG|78VULN|8BPWR|9RCR|aLHND
51	33412 33632	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	18ERES|2TLV|38DMG|4LWND|5AART|6CDMG|78VULN|8BPWR|9RCR|aRPLT
52	33412 33634	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	18ERES|2TLV|38DMG|4aLWND|5AART|6CDMG|78VULN|8BPWR|9RCR
53	33412 33635	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	18ERES|2TLV|38DMG|4LWND|5AART|6CDMG|78VULN|8BPWR|9RCR|aFEWX
54	62362 32233	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4ERES|5AART|6CDMG|7BEXP|8aDMG|9RCR
55	62362 34233	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4ERES|5AART|6CDMG|7LHND|8aDMG|9RCR
56	62362 35333	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|28LWND|4ERES|5AART|6CDMG|7aDMG|9RCR
57	62352 35133	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4CGEN|5AART|6CDMG|7aDMG|8DUST|9RCR
58	62352 36233	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4CGEN|5AART|6CDMG|7DUST|8aDMG|9RCR
59	62411 16212	   	172.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	18VULN|2LWND|39CDMG|4RMIN|5DMG|6RCR|7DUR|aAART
60	33412 33636	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	18ERES|2TLV|38DMG|4LWND|5AART|6CDMG|78VULN|8BPWR|9RCR|aDUST
61	62362 35133	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4ERES|5AART|6CDMG|7aDMG|8DUST|9RCR
62	62362 36233	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2LWND|4ERES|5AART|6CDMG|7DUST|8aDMG|9RCR
63	34133 52116	 * 	171.70	DCR|3VULN|3ZMB|1AART|1ASPD|1SELL	1ERES|247ZMB|346VULN|4BPWR|5AART|8SELL|9RCR|aASPD
64	62162 14244	 * 	171.65	ACR|2VULN|3CDMG|1AART|1DMG	19VULN|29LWND|3LSRHEA|4RCR|5DMG|6AART|79aCDMG|8MBVNT|9BPWR
65	13312 53233	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|2BEXP|37VULN|4CDMG|5TLV|6AART|8aDMG|9RCR
66	34133 51232	 * 	171.44	DCR|3VULN|1AART|2CDMG|2ZMB	1ERES|24ZMB|346VULN|4BPWR|5AART|7aCDMG|8LWND|9RCR
67	34133 51432	   	171.44	DCR|3VULN|1AART|2CDMG|2ZMB	1ERES|24ZMB|346VULN|4BPWR|5AART|7aCDMG|8BEXP|9RCR
68	62431 33223	   	171.41	DCR|3VULN|2AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4aAART|6SELL|8RCR|9DUR
69	64431 33223	   	171.41	DCR|3VULN|2AART|1CDMG|1DUR|1SELL	157VULN|2LHND|3CDMG|4aAART|6SELL|8RCR|9DUR
70	34133 51532	   	171.34	DCR|3VULN|1AART|2CDMG|2ZMB	1ERES|24ZMB|346VULN|4BPWR|5AART|7aCDMG|8LEGI|9RCR
71	62411 16222	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2LWND|3CDMG|4RMIN|5DMG|6RCR|79DUR|aAART
72	34523 32126	   	171.03	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCR|4FEWX|5aDMG|6DUR|7VULN|8ASPD|9AART
73	62431 43331	   	170.93	DCR|3VULN|1AART|1DMG|1CDMG	157VULN|2LWND|3CDMG|4AART|6DMG|8MLV|9RCR|aLHND
74	23633 12512	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2DUR|3LHND|4AART|5DLOT|6aDMG|7RCR|89VULN
75	62411 26323	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|5aDMG|68AART|7RCR|9LHND
76	62411 26333	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|49RMIN|5aDMG|68AART|7RCR
77	33133 45533	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|24TLV|34VULN|4BPWR|5AART|6ZMB|7RCR|8CDMG|9RMIN|aDMG
78	63232 13213	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	167VULN|2ZMB|34LHND|5AART|8RCR|9MLV|aDMG
79	64162 12313	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	18VULN|27LHND|38LSRHEA|4RCR|58DMG|6AART|8BPWR|9DLOT|aASPD
80	64431 12233	   	170.04	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	158VULN|2LHND|3CDMG|4AART|67DUR|9RCR|aASPD
81	33133 54233	   	170.03	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|24TLV|348VULN|4BPWR|5AART|6CDMG|7DUST|9RCR|aDMG
82	62411 23233	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|57aDMG|6AART|8DMSP|9RCR
83	62411 23333	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|57aDMG|6AART|8BEXP|9RCR
84	62411 23433	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|28LWND|3CDMG|4RMIN|57aDMG|6AART|9RCR
85	63533 51233	   	169.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	16VULN|24ZMB|34CGEN|4BPWR|5AART|7CDMG|8LWND|9RCR|aDMG
86	62411 23133	   	169.63	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|57aDMG|6AART|8DUST|9RCR
87	34153 51233	   	169.43	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1ERES|24ZMB|36VULN|5AART|7CDMG|8LWND|9RCR|aDMG
88	63633 51233	   	169.43	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	16VULN|24ZMB|34ERES|4BPWR|5AART|7CDMG|8LWND|9RCR|aDMG
89	62431 12232	   	169.41	DCR|3VULN|1AART|2CDMG|2DUR	158VULN|2LWND|3aCDMG|4AART|67DUR|9RCR
90	62431 14333	   	169.05	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	15VULN|2LWND|3CDMG|4AART|6DUR|7TLV|8ASPD|9RCR|aDMG
91	23633 12516	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|3LHND|4AART|5DLOT|6DMG|7RCR|89aVULN
92	23633 12542	   	168.92	DCR|3DMG|1AART|1VULN|1DUR	1LIT|2DUR|3LHND|4AART|5DLOT|69aDMG|7RCR|8VULN
93	62435 33213	   	168.88	DCR|2AART|2VULN|1DMG|1CDMG|1SELL	17VULN|2LWND|3CDMG|45AART|6SELL|8RCR|9MLV|aDMG
94	62431 42232	   	168.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15VULN|2LWND|3aCDMG|4AART|6DMG|7DUR|8CGEN|9RCR
95	62352 16222	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	136VULN|2LWND|4CGEN|5AART|7RCR|8DUR|9RMIN|aDMG
96	63232 13223	   	168.41	DCR|3VULN|2AART|1ZMB|1DUR	167VULN|2ZMB|34LHND|5aAART|8RCR|9DUR
97	62362 15222	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	136VULN|2LWND|4ERES|5AART|7RCR|8DUR|9RMIN|aDMG
98	62431 12433	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15VULN|28LWND|3CDMG|4AART|67DUR|9RCR|aDMG
99	62431 12333	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15VULN|2LWND|3CDMG|4AART|67DUR|8DUST|9RCR|aDMG
100	62411 23532	 * 	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1VULN|2LWND|3aCDMG|4RMIN|57DMG|6AART|8DUR|9RCR
101	64431 12232	 * 	166.92	DCR|3VULN|1AART|3DUR|1CDMG	158VULN|2LHND|3CDMG|4AART|67aDUR|9RCR
102	62431 35222	   	166.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	15VULN|2LWND|3CDMG|4AART|6SELL|7RCR|8DUR|9RMIN|aDMG
103	62435 22233	   	166.62	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2LWND|3CDMG|45AART|6ERES|7BEXP|8aDMG|9RCR
104	62431 25231	   	166.62	DCR|2AART|2VULN|1DMG|1CDMG	15VULN|2LWND|3CDMG|48AART|6ERES|7DMG|9RCR|aLHND
105	62431 51333	   	166.62	DCR|2AART|2VULN|1DMG|1CDMG	15VULN|2LWND|3CDMG|48AART|6DUST|7FEWX|9RCR|aDMG
106	62431 53333	   	166.62	DCR|2AART|2VULN|1DMG|1CDMG	15VULN|2LWND|3CDMG|4aAART|6DUST|7DMG|8BEXP|9RCR
107	62431 21533	   	166.62	DCR|2AART|2VULN|1DMG|1CDMG	15VULN|2LWND|3CDMG|47AART|6ERES|8CGEN|9RCR|aDMG
108	12162 15523	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	12LWND|2BPWR|36VULN|4ERES|5AART|7RCR|8CDMG|9ASPD|aDMG
109	33133 26563	   	166.31	DCR|3VULN|2AART|1CDMG	1ERES|24TLV|349VULN|4BPWR|5aAART|6CGEN|7RCR|8CDMG
110	33133 26523	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|24TLV|34VULN|4BPWR|5AART|6CGEN|7RCR|8CDMG|9ASPD|aDMG
111	33133 55353	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|8BEXP|9DMG|aASPD
112	62431 23633	   	166.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2LWND|3CDMG|4AART|6ERES|7RCVC|8ZMB|9RCR|aDMG
113	62162 16132	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2LWND|3LSRHEA|4RCR|5DMG|6AART|7MGNLIT|9DUR|aCDMG
114	12152 35233	   	166.12	DCR|2AART|2DMG|1VULN|1CDMG	12LWND|2BPWR|3VULN|4CGEN|58AART|6CDMG|7aDMG|9RCR
115	62352 35231	   	166.12	DCR|2AART|2VULN|1DMG|1CDMG	13VULN|2LWND|4CGEN|58AART|6CDMG|7DMG|9RCR|aLHND
116	62414 13212	   	166.06	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	16VULN|2LWND|39CDMG|4RMIN|56DUR|6BPWR|7RCR|8ZMB|aAART
117	12162 35233	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	12LWND|2BPWR|3VULN|4ERES|58AART|6CDMG|7aDMG|9RCR
118	62362 31533	   	166.02	DCR|2AART|2VULN|1DMG|1CDMG	13VULN|2LWND|4ERES|57AART|6CDMG|8CGEN|9RCR|aDMG
119	62362 35231	   	166.02	DCR|2AART|2VULN|1DMG|1CDMG	13VULN|2LWND|4ERES|58AART|6CDMG|7DMG|9RCR|aLHND
120	62411 22533	   	165.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LWND|3CDMG|4RMIN|5DMG|6aAART|7DUR|8ZMB|9RCR
121	62411 16232	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2LWND|3CDMG|4RMIN|5DMG|6RCR|7DUR|9LHND|aAART
122	62411 26211	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2aLWND|3CDMG|4RMIN|59DMG|6AART|7RCR|8ASPD
123	62411 26213	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2LWND|3CDMG|4RMIN|59DMG|6AART|7RCR|8ASPD|aDMSP
124	62411 12252	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LWND|3aCDMG|4RMIN|5DMG|6RCR|7BEXP|9AART
125	12323 43153	 * 	165.77	DCR|4VULN|1AART|2ZMB	128LWND|28BPWR|3RCVC|478aVULN|5AART|68ZMB|9RCR
126	66326 33221	 * 	165.70	DCR|3VULN|1AART|1FLTHEA|2DUR	139VULN|249FEWX|59DUR|6RCVC|7RCR|8AART|9BPWR|aFLTHEA
127	62411 13252	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LWND|3aCDMG|4RMIN|5DMG|6RCR|7DUST|9AART
128	62162 14241	   	165.61	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|29LWND|3LSRHEA|4RCR|5DMG|6AART|79CDMG|8MBVNT|9BPWR|aFEWX
129	62162 14242	   	165.61	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|29LWND|3LSRHEA|4RCR|5DMG|6AART|79CDMG|8MBVNT|9BPWR|aCGEN
130	62162 14243	   	165.61	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|29LWND|3LSRHEA|4RCR|5DMG|6AART|79CDMG|8MBVNT|9BPWR|aLHND
131	34323 51233	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCVC|46VULN|5AART|7CDMG|8LWND|9RCR|aDMG
132	34323 51433	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCVC|46VULN|5AART|7CDMG|8BEXP|9RCR|aDMG
133	62362 33633	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13VULN|2LWND|4ERES|5AART|6CDMG|7RCVC|8ZMB|9RCR|aDMG
134	62411 23234	   	165.52	DCR|2DMG|2AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|57DMG|6aAART|8DMSP|9RCR
135	62411 21333	   	165.52	DCR|2DMG|2AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|5aDMG|68AART|7FEWX|9RCR
136	34323 51533	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCVC|46VULN|5AART|7CDMG|8LEGI|9RCR|aDMG
137	12323 43154	 * 	165.32	DCR|3VULN|1AART|2ZMB|1FLTHEA	128LWND|28BPWR|3RCVC|478VULN|5AART|68ZMB|9RCR|aFLTHEA
138	62435 12232	   	165.21	DCR|2AART|2VULN|2CDMG|2DUR	18VULN|2LWND|3aCDMG|45AART|67DUR|9RCR
139	62411 12212	   	165.19	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LWND|39CDMG|4RMIN|5DMG|6RCR|7BEXP|aAART
140	64411 12212	   	165.19	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LHND|39CDMG|4RMIN|5DMG|6RCR|7BEXP|aAART
141	34133 51231	   	165.12	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8LWND|9RCR|aLHND
142	34133 51235	   	165.12	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8LWND|9RCR|aRMIN
143	34133 51431	   	165.12	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8BEXP|9RCR|aLHND
144	62411 13212	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LWND|39CDMG|4RMIN|5DMG|6RCR|7DUST|aAART
145	64411 13212	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LHND|39CDMG|4RMIN|5DMG|6RCR|7DUST|aAART
146	34133 51531	   	165.02	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8LEGI|9RCR|aLHND
147	34133 52111	 * 	164.76	DCR|3VULN|3ZMB|1AART|1SELL	1ERES|247ZMB|346VULN|4BPWR|5AART|8SELL|9RCR|aLWND
148	34133 52113	 * 	164.76	DCR|3VULN|3ZMB|1AART|1SELL	1ERES|247ZMB|346VULN|4BPWR|5AART|8SELL|9RCR|aFEWX
149	34133 52115	 * 	164.76	DCR|3VULN|3ZMB|1AART|1SELL	1ERES|247ZMB|346VULN|4BPWR|5AART|8SELL|9RCR|aDMSP
150	34133 52112	 * 	164.66	DCR|3VULN|3ZMB|1AART|1SELL	1aERES|247ZMB|346VULN|4BPWR|5AART|8SELL|9RCR
151	62431 33243	   	164.47	DCR|3VULN|2AART|1CDMG|1SELL	157VULN|2LWND|3CDMG|4aAART|6SELL|8RCR|9FEWX
152	12161 51633	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12LWND|25BPWR|35VULN|45ERES|6CDMG|7AART|8ZMB|9RCR|aDMG
153	62431 33253	   	164.37	DCR|3VULN|2AART|1CDMG|1SELL	157VULN|2LWND|3CDMG|4aAART|6SELL|8RCR|9DUST
154	34523 12126	   	163.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ZMB|3RCR|4FEWX|5aDMG|6DUST|7VULN|8ASPD|9AART
155	63232 13262	   	163.88	DCR|4VULN|1AART|1ZMB|1SELL	167aVULN|2ZMB|34LHND|5AART|8RCR|9SELL
156	62431 21632	   	163.88	DCR|2AART|2VULN|2CDMG|1ZMB	15VULN|2LWND|3aCDMG|47AART|6ERES|8ZMB|9RCR
157	21334 64341	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2TLV|38VULN|4ASPD|5MBVNT|6CDMG|7RCR|9AART|aDMG
158	24633 12512	   	163.81	DCR|2VULN|2DMG|1AART	1LIT|2DUST|3LHND|4AART|5DLOT|6aDMG|7RCR|89VULN
159	63232 15222	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2ZMB|34LHND|5AART|7RCR|8DUR|9RMIN|aDMG
160	63232 15236	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2ZMB|34LHND|5AART|7RCR|8DUR|9BELT|aDMG
161	62411 26311	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2aLWND|3CDMG|4RMIN|5DMG|68AART|7RCR|9ZMB
162	62411 26313	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2LWND|3CDMG|4RMIN|5DMG|68AART|7RCR|9ZMB|aDMSP
163	63232 15262	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2ZMB|34LHND|5AART|7RCR|8DUR|9TLV|aDMG
164	62352 31632	 * 	163.62	DCR|2AART|2VULN|2CDMG|1FLTHEA	13VULN|2LWND|4CGEN|57AART|69CDMG|8FLTHEA|aRCR
165	33133 45222	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|24TLV|34VULN|4BPWR|5AART|6ZMB|7RCR|8DUR|9RMIN|aDMG
166	33133 45352	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|24TLV|34VULN|4BPWR|5AART|6ZMB|7RCR|8CGEN|9DUR|aDMG
167	63533 31233	 * 	163.49	DCR|2AART|1DMG|1VULN|2ZMB|1CDMG	1VULN|24ZMB|34CGEN|4BPWR|56AART|7CDMG|8LWND|9RCR|aDMG
