0	Index      	 *	Score 	Summary	Detail	
1	12535 11216	 * 	287.27	DCR|2LIT|3MLV|3VULN	134MLV|2RMIN|4aBPWR|5BELT|68aVULN|7aLIT|9RCR
66	23351 31334	   	267.25	DCR|4VULN|1LIT|2DMG|1DUR	149aVULN|28DMG|3DUR|5LIT|6BEXP|7RCR
67	23551 11334	   	267.25	DCR|4VULN|1LIT|2DMG|1DUR	149aVULN|28DMG|3LWND|5LIT|6DUR|7RCR
68	23651 11334	   	267.25	DCR|4VULN|1LIT|2DMG|1DUR	149aVULN|28DMG|3LHND|5LIT|6DUR|7RCR
69	22551 11334	   	267.15	DCR|4VULN|1LIT|2DMG|1DUR	149aVULN|2DUST|38DMG|5LIT|6DUR|7RCR
70	23151 11334	   	267.15	DCR|4VULN|1LIT|2DMG|1DUR	149aVULN|28DMG|3LEGI|5LIT|6DUR|7RCR
71	13661 32621	   	267.04	DCR|1LIT|2VULN|1MLV|1DMG|1AART|2ZMB	1MLV|29ZMB|38VULN|4RCVC|5LIT|6DMG|7RCR|aAART
72	23231 42621	   	267.04	DCR|1LIT|2VULN|1MLV|1DMG|1AART|2ZMB	18VULN|2DMG|3DMSP|4MLV|5LIT|69ZMB|7RCR|aAART
73	23231 46163	   	266.67	DCR|2LIT|2VULN|1MLV|1DMG	18VULN|2DMG|3DMSP|4MLV|57LIT|6ZMB|9RCR|aMBVNT
74	23231 46162	   	266.52	DCR|2LIT|2VULN|1MLV|1DMG|1SELL	18VULN|2DMG|3DMSP|4MLV|57LIT|6ZMB|9RCR|aSELL
75	23231 43552	   	265.93	DCR|3VULN|1LIT|1MLV|1DMG	18aVULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7CANTOX|9RCR
76	12626 41133	   	265.50	DCR|2LIT|3VULN|1MLV	1MLV|2RMIN|39aVULN|4LHND|58LIT|6CGEN|7RCR
77	15213 26352	   	265.50	DCR|2LIT|3VULN|1MLV	1MLV|2VENTOX|369VULN|4FRZICY|58LIT|7RCR|aRMIN
78	15213 36351	   	265.50	DCR|2LIT|3VULN|1MLV	1MLV|2VENTOX|39aVULN|46FRZICY|58LIT|7RCR
79	15213 26353	   	265.26	DCR|2LIT|3VULN|1MLV|1SELL	1MLV|2VENTOX|369VULN|4FRZICY|58LIT|7RCR|aSELL
80	13626 31351	   	265.15	DCR|2LIT|2DMG|1VULN|1MLV|2ZMB	1MLV|29ZMB|3VULN|4LHND|59LIT|6ERES|7RCR|89DMG|9BPWR|aRMIN
81	13626 31353	   	265.15	DCR|2LIT|2DMG|1VULN|1MLV|2ZMB	1MLV|29ZMB|3VULN|4LHND|59LIT|6ERES|7RCR|89DMG|9BPWR|aBEXP
82	13626 31352	   	265.05	DCR|2LIT|2DMG|1VULN|1MLV|2ZMB	1MLV|29ZMB|3VULN|4LHND|59LIT|6aERES|7RCR|89DMG|9BPWR
83	22532 41336	   	264.98	DCR|1LIT|2VULN|2DMG|1MLV	19VULN|2DUST|38DMG|4LIT|5MLV|6CGEN|7RCR|aZMB
84	23231 42625	   	264.44	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|2ZMB	18VULN|2DMG|3DMSP|4MLV|5LIT|69ZMB|7RCR|aASPD
85	13626 31134	   	263.85	DCR|2LIT|2VULN|1MLV|1CDMG	1MLV|2ZMB|3aVULN|4LHND|58LIT|6ERES|7RCR|9CDMG
86	15213 26322	   	263.43	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|36VULN|4FRZICY|58LIT|7RCR|9FEWX|aDMG
87	15213 26362	   	263.43	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|36VULN|4FRZICY|58LIT|7RCR|9LHND|aDMG
88	15213 26332	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|36VULN|4FRZICY|58LIT|7RCR|9DUST|aDMG
89	21551 21114	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2LHND|3DMG|58LIT|6LWND|7RCR|9ERES|aMLV
90	21551 31114	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2LHND|3DMG|58LIT|6FEWX|7RCR|9ERES|aMLV
91	22532 41131	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	19VULN|2DUST|3DMG|48LIT|5MLV|6CGEN|7RCR|aRPLT
92	22532 41132	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	19VULN|2DUST|3DMG|48LIT|5MLV|6CGEN|7RCR|aRMIN
93	22532 41133	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	19VULN|2DUST|3DMG|48LIT|5MLV|6CGEN|7RCR|aLWND
94	22532 41135	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	19VULN|2DUST|3DMG|48LIT|5MLV|6CGEN|7RCR|aBEXP
95	23351 31166	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2DMG|3DUR|58LIT|69BEXP|7RCR|aMLV
96	23651 21114	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2DMG|3LHND|58LIT|6LWND|7RCR|9ERES|aMLV
97	23651 31114	   	263.33	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2DMG|3LHND|58LIT|6FEWX|7RCR|9ERES|aMLV
98	21551 11114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2LHND|3DMG|58LIT|6DUR|7RCR|9ERES|aMLV
99	22551 21114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2DUST|3DMG|58LIT|6LWND|7RCR|9ERES|aMLV
100	22551 31114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2DUST|3DMG|58LIT|6FEWX|7RCR|9ERES|aMLV
101	23151 21114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2DMG|3LEGI|58LIT|6LWND|7RCR|9ERES|aMLV
102	23151 31114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG	14VULN|2DMG|3LEGI|58LIT|6FEWX|7RCR|9ERES|aMLV
103	23351 31114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2DMG|3DUR|58LIT|6BEXP|7RCR|9ERES|aMLV
104	23551 11114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2DMG|3LWND|58LIT|6DUR|7RCR|9ERES|aMLV
105	23651 11114	   	263.23	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2DMG|3LHND|58LIT|6DUR|7RCR|9ERES|aMLV
106	22532 31114	   	263.13	DCR|2LIT|2VULN|1MLV|1DMG	1aVULN|2DUST|3DMG|48LIT|5MLV|69ERES|7RCR
107	22532 31126	   	263.13	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	1aVULN|2DUST|3DMG|48LIT|5MLV|6ERES|7RCR|9DUR
108	22551 11114	   	263.13	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2DUST|3DMG|58LIT|6DUR|7RCR|9ERES|aMLV
109	23151 11114	   	263.13	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14VULN|2DMG|3LEGI|58LIT|6DUR|7RCR|9ERES|aMLV
110	23413 33614	   	262.85	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	17VULN|2DMG|3ASPD|4ZMB|5LHND|6RCR|8LIT|9ERES|aMLV
111	23421 33614	   	262.85	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	17VULN|2DMG|3ASPD|4LHND|5ZMB|6RCR|8LIT|9ERES|aMLV
112	21354 33743	   	262.11	DCR|2LIT|3VULN|1DMG	147VULN|2LHND|3ZMB|5MBVNT|6RCR|8aLIT|9DMG
113	24354 34343	   	262.11	DCR|2LIT|3VULN|1DMG	148VULN|2BEXP|3ZMB|5MBVNT|6RCR|7aLIT|9DMG
114	22354 34743	   	262.01	DCR|2LIT|3VULN|1DMG	147VULN|2DUST|3ZMB|5MBVNT|6RCR|8aLIT|9DMG
115	22532 31166	   	261.55	DCR|2LIT|2DMG|1VULN|1MLV	1VULN|2DUST|39DMG|48LIT|5MLV|6ERES|7RCR|aZMB
116	23231 33463	   	261.38	DCR|1LIT|2VULN|2DMG|1MLV	17VULN|26DMG|3DMSP|4MLV|5LIT|8ZMB|9RCR|aMBVNT
117	23231 33462	   	261.24	DCR|1LIT|2VULN|2DMG|1MLV|1SELL	17VULN|26DMG|3DMSP|4MLV|5LIT|8ZMB|9RCR|aSELL
118	13661 32214	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	1MLV|2ZMB|3aVULN|4RCVC|5LIT|6DMG|7RCR|8CDMG|9LHND
119	23231 42214	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	1aVULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|8CDMG|9LHND
120	23231 42264	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	1aVULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|8CDMG|9RCVC
121	13661 32611	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1MLV|2ZMB|38VULN|4RCVC|5LIT|6DMG|7RCR|9ASPD|aLWND
122	13661 32612	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1MLV|2ZMB|38VULN|4RCVC|5LIT|6DMG|7RCR|9ASPD|aCGEN
123	13661 32613	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1MLV|2ZMB|38VULN|4RCVC|5LIT|6DMG|7RCR|9ASPD|aFEWX
124	23231 42611	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	18VULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|9ASPD|aLWND
125	23231 42612	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	18VULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|9ASPD|aCGEN
126	23231 42613	   	261.15	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	18VULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|9ASPD|aFEWX
127	24314 34147	   	261.06	DCR|2LIT|2VULN|2DMG|2ZMB	1aVULN|2aBEXP|34ZMB|5MBVNT|6RCR|78LIT|9aDMG|aBPWR
128	23231 42244	   	261.05	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1DUR	1aVULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|8CDMG|9DUR
129	23231 42615	   	261.05	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	18VULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7RCR|9ASPD|aERES
130	23551 35132	 * 	261.02	DCR|5VULN|1LIT|1DMG|1SELL	14789VULN|2DMG|3LWND|5LIT|6SELL|aRCR
131	21551 21136	   	260.41	DCR|2LIT|3VULN|1DMG	149VULN|2LHND|3DMG|58LIT|6LWND|7RCR|aZMB
132	21551 31136	   	260.41	DCR|2LIT|3VULN|1DMG	149VULN|2LHND|3DMG|58LIT|6FEWX|7RCR|aZMB
133	23651 21136	   	260.41	DCR|2LIT|3VULN|1DMG	149VULN|2DMG|3LHND|58LIT|6LWND|7RCR|aZMB
134	23651 31136	   	260.41	DCR|2LIT|3VULN|1DMG	149VULN|2DMG|3LHND|58LIT|6FEWX|7RCR|aZMB
135	21314 33747	   	260.32	DCR|3VULN|1LIT|2DMG|2ZMB	17aVULN|2aLHND|34ZMB|5MBVNT|6RCR|8LIT|9aDMG|aBPWR
136	24314 34347	   	260.32	DCR|3VULN|1LIT|2DMG|2ZMB	18aVULN|2aBEXP|34ZMB|5MBVNT|6RCR|7LIT|9aDMG|aBPWR
137	22551 21136	   	260.31	DCR|2LIT|3VULN|1DMG	149VULN|2DUST|3DMG|58LIT|6LWND|7RCR|aZMB
138	22551 31136	   	260.31	DCR|2LIT|3VULN|1DMG	149VULN|2DUST|3DMG|58LIT|6FEWX|7RCR|aZMB
139	23151 21136	   	260.31	DCR|2LIT|3VULN|1DMG	149VULN|2DMG|3LEGI|58LIT|6LWND|7RCR|aZMB
140	23151 31136	   	260.31	DCR|2LIT|3VULN|1DMG	149VULN|2DMG|3LEGI|58LIT|6FEWX|7RCR|aZMB
141	21551 11136	   	260.31	DCR|2LIT|3VULN|1DMG|1DUR	149VULN|2LHND|3DMG|58LIT|6DUR|7RCR|aZMB
142	23551 11136	   	260.31	DCR|2LIT|3VULN|1DMG|1DUR	149VULN|2DMG|3LWND|58LIT|6DUR|7RCR|aZMB
143	23651 11136	   	260.31	DCR|2LIT|3VULN|1DMG|1DUR	149VULN|2DMG|3LHND|58LIT|6DUR|7RCR|aZMB
144	22551 11136	   	260.21	DCR|2LIT|3VULN|1DMG|1DUR	149VULN|2DUST|3DMG|58LIT|6DUR|7RCR|aZMB
145	23151 11136	   	260.21	DCR|2LIT|3VULN|1DMG|1DUR	149VULN|2DMG|3LEGI|58LIT|6DUR|7RCR|aZMB
146	22314 34747	   	260.12	DCR|3VULN|1LIT|2DMG|2ZMB	17aVULN|2aDUST|34ZMB|5MBVNT|6RCR|8LIT|9aDMG|aBPWR
147	15213 23316	   	260.10	DCR|2LIT|3VULN|1MLV	1MLV|2VENTOX|368VULN|4FRZICY|57LIT|9RPLT|aRCR
148	15213 23351	   	260.10	DCR|2LIT|3VULN|1MLV	1MLV|2VENTOX|368VULN|49FRZICY|57LIT|aRCR
149	23231 42651	 * 	260.08	DCR|2MLV|1LIT|2VULN|1DMG	18VULN|2DMG|3DMSP|4aMLV|5LIT|6ZMB|7RCR|9DLOT
150	15251 34111	   	259.90	DCR|2LIT|3VULN|1MLV|1DUR	1MLV|2VENTOX|369VULN|47LIT|5DUR|8DUST|aRCR
151	23215 31631	   	259.84	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	17VULN|29DMG|3DMSP|4AART|5DUR|6RCR|8LIT|aMLV
152	21351 21134	   	259.51	DCR|2LIT|4VULN	149aVULN|2LHND|3ZMB|58LIT|6LWND|7RCR
153	21351 31134	   	259.51	DCR|2LIT|4VULN	149aVULN|2LHND|3ZMB|58LIT|6FEWX|7RCR
154	24351 21134	   	259.51	DCR|2LIT|4VULN	149aVULN|2BEXP|3ZMB|58LIT|6LWND|7RCR
155	24351 31134	   	259.51	DCR|2LIT|4VULN	149aVULN|2BEXP|3ZMB|58LIT|6FEWX|7RCR
156	26351 21134	   	259.51	DCR|2LIT|4VULN	149aVULN|2FEWX|3ZMB|58LIT|6LWND|7RCR
157	21351 11134	   	259.41	DCR|2LIT|4VULN|1DUR	149aVULN|2LHND|3ZMB|58LIT|6DUR|7RCR
158	22351 21134	   	259.41	DCR|2LIT|4VULN	149aVULN|2DUST|3ZMB|58LIT|6LWND|7RCR
159	22351 31134	   	259.41	DCR|2LIT|4VULN	149aVULN|2DUST|3ZMB|58LIT|6FEWX|7RCR
160	24351 11134	   	259.41	DCR|2LIT|4VULN|1DUR	149aVULN|2BEXP|3ZMB|58LIT|6DUR|7RCR
161	26351 11134	   	259.41	DCR|2LIT|4VULN|1DUR	149aVULN|2FEWX|3ZMB|58LIT|6DUR|7RCR
162	21531 31166	   	259.36	DCR|2LIT|2VULN|2DMG|2ZMB	1aVULN|2LHND|3aDMG|4DMSP|58LIT|6FEWX|7RCR|9aZMB|aBPWR
163	22351 11134	   	259.31	DCR|2LIT|4VULN|1DUR	149aVULN|2DUST|3ZMB|58LIT|6DUR|7RCR
164	21531 11166	   	259.26	DCR|2LIT|2VULN|2DMG|2ZMB|1DUR	1aVULN|2LHND|3aDMG|4DMSP|58LIT|6DUR|7RCR|9aZMB|aBPWR
165	22533 11166	   	259.26	DCR|2LIT|2VULN|2DMG|2ZMB	1aVULN|2DUST|3aDMG|48LIT|56LHND|7RCR|9aZMB|aBPWR
166	23411 32326	   	259.25	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1aVULN|2DMG|3ASPD|4ZMB|5LIT|6FEWX|7VENICY|8RCR|9MLV
167	23461 12226	   	259.24	DCR|1LIT|2DMG|1VULN|1MLV|1CDMG|1ASPD	1VULN|29DMG|3ASPD|4RCVC|5LIT|6CGEN|7RCR|8CDMG|aMLV
168	11461 32224	   	259.14	DCR|1LIT|2DMG|1VULN|1MLV|1CDMG|1ASPD|1DUR	1MLV|2DUR|3ASPD|4RCVC|5LIT|69DMG|7RCR|8CDMG|aVULN
169	21351 21336	   	258.62	DCR|3VULN|1LIT|2DMG|2ZMB	14aVULN|29LHND|3aZMB|5LIT|6LWND|7RCR|8aDMG|aBPWR
170	21351 31336	   	258.62	DCR|3VULN|1LIT|2DMG|2ZMB	14aVULN|29LHND|3aZMB|5LIT|6FEWX|7RCR|8aDMG|aBPWR
171	23421 33432	   	258.61	DCR|3VULN|2DMG|1MLV|1ASPD|2ZMB	178VULN|28DMG|3ASPD|4LHND|58ZMB|6RCR|8BPWR|9DMSP|aMLV
172	21351 11336	   	258.52	DCR|3VULN|1LIT|2DMG|2ZMB|1DUR	14aVULN|29LHND|3aZMB|5LIT|6DUR|7RCR|8aDMG|aBPWR
173	22532 41331	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	19VULN|2DUST|38DMG|4LIT|5MLV|6CGEN|7RCR|aRPLT
174	22532 41332	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	19VULN|2DUST|38DMG|4LIT|5MLV|6CGEN|7RCR|aRMIN
175	22532 41333	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	19VULN|2DUST|38DMG|4LIT|5MLV|6CGEN|7RCR|aLWND
176	22532 41335	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	19VULN|2DUST|38DMG|4LIT|5MLV|6CGEN|7RCR|aBEXP
