0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36122 52224	5	 * 	302.21	橙4易伤3伤害3时间	128时间348a易伤5全技能678伤害8序列升级9核
46	42126 51123	9	   	279.81	橙3易伤3伤害3时间	189伤害2攻速349易伤59a时间6核7平台9序列升级
47	46814 21241	1	   	279.72	橙4易伤2伤害2时间2攻速	19伤害2加一36时间49攻速589a易伤7核9序列升级
48	16851 41241	1	   	279.72	橙4易伤2伤害2时间2攻速	19攻速2加一34时间589a易伤69伤害7核9序列升级
49	32321 41147	3	   	279.71	橙3易伤3伤害3时间	139时间2攻速4加一59a易伤689伤害7核9序列升级
50	15313 16161	5	   	279.30	橙2易伤2等级2伤害2时间2攻速	19攻速2a易伤39时间4低血量敌人56等级7核89伤害9序列升级
51	42163 12225	6	   	276.24	橙3易伤3伤害2时间	168伤害2攻速378易伤48时间5全技能8序列升级9核a最后敌人
52	42163 12222	6	   	276.14	橙3易伤3伤害2时间	168伤害2攻速378易伤48时间5全技能8序列升级9核a挖青
53	42163 12223	6	   	276.14	橙3易伤3伤害2时间	168伤害2攻速378易伤48时间5全技能8序列升级9核a加一
54	42163 12226	6	   	276.14	橙3易伤3伤害2时间	168伤害2攻速378易伤48时间5全技能8序列升级9核a掉矿
55	42163 12242	6	   	276.14	橙3易伤3伤害2时间	168伤害2攻速378易伤48时间5全技能8序列升级9赏金邻近a核
56	42163 12224	6	   	276.00	橙3易伤3伤害2时间1卖塔	168伤害2攻速378易伤48时间5全技能8序列升级9核a卖塔
57	15231 24613	10	   	275.88	橙4易伤2时间1伤害2攻速1暴击	19攻速2489易伤3低血量敌人5暴击6核79时间9序列升级a伤害
58	15335 63112	10	   	275.46	橙5易伤3时间	1攻速2479a易伤345时间4序列升级6全技能8核
59	15335 63113	9	   	275.46	橙5易伤3时间	1攻速2479a易伤345时间4序列升级6全技能8核
60	36122 24223	7	   	274.91	橙4易伤3时间1等级	127时间349a易伤5全技能6核8等级
61	36122 24512	10	   	274.91	橙4易伤3时间1等级	127时间349a易伤5全技能6核8等级
62	36122 24513	9	   	274.91	橙4易伤3时间1等级	127时间349a易伤5全技能6核8等级
63	36122 24523	8	   	274.91	橙4易伤3时间1等级	127时间349a易伤5全技能6核8等级
64	12112 15244	5	   	274.43	橙3易伤3伤害3攻速1暴击	128攻速368伤害468易伤5全技能68序列升级7核9低血量敌人a暴击
65	12112 15264	5	   	274.43	橙3易伤3伤害3攻速1暴击	128攻速368伤害468易伤5全技能68序列升级7核9最后敌人a暴击
66	14122 15215	5	   	274.40	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a最后敌人
67	14122 15221	5	   	274.40	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a平台
68	14122 15222	5	   	274.40	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a金币生成
69	14122 15235	5	   	274.40	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a最后敌人
70	14122 15252	5	   	274.40	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9低血量敌人a双倍矿
71	14122 15253	5	   	274.40	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9低血量敌人a平台
72	46814 21141	1	   	274.32	橙3易伤3伤害2时间2攻速	189伤害2加一36时间49攻速59a易伤7核9序列升级
73	16851 41141	1	   	274.32	橙3易伤3伤害2时间2攻速	19攻速2加一34时间59a易伤689伤害7核9序列升级
74	14122 15212	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a挖青
75	14122 15213	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a加一
76	14122 15216	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a掉矿
77	14122 15223	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a掉矿
78	14122 15226	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a赏金邻近
79	14122 15232	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a挖青
80	14122 15233	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a加一
81	14122 15236	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a掉矿
82	14122 15242	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9赏金邻近a随机矿
83	14122 15243	5	   	274.30	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9赏金邻近a基地爆炸
84	14122 15241	5	   	274.20	橙4易伤3伤害2攻速	18攻速268伤害3468易伤5全技能68序列升级7核9赏金邻近a掉矿
85	14122 15214	5	   	274.16	橙4易伤3伤害2攻速1卖塔	18攻速268伤害3468易伤5全技能68序列升级7核9敌人爆炸a卖塔
86	14122 15225	5	   	274.16	橙4易伤3伤害2攻速1卖塔	18攻速268伤害3468易伤5全技能68序列升级7核9随机矿a卖塔
87	14122 15234	5	   	274.16	橙4易伤3伤害2攻速1卖塔	18攻速268伤害3468易伤5全技能68序列升级7核9基地爆炸a卖塔
88	14122 15212	6	   	274.05	橙4易伤2伤害3攻速2全技能	18a攻速28伤害348a易伤56全技能7核8a序列升级9a低血量敌人
89	14122 15262	6	   	274.05	橙4易伤2伤害3攻速2全技能	18a攻速28伤害348a易伤56全技能7核8a序列升级9a敌人爆炸
90	32331 53451	9	   	273.51	橙2易伤3时间2伤害1等级2攻速	138时间27攻速48伤害58易伤6核8序列升级9最后敌人a等级
91	32321 41741	3	   	273.41	橙2易伤3时间2伤害1等级2攻速	139时间28攻速4加一59易伤69伤害7核9序列升级a等级
92	32331 53411	8	   	273.41	橙2易伤3时间2伤害1等级2攻速	138时间27攻速48伤害58易伤6核8序列升级9挖尘a等级
93	32331 53441	8	   	273.41	橙2易伤3时间2伤害1等级2攻速	138时间27攻速48伤害58易伤6核8序列升级9挖青a等级
94	36521 71141	3	   	273.41	橙2易伤3时间2伤害1等级2攻速	129时间38伤害4加一59易伤69攻速7核9序列升级a等级
95	43132 48544	10	   	273.15	橙3易伤2等级2伤害1时间	1a伤害2矿等38a易伤4加一5敌人爆炸6时间7a等级9核a序列升级
96	42132 36433	5	   	273.05	橙3易伤2等级2伤害2攻速	1a伤害26攻速35a易伤4平台7赏金邻近8核9a等级a序列升级
97	42132 42333	7	   	273.05	橙3易伤2等级2伤害2攻速	1a伤害26攻速35a易伤4平台7核8赏金邻近9a等级a序列升级
98	36122 24141	6	 * 	272.97	橙3易伤2等级3时间	12a时间34a易伤5全技能6核7a等级8赏金塔9平台a序列升级
99	36122 24213	7	   	272.87	橙3易伤2等级3时间	127时间34a易伤5全技能6核89等级
100	36122 24513	8	   	272.87	橙3易伤2等级3时间	127时间34a易伤5全技能6核89等级
101	15332 15121	7	   	272.67	橙3易伤3时间1等级1伤害	1攻速246易伤349时间4序列升级5最后敌人7伤害8核a等级
102	15332 15131	7	   	272.63	橙5易伤2时间1伤害	1攻速2469a易伤34时间4序列升级5最后敌人7伤害8核
103	12421 41241	2	   	272.57	橙4易伤2伤害3攻速1时间	129攻速3时间4加一589a易伤69伤害7核9序列升级
104	16811 41241	1	   	272.57	橙4易伤2伤害3攻速1时间	149攻速2加一3时间589a易伤69伤害7核9序列升级
105	46814 41241	1	   	272.57	橙4易伤2伤害3攻速1时间	19伤害2加一3时间469攻速589a易伤7核9序列升级
106	36533 22223	7	   	272.55	橙2易伤3伤害3时间2全技能	128时间348伤害57全技能68易伤8序列升级9核a雷电
107	36122 36224	6	 * 	272.49	橙4易伤3时间3攻速	128时间348a易伤5全技能678攻速8序列升级9核
108	44124 21111	9	   	272.46	橙3易伤3伤害2等级	123伤害49a易伤56等级7策反8核
109	44124 22111	9	   	272.36	橙3易伤3伤害2等级	123伤害49a易伤56等级7掉矿8核
110	44124 23113	9	   	272.32	橙2易伤3伤害2等级1时间	123伤害49易伤56等级7攻速8核a时间
