0	Index      	Bounty	 *	Score 	Summary	Detail	
1	16221 32512	10	 * 	295.44	橙5易伤3伤害2雷电	1双倍物品2457a易伤357伤害57序列升级67雷电8敌人爆炸9核
56	13221 11321	9	 * 	274.70	橙3易伤2伤害2时间2攻速	1双倍物品29时间39伤害45a易伤6金币生成79攻速8核9序列升级
57	16261 11322	9	   	274.70	橙3易伤2伤害2时间2攻速	1双倍物品259易伤39伤害4a时间6金币生成79攻速8核9序列升级
58	16221 32343	5	 * 	273.35	橙3易伤2伤害2时间2暴击	1双倍物品245易伤35伤害5序列升级6核78暴击9a时间
59	16221 12265	6	   	272.44	橙4易伤2伤害1时间1攻速	1双倍物品2456易伤35伤害5序列升级7低血量敌人8时间9攻速a核
60	16222 32143	4	   	271.99	橙4易伤2时间1伤害1暴击	1双倍物品2458易伤3伤害6核7暴击9a时间
61	16224 32143	5	   	271.99	橙4易伤2时间1伤害1暴击	1双倍物品2458易伤3伤害6核7暴击9a时间
62	16242 32143	3	   	271.99	橙4易伤2时间1伤害1暴击	1双倍物品2458易伤3伤害6核7暴击9a时间
63	61431 21431	1	   	271.76	橙4易伤3时间2等级	1加一2369易伤456时间69序列升级79等级89策反a核
64	61431 27511	1	   	271.76	橙4易伤3时间1伤害	1加一2368易伤456时间68序列升级78矿等9伤害a核
65	16222 32166	4	   	271.70	橙5易伤1伤害1暴击1攻速	1双倍物品2458a易伤3伤害6核7暴击9攻速
66	61431 21581	1	   	271.66	橙4易伤3时间2等级	1加一2368易伤456时间68序列升级78等级9核a金币生成
67	61431 21582	1	   	271.66	橙4易伤3时间2等级	1加一2368易伤456时间68序列升级78等级9核a基地爆炸
68	61431 21583	1	   	271.66	橙4易伤3时间2等级	1加一2368易伤456时间68序列升级78等级9核a低血量敌人
69	61431 21541	1	   	271.56	橙4易伤3时间2等级	1加一2368易伤456时间68序列升级78等级9掉矿a核
70	61431 21584	1	   	271.56	橙4易伤3时间2等级	1加一2368易伤456时间68序列升级78等级9核a掉矿
71	61431 24511	1	   	271.56	橙4易伤3时间1伤害	1加一2368易伤456时间68序列升级78掉矿9伤害a核
72	61421 37213	1	   	271.44	橙5易伤3时间	1加一2389a易伤49a基地爆炸59a时间6核7平台9a序列升级
73	61437 37213	1	   	271.44	橙5易伤3时间	1加一2389a易伤49a时间59a敌人爆炸6核7平台9a序列升级
74	61512 37213	1	   	271.44	橙5易伤3时间	1加一2589a易伤39a敌人爆炸49a时间6核7平台9a序列升级
75	62212 37213	2	   	271.44	橙5易伤3时间	1加一29a敌人爆炸3589a易伤49a时间6核7平台9a序列升级
76	65212 37213	2	   	271.44	橙5易伤3时间	1加一29a基地爆炸3589a易伤49a时间6核7平台9a序列升级
77	66212 37213	1	   	271.44	橙5易伤3时间	1加一29a基地爆炸3589a易伤49a时间6核7平台9a序列升级
78	61431 25433	1	   	271.14	橙5易伤3时间	1加一23689易伤456时间6序列升级7核a最后敌人
79	61431 25434	1	   	271.14	橙5易伤3时间	1加一23689易伤456时间6序列升级7核a策反
80	61431 25436	1	   	271.14	橙5易伤3时间	1加一23689易伤456时间6序列升级7核a随机矿
81	61431 25447	1	   	271.14	橙5易伤3时间	1加一2368a易伤456时间6序列升级7核9基地爆炸
82	16221 14612	7	   	271.10	橙4易伤2伤害1时间1全技能	1双倍物品2456易伤35伤害5序列升级7最后敌人8核9全技能a时间
83	16221 35212	5	   	271.10	橙4易伤2伤害1时间1全技能	1双倍物品2458易伤35伤害5序列升级6核7低血量敌人9全技能a时间
84	61431 25428	1	   	271.04	橙5易伤3时间	1加一2368a易伤456时间6序列升级7核9掉矿
85	61431 25431	1	   	271.04	橙5易伤3时间	1加一23689易伤456时间6序列升级7核a挖尘
86	61431 25432	1	   	271.04	橙5易伤3时间	1加一23689易伤456时间6序列升级7核a赏金塔
87	64244 74352	3	 * 	270.33	橙3易伤3时间2攻速1伤害	1加一2随机矿38攻速4伤害58a时间678易伤8序列升级9核
88	16221 32113	5	   	269.84	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤35伤害5序列升级6核7暴击9立即金币a攻速
89	16221 32161	5	   	269.84	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤35伤害5序列升级6核7暴击9攻速a矿等
90	16221 32164	5	   	269.84	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤35伤害5序列升级6核7暴击9攻速a敌人爆炸
91	16261 11324	9	   	269.77	橙3易伤2伤害2攻速1时间1全技能	1双倍物品259易伤39伤害4时间6金币生成79攻速8核9序列升级a全技能
92	16221 13453	10	   	269.75	橙4易伤2伤害1等级	1双倍物品2456易伤35伤害5序列升级7金币生成8雷电9核a等级
93	16221 35115	5	   	269.75	橙4易伤2伤害1时间	1双倍物品245a易伤35伤害5序列升级6核7低血量敌人8时间9雷电
94	16221 36115	5	   	269.75	橙4易伤2伤害1时间	1双倍物品245a易伤35伤害5序列升级6核7基地爆炸8时间9雷电
95	16221 32163	5	   	269.74	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤35伤害5序列升级6核7暴击9攻速a赏金邻近
96	16222 32162	4	   	269.74	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤3a伤害6核7暴击9攻速
97	16224 32162	5	   	269.74	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤3a伤害6核7暴击9攻速
98	16242 32162	3	   	269.74	橙4易伤2伤害1暴击1攻速	1双倍物品2458易伤3a伤害6核7暴击9攻速
99	61118 13426	1	   	269.73	橙3易伤2伤害2时间1等级	1加一278易伤37最后敌人49时间5等级67伤害7序列升级a核
100	16221 51315	8	   	269.65	橙4易伤2伤害1时间	1双倍物品245a易伤35伤害5序列升级6时间7挖尘8核9雷电
101	16221 32165	5	   	269.60	橙4易伤2伤害1暴击1攻速1卖塔	1双倍物品2458易伤35伤害5序列升级6核7暴击9攻速a卖塔
102	16221 32362	5	 * 	269.17	橙3易伤3伤害2暴击1攻速	1双倍物品245易伤35a伤害5序列升级6核78暴击9攻速
103	16221 12331	10	   	269.15	橙4易伤3伤害	1双倍物品2456易伤359伤害5序列升级7雷电8策反a核
104	16221 13431	10	   	269.15	橙4易伤3伤害	1双倍物品2456易伤359伤害5序列升级7金币生成8雷电a核
105	16221 13451	10	   	269.15	橙4易伤3伤害	1双倍物品2456易伤35a伤害5序列升级7金币生成8雷电9核
106	61421 31563	1	 * 	269.14	橙3易伤3伤害2时间	1加一23a易伤4基地爆炸5a时间6核7随机矿89a伤害a序列升级
107	16221 12231	10	   	269.05	橙4易伤3伤害	1双倍物品2456易伤359伤害5序列升级7雷电8掉矿a核
108	16221 31241	5	   	269.05	橙4易伤3伤害	1双倍物品2459易伤358伤害5序列升级6核7赏金塔a雷电
109	21151 31516	4	   	269.04	橙3易伤3伤害3攻速	123掉矿279序列升级479攻速579伤害679易伤8核a最后敌人
110	21161 31516	3	   	269.04	橙3易伤3伤害3攻速	123掉矿279序列升级479攻速579伤害679易伤8核a最后敌人
111	61431 71511	1	   	268.99	橙3易伤3时间2等级1伤害	1加一238易伤456时间78等级8序列升级9伤害a核
112	16221 51335	9	   	268.94	橙3易伤3伤害2时间	1双倍物品245易伤359伤害5序列升级6a时间7挖尘8核
113	21151 31513	4	   	268.94	橙3易伤3伤害3攻速	123掉矿279序列升级479攻速579伤害679易伤8核a挖尘
114	21161 31513	3	   	268.94	橙3易伤3伤害3攻速	123掉矿279序列升级479攻速579伤害679易伤8核a挖尘
115	16221 32453	5	   	268.60	橙3易伤2伤害1等级1时间1暴击	1双倍物品245易伤35伤害5序列升级6核7暴击8等级9掉矿a时间
116	23236 43123	3	   	268.35	橙5易伤2攻速1伤害	1掉矿25攻速3立即金币4579a易伤5序列升级6核8伤害
117	21636 43123	2	   	268.25	橙5易伤2攻速1伤害	12掉矿25序列升级35攻速4579a易伤6核8伤害
118	61473 44347	1	 * 	268.25	橙5易伤2攻速2暴击	1加一2356a易伤46暴击6序列升级78攻速9核
119	52212 17347	4	 * 	268.13	橙3易伤3伤害2等级1全技能	1立即金币279伤害3加一47等级5全技能679易伤79序列升级89基地爆炸a核
120	61433 17641	1	   	268.10	橙4易伤2时间1伤害1全技能	1加一237a易伤47时间5全技能6双倍矿7序列升级8伤害9核
121	16221 32261	5	   	268.00	橙3易伤3伤害1时间1暴击	1双倍物品245易伤35a伤害5序列升级6核7暴击8赏金邻近9时间
122	16221 51334	9	   	268.00	橙3易伤3伤害1时间1暴击	1双倍物品245易伤359伤害5序列升级6时间7挖尘8核a暴击
123	61431 25411	1	   	267.85	橙4易伤3时间1等级	1加一2368易伤456时间6序列升级7核9等级a金币生成
124	61431 25412	1	   	267.85	橙4易伤3时间1等级	1加一2368易伤456时间6序列升级7核9等级a基地爆炸
125	61431 25413	1	   	267.85	橙4易伤3时间1等级	1加一2368易伤456时间6序列升级7核9等级a低血量敌人
126	61431 25415	1	   	267.85	橙4易伤3时间1等级	1加一2368易伤456时间6序列升级7核9等级a敌人爆炸
127	61431 25414	1	   	267.75	橙4易伤3时间1等级	1加一2368易伤456时间6序列升级7核9等级a掉矿
128	16221 12562	7	   	267.15	橙4易伤2伤害1暴击	1双倍物品2456易伤35伤害5序列升级7雷电8暴击9额外掉落a核
129	16262 32143	3	   	266.93	橙3易伤2伤害2时间1暴击	1双倍物品258易伤34伤害6核7暴击9a时间
130	23143 24121	9	   	266.67	橙3易伤2时间2攻速1伤害1全技能	19掉矿29攻速35时间4伤害6核7全技能89a易伤9序列升级
131	52132 66111	3	   	266.61	橙3易伤3时间2伤害	1立即金币27伤害3掉矿478易伤567时间7序列升级9加一a核
132	16233 55333	4	   	266.57	橙3易伤3伤害2等级	1双倍物品28a易伤389伤害4雷电5最后敌人68等级7核8序列升级
133	61431 25112	1	   	266.56	橙4易伤3时间2雷电	1加一236a易伤456时间6a序列升级7核8额外掉落9a雷电
134	13264 34212	10	   	266.51	橙3易伤3时间2伤害	1双倍物品246时间37伤害57a易伤7序列升级8核9挖尘
135	16211 11321	9	   	266.50	橙4易伤2伤害2攻速	1双倍物品259a易伤39伤害4低血量敌人6金币生成79攻速8核9序列升级
136	16226 41321	9	   	266.50	橙4易伤2伤害2攻速	1双倍物品249a易伤39伤害5金币生成6最后敌人79攻速8核9序列升级
137	16251 11321	9	   	266.50	橙4易伤2伤害2攻速	1双倍物品259a易伤39伤害4最后敌人6金币生成79攻速8核9序列升级
138	23234 46122	3	   	266.50	橙4易伤2伤害2攻速	17a掉矿27攻速3立即金币479a易伤5双倍矿6核7a序列升级8a伤害
139	52134 43122	3	   	266.50	橙4易伤2伤害2攻速	1立即金币2a伤害3掉矿479a易伤5双倍矿6核8a攻速a序列升级
140	16221 35262	5	   	266.40	橙4易伤2伤害2攻速	1双倍物品2458易伤35伤害5序列升级6核7低血量敌人9a攻速
141	16221 36262	5	   	266.40	橙4易伤2伤害2攻速	1双倍物品2458易伤35伤害5序列升级6核7基地爆炸9a攻速
142	16223 41321	9	   	266.40	橙4易伤2伤害2攻速	1双倍物品249a易伤39伤害5掉矿6最后敌人79攻速8核9序列升级
143	23234 43122	2	   	266.40	橙4易伤2伤害2攻速	1a掉矿23攻速479a易伤5双倍矿6核8a伤害a序列升级
144	23236 41122	3	   	266.40	橙4易伤2伤害2攻速	17a掉矿25攻速3立即金币459a易伤5a序列升级6核8a伤害
145	23236 43163	3	   	266.40	橙4易伤2伤害2攻速	1掉矿25攻速3立即金币457a易伤5序列升级6核89伤害
146	23266 43122	2	   	266.40	橙4易伤2伤害2攻速	1a掉矿23攻速4双倍矿579a易伤6核8a伤害a序列升级
147	13264 34233	8	   	265.61	橙2易伤3时间2伤害1等级1全技能	1双倍物品246时间37伤害57易伤7序列升级8核9等级a全技能
