0	Index      	 *	Score 	Summary	Detail	
1	62421 43718	 * 	315.43	ACR|4VULN|2TLV|1AEFBLL|1DMG	1aTLV|2MBVNT|358aVULN|4RCR|6DMG|7AEFBLL|9aERES|aBPWR
101	62422 42842	   	301.52	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aZMB
102	66221 24123	   	301.35	ACR|DCR|2TLV|2VULN	18TLV|2LWND|3DUST|4aRCR|56VULN|7BELT|9NUKE
103	24125 22136	   	301.32	DCR|DCR|2TLV|1VULN|1DMG	1DMG|2VULN|3aTLV|4MDPS|5BEXP|68RCR|7DMSP|9DUR
104	25123 22136	   	301.32	DCR|DCR|2TLV|1VULN|1DMG	1DMG|2BEXP|3aTLV|4MDPS|5VULN|68RCR|7DMSP|9DUR
105	62424 73832	   	301.22	ACR|DCR|2TLV|1VULN|1DMG	1aTLV|2MBVNT|3VULN|47RCR|5SNITOX|6LIT|8DMG|9DUR
106	63121 22411	   	301.13	ACR|2TLV|2VULN|2DMG|1AEFBLL|1ASPD	1aTLV|2MDPS|3AEFBLL|4RCR|5aVULN|6ASPD|7MLV|8aDMG|9BELT|aBPWR
107	63121 24411	   	301.03	ACR|2TLV|2VULN|2DMG|1AEFBLL|1ASPD	1aTLV|2MDPS|3AEFBLL|4RCR|5aVULN|6ASPD|7ERES|8aDMG|9BELT|aBPWR
108	62421 44534	   	300.42	ACR|3VULN|2TLV|2ASPD|1DMG	17TLV|2MBVNT|35aVULN|4RCR|6DMG|89ASPD
109	62426 42534	   	300.42	ACR|3VULN|2TLV|2ASPD|1DMG	15TLV|2MBVNT|37aVULN|4RCR|6DMG|89ASPD
110	62421 42646	   	300.23	ACR|4VULN|1TLV|1AEFBLL|1DMG|1AART	1TLV|2MBVNT|3579VULN|4RCR|6DMG|8AART|aAEFBLL
111	62421 43641	   	300.23	ACR|4VULN|1TLV|1AEFBLL|1DMG|1AART	1TLV|2MBVNT|359aVULN|4RCR|6DMG|7AEFBLL|8AART
112	62421 43781	   	300.23	ACR|4VULN|1TLV|1AEFBLL|1DMG|1AART	1TLV|2MBVNT|358aVULN|4RCR|6DMG|7AEFBLL|9AART
113	62422 42641	   	300.23	ACR|4VULN|1TLV|1DMG|1AEPOI|1AART	1TLV|2MBVNT|379aVULN|4RCR|5AEPOI|6DMG|8AART
114	62422 42781	   	300.23	ACR|4VULN|1TLV|1DMG|1AEPOI|1AART	1TLV|2MBVNT|378aVULN|4RCR|5AEPOI|6DMG|9AART
115	62421 16138	 * 	299.94	ACR|DCR|3VULN|1TLV	1TLV|2MBVNT|358VULN|4aRCR|6BEXP|7LWND|9LIT
116	63121 23136	   	299.67	ACR|DCR|2TLV|1VULN|1AEFBLL|1ASPD|1MSE	1aTLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7MSE|9DUR
117	62446 23142	   	299.67	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aDUR
118	63121 21164	   	299.17	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9RCVC|aDMG
119	63121 64122	   	299.17	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7DMG|9LIT|aASPD
120	62428 35242	   	299.14	ACR|3TLV|2VULN|2ASPD|1DMG	19aTLV|2MBVNT|39VULN|4RCR|5LEGI|6DUR|7DMG|89ASPD|9BPWR
121	63121 44122	   	299.07	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6DUST|7DMG|9LIT|aASPD
122	62421 42842	   	299.04	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aZMB
123	62428 23342	   	298.94	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aZMB
124	64513 23131	   	298.70	DCR|DCR|2TLV|1VULN|1DMG	15TLV|2VULN|3RAT|4LWND|67RCR|8LHND|9DMG|aBEXP
125	64513 23133	   	298.70	DCR|DCR|2TLV|1VULN|1DMG	15TLV|2VULN|3RAT|4LWND|67RCR|8aLHND|9DMG
126	64263 23131	   	298.60	DCR|DCR|2TLV|1VULN|1DMG	15TLV|2VULN|3DUST|4RAT|67RCR|8LHND|9DMG|aBEXP
127	64263 23133	   	298.60	DCR|DCR|2TLV|1VULN|1DMG	15TLV|2VULN|3DUST|4RAT|67RCR|8aLHND|9DMG
128	64513 23323	   	298.60	DCR|DCR|2TLV|1VULN|1DMG	15TLV|2VULN|3RAT|4LWND|67RCR|8LIT|9VENFST|aDMG
129	62421 42641	   	298.51	ACR|5VULN|1TLV|1DMG|1AART	1TLV|2MBVNT|3579aVULN|4RCR|6DMG|8AART
130	62421 42781	   	298.51	ACR|5VULN|1TLV|1DMG|1AART	1TLV|2MBVNT|3578aVULN|4RCR|6DMG|9AART
131	64263 23323	   	298.50	DCR|DCR|2TLV|1VULN|1DMG	15TLV|2VULN|3DUST|4RAT|67RCR|8LIT|9VENFST|aDMG
132	63121 21144	   	298.43	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9DUR|aNUKE
133	62422 44848	   	297.19	ACR|3TLV|2VULN|1DMG|1AEPOI|1CDMG	179TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aCDMG
134	62427 43343	   	297.14	ACR|2TLV|2VULN|2DMG|1AEBURN	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aCGEN
135	62427 43344	   	297.14	ACR|2TLV|2VULN|2DMG|1AEBURN	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aLIT
136	62422 34216	   	297.04	ACR|2TLV|2VULN|2DMG|1AEPOI	1aTLV|2MBVNT|3aVULN|4RCR|5AEPOI|6RPLT|7DUR|8MDPS|9aDMG|aBPWR
137	62427 43341	   	297.04	ACR|2TLV|2VULN|2DMG|1AEBURN	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aMDPS
138	62427 43345	   	297.04	ACR|2TLV|2VULN|2DMG|1AEBURN	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aDUST
139	62427 43346	   	297.04	ACR|2TLV|2VULN|2DMG|1AEBURN	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aERES
140	62427 43347	   	297.04	ACR|2TLV|2VULN|2DMG|1AEBURN|1MSE	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aMSE
141	62427 43348	   	297.04	ACR|2TLV|2VULN|2DMG|1AEBURN	19TLV|2MBVNT|39VULN|4RCR|5DUR|6AEBURN|79DMG|8DMSP|9BPWR|aAEWIND
142	25123 22146	   	296.52	DCR|DCR|1TLV|1VULN|1DMG|1AEPOI|1AART	1DMG|2BEXP|3TLV|4MDPS|5VULN|68RCR|7DMSP|9AART|aAEPOI
143	65133 32413	   	296.52	DCR|DCR|2TLV|1VULN|1DMG|1AEBURN|1MSE	13TLV|2BEXP|4BELT|5MSE|6AEBURN|7DMG|8aRCR|9VULN
144	62748 42243	   	295.84	ACR|DCR|2VULN|1TLV|1ASPD	1TLV|2MBVNT|3LIT|46RCR|5ZMB|7aVULN|8ASPD|9RPLT
145	62422 44534	   	295.79	ACR|2TLV|2VULN|2ASPD|1DMG|1AEPOI	17TLV|2MBVNT|3aVULN|4RCR|5AEPOI|6DMG|89ASPD
146	62426 43534	   	295.79	ACR|2TLV|2VULN|2ASPD|1AEFBLL|1DMG	15TLV|2MBVNT|3aVULN|4RCR|6DMG|7AEFBLL|89ASPD
147	62748 42411	   	295.75	ACR|DCR|1TLV|1VULN|1DMG|1AEPOI|2ZMB	1TLV|2MBVNT|3LIT|46RCR|58ZMB|7VULN|9DMG|aAEPOI
148	62422 48342	   	295.53	ACR|2TLV|2VULN|1DMG|1AEPOI|2DUR	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|79DUR|8DMSP|9BPWR|aZMB
149	62421 42124	   	295.47	ACR|4VULN|2TLV|1DMG	1aTLV|2MBVNT|357aVULN|4RCR|6DMG|8LSRHEA|9aAME|aBPWR
150	62421 53324	   	295.47	ACR|4VULN|2TLV|1DMG	1aTLV|2MBVNT|356aVULN|4RCR|7BASICY|8DMG|9aAME|aBPWR
151	26221 24143	   	295.41	ACR|DCR|2VULN|1TLV|1DMG	1DMG|29LWND|3LHND|4aRCR|56VULN|7BELT|8TLV
152	62421 44764	   	295.37	ACR|4VULN|2TLV|1DMG	17TLV|2MBVNT|358aVULN|4RCR|6DMG|9CGEN
153	62422 16138	   	295.31	ACR|DCR|2VULN|1TLV|1AEPOI	1TLV|2MBVNT|38VULN|4aRCR|5AEPOI|6BEXP|7LWND|9LIT
154	26123 23131	   	295.31	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LHND|aAME
155	26123 23132	   	295.31	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LHND|aLIT
156	26123 23133	   	295.31	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LHND|aDMSP
157	26123 23165	   	295.31	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9RCVC|aAAC
158	62421 42114	   	295.27	ACR|4VULN|2TLV|1DMG	1aTLV|2MBVNT|357aVULN|4RCR|6DMG|8LSRHEA|9aERES|aBPWR
159	62421 42534	   	295.27	ACR|4VULN|1TLV|2ASPD|1DMG	1TLV|2MBVNT|357aVULN|4RCR|6DMG|89ASPD
160	62421 44714	   	295.27	ACR|4VULN|2TLV|1DMG	17TLV|2MBVNT|358aVULN|4RCR|6DMG|9ERES
161	62421 53314	   	295.27	ACR|4VULN|2TLV|1DMG	1aTLV|2MBVNT|356aVULN|4RCR|7BASICY|8DMG|9aERES|aBPWR
162	62426 42714	   	295.27	ACR|4VULN|2TLV|1DMG	15TLV|2MBVNT|378aVULN|4RCR|6DMG|9ERES
163	24211 23126	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|27VULN|3LHND|4AME|5MDPS|68RCR|9MGNSTR|aTLV
164	26123 23111	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LEGI|aAME
