0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22223 35636	8	 * 	270.09	DCR|3VULN|3DMG|1TLV|1DUR	178LWND|2RMIN|378DMG|4TLV|5CGEN|678VULN|78BPWR|9DUR|aRCR
90	21132 25524	6	   	242.62	DCR|3VULN|2DMG|2DUR	1aLWND|2RCVC|3BELT|45DMG|68aVULN|7aDUR|9RCR|aBPWR
91	21132 61524	5	   	242.62	DCR|3VULN|2DMG|2DUR	1aLWND|2RCVC|3BELT|45DMG|6aDUR|78aVULN|9RCR|aBPWR
92	31622 31524	1	   	242.62	DCR|3VULN|2DMG|2DUR	1aBEXP|2RCVC|3BELT|47DUR|5aDMG|68aVULN|9RCR|aBPWR
93	31622 31524	2	   	242.62	DCR|3VULN|2DMG|2DUR	1aBEXP|2RCVC|3BELT|47DUR|5aDMG|68aVULN|9RCR|aBPWR
94	52233 43433	2	   	242.38	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|2aZMB|36DMG|4RMIN|56aVULN|6aBPWR|7BBNT|8aDUR|9RCR
95	52333 43433	3	   	242.38	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|2aZMB|36DMG|4RMIN|56aVULN|6aBPWR|7BBNT|8aDUR|9RCR
96	63814 14633	8	   	242.22	DCR|3VULN|2DMG|2DUR	1ERES|2MBVNT|389VULN|4aDUR|56DMG|7RCR
97	53112 11531	1	   	241.91	DCR|3VULN|1TLV|1DMG|1CDMG|1SELL	1SELL|2RPLT|345VULN|4BPWR|6TLV|7RCR|8CDMG|9DMG|aLIT
98	53152 11531	1	   	241.91	DCR|3VULN|1TLV|1DMG|1CDMG|1SELL	1SELL|2RPLT|345VULN|6TLV|7RCR|8CDMG|9DMG|aLIT
99	63442 42837	2	 * 	241.50	DCR|5VULN|1DMG	1ERES|2MBVNT|3LIT|45679VULN|8RCR|aDMG
100	63442 42837	3	   	241.50	DCR|5VULN|1DMG	1ERES|2MBVNT|3LIT|45679VULN|8RCR|aDMG
101	63442 42837	4	   	241.50	DCR|5VULN|1DMG	1ERES|2MBVNT|3LIT|45679VULN|8RCR|aDMG
102	63814 44471	10	 * 	241.28	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR|1AART	19ERES|2MBVNT|39VULN|4DUR|5DMG|6AART|7RCR|89CDMG|9BPWR|aTLV
103	63812 41231	3	   	241.05	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3459VULN|4BPWR|6DMG|7RCR|8TLV|aFEWX
104	63812 41232	3	   	241.05	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3459VULN|4BPWR|6DMG|7RCR|8TLV|aRPLT
105	63812 41233	3	   	241.05	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3459VULN|4BPWR|6DMG|7RCR|8TLV|aBEXP
106	63812 41238	3	   	241.05	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3459VULN|4BPWR|6DMG|7RCR|8TLV|aCGEN
107	63842 41231	4	   	241.05	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3459VULN|6DMG|7RCR|8TLV|aFEWX
108	63842 41232	4	   	241.05	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3459VULN|6DMG|7RCR|8TLV|aRPLT
109	63842 41233	4	   	241.05	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3459VULN|6DMG|7RCR|8TLV|aBEXP
110	63842 41238	4	   	241.05	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3459VULN|6DMG|7RCR|8TLV|aCGEN
111	63142 11253	2	   	240.95	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3TLV|4578VULN|6TBNT|9RCR|aDMG
112	63142 41253	2	   	240.95	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3TLV|4578VULN|6BBNT|9RCR|aDMG
113	63813 11253	3	   	240.95	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3478VULN|4BPWR|5TLV|6TBNT|9RCR|aDMG
114	63813 41253	3	   	240.95	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3478VULN|4BPWR|5TLV|6BBNT|9RCR|aDMG
115	63843 11253	4	   	240.95	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3478VULN|5TLV|6TBNT|9RCR|aDMG
116	63843 41253	4	   	240.95	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3478VULN|5TLV|6BBNT|9RCR|aDMG
117	63812 41235	3	   	240.95	DCR|4VULN|1TLV|1DMG	14ERES|2MBVNT|3459VULN|4BPWR|6DMG|7RCR|8TLV|aBBNT
118	63842 41235	4	   	240.95	DCR|4VULN|1TLV|1DMG	1ERES|2MBVNT|3459VULN|6DMG|7RCR|8TLV|aBBNT
119	63833 53412	3	   	240.79	DCR|3VULN|3DMG|1CDMG	1ERES|2MBVNT|35aVULN|456DMG|5BPWR|7RCR|8FEWX|9CDMG
120	63833 21316	3	   	240.79	DCR|3VULN|3DMG|1CDMG	1ERES|2MBVNT|359VULN|458DMG|5BPWR|6CDMG|7LHND|aRCR
121	63833 24216	3	   	240.79	DCR|3VULN|3DMG|1CDMG	1ERES|2MBVNT|359VULN|457DMG|5BPWR|6CDMG|8LWND|aRCR
122	64331 32336	1	   	240.75	DCR|3VULN|1TLV|2ASPD|1DUR	1ERES|26ASPD|379VULN|4TLV|5LIT|8RCR|aDUR
123	63833 24416	3	   	240.69	DCR|3VULN|3DMG|1CDMG	1ERES|2MBVNT|359VULN|457DMG|5BPWR|6CDMG|8DUST|aRCR
124	51314 41233	2	   	240.47	DCR|2VULN|3DUR|2DMG|1AART|1SELL	1SELL|27VULN|346DUR|56DMG|6BPWR|8LWND|9AART|aRCR
