0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56313 23143	5	 * 	280.06	DCR|3VULN|3DUR|3ASPD|1DMG	1RMIN|2DLOT|3RPLT|478VULN|578ASPD|678DUR|78BPWR|9DMG|aRCR
47	41631 12121	7	   	261.34	DCR|4VULN|2DMG|1DUR	1789VULN|2LHND|3DUR|4aDMG|5LEGI|6RCR
48	41631 13121	6	   	261.34	DCR|4VULN|2DMG|1DUR	1789VULN|2LHND|3DUR|4aDMG|5LEGI|6RCR
49	15252 21321	7	   	261.20	DCR|5VULN|1TLV|1AART	16ERES|23456VULN|6BPWR|7AART|8LIT|9TLV|aRCR
50	42252 21321	7	   	261.20	DCR|5VULN|1TLV|1AART	13456VULN|26ERES|6BPWR|7AART|8LIT|9TLV|aRCR
51	46128 33122	5	   	261.12	DCR|4VULN|3DUR|1AART|1SELL	1789VULN|2MBVNT|3SELL|4AART|578DUR|6RCR|78BPWR|aMLV
52	46128 33123	5	   	261.12	DCR|4VULN|3DUR|1AART|1SELL	1789VULN|2MBVNT|3SELL|4AART|578DUR|6RCR|78BPWR|aCGEN
53	46128 33121	5	   	261.02	DCR|4VULN|3DUR|1AART|1SELL	1789VULN|2MBVNT|3SELL|4AART|578DUR|6RCR|78BPWR|aTBNT
54	41611 41312	10	   	260.99	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD|1AART	18VULN|28LHND|37DUR|4AART|5ASPD|68DMG|8BPWR|9CDMG|aRCR
55	41611 25312	10	   	260.46	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	178VULN|2LHND|38DUR|4AART|58ASPD|6RMIN|8BPWR|9CDMG|aRCR
56	51265 31312	10	   	260.46	DCR|3VULN|2DUR|2ASPD|1CDMG|1AART	1RMIN|238VULN|4LHND|5AART|68ASPD|78DUR|8BPWR|9CDMG|aRCR
57	42231 15241	5	   	260.15	DCR|4VULN|2DMG|2LIT	136aVULN|2ERES|4RPLT|5BELT|7RCR|8aDMG|9aLIT|aBPWR
58	41563 12121	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1789VULN|2LHND|3TLV|4DUR|5BEXP|6RCR|aDMG
59	41563 13121	6	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1789VULN|2LHND|3TLV|4DUR|5BEXP|6RCR|aDMG
60	24531 33521	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1FEWX|2DUST|3459VULN|6RCR|7TLV|8DUR|aDMG
61	44331 33521	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1459VULN|2DUST|3FEWX|6RCR|7TLV|8DUR|aDMG
62	46425 21134	9	 * 	259.96	DCR|4VULN|2ASPD|1DUR|2LIT	1589VULN|2MBVNT|3FEWX|48LIT|6RCR|78ASPD|8BPWR|aDUR
63	46425 21142	9	   	259.96	DCR|4VULN|2ASPD|1TLV|2LIT	158aVULN|2MBVNT|3FEWX|48LIT|6RCR|78ASPD|8BPWR|9TLV
64	41231 36452	1	   	259.95	DCR|4VULN|2DMG|2LIT	159aVULN|2ERES|3MBVNT|49DMG|69LIT|7TBNT|8RCR|9BPWR
65	42231 36452	2	   	259.95	DCR|4VULN|2DMG|2LIT	159aVULN|2ERES|3MBVNT|49DMG|69LIT|7TBNT|8RCR|9BPWR
66	46128 33143	5	   	259.90	DCR|3VULN|3DUR|2AART|1CDMG|1SELL	178VULN|2MBVNT|3SELL|4aAART|578DUR|6RCR|78BPWR|9CDMG
67	46128 33132	5	   	259.69	DCR|3VULN|3DUR|2ASPD|1AART|1SELL	178VULN|2MBVNT|3SELL|4AART|578DUR|6RCR|78BPWR|9aASPD
68	43534 13311	9	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	179VULN|27BEXP|3FEWX|4DMG|578DUR|6RCR|7BPWR|aAART
69	51252 13134	6	   	258.84	DCR|4VULN|2DMG|1CDMG	1RMIN|2345VULN|69DMG|7LWND|8CDMG|aRCR
70	15252 13134	6	   	258.74	DCR|4VULN|2DMG|1CDMG	1ERES|2345VULN|69DMG|7LWND|8CDMG|aRCR
71	15252 13134	7	   	258.74	DCR|4VULN|2DMG|1CDMG	1ERES|2345VULN|69DMG|7LHND|8CDMG|aRCR
72	42252 13134	7	   	258.74	DCR|4VULN|2DMG|1CDMG	1345VULN|2ERES|69DMG|7LHND|8CDMG|aRCR
73	42252 13134	6	   	258.74	DCR|4VULN|2DMG|1CDMG	1345VULN|2ERES|69DMG|7LWND|8CDMG|aRCR
74	51252 11134	7	   	258.74	DCR|4VULN|2DMG|1CDMG	1RMIN|2345VULN|69DMG|7LEGI|8CDMG|aRCR
75	51462 13121	7	   	258.64	DCR|4VULN|2DUR|1DMG	1RMIN|2789VULN|3FEWX|47DUR|57BEXP|6RCR|7BPWR|aDMG
76	51462 13221	8	   	258.64	DCR|4VULN|2DUR|1DMG	1RMIN|2789VULN|3FEWX|47DUR|57BEXP|6RCR|7BPWR|aDMG
77	43534 13123	7	   	258.64	DCR|4VULN|2DUR|1DMG	1789VULN|27BEXP|3FEWX|4DMG|57DUR|6RCR|7BPWR|aZMB
78	43353 41321	1	 * 	258.62	DCR|3VULN|2DMG|2TLV|1DUR|1SELL	159VULN|2TBNT|3SELL|49DMG|6RPLT|79TLV|8RCR|9BPWR|aDUR
79	52221 13121	7	   	258.54	DCR|4VULN|2DUR|1DMG	1RMIN|27DUR|3789VULN|47LWND|5LEGI|6RCR|7BPWR|aDMG
80	52221 13221	8	   	258.54	DCR|4VULN|2DUR|1DMG	1RMIN|27DUR|3789VULN|47LWND|5LEGI|6RCR|7BPWR|aDMG
81	26632 23123	7	   	258.54	DCR|4VULN|2DUR|1DMG	17FEWX|2MBVNT|3789VULN|4DMG|5BEXP|67DUR|7BPWR|aRCR
82	51211 12115	3	 * 	258.54	DCR|4VULN|2DUR|2CDMG	18RMIN|2369VULN|4DMSP|59CDMG|79DUR|9BPWR|aRCR
83	51331 13121	7	   	258.54	DCR|4VULN|2DUR|1DMG	1RMIN|2789VULN|37LWND|47DUR|5LEGI|6RCR|7BPWR|aDMG
84	51331 13221	8	   	258.54	DCR|4VULN|2DUR|1DMG	1RMIN|2789VULN|37LWND|47DUR|5LEGI|6RCR|7BPWR|aDMG
85	51511 12115	2	   	258.54	DCR|4VULN|2DUR|2CDMG	18RMIN|2369VULN|4DMSP|59CDMG|79DUR|9BPWR|aRCR
86	51611 12115	3	   	258.54	DCR|4VULN|2DUR|2CDMG	18RMIN|2369VULN|39BPWR|4DMSP|59CDMG|79DUR|aRCR
87	46432 23123	7	   	258.54	DCR|4VULN|2DUR|1DMG	1789VULN|2MBVNT|37FEWX|4DMG|5BEXP|67DUR|7BPWR|aRCR
88	12652 13433	10	   	258.44	DCR|4VULN|2DUR|1DMG	1aERES|2DMSP|345aVULN|6DMG|7LHND|8RCR|9aDUR|aBPWR
89	46435 43423	5	   	258.34	DCR|4VULN|2DUR|1DMG	1679VULN|2MBVNT|3FEWX|4DMG|56DUR|6BPWR|8DUST|aRCR
90	15252 13431	10	   	258.34	DCR|4VULN|2DUR|1DMG	1ERES|2345VULN|6DMG|7LHND|8RCR|9aDUR
91	42252 13431	10	   	258.34	DCR|4VULN|2DUR|1DMG	1345VULN|2ERES|6DMG|7LHND|8RCR|9aDUR
92	53413 11115	4	   	258.11	DCR|3VULN|2DMG|1TLV|1ASPD	1RMIN|2LIT|389VULN|4ASPD|5TLV|6aDMG|7RCR
93	15254 21323	8	   	257.91	DCR|5VULN|2DUR	1ERES|23469VULN|56DUR|6BPWR|7LHND|8CGEN|aRCR
94	15254 21323	7	   	257.91	DCR|5VULN|2DUR	1ERES|23469VULN|56DUR|6BPWR|7LHND|8CGEN|aRCR
95	15254 23133	9	   	257.91	DCR|5VULN|2DUR	1ERES|23467VULN|56DUR|6BPWR|8BEXP|9CGEN|aRCR
96	15254 23233	9	   	257.81	DCR|5VULN|2DUR	1ERES|23467VULN|56DUR|6BPWR|8DUST|9CGEN|aRCR
97	41624 31332	5	   	257.68	DCR|4VULN|2DUR|1ASPD	159aVULN|2LHND|39DUR|4LIT|6RCR|7ASPD|89ERES|9BPWR
98	43534 13133	7	   	257.53	DCR|3VULN|3DUR|1DMG	178VULN|27BEXP|3FEWX|4DMG|57aDUR|6RCR|7BPWR|9LIT
99	43534 13313	10	   	257.53	DCR|3VULN|3DUR|1DMG	179VULN|27BEXP|3FEWX|4DMG|578DUR|6RCR|7BPWR|aLIT
100	51323 31521	3	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1RMIN|2459VULN|3LWND|6RCR|7CDMG|8DUR|aDMG
101	45123 32531	1	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	145aVULN|2DUR|3RMIN|6RCR|7TBNT|8DMG|9CDMG
102	46732 44334	2	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	134aVULN|2MBVNT|5CDMG|6DMG|7DUR|8RCR|9LHND
103	51252 32531	4	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RMIN|234aVULN|5DUR|6RCR|7TBNT|8DMG|9CDMG
104	52223 32531	3	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RMIN|2DUR|345aVULN|6RCR|7TBNT|8DMG|9CDMG
105	52523 32531	2	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RMIN|2DUR|345aVULN|6RCR|7TBNT|8DMG|9CDMG
106	46425 21133	9	   	257.36	DCR|4VULN|2ASPD|2LIT|1CDMG	1589VULN|2MBVNT|3FEWX|48LIT|6RCR|78ASPD|8BPWR|aCDMG
107	46814 42324	4	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	19aVULN|2MBVNT|39ASPD|4ZMB|5DMG|6RCR|7BBNT|89DUR|9BPWR
108	46844 42324	3	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	19aVULN|2MBVNT|39ASPD|4ZMB|5DMG|6RCR|7BBNT|89DUR|9BPWR
109	45123 31336	1	   	256.98	DCR|5VULN|1DUR|1CDMG	1459aVULN|2DUR|3RMIN|6RCR|7CDMG|8ZMB
110	51252 31336	4	   	256.98	DCR|5VULN|1DUR|1CDMG	1RMIN|2349aVULN|5DUR|6RCR|7CDMG|8ZMB
111	52223 31336	3	   	256.98	DCR|5VULN|1DUR|1CDMG	1RMIN|2DUR|3459aVULN|6RCR|7CDMG|8ZMB
112	52523 31336	2	   	256.98	DCR|5VULN|1DUR|1CDMG	1RMIN|2DUR|3459aVULN|6RCR|7CDMG|8ZMB
113	51323 31525	3	   	256.98	DCR|5VULN|1DUR|1CDMG	1RMIN|2459aVULN|3LWND|6RCR|7CDMG|8DUR
114	41531 31134	4	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	158VULN|2LHND|3TLV|4DMG|6LIT|7RCR|9ASPD|aDUR
115	53413 11111	4	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RMIN|2LIT|389VULN|4ASPD|5TLV|6DMG|7RCR|aDUR
116	41122 21561	7	   	256.25	DCR|4VULN|2DMG|1ASPD|1SELL	1569VULN|269LHND|3SELL|4RCVC|69BPWR|79DMG|8RCR|aASPD
117	41531 31632	4	 * 	256.07	DCR|4VULN|1DMG|2TLV	159aVULN|2LHND|39TLV|4DMG|6LIT|7RCR|89FEWX|9BPWR
118	43534 13233	7	   	256.06	DCR|3VULN|2DUR|2TLV|1DMG	17aVULN|27BEXP|3aFEWX|4DMG|57DUR|6RCR|7aBPWR|8aTLV|9BBNT
119	44531 31332	4	   	255.97	DCR|4VULN|2TLV|1DMG	159aVULN|2DUST|39TLV|4DMG|6LIT|7RCR|89LWND|9BPWR
120	52231 15633	9	 * 	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	1RMIN|29DUR|379VULN|4DMG|5BEXP|69CDMG|8RPLT|9BPWR|aRCR
121	41633 14333	6	 * 	255.86	DCR|3VULN|2DUR|3LIT|1DMG	18aVULN|2LHND|38DUR|4DMG|5LWND|6RCR|789LIT|8BPWR
122	44531 21133	7	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	16aVULN|2DUST|3aTLV|4DMG|5BEXP|7RCR|8aDUR|9BBNT|aBPWR
123	52231 18253	2	   	255.76	DCR|3VULN|2DUR|1DMG|2CDMG	1RMIN|28DUR|3MBVNT|48CDMG|5DLOT|6RCR|789VULN|8BPWR|aDMG
124	46121 37442	6	   	255.39	DCR|3VULN|3DMG|2AART|1SELL	157VULN|2MBVNT|3SELL|49AART|57BPWR|67aDMG|8RCR
125	15252 13423	8	   	255.35	DCR|5VULN|1DMG	1ERES|23459VULN|6DMG|7LHND|8RCR|aLIT
126	15252 13633	9	   	255.35	DCR|5VULN|1DMG	1ERES|23458VULN|6DMG|7LHND|9RCR|aLIT
127	26625 24113	6	   	255.35	DCR|5VULN|1DMG	1FEWX|2MBVNT|35789VULN|4LIT|6RCR|aDMG
128	42252 13423	8	   	255.35	DCR|5VULN|1DMG	13459VULN|2ERES|6DMG|7LHND|8RCR|aLIT
129	42252 13633	9	   	255.35	DCR|5VULN|1DMG	13458VULN|2ERES|6DMG|7LHND|9RCR|aLIT
130	46425 24113	6	   	255.35	DCR|5VULN|1DMG	15789VULN|2MBVNT|3FEWX|4LIT|6RCR|aDMG
131	46711 31113	2	   	255.35	DCR|5VULN|1DMG	13589VULN|2MBVNT|4BEXP|6LIT|7RCR|aDMG
132	46731 31113	2	   	255.35	DCR|5VULN|1DMG	13489VULN|2MBVNT|5LHND|6LIT|7RCR|aDMG
133	46131 31113	2	   	255.25	DCR|5VULN|1DMG	14589VULN|2MBVNT|3DUST|6LIT|7RCR|aDMG
134	46733 31113	2	   	255.25	DCR|5VULN|1DMG	13489VULN|2MBVNT|5LEGI|6LIT|7RCR|aDMG
135	41536 21121	8	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	169VULN|2LHND|3TLV|4aDMG|5DUR|7RCR|8ERES
136	41636 21121	8	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	169VULN|2LHND|3DUR|4aDMG|5TLV|7RCR|8ERES
137	21564 12121	7	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1FEWX|2LHND|3789VULN|4DUR|5ASPD|6RCR|aDMG
138	21564 13121	6	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1FEWX|2LHND|3789VULN|4DUR|5ASPD|6RCR|aDMG
139	51252 13325	9	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1RMIN|2345VULN|6DMG|7TLV|8RCVC|9ASPD|aRCR
140	46824 43321	3	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1479VULN|2MBVNT|3ASPD|5DUR|6RCR|8FEWX|aDMG
141	46824 44121	3	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1489VULN|2MBVNT|3ASPD|5DUR|6RCR|7FEWX|aDMG
142	51252 11432	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1RMIN|2345VULN|6DMG|7LEGI|8RCR|9ASPD|aDUR
143	51252 11433	10	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1RMIN|2345VULN|6DMG|7LEGI|8RCR|9ASPD|aTLV
144	51252 31432	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1RMIN|2345VULN|6ASPD|7LEGI|8RCR|9DMG|aDUR
145	51252 31433	10	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1RMIN|2345VULN|6ASPD|7LEGI|8RCR|9DMG|aTLV
146	41563 12122	7	   	254.62	DCR|4VULN|2DUR|1TLV	1789VULN|2LHND|3TLV|4aDUR|5BEXP|6RCR
147	41563 13122	6	   	254.62	DCR|4VULN|2DUR|1TLV	1789VULN|2LHND|3TLV|4aDUR|5BEXP|6RCR
148	46121 37411	6	   	254.61	DCR|4VULN|2DMG|1AART|1SELL	157aVULN|2MBVNT|3SELL|4AART|57BPWR|67DMG|8RCR|9MLV
149	46121 37424	6	   	254.61	DCR|4VULN|2DMG|1AART|1SELL	157aVULN|2MBVNT|3SELL|4AART|57BPWR|67DMG|8RCR|9CGEN
150	24531 33522	3	   	254.52	DCR|4VULN|2DUR|1TLV	1FEWX|2DUST|3459VULN|6RCR|7TLV|8aDUR
151	44331 33522	2	   	254.52	DCR|4VULN|2DUR|1TLV	1459VULN|2DUST|3FEWX|6RCR|7TLV|8aDUR
152	41633 13141	6	   	254.45	DCR|3VULN|3DMG|1DUR	178VULN|2LHND|3DUR|49aDMG|5LWND|6RCR
153	41633 14121	7	   	254.45	DCR|3VULN|3DMG|1DUR	189VULN|2LHND|3DUR|47aDMG|5LWND|6RCR
154	41631 12141	7	   	254.35	DCR|3VULN|3DMG|1DUR	178VULN|2LHND|3DUR|49aDMG|5LEGI|6RCR
155	41631 13141	6	   	254.35	DCR|3VULN|3DMG|1DUR	178VULN|2LHND|3DUR|49aDMG|5LEGI|6RCR
156	41631 14121	7	   	254.35	DCR|3VULN|3DMG|1DUR	189VULN|2LHND|3DUR|47aDMG|5LEGI|6RCR
157	46824 43324	3	   	254.23	DCR|5VULN|1DUR|1ASPD	1479aVULN|2MBVNT|3ASPD|5DUR|6RCR|8FEWX
158	46824 44124	3	   	254.23	DCR|5VULN|1DUR|1ASPD	1489aVULN|2MBVNT|3ASPD|5DUR|6RCR|7FEWX
159	41531 31136	4	   	254.17	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	158VULN|2LHND|3TLV|4DMG|6LIT|7RCR|9ASPD|aCDMG
160	46732 44343	2	   	254.07	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	134VULN|2MBVNT|5CDMG|6DMG|7DUR|8RCR|9LIT|aASPD
161	46844 42323	4	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	19VULN|2MBVNT|3ASPD|4RMIN|59DMG|6RCR|7BBNT|89DUR|9BPWR|aTLV
162	45332 13225	8	 * 	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	158VULN|2RCVC|3ASPD|4DMSP|68DMG|78TLV|8BPWR|9ZMB|aRCR
163	45332 13235	8	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	158VULN|2RCVC|3ASPD|4DMSP|68DMG|78TLV|8BPWR|9CGEN|aRCR
164	46834 42323	4	   	253.63	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1NUKE	19VULN|2MBVNT|3ASPD|4NUKE|59DMG|6RCR|7BBNT|89DUR|9BPWR|aTLV
165	45332 13235	9	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	158VULN|2RCVC|3ASPD|4DMSP|68DMG|78TLV|8BPWR|9ERES|aRCR
166	41612 41312	10	   	253.61	DCR|2VULN|2DUR|2ASPD|1DMG|1CDMG|1AART	18VULN|28LHND|37DUR|4AART|5DMG|68ASPD|8BPWR|9CDMG|aRCR
167	46623 41344	3	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	145aVULN|2MBVNT|3TLV|6CDMG|7LHND|8DUR|9RCR
168	46623 44144	3	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	145aVULN|2MBVNT|3TLV|6CDMG|7DUR|8LHND|9RCR
169	52223 14152	9	   	253.58	DCR|3VULN|2DMG|2DUR	1RMIN|2aDUR|39aVULN|4LWND|5LHND|6RCR|7aDMG|8RPLT|aBPWR
170	43534 13321	7	   	253.58	DCR|3VULN|2DMG|2DUR	179VULN|27BEXP|38FEWX|4aDMG|57DUR|6RCR|7BPWR
171	46425 21143	9	   	253.57	DCR|3VULN|2ASPD|1TLV|1DUR|2LIT	158VULN|2MBVNT|3FEWX|48LIT|6RCR|78ASPD|8BPWR|9TLV|aDUR
172	41231 36454	1	   	253.55	DCR|3VULN|2DMG|1TLV|2LIT	159VULN|2ERES|3MBVNT|49DMG|69LIT|7TBNT|8RCR|9BPWR|aTLV
173	42231 36454	2	   	253.55	DCR|3VULN|2DMG|1TLV|2LIT	159VULN|2ERES|3MBVNT|49DMG|69LIT|7TBNT|8RCR|9BPWR|aTLV
174	52233 21215	10	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|369aVULN|4DMG|5LHND|7RCR|8AART
175	52233 21635	10	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|368aVULN|4DMG|5LHND|7RCR|9AART
176	41336 21315	10	   	253.48	DCR|3VULN|2DMG|2DUR	16aVULN|2aLHND|3ERES|48DMG|5aDUR|7RCR|9RPLT|aBPWR
