0	Index      	Bounty	 *	Score 	Summary	Detail	
1	66311 16332	6	 * 	281.26	DCR|4VULN|2DMG|2TLV|1DUR|1NUKE|1SELL	1SELL|27TLV|3NUKE|4DUR|579aVULN|67DMG|7BPWR|8RCR
27	61531 26332	5	   	269.20	DCR|4VULN|2DUR|2TLV|1ASPD|1NUKE|1SELL	1SELL|27DUR|3NUKE|4ASPD|579aVULN|67TLV|7BPWR|8RCR
28	62116 22226	4	 * 	269.04	DCR|5VULN|1TLV|2LIT|1ASPD|1SELL	1SELL|24LIT|3479aVULN|4BPWR|5ASPD|6TLV|8RCR
29	25125 15332	7	   	268.70	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1CGEN|2DUR|3TLV|49aVULN|5CDMG|67DMG|8RCR
30	35125 15332	7	   	268.60	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|2DUR|3TLV|49aVULN|5CDMG|67DMG|8RCR
31	35542 23331	5	   	267.85	DCR|4VULN|3DUR|1TLV	1ERES|248DUR|346aVULN|4BPWR|5LWND|7RCR|9TLV
32	54212 21231	8	   	267.85	DCR|4VULN|3DUR|1TLV	178DUST|2FEWX|3578VULN|478DUR|6LEGI|78BPWR|9TLV|aRCR
33	55212 21231	8	   	267.85	DCR|4VULN|3DUR|1TLV	178DUST|2BEXP|3578VULN|478DUR|6LEGI|78BPWR|9TLV|aRCR
34	62112 52312	6	   	267.16	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG|1SELL	1SELL|24LIT|34aVULN|4BPWR|56DMG|7RCR|8CDMG|9DUR
35	15163 61223	9	 * 	266.83	DCR|3VULN|3ASPD|2DUR|1DMG	146ASPD|27DUR|379VULN|567MLV|67BPWR|8DMG|aRCR
36	14115 12238	3	   	266.77	DCR|3VULN|2DUR|2ASPD|1DMG|1AART	17ASPD|2MBVNT|379VULN|47DUR|5RPLT|6RCR|7BPWR|8AART|aDMG
37	15111 26411	10	   	266.73	DCR|3VULN|3ASPD|2DUR|1DMG	189ASPD|29DUR|379VULN|4BELT|5RPLT|6RCR|9BPWR|aDMG
38	11512 13423	2	   	266.72	DCR|3VULN|3DUR|2ASPD|1TLV	19ASPD|2BELT|359DUR|457VULN|59BPWR|6TLV|89FEWX|aRCR
39	15112 13423	4	   	266.72	DCR|3VULN|3DUR|2ASPD|1TLV	19ASPD|259DUR|357VULN|4BELT|59BPWR|6TLV|89FEWX|aRCR
40	15152 13423	3	   	266.72	DCR|3VULN|3DUR|2ASPD|1TLV	19ASPD|259DUR|357VULN|4BELT|59BPWR|6TLV|89FEWX|aRCR
41	45142 23222	4	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|24DUR|34aVULN|4BPWR|5DMG|6CGEN|7RCR|8RPLT|9CDMG
42	15142 23232	5	   	265.73	DCR|4VULN|2DUR|1TLV|1ASPD	1ASPD|24DUR|3469VULN|4BPWR|5LWND|7RCR|8RPLT|aTLV
43	25125 25332	8	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CGEN|28DUR|3TLV|49aVULN|5CDMG|6RCR|7DMG
44	45142 23123	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|24DUR|34aVULN|4BPWR|5DMG|6CGEN|7RCR|8ERES|9CDMG
45	45142 33123	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|24DUR|34aVULN|4BPWR|5DMG|6RMIN|7RCR|8ERES|9CDMG
46	35542 33223	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1ERES|24DUR|34aVULN|4BPWR|5DMG|6RMIN|7RCR|8TLV|9CDMG
47	35125 25332	8	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1ERES|28DUR|3TLV|49aVULN|5CDMG|6RCR|7DMG
48	44152 43421	4	   	265.25	DCR|4VULN|2DMG|3TLV	149TLV|2MBVNT|3479VULN|49BPWR|59DMG|6BELT|8RCR|aLWND
49	44152 43422	4	   	265.25	DCR|4VULN|2DMG|3TLV	149TLV|2MBVNT|3479VULN|49BPWR|59DMG|6aBELT|8RCR
50	44152 43423	4	   	265.25	DCR|4VULN|2DMG|3TLV	149TLV|2MBVNT|3479VULN|49BPWR|59DMG|6BELT|8RCR|aMLV
51	62112 22253	5	   	264.51	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD|1SELL	1SELL|24LIT|347VULN|4BPWR|59DMG|6TLV|8RCR|aASPD
52	14115 12146	3	   	263.92	DCR|3VULN|3DUR|2ASPD|1CDMG	17ASPD|2MBVNT|379VULN|47aDUR|5RPLT|6RCR|7BPWR|8CDMG
53	62116 22253	4	   	263.18	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1ASPD|1SELL	1SELL|24LIT|347VULN|4BPWR|5ASPD|6TLV|8RCR|9DMG|aDUR
54	11512 13154	2	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|2BELT|35DUR|457VULN|5BPWR|6TLV|8CGEN|9RCR|aDMG
55	15112 13154	4	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1ASPD|25DUR|357VULN|4BELT|5BPWR|6TLV|8CGEN|9RCR|aDMG
56	15141 51223	6	   	263.13	DCR|4VULN|2DUR|1CDMG|1ASPD	1ASPD|24DUR|3467VULN|4BPWR|5CGEN|8FEWX|9CDMG|aRCR
57	15142 23233	5	   	263.13	DCR|4VULN|2DUR|1CDMG|1ASPD	1ASPD|24DUR|3469VULN|4BPWR|5LWND|7RCR|8RPLT|aCDMG
58	15142 52332	5	   	263.13	DCR|4VULN|2DUR|1CDMG|1ASPD	1ASPD|24DUR|349aVULN|4BPWR|5LWND|6CDMG|7DMSP|8RCR
59	15142 23123	5	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	1ASPD|24DUR|346aVULN|4BPWR|5LWND|7RCR|8ERES|9CDMG
60	15142 23151	5	   	262.60	DCR|4VULN|3DUR|1ASPD	1ASPD|249DUR|346aVULN|4BPWR|5LWND|7RCR|8ERES
61	46161 33123	1	 * 	262.54	DCR|5VULN|1TLV|1ASPD	1TLV|24589VULN|3TBNT|6ASPD|7LIT|aRCR
62	46261 33123	1	   	262.54	DCR|5VULN|1TLV|1ASPD	1TLV|24589VULN|3BBNT|6ASPD|7LIT|aRCR
63	46511 33123	1	   	262.54	DCR|5VULN|1TLV|1ASPD	1TLV|23589VULN|4TBNT|6ASPD|7LIT|aRCR
64	62111 22626	4	   	262.28	DCR|4VULN|2TLV|1DMG|2LIT|1SELL	1SELL|24LIT|349aVULN|4BPWR|56TLV|7RCR|8DMG
65	62112 42221	7	 * 	261.75	DCR|5VULN|1DMG|2LIT|1SELL	1SELL|24LIT|3479aVULN|4BPWR|5DMG|6ERES|8RCR
66	45142 23321	5	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|24DUR|346VULN|4BPWR|5LWND|7RCR|8BEXP|9DMG|aLIT
67	15142 12432	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|24DUR|34aVULN|4BPWR|5DMG|6BEXP|7DUST|8RCR|9CDMG
68	14115 12161	3	   	260.42	DCR|3VULN|3ASPD|2DUR|1CDMG	17aASPD|2MBVNT|37aVULN|47DUR|5RPLT|6RCR|7aBPWR|8CDMG|9aMLV
69	14115 12121	3	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	17aASPD|2MBVNT|37aVULN|47DUR|5RPLT|6RCR|7aBPWR|8CDMG|9aERES
70	14615 12121	2	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	17aASPD|2MBVNT|37aVULN|47DUR|5RPLT|6RCR|7aBPWR|8CDMG|9aERES
71	42143 23322	5	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|24LWND|346aVULN|4BPWR|5DUR|7RCR|8BEXP|9DMG
72	42143 23322	4	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|24LWND|346aVULN|4BPWR|5DUR|7RCR|8BEXP|9DMG
73	42143 23622	5	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|24LWND|346aVULN|4BPWR|5DUR|7RCR|8LHND|9DMG
74	42143 23622	4	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|24LWND|346aVULN|4BPWR|5DUR|7RCR|8LHND|9DMG
75	62112 52226	6	   	259.90	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|24LIT|349aVULN|4BPWR|56DMG|7RCR|8MLV
76	14153 14148	4	 * 	259.89	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|579DUR|68RCVC|aRCR
77	14153 14428	4	   	259.89	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9LHND|aRCR
78	14153 14438	4	   	259.89	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9BEXP|aRCR
79	14173 14148	3	   	259.89	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|579DUR|68RCVC|aRCR
80	14173 14428	3	   	259.89	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9LHND|aRCR
81	14173 14438	3	   	259.89	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9BEXP|aRCR
82	61612 26331	4	 * 	259.88	DCR|3VULN|3DUR|2TLV|1ASPD|1SELL	1SELL|27aDUR|379VULN|4ZMB|5ASPD|67TLV|7BPWR|8RCR
83	66411 13332	7	   	259.86	DCR|4VULN|1DMG|1TLV|1DUR|1SELL	1SELL|2TLV|3RMIN|4DUR|579aVULN|6DMG|8RCR
84	62112 56221	6	   	259.80	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|24LIT|349aVULN|4BPWR|56DMG|7ERES|8RCR
85	14153 14418	4	   	259.79	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9ERES|aRCR
86	14153 14448	4	   	259.79	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9LEGI|aRCR
87	14173 14418	3	   	259.79	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9ERES|aRCR
88	14173 14448	3	   	259.79	DCR|3VULN|3DUR|3ASPD	147ASPD|2MBVNT|347VULN|47BPWR|578DUR|6RCVC|9LEGI|aRCR
89	61531 26331	5	 * 	259.78	DCR|3VULN|3DUR|2TLV|1ASPD|1NUKE|1SELL	1SELL|27aDUR|3NUKE|4ASPD|579VULN|67TLV|7BPWR|8RCR
90	62116 22223	4	   	259.71	DCR|4VULN|2ASPD|1TLV|2LIT|1SELL	1SELL|24LIT|3479VULN|4BPWR|5aASPD|6TLV|8RCR
91	12335 21431	5	   	259.69	DCR|4VULN|2DUR|2ASPD	1aASPD|2DMSP|356aVULN|4RMIN|7BBNT|8RCR|9aDUR|aBPWR
92	14115 12812	3	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2MBVNT|378aVULN|47DUR|5RPLT|6RCR|7BPWR|9CGEN
93	14115 12831	3	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2MBVNT|3789VULN|47DUR|5RPLT|6RCR|7BPWR|aLHND
94	14115 12834	3	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2MBVNT|3789VULN|47DUR|5RPLT|6RCR|7BPWR|aZMB
95	14115 12842	3	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2MBVNT|378aVULN|47DUR|5RPLT|6RCR|7BPWR|9ZMB
96	12311 54431	3	   	259.59	DCR|4VULN|2DUR|2ASPD|1NUKE	1aASPD|2DMSP|357aVULN|4TBNT|6NUKE|8RCR|9aDUR|aBPWR
97	11512 21643	2	   	259.59	DCR|4VULN|2DUR|2ASPD	19ASPD|2BELT|35DUR|4578VULN|5BPWR|6TBNT|aRCR
98	15112 21643	4	   	259.59	DCR|4VULN|2DUR|2ASPD	19ASPD|25DUR|3578VULN|4BELT|5BPWR|6TBNT|aRCR
99	14113 22684	6	 * 	259.52	DCR|3VULN|3DMG|2ASPD	19ASPD|2MBVNT|369VULN|45BELT|789DMG|9BPWR|aRCR
100	14113 26184	8	   	259.52	DCR|3VULN|3DMG|2ASPD	19ASPD|2MBVNT|369VULN|45BELT|789DMG|9BPWR|aRCR
101	15142 23352	5	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	1ASPD|24DUR|346aVULN|4BPWR|5LWND|7RCR|8BEXP|9AART
102	14115 12141	3	   	259.00	DCR|3VULN|2DUR|2ASPD|1CDMG	17ASPD|2MBVNT|379VULN|47DUR|5RPLT|6RCR|7BPWR|8CDMG|aLIT
103	14183 63424	9	   	259.00	DCR|3VULN|2DUR|2ASPD|1CDMG	18ASPD|2MBVNT|389VULN|4CDMG|5DMSP|6LIT|78DUR|8BPWR|aRCR
104	14615 12141	2	   	259.00	DCR|3VULN|2DUR|2ASPD|1CDMG	17ASPD|2MBVNT|379VULN|47DUR|5RPLT|6RCR|7BPWR|8CDMG|aLIT
105	45142 13133	6	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1TLV|247DUR|34aVULN|4BPWR|5LWND|6LHND|8CDMG|9RCR
106	14153 63244	4	   	258.90	DCR|3VULN|2DUR|2ASPD|1CDMG	14ASPD|2MBVNT|348VULN|4BPWR|59DUR|6CDMG|7LIT|aRCR
107	14173 63244	3	   	258.90	DCR|3VULN|2DUR|2ASPD|1CDMG	14ASPD|2MBVNT|348VULN|4BPWR|59DUR|6CDMG|7LIT|aRCR
108	45141 33212	8	 * 	258.88	DCR|3VULN|3DUR|2TLV|1AART	19TLV|248DUR|349VULN|49BPWR|569CGEN|7AART|aRCR
109	25125 22135	9	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	1CGEN|279DUR|3TLV|48aVULN|5CDMG|6RCR
110	45142 33133	6	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	1TLV|247DUR|34aVULN|4BPWR|5LWND|6LEGI|8CDMG|9RCR
111	35125 22163	10	   	258.76	DCR|3VULN|3DUR|1TLV|1CDMG	1ERES|27aDUR|3TLV|489VULN|5CDMG|6RCR
112	66311 16313	6	   	258.62	DCR|3VULN|2DMG|2TLV|1DUR|1NUKE|1SELL	1SELL|27TLV|3NUKE|4DUR|57aVULN|67DMG|7BPWR|8RCR|9CGEN
113	66311 16333	6	   	258.62	DCR|3VULN|2DMG|2TLV|1DUR|1NUKE|1SELL	1SELL|27TLV|3NUKE|4DUR|579VULN|67DMG|7BPWR|8RCR|aBELT
114	62112 22222	5	   	258.56	DCR|4VULN|1DMG|1TLV|2LIT|1SELL	1SELL|24LIT|3479VULN|4BPWR|5DMG|6TLV|8RCR|aLWND
115	62112 22225	5	   	258.56	DCR|4VULN|1DMG|1TLV|2LIT|1SELL	1SELL|24LIT|3479VULN|4BPWR|5DMG|6TLV|8RCR|aCGEN
116	62112 25226	5	   	258.56	DCR|4VULN|1DMG|1TLV|2LIT|1SELL	1SELL|24LIT|349aVULN|4BPWR|5DMG|6TLV|7RCVC|8RCR
117	62112 14511	6	   	258.56	DCR|4VULN|1DMG|1DUR|2LIT|1SELL	1SELL|24LIT|347aVULN|4BPWR|5DMG|6FEWX|8RCR|9DUR
118	14153 43424	5	   	258.54	DCR|4VULN|3ASPD|1DMG	149ASPD|2MBVNT|3479VULN|49BPWR|59MLV|6BELT|8RCR|aDMG
119	62112 22221	5	   	258.46	DCR|4VULN|1DMG|1TLV|2LIT|1SELL	1SELL|24LIT|3479VULN|4BPWR|5DMG|6TLV|8RCR|aERES
120	62112 22224	5	   	258.46	DCR|4VULN|1DMG|1TLV|2LIT|1SELL	1SELL|24LIT|3479VULN|4BPWR|5DMG|6TLV|8RCR|aDLOT
121	62215 22226	5	   	258.46	DCR|4VULN|1DMG|1TLV|2LIT|1SELL	1SELL|23LIT|3BPWR|4DMG|579aVULN|6TLV|8RCR
122	14112 13421	4	   	258.44	DCR|4VULN|3ASPD|2TLV	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69TLV|8RCR|aLWND
123	14112 13422	4	   	258.44	DCR|4VULN|3ASPD|2TLV	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69TLV|8RCR|aRCVC
124	14112 13425	4	   	258.44	DCR|4VULN|3ASPD|2TLV	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69TLV|8RCR|aFEWX
125	14112 13427	4	   	258.44	DCR|4VULN|3ASPD|2TLV	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69TLV|8RCR|aCGEN
126	14112 13428	4	   	258.44	DCR|4VULN|3ASPD|2TLV	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69TLV|8RCR|aZMB
127	14154 43421	4	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aLWND
128	14154 43422	4	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aRCVC
129	14154 43425	4	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aFEWX
130	14154 43427	4	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aCGEN
131	14154 43428	4	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aZMB
132	14174 43421	3	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aLWND
133	14174 43422	3	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aRCVC
134	14174 43425	3	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aFEWX
135	14174 43427	3	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aCGEN
136	14174 43428	3	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aZMB
137	14674 43421	2	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aLWND
138	14674 43422	2	   	258.44	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aRCVC
139	45142 23311	5	   	258.44	DCR|4VULN|2DUR|2TLV	1aTLV|24DUR|346aVULN|4aBPWR|5LWND|7RCR|8BEXP|9aDUST
140	15331 52332	6	   	258.43	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR|1SELL	14ASPD|2DUR|3SELL|5DMG|6TLV|79aVULN|8RCR
141	14112 13423	4	   	258.34	DCR|4VULN|3ASPD|2TLV	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69TLV|8RCR|aLEGI
142	14112 34424	4	   	258.34	DCR|4VULN|3ASPD|1DMG	159ASPD|2MBVNT|3579VULN|4BELT|59BPWR|69ERES|8RCR|aDMG
143	14154 43423	4	   	258.34	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aLEGI
144	14174 43423	3	   	258.34	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aLEGI
145	14674 43423	2	   	258.34	DCR|4VULN|3ASPD|2TLV	149ASPD|2MBVNT|3479VULN|49BPWR|59TLV|6BELT|8RCR|aLEGI
146	54212 21151	10	   	258.34	DCR|4VULN|2DUR|1DMG	17DUST|2FEWX|3578VULN|47DUR|6LEGI|7BPWR|9RCR|aDMG
147	55212 21151	10	   	258.34	DCR|4VULN|2DUR|1DMG	17DUST|2BEXP|3578VULN|47DUR|6LEGI|7BPWR|9RCR|aDMG
148	14411 52331	3	   	258.24	DCR|4VULN|3ASPD|2TLV	139ASPD|2MBVNT|39BPWR|4BBNT|579aVULN|6RCR|89TLV
149	61342 61332	8	   	258.19	DCR|4VULN|2DUR|1DMG|1SELL	1SELL|28DUR|3LWND|479aVULN|5DMG|6RCR
150	66311 26332	6	   	258.19	DCR|4VULN|2DUR|2TLV|1NUKE|1SELL	1SELL|27TLV|3NUKE|47DUR|579aVULN|6RMIN|7BPWR|8RCR
151	11512 41251	2	   	257.92	DCR|3VULN|2DUR|2AART|1CDMG|1ASPD	1ASPD|2BELT|35DUR|457VULN|5BPWR|6aAART|8RCR|9CDMG
152	15112 41251	4	   	257.92	DCR|3VULN|2DUR|2AART|1CDMG|1ASPD	1ASPD|25DUR|357VULN|4BELT|5BPWR|6aAART|8RCR|9CDMG
153	14112 85433	4	 * 	257.81	DCR|5VULN|3ASPD	156ASPD|2MBVNT|35678VULN|4BELT|56BPWR|9ERES|aRCR
154	54212 21152	9	 * 	257.81	DCR|5VULN|2DUR	17DUST|2FEWX|3578aVULN|47DUR|6LEGI|7BPWR|9RCR
155	54212 21153	10	   	257.81	DCR|5VULN|2DUR	17DUST|2FEWX|3578aVULN|47DUR|6LEGI|7BPWR|9RCR
156	55212 21152	9	   	257.81	DCR|5VULN|2DUR	17DUST|2BEXP|3578aVULN|47DUR|6LEGI|7BPWR|9RCR
157	55212 21153	10	   	257.81	DCR|5VULN|2DUR	17DUST|2BEXP|3578aVULN|47DUR|6LEGI|7BPWR|9RCR
158	11632 26251	1	   	257.79	DCR|3VULN|2ASPD|2TLV|1CDMG|1AART	18ASPD|2AART|38aVULN|4CDMG|5BBNT|6LIT|78TLV|8BPWR|9RCR
159	14112 87341	4	   	257.75	DCR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4BELT|56BPWR|7DMG|8CDMG|9LIT|aRCR
160	11512 32252	2	   	257.68	DCR|4VULN|2DUR|1ASPD	1ASPD|2BELT|35DUR|459aVULN|5BPWR|6ERES|7RCR|8LIT
161	15112 32252	4	   	257.68	DCR|4VULN|2DUR|1ASPD	1ASPD|25DUR|359aVULN|4BELT|5BPWR|6ERES|7RCR|8LIT
162	15152 32252	3	   	257.68	DCR|4VULN|2DUR|1ASPD	1ASPD|25DUR|359aVULN|4BELT|5BPWR|6ERES|7RCR|8LIT
163	61641 12212	9	   	257.61	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1SELL	1SELL|2DUR|3aVULN|4TLV|5LHND|6RCR|7aASPD|8LIT|9aDMG|aBPWR
164	61642 12212	9	   	257.51	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1SELL	1SELL|2DUR|3aVULN|4TLV|5DUST|6RCR|7aASPD|8LIT|9aDMG|aBPWR
