0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12452 32352	3	 * 	310.99	橙5易伤3伤害3时间	1678a易伤2敌人爆炸347伤害567时间67序列升级9核
69	13141 12621	9	   	289.38	橙5易伤2等级2时间	1245a易伤3a时间6核7挖尘8掉矿9a等级a序列升级
70	13143 12231	6	   	289.38	橙5易伤2等级2时间	1245a易伤35时间5a序列升级6核7a等级8a掉矿9加一
71	16141 12621	9	   	289.38	橙5易伤2等级2时间	1245a易伤2a序列升级3a时间6核7挖尘8掉矿9a等级
72	16143 12231	6	   	289.38	橙5易伤2等级2时间	1245a易伤25a序列升级35时间6核7a等级8a掉矿9加一
73	11553 81434	10	 * 	289.19	橙3易伤3时间2伤害3攻速	19a易伤2a伤害39a时间489攻速5加一6全技能7核9a序列升级
74	13141 11145	6	   	288.94	橙5易伤2时间1伤害2雷电	12458易伤38时间6核78雷电8序列升级9伤害a全技能
75	13443 12313	6	   	288.57	橙5易伤2等级1伤害	12459易伤359低血量敌人59序列升级6核79等级8全技能a伤害
76	13441 12313	6	   	288.47	橙5易伤2等级1伤害	12459易伤39低血量敌人6核79等级8全技能9序列升级a伤害
77	16441 12313	6	   	288.47	橙5易伤2等级1伤害	12459易伤29序列升级39低血量敌人6核79等级8全技能a伤害
78	63341 12313	6	   	288.47	橙5易伤2等级1伤害	19最后敌人23459易伤6核79等级8全技能9序列升级a伤害
79	13143 11516	8	   	287.31	橙4易伤3时间1等级1暴击	1245易伤358时间5序列升级6核7攻速9等级a暴击
80	11163 41113	1	   	287.29	橙4易伤3等级3攻速1暴击	1589易伤2掉矿389攻速4全技能689等级7核89序列升级a暴击
81	13342 41113	5	   	287.29	橙4易伤3等级3攻速1暴击	1289易伤3掉矿489攻速589等级6全技能7核89序列升级a暴击
82	13143 11114	6	   	287.21	橙5易伤3时间3雷电	12458易伤358时间58序列升级6核78a雷电9全技能
83	13143 23154	7	   	287.08	橙5易伤2时间1等级	12458易伤35时间5序列升级6攻速7雷电9核a等级
84	11443 11163	6	   	287.00	橙5易伤3伤害3雷电	1458a易伤258伤害3随机矿58a序列升级6核78a雷电9a基地爆炸
85	11142 41412	5	   	286.28	橙4易伤2等级1伤害2攻速	1389易伤2伤害49攻速59等级6全技能7核9序列升级a矿等
86	11142 41413	5	   	286.28	橙4易伤2等级1伤害2攻速	1389易伤2伤害49攻速59等级6全技能7核9序列升级a基地爆炸
87	11142 41411	5	   	286.18	橙4易伤2等级1伤害2攻速	1389易伤2伤害49攻速59等级6全技能7核9序列升级a挖尘
88	16143 11141	6	   	285.95	橙5易伤3时间2雷电1暴击1卖塔	12458易伤258序列升级358时间6核78雷电9卖塔a暴击
89	13143 11535	8	   	285.86	橙5易伤3时间1伤害	1245a易伤358时间5序列升级6核7攻速9伤害
90	13141 11134	6	   	285.42	橙5易伤2时间1等级2雷电	12458易伤38时间6核78雷电8序列升级9金币生成a等级
91	13141 11164	6	   	285.42	橙5易伤2时间1等级2雷电	12458易伤38时间6核78雷电8序列升级9矿等a等级
92	16141 11134	6	   	285.42	橙5易伤2时间1等级2雷电	12458易伤28序列升级38时间6核78雷电9金币生成a等级
93	13143 13354	10	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7金币生成9伤害a等级
94	13143 15511	8	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7伤害9等级a平台
95	13143 15512	8	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7伤害9等级a基地爆炸
96	13143 15513	8	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7伤害9等级a立即金币
97	13141 11114	6	   	285.32	橙5易伤2时间1等级2雷电	12458易伤38时间6核78雷电8序列升级9掉矿a等级
98	16141 11114	6	   	285.32	橙5易伤2时间1等级2雷电	12458易伤28序列升级38时间6核78雷电9掉矿a等级
99	13146 11622	6	   	285.20	橙4易伤3时间2伤害	124a易伤35a时间6核7雷电8基地爆炸9a伤害a序列升级
100	13112 34612	5	   	285.20	橙4易伤3时间2伤害	128a易伤39a时间4雷电5最后敌人6a伤害7核a序列升级
101	15341 11622	6	   	285.20	橙4易伤3时间2伤害	145a易伤23a时间6核7雷电8基地爆炸9a伤害a序列升级
102	16112 34612	5	   	285.20	橙4易伤3时间2伤害	128a易伤2a序列升级39a时间4雷电5最后敌人6a伤害7核
103	11151 11341	9	   	285.02	橙4易伤2等级1伤害1时间	135a易伤2伤害4a金币生成6核7攻速8时间9a等级a序列升级
104	13443 12315	6	   	284.76	橙5易伤2等级1时间	12459易伤359低血量敌人59序列升级6核79等级8全技能a时间
105	13441 12315	6	   	284.66	橙5易伤2等级1时间	12459易伤39低血量敌人6核79等级8全技能9序列升级a时间
106	63341 12315	6	   	284.66	橙5易伤2等级1时间	19最后敌人23459易伤6核79等级8全技能9序列升级a时间
107	13146 13121	9	   	284.46	橙4易伤2等级3时间	124a易伤35a时间6核7金币生成8基地爆炸9a等级a序列升级
108	13146 13221	9	   	284.46	橙4易伤2等级3时间	124a易伤35a时间6核7金币生成8敌人爆炸9a等级a序列升级
109	15341 13121	9	   	284.46	橙4易伤2等级3时间	145a易伤23a时间6核7金币生成8基地爆炸9a等级a序列升级
110	15341 13221	9	   	284.46	橙4易伤2等级3时间	145a易伤23a时间6核7金币生成8敌人爆炸9a等级a序列升级
111	16146 13121	9	   	284.46	橙4易伤2等级3时间	124a易伤2a序列升级35a时间6核7金币生成8基地爆炸9a等级
112	16146 13221	9	   	284.46	橙4易伤2等级3时间	124a易伤2a序列升级35a时间6核7金币生成8敌人爆炸9a等级
113	12361 52352	5	 * 	284.36	橙4易伤3等级3时间	178a易伤2敌人爆炸347时间567等级7序列升级9核
114	13146 12221	9	   	284.36	橙4易伤2等级3时间	124a易伤35a时间6核7挖尘8金币生成9a等级a序列升级
115	15341 12221	9	   	284.36	橙4易伤2等级3时间	145a易伤23a时间6核7挖尘8金币生成9a等级a序列升级
116	16146 12221	9	   	284.36	橙4易伤2等级3时间	124a易伤2a序列升级35a时间6核7挖尘8金币生成9a等级
117	13146 12621	9	   	284.26	橙4易伤2等级3时间	124a易伤35a时间6核7挖尘8掉矿9a等级a序列升级
118	15341 12621	9	   	284.26	橙4易伤2等级3时间	145a易伤23a时间6核7挖尘8掉矿9a等级a序列升级
119	13143 13162	7	   	284.12	橙5易伤2时间1等级1暴击	12459易伤35时间5序列升级6核7金币生成8等级a暴击
120	16143 13162	7	   	284.12	橙5易伤2时间1等级1暴击	12459易伤25序列升级35时间6核7金币生成8等级a暴击
121	13143 12262	6	   	284.02	橙5易伤2时间1等级1暴击	12459易伤35时间5序列升级6核7等级8掉矿a暴击
122	13143 15135	6	   	284.02	橙5易伤2时间1等级1暴击	12457易伤35时间5序列升级6核8挖青9等级a暴击
123	16143 12262	6	   	284.02	橙5易伤2时间1等级1暴击	12459易伤25序列升级35时间6核7等级8掉矿a暴击
124	13143 12561	6	   	283.89	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7等级8最后敌人9a金币生成
125	13143 13141	7	   	283.89	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7金币生成8等级9a最后敌人
126	16143 13141	7	   	283.89	橙5易伤3时间1等级	1245a易伤25a序列升级35a时间6核7金币生成8等级9a最后敌人
127	13143 12241	6	   	283.79	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7等级8掉矿9a最后敌人
128	13143 12461	6	   	283.79	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7等级8挖尘9a金币生成
129	16143 12241	6	   	283.79	橙5易伤3时间1等级	1245a易伤25a序列升级35a时间6核7等级8掉矿9a最后敌人
130	11142 45221	5	   	283.76	橙3易伤2伤害1等级2暴击2攻速	13a易伤2a伤害49攻速5等级6全技能7a暴击8核a序列升级
131	13143 13315	8	   	283.69	橙5易伤3时间1等级	1245a易伤358时间5序列升级6核7金币生成9等级
132	16143 13315	8	   	283.69	橙5易伤3时间1等级	1245a易伤25序列升级358时间6核7金币生成9等级
133	13143 15215	6	   	283.59	橙5易伤3时间1等级	12457易伤359时间5序列升级6核8挖尘a等级
134	13143 12425	8	   	283.59	橙5易伤3时间1等级	12459易伤358时间5序列升级6核7挖尘a等级
135	11443 16132	6	   	283.44	橙3易伤3伤害1等级1时间1暴击	145易伤258伤害3随机矿5序列升级6核7时间9暴击a等级
136	11513 63424	5	   	283.13	橙3易伤2等级3时间1伤害1卖塔	189易伤2伤害358时间4加一68等级7卖塔8序列升级a核
137	11517 63424	4	   	283.13	橙3易伤2等级3时间1伤害1卖塔	189易伤2伤害358时间4加一68等级7卖塔8序列升级a核
138	13143 11363	9	   	282.29	橙5易伤2时间1伤害	12459易伤35时间5序列升级6核7攻速8全技能a伤害
139	13143 15361	10	   	282.29	橙5易伤2时间1伤害	12459易伤35时间5序列升级6核7伤害8全技能a雷电
140	16143 11363	9	   	282.29	橙5易伤2时间1伤害	12459易伤25序列升级35时间6核7攻速8全技能a伤害
141	13143 11113	6	   	282.21	橙5易伤3时间2雷电	12458易伤358时间58序列升级6核78雷电9全技能a敌人爆炸
142	13143 11115	6	   	282.21	橙5易伤3时间2雷电	12458易伤358时间58序列升级6核78雷电9全技能a矿等
143	63343 12313	6	   	282.16	橙5易伤2等级1暴击	159最后敌人23459易伤59序列升级6核79等级8全技能a暴击
144	13143 11111	6	   	282.11	橙5易伤3时间2雷电	12458易伤358时间58序列升级6核78雷电9全技能a挖尘
145	11123 21451	5	   	282.01	橙5易伤2伤害2时间	1358a易伤28伤害4立即金币6平台78时间8序列升级9核
146	11123 41451	7	   	282.01	橙5易伤2伤害2时间	1358a易伤28伤害4立即金币6平台78时间8序列升级9核
147	11123 41451	6	   	282.01	橙5易伤2伤害2时间	1358a易伤28伤害4立即金币6平台78时间8序列升级9核
148	11163 41115	1	   	281.95	橙4易伤3等级3攻速	1589易伤2掉矿389攻速4全技能689等级7核89序列升级a雷电
149	13342 41115	5	   	281.95	橙4易伤3等级3攻速	1289易伤3掉矿489攻速589等级6全技能7核89序列升级a雷电
150	11151 16336	9	   	281.91	橙5易伤2伤害2时间	1359a易伤2a伤害4金币生成6核7掉矿8a时间a序列升级
151	13143 15315	10	   	281.85	橙4易伤2时间1等级1伤害	1245易伤35时间5序列升级6核7伤害8全技能9最后敌人a等级
152	13143 15352	10	   	281.85	橙4易伤2时间1等级1伤害	1245易伤35时间5序列升级6核7伤害8全技能9立即金币a等级
153	13143 15122	7	   	281.81	橙5易伤2伤害2时间	1245a易伤35时间5a序列升级6核7a伤害8赏金塔9a掉矿
154	13143 15212	7	   	281.81	橙5易伤2伤害2时间	1245a易伤35时间5a序列升级6核7a伤害8a掉矿9赏金塔
155	16143 15122	7	   	281.81	橙5易伤2伤害2时间	1245a易伤25a序列升级35时间6核7a伤害8赏金塔9a掉矿
156	16143 15212	7	   	281.81	橙5易伤2伤害2时间	1245a易伤25a序列升级35时间6核7a伤害8a掉矿9赏金塔
157	11443 11115	6	   	281.79	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9策反
158	11443 11153	6	   	281.79	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9敌人爆炸
159	11443 11141	6	   	281.69	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9赏金邻近
160	11153 11341	9	   	281.66	橙3易伤2等级2伤害1时间	13a易伤25伤害45a金币生成5a序列升级6核7攻速8时间9a等级
161	24112 12543	8	   	281.56	橙3易伤2等级2伤害1时间	1平台289易伤3雷电49等级5随机矿6核79伤害9序列升级a时间
162	24112 12643	7	   	281.56	橙3易伤2等级2伤害1时间	1平台289易伤3雷电49等级5随机矿6核79伤害9序列升级a时间
163	13143 11524	10	   	281.50	橙4易伤3时间1等级2攻速	1245易伤358时间5序列升级6核79攻速a等级
164	13143 33354	10	   	281.50	橙4易伤3时间1等级2攻速	1245易伤356时间5序列升级78攻速9核a等级
165	16153 32233	3	   	281.38	橙4易伤1等级3攻速1伤害1时间	1267易伤267序列升级3时间47敌人爆炸567攻速8等级9伤害a核
166	12266 32352	2	 * 	281.27	橙5易伤3时间3攻速	1678a易伤2敌人爆炸357时间467攻速67序列升级9核
167	12363 32352	4	   	281.27	橙5易伤3时间3攻速	1678a易伤2敌人爆炸347时间567攻速67序列升级9核
168	12366 32352	3	   	281.27	橙5易伤3时间3攻速	1678a易伤2敌人爆炸357时间467攻速67序列升级9核
169	13143 11536	8	   	281.17	橙4易伤3时间1伤害1暴击	1245易伤358时间5序列升级6核7攻速9伤害a暴击
170	54342 12352	10	   	281.16	橙3易伤3伤害3时间	1额外掉落259伤害3加一459易伤59序列升级6核789时间a全技能
