0	Index      	 *	Score 	Summary	Detail	
1	32313 43237	 * 	233.23	DCR|3VULN|3DMG|1ASPD|1NUKE	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aNUKE
14	32313 27237	   	224.18	DCR|3VULN|2DMG|1AART|1ASPD|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8ASPD|9RCVC|aRCR
15	32616 43232	 * 	224.09	DCR|3VULN|3DMG|3DUR|1CDMG	178VULN|247DMG|34DUST|478BPWR|58LWND|678DUR|9RCR|aCDMG
16	32313 27518	 * 	223.61	DCR|3VULN|2DMG|1AART|1CDMG|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9MLV|aCDMG
17	32313 27277	   	223.43	DCR|3VULN|2DMG|1AART|1ASPD|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8ASPD|9AELBLL|aRCR
18	32313 27548	   	222.94	DCR|3VULN|2DMG|1AART|2DUR|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|69DUR|7AART|8RCR|aZMB
19	32313 45817	   	221.33	DCR|3VULN|3DMG|1ASPD|1ZMB	145VULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9ZMB|aASPD
20	32313 48817	   	221.23	DCR|3VULN|3DMG|1ASPD|1ZMB	145VULN|246DMG|3MBVNT|4BPWR|7ERES|8RCR|9ZMB|aASPD
21	32312 27571	 * 	220.02	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD	14VULN|24DMG|3MBVNT|4BPWR|5ERES|6CGEN|7AART|8RCR|9ASPD|aMDPS
22	12263 51225	 * 	219.67	DCR|3VULN|3ASPD|1MDPS|3CDMG	19aASPD|2TSLFST|39aVULN|4CGEN|5MDPS|6RCR|7ERES|89aCDMG|9aBPWR
23	32613 41125	 * 	219.26	DCR|2VULN|2AART|2DMG|1ASPD	15VULN|24DMG|34DUST|4BPWR|6CGEN|7RCR|8ASPD|9aAART
24	32633 41125	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	15VULN|24DMG|3DUST|6CGEN|7RCR|8ASPD|9aAART
25	32312 27381	   	218.02	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD	14VULN|24DMG|3MBVNT|4BPWR|5ERES|6CGEN|7AART|8ASPD|9RCR|aMDPS
26	32313 17511	   	217.88	DCR|3VULN|1MDPS|2DMG|1AART	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9MLV|aMDPS
27	32313 17571	   	217.88	DCR|3VULN|1MDPS|2DMG|1AART	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9AME|aMDPS
28	32313 27524	   	217.70	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9LHND|aZMB
29	32313 17545	   	217.70	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aZMB
30	32313 27541	 * 	217.66	DCR|3VULN|2DMG|1AART|3DUR	145VULN|24DMG|3MBVNT|4BPWR|69aDUR|7AART|8RCR
31	32313 27535	   	217.60	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aZMB
32	11654 12333	 * 	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|3459VULN|6RCR|7RPLT|8CDMG|aAART
33	32313 44675	   	217.12	DCR|4VULN|3DMG|1ZMB	145aVULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9ZMB
34	32312 27387	   	217.02	DCR|3VULN|2DMG|1AART|1ASPD	14aVULN|24DMG|3MBVNT|4BPWR|5ERES|6CGEN|7AART|8ASPD|9RCR
35	11444 12333	 * 	215.94	DCR|3VULN|2ASPD|1AART|1CDMG	13ASPD|2DMSP|3BPWR|459VULN|6RCR|7RPLT|8CDMG|aAART
36	32313 17237	   	215.87	DCR|3VULN|2DMG|1AART|1ASPD	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8ASPD|9RCVC|aRCR
37	32313 58327	   	215.71	DCR|4VULN|2DMG|1CDMG|1ZMB	1458VULN|24DMG|3MBVNT|4BPWR|6CGEN|7ZMB|9RCR|aCDMG
38	32323 46143	   	215.69	DCR|4VULN|2DMG|1AART	158aVULN|26DMG|3MBVNT|4RCVC|7AART|9RCR
39	32313 36327	   	215.61	DCR|4VULN|2DMG|1CDMG|1ZMB	1458VULN|24DMG|3MBVNT|4BPWR|6ZMB|7TLV|9RCR|aCDMG
40	32311 43237	   	215.39	DCR|3DMG|2VULN|1ASPD|1NUKE	14VULN|246DMG|3MBVNT|4BPWR|5DMSP|7ASPD|8RMIN|9RCR|aNUKE
41	33344 45513	   	215.34	DCR|2VULN|2DMG|1AART|1ASPD|1CDMG	18VULN|258ERES|3MBVNT|4CDMG|6ASPD|78DMG|8BPWR|9RCR|aAART
42	32313 17518	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9MLV|aCDMG
43	32333 43237	   	215.29	DCR|3DMG|2VULN|1ASPD|1NUKE	15VULN|246DMG|3MBVNT|7ASPD|8RMIN|9RCR|aNUKE
44	32313 17267	   	215.12	DCR|3VULN|2DMG|1AART|1ASPD	145VULN|24DMG|3MBVNT|4BPWR|69BEXP|7AART|8ASPD|aRCR
45	32313 45832	   	215.09	DCR|4VULN|3DMG|1DUR	145aVULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9DUR
46	31125 53331	 * 	215.02	DCR|3VULN|2DMG|1MDPS|1AART|1ASPD	146VULN|2MDPS|3BEXP|58DMG|7ASPD|9AART|aRCR
47	31265 53331	   	215.02	DCR|3VULN|2DMG|1MDPS|1AART|1ASPD	136VULN|2MDPS|4LWND|58DMG|7ASPD|9AART|aRCR
48	32313 27528	   	214.14	DCR|3VULN|2DMG|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9LHND|aAAC
49	32313 17548	   	214.14	DCR|3VULN|2DMG|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aAAC
50	32313 44684	   	214.12	DCR|3VULN|3DMG|1CDMG	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9SPLREG|aCDMG
51	32313 27538	   	214.04	DCR|3VULN|2DMG|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aAAC
52	32313 27552	   	214.04	DCR|3VULN|2DMG|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AAC|aRMIN
53	32313 27553	   	214.04	DCR|3VULN|2DMG|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AAC|aTLV
54	32313 27554	   	214.04	DCR|3VULN|2DMG|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AAC|aMLV
55	32133 26436	   	214.00	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	15aVULN|2DMG|3CGEN|4ASPD|6DUR|7AART|8RCR|9RMIN
56	11643 24323	   	213.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2DMSP|35aVULN|4CGEN|6RCR|7DUR|8DMG|9AART
57	32311 32355	   	213.72	DCR|3VULN|3DMG|1CDMG|1ZMB	149VULN|249DMG|3MBVNT|49BPWR|5DMSP|6ZMB|7CDMG|89LWND|aRCR
58	32311 32755	   	213.72	DCR|3VULN|3DMG|1CDMG|1ZMB	149VULN|249DMG|3MBVNT|49BPWR|5DMSP|6ZMB|7CDMG|89LHND|aRCR
59	32311 32855	   	213.72	DCR|3VULN|3DMG|1CDMG|1ZMB	149VULN|249DMG|3MBVNT|49BPWR|5DMSP|6ZMB|7CDMG|89FEWX|aRCR
60	32333 32355	   	213.62	DCR|3VULN|3DMG|1CDMG|1ZMB	159VULN|249DMG|3MBVNT|6ZMB|7CDMG|89LWND|9BPWR|aRCR
61	32333 32755	   	213.62	DCR|3VULN|3DMG|1CDMG|1ZMB	159VULN|249DMG|3MBVNT|6ZMB|7CDMG|89LHND|9BPWR|aRCR
62	32333 32855	   	213.62	DCR|3VULN|3DMG|1CDMG|1ZMB	159VULN|249DMG|3MBVNT|6ZMB|7CDMG|89FEWX|9BPWR|aRCR
63	32313 43231	   	213.16	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aAME
64	32313 43233	   	213.16	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aBEXP
65	32313 43234	   	213.16	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aFEWX
66	32313 43235	   	213.16	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aBELT
67	32313 43238	   	213.16	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aLWND
68	32313 43232	   	213.06	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aERES
69	32313 43236	   	213.06	DCR|3VULN|3DMG|1ASPD|1MSE	145VULN|246DMG|3MBVNT|4BPWR|7ASPD|8RMIN|9RCR|aMSE
70	32651 53331	   	212.87	DCR|3VULN|2DMG|1AART|2DUR	167VULN|27DMG|3DUST|4BEXP|57DUR|7BPWR|8RMIN|9AART|aRCR
71	32313 27542	   	212.61	DCR|3VULN|2DMG|1AART|2DUR	145VULN|24DMG|3MBVNT|4BPWR|69DUR|7AART|8RCR|aBEXP
72	32313 27544	   	212.61	DCR|3VULN|2DMG|1AART|2DUR	145VULN|24DMG|3MBVNT|4BPWR|69DUR|7AART|8RCR|aAME
73	32313 27546	   	212.61	DCR|3VULN|2DMG|1AART|2DUR	145VULN|24DMG|3MBVNT|4BPWR|69DUR|7AART|8RCR|aAELBLL
74	32311 27543	   	212.61	DCR|3VULN|2DMG|1AART|2DUR	14aVULN|24DMG|3MBVNT|4BPWR|5DMSP|69DUR|7AART|8RCR
75	32313 27545	   	212.51	DCR|3VULN|2DMG|1AART|2DUR	145VULN|24DMG|3MBVNT|4BPWR|69DUR|7AART|8RCR|aDUST
76	32333 27543	   	212.51	DCR|3VULN|2DMG|1AART|2DUR	15aVULN|24DMG|3MBVNT|69DUR|7AART|8RCR
77	32153 21123	   	211.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	15aVULN|2DMG|36CGEN|4DUR|7RCR|8ASPD|9AART
78	32413 41121	   	211.70	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|34LWND|4BPWR|6CGEN|7RCR|8ASPD|9AART|aDUR
79	32313 27512	   	211.53	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9MLV|aRMIN
80	32313 27572	   	211.53	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AME|aRMIN
81	32613 41121	   	211.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|34DUST|4BPWR|6CGEN|7RCR|8ASPD|9AART|aDUR
82	32633 41121	   	211.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|3DUST|6CGEN|7RCR|8ASPD|9AART|aDUR
83	32312 24167	 * 	211.41	DCR|2VULN|2DMG|2ASPD|1AART	14VULN|24DMG|3MBVNT|4BPWR|5ERES|6CGEN|78ASPD|9AART|aRCR
84	32312 54167	   	211.41	DCR|2VULN|2DMG|2ASPD|1AART	14VULN|24DMG|3MBVNT|4BPWR|5ERES|6AME|78ASPD|9AART|aRCR
85	32313 42885	   	211.39	DCR|3VULN|3DMG|1CDMG|1DUR	145VULN|246DMG|3MBVNT|4BPWR|7DUR|8CDMG|9TLV|aRCR
86	32313 45852	   	211.00	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9LIT|aASPD
87	32313 44615	   	210.95	DCR|4VULN|3DMG	145aVULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9RMIN
88	32313 44647	   	210.90	DCR|3VULN|3DMG|1NUKE|1MSE	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9MSE|aNUKE
89	32313 44667	   	210.90	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9DUST|aASPD
90	32313 48852	   	210.90	DCR|3VULN|3DMG|1ASPD	145VULN|246DMG|3MBVNT|4BPWR|7ERES|8RCR|9LIT|aASPD
91	32311 27287	   	210.84	DCR|2VULN|2DMG|1AART|1ASPD|2DUR	14VULN|24DMG|3MBVNT|4BPWR|5DMSP|69DUR|7AART|8ASPD|aRCR
92	32333 27287	   	210.74	DCR|2VULN|2DMG|1AART|1ASPD|2DUR	15VULN|24DMG|3MBVNT|69DUR|7AART|8ASPD|aRCR
93	13326 53531	   	210.53	DCR|3VULN|2ASPD|1AART|1ZMB|1DUR	17ASPD|27LWND|3FEWX|4DUR|567VULN|7BPWR|8ZMB|9AART|aRCR
94	32313 35115	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7DUR|8ASPD|9FEWX|aRCR
95	32313 35135	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7DUR|8ASPD|9LHND|aRCR
96	32313 35185	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7DUR|8ASPD|9BEXP|aRCR
97	32313 37155	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7BEXP|8ASPD|9DUR|aRCR
98	32314 32755	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	149VULN|24DMG|3MBVNT|4BPWR|5ZMB|6LHND|7ASPD|8DUR|aRCR
99	32314 36155	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	147VULN|24DMG|3MBVNT|4BPWR|5ZMB|6LHND|8ASPD|9DUR|aRCR
100	32314 46155	   	209.98	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	147VULN|24DMG|3MBVNT|4BPWR|5ZMB|6LWND|8ASPD|9DUR|aRCR
101	32314 57463	   	209.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6AME|7AART|8CDMG|9RCR|aRMIN
102	32313 35143	   	209.88	DCR|3VULN|2DMG|1ASPD|1ZMB|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7DUR|8ASPD|9ERES|aRCR
103	32133 26416	   	209.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	15aVULN|2DMG|3CGEN|4ASPD|6DUR|7AART|8RCR|9MLV
104	32313 44677	   	209.57	DCR|3VULN|3DMG|1ZMB|1DUR	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9ZMB|aDUR
105	36151 53331	   	209.40	DCR|3VULN|2ASPD|1AART|2DUR	167VULN|2DUST|3LEGI|47ASPD|57DUR|7BPWR|8RMIN|9AART|aRCR
106	32312 27564	   	209.39	DCR|3VULN|2DMG|1AART|1ZMB	149VULN|24DMG|3MBVNT|49BPWR|59ERES|69CGEN|7AART|8RCR|aZMB
107	32314 31623	   	209.39	DCR|3VULN|2DMG|1AART|1ZMB	14aVULN|24DMG|3MBVNT|4BPWR|5ZMB|6LHND|7LWND|8RCR|9AART
108	32313 17525	   	209.39	DCR|3VULN|2DMG|1AART|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9LHND|aZMB
109	32313 73681	   	209.29	DCR|3VULN|2DMG|1AART|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6LIT|7CANARM|8RCR|9AART|aZMB
110	32313 17535	   	209.29	DCR|3VULN|2DMG|1AART|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUST|aZMB
111	11654 12323	 * 	209.15	DCR|3VULN|1AART|2CDMG|1ASPD	1ASPD|2DMSP|345VULN|6RCR|7RPLT|89CDMG|aAART
112	32378 38242	 * 	208.80	DCR|3DMG|1AART|1VULN|1ASPD|1ZMB	1VULN|259DMG|3MBVNT|4LIT|6AART|7RCR|8ASPD|aZMB
113	32651 53231	   	208.61	DCR|3VULN|2DMG|1AART|2DUR	167VULN|27DMG|3DUST|4BEXP|57DUR|7BPWR|8TLV|9AART|aRCR
114	32313 45838	   	208.60	DCR|3VULN|3DMG|1MDPS|1DUR	145VULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9DUR|aMDPS
115	32313 38267	   	208.51	DCR|3VULN|2DMG|1AART|2ZMB	145VULN|24DMG|3MBVNT|4BPWR|67ZMB|8LEGI|9AART|aRCR
116	32313 48838	   	208.50	DCR|3VULN|3DMG|1MDPS|1DUR	145VULN|246DMG|3MBVNT|4BPWR|7ERES|8RCR|9DUR|aMDPS
117	32314 27335	   	208.38	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6CGEN|7AART|8ASPD|9RCVC|aRCR
118	32313 44678	   	208.04	DCR|3VULN|3DMG|1AAC|1ZMB	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9ZMB|aAAC
119	32616 43233	   	207.84	DCR|3VULN|3DMG|3DUR	178VULN|247DMG|34DUST|478BPWR|58aLWND|678DUR|9RCR
120	11651 22612	   	207.80	DCR|3VULN|2ASPD|1AART|1CDMG|1SELL	16ASPD|2DMSP|346VULN|5SELL|6BPWR|7CDMG|8AART|9AME|aRCR
121	32616 43231	   	207.74	DCR|3VULN|3DMG|3DUR|1MSE	178VULN|247DMG|34DUST|478BPWR|58LWND|678DUR|9RCR|aMSE
122	32314 27375	   	207.62	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6CGEN|7AART|8ASPD|9AELBLL|aRCR
123	32313 27562	   	207.59	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9TSLFST|aRCVC
124	32421 32524	   	207.54	DCR|4VULN|1DMG|1CDMG|2DUR	1789VULN|2DMG|39LWND|4BELT|59DUR|6RCR|9BPWR|aCDMG
125	32312 24154	 * 	207.46	DCR|3VULN|2DMG|2ASPD	14aVULN|24DMG|3MBVNT|4BPWR|5ERES|6CGEN|78ASPD|9RCR
126	32312 54154	   	207.46	DCR|3VULN|2DMG|2ASPD	14aVULN|24DMG|3MBVNT|4BPWR|5ERES|6AME|78ASPD|9RCR
127	33354 64154	   	207.46	DCR|3VULN|2DMG|2ASPD	16aVULN|2ERES|3MBVNT|4MLV|56DMG|6BPWR|78ASPD|9RCR
128	32312 27561	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	149VULN|24DMG|3MBVNT|49BPWR|59ERES|69CGEN|7AART|8RCR|aDUR
129	32313 27514	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9aMLV
130	32313 27515	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9MLV|aAELBLL
131	32313 27517	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9MLV|aLHND
132	32313 27521	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9aLHND
133	32313 27523	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9LHND|aBEXP
134	32313 27526	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9LHND|aCGEN
135	32313 27574	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AME|aMLV
136	32313 27581	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9FEWX|aLHND
137	32313 27582	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9FEWX|aBEXP
138	32313 17541	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aLHND
139	32313 17542	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6aBEXP|7AART|8RCR|9DUR
140	32313 17543	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aFEWX
141	32313 17546	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aCGEN
142	32313 27513	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9MLV|aTLV
143	32313 27516	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9MLV|aBASARM
144	32313 27522	   	207.26	DCR|3VULN|2DMG|1AART|1DUR|1SELL	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9LHND|aSELL
145	32313 27527	   	207.26	DCR|3VULN|2DMG|1AART|1DUR|1MSE	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9LHND|aMSE
146	32313 27531	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aLHND
147	32313 27532	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aBEXP
148	32313 27536	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aCGEN
149	32313 27563	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9TSLFST|aLHND
150	32313 27564	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9TSLFST|aLWND
151	32313 27573	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AME|aTLV
152	32313 27583	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9FEWX|aERES
153	32313 27584	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9FEWX|aDUST
154	32313 17544	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aERES
155	32313 17547	   	207.26	DCR|3VULN|2DMG|1AART|1DUR|1MSE	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUR|aMSE
156	32313 44688	   	207.24	DCR|3VULN|3DMG|1MDPS	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9SPLREG|aMDPS
157	32314 31627	 * 	207.21	DCR|3DMG|2VULN|1AART|1ZMB	14VULN|24aDMG|3MBVNT|4BPWR|5ZMB|6LHND|7LWND|8RCR|9AART
158	32313 27533	   	207.16	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aERES
159	32313 27534	   	207.16	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9aDUST
160	32313 27537	   	207.16	DCR|3VULN|2DMG|1AART|1DUR|1MSE	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9DUST|aMSE
161	32313 27561	   	207.16	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9TSLFST|aERES
162	32313 44656	   	207.11	DCR|4VULN|3DMG	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aRCVC
