0	Index      	 *	Score 	Summary	Detail	
1	63224 12316	 * 	222.09	2SPLARM|2VULN|2AART|1MDPS|1ASPD|1DMG	19SPLARM|2LIT|39VULN|4DMG|5ASPD|68AART|79CGEN|9BPWR|aMDPS
55	25116 33124	   	200.99	DCR|2VULN|2AART|1DMG|1ZMB	19LWND|25AART|3aVULN|4RMIN|6RCR|7DMG|8ZMB
56	25116 33131	   	200.99	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4RMIN|6RCR|7DMG|8ZMB|aBEXP
57	25116 33136	   	200.99	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4RMIN|6RCR|7DMG|8ZMB|aLIT
58	11322 25234	 * 	200.96	DCR|3VULN|2DMG|1AART|1AAC	1CGEN|2AAC|39DMG|48aVULN|5AART|6BEXP|7RCR
59	33524 13233	 * 	200.95	DCR|3DMG|1AART|1VULN|1NUKE|1CDMG|1DUR	1NUKE|2VULN|379DMG|4DUR|5AART|6CGEN|8RCR|aCDMG
60	25116 33133	   	200.89	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4RMIN|6RCR|7DMG|8ZMB|aDUST
61	25116 33135	   	200.89	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4RMIN|6RCR|7DMG|8ZMB|aLEGI
62	11322 45234	   	200.86	DCR|3VULN|2DMG|1AART|1AAC	1CGEN|2AAC|39DMG|48aVULN|5AART|6DUST|7RCR
63	33532 25234	 * 	200.86	DCR|3VULN|2DMG|1AART|1NUKE	1NUKE|28aVULN|39DMG|4TLV|5AART|6BEXP|7RCR
64	33524 43233	   	200.85	DCR|3DMG|1VULN|1AART|1NUKE|1CDMG|1DUR	1NUKE|2VULN|379DMG|4DUR|5AART|6ERES|8RCR|aCDMG
65	33563 33163	 * 	200.00	DCR|2DMG|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1NUKE|2VULN|3aDMG|4SPLJET|5CDMG|6RCR|7aLHND|8DUR|9aASPD|aBPWR
66	33256 22233	 * 	199.81	DCR|4VULN|2ASPD|1NUKE|1CDMG	1NUKE|2456VULN|36ERES|6BPWR|7CDMG|89ASPD|aRCR
67	33425 22233	   	199.81	DCR|4VULN|2ASPD|1NUKE|1CDMG	1NUKE|2346VULN|56TLV|6BPWR|7CDMG|89ASPD|aRCR
68	33446 22233	   	199.81	DCR|4VULN|2ASPD|1NUKE|1CDMG	1NUKE|2356VULN|46ERES|6BPWR|7CDMG|89ASPD|aRCR
69	43256 22233	   	199.81	DCR|4VULN|2ASPD|1CDMG|1AAC	1AAC|2456VULN|36ERES|6BPWR|7CDMG|89ASPD|aRCR
70	43425 22233	   	199.81	DCR|4VULN|2ASPD|1CDMG|1AAC	1AAC|2346VULN|56TLV|6BPWR|7CDMG|89ASPD|aRCR
71	22622 32334	 * 	199.69	DCR|3VULN|2ASPD|1AART	13LWND|28ASPD|49aVULN|5AART|6RCR|7FEWX
72	12554 33222	   	199.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	18CGEN|2DMG|3DUR|4aVULN|5AART|6RCR|79CDMG
73	11322 25442	   	199.62	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1CGEN|2AAC|3DMG|49aVULN|5AART|6BEXP|7RCR|8CDMG
74	22622 31334	   	199.59	DCR|3VULN|2ASPD|1AART	13LWND|28ASPD|49aVULN|5AART|6RCR|7DUST
75	11322 25452	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1CGEN|2AAC|39DMG|4aVULN|5AART|6BEXP|7RCR|8CDMG
76	61231 34324	 * 	199.35	DCR|1SPLARM|2VULN|2AART|1NUKE	1SPLARM|2DUST|3RCVC|48VULN|5CANARM|69AART|7RCR|aNUKE
77	22622 25234	   	199.32	DCR|4VULN|1AART|1ASPD	13LWND|2ASPD|489aVULN|5AART|6BEXP|7RCR
78	33533 64313	 * 	199.14	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	1NUKE|278VULN|37DMG|47TLV|5AAC|6RCR|7BPWR|9CGEN|aASPD
79	11322 25451	   	199.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1AAC	1CGEN|2AAC|39DMG|4VULN|5AART|6BEXP|7RCR|8CDMG|aASPD
80	25116 33235	   	198.96	DCR|2VULN|2AART|1DMG|1DUR	1LWND|25AART|38VULN|4RMIN|6RCR|7DMG|9FEWX|aDUR
81	25116 33251	   	198.96	DCR|2VULN|2AART|1DMG|1DUR	1LWND|25AART|38VULN|4RMIN|6RCR|7DMG|9DUR|aFEWX
82	25116 33253	   	198.96	DCR|2VULN|2AART|1DMG|1DUR	1LWND|25AART|38VULN|4RMIN|6RCR|7DMG|9DUR|aLHND
83	66113 35132	 * 	198.94	DCR|2SPLARM|3VULN|2CDMG|2DUR	1aSPLARM|28DUR|37aVULN|4ERES|5LIT|6RCR|9aCDMG|aBPWR
84	25116 33215	   	198.86	DCR|2VULN|2AART|1DMG|1DUR	1LWND|25AART|38VULN|4RMIN|6RCR|7DMG|9DUST|aDUR
85	25116 33225	   	198.86	DCR|2VULN|2AART|1DMG|1DUR	1LWND|25AART|38VULN|4RMIN|6RCR|7DMG|9LEGI|aDUR
86	25116 33252	   	198.86	DCR|2VULN|2AART|1DMG|1DUR|1MSE	1LWND|25AART|38VULN|4RMIN|6RCR|7DMG|9DUR|aMSE
87	11322 43234	   	198.86	DCR|3VULN|2DMG|1AART|1AAC	1CGEN|2AAC|39DMG|47aVULN|5AART|6DUST|8RCR
88	25133 33134	   	198.26	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2AART|39aVULN|4AME|5RCVC|6RCR|7DMG|8ZMB
89	25123 33134	   	198.16	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2AART|39aVULN|4ERES|5RCVC|6RCR|7DMG|8ZMB
90	22622 32441	 * 	198.11	DCR|2VULN|2ASPD|1AART|1CDMG	13LWND|2aASPD|49VULN|5AART|6RCR|7FEWX|8CDMG
91	22622 31441	   	198.01	DCR|2VULN|2ASPD|1AART|1CDMG	13LWND|2aASPD|49VULN|5AART|6RCR|7DUST|8CDMG
92	65123 25123	   	197.96	DCR|2SPLARM|3VULN|2CDMG|1DUR	1aSPLARM|2FEWX|38aVULN|4DUR|5LWND|6RCR|7aCDMG|9RMIN|aBPWR
93	33256 22363	   	197.90	DCR|4VULN|1ASPD|1NUKE|1CDMG|1DUR	1NUKE|2456VULN|36ERES|6BPWR|7CDMG|8RCR|9DUR|aASPD
94	22622 25334	   	197.69	DCR|3VULN|2ASPD|1AART	13LWND|28ASPD|49aVULN|5AART|6BEXP|7RCR
95	63432 23153	 * 	197.55	DCR|1SPLARM|3DMG|1VULN|1ASPD|2ZMB	1SPLARM|2LIT|39aDMG|47ZMB|5ASPD|6RCR|8VULN
96	25136 32234	   	197.33	DCR|4VULN|2AART	1LWND|25AART|389aVULN|4AME|6RCR|7FEWX
97	25126 32234	   	197.23	DCR|4VULN|2AART	1LWND|25AART|389aVULN|4ERES|6RCR|7FEWX
98	25136 31234	   	197.23	DCR|4VULN|2AART	1LWND|25AART|389aVULN|4AME|6RCR|7DUST
99	66211 31513	   	197.14	DCR|2SPLARM|3VULN|1AART|2DUR	18SPLARM|2aDUR|3BELT|48CGEN|568VULN|7RCR|8BPWR|9AART
100	25126 31234	   	197.13	DCR|4VULN|2AART	1LWND|25AART|389aVULN|4ERES|6RCR|7DUST
101	12113 23261	   	197.06	DCR|3VULN|2DMG|1AART	1CGEN|26DMG|3LHND|4LIT|578VULN|9RCR|aAART
102	12154 34232	   	196.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1CGEN|2DMG|3LHND|48VULN|5AART|6RCR|7ASPD|9MDPS|aERES
103	12154 34233	   	196.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1CGEN|2DMG|3LHND|48VULN|5AART|6RCR|7ASPD|9MDPS|aTLV
104	12554 33221	 * 	196.83	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	18CGEN|2aDMG|3DUR|4VULN|5AART|6RCR|79CDMG
105	33135 63343	   	196.77	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1NUKE|2ZMB	1NUKE|28VULN|3MDPS|4DUST|5AART|68ZMB|78CDMG|8BPWR|9ASPD|aRCR
106	11322 23233	   	196.46	DCR|3DMG|1AART|1VULN|1NUKE|1AAC	1CGEN|2AAC|379DMG|4VULN|5AART|6BEXP|8RCR|aNUKE
107	63432 23143	 * 	196.16	DCR|1SPLARM|2VULN|1ASPD|1DMG|2ZMB	1SPLARM|2LIT|3DMG|47ZMB|5ASPD|6RCR|8aVULN|9RMIN
108	43462 33132	   	196.03	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|239VULN|4LWND|5AART|6RCR|7DMG|8ZMB|aRCVC
109	22622 33235	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9FEWX|aDUR
110	22622 33251	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9DUR|aFEWX
111	22622 33253	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9DUR|aLHND
112	22622 33256	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9DUR|aBEXP
113	22622 33365	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|49VULN|5AART|6RCR|7DMG|8FEWX|aDUR
114	22632 33265	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|4LHND|5AART|6RCR|7DMG|89VULN|aDUR
115	22465 33423	   	195.99	DCR|4VULN|2ASPD|1ZMB	1LWND|26ASPD|367aVULN|4LEGI|5MBVNT|6BPWR|8ZMB|9RCR
116	33524 35232	   	195.92	DCR|2VULN|2DMG|1AART|1NUKE|1DUR	1NUKE|28VULN|39DMG|4DUR|5AART|6RMIN|7RCR|aRCVC
117	22622 33215	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9DUST|aDUR
118	22622 33225	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9LEGI|aDUR
119	22622 33252	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1MSE	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9DUR|aMSE
120	22622 33254	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13LWND|2ASPD|48VULN|5AART|6RCR|7DMG|9DUR|aTLV
121	13622 33134	   	195.80	DCR|3VULN|1AART|1DMG|1ZMB	12CGEN|3LWND|49aVULN|5AART|6RCR|7DMG|8ZMB
122	25316 33134	   	195.80	DCR|3VULN|1AART|1DMG|1ZMB	14LWND|2AART|3AME|59aVULN|6RCR|7DMG|8ZMB
123	25326 33134	   	195.80	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2AART|3AME|4AELBLL|59aVULN|6RCR|7DMG|8ZMB
124	33151 34315	 * 	195.78	DCR|4VULN|2DMG|1MDPS|1NUKE	1NUKE|247aVULN|3MDPS|5RPLT|6RCR|8aDMG|9RCVC|aBPWR
125	23622 33134	   	195.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	13LWND|2AAC|49aVULN|5AART|6RCR|7DMG|8ZMB
126	25213 33134	   	195.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	14LWND|2AART|3AAC|59aVULN|6RCR|7DMG|8ZMB
127	25223 33134	   	195.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1LWND|2AART|3AAC|4AELBLL|59aVULN|6RCR|7DMG|8ZMB
128	43462 33131	   	195.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|239VULN|4LWND|5AART|6RCR|7DMG|8ZMB|aBEXP
129	25363 33334	   	195.67	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2AART|3AME|4DUR|5RCVC|6RCR|78DMG|9ASPD|aVULN
130	22661 33124	   	195.61	DCR|2VULN|2ASPD|1AART|2DUR	134LWND|2aASPD|5MULARM|6RCR|7aVULN|8aDUR|9AART|aBPWR
131	43462 33133	   	195.60	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AAC|239VULN|4LWND|5AART|6RCR|7DMG|8ZMB|aDUST
132	33524 35231	   	195.60	DCR|2VULN|2DMG|1AART|1NUKE|1DUR	1NUKE|28VULN|39DMG|4DUR|5AART|6RMIN|7RCR|aBEXP
133	25263 33334	   	195.57	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR	1LWND|2AART|3AAC|4DUR|5RCVC|6RCR|78DMG|9ASPD|aVULN
134	22622 61114	   	195.55	DCR|3VULN|2AART|1ASPD	13LWND|2ASPD|48aVULN|56AART|7LHND|9RCR
135	33524 35233	   	195.50	DCR|2VULN|2DMG|1AART|1NUKE|1DUR	1NUKE|28VULN|39DMG|4DUR|5AART|6RMIN|7RCR|aDUST
136	41222 33134	   	195.46	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1AAC|2AME|3CGEN|4aVULN|5AART|6RCR|79DMG|8ZMB
137	33462 32234	 * 	195.41	DCR|5VULN|1AART|1NUKE	1NUKE|2389aVULN|4LWND|5AART|6RCR|7FEWX
138	41422 33134	   	195.36	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1AAC|2AME|3ERES|4aVULN|5AART|6RCR|79DMG|8ZMB
139	43232 33134	   	195.36	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1AAC|2aVULN|3ERES|4AME|5AART|6RCR|79DMG|8ZMB
140	33462 31234	   	195.31	DCR|5VULN|1AART|1NUKE	1NUKE|2389aVULN|4LWND|5AART|6RCR|7DUST
141	45443 42471	 * 	195.30	DCR|4VULN|1AART|1CDMG|1AAC	1AAC|2MBVNT|3AART|4BELT|5689VULN|7RCR|aCDMG
142	22622 43114	   	195.22	DCR|4VULN|1AART|1ASPD	13LWND|2ASPD|478aVULN|5AART|6DUST|9RCR
143	33421 12461	   	195.22	DCR|4VULN|1AART|1DMG|1NUKE	1NUKE|2347VULN|5RPLT|6AME|8AART|9RCR|aDMG
144	33421 12463	   	195.22	DCR|4VULN|1AART|1ASPD|1NUKE	1NUKE|2347VULN|5RPLT|6AME|8AART|9RCR|aASPD
145	43132 36253	 * 	195.20	DCR|4VULN|1MDPS|1AART|1CDMG|1AAC	1AAC|2569VULN|3MDPS|46DUST|6BPWR|7RCR|8CDMG|aAART
146	12622 66133	 * 	194.96	ACR|3DMG|1VULN|1AART|1NUKE|2DUR	17CGEN|279DMG|3RCR|47DUR|5RMIN|6AART|7BPWR|8VULN|aNUKE
147	25113 32363	   	194.87	DCR|3VULN|1AART|1ASPD	1LWND|2AART|39aVULN|4RMIN|5RCVC|6RCR|7FEWX|8ASPD
148	25113 32563	   	194.87	DCR|3VULN|1AART|1DMG	1LWND|2AART|39aVULN|4RMIN|5RCVC|6RCR|7FEWX|8DMG
149	25113 33233	   	194.87	DCR|3VULN|1AART|1DMG	1LWND|2AART|38aVULN|4RMIN|5RCVC|6RCR|7DMG|9FEWX
150	25113 33363	   	194.87	DCR|3VULN|1AART|1DMG	1LWND|2AART|39aVULN|4RMIN|5RCVC|6RCR|7DMG|8FEWX
151	25113 33244	   	194.77	DCR|3VULN|1AART|1DMG	1LWND|2AART|38aVULN|4RMIN|5RCVC|6RCR|7DMG|9ERES
152	25113 33434	   	194.77	DCR|3VULN|1AART|1DMG	1LWND|2AART|39aVULN|4RMIN|5RCVC|6RCR|7DMG|8ERES
153	25136 33132	   	194.37	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4AME|6RCR|7DMG|8ZMB|aRCVC
154	12652 14323	 * 	194.31	ACR|3VULN|2DMG|2ASPD|1AAC	17CGEN|27DMG|3RCR|478VULN|5RMIN|6AAC|7BPWR|9aASPD
155	66132 26223	   	194.29	DCR|3VULN|1SPLARM|1CDMG|2DUR|1ZMB	1SPLARM|25DUR|358VULN|4LEGI|5BPWR|6LWND|7RCR|9ZMB|aCDMG
156	25126 33132	   	194.27	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4ERES|6RCR|7DMG|8ZMB|aRCVC
157	25136 33124	   	194.05	DCR|2VULN|2AART|1DMG|1ZMB	19LWND|25AART|3aVULN|4AME|6RCR|7DMG|8ZMB
158	25136 33136	   	194.05	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4AME|6RCR|7DMG|8ZMB|aLIT
159	25126 33124	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	19LWND|25AART|3aVULN|4ERES|6RCR|7DMG|8ZMB
160	25126 33136	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4ERES|6RCR|7DMG|8ZMB|aLIT
161	25136 33131	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1LWND|25AART|39VULN|4AME|6RCR|7DMG|8ZMB|aMSE
162	25136 33133	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4AME|6RCR|7DMG|8ZMB|aDUST
163	25136 33135	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4AME|6RCR|7DMG|8ZMB|aLEGI
164	25126 33131	   	193.85	DCR|2VULN|2AART|1DMG|1ZMB|1MSE	1LWND|25AART|39VULN|4ERES|6RCR|7DMG|8ZMB|aMSE
165	25126 33133	   	193.85	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4ERES|6RCR|7DMG|8ZMB|aDUST
166	25126 33135	   	193.85	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|25AART|39VULN|4ERES|6RCR|7DMG|8ZMB|aLEGI
167	45443 42143	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2MBVNT|3AART|4BELT|56VULN|7RCR|8DUR|9ASPD|aDMG
168	22632 33225	 * 	193.73	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	13LWND|2ASPD|4LHND|5aAART|6RCR|7DMG|8VULN|9ZMB
169	66113 35232	   	193.70	DCR|2SPLARM|3VULN|2CDMG|1DUR	1aSPLARM|2DUR|37aVULN|4ERES|5LIT|6RCR|8DMSP|9aCDMG|aBPWR
170	61611 33313	   	193.69	DCR|3VULN|1SPLARM|1AART|1DMG	1SPLARM|2DUST|3TLV|4DMG|5BASARM|6AART|78aVULN|9RCR
171	61616 33313	   	193.69	DCR|3VULN|1SPLARM|1AART|1DMG	1SPLARM|2DUST|3TLV|4DMG|5TSLFST|6AART|78aVULN|9RCR
