0	Index      	 *	Score 	Summary	Detail	
1	52261 24311	 * 	230.40	ACR|1BASARM|2DMG|2BEXP|1VULN|1ASPD	1ASPD|28DMG|3AAC|4aBEXP|5RCR|6VULN|7LWND|9BASARM
38	52311 42112	 * 	214.50	DCR|1BASARM|3BEXP|2ASPD|2DMG	17ASPD|27DMG|3DUR|4AEFBLL|579BEXP|6RPLT|7BPWR|8BASARM|aRCR
39	11451 21134	   	214.42	ACR|4VULN|3DMG|1CDMG	1789VULN|2DUR|3RCR|479VENTOX|579DMG|6BELT|79BPWR|aCDMG
40	11461 21134	   	214.12	ACR|4VULN|3DMG|1CDMG	1789VULN|2DUR|3RCR|479MSLTOX|579DMG|6BELT|79BPWR|aCDMG
41	52261 23111	   	213.11	ACR|1BASARM|2BEXP|1VULN|1ASPD|1DMG	1ASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|7RCVC|8LHND|9BASARM
42	52261 23211	   	213.11	ACR|1BASARM|2BEXP|1VULN|1ASPD|1DMG	1ASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|7RCVC|8FEWX|9BASARM
43	52261 21411	   	212.59	ACR|1BASARM|2BEXP|1VULN|1ASPD|1DMG	1ASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|7DUST|8RCVC|9BASARM
44	12411 34511	 * 	211.92	ACR|2DMG|1VULN|2BEXP|1ASPD|1BASICY	1VULN|2DUST|3RCR|4aBEXP|5ERES|69DMG|7BASICY|8ASPD
45	65133 13111	   	211.67	ACR|1BASARM|2ASPD|2BEXP|1CDMG|1SELL	1ERES|2CDMG|37BEXP|4RCVC|5RCR|68ASPD|9SELL|aBASARM
46	52261 22111	   	211.51	ACR|1BASARM|2BEXP|1VULN|1ASPD|1DMG	1ASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|7DMSP|8LHND|9BASARM
47	52261 22211	   	211.51	ACR|1BASARM|2BEXP|1VULN|1ASPD|1DMG	1ASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|7DMSP|8FEWX|9BASARM
48	52261 24211	   	211.51	ACR|1BASARM|2BEXP|1VULN|1ASPD|1DMG	1ASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|78LWND|9BASARM
49	11416 35211	   	211.49	ACR|1BASARM|3BEXP|1VULN|1DMG	1VULN|2DUR|3RCR|46aBEXP|58LWND|7DMG|9BASARM
50	12442 52111	   	211.47	ACR|2VULN|1BASARM|2BEXP|1DMG	14VULN|24DUST|3RCR|4BPWR|5DMSP|6DMG|7aBEXP|8LHND|9BASARM
51	12442 52211	   	211.47	ACR|2VULN|1BASARM|2BEXP|1DMG	14VULN|24DUST|3RCR|4BPWR|5DMSP|6DMG|7aBEXP|8FEWX|9BASARM
52	12416 52112	   	211.47	ACR|2VULN|1BASARM|2BEXP|1DMG	16VULN|2DUST|3RCR|45BEXP|7DMG|8LHND|9BASARM|aFEWX
53	12416 52113	   	211.47	ACR|2VULN|1BASARM|2BEXP|1DMG	16VULN|2DUST|3RCR|45BEXP|7DMG|8LHND|9BASARM|aRPLT
54	12416 52212	   	211.47	ACR|2VULN|1BASARM|2BEXP|1DMG	16VULN|2DUST|3RCR|45BEXP|7DMG|8aFEWX|9BASARM
55	12416 52213	   	211.47	ACR|2VULN|1BASARM|2BEXP|1DMG	16VULN|2DUST|3RCR|45BEXP|7DMG|8FEWX|9BASARM|aDUR
56	14523 25311	 * 	211.41	ACR|2VULN|1BASARM|1DMG|2CDMG|1BEXP	14VULN|2ERES|3aCDMG|5RCR|6BASARM|7BEXP|8LIT|9DMG
57	61523 25311	   	211.41	ACR|2VULN|1BASARM|1DMG|2CDMG|1BEXP	1ERES|24VULN|3aCDMG|5RCR|6BASARM|7BEXP|8LIT|9DMG
58	12441 52111	   	211.37	ACR|2VULN|1BASARM|2BEXP|1DMG	14VULN|24DUST|3RCR|4BPWR|5AEFBLL|6DMG|7aBEXP|8LHND|9BASARM
59	12441 52211	   	211.37	ACR|2VULN|1BASARM|2BEXP|1DMG	14VULN|24DUST|3RCR|4BPWR|5AEFBLL|6DMG|7aBEXP|8FEWX|9BASARM
60	12415 52111	   	211.37	ACR|2VULN|1BASARM|2BEXP|1DMG	16VULN|25DUST|3RCR|4aBEXP|7DMG|8LHND|9BASARM
61	12415 52211	   	211.37	ACR|2VULN|1BASARM|2BEXP|1DMG	16VULN|25DUST|3RCR|4aBEXP|7DMG|8FEWX|9BASARM
62	55641 44422	 * 	211.36	ACR|3VULN|2ASPD|2BEXP|1DMG	1aASPD|2MBVNT|3RCVC|47aVULN|5RCR|6LWND|8DMG|9aBEXP|aBPWR
63	22463 32124	   	209.87	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP|1AAC	1LWND|2DUST|3RCR|4DMG|5AART|6LIT|7VULN|8BASARM|9AAC|aBEXP
64	11434 11333	   	209.57	ACR|3VULN|2DMG|1ASPD|1AART	19aVULN|2aDUR|3RCR|4FEWX|5AART|6AAC|7ASPD|8aDMG|aBPWR
65	12434 31325	   	209.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1VULN|2DUST|3RCR|4FEWX|5AART|6CGEN|7ASPD|8DMG|9DUR|aBASARM
66	22453 31335	   	209.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1LWND|2DUST|3RCR|4AART|5FEWX|6CGEN|7ASPD|8DMG|9VULN|aBASARM
67	21414 31333	   	209.26	ACR|2VULN|2ASPD|1DMG|1BEXP|1AART	1LWND|2aDUR|3RCR|4BEXP|5AART|6CGEN|7aASPD|8DMG|9aVULN|aBPWR
68	41414 31333	   	209.26	ACR|2VULN|2ASPD|1DMG|1BEXP|1AART	1LHND|2aDUR|3RCR|4BEXP|5AART|6CGEN|7aASPD|8DMG|9aVULN|aBPWR
69	12423 61325	   	209.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1VULN|2DUST|3RCR|4TLV|5AART|6LWND|7ASPD|8DMG|9DUR|aBASARM
70	12434 21325	   	209.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1VULN|2DUST|3RCR|4FEWX|5AART|6AME|7ASPD|8DMG|9DUR|aBASARM
71	21414 21333	   	209.16	ACR|2VULN|2ASPD|1DMG|1BEXP|1AART	1LWND|2aDUR|3RCR|4BEXP|5AART|6AME|7aASPD|8DMG|9aVULN|aBPWR
72	41414 21333	   	209.16	ACR|2VULN|2ASPD|1DMG|1AART|1BEXP	1LHND|2aDUR|3RCR|4BEXP|5AART|6AME|7aASPD|8DMG|9aVULN|aBPWR
73	11414 11323	   	209.16	ACR|2VULN|2DMG|1ASPD|1BEXP|1AART	1aVULN|29aDUR|3RCR|4BEXP|5AART|6AAC|7ASPD|8aDMG|aBPWR
74	14523 12311	   	209.09	ACR|3VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	148VULN|2ERES|3CDMG|5RCR|6ASPD|7AART|9BEXP|aDMG
75	61523 12311	   	209.09	ACR|3VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1ERES|248VULN|3CDMG|5RCR|6ASPD|7AART|9BEXP|aDMG
76	22416 32115	   	207.86	ACR|1BASARM|2BEXP|1ASPD|1DMG	1LWND|2DUST|3RCR|45BEXP|6BASARM|7CGEN|8ASPD|9ZMB|aDMG
77	22416 33115	   	207.76	ACR|1BASARM|2BEXP|1ASPD|1DMG	1LWND|2DUST|3RCR|45BEXP|6BASARM|7ERES|8ASPD|9ZMB|aDMG
78	14523 23252	 * 	207.44	ACR|2VULN|1BASARM|1ASPD|1AART|1CDMG	14VULN|2ERES|3CDMG|5RCR|6BASARM|7CGEN|8LWND|9AART|aASPD
79	61523 23252	   	207.44	ACR|2VULN|1BASARM|1ASPD|1AART|1CDMG	1ERES|24VULN|3CDMG|5RCR|6BASARM|7CGEN|8LWND|9AART|aASPD
80	11443 84111	 * 	207.24	ACR|3VULN|1BASARM|1ASPD|1BEXP	147VULN|24DUR|3RCR|4BPWR|5MBVNT|6ASPD|8LHND|9BASARM|aBEXP
81	11443 84211	   	207.24	ACR|3VULN|1BASARM|1ASPD|1BEXP	147VULN|24DUR|3RCR|4BPWR|5MBVNT|6ASPD|8FEWX|9BASARM|aBEXP
82	11443 62111	 * 	207.24	ACR|3VULN|1BASARM|1DMG|1BEXP	146VULN|24DUR|3RCR|4BPWR|5MBVNT|7DMG|8LHND|9BASARM|aBEXP
83	11443 62211	   	207.24	ACR|3VULN|1BASARM|1DMG|1BEXP	146VULN|24DUR|3RCR|4BPWR|5MBVNT|7DMG|8FEWX|9BASARM|aBEXP
84	12443 62111	   	207.04	ACR|3VULN|1BASARM|1DMG|1BEXP	146VULN|24DUST|3RCR|4BPWR|5MBVNT|7DMG|8LHND|9BASARM|aBEXP
85	12443 62211	   	207.04	ACR|3VULN|1BASARM|1DMG|1BEXP	146VULN|24DUST|3RCR|4BPWR|5MBVNT|7DMG|8FEWX|9BASARM|aBEXP
86	12443 63411	   	207.04	ACR|3VULN|1BASARM|1DMG|1BEXP	146VULN|24DUST|3RCR|4BPWR|5MBVNT|7DUR|8DMG|9BASARM|aBEXP
87	21463 32113	   	206.79	ACR|1BASARM|2DMG|1VULN|1AART	1LWND|2DUR|3RCR|4aDMG|5AART|6LIT|7VULN|8BASARM|9ERES
88	21463 32153	   	206.79	ACR|1BASARM|2DMG|1VULN|1AART	1LWND|2DUR|3RCR|4aDMG|5AART|6LIT|7VULN|8BASARM|9TLV
89	12412 23441	 * 	206.16	ACR|3VULN|3BEXP|2ASPD	178VULN|2DUST|3RCR|478BEXP|5678CGEN|78BPWR|9aASPD
90	21416 32121	   	205.68	ACR|1BASARM|2ASPD|2BEXP	15aLWND|29DUR|3RCR|4aBEXP|6BASARM|7CGEN|8aASPD|aBPWR
91	21416 32151	   	205.68	ACR|1BASARM|2ASPD|2BEXP	15aLWND|2DUR|3RCR|4aBEXP|6BASARM|79CGEN|8aASPD|aBPWR
92	21411 33111	   	205.58	ACR|1BASARM|2DMG|2BEXP	17LWND|27DUR|3RCR|4aBEXP|5ERES|67DMG|7BPWR|8CGEN|9BASARM
93	21416 33121	   	205.58	ACR|1BASARM|2ASPD|2BEXP	15aLWND|29DUR|3RCR|4aBEXP|6BASARM|7ERES|8aASPD|aBPWR
94	21436 33111	   	205.58	ACR|1BASARM|2DMG|2BEXP	17LWND|27DUR|3RCR|4ERES|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
95	41411 33111	   	205.58	ACR|1BASARM|2DMG|2BEXP	17LHND|27DUR|3RCR|4aBEXP|5ERES|67DMG|7BPWR|8CGEN|9BASARM
96	41436 33111	   	205.58	ACR|1BASARM|2DMG|2BEXP	17LHND|27DUR|3RCR|4ERES|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
97	22415 32151	   	205.48	ACR|1BASARM|2ASPD|2BEXP	1aLWND|25DUST|3RCR|4aBEXP|6BASARM|79CGEN|8aASPD|aBPWR
98	21416 32411	   	205.45	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	15LWND|2DUR|3RCR|4BEXP|6BASARM|7CGEN|8VULN|9ASPD|aBASICY
99	21411 25311	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4aBEXP|5ERES|6CGEN|78DMG|9BASARM
100	21411 34311	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4aBEXP|5ERES|68DMG|7MLV|9BASARM
101	21411 35111	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4aBEXP|5ERES|67DMG|8CGEN|9BASARM
102	21412 55311	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4aBEXP|5CGEN|6ERES|78DMG|9BASARM
103	21436 25311	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4ERES|5aBEXP|6CGEN|78DMG|9BASARM
104	21436 34311	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4ERES|5aBEXP|68DMG|7MLV|9BASARM
105	21436 35111	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUR|3RCR|4ERES|5aBEXP|67DMG|8CGEN|9BASARM
106	22411 33111	   	205.38	ACR|1BASARM|2DMG|2BEXP	17LWND|27DUST|3RCR|4aBEXP|5ERES|67DMG|7BPWR|8CGEN|9BASARM
107	22436 33111	   	205.38	ACR|1BASARM|2DMG|2BEXP	17LWND|27DUST|3RCR|4ERES|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
108	41411 35111	   	205.38	ACR|1BASARM|2DMG|2BEXP	1LHND|2DUR|3RCR|4aBEXP|5ERES|67DMG|8CGEN|9BASARM
109	42411 33111	   	205.38	ACR|1BASARM|2DMG|2BEXP	17LHND|27DUST|3RCR|4aBEXP|5ERES|67DMG|7BPWR|8CGEN|9BASARM
110	42436 33111	   	205.38	ACR|1BASARM|2DMG|2BEXP	17LHND|27DUST|3RCR|4ERES|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
111	12413 33415	   	205.37	ACR|1BASARM|2DMG|1VULN|1BEXP	1VULN|2DUST|3RCR|4BEXP|5ZMB|6aDMG|7RMIN|8RCVC|9BASARM
112	21424 32411	   	205.35	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LWND|2DUR|3RCR|4AEMAG|5BEXP|6BASARM|7CGEN|8VULN|9ASPD|aBASICY
113	41423 32411	   	205.35	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LHND|2DUR|3RCR|4AEMAG|5BEXP|6BASARM|7CGEN|8VULN|9ASPD|aBASICY
114	21416 33411	   	205.35	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	15LWND|2DUR|3RCR|4BEXP|6BASARM|7ERES|8VULN|9ASPD|aBASICY
115	21424 32121	 * 	205.33	ACR|2BASARM|2ASPD|1BEXP	1LWND|29aDUR|3RCR|4AEMAG|5BEXP|6aBASARM|7CGEN|8aASPD|aBPWR
116	21424 32151	   	205.33	ACR|2BASARM|2ASPD|1BEXP	1LWND|2aDUR|3RCR|4AEMAG|5BEXP|6aBASARM|79CGEN|8aASPD|aBPWR
117	41423 32121	   	205.33	ACR|2BASARM|2ASPD|1BEXP	1LHND|29aDUR|3RCR|4AEMAG|5BEXP|6aBASARM|7CGEN|8aASPD|aBPWR
118	41423 32151	   	205.33	ACR|2BASARM|2ASPD|1BEXP	1LHND|2aDUR|3RCR|4AEMAG|5BEXP|6aBASARM|79CGEN|8aASPD|aBPWR
119	22411 25311	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4aBEXP|5ERES|6CGEN|78DMG|9BASARM
120	22411 34311	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4aBEXP|5ERES|68DMG|7MLV|9BASARM
121	22411 35111	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4aBEXP|5ERES|67DMG|8CGEN|9BASARM
122	22412 55311	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4aBEXP|5CGEN|6ERES|78DMG|9BASARM
123	22436 25311	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4ERES|5aBEXP|6CGEN|78DMG|9BASARM
124	22436 34311	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4ERES|5aBEXP|68DMG|7MLV|9BASARM
125	22436 35111	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LWND|2DUST|3RCR|4ERES|5aBEXP|67DMG|8CGEN|9BASARM
126	42411 35111	   	205.28	ACR|1BASARM|2DMG|2BEXP	1LHND|2DUST|3RCR|4aBEXP|5ERES|67DMG|8CGEN|9BASARM
127	12413 32415	   	205.27	ACR|1BASARM|2DMG|1VULN|1BEXP	1VULN|2DUST|3RCR|4BEXP|5ZMB|6aDMG|7AAC|8RCVC|9BASARM
128	21424 33411	   	205.25	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LWND|2DUR|3RCR|4AEMAG|5BEXP|6BASARM|7ERES|8VULN|9ASPD|aBASICY
129	22415 32411	   	205.25	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LWND|25DUST|3RCR|4BEXP|6BASARM|7CGEN|8VULN|9ASPD|aBASICY
130	22424 32411	   	205.25	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LWND|2DUST|3RCR|4AEMAG|5BEXP|6BASARM|7CGEN|8VULN|9ASPD|aBASICY
131	41423 33411	   	205.25	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LHND|2DUR|3RCR|4AEMAG|5BEXP|6BASARM|7ERES|8VULN|9ASPD|aBASICY
132	42423 32411	   	205.25	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LHND|2DUST|3RCR|4AEMAG|5BEXP|6BASARM|7CGEN|8VULN|9ASPD|aBASICY
133	21424 33121	   	205.23	ACR|2BASARM|2ASPD|1BEXP	1LWND|29aDUR|3RCR|4AEMAG|5BEXP|6aBASARM|7ERES|8aASPD|aBPWR
134	41423 33121	   	205.23	ACR|2BASARM|2ASPD|1BEXP	1LHND|29aDUR|3RCR|4AEMAG|5BEXP|6aBASARM|7ERES|8aASPD|aBPWR
135	22415 33411	   	205.15	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LWND|25DUST|3RCR|4BEXP|6BASARM|7ERES|8VULN|9ASPD|aBASICY
136	22424 33411	   	205.15	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LWND|2DUST|3RCR|4AEMAG|5BEXP|6BASARM|7ERES|8VULN|9ASPD|aBASICY
137	42423 33411	   	205.15	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP	1LHND|2DUST|3RCR|4AEMAG|5BEXP|6BASARM|7ERES|8VULN|9ASPD|aBASICY
138	22424 32151	   	205.13	ACR|2BASARM|2ASPD|1BEXP	1LWND|2aDUST|3RCR|4AEMAG|5BEXP|6aBASARM|79CGEN|8aASPD|aBPWR
139	42423 32151	   	205.13	ACR|2BASARM|2ASPD|1BEXP	1LHND|2aDUST|3RCR|4AEMAG|5BEXP|6aBASARM|79CGEN|8aASPD|aBPWR
140	55541 44342	 * 	205.10	ACR|3ASPD|2VULN|2DMG	14aASPD|2MBVNT|3aDUR|5RCR|6LWND|79VULN|8aDMG|aBPWR
141	22424 32131	   	205.03	ACR|2BASARM|2ASPD|1BEXP	1LWND|29aDUST|3RCR|4AEMAG|5BEXP|6aBASARM|7CGEN|8aASPD|aBPWR
142	42423 32131	   	205.03	ACR|2BASARM|2ASPD|1BEXP	1LHND|29aDUST|3RCR|4AEMAG|5BEXP|6aBASARM|7CGEN|8aASPD|aBPWR
143	11414 11213	   	205.02	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	1aVULN|2DUR|3RCR|4BEXP|5AART|6AAC|7ASPD|8CDMG|9DMG
144	11414 11336	   	205.02	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART	19VULN|2DUR|3RCR|4BEXP|5AART|6AAC|7ASPD|8DMG|aCDMG
145	11414 21336	   	205.02	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG|1AART	19VULN|2DUR|3RCR|4BEXP|5AART|6AME|7ASPD|8DMG|aCDMG
146	12414 31215	   	205.02	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG|1AART	1aVULN|2DUST|3RCR|4BEXP|5AART|6CGEN|7ASPD|8CDMG|9DMG
147	22424 33131	   	204.93	ACR|2BASARM|2ASPD|1BEXP	1LWND|29aDUST|3RCR|4AEMAG|5BEXP|6aBASARM|7ERES|8aASPD|aBPWR
148	42423 33131	   	204.93	ACR|2BASARM|2ASPD|1BEXP	1LHND|29aDUST|3RCR|4AEMAG|5BEXP|6aBASARM|7ERES|8aASPD|aBPWR
149	12414 11215	   	204.92	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1aVULN|2DUST|3RCR|4BEXP|5AART|6AAC|7ASPD|8CDMG|9DMG
150	12414 21215	   	204.92	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART|1CDMG	1aVULN|2DUST|3RCR|4BEXP|5AART|6AME|7ASPD|8CDMG|9DMG
151	12426 33215	   	204.92	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART|1CDMG	1aVULN|2DUST|3RCR|4TLV|5BEXP|6DMG|7AART|8CDMG|9ASPD
152	14623 25312	   	204.85	ACR|2VULN|1BASARM|1DMG|1BEXP|1AART|1SELL	14VULN|2ERES|3SELL|5RCR|6BASARM|7BEXP|8LIT|9DMG|aAART
153	16163 25312	   	204.85	ACR|2VULN|1BASARM|1DMG|1BEXP|1AART|1SELL	12VULN|3ERES|4SELL|5RCR|6BASARM|7BEXP|8LIT|9DMG|aAART
154	61623 25312	   	204.85	ACR|2VULN|1BASARM|1DMG|1BEXP|1AART|1SELL	1ERES|24VULN|3SELL|5RCR|6BASARM|7BEXP|8LIT|9DMG|aAART
