0	Index      	 *	Score 	Summary	Detail	
1	23354 64231	 * 	227.70	DCR|2VULN|2DMG|2ASPD|1AART|1ZMB|1SELL	19VULN|2MLV|39DMG|49ASPD|5MBVNT|6AART|7RCR|8SELL|9BPWR|aZMB
24	61321 13211	   	210.50	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ERES|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aMDPS
25	61322 33211	   	210.50	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ERES|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aMDPS
26	61323 33211	   	210.50	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ERES|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aMDPS
27	26311 53211	   	210.40	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	138VULN|2DUST|4DUR|5ERES|6AART|7RCR|9ASPD|aMDPS
28	51341 53211	   	210.40	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1TLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ASPD|aMDPS
29	61341 53211	   	210.40	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ERES|2AART|358VULN|4LEGI|6DUR|7RCR|9ASPD|aMDPS
30	31232 35635	   	210.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2AART|3ASPD|4DUR|5BELT|69VULN|7RCR|8CDMG|aDMG
31	31222 43311	 * 	209.98	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|29AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|aZMB
32	23351 52152	 * 	209.50	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1DUR	19VULN|2MLV|3aDMG|4ASPD|5DUR|6AART|7MDPS|8RCR
33	31232 35633	   	209.02	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|3ASPD|4DUR|5BELT|69VULN|7RCR|8CDMG|aMDPS
34	23351 52151	 * 	208.16	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1DUR	19VULN|2MLV|3DMG|4ASPD|5DUR|6AART|7MDPS|8RCR|aCDMG
35	31121 33212	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|3LWND|4DUR|568VULN|7RCR|9ASPD|aCDMG
36	31322 33212	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aCDMG
37	31323 33212	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aCDMG
38	31321 13212	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aCDMG
39	31232 43635	   	207.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|28AART|3ASPD|4DUR|5BELT|6RCR|7CDMG|9VULN|aDMG
40	31341 53212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ASPD|aCDMG
41	51121 53212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1TLV|2AART|3LWND|4DUR|568VULN|7RCR|9ASPD|aCDMG
42	51321 13212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1TLV|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aCDMG
43	51322 53212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1TLV|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aCDMG
44	51323 53212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1TLV|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aCDMG
45	61121 33212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1ERES|2AART|3LWND|4DUR|568VULN|7RCR|9ASPD|aCDMG
46	61321 13212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1ERES|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aCDMG
47	61322 33212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1ERES|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aCDMG
48	61323 33212	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1ERES|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aCDMG
49	31121 33221	 * 	207.85	DCR|3VULN|2AART|1ASPD|1DUR	1MLV|29AART|3LWND|4DUR|568VULN|7RCR|aASPD
50	31321 13221	   	207.85	DCR|3VULN|2AART|1ASPD|1DUR	1MLV|29AART|358VULN|4DUR|6LHND|7RCR|aASPD
51	26311 53212	   	207.83	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	138VULN|2DUST|4DUR|5ERES|6AART|7RCR|9ASPD|aCDMG
52	51341 53212	   	207.83	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1TLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ASPD|aCDMG
53	61341 53212	   	207.83	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1ERES|2AART|358VULN|4LEGI|6DUR|7RCR|9ASPD|aCDMG
54	31341 53221	   	207.75	DCR|3VULN|2AART|1ASPD|1DUR	1MLV|29AART|358VULN|4LEGI|6DUR|7RCR|aASPD
55	51121 53221	   	207.75	DCR|3VULN|2AART|1ASPD|1DUR	1TLV|29AART|3LWND|4DUR|568VULN|7RCR|aASPD
56	51321 13221	   	207.75	DCR|3VULN|2AART|1ASPD|1DUR	1TLV|29AART|358VULN|4DUR|6LHND|7RCR|aASPD
57	61121 33221	   	207.75	DCR|3VULN|2AART|1ASPD|1DUR	1ERES|29AART|3LWND|4DUR|568VULN|7RCR|aASPD
58	61321 13221	   	207.75	DCR|3VULN|2AART|1ASPD|1DUR	1ERES|29AART|358VULN|4DUR|6LHND|7RCR|aASPD
59	51341 53221	   	207.65	DCR|3VULN|2AART|1ASPD|1DUR	1TLV|29AART|358VULN|4LEGI|6DUR|7RCR|aASPD
60	61341 53221	   	207.65	DCR|3VULN|2AART|1ASPD|1DUR	1ERES|29AART|358VULN|4LEGI|6DUR|7RCR|aASPD
61	31222 42341	 * 	206.73	DCR|3ASPD|2AART|1VULN|1CDMG	1MLV|2aAART|378ASPD|4VULN|5BELT|6RCR|9CDMG
62	31232 43633	   	206.71	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1MLV|28AART|3ASPD|4DUR|5BELT|6RCR|7CDMG|9VULN|aMDPS
63	23351 52111	 * 	205.36	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG|1DUR	1VULN|2MLV|39DMG|4ASPD|5DUR|6AART|7MDPS|8RCR|aCDMG
64	23351 52112	 * 	204.77	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1VULN|2MLV|39aDMG|4ASPD|5DUR|6AART|7MDPS|8RCR
65	31532 35311	   	204.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1MLV|2AART|3DMG|4DUR|5BELT|6aVULN|7RCR|8ZMB|9ASPD
66	31222 43125	   	203.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|9LWND|aDMG
67	31222 43153	   	203.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|9MULFIG|aDMG
68	31222 43165	   	203.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|9LHND|aDMG
69	31222 43331	   	203.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3ASPD|4aVULN|5BELT|6RCR|7CDMG|8DMG|9RPLT
70	23351 11116	 * 	203.65	DCR|3VULN|2DMG|1ASPD|1DUR	19aVULN|2MLV|36DMG|4ASPD|5DUR|7BEXP|8RCR
71	31121 33226	 * 	203.64	DCR|4VULN|2AART|1DUR	1MLV|29AART|3LWND|4DUR|568aVULN|7RCR
72	31321 13226	   	203.64	DCR|4VULN|2AART|1DUR	1MLV|29AART|358aVULN|4DUR|6LHND|7RCR
73	22216 15314	 * 	203.57	DCR|3VULN|3ZMB|1AART|1ASPD	147VULN|2RCVC|347ZMB|47BPWR|5AART|6RMIN|8TLV|9ASPD|aRCR
74	31341 53226	   	203.54	DCR|4VULN|2AART|1DUR	1MLV|29AART|358aVULN|4LEGI|6DUR|7RCR
75	51121 53226	   	203.54	DCR|4VULN|2AART|1DUR	1TLV|29AART|3LWND|4DUR|568aVULN|7RCR
76	51321 13226	   	203.54	DCR|4VULN|2AART|1DUR	1TLV|29AART|358aVULN|4DUR|6LHND|7RCR
77	61121 33226	   	203.54	DCR|4VULN|2AART|1DUR	1ERES|29AART|3LWND|4DUR|568aVULN|7RCR
78	61321 13226	   	203.54	DCR|4VULN|2AART|1DUR	1ERES|29AART|358aVULN|4DUR|6LHND|7RCR
79	23351 52122	 * 	203.33	DCR|2DMG|1MDPS|2ASPD|1VULN|1AART|1DUR	1VULN|2MLV|3aDMG|49ASPD|5DUR|6AART|7MDPS|8RCR
80	31522 42222	   	202.78	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1MLV|2AART|3DMG|49VULN|5BELT|6RCR|7ASPD|8DUR|aAAC
81	31222 43113	   	202.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|9FEWX|aMDPS
82	31222 43123	   	202.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|9LWND|aMDPS
83	31222 43163	   	202.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|9LHND|aMDPS
84	31222 43433	   	202.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|49VULN|5BELT|6RCR|7CDMG|8DMSP|aMDPS
85	61225 23324	   	202.70	DCR|3DMG|1VULN|1AART|1ASPD|1ZMB	15ERES|2AART|3ASPD|4VULN|689DMG|7ZMB|aRCR
86	13221 33211	   	202.30	DCR|3VULN|1MDPS|1AART|1ASPD	1FEWX|2LWND|3AART|4CGEN|568VULN|7RCR|9ASPD|aMDPS
87	15221 53211	   	202.30	DCR|3VULN|1MDPS|1AART|1ASPD	1FEWX|2LHND|3AART|4CGEN|568VULN|7RCR|9ASPD|aMDPS
88	31222 43346	   	202.30	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|9DUST|aMDPS
89	31222 43366	   	202.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MLV|2AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|9ZMB|aDUR
90	13251 33211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	1FEWX|2LWND|3AART|4ERES|568VULN|7RCR|9ASPD|aMDPS
91	15251 53211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	1FEWX|2LHND|3AART|4ERES|568VULN|7RCR|9ASPD|aMDPS
92	25132 53211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	168VULN|2LHND|3LWND|4AART|5ERES|7RCR|9ASPD|aMDPS
93	31141 33211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	1MLV|2AART|3LWND|4LEGI|568VULN|7RCR|9ASPD|aMDPS
94	31341 13211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	1MLV|2AART|358VULN|4LEGI|6LHND|7RCR|9ASPD|aMDPS
95	31342 33211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	1MLV|2AART|368VULN|4LEGI|5BEXP|7RCR|9ASPD|aMDPS
96	31343 33211	   	202.20	DCR|3VULN|1MDPS|1AART|1ASPD	1MLV|2AART|368VULN|4LEGI|5FEWX|7RCR|9ASPD|aMDPS
97	25354 31114	 * 	202.12	DCR|5VULN|2ASPD	1369aVULN|2LHND|4aASPD|5MBVNT|7aBEXP|8RCR|aBPWR
98	51141 53211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1TLV|2AART|3LWND|4LEGI|568VULN|7RCR|9ASPD|aMDPS
99	51341 13211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1TLV|2AART|358VULN|4LEGI|6LHND|7RCR|9ASPD|aMDPS
100	51342 53211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1TLV|2AART|368VULN|4LEGI|5BEXP|7RCR|9ASPD|aMDPS
101	51343 53211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1TLV|2AART|368VULN|4LEGI|5FEWX|7RCR|9ASPD|aMDPS
102	61141 33211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1ERES|2AART|3LWND|4LEGI|568VULN|7RCR|9ASPD|aMDPS
103	61341 13211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1ERES|2AART|358VULN|4LEGI|6LHND|7RCR|9ASPD|aMDPS
104	61342 33211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1ERES|2AART|368VULN|4LEGI|5BEXP|7RCR|9ASPD|aMDPS
105	61343 33211	   	202.10	DCR|3VULN|1MDPS|1AART|1ASPD	1ERES|2AART|368VULN|4LEGI|5FEWX|7RCR|9ASPD|aMDPS
106	31232 33133	   	202.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2AART|3ASPD|4DUR|5BELT|689VULN|7CDMG|aRCR
107	23351 52121	 * 	202.00	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1VULN|2MLV|3DMG|49ASPD|5DUR|6AART|7MDPS|8RCR|aCDMG
108	31222 41311	 * 	201.92	DCR|2VULN|2ASPD|1AART|1DMG	17MLV|2AART|38ASPD|49VULN|5BELT|6RCR|aDMG
109	31222 42511	   	201.92	DCR|2VULN|2ASPD|1AART|1DMG	1MLV|2AART|37ASPD|49VULN|5BELT|6RCR|8RCVC|aDMG
110	26351 12116	 * 	201.81	DCR|4VULN|1ASPD|1DMG|1DUR	139aVULN|2DUST|4ASPD|5DUR|6DMG|7AME|8RCR
111	26612 32224	 * 	201.72	DCR|2VULN|2ASPD|2CDMG|1DMG	19VULN|2DUST|39ASPD|4CANARM|5ERES|6RCR|7RPLT|89CDMG|9BPWR|aDMG
112	61222 44311	   	201.72	DCR|2VULN|2ASPD|1AART|1DMG	17ERES|2AART|38ASPD|49VULN|5BELT|6RCR|aDMG
113	31222 43131	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|489VULN|5BELT|6RCR|7CDMG|aRMIN
114	31222 43132	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|489VULN|5BELT|6RCR|7CDMG|aBEXP
115	31222 43134	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|489VULN|5BELT|6RCR|7CDMG|aLWND
116	31222 43136	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	1aMLV|2AART|3ASPD|489VULN|5BELT|6RCR|7CDMG
117	31222 43135	   	201.62	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|489VULN|5BELT|6RCR|7CDMG|aLEGI
118	31321 45213	 * 	201.52	DCR|4VULN|1MDPS|1AART|1ASPD|1DUR	1MLV|2AART|3578VULN|4DUR|6MDPS|9ASPD|aRCR
119	51321 45213	   	201.42	DCR|4VULN|1MDPS|1AART|1ASPD|1DUR	1TLV|2AART|3578VULN|4DUR|6MDPS|9ASPD|aRCR
120	61321 45213	   	201.42	DCR|4VULN|1MDPS|1AART|1ASPD|1DUR	1ERES|2AART|3578VULN|4DUR|6MDPS|9ASPD|aRCR
121	31222 44314	 * 	201.33	DCR|2AART|2ASPD|1VULN|2CDMG	1aMLV|29AART|3aASPD|4VULN|5BELT|6RCR|7ERES|8aCDMG|aBPWR
122	31522 42226	   	201.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1MLV|2AART|3DMG|49VULN|5BELT|6RCR|7ASPD|8aDUR
123	51222 41314	   	201.23	DCR|2AART|2ASPD|1VULN|2CDMG	1aTLV|29AART|3aASPD|4VULN|5BELT|6RCR|7MLV|8aCDMG|aBPWR
124	61222 41314	   	201.23	DCR|2AART|2ASPD|1VULN|2CDMG	1aERES|29AART|3aASPD|4VULN|5BELT|6RCR|7MLV|8aCDMG|aBPWR
125	31313 52152	   	201.19	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD	1MLV|2AART|39VULN|4MDPS|5aDMG|6ASPD|7FEWX|8RCR
126	25314 12135	 * 	201.19	DCR|3DMG|2VULN|1AART|1DUR	13VULN|2LHND|4DUR|567DMG|8AME|9AART|aRCR
127	25314 12235	   	201.19	DCR|3DMG|2VULN|1AART|1DUR	13VULN|2LHND|4DUR|567DMG|8MLV|9AART|aRCR
128	31222 43355	   	201.16	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MLV|2AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8aDMG|9RMIN
129	31222 42345	   	200.99	DCR|3ASPD|1VULN|1AART|1CDMG|1ZMB	1MLV|2AART|378ASPD|4VULN|5BELT|6RCR|9CDMG|aZMB
130	31121 33231	   	200.87	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1MLV|2AART|3LWND|4DUR|568VULN|7RCR|9ZMB|aMDPS
131	31321 13231	   	200.87	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1MLV|2AART|358VULN|4DUR|6LHND|7RCR|9ZMB|aMDPS
132	31532 35422	   	200.78	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1MLV|2AART|3DMG|4DUR|5BELT|69VULN|7RCR|8ASPD|aAAC
133	31341 53231	   	200.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1MLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ZMB|aMDPS
134	51121 53231	   	200.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1TLV|2AART|3LWND|4DUR|568VULN|7RCR|9ZMB|aMDPS
135	51321 13231	   	200.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1TLV|2AART|358VULN|4DUR|6LHND|7RCR|9ZMB|aMDPS
136	61121 33231	   	200.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1ERES|2AART|3LWND|4DUR|568VULN|7RCR|9ZMB|aMDPS
137	61321 13231	   	200.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1ERES|2AART|358VULN|4DUR|6LHND|7RCR|9ZMB|aMDPS
138	51341 53231	   	200.67	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1TLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ZMB|aMDPS
139	61341 53231	   	200.67	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1ERES|2AART|358VULN|4LEGI|6DUR|7RCR|9ZMB|aMDPS
140	31222 42633	 * 	200.44	DCR|2VULN|1MDPS|2ASPD|1AART|1SELL	1MLV|2AART|37ASPD|49VULN|5BELT|6RCR|8SELL|aMDPS
141	25132 33211	   	200.44	DCR|2VULN|2AART|1MDPS|1ASPD	18VULN|2LHND|3LWND|46AART|5ERES|7RCR|9ASPD|aMDPS
142	31232 33143	   	200.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1MLV|29AART|3ASPD|4DUR|5BELT|68VULN|7CDMG|aRCR
143	31222 43141	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1MLV|29AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|aRMIN
144	31222 43142	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1MLV|29AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|aBEXP
145	31222 43144	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1MLV|29AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|aLWND
146	31222 43146	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aMLV|29AART|3ASPD|48VULN|5BELT|6RCR|7CDMG
147	31631 11216	   	199.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|26AART|3LIT|4ASPD|5DMG|7CDMG|8VULN|9DUR|aRCR
148	23241 32246	   	199.91	DCR|4VULN|1ASPD|1DMG|1DUR	1368VULN|2MLV|4LHND|5DUR|7DMG|9RCR|aASPD
149	31222 43145	   	199.86	DCR|2VULN|2AART|1ASPD|1CDMG	1MLV|29AART|3ASPD|48VULN|5BELT|6RCR|7CDMG|aLEGI
150	31313 52151	   	199.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|39VULN|4MDPS|5DMG|6ASPD|7FEWX|8RCR|aCDMG
151	51631 11216	   	199.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|26AART|3LIT|4ASPD|5DMG|7CDMG|8VULN|9DUR|aRCR
152	61631 11216	   	199.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|26AART|3LIT|4ASPD|5DMG|7CDMG|8VULN|9DUR|aRCR
153	23354 64331	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	19VULN|2MLV|3DMG|4aASPD|5MBVNT|6AART|7RCR|8AELBLL
154	25311 32246	   	199.81	DCR|4VULN|1ASPD|1DMG|1DUR	1368VULN|2LHND|4DUR|5ERES|7DMG|9RCR|aASPD
155	13221 33212	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1FEWX|2LWND|3AART|4CGEN|568VULN|7RCR|9ASPD|aCDMG
156	15221 53212	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1FEWX|2LHND|3AART|4CGEN|568VULN|7RCR|9ASPD|aCDMG
157	23232 53312	   	199.72	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	135VULN|25MLV|4MDPS|5BPWR|6AART|7RCR|8AELBLL|9ASPD|aCDMG
158	23262 53312	   	199.72	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	134VULN|24MLV|4BPWR|5MDPS|6AART|7RCR|8AELBLL|9ASPD|aCDMG
159	23266 13312	   	199.72	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	134VULN|24MLV|4BPWR|5AART|6MDPS|7RCR|8AELBLL|9ASPD|aCDMG
160	31222 43312	   	199.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|29AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|aLHND
161	31222 43313	   	199.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|29AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|aAELBLL
162	31222 43315	   	199.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|29AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|aRPLT
