0	Index      	 *	Score 	Summary	Detail	
1	11233 26134	 * 	212.27	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aAART
51	33422 33335	 * 	196.46	DCR|3VULN|1AART|3DUR|1CDMG	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9FEWX|aCDMG
52	33422 33355	   	196.46	DCR|3VULN|1AART|3DUR|1CDMG	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9BEXP|aCDMG
53	33422 31133	   	196.09	DCR|3VULN|2AART|3DUR	1LIT|239DUR|47AART|56aVULN|8RCR
54	33422 33326	 * 	196.06	DCR|4VULN|1AART|3DUR	17LIT|237DUR|4AART|567aVULN|7BPWR|8RCR|9RPLT
55	33422 33343	   	196.06	DCR|4VULN|1AART|3DUR	17LIT|237DUR|4AART|567aVULN|7BPWR|8RCR|9DMSP
56	33325 63313	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LIT|2DUR|3DMG|4MLV|59VULN|6RCR|7AME|8ASPD|aAART
57	33315 63313	   	195.91	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2DUR|3DMG|4TLV|59VULN|6RCR|7AME|8ASPD|aAART
58	33422 36133	   	195.86	DCR|4VULN|1AART|3DUR	1LIT|239DUR|4AART|567aVULN|8RCR
59	13633 12633	   	195.11	DCR|3VULN|2ASPD|1AAC|1ZMB|1DUR	19ASPD|2AAC|3DUR|469VULN|5RCVC|7RCR|89LIT|9BPWR|aZMB
60	12332 33533	 * 	195.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2LWND|3DUST|4CDMG|5AME|67DMG|8AART|9RCR|aVULN
61	14332 33533	   	195.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2LHND|3DUST|4CDMG|5AME|67DMG|8AART|9RCR|aVULN
62	33422 36163	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	1LIT|23DUR|4AART|567VULN|8RCR|9BEXP|aDMG
63	12335 33533	   	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2LWND|3DUST|4CDMG|5ERES|67DMG|8AART|9RCR|aVULN
64	14335 33533	   	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2LHND|3DUST|4CDMG|5ERES|67DMG|8AART|9RCR|aVULN
65	11233 23133	   	194.37	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB|1DUR	15ASPD|2BEXP|3DUR|4CDMG|6LIT|7RCR|8VULN|9AART|aZMB
66	12631 36243	 * 	194.21	DCR|1SPLARM|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2LWND|3RMIN|4VULN|5aCDMG|6DMG|7SPLARM|8RCR|9AART
67	13633 12652	   	194.14	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1ASPD|2AAC|3DUR|469VULN|5RCVC|7RCR|8LIT|aAART
68	14433 12216	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|25LHND|3MLV|46VULN|7RCR|8DMG|9AART|aDUR
69	12231 31531	   	193.75	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1ASPD|2LWND|37DUR|4CDMG|5ZMB|6DMG|8aAART|9RCR
70	14231 31531	   	193.75	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1ASPD|2LHND|37DUR|4CDMG|5ZMB|6DMG|8aAART|9RCR
71	63132 34432	   	193.69	DCR|2VULN|2DMG|2ASPD|1SELL	169LWND|2SELL|35ASPD|49DMG|7RCR|89VULN|9BPWR|aAME
72	63132 34433	   	193.69	DCR|2VULN|2DMG|2ASPD|1SELL	169LWND|2SELL|35ASPD|49DMG|7RCR|89VULN|9BPWR|aMLV
73	15332 14242	   	193.59	DCR|3VULN|2ASPD|1AART	16ASPD|2LIT|3LEGI|4LHND|567VULN|6BPWR|8MBVNT|9RCR|aAART
74	63132 34431	   	193.59	DCR|2VULN|2DMG|2ASPD|2SELL	169LWND|2aSELL|35ASPD|49DMG|7RCR|89VULN|9BPWR
75	16633 37314	   	193.47	DCR|2VULN|2AART|2ASPD	18ASPD|2RCVC|358DUST|48VULN|6MBVNT|79AART|8BPWR|aRCR
76	33422 31163	   	193.26	DCR|2VULN|2AART|1DMG|2DUR	1LIT|23DUR|47AART|56VULN|8RCR|9BEXP|aDMG
77	35322 33323	   	193.22	DCR|3VULN|1AART|1DMG|2DUR	127LIT|37DUR|4AART|567VULN|7BPWR|8RMIN|9RCR|aDMG
78	22362 53153	 * 	193.17	DCR|2AART|2DMG|1VULN|1CDMG	1FEWX|2LIT|37DMG|46AART|5DMSP|8RCR|9CDMG|aVULN
79	32362 53153	   	193.17	DCR|2AART|2DMG|1VULN|1CDMG	1LIT|2FEWX|37DMG|46AART|5DMSP|8RCR|9CDMG|aVULN
80	33332 14244	   	193.02	DCR|3VULN|1AART|1DMG|2DUR	1LIT|26DUR|3DMG|4LHND|567VULN|6BPWR|8MBVNT|9RCR|aAART
81	13232 46361	   	192.56	DCR|2VULN|2ASPD|1AART|3DUR|1AAC	18ASPD|2AAC|39RMIN|48VULN|568DUR|7AART|8BPWR|aRCR
82	13124 53121	   	192.03	DCR|2VULN|2AART|2ASPD|1AAC	1aASPD|2AAC|3RPLT|4DMSP|57AART|6aLIT|8aVULN|9RCR|aBPWR
83	33325 63336	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|3DMG|4MLV|5VULN|6RCR|7AME|8ASPD|9CDMG|aAART
84	13134 53126	   	191.83	DCR|2VULN|2AART|2ASPD|1AAC	14ASPD|2AAC|3RPLT|4BPWR|57AART|6LIT|8aVULN|9RCR
85	33315 63336	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|3DMG|4TLV|5VULN|6RCR|7AME|8ASPD|9CDMG|aAART
86	35322 16343	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	12LIT|3DUR|4AART|59aVULN|6DUST|7RCR|8ASPD
87	13632 12232	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9CDMG|aCGEN
88	13632 12234	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9CDMG|aLWND
89	13632 12235	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9CDMG|aAELBLL
90	13632 12231	   	191.52	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9CDMG|aBASARM
91	13632 12233	   	191.52	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|2DUR	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9CDMG|aDUST
92	33323 12311	 * 	191.51	DCR|2ASPD|3ZMB|1VULN|1DMG|2DUR	1LIT|2aDUR|3DMG|4MLV|58aZMB|6VULN|7aASPD|9RCR|aBPWR
93	33313 12311	   	191.41	DCR|2ASPD|3ZMB|1VULN|1DMG|2DUR	1LIT|2aDUR|3DMG|4TLV|58aZMB|6VULN|7aASPD|9RCR|aBPWR
94	33422 36126	   	191.36	DCR|3VULN|2AART|2DUR	1LIT|23DUR|49AART|567VULN|8RCR|aRCVC
95	13232 46233	   	191.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1AAC	1ASPD|2AAC|3RMIN|4aVULN|56DUR|7AART|8CDMG|9RCR
96	33352 12226	   	191.19	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16LIT|2DUR|3DMG|4MBVNT|56VULN|6BPWR|7ASPD|8RCVC|9RCR|aAART
97	14263 23135	   	191.13	DCR|2VULN|2ASPD|3DUR|1CDMG	1aASPD|24LHND|39aDUR|5CDMG|6LIT|7RCR|8aVULN|aBPWR
98	12661 31533	   	191.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2LWND|3RMIN|47DUR|5CDMG|6DMG|8AART|9RCR|aVULN
99	33422 36121	   	191.03	DCR|3VULN|2AART|2DUR	1LIT|23DUR|49AART|567VULN|8RCR|aRPLT
100	33422 36122	   	191.03	DCR|3VULN|2AART|2DUR	1aLIT|23DUR|49AART|567VULN|8RCR
101	33422 36125	   	191.03	DCR|3VULN|2AART|2DUR	1LIT|23DUR|49AART|567VULN|8RCR|aCGEN
102	35322 31133	   	191.03	DCR|3VULN|2AART|2DUR	12LIT|39DUR|47AART|56aVULN|8RCR
103	33422 26123	   	191.03	DCR|3VULN|2AART|2DUR	16LIT|23DUR|49AART|57aVULN|8RCR
104	12161 31533	   	191.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2LWND|3ERES|47DUR|5CDMG|6DMG|8AART|9RCR|aVULN
105	12235 31533	   	191.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2LWND|37DUR|4CDMG|5ERES|6DMG|8AART|9RCR|aVULN
106	13361 31533	   	191.02	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|3LHND|47DUR|5CDMG|6DMG|8AART|9RCR|aVULN
107	13631 31536	   	191.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|37DUR|4VULN|5CDMG|6DMG|8AART|9RCR|aAME
108	14161 31533	   	191.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2LHND|3ERES|47DUR|5CDMG|6DMG|8AART|9RCR|aVULN
109	14235 31533	   	191.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2LHND|37DUR|4CDMG|5ERES|6DMG|8AART|9RCR|aVULN
110	33422 36124	   	190.93	DCR|3VULN|2AART|2DUR	1LIT|23DUR|49AART|567VULN|8RCR|aDUST
111	33422 36143	   	190.93	DCR|3VULN|2AART|2DUR	1LIT|23DUR|4aAART|567VULN|8RCR|9CANARM
112	13631 31532	   	190.92	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC|1MSE	1ASPD|2AAC|37DUR|4VULN|5CDMG|6DMG|8AART|9RCR|aMSE
113	13631 31534	   	190.92	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|37DUR|4VULN|5CDMG|6DMG|8AART|9RCR|aERES
114	13631 31535	   	190.92	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|37DUR|4VULN|5CDMG|6DMG|8AART|9RCR|aBASFIG
115	13631 61532	   	190.92	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|37DUR|4VULN|5CDMG|6ERES|8AART|9RCR|aDMG
116	12231 33451	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2LWND|3DUR|4CDMG|5ZMB|6DMG|7CGEN|89VULN|aRCR
117	12431 31451	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2LWND|3MLV|48VULN|5CDMG|6DMG|7DUR|9ZMB|aRCR
118	12631 31451	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2LWND|3RMIN|48VULN|5CDMG|6DMG|7DUR|9ZMB|aRCR
119	14231 33451	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2LHND|3DUR|4CDMG|5ZMB|6DMG|7CGEN|89VULN|aRCR
120	35322 36133	   	190.81	DCR|4VULN|1AART|2DUR	12LIT|39DUR|4AART|567aVULN|8RCR
121	12231 35451	   	190.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2LWND|3DUR|4CDMG|5ZMB|6DMG|7TLV|89VULN|aRCR
122	33422 33312	   	190.54	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9MLV|aZMB
123	33422 33324	   	190.54	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9RPLT|aZMB
124	33422 33331	   	190.54	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9FEWX|aZMB
125	33422 33351	   	190.54	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9BEXP|aZMB
126	33422 33362	   	190.54	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9CGEN|aZMB
127	33362 53112	 * 	190.49	DCR|3AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|469AART|5DMSP|8RCR|aVULN
128	16542 12232	   	190.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2RCVC|3aCGEN|46VULN|5DUR|7RCR|8DMG|9CDMG
129	16542 12233	   	190.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2RCVC|3CGEN|46VULN|5DUR|7RCR|8DMG|9CDMG|aBEXP
130	16542 12231	   	190.12	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2RCVC|3CGEN|46VULN|5DUR|7RCR|8DMG|9CDMG|aCANSTR
131	33351 44812	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3DMG|4MBVNT|5RMIN|6CDMG|7RCR|8AART|9aVULN
132	33354 44812	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3DMG|4MBVNT|5TLV|6CDMG|7RCR|8AART|9aVULN
133	11333 65431	 * 	189.98	DCR|3ASPD|1VULN|1AART|2CDMG	157ASPD|2BEXP|379DUST|47CDMG|6AART|7BPWR|8VULN|aRCR
134	22352 12424	 * 	189.97	DCR|3VULN|2ASPD|1DMG	16FEWX|2LIT|3DMG|4MBVNT|568VULN|6BPWR|7aASPD|9RCR
135	32352 12424	   	189.97	DCR|3VULN|2ASPD|1DMG	16LIT|2FEWX|3DMG|4MBVNT|568VULN|6BPWR|7aASPD|9RCR
136	13331 34426	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1ASPD|2AAC|3LHND|489VULN|5CDMG|6DMG|7FEWX|aRCR
137	35322 36163	   	189.78	DCR|3VULN|1AART|1DMG|1DUR	12LIT|3DUR|4AART|567VULN|8RCR|9BEXP|aDMG
138	33351 44813	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|3DMG|4MBVNT|5RMIN|6CDMG|7RCR|8AART|9VULN|aASPD
139	16543 12213	   	189.75	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2aRCVC|3CGEN|46VULN|5LHND|7RCR|8DMG|9AART
140	33354 44813	   	189.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|3DMG|4MBVNT|5TLV|6CDMG|7RCR|8AART|9VULN|aASPD
141	33361 31243	   	189.58	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|3DMG|4AART|57DUST|69aVULN|8RCR
142	33422 33332	 * 	189.57	DCR|3VULN|1MDPS|1AART|3DUR	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9FEWX|aMDPS
143	33422 33346	   	189.57	DCR|3VULN|1MDPS|1AART|3DUR	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9DMSP|aMDPS
144	33422 33352	   	189.57	DCR|3VULN|1MDPS|1AART|3DUR	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9BEXP|aMDPS
145	15552 12113	 * 	189.50	DCR|4VULN|1ASPD|1DMG	1ASPD|2LIT|3568VULN|4MBVNT|7RPLT|9DMG|aRCR
146	16234 12251	   	189.44	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2RCVC|3FEWX|46VULN|5CGEN|7RCR|8DMG|9MLV|aAART
147	16543 12211	   	189.44	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2RCVC|3CGEN|46VULN|5LHND|7RCR|8DMG|9AART|aAELBLL
148	33332 12665	   	189.41	DCR|3VULN|1ASPD|1DMG|2DUR	1LIT|26DUR|3DMG|4LHND|56aVULN|6BPWR|7ASPD|8RPLT|9RCR
149	13632 12154	   	189.39	DCR|3VULN|1ASPD|1CDMG|2DUR|1AAC	1ASPD|2AAC|35DUR|469VULN|7RCR|8RPLT|aCDMG
150	33422 36136	   	189.37	DCR|3VULN|1MDPS|1AART|3DUR	1LIT|239DUR|4AART|567VULN|8RCR|aMDPS
151	11233 26131	 * 	189.34	DCR|3ASPD|2DMG|1MDPS|1CDMG|2DUR	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aMDPS
152	16231 12251	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2RCVC|3FEWX|46VULN|5ERES|7RCR|8DMG|9MLV|aAART
153	16543 12212	   	189.34	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1ASPD|2RCVC|3CGEN|46VULN|5LHND|7RCR|8DMG|9AART|aMSE
154	16234 12236	 * 	189.34	DCR|2VULN|2CDMG|1ASPD|1DMG	1ASPD|2RCVC|3FEWX|46VULN|5CGEN|7RCR|8DMG|9aCDMG
155	11233 23132	   	189.28	DCR|2ASPD|1AART|1VULN|1CDMG|2DUR	15ASPD|2BEXP|3aDUR|4CDMG|6LIT|7RCR|8VULN|9AART
156	16631 12251	   	189.24	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2RCVC|3DUST|46VULN|5ERES|7RCR|8DMG|9MLV|aAART
157	16231 12236	   	189.24	DCR|2VULN|2CDMG|1ASPD|1DMG	1ASPD|2RCVC|3FEWX|46VULN|5ERES|7RCR|8DMG|9aCDMG
158	16631 12236	   	189.14	DCR|2VULN|2CDMG|1ASPD|1DMG	1ASPD|2RCVC|3DUST|46VULN|5ERES|7RCR|8DMG|9aCDMG
159	14433 12215	   	189.04	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|25LHND|3MLV|46VULN|7RCR|8DMG|9AART|aAAC
160	13124 54121	   	188.98	DCR|3ASPD|2VULN|1AART|1AAC	17aASPD|2AAC|3RPLT|4DMSP|5AART|67aLIT|7aBPWR|8aVULN|9RCR
161	15513 62211	   	188.94	DCR|3VULN|3ASPD	18aASPD|2LIT|39aVULN|4TLV|5LHND|6RCR|7aBEXP|aBPWR
162	12631 36234	 * 	188.90	DCR|1SPLARM|2DMG|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2LWND|3RMIN|4VULN|5CDMG|6aDMG|7SPLARM|8RCR|9DUR
163	11434 22512	   	188.88	DCR|3ASPD|2VULN|1MDPS|1AART	167ASPD|2BEXP|37MLV|47VULN|5MDPS|7BPWR|8AART|9RCR|aFEWX
