0	Index      	 *	Score 	Summary	Detail	
1	61536 21112	 * 	284.10	DCR|DCR|2DMG|1VULN|2ASPD	18DMG|2AIRARM|3VULN|46ASPD|5MDPS|7LIT|9aRCR
12	63311 11312	   	271.85	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5FEWX|6BEXP|7LIT|8LSRICY|9aRCR
13	44331 11132	   	271.80	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1MLV|2LHND|3VULN|4FLTARM|5ASPD|6aRCR|7TLV|8LIT|9DMG
14	43653 11132	   	271.80	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1MLV|2ASPD|3FEWX|4VULN|5FLTHEA|6aRCR|7TLV|8LIT|9DMG
15	61241 61112	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2AIRARM|3FEWX|4LWND|5ASPD|6VULN|7LIT|9aRCR
16	63311 11412	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5FEWX|6BEXP|7LIT|8FLTFST|9aRCR
17	63311 11512	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5FEWX|6BEXP|7LIT|8MSLTOX|9aRCR
18	63311 31212	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5FEWX|6LWND|7LIT|8BASICY|9aRCR
19	63311 31412	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5FEWX|6LWND|7LIT|8FLTFST|9aRCR
20	63311 31512	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5FEWX|6LWND|7LIT|8MSLTOX|9aRCR
21	63312 11312	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5DUST|6BEXP|7LIT|8LSRICY|9aRCR
22	63314 22312	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5LIT|6BEXP|7LEGI|8LSRICY|9aRCR
23	63314 23212	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5LIT|6BEXP|7VENTOX|8LHND|9aRCR
24	63314 33312	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|56LIT|7MDPS|8LSRICY|9aRCR
25	63533 61112	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2ASPD|3LWND|4VENTOX|5BEXP|6VULN|7LIT|9aRCR
26	63633 61112	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2ASPD|3FEWX|4VENTOX|5BEXP|6VULN|7LIT|9aRCR
27	64231 61112	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2LWND|3LHND|4MULARM|5ASPD|6VULN|7LIT|9aRCR
28	65231 13361	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	1aDMG|2FEWX|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9VULN
29	65231 61112	   	271.75	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2FEWX|3LHND|4MULARM|5ASPD|6VULN|7LIT|9aRCR
30	41221 11132	   	271.70	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1MLV|2TSLARM|3FEWX|4VULN|5ASPD|6aRCR|7TLV|8LIT|9DMG
31	41531 11132	   	271.70	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1MLV|2TSLARM|3VULN|4BEXP|5ASPD|6aRCR|7TLV|8LIT|9DMG
32	41541 11132	   	271.70	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1MLV|2TSLARM|3VULN|4LHND|5ASPD|6aRCR|7TLV|8LIT|9DMG
33	61221 31112	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2AIRARM|3FEWX|4VULN|5ASPD|6DUST|7LIT|9aRCR
34	61541 31112	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2AIRARM|3VULN|4LWND|5ASPD|6DUST|7LIT|9aRCR
35	63312 11412	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5DUST|6BEXP|7LIT|8FLTFST|9aRCR
36	63312 11512	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5DUST|6BEXP|7LIT|8MSLTOX|9aRCR
37	63312 31212	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5DUST|6LWND|7LIT|8BASICY|9aRCR
38	63312 31412	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5DUST|6LWND|7LIT|8FLTFST|9aRCR
39	63312 31512	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5DUST|6LWND|7LIT|8MSLTOX|9aRCR
40	63314 22412	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5LIT|6BEXP|7LEGI|8FLTFST|9aRCR
41	63314 22512	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|5LIT|6BEXP|7LEGI|8MSLTOX|9aRCR
42	63314 33412	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|56LIT|7MDPS|8FLTFST|9aRCR
43	63314 33512	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	13DMG|2ASPD|4VULN|56LIT|7MDPS|8MSLTOX|9aRCR
44	63653 31112	   	271.65	DCR|DCR|2DMG|1VULN|1ASPD	18DMG|2ASPD|3FEWX|4VULN|5TSLARM|6DUST|7LIT|9aRCR
45	43336 31212	   	271.60	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1MLV|2ASPD|3DMG|4VULN|5ERES|6LWND|7LIT|8CANTOX|9aRCR
46	43244 14215	   	269.50	DCR|DCR|1VULN|1MLV|1ASPD|1RPLT	1MLV|2ASPD|3TLV|4MBVNT|5DUST|6aRCR|7DUR|8VULN|9RPLT
47	63623 13363	   	269.02	DCR|DCR|1VULN|1DMG|2DUR|1ASPD	1DMG|2ASPD|3FEWX|4aDUR|5MULHEA|67RCR|8BEXP|9VULN
48	56314 13212	 * 	268.69	DCR|DCR|2VULN|1DMG	1LWND|2LIT|3FRZICY|4DMG|5AAC|67VULN|8LHND|9aRCR
49	25316 32312	   	268.59	DCR|DCR|2VULN|1DMG	1LHND|2NUKE|37VULN|4BEXP|5LIT|6DMG|8LSRICY|9aRCR
50	35236 32312	   	268.59	DCR|DCR|2VULN|1DMG	1BEXP|2NUKE|3LHND|47VULN|5LIT|6DMG|8LSRICY|9aRCR
51	25316 32412	   	268.49	DCR|DCR|2VULN|1DMG	1LHND|2NUKE|37VULN|4BEXP|5LIT|6DMG|8FLTFST|9aRCR
52	25316 32512	   	268.49	DCR|DCR|2VULN|1DMG	1LHND|2NUKE|37VULN|4BEXP|5LIT|6DMG|8MSLTOX|9aRCR
53	35236 32412	   	268.49	DCR|DCR|2VULN|1DMG	1BEXP|2NUKE|3LHND|47VULN|5LIT|6DMG|8FLTFST|9aRCR
54	35236 32512	   	268.49	DCR|DCR|2VULN|1DMG	1BEXP|2NUKE|3LHND|47VULN|5LIT|6DMG|8MSLTOX|9aRCR
55	55336 32212	   	268.49	DCR|DCR|2VULN|1DMG	1LWND|2NUKE|3BEXP|47VULN|5LIT|6DMG|8BASICY|9aRCR
56	66131 63312	   	268.35	DCR|DCR|2VULN|1DMG|1ZMB	1DMG|2DMSP|34VULN|5LIT|6ZMB|7MDPS|8LSRICY|9aRCR
57	61366 23213	   	267.88	DCR|DCR|2DMG|1MLV|1ASPD|1CDMG	14DMG|2AIRARM|3CDMG|5ASPD|6MLV|7DMSP|8aRCR|9SPLJET
58	61241 13331	   	267.81	DCR|DCR|1VULN|1DMG|1ASPD|1CDMG	1DMG|2AIRARM|3FEWX|4LWND|5ASPD|67RCR|8BEXP|9CDMG|aVULN
59	64231 13131	   	267.81	DCR|DCR|1VULN|1DMG|1ASPD|1CDMG	1DMG|2LWND|3LHND|4MULARM|5ASPD|67RCR|8FEWX|9CDMG|aVULN
60	64231 13231	   	267.81	DCR|DCR|1VULN|1DMG|1ASPD|1CDMG	1DMG|2LWND|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9CDMG|aVULN
61	65231 13331	   	267.81	DCR|DCR|1VULN|1DMG|1ASPD|1CDMG	1DMG|2FEWX|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9CDMG|aVULN
62	61241 61312	   	266.62	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|2AIRARM|3FEWX|4LWND|58ASPD|6VULN|7LIT|9aRCR
63	63533 61312	   	266.62	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|28ASPD|3LWND|4VENTOX|5BEXP|6VULN|7LIT|9aRCR
64	64231 61312	   	266.62	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|2LWND|3LHND|4MULARM|58ASPD|6VULN|7LIT|9aRCR
65	61541 31312	   	266.52	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|2AIRARM|3VULN|4LWND|58ASPD|6DUST|7LIT|9aRCR
66	63633 13232	   	266.52	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9VULN|aSPLJET
67	63633 13233	   	266.52	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9VULN|aMDPS
68	63633 13234	   	266.52	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9VULN|aMSLTOX
69	63633 13235	   	266.52	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9VULN|aAME
70	63633 13236	   	266.52	DCR|DCR|1VULN|2ASPD|1DMG	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9VULN|aDUST
71	63633 13215	   	266.37	DCR|DCR|1VULN|2ASPD|1DMG|1SELL	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9SELL|aVULN
72	61532 12235	 * 	263.39	DCR|4VULN|2DMG|1ASPD	18DMG|2AIRARM|379aVULN|4ASPD|5DUR|6RCR
73	61662 13132	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3ASPD|4FEWX|5DUR|67RCR|8BELT|9AAC|aVULN
74	63533 13331	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3LWND|4VENTOX|58BEXP|67RCR|9VULN|aDUR
75	63623 13132	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8BELT|9AAC|aVULN
76	63623 13214	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8TBNT|9LHND|aVULN
77	63623 13225	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8TBNT|9BELT|aVULN
78	63623 13314	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8BEXP|9TBNT|aVULN
79	63623 13362	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8BEXP|9VULN|aBBNT
80	63623 13612	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8CGEN|9BEXP|aVULN
81	63623 13622	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|89CGEN|aVULN
82	63623 13632	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8CGEN|9LHND|aVULN
83	63633 13131	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4VENTOX|5BEXP|67RCR|8RCVC|9VULN|aDUR
84	63633 13331	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4VENTOX|58BEXP|67RCR|9VULN|aDUR
85	65231 13363	   	262.47	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2FEWX|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9VULN|aDUR
86	61662 13122	   	262.37	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3ASPD|4FEWX|5DUR|67RCR|8BELT|9ERES|aVULN
87	63623 13122	   	262.37	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8BELT|9ERES|aVULN
88	63623 13234	   	262.37	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8TBNT|9ERES|aVULN
89	63623 13162	   	262.23	DCR|DCR|1VULN|1DMG|1ASPD|1ZMB	1DMG|2ASPD|3FEWX|4DUR|5MULHEA|67RCR|8BELT|9ZMB|aVULN
90	63322 53231	 * 	261.74	DCR|2VULN|3DMG|2ASPD|1CDMG	137DMG|27ASPD|4TBNT|5LEGI|67VULN|7BPWR|8DUR|9RCR|aCDMG
91	43331 14221	 * 	261.74	DCR|3MLV|3ASPD|1VULN|1DMG|2DUR|1AART	19aMLV|28aASPD|3DMG|4VULN|5aDUR|6RCR|7AART|aBPWR
92	43332 14211	   	260.89	DCR|2VULN|3ASPD|2MLV|1DMG|1AART	1aMLV|28aASPD|3DMG|49VULN|5aBEXP|6RCR|7AART|aBPWR
93	43335 14211	   	260.89	DCR|2VULN|3ASPD|2MLV|1DMG|1AART	1aMLV|28aASPD|3DMG|49VULN|5aFEWX|6RCR|7AART|aBPWR
94	63131 14211	 * 	260.19	DCR|2VULN|3ASPD|2DMG|2DUR|1AART	1aDMG|28aASPD|3CGEN|49VULN|5aDUR|6RCR|7AART|aBPWR
95	63231 14211	   	260.19	DCR|2VULN|3ASPD|2DMG|2DUR|1AART	1aDMG|28aASPD|3TLV|49VULN|5aDUR|6RCR|7AART|aBPWR
96	63431 14211	   	260.09	DCR|2VULN|3ASPD|2DMG|2DUR|1AART	1aDMG|28aASPD|3ERES|49VULN|5aDUR|6RCR|7AART|aBPWR
97	63322 53236	 * 	259.54	DCR|2VULN|3DMG|3ASPD	137DMG|27aASPD|4TBNT|5LEGI|67VULN|7BPWR|8DUR|9RCR
98	61532 12431	 * 	258.26	DCR|4VULN|2ASPD|1DMG	1DMG|2AIRARM|3789VULN|4aASPD|5DUR|6RCR
99	26314 43112	   	258.20	DCR|DCR|2DMG|1VULN	1LHND|2LIT|3FRZICY|48DMG|5AAC|6LWND|7VULN|9aRCR
100	26314 11112	   	258.20	DCR|DCR|2DMG|1VULN	1LHND|2LIT|3FRZICY|48DMG|5AAC|6VULN|7BEXP|9aRCR
101	36312 55212	   	258.20	DCR|DCR|2DMG|1VULN	1BEXP|2LIT|3FRZICY|45DMG|6VULN|7AAC|8LHND|9aRCR
102	56314 11112	   	258.20	DCR|DCR|2DMG|1VULN	1LWND|2LIT|3FRZICY|48DMG|5AAC|6VULN|7BEXP|9aRCR
103	65223 13361	   	258.10	DCR|DCR|2DMG|1VULN	1aDMG|2FEWX|3LHND|4AAC|5MULHEA|67RCR|8BEXP|9VULN
104	43331 14621	   	258.06	DCR|3MLV|1VULN|2ASPD|1DMG|2AART|2DUR	19aMLV|2aASPD|3DMG|4VULN|5aDUR|6RCR|78AART|aBPWR
105	45223 12222	   	257.95	DCR|DCR|1VULN|1DMG|1MLV	1MLV|2BEXP|3LHND|4DMG|5AIRARM|6aRCR|7VULN|8ERES|9LIT
106	25332 61112	   	257.90	DCR|DCR|2DMG|1VULN	1LHND|2NUKE|3VULN|4MSLFST|5DUST|68DMG|7LIT|9aRCR
107	22633 61112	   	257.86	DCR|DCR|2DMG|1VULN|1ZMB	1LHND|2FEWX|3ZMB|4MULARM|5VULN|68DMG|7LIT|9aRCR
108	52633 61112	   	257.86	DCR|DCR|2DMG|1VULN|1ZMB	1LWND|2FEWX|3ZMB|4MULARM|5VULN|68DMG|7LIT|9aRCR
109	42334 31212	   	257.70	DCR|DCR|1VULN|1DMG|1MLV|1ZMB	1MLV|2AME|3DMG|4VULN|5ZMB|6LWND|7LIT|8CANTOX|9aRCR
110	63633 13221	   	257.51	DCR|DCR|2ASPD|1DMG|1MLV	1DMG|28ASPD|3FEWX|4VENTOX|5BEXP|67RCR|9MLV|aDUR
111	63322 53163	   	257.32	DCR|2VULN|3DMG|2ASPD|1MLV	137DMG|27ASPD|4TBNT|5LEGI|67VULN|7BPWR|8MLV|9LIT|aRCR
112	43332 14611	   	257.22	DCR|2VULN|2MLV|2ASPD|1DMG|2AART	1aMLV|2aASPD|3DMG|49VULN|5aBEXP|6RCR|78AART|aBPWR
113	36532 51312	   	256.83	DCR|DCR|2VULN	1BEXP|2LIT|36VULN|4DUR|5RCVC|7MBVNT|8LSRICY|9aRCR
114	63131 14611	   	256.52	DCR|2VULN|2DMG|2ASPD|2AART|2DUR	1aDMG|2aASPD|3CGEN|49VULN|5aDUR|6RCR|78AART|aBPWR
115	63231 14611	   	256.52	DCR|2VULN|2DMG|2ASPD|2AART|2DUR	1aDMG|2aASPD|3TLV|49VULN|5aDUR|6RCR|78AART|aBPWR
116	63322 55231	   	255.84	DCR|2VULN|3DMG|2DUR|1ASPD|1CDMG	138DMG|2ASPD|4TBNT|5LEGI|68VULN|78DUR|8BPWR|9RCR|aCDMG
117	61532 12231	 * 	255.70	DCR|3VULN|2DMG|2ASPD	18DMG|2AIRARM|379VULN|4aASPD|5DUR|6RCR
118	61642 12231	   	255.70	DCR|3VULN|2DMG|2ASPD	18DMG|2AIRARM|3aASPD|479VULN|5DUR|6RCR
119	61221 12435	 * 	255.15	DCR|5VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|4789aVULN|5ASPD|6RCR
120	61221 12235	   	255.09	DCR|4VULN|2DMG|1ASPD	18DMG|2AIRARM|3FEWX|479aVULN|5ASPD|6RCR
121	63652 11312	   	254.26	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4VULN|5RCVC|6BEXP|7LIT|8LSRICY|9aRCR
122	61363 23213	   	254.23	DCR|DCR|2DMG|1MLV|1CDMG	14DMG|2AIRARM|3CDMG|5AAC|6MLV|7DMSP|8aRCR|9SPLJET
123	61221 16222	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|39FEWX|4VULN|5ASPD|6aRCR|7LIT|8BEXP
124	61241 13122	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|4LWND|5ASPD|67RCR|8BELT|9AAC|aVULN
125	61241 13214	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|4LWND|5ASPD|67RCR|8TBNT|9LHND|aVULN
126	61241 13225	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|4LWND|5ASPD|67RCR|8TBNT|9BELT|aVULN
127	61241 13314	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|4LWND|5ASPD|67RCR|8BEXP|9TBNT|aVULN
128	61241 13612	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|4LWND|5ASPD|67RCR|8CGEN|9BEXP|aVULN
129	63533 13122	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3LWND|4VENTOX|5BEXP|67RCR|8BELT|9AAC|aVULN
130	63533 13214	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3LWND|4VENTOX|5BEXP|67RCR|8TBNT|9LHND|aVULN
131	63533 13225	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3LWND|4VENTOX|5BEXP|67RCR|8TBNT|9BELT|aVULN
132	64231 13114	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2LWND|3LHND|4MULARM|5ASPD|67RCR|8FEWX|9TBNT|aVULN
133	64231 13214	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2LWND|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9TBNT|aVULN
134	64231 13612	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2LWND|3LHND|4MULARM|5ASPD|67RCR|8CGEN|9BEXP|aVULN
135	65231 13211	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2FEWX|39LHND|4MULARM|5ASPD|67RCR|8TBNT|aVULN
136	65231 13314	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2FEWX|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9TBNT|aVULN
137	65231 13362	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2FEWX|3LHND|4MULARM|5ASPD|67RCR|8BEXP|9VULN|aBBNT
138	65231 13612	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2FEWX|3LHND|4MULARM|5ASPD|67RCR|8CGEN|9BEXP|aVULN
139	21331 11132	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1LHND|2AME|3VULN|4FLTARM|5ASPD|6aRCR|7TLV|8LIT|9DMG
140	61241 61212	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2AIRARM|3FEWX|48LWND|5ASPD|6VULN|7LIT|9aRCR
141	63533 61212	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|38LWND|4VENTOX|5BEXP|6VULN|7LIT|9aRCR
142	63652 31212	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|2ASPD|3FEWX|4VULN|5RCVC|6LWND|7LIT|8BASICY|9aRCR
143	64231 61212	   	254.16	DCR|DCR|1VULN|1DMG|1ASPD	1DMG|28LWND|3LHND|4MULARM|5ASPD|6VULN|7LIT|9aRCR
