0	Index      	 *	Score 	Summary	Detail	
1	52362 33236	 * 	280.33	DCR|2MLV|3VULN|1LIT|1DMG	179VULN|2BEXP|34MLV|5DMG|6BELT|8RCR|aLIT
50	22212 41511	 * 	261.53	DCR|2LIT|2VULN|1MLV|2CDMG	1aBASARM|2BELT|3MLV|4aCDMG|59VULN|6LWND|7aLIT|8RCR|aBPWR
51	53443 22322	   	261.43	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG|1DUR	1VULN|2DUR|3LWND|47LIT|5DMG|6MLV|8RCR|9aASPD
52	52133 16531	 * 	261.13	DCR|2LIT|2MLV|1VULN|1DMG|1ASPD	1VULN|2BEXP|3aLIT|4LHND|5DMG|6RCR|78MLV|9ASPD
53	53114 12325	   	261.11	DCR|2LIT|1VULN|1MLV|2ASPD|1AART|1DUR	1VULN|2DUR|37LIT|4DUST|59ASPD|6RCR|8MLV|aAART
54	53153 12325	   	261.11	DCR|2LIT|1VULN|1MLV|2ASPD|1AART|1DUR	1VULN|2DUR|37LIT|49ASPD|5DUST|6RCR|8MLV|aAART
55	52113 16521	   	260.98	DCR|2LIT|2MLV|1VULN|1DMG|1ASPD	1VULN|2BEXP|3aLIT|4DUST|5DMG|6RCR|78MLV|9ASPD
56	52352 33243	   	260.90	DCR|3VULN|1LIT|1MLV|1DMG	147VULN|2BEXP|3MLV|5DMG|6BELT|8RCR|9TLV|aLIT
57	54225 22233	   	260.90	DCR|3VULN|1LIT|1MLV|1DMG	14aVULN|2LIT|3DMG|5BELT|6MLV|7LHND|8RCR|9AART
58	54222 31261	   	260.80	DCR|3VULN|1LIT|1MLV|1DMG	147VULN|2LIT|3DMG|5SNITOX|6FEWX|8RCR|9MLV|aRCVC
59	54222 31262	   	260.80	DCR|3VULN|1LIT|1MLV|1DMG	147VULN|2LIT|3DMG|5SNITOX|6FEWX|8RCR|9MLV|aCGEN
60	54222 11225	   	260.70	DCR|3VULN|1LIT|1MLV|1DMG	147VULN|2LIT|3DMG|5SNITOX|6LWND|8RCR|9ERES|aMLV
61	54222 21225	   	260.70	DCR|3VULN|1LIT|1MLV|1DMG	147VULN|2LIT|3DMG|5SNITOX|6BEXP|8RCR|9ERES|aMLV
62	54222 31225	   	260.70	DCR|3VULN|1LIT|1MLV|1DMG	147VULN|2LIT|3DMG|5SNITOX|6FEWX|8RCR|9ERES|aMLV
63	54222 31263	   	260.70	DCR|3VULN|1LIT|1MLV|1DMG|1DUR	147VULN|2LIT|3DMG|5SNITOX|6FEWX|8RCR|9MLV|aDUR
64	52133 16126	   	259.94	DCR|1LIT|2VULN|2DMG|1MLV	19VULN|2BEXP|3LIT|4LHND|5aDMG|6RCR|7MLV|8RCVC
65	52366 22331	   	259.90	DCR|2LIT|2MLV|1VULN|1DMG|1CDMG	1VULN|2BEXP|34MLV|5RPLT|6CDMG|7DMG|8aLIT|9RCR
66	52133 16325	 * 	259.80	DCR|1LIT|2DMG|1VULN|1MLV|2ASPD|1SELL	1VULN|2aBEXP|3LIT|4LHND|5aDMG|6RCR|7MLV|8SELL|9aASPD|aBPWR
67	42153 12314	   	258.81	DCR|2LIT|2VULN|1MLV|1ASPD	1BEXP|2FEWX|37LIT|4ASPD|5aVULN|6RCR|8MLV|9LHND
68	52114 12314	   	258.71	DCR|2LIT|2VULN|1MLV|1ASPD	1aVULN|2BEXP|37LIT|4DUST|5ASPD|6RCR|8MLV|9LHND
69	53114 12314	   	258.61	DCR|2LIT|2VULN|1MLV|1ASPD|1DUR	1aVULN|2DUR|37LIT|4DUST|5ASPD|6RCR|8MLV|9LHND
70	53153 12314	   	258.61	DCR|2LIT|2VULN|1MLV|1ASPD|1DUR	1aVULN|2DUR|37LIT|4ASPD|5DUST|6RCR|8MLV|9LHND
71	54135 32232	   	258.54	DCR|3LIT|2VULN|1DMG|1CDMG|1SELL	15VULN|257LIT|3RCVC|4SELL|5BPWR|6CDMG|8DMG|9RCR|aBEXP
72	54135 32233	   	258.54	DCR|3LIT|2VULN|1DMG|1CDMG|1SELL	15VULN|257LIT|3RCVC|4SELL|5BPWR|6CDMG|8DMG|9RCR|aFEWX
73	54135 32231	   	258.44	DCR|3LIT|2VULN|1DMG|1CDMG|1SELL	15VULN|257LIT|3RCVC|4SELL|5BPWR|6CDMG|8DMG|9RCR|aERES
74	54221 12483	   	258.41	ACR|2LIT|3VULN|2DMG|1CDMG	149VULN|29LIT|39DMG|5RCR|6MBVNT|7AART|8RPLT|9BPWR|aCDMG
75	53521 22231	 * 	258.17	DCR|1LIT|2VULN|3DMG|2CDMG|1DUR	18VULN|2DUR|3DMSP|4RPLT|578DMG|68CDMG|8BPWR|9RCR|aLIT
76	43311 13323	   	258.14	DCR|1LIT|2VULN|2DMG|1MLV	1BEXP|2AART|38DMG|4FEWX|5MLV|6aVULN|7RCR|9LIT
77	43321 13323	   	258.14	DCR|1LIT|2VULN|2DMG|1MLV	1BEXP|2AART|38DMG|4MLV|5LWND|6aVULN|7RCR|9LIT
78	43331 13323	   	258.14	DCR|1LIT|2VULN|2DMG|1MLV	1BEXP|2AART|38DMG|4LWND|5MLV|6aVULN|7RCR|9LIT
79	43341 43323	   	258.14	DCR|1LIT|2VULN|2DMG|1MLV	1BEXP|2AART|38DMG|4aVULN|5MLV|6LWND|7RCR|9LIT
80	52133 12626	   	257.66	DCR|2LIT|2VULN|2DMG	19VULN|2BEXP|37LIT|4LHND|5aDMG|6RCR|8ZMB
81	53133 12626	   	257.56	DCR|2LIT|2VULN|2DMG|1DUR	19VULN|2DUR|37LIT|4LHND|5aDMG|6RCR|8ZMB
82	52352 13111	   	257.55	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	14VULN|2BEXP|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR|aZMB
83	56352 13111	   	257.45	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	14VULN|2DUST|3MLV|5DMG|6CDMG|7LIT|8CGEN|9RCR|aZMB
84	52133 12661	   	257.37	DCR|3LIT|2VULN|1DMG	1aVULN|2BEXP|379LIT|4LHND|5DMG|6RCR|8ZMB
85	52113 12661	   	257.27	DCR|3LIT|2VULN|1DMG	1aVULN|2BEXP|379LIT|4DUST|5DMG|6RCR|8ZMB
86	53133 12661	   	257.27	DCR|3LIT|2VULN|1DMG|1DUR	1aVULN|2DUR|379LIT|4LHND|5DMG|6RCR|8ZMB
87	53113 12661	   	257.17	DCR|3LIT|2VULN|1DMG|1DUR	1aVULN|2DUR|379LIT|4DUST|5DMG|6RCR|8ZMB
88	52356 32332	 * 	256.65	DCR|1LIT|2VULN|1MLV|2ASPD|1CDMG	14VULN|2BEXP|3MLV|5RPLT|6aASPD|7CDMG|8LIT|9RCR
89	52133 13661	 * 	256.51	DCR|2LIT|2DMG|1VULN|1MLV	1VULN|2BEXP|3aLIT|4LHND|58DMG|6RCR|7ERES|9MLV
90	52113 13661	   	256.41	DCR|2LIT|2DMG|1VULN|1MLV	1VULN|2BEXP|3aLIT|4DUST|58DMG|6RCR|7ERES|9MLV
91	53113 12133	   	256.41	DCR|2LIT|2DMG|1VULN|1MLV|1DUR	1VULN|2DUR|37LIT|4DUST|58DMG|6RCR|9RPLT|aMLV
92	54243 12133	   	256.41	DCR|2LIT|2DMG|1VULN|1MLV|1DUR	1VULN|27LIT|38DMG|4DUR|5DUST|6RCR|9RPLT|aMLV
93	52133 12261	   	256.32	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2BEXP|37aLIT|4LHND|5DMG|6RCR|8CGEN|9MLV
94	54211 12261	   	256.32	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|27aLIT|3DMG|4BEXP|5LHND|6RCR|8CGEN|9MLV
95	42133 12561	   	256.32	DCR|3LIT|1VULN|1MLV|1DMG	1BEXP|2FEWX|379LIT|4LWND|5DMG|6RCR|8MLV|aVULN
96	52135 12161	   	256.32	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2BEXP|37aLIT|4LHND|5CGEN|6RCR|8DMG|9MLV
97	42113 12561	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1BEXP|2FEWX|379LIT|4DUST|5DMG|6RCR|8MLV|aVULN
98	42113 16261	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1BEXP|2FEWX|389LIT|4DUST|5DMG|6RCR|7MLV|aVULN
99	42123 12161	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1BEXP|2FEWX|37aLIT|4ERES|5VULN|6RCR|8DMG|9MLV
100	52113 12261	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2BEXP|37aLIT|4DUST|5DMG|6RCR|8CGEN|9MLV
101	52115 12161	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2BEXP|37aLIT|4DUST|5CGEN|6RCR|8DMG|9MLV
102	52121 12161	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2BEXP|37aLIT|4ERES|5LHND|6RCR|8DMG|9MLV
103	53133 12261	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|37aLIT|4LHND|5DMG|6RCR|8CGEN|9MLV
104	53135 12161	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|37aLIT|4LHND|5CGEN|6RCR|8DMG|9MLV
105	56133 12261	   	256.22	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2DUST|37aLIT|4LHND|5DMG|6RCR|8CGEN|9MLV
106	46123 12161	   	256.12	DCR|3LIT|1VULN|1MLV|1DMG	1BEXP|2DUST|37aLIT|4ERES|5VULN|6RCR|8DMG|9MLV
107	52123 12161	   	256.12	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2BEXP|37aLIT|4ERES|5DUST|6RCR|8DMG|9MLV
108	53113 12261	   	256.12	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|37aLIT|4DUST|5DMG|6RCR|8CGEN|9MLV
109	53115 12161	   	256.12	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|37aLIT|4DUST|5CGEN|6RCR|8DMG|9MLV
110	53121 12161	   	256.12	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|37aLIT|4ERES|5LHND|6RCR|8DMG|9MLV
111	56121 12161	   	256.12	DCR|3LIT|1VULN|1MLV|1DMG	1VULN|2DUST|37aLIT|4ERES|5LHND|6RCR|8DMG|9MLV
112	53123 12161	   	256.02	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|37aLIT|4ERES|5DUST|6RCR|8DMG|9MLV
113	54213 53122	   	256.01	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	15VULN|2LIT|3DMG|48BEXP|6RCR|7TLV|9MLV|aASPD
114	54223 53322	   	255.91	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	14VULN|2LIT|3DMG|5DUST|6RCR|7TLV|8DMSP|9MLV|aASPD
115	52133 13524	   	255.91	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1aVULN|2BEXP|3LIT|4LHND|5DMG|6RCR|7ERES|8MLV|9ASPD
116	52113 13524	   	255.81	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1aVULN|2BEXP|3LIT|4DUST|5DMG|6RCR|7ERES|8MLV|9ASPD
117	52133 16326	   	255.76	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1SELL	1aVULN|2BEXP|3LIT|4LHND|5DMG|6RCR|7MLV|8SELL|9ASPD
118	42153 12163	 * 	255.47	DCR|3LIT|2DMG|1VULN|1ASPD	1BEXP|2FEWX|379LIT|4ASPD|5VULN|6RCR|8aDMG
119	52134 12163	   	255.47	DCR|3LIT|2DMG|1VULN|1ASPD	1VULN|2BEXP|379LIT|4LHND|5ASPD|6RCR|8aDMG
120	52151 12163	   	255.47	DCR|3LIT|2DMG|1VULN|1ASPD	1VULN|2BEXP|379LIT|4ASPD|5LHND|6RCR|8aDMG
121	52231 42152	   	255.46	DCR|3LIT|2VULN|1MLV	19VULN|29BEXP|3AART|4RMIN|5MLV|6LWND|789LIT|9BPWR|aRCR
122	52313 42152	   	255.46	DCR|3LIT|2VULN|1MLV	19VULN|29BEXP|3MLV|4RMIN|5AART|6LWND|789LIT|9BPWR|aRCR
123	52114 12163	   	255.37	DCR|3LIT|2DMG|1VULN|1ASPD	1VULN|2BEXP|379LIT|4DUST|5ASPD|6RCR|8aDMG
124	53134 12163	   	255.37	DCR|3LIT|2DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|379LIT|4LHND|5ASPD|6RCR|8aDMG
125	53151 12163	   	255.37	DCR|3LIT|2DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|379LIT|4ASPD|5LHND|6RCR|8aDMG
126	52113 46133	   	255.36	DCR|1LIT|2VULN|3DMG|1ASPD	1aVULN|26BEXP|3LIT|4DUST|568DMG|6BPWR|7RCR|9ASPD
127	52161 12123	 * 	255.27	DCR|2LIT|3VULN|1DMG	19aVULN|2BEXP|37LIT|4TLV|5LHND|6RCR|8DMG
128	53114 12163	   	255.27	DCR|3LIT|2DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|379LIT|4DUST|5ASPD|6RCR|8aDMG
129	53153 12163	   	255.27	DCR|3LIT|2DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|379LIT|4ASPD|5DUST|6RCR|8aDMG
130	34521 12123	   	255.17	DCR|2LIT|3VULN|1DMG	1TLV|2DUST|37LIT|49aVULN|5LHND|6RCR|8DMG
131	53161 12123	   	255.17	DCR|2LIT|3VULN|1DMG|1DUR	19aVULN|2DUR|37LIT|4TLV|5LHND|6RCR|8DMG
132	56161 12123	   	255.17	DCR|2LIT|3VULN|1DMG	19aVULN|2DUST|37LIT|4TLV|5LHND|6RCR|8DMG
133	53155 22323	   	255.01	DCR|2LIT|1VULN|1MLV|2ASPD|1CDMG|1DUR	1VULN|2DUR|37LIT|49ASPD|5LWND|6MLV|8RCR|aCDMG
134	54121 21351	 * 	254.82	ACR|2LIT|2VULN|2DMG|1MLV	19VULN|29LIT|3RCVC|4LHND|5RCR|6CGEN|79DMG|8AART|9BPWR|aMLV
135	53324 13433	 * 	254.28	DCR|3VULN|1LIT|1MLV|2DUR|1ASPD	179VULN|24DUR|3MLV|5BELT|6ASPD|8RCR|aLIT
136	54221 12161	 * 	253.98	ACR|3VULN|1LIT|2DMG|1MLV	149VULN|2LIT|39DMG|5RCR|6MBVNT|7AART|89TLV|9BPWR|aMLV
137	52134 12136	   	253.82	DCR|2LIT|3DMG|1VULN|1ASPD	1VULN|2BEXP|37LIT|4LHND|5ASPD|6RCR|89aDMG
138	52151 12136	   	253.82	DCR|2LIT|3DMG|1VULN|1ASPD	1VULN|2BEXP|37LIT|4ASPD|5LHND|6RCR|89aDMG
139	53321 65232	 * 	253.74	DCR|2LIT|2MLV|2VULN|2DUR	19VULN|24DUR|35MLV|6aLIT|7RCR|8CGEN
140	52134 12326	   	253.72	DCR|2LIT|2VULN|1DMG|1ASPD	19VULN|2BEXP|37LIT|4LHND|5ASPD|6RCR|8ZMB|aDMG
141	52151 12326	   	253.72	DCR|2LIT|2VULN|1DMG|1ASPD	19VULN|2BEXP|37LIT|4ASPD|5LHND|6RCR|8ZMB|aDMG
142	53134 12136	   	253.72	DCR|2LIT|3DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|37LIT|4LHND|5ASPD|6RCR|89aDMG
143	53151 12136	   	253.72	DCR|2LIT|3DMG|1VULN|1ASPD|1DUR	1VULN|2DUR|37LIT|4ASPD|5LHND|6RCR|89aDMG
144	53134 12326	   	253.62	DCR|2LIT|2VULN|1DMG|1ASPD|1DUR	19VULN|2DUR|37LIT|4LHND|5ASPD|6RCR|8ZMB|aDMG
145	53151 12326	   	253.62	DCR|2LIT|2VULN|1DMG|1ASPD|1DUR	19VULN|2DUR|37LIT|4ASPD|5LHND|6RCR|8ZMB|aDMG
146	53321 65132	   	253.59	DCR|2LIT|2MLV|2VULN|2DUR	18VULN|24DUR|35MLV|6aLIT|7RCR|9ERES
147	33361 61112	   	253.41	DCR|2LIT|2VULN|1MLV|1CDMG	1TLV|2CGEN|34LIT|5CDMG|68VULN|7MLV|9RCR|aRMIN
148	33361 61113	   	253.41	DCR|2LIT|2VULN|1MLV|1CDMG	1aTLV|2CGEN|34LIT|5CDMG|68VULN|7MLV|9RCR
149	33361 61114	   	253.41	DCR|2LIT|2VULN|1MLV|1CDMG	1TLV|2CGEN|34LIT|5CDMG|68VULN|7MLV|9RCR|aRPLT
150	33361 61115	   	253.41	DCR|2LIT|2VULN|1MLV|1CDMG	1TLV|2CGEN|34LIT|5CDMG|68VULN|7MLV|9RCR|aBEXP
151	52131 35314	   	253.41	DCR|2LIT|2VULN|1MLV|1CDMG	1aVULN|28BEXP|37LIT|4LHND|5CDMG|6MLV|9RCR
152	33361 21114	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG|1DUR	1TLV|2CGEN|34LIT|5CDMG|6DUR|7MLV|8aVULN|9RCR
153	33361 61111	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1TLV|2CGEN|34LIT|5CDMG|68VULN|7MLV|9RCR|aSPLREG
154	33361 61116	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG|1DUR	1TLV|2CGEN|34LIT|5CDMG|68VULN|7MLV|9RCR|aDUR
155	54411 12322	 * 	253.10	DCR|2LIT|2VULN|2CDMG|3ZMB	1aVULN|27LIT|38aZMB|4BEXP|5LHND|6RCR|9aCDMG|aBPWR
156	42153 12336	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1BEXP|2FEWX|37LIT|4ASPD|5VULN|6RCR|8MLV|9DMSP|aDMG
157	44333 12523	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1BEXP|27LIT|3LHND|4LWND|5DMG|6RCR|8MLV|9VULN|aASPD
158	52133 12262	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4LHND|5DMG|6RCR|8CGEN|9MLV|aASPD
159	52133 16131	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|3aLIT|4LHND|5DMG|6RCR|7MLV|8RCVC|9ASPD
160	52133 16431	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|28BEXP|3aLIT|4LHND|5DMG|6RCR|7MLV|9ASPD
161	52134 16131	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|3aLIT|4LHND|5ASPD|6RCR|7MLV|8RCVC|9DMG
162	52151 16131	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|3aLIT|4ASPD|5LHND|6RCR|7MLV|8RCVC|9DMG
163	54211 12262	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|27LIT|3DMG|4BEXP|5LHND|6RCR|8CGEN|9MLV|aASPD
164	54211 16131	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2aLIT|3DMG|4BEXP|5LHND|6RCR|7MLV|8RCVC|9ASPD
165	52135 12162	   	252.67	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1VULN|2BEXP|37LIT|4LHND|5CGEN|6RCR|8DMG|9MLV|aASPD
166	53443 22313	   	252.62	DCR|3LIT|1VULN|1MLV|1DMG|1DUR	1VULN|2DUR|3LWND|47aLIT|5DMG|6MLV|8RCR|9LHND
