0	Index      	 *	Score 	Summary	Detail	
1	22211 43251	 * 	192.39	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
16	32623 41363	 * 	182.99	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DUST|2TLV|3BELT|47VULN|5RCR|67DMG|7BPWR|8ZMB|9CDMG|aAART
17	21143 13224	   	182.98	ACR|4VULN|1AART|3ASPD|2RCVC	12RCVC|378aVULN|4RCR|578ASPD|6AART|78BPWR|9CGEN
18	34353 22622	 * 	182.93	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DUST|26VULN|38AART|4ERES|5CDMG|7RCR|9DMG|aZMB
19	21143 13234	   	182.88	ACR|4VULN|1AART|3ASPD|2RCVC	12RCVC|378aVULN|4RCR|578ASPD|6AART|78BPWR|9ERES
20	21526 12622	 * 	182.86	ACR|3VULN|2DMG|2ZMB|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7LHND|89aVULN|9BPWR
21	21526 13622	   	182.76	ACR|3VULN|2DMG|2ZMB|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7DUST|89aVULN|9BPWR
22	21143 13414	 * 	182.53	ACR|3VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9LHND
23	21143 13434	   	182.53	ACR|3VULN|1AART|1DMG|2ASPD|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9LWND
24	34311 53231	 * 	182.51	DCR|2AART|2DMG|2VULN|1CDMG	17DUST|29VULN|36AART|47LWND|57DMG|7BPWR|8CDMG|aRCR
25	54361 23211	   	182.51	DCR|2AART|2VULN|2DMG|1CDMG	1BEXP|26VULN|39AART|4FEWX|57DMG|8CDMG|aRCR
26	21114 24213	 * 	182.44	DCR|2VULN|2DMG|1AART|3DUR|2RCVC	12RCVC|38VULN|468DUR|5AART|78DMG|8BPWR|9RCR|aBEXP
27	21114 24214	   	182.44	DCR|2VULN|2DMG|1AART|3DUR|2RCVC	12RCVC|38VULN|468DUR|5AART|78DMG|8BPWR|9RCR|aRPLT
28	21114 24216	   	182.44	DCR|2VULN|2DMG|1AART|3DUR|2RCVC	12RCVC|38VULN|468DUR|5AART|78DMG|8BPWR|9RCR|aLHND
29	21114 24212	   	182.34	DCR|2VULN|2DMG|1AART|3DUR|2RCVC	12RCVC|38VULN|468DUR|5AART|78DMG|8BPWR|9RCR|aTLV
30	34331 23253	 * 	182.31	DCR|5VULN|1AART|3ASPD	178DUST|25678VULN|3AART|478ASPD|78BPWR|9LHND|aRCR
31	34331 23263	   	182.31	DCR|5VULN|1AART|3ASPD	178DUST|25678VULN|3AART|478ASPD|78BPWR|9LWND|aRCR
32	34331 53212	   	182.31	DCR|5VULN|1AART|3ASPD	178DUST|25789VULN|3AART|478ASPD|6DMSP|78BPWR|aRCR
33	21143 65322	 * 	181.55	ACR|3VULN|2DMG|2ASPD|2RCVC|1DUR	12RCVC|39aVULN|4RCR|59ASPD|6LWND|7DUR|89DMG|9BPWR
34	21143 13212	   	181.23	ACR|3VULN|1AART|3ASPD|1ZMB|3RCVC	129RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|aZMB
35	34331 45213	   	181.22	DCR|4VULN|1AART|1DMG|1ASPD	1DUST|257aVULN|3AART|4ASPD|6DMG|8RCR|9LIT
36	21526 12621	 * 	180.85	ACR|2VULN|2DMG|2ZMB|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7LHND|89VULN|9BPWR|aCDMG
37	41613 23133	 * 	180.80	DCR|5VULN|1AART|1CDMG	1LWND|2MLV|3AART|4679aVULN|5CDMG|8RCR
38	34331 45211	   	180.77	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9LIT|aCDMG
39	21526 13621	   	180.75	ACR|2VULN|2DMG|2ZMB|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7DUST|89VULN|9BPWR|aCDMG
40	42613 23133	   	180.70	DCR|5VULN|1AART|1CDMG	1LWND|2TLV|3AART|4679aVULN|5CDMG|8RCR
41	21143 13425	 * 	180.52	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9RPLT|aCDMG
42	34311 56231	 * 	180.48	DCR|3VULN|2AART|1DMG|1CDMG	1DUST|289VULN|36AART|4LWND|5DMG|7CDMG|aRCR
43	22213 23251	   	180.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCVC|29DMG|39BEXP|4DUR|5RMIN|6ZMB|79VULN|8RCR|9BPWR|aAART
44	22231 43251	   	180.16	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49LWND|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
45	22341 43251	   	180.16	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1RCVC|29DMG|3LHND|49BEXP|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
46	21114 24223	   	180.04	DCR|2VULN|2DMG|1AART|3DUR|2RCVC	12RCVC|38VULN|468DUR|5AART|78DMG|8BPWR|9CGEN|aRCR
47	22331 43251	   	179.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1RCVC|29DMG|3LHND|49DUST|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
48	21143 65321	 * 	179.55	ACR|2VULN|2DMG|2ASPD|1CDMG|2RCVC|1DUR	12RCVC|39VULN|4RCR|59ASPD|6LWND|7DUR|89DMG|9BPWR|aCDMG
49	11224 51735	   	179.51	DCR|3VULN|2DMG|1AART|1DUR	1BELT|27CGEN|3DUR|4MBVNT|57aVULN|67DMG|7BPWR|8AART|9RCR
50	41613 23135	   	178.97	DCR|4VULN|1AART|1CDMG|1ZMB	1LWND|2MLV|3AART|4679VULN|5CDMG|8RCR|aZMB
51	34353 22623	   	178.86	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUST|26VULN|38AART|4ERES|5CDMG|7RCR|9DMG|aDUR
52	21143 13615	   	178.40	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9ZMB|aDUR
53	21143 13423	 * 	178.32	ACR|2VULN|2AART|1DMG|2ASPD|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6aAART|7BPWR|8DMG|9RPLT
54	21143 13422	   	177.88	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9RPLT|aZMB
55	11224 51738	   	177.50	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1BELT|27CGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR|aCDMG
56	21133 25414	   	177.32	DCR|2VULN|2DMG|1AART|2DUR|2RCVC	12RCVC|36VULN|4BELT|56DUR|6BPWR|7AART|8aDMG|9RCR
57	13552 32523	   	176.87	DCR|3DMG|2VULN|1AART	1BELT|2aLWND|37aDMG|4MLV|5AART|6FEWX|8RCR|9aVULN|aBPWR
58	34331 23651	 * 	176.72	DCR|4VULN|1AART|2ASPD|1CDMG	17DUST|2567VULN|3AART|47ASPD|7BPWR|8CDMG|9LWND|aRCR
59	34331 23626	   	176.62	DCR|4VULN|1AART|2ASPD|1CDMG	17DUST|2567VULN|3AART|47ASPD|7BPWR|8CDMG|9MBVNT|aRCR
60	34331 45111	   	176.32	DCR|4VULN|1AART|1DMG|1ASPD	1DUST|2579VULN|3AART|4ASPD|6DMG|8TLV|aRCR
61	34331 45311	   	176.32	DCR|4VULN|1AART|1DMG|1ASPD	1DUST|2579VULN|3AART|4ASPD|6DMG|8ERES|aRCR
62	44134 43413	   	176.17	DCR|3VULN|2DMG|1AART	137LWND|279VULN|47DMG|5MBVNT|6AART|7BPWR|8RCR|aLIT
63	21143 13653	   	176.11	ACR|3VULN|1AART|2ASPD|1CDMG|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9LWND
64	22213 43251	   	176.10	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCVC|29DMG|39BEXP|4DUR|5RMIN|6ASPD|79VULN|8RCR|9BPWR|aAART
65	44134 43412	   	176.07	DCR|3VULN|2DMG|1AART	137LWND|279VULN|47DMG|5MBVNT|6AART|7BPWR|8RCR|aERES
66	21143 13623	   	176.01	ACR|3VULN|1AART|2ASPD|1CDMG|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9MBVNT
67	21143 13663	   	176.01	ACR|3VULN|1AART|2ASPD|1CDMG|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9DUST
68	21143 13223	   	175.82	ACR|3VULN|1AART|3ASPD|2RCVC|1DUR	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9CGEN|aDUR
69	21143 13233	   	175.72	ACR|3VULN|1AART|3ASPD|2RCVC|1DUR	12RCVC|378VULN|4RCR|578ASPD|6AART|78BPWR|9ERES|aDUR
70	34311 31526	 * 	175.66	DCR|2VULN|2DMG|1AART|2ASPD	1DUST|29VULN|3AART|4LWND|5aDMG|67ASPD|8RCR
71	21514 31422	   	175.27	DCR|3VULN|2DMG|2DUR|2RCVC	12RCVC|39DMG|4LHND|5RMIN|6RCR|79aVULN|89DUR|9BPWR
72	21531 31422	   	175.27	DCR|3VULN|2DMG|2DUR|2RCVC	12RCVC|39DMG|4RMIN|5LHND|6RCR|79aVULN|89DUR|9BPWR
73	21536 31422	   	175.27	DCR|3VULN|2DMG|2DUR|2RCVC	12RCVC|39DMG|4RMIN|5LWND|6RCR|79aVULN|89DUR|9BPWR
74	41613 23136	   	174.91	DCR|4VULN|1AART|1CDMG|1DUR	1LWND|2MLV|3AART|4679VULN|5CDMG|8RCR|aDUR
75	11224 51732	   	174.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1BELT|27CGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR|aZMB
76	11534 51732	   	174.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1BELT|27CGEN|3MBVNT|4DUR|57VULN|67DMG|7BPWR|8AART|9RCR|aZMB
77	42613 23135	   	174.81	DCR|4VULN|1AART|1CDMG|1DUR	1LWND|2TLV|3AART|4679VULN|5CDMG|8RCR|aDUR
78	22324 24234	   	174.72	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1RCVC|29DMG|3LHND|49ZMB|5AART|69DUR|7DMSP|8RCR|9BPWR|aVULN
79	22314 31422	   	174.67	DCR|3VULN|2DMG|2DUR|2RCVC	14RCVC|29DMG|3LHND|5RMIN|6RCR|79aVULN|89DUR|9BPWR
80	22354 23231	   	174.47	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|27DMG|3LHND|4AART|5FEWX|69VULN|8CDMG|aRCR
81	22643 11223	   	174.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|29DMG|3MLV|4RCR|5ZMB|6AART|7LHND|8CDMG|aVULN
82	22643 12223	   	174.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|29DMG|3MLV|4RCR|5ZMB|6AART|7BEXP|8CDMG|aVULN
83	22643 15223	   	174.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|29DMG|3MLV|4RCR|5ZMB|6AART|7FEWX|8CDMG|aVULN
84	22643 16223	   	174.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|29DMG|3MLV|4RCR|5ZMB|6AART|7CDMG|8LHND|aVULN
85	54341 21231	   	174.17	DCR|4VULN|1AART|1CDMG|1ZMB	1BEXP|2569VULN|3AART|4ZMB|7LHND|8CDMG|aRCR
86	54341 23231	   	174.17	DCR|4VULN|1AART|1CDMG|1ZMB	1BEXP|2569VULN|3AART|4ZMB|7LWND|8CDMG|aRCR
87	34341 21231	   	174.07	DCR|4VULN|1AART|1CDMG|1ZMB	1DUST|2569VULN|3AART|4ZMB|7LHND|8CDMG|aRCR
88	34343 23231	   	174.07	DCR|4VULN|1AART|1CDMG|1ZMB	1DUST|2689VULN|3AART|4ZMB|5CDMG|7LHND|aRCR
89	34331 41523	   	174.06	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUST|259VULN|3AART|4ASPD|6DMG|7LWND|8RCR|aDUR
90	34331 45233	   	174.06	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUST|257VULN|3AART|4ASPD|6DMG|8RCR|9LWND|aDUR
91	41613 23126	   	173.93	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2MLV|3AART|467VULN|5CDMG|8RCR|9RPLT|aDMG
92	42613 23126	   	173.83	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2TLV|3AART|467VULN|5CDMG|8RCR|9RPLT|aDMG
93	21143 13442	   	173.81	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9DUR|aRMIN
94	34311 31524	   	173.73	DCR|3VULN|1AART|1DMG|2ASPD	1DUST|29aVULN|3AART|4LWND|5DMG|67ASPD|8RCR
95	21143 13441	   	173.71	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9DUR|aDUST
96	21143 13453	   	173.71	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9NUKE|aDUR
97	21143 13463	   	173.71	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC|1DUR	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8DMG|9ERES|aDUR
98	11323 41433	 * 	173.68	ACR|3VULN|3DMG|1DUR	1BELT|27CGEN|3FEWX|479VULN|5RCR|67aDMG|7BPWR|8DUR
99	31623 41433	   	173.48	ACR|3VULN|3DMG|1DUR	17DUST|2MLV|3BELT|479VULN|5RCR|67aDMG|7BPWR|8DUR
100	21143 13111	   	173.47	ACR|3VULN|1AART|2ASPD|1ZMB|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8BEXP|aZMB
101	21143 13511	   	173.47	ACR|3VULN|1AART|2ASPD|1ZMB|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8FEWX|aZMB
102	15223 41433	   	173.38	ACR|3VULN|3DMG|1DUR	1BELT|27DUST|3ERES|479VULN|5RCR|67aDMG|7BPWR|8DUR
103	32623 41233	   	173.38	ACR|3VULN|3DMG|1DUR	17DUST|2TLV|3BELT|479VULN|5RCR|67aDMG|7BPWR|8DUR
104	35223 41433	   	173.38	ACR|3VULN|3DMG|1DUR	17DUST|2BELT|3ERES|479VULN|5RCR|67aDMG|7BPWR|8DUR
105	21143 13311	   	173.37	ACR|3VULN|1AART|2ASPD|1ZMB|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8DUST|aZMB
106	21514 31421	   	173.27	DCR|2VULN|2DMG|1CDMG|2DUR|2RCVC	12RCVC|39DMG|4LHND|5RMIN|6RCR|79VULN|89DUR|9BPWR|aCDMG
107	21531 31421	   	173.27	DCR|2VULN|2DMG|1CDMG|2DUR|2RCVC	12RCVC|39DMG|4RMIN|5LHND|6RCR|79VULN|89DUR|9BPWR|aCDMG
108	21536 31421	   	173.27	DCR|2VULN|2DMG|1CDMG|2DUR|2RCVC	12RCVC|39DMG|4RMIN|5LWND|6RCR|79VULN|89DUR|9BPWR|aCDMG
109	34331 26622	 * 	173.16	DCR|3VULN|1AART|2ZMB|1CDMG|1ASPD	1DUST|256VULN|3AART|4ASPD|7CDMG|8aZMB|9RCR
110	54361 23322	   	173.07	DCR|3VULN|2DMG|1AART	1BEXP|268VULN|3AART|4FEWX|57DMG|9CGEN|aRCR
111	22211 43253	   	173.01	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49aDUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR
112	25253 53122	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2FEWX|3CGEN|4AART|5CDMG|67VULN|8RCR|9DMG|aZMB
113	26453 23122	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CGEN|37VULN|4AART|5CDMG|6BEXP|8RCR|9DMG|aZMB
114	22314 31421	   	172.67	DCR|2VULN|2DMG|1CDMG|2DUR|2RCVC	14RCVC|29DMG|3LHND|5RMIN|6RCR|79VULN|89DUR|9BPWR|aCDMG
115	22645 13232	 * 	172.64	ACR|3DMG|1AART|1VULN|1DUR	1RCVC|278DMG|378MLV|4RCR|578CGEN|6AART|78BPWR|9DUR|aVULN
116	22354 26231	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1RCVC|2DMG|3LHND|4AART|5FEWX|679VULN|8CDMG|aRCR
117	22353 51231	   	172.43	DCR|3VULN|1AART|1DMG|1CDMG	1RCVC|2DMG|3LHND|4AART|5CDMG|689VULN|7DUST|aRCR
118	11323 41542	   	172.28	ACR|2VULN|2DMG|1AART|1CDMG	1BELT|27CGEN|3FEWX|47VULN|5RCR|67DMG|7BPWR|8RPLT|9CDMG|aAART
119	22143 11326	   	172.14	ACR|3VULN|1AART|1DMG|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|6AART|7LHND|89aVULN
120	11323 41431	 * 	172.12	ACR|4VULN|2DMG|1DUR	1BELT|27CGEN|3FEWX|479aVULN|5RCR|67DMG|7BPWR|8DUR
121	31623 41232	   	172.08	ACR|2VULN|2DMG|1AART|1CDMG	17DUST|2MLV|3BELT|47VULN|5RCR|67DMG|7BPWR|8CDMG|9RPLT|aAART
122	36623 41232	   	172.08	ACR|2VULN|2DMG|1AART|1CDMG	17DUST|2CGEN|3BELT|47VULN|5RCR|67DMG|7BPWR|8CDMG|9RPLT|aAART
123	15223 41232	   	171.98	ACR|2VULN|2DMG|1AART|1CDMG	1BELT|27DUST|3ERES|47VULN|5RCR|67DMG|7BPWR|8CDMG|9RPLT|aAART
124	35223 41232	   	171.98	ACR|2VULN|2DMG|1AART|1CDMG	17DUST|2BELT|3ERES|47VULN|5RCR|67DMG|7BPWR|8CDMG|9RPLT|aAART
125	44134 43422	   	171.96	DCR|2VULN|2DMG|2AART	137LWND|27VULN|47DMG|5MBVNT|6aAART|7BPWR|8RCR|9BEXP
126	44134 43442	   	171.96	DCR|2VULN|2DMG|2AART	137LWND|27VULN|47DMG|5MBVNT|6aAART|7BPWR|8RCR|9FEWX
127	31623 41431	   	171.92	ACR|4VULN|2DMG|1DUR	17DUST|2MLV|3BELT|479aVULN|5RCR|67DMG|7BPWR|8DUR
128	34353 22621	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|26VULN|38AART|4ERES|5CDMG|7RCR|9DMG|aLHND
129	15223 41431	   	171.82	ACR|4VULN|2DMG|1DUR	1BELT|27DUST|3ERES|479aVULN|5RCR|67DMG|7BPWR|8DUR
130	32623 41231	   	171.82	ACR|4VULN|2DMG|1DUR	17DUST|2TLV|3BELT|479aVULN|5RCR|67DMG|7BPWR|8DUR
131	35223 41431	   	171.82	ACR|4VULN|2DMG|1DUR	17DUST|2BELT|3ERES|479aVULN|5RCR|67DMG|7BPWR|8DUR
132	22364 31422	   	171.70	DCR|3VULN|2DMG|2DUR	1RCVC|29DMG|34LHND|5RMIN|6RCR|79aVULN|89DUR|9BPWR
133	11323 41215	 * 	171.67	ACR|3DMG|2VULN|1CDMG|1DUR	1BELT|27CGEN|3FEWX|47VULN|5RCR|67aDMG|7BPWR|8CDMG|9DUR
134	11323 41432	 * 	171.67	ACR|3VULN|2DMG|1CDMG|1DUR	1BELT|27CGEN|3FEWX|479VULN|5RCR|67DMG|7BPWR|8DUR|aCDMG
135	53341 26211	   	171.52	DCR|3VULN|2AART|1CDMG|1ZMB	1BEXP|2FEWX|39AART|4ZMB|567VULN|8CDMG|aRCR
136	31623 41215	   	171.47	ACR|3DMG|2VULN|1CDMG|1DUR	17DUST|2MLV|3BELT|47VULN|5RCR|67aDMG|7BPWR|8CDMG|9DUR
137	31623 41432	   	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	17DUST|2MLV|3BELT|479VULN|5RCR|67DMG|7BPWR|8DUR|aCDMG
138	21143 13611	   	171.46	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9ZMB|aRMIN
139	21143 13612	   	171.46	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9ZMB|aLWND
140	21143 13613	   	171.46	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9ZMB|aBEXP
141	21143 13616	   	171.46	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9ZMB|aBELT
142	21226 31611	   	171.42	ACR|4VULN|1AART|1ZMB|2RCVC	12RCVC|3ERES|4RCR|5ZMB|6789VULN|aAART
143	34341 22211	   	171.42	DCR|3VULN|2AART|1CDMG|1ZMB	1DUST|256VULN|39AART|4ZMB|7BEXP|8CDMG|aRCR
144	34341 25211	   	171.42	DCR|3VULN|2AART|1CDMG|1ZMB	1DUST|256VULN|39AART|4ZMB|7FEWX|8CDMG|aRCR
145	34343 23631	   	171.42	DCR|3VULN|2AART|1CDMG|1ZMB	1DUST|269VULN|38AART|4ZMB|5CDMG|7LHND|aRCR
146	26353 53133	   	171.37	DCR|4VULN|1AART|1CDMG	1RCVC|2CGEN|3LHND|4AART|5CDMG|679aVULN|8RCR
147	26453 13133	   	171.37	DCR|4VULN|1AART|1CDMG	1RCVC|2CGEN|379aVULN|4AART|5CDMG|6LHND|8RCR
148	26453 33133	   	171.37	DCR|4VULN|1AART|1CDMG	1RCVC|2CGEN|379aVULN|4AART|5CDMG|6LWND|8RCR
149	15223 41215	   	171.37	ACR|3DMG|2VULN|1CDMG|1DUR	1BELT|27DUST|3ERES|47VULN|5RCR|67aDMG|7BPWR|8CDMG|9DUR
150	15223 41432	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	1BELT|27DUST|3ERES|479VULN|5RCR|67DMG|7BPWR|8DUR|aCDMG
151	32623 41232	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	17DUST|2TLV|3BELT|479VULN|5RCR|67DMG|7BPWR|8DUR|aCDMG
152	35223 41215	   	171.37	ACR|3DMG|2VULN|1CDMG|1DUR	17DUST|2BELT|3ERES|47VULN|5RCR|67aDMG|7BPWR|8CDMG|9DUR
153	35223 41432	   	171.37	ACR|3VULN|2DMG|1CDMG|1DUR	17DUST|2BELT|3ERES|479VULN|5RCR|67DMG|7BPWR|8DUR|aCDMG
154	21143 13614	   	171.36	ACR|2VULN|1AART|1CDMG|2ASPD|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9ZMB|aTLV
155	21143 13624	   	171.36	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|2RCVC	12RCVC|37VULN|4RCR|57ASPD|6AART|7BPWR|8CDMG|9MBVNT|aZMB
156	24253 53133	   	171.27	DCR|4VULN|1AART|1CDMG	1RCVC|2LEGI|3CGEN|4AART|5CDMG|679aVULN|8RCR
157	21144 25211	 * 	171.21	ACR|3VULN|1AART|2ZMB|2RCVC|1DUR	12RCVC|379VULN|4RCR|5AART|6DUR|8aZMB
158	11224 51734	   	170.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1BELT|27CGEN|3DUR|4MBVNT|57VULN|67DMG|7BPWR|8AART|9RCR|aASPD
159	11534 51734	   	170.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1BELT|27CGEN|3MBVNT|4DUR|57VULN|67DMG|7BPWR|8AART|9RCR|aASPD
160	41353 53133	   	170.77	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3RCVC|4AART|5CDMG|679aVULN|8RCR
161	42353 53133	   	170.67	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3RCVC|4AART|5CDMG|679aVULN|8RCR
162	21516 21422	   	170.62	DCR|2VULN|2DMG|2DUR|1ZMB|2RCVC	12RCVC|39DMG|49LHND|5ZMB|6RCR|7aVULN|89DUR|9BPWR
163	22141 13266	 * 	170.44	ACR|3DMG|2AART|1CDMG	1RCVC|278DMG|378ERES|4RCR|578MLV|6aAART|78BPWR|9CDMG
