0	Index      	 *	Score 	Summary	Detail	
1	32622 64132	 * 	203.49	DCR|2VULN|2DMG|1AART|1ASPD	149BEXP|2aDMG|3AART|5ASPD|6aVULN|7RCR|8aLWND|aBPWR
18	25521 32612	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DUR|3DUST|4ASPD|5SNIFST|6AART|7DMG|8RCR|9aVULN
19	32413 32612	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3SPLJET|4DUST|5DUR|6AART|7ASPD|8RCR|9aVULN
20	35521 32612	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3DUST|4ASPD|5SNIFST|6AART|7DMG|8RCR|9aVULN
21	22113 32612	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DMG|3AIRARM|4DUST|5DUR|6AART|7ASPD|8RCR|9aVULN
22	32113 32612	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3AIRARM|4DUST|5DUR|6AART|7ASPD|8RCR|9aVULN
23	15632 34112	 * 	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2ASPD|3ZMB|4RMIN|5VULN|6CDMG|7RCR|8DUST|9DMG|aAART
24	12532 15227	 * 	190.43	DCR|3VULN|3CDMG|1ASPD	1RPLT|2MLV|368CDMG|46aVULN|5MBVNT|6BPWR|7RCR|9ASPD
25	13532 15227	   	190.33	DCR|3VULN|3CDMG|1ASPD	1RPLT|2TLV|368CDMG|46aVULN|5MBVNT|6BPWR|7RCR|9ASPD
26	32534 32226	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DMG|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUR|9CDMG
27	22532 18113	 * 	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	16FEWX|2DMG|3CGEN|469VULN|5MBVNT|6BPWR|7ASPD|8CDMG|aRCR
28	32622 64321	 * 	189.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	14BEXP|2DMG|3AART|59ASPD|6VULN|7RCR|8ZMB|aDMSP
29	32622 64332	   	189.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	14BEXP|2DMG|3AART|5aASPD|6VULN|7RCR|8ZMB|9LWND
30	22261 63243	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|25DMG|3DUR|4BELT|6RCR|78VULN|9CGEN|aASPD
31	23534 22325	   	189.82	DCR|3VULN|2AART|1ZMB	1FEWX|2ZMB|3CGEN|48aVULN|59AART|6BEXP|7RCR
32	32622 64322	   	189.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	14BEXP|2DMG|3AART|59ASPD|6VULN|7RCR|8ZMB|aERES
33	32622 64323	   	189.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	14BEXP|2DMG|3AART|59ASPD|6VULN|7RCR|8ZMB|aDUST
34	22261 63233	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|25DMG|3DUR|4BELT|6RCR|78VULN|9TLV|aASPD
35	22261 63343	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|25DMG|3DUR|4BELT|6RCR|79VULN|8ERES|aASPD
36	13532 88122	   	189.36	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|27TLV|38CDMG|47VULN|5MBVNT|67DMG|7BPWR|9RCR|aZMB
37	23534 12225	 * 	188.95	DCR|2VULN|2AART|2DUR|2ZMB	18FEWX|28ZMB|3CGEN|4aVULN|59AART|68DUR|7RCR|8BPWR
38	22261 65221	 * 	188.80	DCR|3DMG|1VULN|1AART|1DUR	1FEWX|257DMG|3DUR|4BELT|6RCR|8LWND|9VULN|aAART
39	23243 31563	 * 	188.48	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2ZMB|3DUR|4DMG|5AAC|6CDMG|789VULN|aRCR
40	15632 34113	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2ASPD|3ZMB|4RMIN|5aVULN|6CDMG|7RCR|8DUST|9DMG
41	23653 31611	 * 	187.99	DCR|2ASPD|3ZMB|1VULN|1AART|1DUR	18FEWX|248ZMB|3AART|5BEXP|6DUR|78ASPD|8BPWR|9VULN|aRCR
42	15314 21413	 * 	187.63	DCR|2VULN|2DMG|2ASPD	1RPLT|26ASPD|3LWND|48DMG|59VULN|7ERES|aRCR
43	13532 88123	   	187.33	DCR|2VULN|2DMG|2CDMG|1DUR	1RPLT|27TLV|38CDMG|47VULN|5MBVNT|67DMG|7BPWR|9RCR|aDUR
44	22422 23424	 * 	187.20	DCR|3DMG|2ASPD|1VULN	19FEWX|249DMG|34SPLJET|49BPWR|5DUST|6RPLT|79ASPD|8RCR|aVULN
45	22114 23424	   	187.00	DCR|3DMG|2ASPD|1VULN	19FEWX|259DMG|3AIRARM|4DUST|6RPLT|79ASPD|8RCR|9BPWR|aVULN
46	22122 23424	   	187.00	DCR|3DMG|2ASPD|1VULN	19FEWX|249DMG|34AIRARM|49BPWR|5DUST|6RPLT|79ASPD|8RCR|aVULN
47	12532 12643	 * 	186.91	DCR|4VULN|2CDMG|2DUR	1RPLT|29MLV|36CDMG|4689VULN|5MBVNT|69BPWR|79DUR|aRCR
48	13532 15244	 * 	186.11	DCR|4VULN|3CDMG	1RPLT|2TLV|368CDMG|469aVULN|5MBVNT|6BPWR|7RCR
49	15513 31632	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DMG|8ZMB|9DUR|aVULN
50	32623 61433	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	145BEXP|2DMG|3AART|6RCR|7ZMB|8ASPD|9VULN|aDUR
51	42651 22232	 * 	185.91	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	18AME|28DUR|3AART|4ZMB|5LWND|68VULN|7RCR|8BPWR|9BEXP|aCDMG
52	42651 22222	   	185.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	18AME|28DUR|3AART|4ZMB|5LWND|68VULN|7RCR|8BPWR|9DUST|aCDMG
53	42651 22233	   	185.73	DCR|2VULN|2AART|2DUR|1ZMB	18AME|28DUR|3aAART|4ZMB|5LWND|68VULN|7RCR|8BPWR|9BEXP
54	42651 22223	   	185.63	DCR|2VULN|2AART|2DUR|1ZMB	18AME|28DUR|3aAART|4ZMB|5LWND|68VULN|7RCR|8BPWR|9DUST
55	32534 32131	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2DMG|3CGEN|4aVULN|5AART|6DLOT|7RCR|8FEWX|9ASPD
56	33534 12322	 * 	185.55	DCR|3AART|2VULN|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|59aAART|6DUR|7RCR
57	32534 32331	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2DMG|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUST|9ASPD
58	22261 63215	   	185.41	DCR|3DMG|2VULN|1DUR	1aFEWX|25aDMG|3DUR|4BELT|6RCR|78VULN|9aDUST|aBPWR
59	32343 61162	   	185.41	DCR|3DMG|2VULN|1DUR	1BEXP|245DMG|35FEWX|5BPWR|6RCR|7TLV|8aVULN|9DUR
60	23246 14332	 * 	185.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2ZMB|36DUR|4DMG|5AART|7RCR|8BEXP|9VULN|aCDMG
61	32623 65122	   	185.33	DCR|2VULN|2DMG|1AART	145BEXP|2aDMG|3AART|6RCR|7DUST|8aVULN|9aAME|aBPWR
62	23242 12871	 * 	185.32	DCR|1SPLARM|2DMG|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2ZMB|3DUR|4aDMG|5MBVNT|6SPLARM|7ASPD|8RCR|9VULN
63	22122 44362	   	185.21	DCR|3DMG|2VULN|1DUR	1FEWX|24aDMG|34AIRARM|4BPWR|5DUST|6RCR|79VULN|8DUR
64	32623 11422	 * 	185.10	DCR|3DMG|2ASPD|1AART	145BEXP|278DMG|3AART|68ASPD|8BPWR|9RCR|aMULFIG
65	32623 11423	   	185.10	DCR|3DMG|2ASPD|1AART	145BEXP|278DMG|3AART|68ASPD|8BPWR|9RCR|aCGEN
66	32623 11425	   	185.10	DCR|3DMG|2ASPD|1AART	145BEXP|278DMG|3AART|68ASPD|8BPWR|9RCR|aLIT
67	15612 32314	 * 	185.04	DCR|3ASPD|1VULN|1AART|1ZMB|1DUR	1RPLT|268ASPD|3ZMB|4AART|5BEXP|7VULN|9DUR|aRCR
68	32623 11421	   	185.00	DCR|3DMG|2ASPD|1AART	145BEXP|278DMG|3AART|68ASPD|8BPWR|9RCR|aERES
69	32623 11426	   	185.00	DCR|3DMG|2ASPD|1AART	145BEXP|278DMG|3AART|68ASPD|8BPWR|9RCR|aDUST
70	12611 51831	 * 	184.95	DCR|2DMG|3ZMB|1VULN|1AART	1RPLT|28MLV|368ZMB|4AART|58DMG|7MBVNT|8BPWR|9RCR|aVULN
71	22241 33461	 * 	184.83	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG|2DUR	1FEWX|24DMG|35DUR|6MDPS|7CDMG|8ASPD|9RCR|aAART
72	32241 33461	   	184.83	DCR|2DMG|1MDPS|1AART|1ASPD|1CDMG|2DUR	1BEXP|24DMG|35DUR|6MDPS|7CDMG|8ASPD|9RCR|aAART
73	32623 63362	   	184.81	DCR|2DMG|1VULN|1AART|1ASPD	145BEXP|27DMG|3AART|6RCR|7BPWR|8ERES|9VULN|aASPD
74	13611 51831	   	184.75	DCR|2DMG|3ZMB|1VULN|1AART	1RPLT|28TLV|368ZMB|4AART|58DMG|7MBVNT|8BPWR|9RCR|aVULN
75	33534 32231	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUR|9ASPD
76	32634 14333	 * 	184.10	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2DMG|3aAART|4ASPD|5RCVC|6DUST|7RCR|8FEWX|9VULN
77	23242 12872	 * 	183.98	DCR|1SPLARM|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3DUR|4DMG|5MBVNT|6SPLARM|7ASPD|8RCR|9VULN|aCDMG
78	41626 13311	 * 	183.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AME|2AAC|3BELT|4AART|5DUR|6CDMG|7VULN|8ASPD|9DMG|aRCR
79	15513 31126	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DMG|8CGEN|9CDMG|aVULN
80	15513 31226	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DMG|8RMIN|9CDMG|aVULN
81	32343 36162	   	183.51	DCR|3DMG|2VULN|1DUR	1BEXP|245DMG|35FEWX|5BPWR|6MLV|7RCR|8aVULN|9DUR
82	32534 24132	   	183.43	DCR|2VULN|2DMG|1AART	169BEXP|2aDMG|3CGEN|4aVULN|5AART|7RCR|8aLWND|aBPWR
83	12532 15118	   	183.27	DCR|3VULN|2CDMG|1ASPD	1RPLT|2MLV|36CDMG|46aVULN|5MBVNT|6BPWR|7RCR|8DUST|9ASPD
84	13532 15634	 * 	183.19	DCR|3VULN|1SPLARM|2CDMG|1ZMB	1RPLT|2TLV|36CDMG|468VULN|5MBVNT|6BPWR|7RCR|9ZMB|aSPLARM
85	13532 15118	   	183.17	DCR|3VULN|2CDMG|1ASPD	1RPLT|2TLV|36CDMG|46aVULN|5MBVNT|6BPWR|7RCR|8DUST|9ASPD
86	15314 62312	 * 	183.00	DCR|2DMG|2ASPD|1VULN|2DUR	1RPLT|2aASPD|3LWND|4aDMG|5VULN|6LEGI|7LHND|8aDUR|9RCR|aBPWR
87	32622 64311	   	182.59	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1SPLREG	14BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8ZMB|9SPLREG|aFEWX
88	32622 64312	   	182.59	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1SPLREG	14BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8ZMB|9SPLREG|aCGEN
89	23315 23123	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13FEWX|2ZMB|45VULN|6BEXP|7CDMG|8DMG|9ASPD|aRCR
90	26533 31123	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|2RMIN|3CGEN|47VULN|5ZMB|6CDMG|8DMG|9ASPD|aRCR
91	32315 53163	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	14BEXP|2DMG|3FEWX|59VULN|6ASPD|7ZMB|8CDMG|aRCR
92	33315 31123	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	14BEXP|2ZMB|3FEWX|57VULN|6CDMG|8DMG|9ASPD|aRCR
93	33355 31123	   	182.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|34FEWX|57VULN|6CDMG|8DMG|9ASPD|aRCR
94	32622 64313	   	182.49	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1SPLREG|1MSE	14BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8ZMB|9SPLREG|aMSE
95	23355 31123	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13FEWX|2ZMB|4DUST|57VULN|6CDMG|8DMG|9ASPD|aRCR
96	23533 31123	 * 	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1FEWX|2ZMB|3CGEN|47VULN|5AAC|6CDMG|8DMG|9ASPD|aRCR
97	22533 53113	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1FEWX|2DMG|3CGEN|49VULN|5AAC|6ASPD|7ZMB|8CDMG|aRCR
98	32533 53113	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1BEXP|2DMG|3CGEN|49VULN|5AAC|6ASPD|7ZMB|8CDMG|aRCR
99	12662 34113	   	182.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2MLV|3ZMB|4aASPD|5VULN|6CDMG|7RCR|8DUST|9DMG
100	13662 34113	   	182.14	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2TLV|3ZMB|4aASPD|5VULN|6CDMG|7RCR|8DUST|9DMG
101	23114 63612	   	182.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2ZMB|3AIRARM|4DUST|5DMG|6AART|7DUR|8RCR|9aVULN
102	15123 54113	 * 	181.96	DCR|2VULN|2ASPD|2CDMG	1RPLT|2aASPD|3LIT|4aLWND|5VENFST|6RCR|78VULN|9aCDMG|aBPWR
103	14113 62362	   	181.71	DCR|2VULN|2DMG|1ASPD	1RPLT|29BEXP|39VULN|4LHND|57AME|6RCR|89DMG|9BPWR|aASPD
104	32534 32326	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2DMG|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUST|9CDMG
105	32634 33221	   	181.61	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2aDMG|3AART|4ASPD|5RCVC|6DLOT|7VULN|8LWND|9RCR
106	32622 64231	   	181.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	149BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8DMSP|aCDMG
107	32534 32126	   	181.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3CGEN|4VULN|5AART|6DLOT|7RCR|8FEWX|9CDMG|aASPD
108	32622 14334	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	14BEXP|2DMG|3AART|5ASPD|6DUST|7RCR|8FEWX|9VULN|aCDMG
109	32351 63343	   	181.41	DCR|2VULN|2DMG|1ASPD	1BEXP|25DMG|3FEWX|4BELT|6RCR|79VULN|8ERES|aASPD
110	32622 14333	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	14BEXP|2DMG|3aAART|5ASPD|6DUST|7RCR|8FEWX|9VULN
111	32622 64222	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	14BEXP|2DMG|3aAART|5ASPD|6VULN|7RCR|8DMSP|9DUST
112	32633 13416	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2DMG|38AART|4ASPD|5TLV|6LIT|7RCR|9LHND|aVULN
113	32633 13436	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2DMG|38AART|4ASPD|5TLV|6LIT|7RCR|9LWND|aVULN
114	32622 14225	   	181.19	DCR|2AART|1VULN|1ASPD|1DMG	14BEXP|2DMG|39AART|5ASPD|6DUST|7RCR|8LEGI|aVULN
115	32623 63361	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	145BEXP|27DMG|3AART|6RCR|7BPWR|8ERES|9VULN|aCDMG
116	32623 61262	 * 	180.87	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	145BEXP|2DMG|3AART|6RCR|78ZMB|9VULN|aASPD
117	32121 51441	 * 	180.82	DCR|2AART|2DMG|1VULN	1BEXP|24DMG|34AIRARM|4BPWR|5DMSP|6RCR|7FEWX|89AART|aVULN
118	32623 63115	   	180.82	DCR|2AART|2DMG|1VULN	145BEXP|27DMG|39AART|6RCR|7BPWR|8DUST|aVULN
119	22121 52441	   	180.72	DCR|2AART|2DMG|1VULN	1FEWX|24DMG|34AIRARM|4BPWR|5DMSP|6RCR|7DUST|89AART|aVULN
120	22122 42441	   	180.72	DCR|2AART|2DMG|1VULN	1FEWX|24DMG|34AIRARM|4BPWR|5DUST|6RCR|7AELBLL|89AART|aVULN
121	32122 42441	   	180.72	DCR|2AART|2DMG|1VULN	1BEXP|24DMG|34AIRARM|4BPWR|5DUST|6RCR|7AELBLL|89AART|aVULN
122	32122 43441	   	180.72	DCR|2AART|2DMG|1VULN	17BEXP|24DMG|34AIRARM|4BPWR|5DUST|6RCR|89AART|aVULN
123	15422 43332	   	180.56	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6aBEXP|7LIT|89DMG
124	15422 43333	   	180.56	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6BEXP|7LIT|89DMG|aMLV
125	15422 53332	   	180.56	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6FEWX|7LIT|89DMG|aBEXP
126	15422 53333	   	180.56	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6FEWX|7LIT|89DMG|aBELT
127	32351 65221	   	180.50	DCR|3DMG|1VULN|1AART	1BEXP|257DMG|3FEWX|4BELT|6RCR|8LWND|9VULN|aAART
128	33534 12312	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|5AART|6DUR|7RCR|9LWND|aCDMG
129	15422 23332	   	180.46	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DUST|89DMG|aBEXP
130	15422 23333	   	180.46	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DUST|89DMG|aBELT
131	15422 23334	   	180.46	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DUST|89DMG|aCGEN
132	22311 54163	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	13FEWX|2DMG|49VULN|5DUR|6ASPD|7AAC|8CDMG|aRCR
133	33534 12342	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|5AART|6DUR|7RCR|9DUST|aCDMG
134	33534 32226	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUR|9CDMG
135	15422 23335	   	180.36	ACR|3ASPD|2VULN|2DMG|1MSE	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DUST|89DMG|aMSE
136	15422 23336	   	180.36	ACR|3ASPD|2VULN|2DMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DUST|89DMG|aERES
137	22632 43612	   	180.29	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1FEWX|2DMG|3AART|4MDPS|5aVULN|6RCVC|7LHND|8CDMG|9RCR
138	33534 12125	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	18BEXP|2ZMB|3CGEN|4aVULN|59AART|6DUR|7RCR
139	33534 12313	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|5aAART|6DUR|7RCR|9LWND
140	33534 12321	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|59AART|6DUR|7RCR|aLWND
141	33534 12323	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	1BEXP|2ZMB|3aCGEN|48VULN|59AART|6DUR|7RCR
142	33534 12362	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	1BEXP|2ZMB|39CGEN|48VULN|5aAART|6DUR|7RCR
143	22532 13113	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	16FEWX|2DMG|3CGEN|469VULN|5MBVNT|6BPWR|7ZMB|8CDMG|aRCR
144	23532 18113	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	16FEWX|2ZMB|3CGEN|469VULN|5MBVNT|6BPWR|7ASPD|8CDMG|aRCR
145	32532 13113	   	180.28	DCR|3VULN|1DMG|1CDMG|1ZMB	16BEXP|2DMG|3CGEN|469VULN|5MBVNT|6BPWR|7ZMB|8CDMG|aRCR
146	33534 12326	   	180.19	DCR|2VULN|2AART|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|59AART|6DUR|7RCR|aERES
147	33534 12343	   	180.19	DCR|2VULN|2AART|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|48VULN|5aAART|6DUR|7RCR|9DUST
148	33343 31563	   	180.18	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1BEXP|2ZMB|3FEWX|4DMG|5AAC|6CDMG|789VULN|aRCR
149	33622 14432	   	180.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	14BEXP|2ZMB|3AART|5ASPD|6DUST|7RCR|8DUR|9VULN|aCDMG
150	33534 32222	 * 	180.05	DCR|1AART|1VULN|1NUKE|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|4VULN|5AART|6DLOT|7RCR|8DUR|9CDMG|aNUKE
151	22261 63235	   	179.99	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|25DMG|3DUR|4BELT|6RCR|78VULN|9TLV|aZMB
152	32345 31163	 * 	179.93	DCR|2VULN|2DMG|1NUKE|1CDMG|1ZMB	1BEXP|24DMG|3FEWX|57VULN|6CDMG|8NUKE|9ZMB|aRCR
153	22533 31625	 * 	179.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|47VULN|5AAC|6CDMG|8RCR|9DUST|aAART
154	12532 15113	   	179.66	DCR|2VULN|2ASPD|2CDMG	1RPLT|2MLV|36CDMG|46VULN|5MBVNT|6BPWR|7RCR|8DUST|9aASPD
155	32341 33461	   	179.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1BEXP|24DMG|3FEWX|5DUR|6CDMG|7DUST|8ASPD|9RCR|aAART
156	13532 15113	   	179.56	DCR|2VULN|2ASPD|2CDMG	1RPLT|2TLV|36CDMG|46VULN|5MBVNT|6BPWR|7RCR|8DUST|9aASPD
157	32622 24342	   	179.54	DCR|2ASPD|1VULN|1AART|1DMG	14BEXP|2DMG|3AART|5aASPD|6LWND|7RCR|8CGEN|9VULN
158	32622 64232	   	179.54	DCR|2ASPD|1VULN|1AART|1DMG	149BEXP|2DMG|3AART|5aASPD|6VULN|7RCR|8DMSP
