0	Index      	 *	Score 	Summary	Detail	
1	36324 42211	 * 	218.50	DCR|3VULN|2DMG|1MDPS|2ASPD	19aVULN|2MDPS|3RMIN|49ASPD|59DMG|6BELT|7RCR|8MBVNT|9BPWR
28	33154 33632	   	207.13	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19VULN|2DUST|39DUR|4AART|5CDMG|6DMSP|7FEWX|89DMG|9BPWR|aRCR
29	34123 34263	 * 	206.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	123VULN|2BPWR|4ASPD|5RPLT|6CGEN|7ZMB|8AART|9RCR|aCDMG
30	36522 22421	 * 	204.66	DCR|3VULN|3ASPD|1MDPS|1DMG|1SELL	169VULN|2MDPS|346ASPD|5SELL|6BPWR|7FEWX|8RCR|aDMG
31	36521 21311	 * 	204.63	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG|1ZMB	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9ZMB|aCDMG
32	36611 21121	 * 	204.60	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG	13VULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|79DMG|8ASPD|aCDMG
33	31453 23226	   	204.28	DCR|3VULN|2ASPD|1DMG|1DUR	158VULN|2BEXP|37ASPD|4DUR|6RCR|9RPLT|aDMG
34	33453 23226	   	204.18	DCR|3VULN|2ASPD|1DMG|1DUR	158VULN|2DUST|37ASPD|4DUR|6RCR|9RPLT|aDMG
35	32332 35152	   	203.65	DCR|4VULN|1AART|1ASPD|1ZMB	1679VULN|24MLV|3AART|5ZMB|8ASPD|aRCR
36	32333 61152	   	203.65	DCR|4VULN|1AART|1ASPD|1ZMB	1569VULN|24MLV|3AART|7ZMB|8ASPD|aRCR
37	14135 32324	   	203.41	DCR|3VULN|2DMG|1ASPD	1FEWX|2TSLARM|345VULN|6RCR|78DMG|9RMIN|aASPD
38	14132 33352	   	203.23	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|349VULN|5CDMG|6RCR|7RCVC|8AART|aDMG
39	31453 23131	   	202.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	15VULN|29BEXP|37ASPD|4DUR|6RCR|8CDMG|aDMG
40	33453 23136	   	202.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	15VULN|2DUST|37ASPD|4DUR|6RCR|8CDMG|9BEXP|aDMG
41	36522 23281	 * 	202.56	DCR|3VULN|3ASPD|1MDPS|1DMG|1SELL	167VULN|2MDPS|346ASPD|5SELL|6BPWR|8MBVNT|9RCR|aDMG
42	34163 51212	   	202.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	123VULN|2BPWR|4CDMG|5DUR|6DMG|7LHND|8AART|9BEXP|aRCR
43	34121 63612	 * 	202.02	DCR|4VULN|1ASPD|1CDMG|1ZMB	1239VULN|2BPWR|4ASPD|5AIRARM|6LIT|7RCR|8ZMB|aCDMG
44	34163 51222	   	201.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	123VULN|2BPWR|4CDMG|5DUR|6DMG|7LHND|8AART|9LEGI|aRCR
45	36122 21125	   	201.89	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	18VULN|2MDPS|38LHND|48CDMG|5AART|6RMIN|7RCR|8BPWR|9ASPD|aDUR
46	36521 21332	   	201.82	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9BEXP|aAART
47	36521 21361	   	201.82	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9LHND|aAART
48	36521 21321	   	201.72	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9LEGI|aAART
49	36521 21342	   	201.72	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9DUST|aAART
50	33433 26121	   	201.72	DCR|2VULN|2ASPD|2CDMG|1DMG	15VULN|2DUST|37ASPD|4BEXP|6RCR|89CDMG|aDMG
51	14132 31312	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|347VULN|5CDMG|6RCR|8AART|9AME|aDMG
52	14132 31325	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|347VULN|5CDMG|6RCR|8AART|9RPLT|aDMG
53	14132 31342	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|347VULN|5CDMG|6RCR|8AART|9MULFIG|aDMG
54	14132 36352	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	17FEWX|2TSLARM|349VULN|5CDMG|6RCR|8AART|aDMG
55	54132 31312	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|347VULN|5CDMG|6RCR|8AART|9AME|aDMG
56	54132 31325	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|347VULN|5CDMG|6RCR|8AART|9RPLT|aDMG
57	54132 31336	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|347VULN|5CDMG|6RCR|8AART|9LWND|aDMG
58	54132 31342	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|347VULN|5CDMG|6RCR|8AART|9MULFIG|aDMG
59	14135 36222	   	201.62	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|345VULN|6RCR|7MULFIG|8AART|9CDMG|aDMG
60	14132 31362	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|347VULN|5CDMG|6RCR|8AART|9ERES|aDMG
61	44132 31312	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2TSLARM|347VULN|5CDMG|6RCR|8AART|9AME|aDMG
62	44132 31325	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2TSLARM|347VULN|5CDMG|6RCR|8AART|9RPLT|aDMG
63	44132 31342	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2TSLARM|347VULN|5CDMG|6RCR|8AART|9MULFIG|aDMG
64	54132 31362	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|347VULN|5CDMG|6RCR|8AART|9ERES|aDMG
65	31161 23152	   	201.46	DCR|2VULN|2AART|2DMG|1DUR|1SELL	16VULN|2BEXP|3DUR|4SELL|56DMG|6BPWR|7LHND|89AART|aRCR
66	44132 31362	   	201.42	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2TSLARM|347VULN|5CDMG|6RCR|8AART|9ERES|aDMG
67	33161 23152	   	201.36	DCR|2VULN|2AART|2DMG|1DUR|1SELL	16VULN|2DUST|3DUR|4SELL|56DMG|6BPWR|7LHND|89AART|aRCR
68	31512 23612	 * 	201.32	DCR|3ASPD|2VULN|1DMG|1CDMG	1aVULN|2BEXP|3CDMG|478ASPD|5DMG|6CGEN|9RCR
69	33512 23612	   	201.22	DCR|3ASPD|2VULN|1DMG|1CDMG	1aVULN|2DUST|3CDMG|478ASPD|5DMG|6CGEN|9RCR
70	31453 22121	   	201.15	DCR|2VULN|2CDMG|1ASPD|1DMG|2DUR	15VULN|2BEXP|3ASPD|47DUR|6RCR|89CDMG|aDMG
71	33453 22121	   	201.05	DCR|2VULN|2CDMG|1ASPD|1DMG|2DUR	15VULN|2DUST|3ASPD|47DUR|6RCR|89CDMG|aDMG
72	36324 42214	   	200.67	DCR|2VULN|2DMG|1MDPS|2ASPD	19VULN|2MDPS|3RMIN|49ASPD|59DMG|6BELT|7RCR|8MBVNT|9BPWR|aCGEN
73	23111 66233	 * 	200.59	DCR|2VULN|1AART|1ASPD|3DUR|1CDMG	19LIT|2CDMG|3LEGI|459DUR|6AART|7RCR|89VULN|9BPWR|aASPD
74	36324 42213	   	200.57	DCR|2VULN|2DMG|1MDPS|2ASPD	19VULN|2MDPS|3RMIN|49ASPD|59DMG|6BELT|7RCR|8MBVNT|9BPWR|aERES
75	31453 23235	 * 	200.47	DCR|3VULN|2ASPD|1CDMG|1DUR	158VULN|29BEXP|37ASPD|4DUR|6RCR|aCDMG
76	36523 21622	 * 	200.37	DCR|3VULN|1MDPS|2ASPD|1CDMG|1DUR	159VULN|2MDPS|34ASPD|6RCR|7AME|8CDMG|aDUR
77	36523 23622	   	200.27	DCR|3VULN|1MDPS|2ASPD|1CDMG|1DUR	159VULN|2MDPS|34ASPD|6RCR|7TLV|8CDMG|aDUR
78	31453 23522	   	200.22	DCR|3VULN|2ASPD|1CDMG|1DUR|1SELL	15aVULN|2BEXP|37ASPD|4DUR|6RCR|8SELL|9CDMG
79	33453 23522	   	200.12	DCR|3VULN|2ASPD|1CDMG|1DUR|1SELL	15aVULN|2DUST|37ASPD|4DUR|6RCR|8SELL|9CDMG
80	33522 31152	   	200.07	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	16VULN|2DUST|3CDMG|4LEGI|5DUR|7DMG|89AART|aRCR
81	31453 23262	   	199.97	DCR|4VULN|2ASPD|1DUR	158aVULN|2BEXP|37ASPD|4DUR|6RCR|9ERES
82	33453 23262	   	199.87	DCR|4VULN|2ASPD|1DUR	158aVULN|2DUST|37ASPD|4DUR|6RCR|9ERES
83	33512 52322	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	16VULN|27DUST|3CDMG|4ASPD|5DMG|8RCR|9FEWX|aAART
84	32333 64362	 * 	199.71	DCR|3VULN|2AART|1ASPD	156VULN|24MLV|37AART|8RMIN|9RCR|aASPD
85	14135 15332	   	199.62	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2TSLARM|345VULN|6BELT|7RCR|8AART|9CDMG|aDMG
86	34121 53633	 * 	199.57	DCR|4VULN|1ASPD|1NUKE	1238VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|9TLV|aNUKE
87	34123 32263	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	123VULN|2BPWR|4ASPD|5RPLT|6CGEN|7DMG|8AART|9RCR|aLWND
88	34123 32266	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	123VULN|2BPWR|4ASPD|5RPLT|6aCGEN|7DMG|8AART|9RCR
89	34133 32265	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	123VULN|2BPWR|4AAC|5RPLT|6CGEN|7DMG|8AART|9RCR|aASPD
90	31453 23124	 * 	199.43	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DUR	15VULN|2BEXP|37ASPD|4DUR|6RCR|89CDMG|aMDPS
91	34121 53261	 * 	199.42	DCR|4VULN|1ASPD|1DMG|1SELL	1239VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8SELL|aDMG
92	31344 21311	   	199.34	DCR|3VULN|2DMG|1ASPD	18aVULN|2BEXP|3LWND|4FEWX|57DMG|6RCR|9ASPD
93	33453 23124	   	199.33	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DUR	15VULN|2DUST|37ASPD|4DUR|6RCR|89CDMG|aMDPS
94	31451 21433	   	199.30	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|8aCDMG|9AART
95	34323 32265	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3DMSP|4ASPD|5RPLT|6CGEN|7aDMG|8AART|9RCR
96	14135 32333	   	199.24	DCR|3VULN|2DMG|1ASPD	1FEWX|2TSLARM|345VULN|6RCR|78DMG|9LWND|aASPD
97	33344 21511	   	199.24	DCR|3VULN|2DMG|1ASPD	18aVULN|2DUST|3LWND|4FEWX|57DMG|6RCR|9ASPD
98	54135 32333	   	199.24	DCR|3VULN|2DMG|1ASPD	1BEXP|2TSLARM|345VULN|6RCR|78DMG|9LWND|aASPD
99	33451 21433	   	199.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|8aCDMG|9AART
100	14135 32326	 * 	199.19	DCR|4VULN|2DMG	1FEWX|2TSLARM|345aVULN|6RCR|78DMG|9RMIN
101	14135 32314	   	199.14	DCR|3VULN|2DMG|1ASPD	1FEWX|2TSLARM|345VULN|6RCR|78DMG|9TLV|aASPD
102	31461 21331	   	198.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2BEXP|3ASPD|4RMIN|5RPLT|6DUR|8RCR|9AART|aDMG
103	33461 21331	   	198.85	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2DUST|3ASPD|4RMIN|5RPLT|6DUR|8RCR|9AART|aDMG
104	36522 22431	 * 	198.85	DCR|3ASPD|2VULN|1MDPS|1AART|1DUR|1SELL	16VULN|2MDPS|346ASPD|5SELL|6BPWR|7FEWX|8RCR|9AART|aDUR
105	31451 21311	   	198.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	18VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|9ZMB|aCDMG
106	31453 22431	 * 	198.78	DCR|2VULN|1ASPD|1DMG|3DUR|1CDMG	15VULN|2BEXP|3ASPD|478DUR|6RCR|9CDMG|aDMG
107	33144 26311	   	198.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	18VULN|2DUST|3DUR|4FEWX|5DMG|6RCR|7ASPD|9ZMB|aCDMG
108	33451 21311	   	198.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	18VULN|2DUST|3ASPD|4DUR|5FEWX|6RCR|7DMG|9ZMB|aCDMG
109	32362 36363	 * 	198.58	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2MLV|37AART|4CDMG|5RMIN|6DMG|8ASPD|9CGEN|aRCR
110	33514 33162	 * 	198.53	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1VULN|28DUST|3CDMG|46ASPD|5SPLREG|7AART|9RCR|aNUKE
111	36521 21152	 * 	198.51	DCR|3ASPD|2DMG|1MDPS|1VULN|1ZMB	1VULN|2MDPS|348ASPD|5FEWX|6RCR|7aDMG|9ZMB
112	36522 23612	 * 	198.44	DCR|4VULN|3ASPD|1MDPS|1SELL	167aVULN|2MDPS|346ASPD|5SELL|6BPWR|8DMSP|9RCR
113	32364 32313	 * 	198.41	1SPLARM|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DMG	18VULN|2MLV|3AART|46CDMG|5SPLARM|7ASPD|9DMG|aMDPS
114	36522 23411	 * 	198.34	DCR|4VULN|3ASPD|1MDPS|1SELL	1678VULN|2MDPS|346ASPD|5SELL|68BPWR|9RCR|aERES
115	35364 32313	   	198.31	1SPLARM|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DMG	18VULN|2TLV|3AART|46CDMG|5SPLARM|7ASPD|9DMG|aMDPS
116	32333 45132	   	198.29	DCR|3VULN|1AART|1ASPD|1DMG	157VULN|24MLV|3AART|6DMG|8ASPD|9RCVC|aRCR
117	23431 33141	 * 	198.21	DCR|3VULN|2CDMG|1DMG|1ZMB|1DUR	137LIT|27CDMG|4DUR|5ZMB|678VULN|7BPWR|9RCR|aDMG
118	34121 13463	 * 	198.04	DCR|3VULN|2ASPD|1NUKE	123VULN|2BPWR|49ASPD|5AIRARM|6AME|7RCR|8RMIN|aNUKE
119	23114 66233	   	198.00	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19LIT|2CDMG|3LEGI|49DUR|5RCVC|6AART|7RCR|89VULN|9BPWR|aDMG
120	33521 23616	   	197.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	16VULN|2DUST|3CDMG|4LEGI|56DMG|6BPWR|7LHND|8ASPD|9DUR|aRCR
121	34121 33463	   	197.94	DCR|3VULN|2ASPD|1NUKE	123VULN|2BPWR|49ASPD|5AIRARM|6TLV|7RCR|8RMIN|aNUKE
122	34121 53111	   	197.87	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8AART|9BEXP|aZMB
123	36314 42211	   	197.77	DCR|3VULN|2DMG|1MDPS|2ZMB	19aVULN|2MDPS|3RMIN|49ZMB|59DMG|6BELT|7RCR|8MBVNT|9BPWR
124	34121 53121	   	197.77	DCR|3VULN|1AART|1ASPD|1ZMB	123VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8AART|9DUST|aZMB
125	14132 31353	   	197.73	DCR|4VULN|1AART|1CDMG	1FEWX|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aRCVC
126	32333 64322	   	197.71	DCR|3VULN|2AART|1ASPD	156VULN|24MLV|37AART|8RMIN|9ASPD|aRCR
127	36661 21121	   	197.66	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG	13VULN|2MDPS|3BPWR|4CGEN|5FEWX|6RCR|79DMG|8ASPD|aCDMG
128	34121 53132	   	197.65	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8AART|9RCVC|aMDPS
129	31315 33541	 * 	197.63	DCR|3VULN|2AART|1MDPS|1CDMG	178VULN|2BEXP|3LWND|4MDPS|59AART|6RCR|aCDMG
130	36621 21121	   	197.56	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG	13VULN|2MDPS|3BPWR|4ERES|5FEWX|6RCR|79DMG|8ASPD|aCDMG
131	32333 43145	   	197.56	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	15VULN|24MLV|3AART|6DMG|7RCVC|8ASPD|9CDMG|aRCR
132	32333 45422	   	197.53	DCR|3VULN|1AART|1ASPD|1DMG	157VULN|24MLV|3AART|6DMG|8DMSP|9ASPD|aRCR
133	33315 33541	   	197.53	DCR|3VULN|2AART|1MDPS|1CDMG	178VULN|2DUST|3LWND|4MDPS|59AART|6RCR|aCDMG
134	36122 11125	   	197.52	DCR|2VULN|1MDPS|2CDMG|1AART|1ASPD|1DUR	18VULN|2MDPS|3LHND|48CDMG|5AART|68ERES|7RCR|8BPWR|9ASPD|aDUR
135	14132 31341	   	197.40	DCR|4VULN|1AART|1CDMG	1FEWX|2TSLARM|347aVULN|5CDMG|6RCR|8AART|9MULFIG
136	14132 31351	   	197.40	DCR|4VULN|1AART|1CDMG	1aFEWX|2TSLARM|3479VULN|5CDMG|6RCR|8AART
137	14132 31354	   	197.40	DCR|4VULN|1AART|1CDMG	1FEWX|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aBEXP
138	14132 31355	   	197.40	DCR|4VULN|1AART|1CDMG	1FEWX|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aAME
139	54132 31341	   	197.40	DCR|4VULN|1AART|1CDMG	1BEXP|2TSLARM|347aVULN|5CDMG|6RCR|8AART|9MULFIG
140	54132 31351	   	197.40	DCR|4VULN|1AART|1CDMG	1BEXP|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aFEWX
141	54132 31352	   	197.40	DCR|4VULN|1AART|1CDMG	1BEXP|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aLWND
142	14135 36221	   	197.40	DCR|4VULN|1AART|1CDMG	1FEWX|2TSLARM|345aVULN|6RCR|7MULFIG|8AART|9CDMG
143	34121 61116	   	197.38	DCR|4VULN|1AART|1ASPD	1238VULN|2BPWR|4ASPD|5AIRARM|6LIT|7RMIN|9AART|aRCR
144	33434 62322	   	197.34	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB	19VULN|2DUST|3ASPD|4BEXP|58ZMB|6RCR|7CDMG|aAART
145	14132 31356	   	197.30	DCR|4VULN|1AART|1CDMG|1MSE	1FEWX|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aMSE
146	44132 31341	   	197.30	DCR|4VULN|1AART|1CDMG	1DUST|2TSLARM|347aVULN|5CDMG|6RCR|8AART|9MULFIG
147	44132 31351	   	197.30	DCR|4VULN|1AART|1CDMG	1DUST|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aFEWX
148	44132 31352	   	197.30	DCR|4VULN|1AART|1CDMG	1DUST|2TSLARM|3479VULN|5CDMG|6RCR|8AART|aLWND
149	34121 23316	 * 	197.25	DCR|5VULN|1ASPD|2DUR	12379VULN|2BPWR|4ASPD|5AIRARM|68DUR|aRCR
150	36521 21153	 * 	197.17	DCR|3ASPD|1MDPS|1VULN|1DMG|1CDMG|1ZMB	1VULN|2MDPS|348ASPD|5FEWX|6RCR|7DMG|9ZMB|aCDMG
151	31453 23236	 * 	197.14	DCR|3VULN|3ASPD|1DUR	158VULN|29BEXP|37aASPD|4DUR|6RCR
152	34121 53141	   	196.80	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8AART|9MDPS|aCGEN
153	34121 53142	   	196.80	DCR|3VULN|1MDPS|1AART|1ASPD	123VULN|2BPWR|4ASPD|5AIRARM|6RMIN|7RCR|8AART|9MDPS|aDUST
154	34121 53143	 * 	196.80	DCR|3VULN|1MDPS|2ASPD|1AART	123VULN|2BPWR|4aASPD|5AIRARM|6RMIN|7RCR|8AART|9MDPS
155	36521 21315	   	196.68	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB|1DUR	18VULN|2MDPS|34ASPD|5FEWX|6RCR|7DMG|9ZMB|aDUR
156	36611 21125	   	196.66	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	13VULN|2MDPS|3BPWR|4RMIN|5FEWX|6RCR|79DMG|8ASPD|aDUR
157	33433 22336	 * 	196.14	DCR|4VULN|1ASPD|3DUR	1589VULN|29DUST|3ASPD|4BEXP|6RCR|79aDUR|9BPWR
158	32362 36423	   	196.11	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2MLV|37AART|4CDMG|5RMIN|68DMG|9LHND|aRCR
159	32362 36431	   	196.11	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2MLV|37AART|4CDMG|5RMIN|68DMG|9RPLT|aRCR
160	32363 16423	   	196.03	DCR|2VULN|2AART|1DMG|1CDMG	16VULN|2MLV|37AART|4CDMG|5DUST|8DMG|9RMIN|aRCR
161	31451 21361	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|9LHND|aAART
162	31453 23112	   	196.00	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC|1DUR	15VULN|2BEXP|37ASPD|4DUR|6RCR|8CDMG|9AAC|aAART
163	31512 51213	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	16VULN|29BEXP|3CDMG|4ASPD|5DMG|7CGEN|8AART|aRCR
