0	Index      	 *	Score 	Summary	Detail	
1	63243 21521	 * 	211.18	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAART
35	33213 21454	   	197.13	DCR|2VULN|2ASPD|1AART|1ZMB|1RMIN	1AME|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9AART|aCGEN
36	53213 21452	   	197.13	DCR|2VULN|2ASPD|1AART|1ZMB|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9AART|aRPLT
37	53213 21453	   	197.13	DCR|2VULN|2ASPD|1AART|1ZMB|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9AART|aLHND
38	63213 21452	   	197.03	DCR|2VULN|2ASPD|1AART|1ZMB|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9AART|aRPLT
39	63213 21453	   	197.03	DCR|2VULN|2ASPD|1AART|1ZMB|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9AART|aLHND
40	33215 11161	   	196.81	DCR|3ASPD|2DMG|1VULN|1DUR	1aAME|24aASPD|3VULN|5DUR|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
41	53215 11161	   	196.81	DCR|3ASPD|2DMG|1VULN|1DUR	1aMLV|24aASPD|3VULN|5DUR|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
42	16161 23251	 * 	196.73	ACR|3VULN|1MDPS|2DMG|2CDMG|1ASPD	1MDPS|2DMSP|3RCR|4aDMG|5aCDMG|6ASPD|7ERES|89aVULN|aBPWR
43	63215 11161	   	196.61	DCR|3ASPD|2DMG|1VULN|1DUR	1aERES|24aASPD|3VULN|5DUR|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
44	33211 11161	   	195.86	DCR|2VULN|2DMG|2ASPD	1aAME|24ASPD|3aVULN|5LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
45	33226 11161	   	195.86	DCR|2VULN|2DMG|2ASPD	1aAME|25ASPD|3aVULN|4LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
46	53211 11161	   	195.86	DCR|2VULN|2DMG|2ASPD	1aMLV|24ASPD|3aVULN|5LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
47	53226 11161	   	195.86	DCR|2VULN|2DMG|2ASPD	1aMLV|25ASPD|3aVULN|4LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
48	26143 41752	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2MBVNT|35VULN|4DMG|6ASPD|7FEWX|8CDMG|9AART|aRCR
49	26143 63212	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2MBVNT|35VULN|4DMG|6CDMG|7FEWX|8AART|9ASPD|aRCR
50	15536 23331	 * 	195.84	DCR|2VULN|2AART|1MDPS|1DMG|1NUKE|1ZMB	1MDPS|2ZMB|34VULN|5AELBLL|6aAART|7RCR|8DMG|9NUKE
51	15536 23332	   	195.84	DCR|2VULN|1MDPS|1AART|1DMG|1NUKE|1ZMB	1MDPS|2ZMB|34VULN|5AELBLL|6AART|7RCR|8DMG|9NUKE|aCGEN
52	15536 23333	   	195.84	DCR|2VULN|1MDPS|1AART|1DMG|1NUKE|1ZMB	1MDPS|2ZMB|34VULN|5AELBLL|6AART|7RCR|8DMG|9NUKE|aDUST
53	22125 21116	   	195.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1LIT|23VULN|4SELL|5DUR|6RCR|7LHND|8ASPD|9DMG|aAART
54	26143 65212	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2MBVNT|35VULN|4DMG|6CDMG|7DUST|8AART|9ASPD|aRCR
55	63211 11161	   	195.66	DCR|2VULN|2DMG|2ASPD	1aERES|24ASPD|3aVULN|5LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
56	63226 11161	   	195.66	DCR|2VULN|2DMG|2ASPD	1aERES|25ASPD|3aVULN|4LEGI|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
57	26143 36336	   	195.61	DCR|3VULN|2DMG|1ASPD	17LIT|2MBVNT|357VULN|47DMG|6RMIN|7BPWR|8ASPD|9AME|aRCR
58	26143 36346	   	195.61	DCR|3VULN|2DMG|1ASPD	17LIT|2MBVNT|357VULN|47DMG|6RMIN|7BPWR|8ASPD|9CGEN|aRCR
59	26143 36326	   	195.51	DCR|3VULN|2DMG|1ASPD	17LIT|2MBVNT|357VULN|47DMG|6RMIN|7BPWR|8ASPD|9ERES|aRCR
60	33215 11451	   	195.44	DCR|2VULN|2ASPD|1AART|2DUR	1AME|24ASPD|38VULN|5aDUR|6RCVC|7RCR|9AART
61	33515 21243	 * 	195.29	DCR|3ASPD|2VULN|1AART|1DUR	19AME|249ASPD|3DUR|5AART|67VULN|89BEXP|9BPWR|aRCR
62	33213 31451	   	195.00	DCR|2VULN|2ASPD|1AART|1AAC|1DUR|1RMIN	1AME|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aDUR
63	53213 31451	   	195.00	DCR|2VULN|2ASPD|1AART|1AAC|1DUR|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aDUR
64	63213 31451	   	194.90	DCR|2VULN|2ASPD|1AART|1AAC|1DUR|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6AAC|7RCR|9AART|aDUR
65	33213 31521	   	194.68	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9DUR|aAART
66	53213 31521	   	194.68	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9DUR|aAART
67	63213 31521	   	194.58	DCR|2ASPD|1AART|1VULN|1DMG|1AAC|1DUR|1RMIN	1ERES|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9DUR|aAART
68	63243 43311	   	194.52	DCR|3VULN|1AART|1ASPD|1DUR|1RMIN	1ERES|2ASPD|348VULN|5RMIN|6DUST|7DUR|9RCR|aAART
69	15535 13233	 * 	194.43	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1MDPS|2ZMB|34VULN|5RPLT|6DUR|7AART|8CDMG|9DMG|aRCR
70	33515 25321	 * 	194.11	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	1AME|24ASPD|3DUR|57AART|6VULN|8CDMG|9LIT|aRCR
71	33234 14612	 * 	194.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1AME|2ASPD|3689VULN|4LHND|5CDMG|7DUR|aRCR
72	33224 14612	   	194.00	DCR|4VULN|1ASPD|1CDMG|1DUR	1AME|2ASPD|3689VULN|4LEGI|5CDMG|7DUR|aRCR
73	11116 56332	 * 	193.99	DCR|3ASPD|2VULN|1MDPS|1CDMG|1RMIN	1MDPS|2DLOT|3RMIN|45VULN|6RCR|7CDMG|89aASPD
74	53211 51161	   	193.83	DCR|2VULN|2DMG|2ASPD	16aMLV|24ASPD|3aVULN|5LEGI|7RCR|8RPLT|9aDMG|aBPWR
75	22145 36231	 * 	193.72	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|237VULN|4MLV|5CDMG|6LWND|8AART|9DMG|aRCR
76	22155 36231	   	193.62	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|237VULN|4TLV|5CDMG|6LWND|8AART|9DMG|aRCR
77	63211 61161	   	193.53	DCR|2VULN|2DMG|2ASPD	16aERES|24ASPD|3aVULN|5LEGI|7RCR|8RPLT|9aDMG|aBPWR
78	15536 23132	 * 	193.46	DCR|2VULN|1MDPS|2DMG|1AART|1ZMB	1MDPS|2ZMB|34VULN|5AELBLL|6AART|7RCR|8AME|9aDMG
79	61152 36322	 * 	193.31	DCR|2DMG|2ASPD|1VULN|1NUKE	19ERES|2DLOT|3FEWX|49DMG|5VULN|6LWND|7RCR|89ASPD|9BPWR|aNUKE
80	33213 21536	   	193.10	DCR|2ASPD|1VULN|1DMG|1NUKE|1ZMB|1RMIN	1AME|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9LHND|aNUKE
81	53213 21536	   	193.10	DCR|2ASPD|1VULN|1DMG|1NUKE|1ZMB|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9LHND|aNUKE
82	63243 21432	   	192.71	DCR|4VULN|1ASPD|1ZMB|1RMIN	1ERES|2ASPD|348aVULN|5RMIN|6ZMB|7RCR|9CGEN
83	15536 23233	 * 	192.12	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	1MDPS|2ZMB|34VULN|5AELBLL|6AART|7RCR|8CDMG|9LIT|aASPD
84	26143 46216	   	191.89	DCR|2VULN|2DMG|2ASPD	17LIT|2MBVNT|35VULN|47DMG|67ASPD|7BPWR|8ERES|9RMIN|aRCR
85	22116 52422	 * 	191.43	DCR|3VULN|2DMG|1CDMG	1LIT|23aVULN|4LEGI|57DMG|6CDMG|8RCR|9LWND
86	11113 51321	   	191.26	DCR|2VULN|1MDPS|2ASPD|1AART|1RMIN	1MDPS|2DLOT|3RMIN|49VULN|5RCVC|6RCR|79AME|89ASPD|9BPWR|aAART
87	53323 21451	   	191.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR|1RMIN	13MLV|2ASPD|48VULN|5RMIN|6ZMB|7RCR|9AART|aDUR
88	63213 21432	   	191.08	DCR|3VULN|2ASPD|1ZMB|1RMIN	1ERES|24ASPD|38aVULN|5RMIN|6ZMB|7RCR|9CGEN
89	11113 54321	   	191.06	DCR|2VULN|1MDPS|2ASPD|1AART|1RMIN	1MDPS|2DLOT|3RMIN|49VULN|5RCVC|6RCR|79ERES|89ASPD|9BPWR|aAART
90	63243 21351	   	191.02	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR|1RMIN	18ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|9AART|aDUR
91	33213 31526	   	190.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1AAC|1DUR|1RMIN	1AME|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9DUR|aNUKE
92	53213 31526	   	190.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1AAC|1DUR|1RMIN	1MLV|24ASPD|3VULN|5RMIN|6AAC|7RCR|8DMG|9DUR|aNUKE
93	63213 43311	   	190.90	DCR|2VULN|2ASPD|1AART|1DUR|1RMIN	1ERES|24ASPD|38VULN|5RMIN|6DUST|7DUR|9RCR|aAART
94	53263 21521	   	190.90	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1RMIN	14MLV|2ASPD|3VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAART
95	53323 21521	   	190.90	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1RMIN	13MLV|2ASPD|4VULN|5RMIN|6ZMB|7RCR|8DMG|9DUR|aAART
96	11116 56321	   	190.63	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1RMIN	1MDPS|2DLOT|3RMIN|45VULN|6RCR|7CDMG|8ASPD|9LIT|aAART
97	63212 14341	   	190.62	DCR|3ASPD|2VULN|1AART|1AAC	1ERES|247ASPD|38VULN|5AAC|6RCVC|9RCR|aAART
98	42111 22612	   	190.43	DCR|3VULN|1ASPD|1CDMG|2DUR|1RMIN	1LHND|27DUR|3RMIN|489VULN|5CDMG|6ASPD|aRCR
99	33215 11661	   	190.23	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1AME|24ASPD|3VULN|5DUR|6RCVC|7RCR|8RMIN|9AART|aCDMG
100	33215 11452	   	190.20	DCR|2VULN|2ASPD|1AART|1DUR	1AME|24ASPD|38VULN|5DUR|6RCVC|7RCR|9AART|aRPLT
101	33215 11453	   	190.20	DCR|2VULN|2ASPD|1AART|1DUR	1AME|24ASPD|38VULN|5DUR|6RCVC|7RCR|9AART|aBEXP
102	33214 31451	   	190.20	DCR|2VULN|2ASPD|1AART|1DUR	1AME|24ASPD|38VULN|5FEWX|6RCVC|7RCR|9AART|aDUR
103	33216 21433	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1AME|24ASPD|38VULN|59CGEN|6ZMB|7RCR|aAART
104	33216 21452	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1AME|24ASPD|38VULN|5CGEN|6ZMB|7RCR|9AART|aRPLT
105	33216 21453	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1AME|24ASPD|38VULN|5CGEN|6ZMB|7RCR|9AART|aLHND
106	53216 21433	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1MLV|24ASPD|38VULN|59CGEN|6ZMB|7RCR|aAART
107	33211 11451	   	190.10	DCR|2VULN|2ASPD|1AART|1DUR	1AME|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aDUR
108	33226 11451	   	190.10	DCR|2VULN|2ASPD|1AART|1DUR	1AME|25ASPD|38VULN|4LEGI|6RCVC|7RCR|9AART|aDUR
109	53211 11451	   	190.10	DCR|2VULN|2ASPD|1AART|1DUR	1MLV|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aDUR
110	63216 21433	   	190.09	DCR|2VULN|2ASPD|1AART|1ZMB	1ERES|24ASPD|38VULN|59CGEN|6ZMB|7RCR|aAART
111	11114 51321	   	190.06	DCR|2VULN|1MDPS|2ASPD|1AART|2RMIN	1MDPS|2DLOT|35RMIN|49VULN|6RCR|79AME|89ASPD|9BPWR|aAART
112	33215 11663	   	190.05	DCR|2AART|2ASPD|1VULN|1DUR	1AME|24ASPD|3VULN|5DUR|6RCVC|7RCR|8RMIN|9aAART
113	63211 11451	   	190.00	DCR|2VULN|2ASPD|1AART|1DUR	1ERES|24ASPD|38VULN|5LEGI|6RCVC|7RCR|9AART|aDUR
114	31163 14325	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AME|2DLOT|3FEWX|48VULN|5AART|6DUR|7DMG|9RCR|aASPD
115	33215 11562	   	189.88	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1aAME|24ASPD|3VULN|5DUR|6RCVC|7RCR|8DMG|9AART
116	33215 11563	   	189.88	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AME|24ASPD|3VULN|5DUR|6RCVC|7RCR|8DMG|9AART|aFEWX
117	33214 31521	   	189.88	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AME|24ASPD|3VULN|5FEWX|6RCVC|7RCR|8DMG|9DUR|aAART
118	33616 31521	   	189.88	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AME|24ASPD|3FEWX|5VULN|6RCVC|7RCR|8DMG|9DUR|aAART
119	53214 31521	   	189.88	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1MLV|24ASPD|3VULN|5FEWX|6RCVC|7RCR|8DMG|9DUR|aAART
120	11114 54321	   	189.86	DCR|2VULN|1MDPS|2ASPD|1AART|2RMIN	1MDPS|2DLOT|35RMIN|49VULN|6RCR|79ERES|89ASPD|9BPWR|aAART
121	16361 16321	 * 	189.84	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DMG|1RMIN	1MDPS|2DMSP|39CDMG|4ASPD|5RMIN|6VULN|7AART|8DMG|aRCR
122	15533 63222	 * 	189.79	DCR|3VULN|1MDPS|1AART|1CDMG|1ZMB	1MDPS|2ZMB|34aVULN|5BEXP|6CDMG|7RCR|8DUST|9AART
123	33215 11561	   	189.78	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AME|24ASPD|3VULN|5DUR|6RCVC|7RCR|8DMG|9AART|aMBVNT
124	63214 31521	   	189.78	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1ERES|24ASPD|3VULN|5FEWX|6RCVC|7RCR|8DMG|9DUR|aAART
125	33213 21153	   	189.60	DCR|2VULN|2ASPD|1CDMG|1ZMB|1RMIN	1AME|24ASPD|39VULN|5RMIN|6ZMB|7RCR|8RPLT|aCDMG
126	33213 21423	   	189.60	DCR|2VULN|2ASPD|1CDMG|1ZMB|1RMIN	1AME|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9RPLT|aCDMG
127	53213 21153	   	189.60	DCR|2VULN|2ASPD|1CDMG|1ZMB|1RMIN	1MLV|24ASPD|39VULN|5RMIN|6ZMB|7RCR|8RPLT|aCDMG
128	53213 21423	   	189.60	DCR|2VULN|2ASPD|1CDMG|1ZMB|1RMIN	1MLV|24ASPD|38VULN|5RMIN|6ZMB|7RCR|9RPLT|aCDMG
129	26143 22387	 * 	189.26	DCR|3DMG|2VULN|1ASPD	17LIT|2MBVNT|35VULN|479DMG|67CGEN|7BPWR|8ASPD|aRCR
130	11548 33413	 * 	189.24	DCR|2VULN|2DMG|1MDPS|2ASPD	1MDPS|2DLOT|38VULN|4MBVNT|58ASPD|68DMG|7RCVC|8BPWR|9FEWX|aRCR
131	11535 33323	   	188.85	ACR|5VULN|3ASPD|1MDPS	1MDPS|2DLOT|3469aVULN|5RCR|79aBEXP|89aASPD|9aBPWR
132	11565 33323	   	188.85	ACR|5VULN|3ASPD|1MDPS	1MDPS|2DLOT|3469aVULN|49aBPWR|5RCR|79aBEXP|89aASPD
133	33214 31161	   	188.51	DCR|3ASPD|2DMG|1VULN	1aAME|24aASPD|3VULN|5FEWX|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
134	33616 31161	   	188.51	DCR|3ASPD|2DMG|1VULN	1aAME|24aASPD|3FEWX|5VULN|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
135	53214 31161	   	188.51	DCR|3ASPD|2DMG|1VULN	1aMLV|24aASPD|3VULN|5FEWX|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
136	16161 26311	 * 	188.49	ACR|3DMG|1MDPS|2ASPD|1AART|2CDMG	1MDPS|2DMSP|3RCR|489DMG|59CDMG|69ASPD|7AART|9BPWR|aRPLT
137	16161 26312	   	188.49	ACR|3DMG|1MDPS|2ASPD|1AART|2CDMG	1MDPS|2DMSP|3RCR|489DMG|59CDMG|69ASPD|7AART|9BPWR|aFEWX
138	63212 34341	 * 	188.48	DCR|3ASPD|2VULN|2AAC|1AART	1ERES|247ASPD|38VULN|56AAC|9RCR|aAART
139	16161 26313	   	188.39	ACR|3DMG|1MDPS|2ASPD|1AART|2CDMG	1MDPS|2DMSP|3RCR|489DMG|59CDMG|69ASPD|7AART|9BPWR|aDUST
140	63243 21511	   	188.36	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1RMIN	1aERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9MDPS
141	63243 21512	   	188.36	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9MDPS|aTLV
142	63243 21513	   	188.36	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1ERES|2ASPD|34VULN|5RMIN|6ZMB|7RCR|8DMG|9MDPS|aDUR
143	63214 31161	   	188.31	DCR|3ASPD|2DMG|1VULN	1aERES|24aASPD|3VULN|5FEWX|6RCVC|7RCR|8RPLT|9aDMG|aBPWR
144	22125 21114	   	188.23	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|1SELL	1LIT|23VULN|4SELL|5DUR|6RCR|7LHND|8ASPD|9DMG|aCDMG
145	22125 26114	   	188.13	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|1SELL	1LIT|23VULN|4SELL|5DUR|6RCR|7DUST|8ASPD|9DMG|aCDMG
146	26443 42751	 * 	188.07	DCR|3VULN|2ASPD|1DMG	137LIT|2MBVNT|4AME|579VULN|67ASPD|7BPWR|8DMG|aRCR
147	33216 31451	   	188.06	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1AME|24ASPD|38VULN|5CGEN|6AAC|7RCR|9AART|aDUR
148	33234 11613	 * 	188.00	DCR|2VULN|2ASPD|1DMG|1CDMG	1AME|29ASPD|36VULN|4LHND|5CDMG|7RCVC|8DMG|aRCR
149	53234 11613	   	188.00	DCR|2VULN|2ASPD|1DMG|1CDMG	1MLV|29ASPD|36VULN|4LHND|5CDMG|7RCVC|8DMG|aRCR
150	22563 62213	   	187.97	DCR|3VULN|2ASPD|1DMG	1LIT|245VULN|34ASPD|4BPWR|6RPLT|7DMG|8BEXP|9DUST|aRCR
151	33265 31523	   	187.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1AME|2ASPD|35aVULN|4MLV|6AAC|7RCR|8DMG|9DUR
152	33345 31523	   	187.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1AME|2ASPD|3MLV|45aVULN|6AAC|7RCR|8DMG|9DUR
153	35215 31523	   	187.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1AME|2MLV|35aVULN|4ASPD|6AAC|7RCR|8DMG|9DUR
154	33224 11613	   	187.90	DCR|2VULN|2ASPD|1DMG|1CDMG	1AME|29ASPD|36VULN|4LEGI|5CDMG|7RCVC|8DMG|aRCR
155	53224 11613	   	187.90	DCR|2VULN|2ASPD|1DMG|1CDMG	1MLV|29ASPD|36VULN|4LEGI|5CDMG|7RCVC|8DMG|aRCR
