0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32232 32556	2	 * 	279.76	DCR|3VULN|3DMG|3DUR|1SELL	1DMSP|29aDUR|39aDMG|4ASPD|5FEWX|6SELL|7RCR|89aVULN|9aBPWR
32	66122 13261	3	   	261.87	DCR|4VULN|2TLV|2ASPD|1DUR	1789VULN|29ASPD|3LHND|4DUR|5BELT|69TLV|9BPWR|aRCR
33	66321 13261	2	   	261.87	DCR|4VULN|2TLV|2ASPD|1DUR	1789VULN|29ASPD|3LHND|4DUR|59TLV|6BELT|9BPWR|aRCR
34	66322 13261	2	   	261.87	DCR|4VULN|2TLV|2ASPD|1DUR	1789VULN|29ASPD|3LHND|4DUR|5BELT|69TLV|9BPWR|aRCR
35	63111 41671	5	 * 	261.62	DCR|3VULN|3DMG|2TLV	14aVULN|2MBVNT|3LHND|5RPLT|6RCR|78aDMG|9aTLV|aBPWR
36	63211 41671	5	   	261.62	DCR|3VULN|3DMG|2TLV	14aVULN|2MBVNT|3FEWX|5RPLT|6RCR|78aDMG|9aTLV|aBPWR
37	63411 41671	5	   	261.62	DCR|3VULN|3DMG|2TLV	14aVULN|2MBVNT|3BEXP|5RPLT|6RCR|78aDMG|9aTLV|aBPWR
38	63136 61241	10	   	261.05	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3LHND|49LIT|5TLV|6ASPD|7RCR|89DMG|9BPWR
39	63236 71241	10	   	261.05	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3FEWX|49LIT|5TLV|6ASPD|7RCR|89DMG|9BPWR
40	63436 61241	10	   	261.05	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3BEXP|49LIT|5TLV|6ASPD|7RCR|89DMG|9BPWR
41	63362 61243	9	   	260.54	DCR|2VULN|2DMG|2DUR|1TLV	19VULN|2MBVNT|3ERES|49DUR|5LIT|6ASPD|7RCR|89DMG|9BPWR|aTLV
42	64231 12116	1	   	260.49	DCR|3VULN|2DMG|2DUR|1AART	129VULN|39DMG|4LWND|5ASPD|6RCR|79DUR|8BBNT|9BPWR|aAART
43	31626 32314	10	   	260.12	DCR|3VULN|3DUR|3LIT|1CDMG	1DMSP|278VULN|3ASPD|478DUR|578LIT|6MBVNT|78BPWR|9RCR|aCDMG
44	32666 32314	10	   	260.12	DCR|3VULN|3DUR|3LIT|1CDMG	1DMSP|278DUR|3ASPD|478VULN|578LIT|6MBVNT|78BPWR|9RCR|aCDMG
45	66226 32314	10	   	260.12	DCR|3VULN|3DUR|3LIT|1CDMG	178VULN|2ASPD|3RCVC|478DUR|578LIT|6MBVNT|78BPWR|9RCR|aCDMG
46	31231 42115	9	 * 	259.49	DCR|3VULN|2TLV|2CDMG|1DUR|2LIT	1DMSP|26aVULN|3ERES|4aLIT|56CDMG|6aBPWR|7DUR|8RCR|9aTLV
47	63234 21242	10	   	259.49	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	15aVULN|2MBVNT|3FEWX|4aLIT|6DUR|7RCR|8DMG|9aTLV|aBPWR
48	63234 22542	10	   	259.49	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	15aVULN|2MBVNT|3FEWX|4aLIT|6DUR|7DMG|8RCR|9aTLV|aBPWR
49	63434 41242	10	   	259.49	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	15aVULN|2MBVNT|3BEXP|4aLIT|6DUR|7RCR|8DMG|9aTLV|aBPWR
50	63434 42542	10	   	259.49	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	15aVULN|2MBVNT|3BEXP|4aLIT|6DUR|7DMG|8RCR|9aTLV|aBPWR
51	63362 61241	10	   	259.03	DCR|3VULN|2DMG|2DUR	19aVULN|2MBVNT|3ERES|49DUR|5LIT|6ASPD|7RCR|89DMG|9BPWR
52	63225 34181	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	17aVULN|2MBVNT|3TLV|4DUR|5ASPD|6CDMG|8DMG|9RCR
53	63421 34181	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	17aVULN|2MBVNT|3DUR|4ASPD|5TLV|6CDMG|8DMG|9RCR
54	64233 23336	1	 * 	258.17	DCR|3VULN|3DMG|2DUR	12aVULN|35aDMG|4LWND|6DUST|7RMIN|8aDUR|9RCR|aBPWR
55	63334 15731	3	   	258.07	DCR|3VULN|3DMG|2DUR	17aVULN|2MBVNT|3ERES|45aDMG|6RCR|8aDUR|9RPLT|aBPWR
56	63334 15731	2	   	258.07	DCR|3VULN|3DMG|2DUR	17aVULN|2MBVNT|3ERES|45aDMG|6RCR|8aDUR|9RPLT|aBPWR
57	31434 15233	3	   	257.41	DCR|4VULN|3DUR|1AART	1DMSP|2478VULN|3AART|578DUR|678LHND|78BPWR|9RCR|aLIT
58	63134 21225	10	   	257.29	DCR|4VULN|2DMG|1DUR	159aVULN|2MBVNT|3aLHND|4LIT|6DUR|7RCR|8aDMG|aBPWR
59	63134 22525	10	   	257.29	DCR|4VULN|2DMG|1DUR	159aVULN|2MBVNT|3aLHND|4LIT|6DUR|7aDMG|8RCR|aBPWR
60	64533 12312	1	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	12VULN|378DUR|4ZMB|5aDMG|6RCR|9TLV
61	63344 64423	5	   	257.02	DCR|3VULN|3TLV|2DUR|1AART	179VULN|2MBVNT|37ERES|479TLV|5AART|6RCR|79BPWR|89DUR|aLIT
62	63114 46152	10	   	256.78	DCR|4VULN|3DUR|2AART	1479VULN|2MBVNT|379LHND|58AART|679DUR|79BPWR|aRCR
63	65321 34212	1	   	256.23	DCR|3VULN|3DUR|1DMG|1AART	15aVULN|2BBNT|35aDUR|4AART|5aBPWR|6LIT|7DMG|8aMLV|9RCR
64	31626 32315	10	   	256.13	DCR|3VULN|3DUR|3LIT|1AART	1DMSP|278VULN|3ASPD|478DUR|578LIT|6MBVNT|78BPWR|9RCR|aAART
65	12222 46232	1	   	255.88	DCR|5VULN|1TLV|1DUR	1LHND|26LWND|3TLV|4DUR|5679aVULN|6BPWR|8RCR
66	12622 46232	1	   	255.88	DCR|5VULN|1TLV|1DUR	1LHND|26LWND|3DUR|4TLV|5679aVULN|6BPWR|8RCR
67	31156 42831	9	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	1DMSP|27aVULN|3RPLT|4MBVNT|57ASPD|6RCR|7aBPWR|8aTLV|9aDUR
68	63215 22361	9	 * 	254.98	DCR|4VULN|3ASPD|3LIT|1DUR	1478VULN|2MBVNT|3FEWX|578ASPD|678LIT|78BPWR|9DUR|aRCR
69	63415 22361	9	   	254.98	DCR|4VULN|3ASPD|3LIT|1DUR	1478VULN|2MBVNT|3BEXP|578ASPD|678LIT|78BPWR|9DUR|aRCR
70	63434 51744	2	   	254.43	DCR|4VULN|2DUR|2LIT|1CDMG	168aVULN|2MBVNT|38DUR|4LWND|5CDMG|78LIT|8BPWR|9RCR
71	63114 46633	9	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	147VULN|2MBVNT|37LHND|5AART|67DUR|7BPWR|8RCR|9TLV|aCDMG
72	63212 46633	9	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	147VULN|2MBVNT|37FEWX|5AART|67DUR|7BPWR|8RCR|9TLV|aCDMG
73	63212 46633	10	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	147VULN|2MBVNT|37FEWX|5AART|67DUR|7BPWR|8RCR|9TLV|aCDMG
74	63412 46633	10	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	147VULN|2MBVNT|37BEXP|5AART|67DUR|7BPWR|8RCR|9TLV|aCDMG
75	63412 46633	9	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	147VULN|2MBVNT|37BEXP|5AART|67DUR|7BPWR|8RCR|9TLV|aCDMG
76	31626 32312	10	   	254.31	DCR|3VULN|3DUR|3LIT|2ASPD	1DMSP|278VULN|3aASPD|478DUR|578LIT|6MBVNT|78BPWR|9RCR
77	32666 32312	10	   	254.31	DCR|3VULN|3DUR|3LIT|2ASPD	1DMSP|278DUR|3aASPD|478VULN|578LIT|6MBVNT|78BPWR|9RCR
78	66226 32312	10	   	254.31	DCR|3VULN|3DUR|3LIT|2ASPD	178VULN|2aASPD|3RCVC|478DUR|578LIT|6MBVNT|78BPWR|9RCR
79	63344 41644	4	 * 	254.08	DCR|3VULN|2DMG|3TLV	178VULN|2MBVNT|3ERES|467TLV|57DMG|7BPWR|9LIT|aRCR
80	62335 61321	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	16aVULN|2LWND|3ERES|46DMG|5TBNT|6BPWR|7DUR|8RCR|9TLV
81	14224 13261	1	   	253.79	DCR|4VULN|1TLV|2ASPD|1DUR	19LHND|2789VULN|3TLV|4DUR|59ASPD|6BELT|9BPWR|aRCR
82	15224 13261	2	   	253.79	DCR|4VULN|1TLV|2ASPD|1DUR	19LHND|2789VULN|3TLV|4DUR|59ASPD|6BELT|9BPWR|aRCR
83	62224 13261	1	   	253.79	DCR|4VULN|1TLV|2ASPD|1DUR	1789VULN|29LWND|3TLV|4DUR|59ASPD|6BELT|9BPWR|aRCR
84	66511 11213	8	 * 	253.54	DCR|3VULN|1TLV|3ASPD|1DMG|1AART	156VULN|26aASPD|3RPLT|4AART|6BPWR|7DMG|8RCR|9TLV
85	66511 11213	9	   	253.54	DCR|3VULN|1TLV|3ASPD|1DMG|1AART	156VULN|26aASPD|3RPLT|4AART|6BPWR|7DMG|8RCR|9TLV
86	31122 13664	5	   	253.54	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	1DMSP|248VULN|3RPLT|58LIT|68DUR|7RCR|8BPWR|9DMG|aCDMG
87	63111 22861	8	 * 	253.15	DCR|4VULN|2TLV|3ASPD	147aVULN|2MBVNT|37LHND|5RPLT|67aASPD|7aBPWR|8aTLV|9RCR
88	63334 51127	2	   	252.98	DCR|2VULN|3DMG|2TLV|1DUR	17VULN|2MBVNT|3ERES|457DMG|67TLV|7BPWR|8DUR|9TBNT|aRCR
89	63334 51127	3	   	252.98	DCR|2VULN|3DMG|2TLV|1DUR	17VULN|2MBVNT|3ERES|457DMG|67TLV|7BPWR|8DUR|9TBNT|aRCR
90	32452 32423	4	   	252.89	DCR|5VULN|1DUR|1CDMG|1AART	1DMSP|2DUR|3AART|4CDMG|5678aVULN|9RCR
91	32461 32423	5	   	252.89	DCR|5VULN|1DUR|1CDMG|1AART	1DMSP|2DUR|3AART|4678aVULN|5CDMG|9RCR
92	63453 41143	2	   	252.84	DCR|2VULN|3DMG|2TLV|1DUR|1AART|1SELL	1aVULN|2MBVNT|3DUR|4AART|5aTLV|6SELL|79aDMG|8RCR|aBPWR
93	65152 12123	6	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16aVULN|2aTLV|3LEGI|49DUR|5CDMG|7RCR|8aLWND|aBPWR
94	65152 32123	5	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16aVULN|2aTLV|3LEGI|49DUR|5CDMG|7RCR|8aLWND|aBPWR
95	63434 22163	2	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	19aVULN|2MBVNT|3aDUR|4LWND|5CDMG|6aTLV|7RCR|8RCVC|aBPWR
96	63434 22463	2	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	19aVULN|2MBVNT|3aDUR|4LWND|5CDMG|6aTLV|7RCR|8DMSP|aBPWR
97	63236 41241	10	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3FEWX|49LIT|5TLV|6ZMB|7RCR|89DMG|9BPWR
98	63236 42541	10	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3FEWX|49LIT|5TLV|6ZMB|79DMG|8RCR|9BPWR
99	63436 41241	10	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3BEXP|49LIT|5TLV|6ZMB|7RCR|89DMG|9BPWR
100	63436 42541	10	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	19aVULN|2MBVNT|3BEXP|49LIT|5TLV|6ZMB|79DMG|8RCR|9BPWR
101	63414 22571	2	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG|1NUKE	19aVULN|2MBVNT|3aDUR|4LHND|5CDMG|6aTLV|7RCR|8NUKE|aBPWR
102	63434 22571	2	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG|1NUKE	19aVULN|2MBVNT|3aDUR|4LWND|5CDMG|6aTLV|7RCR|8NUKE|aBPWR
103	63211 14347	7	 * 	252.70	DCR|4VULN|2DMG|2CDMG	147aVULN|2MBVNT|3FEWX|5RPLT|6aCDMG|8RCR|9aDMG|aBPWR
104	63411 14347	7	   	252.70	DCR|4VULN|2DMG|2CDMG	147aVULN|2MBVNT|3BEXP|5RPLT|6aCDMG|8RCR|9aDMG|aBPWR
105	64211 35112	1	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	12VULN|38DMG|4TLV|5LHND|6CDMG|7DUR|9AART|aRCR
106	64214 33112	1	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	12VULN|38DMG|4TLV|5DUR|6CDMG|7LWND|9AART|aRCR
107	65352 11112	6	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	16VULN|2TLV|3LHND|4DUR|5CDMG|78DMG|9AART|aRCR
108	65352 31112	5	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	16VULN|2TLV|3LHND|4DUR|5CDMG|78DMG|9AART|aRCR
109	63236 71244	10	   	252.61	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19VULN|2MBVNT|3FEWX|49LIT|5TLV|6ASPD|7RCR|89DMG|9BPWR|aDUR
110	65152 11112	6	   	252.56	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	16VULN|2TLV|3LEGI|4DUR|5CDMG|78DMG|9AART|aRCR
111	65152 31112	5	   	252.56	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	16VULN|2TLV|3LEGI|4DUR|5CDMG|78DMG|9AART|aRCR
112	64531 12311	1	   	252.51	DCR|3VULN|3DUR|1TLV	12aVULN|378DUR|4ZMB|5ASPD|6RCR|9TLV
113	65334 23311	1	   	252.51	DCR|3VULN|3DUR|1TLV	14aVULN|2BBNT|346DUR|4BPWR|5TLV|7RCR|8LIT|9LHND
114	65334 11131	1	   	252.41	DCR|3VULN|3DUR|1TLV	14aVULN|2BBNT|349DUR|4BPWR|5TLV|6MBVNT|7RCR|8LIT
115	65334 21111	1	   	252.41	DCR|3VULN|3DUR|1TLV	14aVULN|2BBNT|346DUR|4BPWR|5TLV|7DUST|8RCR|9LIT
116	63862 41244	9	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	19VULN|2MBVNT|3CGEN|49DUR|5LIT|6ZMB|7RCR|89DMG|9BPWR|aTLV
117	63362 42543	9	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	19VULN|2MBVNT|3ERES|49DUR|5LIT|6ZMB|79DMG|8RCR|9BPWR|aTLV
118	63362 41243	9	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	19VULN|2MBVNT|3ERES|49DUR|5LIT|6ZMB|7RCR|89DMG|9BPWR|aTLV
119	62225 32523	1	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	16aVULN|2LWND|3aTLV|49aDUR|5SELL|7RCR|8LEGI|aBPWR
120	12222 46212	1	   	252.12	DCR|4VULN|2DUR|1TLV	1LHND|26LWND|3TLV|49DUR|567aVULN|6BPWR|8RCR
121	12622 46212	1	   	252.12	DCR|4VULN|2DUR|1TLV	1LHND|26LWND|39DUR|4TLV|567aVULN|6BPWR|8RCR
122	13522 43232	1	   	252.12	DCR|4VULN|2DUR|1TLV	1LHND|26DUR|3LWND|4TLV|569aVULN|6BPWR|7RCVC|8RCR
123	13522 45232	1	   	252.12	DCR|4VULN|2DUR|1TLV	17LHND|26DUR|3LWND|4TLV|569aVULN|6BPWR|8RCR
124	13522 46231	1	   	252.12	DCR|4VULN|2DUR|1TLV	1LHND|26DUR|3LWND|4TLV|5679VULN|6BPWR|8RCR|aFEWX
125	13522 46233	1	   	252.02	DCR|4VULN|2DUR|1TLV	1LHND|26DUR|3LWND|4TLV|5679VULN|6BPWR|8RCR|aBBNT
126	63453 41153	2	 * 	251.77	DCR|2VULN|2DMG|2TLV|2DUR|1AART|1SELL	1aVULN|2MBVNT|39DUR|4AART|5aTLV|6SELL|7aDMG|8RCR|aBPWR
127	65333 11125	1	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	146VULN|2BBNT|349DUR|4BPWR|5CDMG|7DMG|8RCVC|aRCR
128	31156 42462	7	 * 	251.62	DCR|3VULN|2DMG|3ASPD|1DUR	1DMSP|279VULN|3RPLT|4MBVNT|579ASPD|6RCR|79BPWR|89DMG|aDUR
129	62171 24844	2	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	179VULN|27CGEN|3MBVNT|4FEWX|5TLV|67DUR|7BPWR|8RCR|aDMG
130	63171 24844	2	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	179VULN|2MBVNT|37CGEN|4FEWX|5TLV|67DUR|7BPWR|8RCR|aDMG
131	63261 24844	4	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	179VULN|2MBVNT|37FEWX|4CGEN|5TLV|67DUR|7BPWR|8RCR|aDMG
132	65333 12141	1	 * 	250.94	DCR|3VULN|2DUR|1TLV|2CDMG	146VULN|2BBNT|34DUR|4BPWR|5aCDMG|7LWND|8TLV|9RCR
133	65334 11223	1	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	149VULN|2BBNT|34DUR|4BPWR|5TLV|6MBVNT|7RCR|8TBNT|aDMG
134	64231 12111	1	   	250.83	DCR|3VULN|2DMG|2DUR	129VULN|39DMG|4aLWND|5ASPD|6RCR|79DUR|8BBNT|9BPWR
135	64231 12112	1	   	250.83	DCR|3VULN|2DMG|2DUR	129VULN|39DMG|4LWND|5ASPD|6RCR|79DUR|8BBNT|9BPWR|aBELT
136	64261 12111	1	   	250.83	DCR|3VULN|2DMG|2DUR	129VULN|39DMG|4FEWX|5ASPD|6RCR|79DUR|8BBNT|9BPWR|aLWND
137	64261 12113	1	   	250.83	DCR|3VULN|2DMG|2DUR	129VULN|39DMG|4FEWX|5ASPD|6RCR|79DUR|8BBNT|9BPWR|aZMB
138	63862 41241	10	   	250.83	DCR|3VULN|2DMG|2DUR	19aVULN|2MBVNT|3CGEN|49DUR|5LIT|6ZMB|7RCR|89DMG|9BPWR
139	31231 14316	2	   	250.83	DCR|3VULN|2DMG|2DUR	1DMSP|27aVULN|3aDMG|4LWND|5ASPD|6RCR|8aDUR|9LEGI|aBPWR
140	63362 42541	10	   	250.73	DCR|3VULN|2DMG|2DUR	19aVULN|2MBVNT|3ERES|49DUR|5LIT|6ZMB|79DMG|8RCR|9BPWR
141	64231 12113	1	   	250.73	DCR|3VULN|2DMG|2DUR	129VULN|39DMG|4LWND|5ASPD|6RCR|79DUR|8BBNT|9BPWR|aTBNT
142	64231 12114	1	   	250.73	DCR|3VULN|2DMG|2DUR	129VULN|39DMG|4LWND|5ASPD|6RCR|79DUR|8BBNT|9BPWR|aERES
143	63362 41241	10	   	250.73	DCR|3VULN|2DMG|2DUR	19aVULN|2MBVNT|3ERES|49DUR|5LIT|6ZMB|7RCR|89DMG|9BPWR
144	31462 31274	10	   	250.07	DCR|4VULN|2DMG|2AART	1DMSP|2479VULN|36AART|59DMG|8MBVNT|9BPWR|aRCR
145	63228 34181	2	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	17aVULN|2MBVNT|3TLV|4DUR|5ZMB|6CDMG|8DMG|9RCR
