0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32241 46812	10	 * 	279.23	DCR|4VULN|3DMG|2DUR	1RCVC|27DUR|3MBVNT|4579VULN|678DMG|7BPWR|aRCR
67	66311 53211	8	 * 	257.77	DCR|4VULN|1TLV|2CDMG	1LIT|2ASPD|3459VULN|67CDMG|8RCR|aTLV
68	11126 46842	10	   	257.74	DCR|4VULN|2TLV|1DMG	17LHND|2MBVNT|357aVULN|47TLV|6RCR|7BPWR|8DMG|9LIT
69	63323 13462	10	   	257.46	DCR|2VULN|3DMG|1TLV|2LIT|1CDMG	17LIT|2RMIN|37VULN|4LHND|5TLV|67aDMG|7BPWR|8RCR|9CDMG
70	32241 23876	10	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1RCVC|2DUR|3MBVNT|4569VULN|7TLV|8DMG|aRCR
71	63313 34216	6	 * 	257.40	DCR|4VULN|1TLV|3LIT|1DUR	156LIT|2RMIN|3468VULN|6BPWR|7DUR|9RCR|aTLV
72	21126 42854	8	   	257.30	DCR|4VULN|1TLV|1DMG|1DUR	1DUST|2MBVNT|357aVULN|4TLV|6RCR|8DMG|9DUR
73	21126 42862	8	   	257.30	DCR|4VULN|1TLV|1DMG|1DUR	1DUST|2MBVNT|3579VULN|4TLV|6RCR|8DMG|aDUR
74	21822 12864	9	   	257.30	DCR|4VULN|1TLV|1DMG|1DUR	1DUST|2MBVNT|3DUR|467aVULN|5TLV|8DMG|9RCR
75	66311 32233	10	   	257.19	DCR|4VULN|2DMG|2ASPD	1LIT|26ASPD|3456VULN|6BPWR|7RMIN|89DMG|aRCR
76	66311 36133	10	   	257.19	DCR|4VULN|2DMG|2ASPD	1LIT|26ASPD|3456VULN|6BPWR|79DMG|8RMIN|aRCR
77	36143 63321	9	 * 	257.16	DCR|2VULN|3DMG|2DUR|3ASPD	1RCVC|256ASPD|39DUR|489DMG|79VULN|9BPWR|aRCR
78	66311 36333	10	   	257.09	DCR|4VULN|2DMG|2ASPD	1LIT|26ASPD|3456VULN|6BPWR|79DMG|8ERES|aRCR
79	34212 84214	3	 * 	257.08	DCR|3VULN|2DUR|1TLV|3CDMG	1RCVC|268CDMG|3TLV|4MBVNT|58DUR|78aVULN|8BPWR|9RCR
80	32241 46163	7	 * 	256.56	5VULN|3DMG|3DUR|1TLV	1RCVC|279DUR|3MBVNT|45789VULN|679DMG|79BPWR|aTLV
81	11147 16124	3	 * 	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1LHND|2MBVNT|3aVULN|4DMG|5ASPD|6aDUR|7RCR|8CDMG|9aTLV|aBPWR
82	11167 16124	4	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1LHND|2MBVNT|3aVULN|4DMG|5ASPD|6aDUR|7RCR|8CDMG|9aTLV|aBPWR
83	63311 32336	9	   	256.21	DCR|4VULN|1TLV|1DMG|2LIT	16LIT|28RMIN|3456VULN|6BPWR|7RCR|9DMG|aTLV
84	63311 32346	8	   	256.21	DCR|4VULN|1TLV|1DMG|2LIT	16LIT|28RMIN|3456VULN|6BPWR|7RCR|9DMG|aTLV
85	63314 32136	9	   	256.21	DCR|4VULN|1TLV|1DMG|2LIT	16LIT|2RMIN|3468VULN|5RCVC|6BPWR|7RCR|9DMG|aTLV
86	63351 32136	9	   	256.21	DCR|4VULN|1TLV|1DMG|2LIT	16LIT|24RMIN|3568VULN|6BPWR|7RCR|9DMG|aTLV
87	63361 32136	9	   	256.21	DCR|4VULN|1TLV|1DMG|2LIT	16LIT|2RMIN|3568VULN|4DMSP|6BPWR|7RCR|9DMG|aTLV
88	32161 33622	9	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	1RCVC|29DUR|3BEXP|49DMG|5NUKE|6RCR|789VULN|9BPWR|aCDMG
89	32161 33623	10	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	1RCVC|29DUR|3BEXP|49DMG|5NUKE|6RCR|789VULN|9BPWR|aCDMG
90	63311 35134	9	   	256.11	DCR|4VULN|1TLV|1DMG|2LIT	16LIT|2RMIN|3456VULN|6BPWR|7ERES|8RCR|9DMG|aTLV
91	53461 33223	9	   	256.03	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	19FEWX|2SELL|39DUR|4CDMG|58DMG|6RCR|79aVULN|9BPWR
92	51126 46224	9	   	256.02	DCR|5VULN|2TLV	17FEWX|2MBVNT|35789VULN|47TLV|6RCR|7BPWR|aLIT
93	23461 33224	9	   	255.83	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	19DUST|2SELL|39DUR|4CDMG|58DMG|6RCR|79aVULN|9BPWR
94	23461 33226	10	   	255.83	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	19DUST|2SELL|39DUR|4CDMG|58DMG|6RCR|79aVULN|9BPWR
95	21126 46224	9	   	255.82	DCR|5VULN|2TLV	17DUST|2MBVNT|35789VULN|47TLV|6RCR|7BPWR|aLIT
96	11126 42862	8	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2MBVNT|3579VULN|4TLV|6RCR|8DMG|aCDMG
97	32123 65611	10	 * 	254.75	DCR|3VULN|2DUR|1TLV|3ASPD	1RCVC|27DUR|3BEXP|479VULN|567ASPD|7BPWR|8TLV|aRCR
98	36142 33623	10	   	254.73	DCR|3VULN|2DUR|1DMG|2ASPD|1CDMG	1RCVC|29ASPD|39DUR|4DMG|5DUST|6RCR|789VULN|9BPWR|aCDMG
99	36142 33623	9	   	254.73	DCR|3VULN|2DUR|1DMG|2ASPD|1CDMG	1RCVC|29ASPD|39DUR|4DMG|5DUST|6RCR|789VULN|9BPWR|aCDMG
100	13235 51126	7	   	254.66	DCR|4VULN|1TLV|1DMG|1CDMG|1SELL	1LHND|2SELL|3TLV|468aVULN|5DMG|7CDMG|9RCR
101	63311 32111	10	   	254.49	DCR|5VULN|1TLV|2LIT	16LIT|2RMIN|34568VULN|6BPWR|7RCR|9RPLT|aTLV
102	63311 32366	7	   	254.49	DCR|5VULN|1TLV|2LIT	16LIT|2RMIN|3456aVULN|6BPWR|7RCR|8TLV|9FEWX
103	63311 32357	7	   	254.39	DCR|5VULN|1TLV|2LIT	16LIT|2RMIN|3456aVULN|6BPWR|7RCR|8TLV|9MBVNT
104	11126 46162	7	   	254.29	DCR|3VULN|2TLV|1DMG|1DUR|1AART	17LHND|2MBVNT|357VULN|47TLV|6RCR|7BPWR|8AART|9DMG|aDUR
105	11144 33284	3	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	1aLHND|2MBVNT|35aVULN|45DMG|5aBPWR|6RCR|7TLV|8RPLT|9aASPD
106	11164 33284	4	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	1aLHND|2MBVNT|35aVULN|45DMG|5aBPWR|6RCR|7TLV|8RPLT|9aASPD
107	51144 34132	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aLWND
108	51144 34133	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aCGEN
109	51144 34135	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aBEXP
110	51144 34136	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aLHND
111	51144 34137	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1aFEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV
112	51144 34164	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9LWND
113	51164 34132	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aLWND
114	51164 34133	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aCGEN
115	51164 34135	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aBEXP
116	51164 34136	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aLHND
117	51164 34137	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1aFEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV
118	51164 34164	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9LWND
119	14613 13223	7	   	254.00	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	17LHND|2LIT|37ASPD|48VULN|5TLV|67DMG|7BPWR|9DUR|aRCR
120	32421 14224	10	   	254.00	DCR|4VULN|3DUR|2LIT	1RCVC|267DUR|38ERES|48LIT|5689VULN|68BPWR|aRCR
121	51144 34124	3	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9DUST
122	51144 34131	3	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aDUST
123	51144 34146	3	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9ERES
124	51144 34486	3	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8ERES|9TLV
125	51164 34124	4	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9DUST
126	51164 34131	4	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|359VULN|45DMG|5BPWR|6RCR|7DUR|8TLV|aDUST
127	51164 34146	4	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9ERES
128	11126 46212	8	   	253.93	DCR|4VULN|2TLV|1DUR	17LHND|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9LIT|aDUR
129	11126 46225	9	   	253.93	DCR|4VULN|2TLV|1DUR	17LHND|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9DUR|aLIT
130	11126 46228	10	   	253.93	DCR|4VULN|2TLV|1DUR	17LHND|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9DUR|aLIT
131	11126 46312	7	   	253.93	DCR|4VULN|2TLV|1DUR	17LHND|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9LIT|aDUR
132	51126 46212	8	   	253.93	DCR|4VULN|2TLV|1DUR	17FEWX|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9LIT|aDUR
133	51126 46312	7	   	253.93	DCR|4VULN|2TLV|1DUR	17FEWX|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9LIT|aDUR
134	11827 16213	8	   	253.93	DCR|4VULN|2TLV|1DUR	17LHND|2MBVNT|3DUR|4678VULN|57TLV|7BPWR|9LIT|aRCR
135	11827 16313	7	   	253.93	DCR|4VULN|2TLV|1DUR	17LHND|2MBVNT|3DUR|4678VULN|57TLV|7BPWR|9LIT|aRCR
136	51822 16213	8	   	253.93	DCR|4VULN|2TLV|1DUR	17FEWX|2MBVNT|3DUR|4678VULN|57TLV|7BPWR|9LIT|aRCR
137	51822 16313	7	   	253.93	DCR|4VULN|2TLV|1DUR	17FEWX|2MBVNT|3DUR|4678VULN|57TLV|7BPWR|9LIT|aRCR
138	21822 12862	10	   	253.84	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|2MBVNT|3DUR|467VULN|5TLV|8aDMG|9RCR
139	51144 34174	3	   	253.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9SELL
140	51164 34174	4	   	253.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1FEWX|2MBVNT|35aVULN|45DMG|5BPWR|6RCR|7DUR|8TLV|9SELL
141	21126 46212	8	   	253.73	DCR|4VULN|2TLV|1DUR	17DUST|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9LIT|aDUR
142	21126 46312	7	   	253.73	DCR|4VULN|2TLV|1DUR	17DUST|2MBVNT|3578VULN|47TLV|6RCR|7BPWR|9LIT|aDUR
143	21822 16213	8	   	253.73	DCR|4VULN|2TLV|1DUR	17DUST|2MBVNT|3DUR|4678VULN|57TLV|7BPWR|9LIT|aRCR
144	21822 16313	7	   	253.73	DCR|4VULN|2TLV|1DUR	17DUST|2MBVNT|3DUR|4678VULN|57TLV|7BPWR|9LIT|aRCR
145	51144 33211	3	   	253.44	DCR|3VULN|3DMG|1TLV	1FEWX|2MBVNT|358VULN|45aDMG|5BPWR|6RCR|7RPLT|9TLV
146	51164 33211	4	   	253.44	DCR|3VULN|3DMG|1TLV	1FEWX|2MBVNT|358VULN|45aDMG|5BPWR|6RCR|7RPLT|9TLV
147	14613 13235	7	   	253.41	DCR|2VULN|3DMG|1TLV|2ASPD	17LHND|2LIT|37ASPD|48VULN|5TLV|679DMG|7BPWR|aRCR
148	13225 43724	2	   	253.40	DCR|3VULN|3DMG|1TLV|1SELL	19aLHND|2SELL|3MBVNT|4TBNT|5TLV|69aVULN|79aDMG|8RCR|9aBPWR
149	66311 31212	9	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9LHND|aDMG
150	66311 31222	8	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9FEWX|aDMG
151	66311 31222	9	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9BEXP|aDMG
152	66311 31262	8	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7CDMG|8RCR|9LHND|aDMG
153	66311 36211	7	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7DMG|8CDMG|9RCR|aCGEN
154	66311 36212	7	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7DMG|8CDMG|9RCR|aLWND
155	66311 36213	7	   	253.26	DCR|4VULN|1DMG|2ASPD|1CDMG	1LIT|26ASPD|3456VULN|6BPWR|7DMG|8CDMG|9RCR|aFEWX
156	51126 42228	10	   	253.08	DCR|5VULN|1TLV|1CDMG	1FEWX|2MBVNT|35789VULN|4TLV|6RCR|aCDMG
157	66311 33253	4	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|348VULN|5DMG|6DUR|7TLV|9FEWX|aRCR
158	14613 13223	5	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2LIT|3ASPD|478VULN|5TLV|6DMG|9DUR|aRCR
159	14613 13223	6	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2LIT|3ASPD|478VULN|5TLV|6DMG|9DUR|aRCR
160	14613 15223	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2LIT|3ASPD|478VULN|5TLV|6DMG|9DUR|aRCR
161	14615 13223	4	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2LIT|3ASPD|478VULN|5TLV|6DMG|9DUR|aRCR
162	66311 11142	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|345VULN|6DMG|7LWND|8RCR|9DUR|aTLV
163	66311 11162	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|345VULN|6DMG|7LWND|8RCR|9TLV|aDUR
164	66311 11423	8	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|345VULN|6DMG|7LWND|8TLV|9DUR|aRCR
