0	Index      	Bounty	 *	Score 	Summary	Detail	
1	64213 24333	7	 * 	280.61	DCR|3VULN|3DMG|3CDMG|1DUR|1SELL	178DMG|2RMIN|3CGEN|478VULN|5SELL|678CDMG|78BPWR|9DUR|aRCR
36	65122 23622	7	   	267.93	DCR|3VULN|3DMG|2CDMG|1AART	168DMG|2FEWX|38CDMG|4AART|578VULN|8BPWR|9RCR|aBBNT
37	63441 13444	3	   	267.92	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aLIT
38	63541 13444	2	   	267.92	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aLIT
39	65441 13444	3	   	267.92	DCR|3VULN|3DMG|2ASPD	168DMG|2FEWX|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aLIT
40	65541 13444	2	   	267.92	DCR|3VULN|3DMG|2ASPD	168DMG|2FEWX|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aLIT
41	63133 13461	1	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|2RMIN|349VULN|5CDMG|6FEWX|7RCR|89DUR|9BPWR|aBEXP
42	63133 13462	1	   	266.99	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	19DMG|2RMIN|349VULN|5CDMG|6FEWX|7RCR|89DUR|9BPWR|aSELL
43	62124 33311	1	 * 	266.70	DCR|4VULN|2DMG|2ASPD	18DMG|24CGEN|3458VULN|48BPWR|68ASPD|7RMIN|9RCR|aFEWX
44	62124 33312	1	   	266.70	DCR|4VULN|2DMG|2ASPD	18DMG|24CGEN|3458VULN|48BPWR|68ASPD|7RMIN|9RCR|aLHND
45	62124 33313	1	   	266.70	DCR|4VULN|2DMG|2ASPD	18DMG|24CGEN|3458VULN|48BPWR|68ASPD|7RMIN|9RCR|aLWND
46	62124 33314	1	   	266.70	DCR|4VULN|2DMG|2ASPD	18DMG|24CGEN|3458VULN|48BPWR|68ASPD|7RMIN|9RCR|aRPLT
47	62124 33316	1	   	266.70	DCR|4VULN|2DMG|2ASPD	18DMG|24CGEN|3458VULN|48BPWR|68ASPD|7RMIN|9RCR|aBEXP
48	62124 33315	1	   	266.60	DCR|4VULN|2DMG|2ASPD	18DMG|24CGEN|3458VULN|48BPWR|68ASPD|7RMIN|9RCR|aDUST
49	66332 31313	8	   	266.40	DCR|4VULN|2DMG|2ASPD	1aDMG|2468VULN|3aDUST|5RCVC|7aASPD|9RCR|aBPWR
50	22541 18713	1	 * 	265.52	DCR|3VULN|3ASPD|1DMG|2CDMG|1AART	1RPLT|27CDMG|3MBVNT|467ASPD|567VULN|67BPWR|8RCR|9DMG|aAART
51	66332 36313	8	   	264.73	DCR|5VULN|2DMG	1aDMG|2468aVULN|3aDUST|5RCVC|7RMIN|9RCR|aBPWR
52	22541 18714	1	   	264.17	DCR|3VULN|3ASPD|1DMG|2CDMG	1RPLT|27CDMG|3MBVNT|467ASPD|567VULN|67BPWR|8RCR|9DMG|aLIT
53	13322 34221	9	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2FEWX|3TLV|4AART|589aVULN|6DUR|7RCR
54	13322 63261	9	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2FEWX|3TLV|4AART|5678VULN|9DUR|aRCR
55	62121 41163	1	   	262.82	DCR|4VULN|2DMG|2AART	18DMG|248CGEN|3489VULN|48BPWR|5BBNT|67AART|aRCR
56	22541 78244	1	   	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	1RPLT|27CDMG|3MBVNT|47ASPD|567VULN|7BPWR|8RCR|9DUR|aDMG
57	22554 48244	1	   	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	1RPLT|27CDMG|3MBVNT|457VULN|67ASPD|7BPWR|8RCR|9DUR|aDMG
58	51123 34122	10	   	261.71	DCR|3VULN|3DMG|1CDMG|1AART	1aFEWX|28aDMG|3CDMG|4AART|5BEXP|69aVULN|7RCR|aBPWR
59	65123 34122	10	   	261.71	DCR|3VULN|3DMG|1CDMG|1AART	18aDMG|2aFEWX|3CDMG|4AART|5BEXP|69aVULN|7RCR|aBPWR
60	33631 33426	1	   	261.64	DCR|4VULN|2DMG|1DUR	1aLHND|2DUR|345aVULN|6LWND|7FEWX|8aDMG|9RCR|aBPWR
61	61422 22622	6	   	261.61	DCR|3VULN|3DMG|1CDMG|1AART	168DMG|2CDMG|38FEWX|4AART|578VULN|8BPWR|9RCR|aBBNT
62	61422 23622	7	   	261.61	DCR|3VULN|3DMG|1CDMG|1AART	168DMG|2CDMG|38FEWX|4AART|578VULN|8BPWR|9RCR|aBBNT
63	66433 43444	6	   	261.59	DCR|3VULN|2DMG|3ASPD	18DMG|248VULN|3MBVNT|568ASPD|7LEGI|8BPWR|9RCR|aLIT
64	66332 26113	8	   	260.94	DCR|4VULN|3DMG	18aDMG|248aVULN|38aDUST|56RCVC|7RMIN|8aBPWR|9RCR
65	66122 13361	6	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1DMG|25aVULN|3CDMG|4DUR|6RMIN|7RCR|8TLV|9AART
66	66122 23361	5	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1DMG|25aVULN|3CDMG|4DUR|6ZMB|7RCR|8TLV|9AART
67	33632 16232	1	 * 	260.08	ACR|4VULN|2DMG|2DUR|1TLV	1LHND|26DUR|3468VULN|5RCR|6BPWR|79DMG|aTLV
68	63441 13441	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aDUST
69	63441 13443	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aBBNT
70	63441 13445	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aTBNT
71	63441 13447	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aERES
72	63441 13448	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aLEGI
73	63541 13441	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aDUST
74	63541 13443	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aBBNT
75	63541 13445	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aTBNT
76	63541 13447	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aERES
77	63541 13448	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2LHND|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aLEGI
78	65441 13441	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2FEWX|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aDUST
79	65441 13443	3	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2FEWX|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aBBNT
80	65541 13441	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2FEWX|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aDUST
81	65541 13443	2	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|2FEWX|3MBVNT|48ASPD|568VULN|68BPWR|7RCVC|9RCR|aBBNT
82	66432 41143	9	   	259.52	DCR|3VULN|3DMG|2ASPD	168DMG|248VULN|3MBVNT|5RCVC|78ASPD|8BPWR|9LWND|aRCR
83	33632 16251	1	 * 	259.43	ACR|5VULN|2DUR|1DMG|1CDMG	1LHND|26DUR|34689VULN|5RCR|6BPWR|7DMG|aCDMG
84	26131 21161	8	   	259.42	DCR|3VULN|3DMG|2ASPD	1RPLT|249DMG|3LEGI|49BPWR|5DUST|69ASPD|789VULN|aRCR
85	66332 31513	8	   	259.42	DCR|3VULN|3DMG|2ASPD	18aDMG|246VULN|3aDUST|5RCVC|7aASPD|9RCR|aBPWR
86	66432 41123	8	   	259.42	DCR|3VULN|3DMG|2ASPD	168DMG|248VULN|3MBVNT|5RCVC|78ASPD|8BPWR|9DUST|aRCR
87	66163 11223	10	   	259.11	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	15DMG|24VULN|36CDMG|7ASPD|8DUR|9RCR|aTLV
88	65421 33322	1	   	258.96	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|248VULN|34TLV|48BPWR|5BBNT|6DUR|78BEXP|9RMIN|aRCR
89	66421 33322	2	   	258.96	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|248VULN|34TLV|48BPWR|5BBNT|6DUR|78BEXP|9RMIN|aRCR
90	65422 13342	1	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|249VULN|34TLV|49BPWR|5MLV|69DUST|7MBVNT|8RCR|aDUR
91	66331 61342	7	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|249VULN|3DUST|5MLV|69TLV|7MBVNT|8RCR|9BPWR|aDUR
92	66331 63342	6	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|249VULN|3DUST|5MLV|69TLV|7MBVNT|8RCR|9BPWR|aDUR
93	66422 13342	2	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|249VULN|34TLV|49BPWR|5MLV|69DUST|7MBVNT|8RCR|aDUR
94	21611 11332	3	 * 	258.74	DCR|4VULN|2DUR|2CDMG	1RPLT|27aBEXP|3BELT|47CDMG|578aVULN|6RCR|7aBPWR|9aDUR
95	22541 13267	1	 * 	258.44	DCR|4VULN|3ASPD|2CDMG	1RPLT|2aCDMG|3MBVNT|46aASPD|569aVULN|6aBPWR|7RCVC|8RCR
96	54122 34221	9	   	258.10	DCR|4VULN|1DUR|1CDMG|1ASPD|1AART	1FEWX|2ASPD|3CDMG|4AART|589aVULN|6DUR|7RCR
97	66263 23121	9	   	257.98	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD	1DMG|26aVULN|3LIT|4BEXP|56TLV|6BPWR|7CDMG|8ASPD|9RCR
98	66113 51112	3	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	17DMG|268VULN|3CDMG|4BEXP|56ASPD|6BPWR|9RCR|aCGEN
99	66113 51113	3	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	17DMG|268VULN|3CDMG|4BEXP|56ASPD|6BPWR|9RCR|aLHND
100	66123 51112	3	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	17DMG|268VULN|3CDMG|4FEWX|56ASPD|6BPWR|9RCR|aCGEN
101	66123 51113	3	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	17DMG|268VULN|3CDMG|4FEWX|56ASPD|6BPWR|9RCR|aLHND
102	33632 16215	1	   	257.48	ACR|4VULN|2DMG|2DUR|1CDMG	1LHND|26DUR|3468VULN|5RCR|6BPWR|7aDMG|9CDMG
103	66431 34114	6	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DMG|2468VULN|3MBVNT|5MLV|7CDMG|9RCR|aDUR
104	66431 34414	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DMG|2467VULN|3MBVNT|5MLV|8CDMG|9RCR|aDUR
105	66431 44112	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1DMG|2468VULN|3MBVNT|5TLV|7CDMG|9RCR|aCGEN
106	66431 44113	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1DMG|2468VULN|3MBVNT|5TLV|7CDMG|9RCR|aLHND
107	66431 44114	5	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DMG|2468VULN|3MBVNT|5MLV|7CDMG|9RCR|aDUR
108	66434 44113	4	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DMG|2468VULN|3MBVNT|5CGEN|7CDMG|9RCR|aDUR
109	66441 44114	4	   	257.30	DCR|4VULN|1DMG|1DUR|1CDMG	1DMG|2568VULN|3MBVNT|4ERES|7CDMG|9RCR|aDUR
110	12234 34143	1	   	256.98	DCR|5VULN|1DUR|1CDMG	1CDMG|2BBNT|35FEWX|45689VULN|5BPWR|7RCR|aDUR
111	31163 16623	4	   	256.57	DCR|2VULN|1DMG|2CDMG|1TLV|1DUR|2LIT|1ASPD	1LHND|2DMG|3aCDMG|4aVULN|5ASPD|6RCR|7aLIT|8TLV|9DUR|aBPWR
112	66122 13335	6	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDMG|25VULN|3CDMG|49DUR|6RMIN|7RCR|8TLV
113	66122 23335	5	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDMG|25VULN|3CDMG|49DUR|6ZMB|7RCR|8TLV
114	62622 33326	5	 * 	256.30	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1DMG|2MLV|39DUR|49VULN|5ASPD|69CDMG|7CGEN|8TLV|9BPWR|aRCR
115	66122 23335	6	   	256.27	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDMG|25VULN|3CDMG|49DUR|6ERES|7RCR|8TLV
116	66413 43313	7	 * 	256.20	DCR|2VULN|2DMG|2DUR|2TLV|1AART	18DMG|2aVULN|3MBVNT|4AART|58DUR|68TLV|7RCR|8BPWR|9MLV
117	66213 43132	5	 * 	255.97	DCR|4VULN|2TLV|1DMG	1DMG|2689VULN|3LIT|4LWND|56TLV|6BPWR|7RPLT|aRCR
118	22541 18711	1	   	255.86	DCR|3VULN|3ASPD|1DMG|2CDMG	1RPLT|27CDMG|3MBVNT|467ASPD|567VULN|67BPWR|8RCR|9DMG|aMLV
119	33632 16252	1	   	255.44	ACR|5VULN|2DUR|1DMG|1AART	1LHND|26DUR|34689VULN|5RCR|6BPWR|7DMG|aAART
120	13322 34222	9	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1CDMG|2FEWX|3TLV|4AART|589VULN|6aDUR|7RCR
121	13322 34421	9	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1CDMG|2FEWX|3TLV|4AART|59aVULN|68DUR|7RCR
122	62121 43163	1	   	255.05	DCR|4VULN|2DMG|1AART	18DMG|2478CGEN|3489VULN|48BPWR|5BBNT|6AART|aRCR
123	31423 34468	7	   	255.05	DCR|3VULN|2DMG|1DUR|1TLV	18LHND|28DMG|3MBVNT|4DUR|5DUST|678VULN|8BPWR|9RCR|aTLV
124	31615 25312	6	   	254.95	DCR|4VULN|2DMG|1AART	178LHND|27DMG|3LEGI|4AART|5679VULN|7BPWR|aRCR
125	11331 62323	1	 * 	254.75	DCR|3VULN|2TLV|1DMG|2CDMG|1AART	18CDMG|2BELT|3AART|4ZMB|589VULN|68TLV|7RCR|8BPWR|aDMG
126	11333 52323	1	   	254.75	DCR|3VULN|2TLV|1DMG|2CDMG|1AART	18CDMG|2BELT|3AART|4ZMB|58TLV|689VULN|7RCR|8BPWR|aDMG
127	51441 13446	4	   	254.65	DCR|3VULN|3DMG|1DUR	18FEWX|268DMG|3MBVNT|4RMIN|568VULN|68BPWR|7RCVC|9RCR|aDUR
128	51422 43341	7	   	254.55	DCR|3VULN|3DMG|1TLV	19aFEWX|259DMG|3MBVNT|4TLV|6aERES|79aVULN|8RCR|9aBPWR
129	65422 43341	7	   	254.55	DCR|3VULN|3DMG|1TLV	159DMG|29aFEWX|3MBVNT|4TLV|6aERES|79aVULN|8RCR|9aBPWR
130	31451 13446	4	   	254.55	DCR|3VULN|3DMG|1DUR|1NUKE	18LHND|268DMG|3MBVNT|4NUKE|568VULN|68BPWR|7RCVC|9RCR|aDUR
131	66423 34434	6	   	254.25	DCR|3VULN|3DMG|1DUR	189DMG|267VULN|3MBVNT|4DUR|5DUST|aRCR
132	66123 11161	4	   	254.17	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|29aVULN|3CDMG|4DUR|5ASPD|6RCR|7BEXP|8LIT
133	66123 12161	4	   	254.17	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|29aVULN|3CDMG|4DUR|5ASPD|6RCR|7LHND|8LIT
134	66122 15121	9	   	254.17	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|25aVULN|3CDMG|4DUR|6RMIN|7LIT|8ASPD|9RCR
135	15363 16111	4	   	254.17	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|2DMG|3LHND|48aVULN|5ASPD|6RCR|7LIT|9TLV
136	31163 16111	4	   	254.17	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|3CDMG|48aVULN|5ASPD|6RCR|7LIT|9TLV
137	31163 16161	4	   	254.17	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2DMG|3CDMG|48aVULN|5ASPD|6RCR|7LIT|9DUR
138	34163 16111	4	   	254.17	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|48aVULN|5DMG|6RCR|7LIT|9TLV
139	61363 16111	4	   	254.17	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DMG|2CDMG|3LHND|48aVULN|5ASPD|6RCR|7LIT|9TLV
140	63163 16111	4	   	254.17	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DMG|2LHND|3CDMG|48aVULN|5ASPD|6RCR|7LIT|9TLV
141	66123 53323	4	   	253.82	DCR|2VULN|2ASPD|1DMG|1TLV|1DUR|1CDMG	1DMG|26VULN|3CDMG|4DUR|56ASPD|6BPWR|7RCR|8TLV|9MLV|aLIT
142	62121 62142	2	   	253.72	DCR|3VULN|2DMG|2CDMG|1ASPD	1aDMG|24aMLV|346VULN|4aBPWR|5BBNT|7ASPD|8RCR|9aCDMG
143	12332 12136	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|2LWND|3TLV|4578VULN|6RMIN|9RCR|aDUR
144	12332 42133	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|2LWND|3TLV|4578VULN|6CGEN|9RCR|aDUR
145	12332 46133	6	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|2LWND|3TLV|4578VULN|6CGEN|9RCR|aDUR
146	34235 15122	8	   	253.66	DCR|4VULN|1DMG|2LIT|1ASPD	19LHND|2ASPD|39LIT|4DMSP|5679VULN|8RCR|9BPWR|aDMG
147	66332 23413	5	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	19DMG|249VULN|3DUST|5RCVC|6TBNT|7DUR|89LIT|9BPWR|aRCR
148	62124 23142	2	   	253.60	DCR|4VULN|2DMG	1aDMG|24MLV|3459VULN|4BPWR|6CGEN|7RCR|8LIT
149	62124 23316	1	   	253.60	DCR|4VULN|2DMG	18DMG|246CGEN|3458VULN|48BPWR|78DUST|9RCR|aLIT
150	12332 22136	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|2LWND|3TLV|4578VULN|6ERES|9RCR|aDUR
151	33621 33426	1	   	253.58	DCR|3VULN|2DMG|2DUR	1aLHND|24DUR|35aVULN|6LWND|7FEWX|8aDMG|9RCR|aBPWR
152	66333 23413	4	   	253.55	DCR|3VULN|2DMG|1DUR|2LIT	19DMG|249VULN|35DUST|6TBNT|7DUR|89LIT|9BPWR|aRCR
153	66433 14434	8	   	253.52	DCR|3VULN|2DMG|2ASPD|1AART	17DMG|247VULN|3MBVNT|57ASPD|6BELT|7BPWR|8ZMB|9AART|aRCR
154	66433 14444	9	   	253.52	DCR|3VULN|2DMG|2ASPD|1AART	17DMG|247VULN|3MBVNT|57ASPD|6BELT|7BPWR|8ZMB|9AART|aRCR
155	31235 15142	8	   	253.50	DCR|4VULN|2DMG	1LHND|2aDMG|3LIT|4DMSP|5679VULN|8RCR
156	63134 23142	1	   	253.50	DCR|4VULN|2DMG	1aDMG|2RMIN|3459VULN|6CGEN|7RCR|8LIT
157	62631 13253	10	   	253.48	DCR|3VULN|2DMG|2DUR	1aDMG|25MLV|3aDUR|4ERES|6FEWX|78aVULN|9RCR|aBPWR
158	15233 13334	8	 * 	253.46	DCR|3DMG|3DUR|1VULN|2CDMG|1ASPD	17CDMG|267DMG|3ZMB|4FEWX|567DUR|67BPWR|8VULN|9RCR|aASPD
159	15233 13634	7	   	253.46	DCR|3DMG|3DUR|1VULN|2CDMG|1ASPD	17CDMG|267DMG|3ZMB|4FEWX|567DUR|67BPWR|8VULN|9RCR|aASPD
160	66433 14133	7	   	253.42	DCR|3VULN|2DMG|2ASPD|1AART	17DMG|247VULN|3MBVNT|57ASPD|6BELT|7BPWR|8BBNT|9AART|aRCR
161	66433 14233	7	   	253.42	DCR|3VULN|2DMG|2ASPD|1AART	17DMG|247VULN|3MBVNT|57ASPD|6BELT|7BPWR|8TBNT|9AART|aRCR
162	15253 13334	8	   	253.36	DCR|3DMG|3DUR|1VULN|2CDMG|1ASPD	17CDMG|267DMG|3ZMB|4DUST|567DUR|67BPWR|8VULN|9RCR|aASPD
