0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33131 43563	9	 * 	275.65	DCR|3VULN|3DUR|3TLV|1CDMG|1AART|1SELL	1RPLT|2SELL|39aTLV|4CDMG|5AART|69aVULN|79aDUR|8RCR|9aBPWR
21	12122 47621	8	   	260.23	DCR|4VULN|2DUR|1TLV	1DUST|26DUR|3MBVNT|456aVULN|6BPWR|7LIT|8RCR|9TLV
22	16322 23623	8	   	259.66	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1DUST|2CDMG|379VULN|4AART|5DMG|6DUR|8RCR|aTLV
23	23333 11131	2	   	258.65	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9ZMB
24	23333 11141	2	   	258.65	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9CGEN
25	23333 11155	2	   	258.65	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aCGEN
26	23333 11165	2	   	258.65	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9FEWX
27	13343 11135	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9LHND
28	13343 11141	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9CGEN
29	13343 11155	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aCGEN
30	13343 11165	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9FEWX
31	23333 11115	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TLV|9DUST
32	23333 11151	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aBBNT
33	23333 11152	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aERES
34	23333 11154	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aDUST
35	23333 11156	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR|1NUKE	1LWND|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aNUKE
36	23333 11352	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TBNT|aTLV
37	23333 16552	2	   	258.55	ACR|4VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7BBNT|8DUR|aTLV
38	13343 11151	2	   	258.45	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aBBNT
39	13343 11152	2	   	258.45	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aERES
40	13343 11156	2	   	258.45	ACR|4VULN|3DMG|1TLV|1DUR|1NUKE	1DUST|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TLV|aNUKE
41	13343 11352	2	   	258.45	ACR|4VULN|3DMG|1TLV|1DUR	1DUST|2RCR|356DMG|4569VULN|56BPWR|7DUR|8TBNT|aTLV
42	23336 46231	2	 * 	257.58	ACR|4VULN|2DMG|2DUR|1TLV	18LWND|2RCR|3aDMG|4678VULN|58DUR|8BPWR|9TLV
43	12122 31561	6	 * 	257.29	DCR|5VULN|3DUR	189DUST|289DUR|3MBVNT|4589aVULN|6RCR|7LEGI|89BPWR
44	23333 13421	2	   	256.15	ACR|4VULN|3DMG|1TLV|1CDMG	18LWND|2RCR|356DMG|4568VULN|568BPWR|7RMIN|9CDMG|aTLV
45	12122 41561	6	 * 	255.97	DCR|3VULN|2DMG|2DUR|1CDMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7CDMG|8aDMG|9RCR
46	13343 13421	2	   	255.95	ACR|4VULN|3DMG|1TLV|1CDMG	18DUST|2RCR|356DMG|4568VULN|568BPWR|7RMIN|9CDMG|aTLV
47	16322 23621	8	 * 	254.51	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1DUST|2CDMG|379aVULN|4AART|5DMG|6DUR|8RCR
48	12122 43834	6	 * 	254.09	DCR|4VULN|2DUR|1DMG	1DUST|26DUR|3MBVNT|456aVULN|6BPWR|7RCR|8ASPD|9DMG
49	12322 12243	5	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	18DUST|268DUR|3RMIN|468VULN|5RCVC|68BPWR|7RCR|9AART|aTLV
50	34412 32263	5	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	13RPLT|2DMSP|4aDUR|5TLV|6AART|7RCR|8aDMG|9aVULN|aBPWR
51	35322 32263	5	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RPLT|2aDUR|3RCVC|4DMSP|5TLV|6AART|7RCR|8aDMG|9aVULN|aBPWR
52	12122 41825	6	   	252.83	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7CDMG|8RCR|9TLV|aASPD
53	22123 22113	1	   	252.61	DCR|3VULN|3DUR|1TLV	15LWND|236DUR|467VULN|6BPWR|8LIT|9TLV|aRCR
54	22123 22113	2	   	252.61	DCR|3VULN|3DUR|1TLV	15LWND|236DUR|467VULN|6BPWR|8LIT|9TLV|aRCR
55	12122 41813	6	   	252.60	DCR|4VULN|3DUR|1CDMG	1DUST|26aDUR|3MBVNT|4569VULN|6BPWR|7CDMG|8RCR
56	16322 26623	8	   	252.56	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1DUST|2CDMG|39VULN|4AART|57DMG|6DUR|8RCR|aTLV
57	35122 61113	3	   	252.48	DCR|3VULN|3DUR|2TLV	1RPLT|25aDUR|37MLV|4aTLV|6RCR|89aVULN|aBPWR
58	35331 33113	5	   	252.48	DCR|3VULN|3DUR|2TLV	1RPLT|26aDUR|3RCVC|4CGEN|5aTLV|7RCR|89aVULN|aBPWR
59	35431 43113	5	   	252.48	DCR|3VULN|3DUR|2TLV	1RPLT|23aDUR|46CGEN|5aTLV|7RCR|89aVULN|aBPWR
60	35431 53113	6	   	252.48	DCR|3VULN|3DUR|2TLV	1RPLT|23aDUR|4CGEN|5aTLV|6DMSP|7RCR|89aVULN|aBPWR
61	12112 35142	1	   	252.41	DCR|3VULN|3DUR|3CDMG	19DUST|235DUR|459CDMG|59BPWR|689VULN|7RCR|aASPD
62	12112 35142	2	   	252.41	DCR|3VULN|3DUR|3CDMG	19DUST|235DUR|459CDMG|59BPWR|689VULN|7RCR|aASPD
63	12122 43518	6	   	252.41	DCR|3VULN|3DUR|1TLV	1DUST|268DUR|3MBVNT|456VULN|6BPWR|7RCR|9TLV|aLIT
64	12122 47612	9	   	252.41	DCR|3VULN|3DUR|1TLV	1DUST|269DUR|3MBVNT|456VULN|6BPWR|7LIT|8RCR|aTLV
65	35431 43113	6	 * 	252.38	DCR|3VULN|3DUR|3TLV	1RPLT|23aDUR|4CGEN|56aTLV|7RCR|89aVULN|aBPWR
66	35122 66313	3	   	252.38	DCR|3VULN|3DUR|3TLV	1RPLT|25aDUR|3MLV|48aTLV|6RCR|79aVULN|aBPWR
67	21322 46231	1	   	252.18	ACR|3VULN|3DMG|2DUR|1TLV	18LWND|267VULN|38aDMG|48DUR|5RCR|8BPWR|9TLV
68	23333 11166	2	   	252.18	ACR|3VULN|3DMG|2DUR|1TLV	1LWND|2RCR|356DMG|456VULN|56BPWR|7aDUR|8TLV|9FEWX
69	12128 38216	10	   	252.18	DCR|3VULN|3DUR|2TLV	18aDUST|257DUR|3MBVNT|48aVULN|6RCR|8aBPWR|9aTLV
70	23333 12514	2	   	252.16	ACR|4VULN|3DMG|1TLV|1AART	18LWND|2RCR|356DMG|4568VULN|568BPWR|7AART|9ZMB|aTLV
71	13343 11136	2	   	252.08	ACR|3VULN|3DMG|2DUR|1TLV	1DUST|2RCR|356DMG|456VULN|56BPWR|7aDUR|8TLV|9LHND
72	13343 11166	2	   	252.08	ACR|3VULN|3DMG|2DUR|1TLV	1DUST|2RCR|356DMG|456VULN|56BPWR|7aDUR|8TLV|9FEWX
73	23333 11116	2	   	252.08	ACR|3VULN|3DMG|2DUR|1TLV	1LWND|2RCR|356DMG|456VULN|56BPWR|7aDUR|8TLV|9DUST
74	23333 12544	2	   	252.06	ACR|4VULN|3DMG|1TLV|1NUKE|1AART	18LWND|2RCR|356DMG|4568VULN|568BPWR|7AART|9NUKE|aTLV
75	11322 46231	1	   	251.98	ACR|3VULN|3DMG|2DUR|1TLV	18DUST|267VULN|38aDMG|48DUR|5RCR|8BPWR|9TLV
76	12122 33378	7	   	251.98	DCR|3VULN|2DMG|2DUR|1AART	19DUST|2aDUR|3MBVNT|459VULN|6RCR|7AART|89DMG|9BPWR
77	13343 12514	2	   	251.96	ACR|4VULN|3DMG|1TLV|1AART	18DUST|2RCR|356DMG|4568VULN|568BPWR|7AART|9ZMB|aTLV
78	12122 43486	6	   	251.92	DCR|4VULN|2DUR|1TLV	1DUST|26DUR|3MBVNT|456aVULN|6BPWR|7RCR|8TLV|9RPLT
79	12122 43418	6	   	251.82	DCR|4VULN|2DUR|1TLV	1DUST|26DUR|3MBVNT|456aVULN|6BPWR|7RCR|8TLV|9BBNT
80	12122 43458	6	   	251.82	DCR|4VULN|2DUR|1TLV	1DUST|26DUR|3MBVNT|456aVULN|6BPWR|7RCR|8TLV|9TBNT
81	22322 16245	5	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|26DUR|3RMIN|46aVULN|5RCVC|6BPWR|7TLV|8RCR|9DMG
82	22323 16245	5	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	15LWND|26DUR|3RMIN|46aVULN|6BPWR|7TLV|8RCR|9DMG
83	13343 11324	2	   	251.05	ACR|3VULN|3DMG|1TLV|1DUR|1CDMG	1DUST|2RCR|356DMG|456VULN|56BPWR|7DUR|8TBNT|9CDMG|aTLV
84	16322 26621	8	   	251.05	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1DUST|2CDMG|39aVULN|4AART|57DMG|6DUR|8RCR
85	12322 16245	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3RMIN|46aVULN|5RCVC|6BPWR|7TLV|8RCR|9DMG
86	12122 43432	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9DMG|aFEWX
87	12122 43433	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9DMG|aBEXP
88	12122 43434	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9DMG|aDMSP
89	12122 43436	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9DMG|aLHND
90	12122 43443	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9BEXP|aDMG
91	12122 43463	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9LWND|aDMG
92	33131 43513	8	   	250.85	DCR|2VULN|3DUR|2TLV|1CDMG|1AART|1SELL	1RPLT|2SELL|3aTLV|4CDMG|5AART|6aVULN|79aDUR|8RCR|aBPWR
93	12122 41824	6	   	250.84	DCR|3VULN|2DUR|1TLV|2CDMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7aCDMG|8RCR|9TLV
94	12122 43437	6	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9DMG|aERES
95	12122 43438	6	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9DMG|aBBNT
96	16323 45233	4	 * 	249.83	DCR|3VULN|1TLV|1DMG|2CDMG|1AART	17DUST|27CDMG|367VULN|4AART|5RPLT|7BPWR|8DMG|9RCR|aTLV
97	16322 23663	9	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1DUST|2CDMG|37VULN|4AART|5DMG|69DUR|8RCR|aTLV
98	16321 35623	8	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1DUST|2CDMG|39VULN|4AART|56DUR|7DMG|8RCR|aTLV
99	16322 24623	8	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1DUST|2CDMG|39VULN|4AART|5DMG|67DUR|8RCR|aTLV
100	22221 23554	9	   	249.23	DCR|2VULN|3DUR|1TLV|2CDMG|1AART	1LWND|256DUR|36CDMG|4AART|6BPWR|78VULN|9TLV|aRCR
101	12128 43872	9	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1DUST|256DUR|3MBVNT|46VULN|6BPWR|7AART|8TLV|9RCR|aDMG
102	16321 63213	10	   	249.03	DCR|4VULN|2DUR|1CDMG|1AART	1DUST|2CDMG|369aVULN|4AART|57DUR|8RCR
103	32421 21114	8	 * 	248.91	DCR|2VULN|3DMG|1TLV|2CDMG	1RPLT|2aCDMG|3TLV|48aDMG|5LHND|6LWND|7RCR|9aVULN|aBPWR
104	12122 43422	6	   	248.84	DCR|3VULN|2DUR|1TLV|1AART	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7RCR|8TLV|9AART|aLIT
105	32421 11114	8	   	248.81	DCR|2VULN|3DMG|1TLV|2CDMG	1RPLT|2aCDMG|3TLV|48aDMG|5LHND|6DUST|7RCR|9aVULN|aBPWR
106	32423 11114	8	   	248.81	DCR|2VULN|3DMG|1TLV|2CDMG	1RPLT|2aCDMG|3TLV|48aDMG|5LWND|6DUST|7RCR|9aVULN|aBPWR
107	22323 15436	4	   	248.76	DCR|4VULN|3DUR|1AART|1SELL	19LWND|256DUR|3RMIN|4569VULN|569BPWR|7SELL|8AART|aRCR
108	12122 33534	6	 * 	248.69	DCR|4VULN|2DMG|1DUR	1DUST|2DUR|3MBVNT|458aVULN|6RCR|79DMG
109	32413 36411	9	 * 	248.31	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR	1RPLT|28CDMG|38TLV|4LIT|5FEWX|6RCR|78VULN|8BPWR|9DUR|aDMG
110	23222 46231	1	   	248.30	ACR|4VULN|2DUR|1TLV|1DMG	18LWND|2ASPD|3678VULN|48DUR|5RCR|8BPWR|9TLV|aDMG
111	23236 46231	2	   	248.30	ACR|4VULN|2DUR|1TLV|1DMG	18LWND|2RCR|3ASPD|4678VULN|58DUR|8BPWR|9TLV|aDMG
112	13222 46231	1	   	248.10	ACR|4VULN|2DUR|1TLV|1DMG	18DUST|2ASPD|3678VULN|48DUR|5RCR|8BPWR|9TLV|aDMG
113	13343 13423	2	 * 	248.09	ACR|5VULN|3DMG|1CDMG	18DUST|2RCR|356DMG|4568aVULN|568BPWR|7RMIN|9CDMG
114	16321 63212	9	   	248.04	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1DUST|2CDMG|369VULN|4AART|57DUR|8RCR|aDMG
115	16322 23625	8	   	248.04	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1DUST|2CDMG|379VULN|4AART|5DMG|6aDUR|8RCR
116	16322 23661	9	   	248.04	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1DUST|2CDMG|37aVULN|4AART|5DMG|69DUR|8RCR
117	12122 41562	6	   	248.04	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7CDMG|8DMG|9RCR|aAART
118	16321 35621	8	   	248.04	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1DUST|2CDMG|39aVULN|4AART|56DUR|7DMG|8RCR
119	16322 24621	8	   	248.04	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1DUST|2CDMG|39aVULN|4AART|5DMG|67DUR|8RCR
120	16321 61623	8	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1DUST|2CDMG|369VULN|4AART|5DUR|7ASPD|8RCR|aTLV
121	22137 48163	6	   	247.88	DCR|4VULN|2DUR|1CDMG	1aLWND|2aDUR|3MBVNT|4CDMG|5ASPD|678aVULN|9RCR|aBPWR
122	22237 48163	6	   	247.88	DCR|4VULN|2DUR|1CDMG	1aLWND|2aDUR|3CDMG|4MBVNT|5ASPD|678aVULN|9RCR|aBPWR
123	12122 41815	6	   	247.68	DCR|4VULN|2DUR|1CDMG	1DUST|26DUR|3MBVNT|4569VULN|6BPWR|7CDMG|8RCR|aASPD
124	22323 13461	4	   	247.55	DCR|4VULN|3DUR	1LWND|256DUR|3RMIN|456aVULN|56BPWR|7ASPD|8FEWX|9RCR
125	22323 13661	4	   	247.55	DCR|4VULN|3DUR	1LWND|256DUR|3RMIN|456aVULN|56BPWR|7ASPD|8BEXP|9RCR
126	22343 13461	3	   	247.55	DCR|4VULN|3DUR	1LWND|256DUR|3RMIN|456aVULN|56BPWR|7ASPD|8FEWX|9RCR
127	22343 13661	3	   	247.55	DCR|4VULN|3DUR	1LWND|256DUR|3RMIN|456aVULN|56BPWR|7ASPD|8BEXP|9RCR
128	23333 11252	2	   	247.51	ACR|3VULN|3DMG|3DUR	1LWND|2RCR|356DMG|456VULN|56BPWR|789DUR|aASPD
129	13343 11242	2	   	247.41	ACR|3VULN|3DMG|3DUR	1DUST|2RCR|356DMG|456VULN|56BPWR|789DUR|aASPD
130	23333 11121	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8TLV|9AART|aRPLT
131	23333 11123	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8TLV|9AART|aDMSP
132	23333 11124	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8TLV|9AART|aBEXP
133	23333 11125	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8TLV|9AART|aBELT
134	23333 11666	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8AART|9LHND|aTLV
135	23333 12356	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7AART|8LHND|9DUR|aTLV
136	23333 12666	2	   	247.26	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7AART|8DUR|9LHND|aTLV
137	12122 43252	10	   	247.25	DCR|4VULN|3DUR	1DUST|269DUR|3MBVNT|4568VULN|6BPWR|7ASPD|aRCR
138	12122 47615	9	   	247.25	DCR|4VULN|3DUR	1DUST|269DUR|3MBVNT|456aVULN|6BPWR|7LIT|8RCR
139	23333 11126	2	   	247.16	ACR|3VULN|3DMG|1TLV|1DUR|1AART	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8TLV|9AART|aERES
140	31264 53232	6	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	1RPLT|28ASPD|38DUR|458VULN|6SELL|7RMIN|8BPWR|9TLV|aRCR
141	23333 11261	2	 * 	247.03	ACR|4VULN|3DMG|2DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|78DUR|9BEXP
142	12122 28431	9	 * 	246.93	DCR|2VULN|3DMG|2DUR|1CDMG	18DUST|28DUR|3MBVNT|45VULN|6CDMG|78aDMG|8BPWR|9RCR
143	12122 28461	8	   	246.93	DCR|2VULN|3DMG|2DUR|1CDMG	18DUST|28DUR|3MBVNT|45VULN|6CDMG|78aDMG|8BPWR|9RCR
144	23333 11355	2	   	246.93	ACR|4VULN|3DMG|2DUR	1LWND|2RCR|356DMG|4569VULN|56BPWR|7aDUR|8TBNT
145	13343 11221	2	   	246.93	ACR|4VULN|3DMG|2DUR	1DUST|2RCR|356DMG|456aVULN|56BPWR|78DUR|9LHND
146	13343 11231	2	   	246.93	ACR|4VULN|3DMG|2DUR	1DUST|2RCR|356DMG|456aVULN|56BPWR|78DUR|9BEXP
147	13343 11631	2	   	246.93	ACR|4VULN|3DMG|2DUR	1DUST|2RCR|356DMG|456aVULN|56BPWR|79DUR|8LHND
148	23333 11211	2	   	246.93	ACR|4VULN|3DMG|2DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|78DUR|9DUST
149	23333 11431	2	   	246.93	ACR|4VULN|3DMG|2DUR	1LWND|2RCR|356DMG|456aVULN|56BPWR|79DUR|8DUST
150	12122 41565	6	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7CDMG|8DMG|9RCR|aASPD
151	12122 47761	9	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1DUST|26DUR|3MBVNT|456VULN|6BPWR|7LIT|8DMG|9CDMG|aRCR
152	33243 13163	2	 * 	246.32	DCR|3VULN|3DUR|1DMG|1SELL	1RPLT|2SELL|356DUR|456VULN|56BPWR|7ASPD|8DMG|9RCR|aZMB
153	33243 13164	2	 * 	246.32	DCR|3VULN|3DUR|1DMG|1SELL	1RPLT|2SELL|356DUR|456VULN|56BPWR|7ASPD|8DMG|9RCR|aBEXP
154	33243 13166	2	 * 	246.32	DCR|3VULN|3DUR|1DMG|1SELL	1RPLT|2SELL|356DUR|456VULN|56BPWR|7ASPD|8DMG|9RCR|aRCVC
155	12444 43433	9	   	246.27	DCR|3VULN|3DUR|2CDMG	18aDUST|28aDUR|3ASPD|47CDMG|5MBVNT|68aVULN|8aBPWR|9RCR
156	33243 13161	2	 * 	246.22	DCR|3VULN|3DUR|1DMG|1SELL	1RPLT|2SELL|356DUR|456VULN|56BPWR|7ASPD|8DMG|9RCR|aERES
157	33243 13162	2	 * 	246.22	DCR|3VULN|3DUR|1DMG|1SELL	1RPLT|2SELL|356DUR|456VULN|56BPWR|7ASPD|8DMG|9RCR|aTBNT
158	33243 13165	2	 * 	246.22	DCR|3VULN|3DUR|1DMG|1SELL	1RPLT|2SELL|356DUR|456VULN|56BPWR|7ASPD|8DMG|9RCR|aLEGI
159	23333 13426	2	   	246.20	ACR|4VULN|3DMG|1DUR|1CDMG	18LWND|2RCR|356DMG|4568VULN|568BPWR|7RMIN|9CDMG|aDUR
160	31521 65212	2	   	246.19	DCR|3VULN|1TLV|2ASPD|1DUR|1CDMG	1RPLT|25ASPD|3BBNT|459VULN|5BPWR|6RCR|7CDMG|8DUR|aTLV
161	32521 65212	1	   	246.19	DCR|3VULN|1TLV|2ASPD|1DUR|1CDMG	1RPLT|25ASPD|3BBNT|459VULN|5BPWR|6RCR|7CDMG|8DUR|aTLV
162	13343 13426	2	   	246.00	ACR|4VULN|3DMG|1DUR|1CDMG	18DUST|2RCR|356DMG|4568VULN|568BPWR|7RMIN|9CDMG|aDUR
163	12122 38427	6	   	245.91	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1DUST|2DUR|3MBVNT|457VULN|6RCR|8TLV|9AART|aDMG
164	23333 11163	2	   	245.91	ACR|3VULN|3DMG|1TLV|1DUR	1LWND|2RCR|356DMG|456VULN|56BPWR|7DUR|8TLV|9FEWX|aASPD
165	13343 11321	2	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	1DUST|2RCR|356DMG|456aVULN|56BPWR|7DUR|8TBNT|9CDMG
